"meta_pin","meta_triad","meta_class","geo_property_address","geo_property_apt_no","geo_property_city","meta_town_name","meta_town_code","meta_nbhd","meta_nbhd_only","meta_modeling_group","meta_per_ass","meta_key_pin","ind_multi_code","meta_multi_code","meta_num_288s_active","meta_num_288s_ended","meta_sale_date","meta_sale_price","meta_document_num","char_hd_sf","ind_large_home","char_age","char_apts","char_ext_wall","char_roof_cnst","char_rooms","char_beds","char_bsmt","char_bsmt_fin","char_heat","char_air","char_frpl","char_attic_type","char_fbath","char_hbath","char_tp_plan","char_tp_dsgn","char_gar1_size","char_gar1_cnst","char_gar1_att","char_gar1_area","char_bldg_sf","char_repair_cnd","char_use","char_type_resd","char_attic_fnsh","char_renovation","char_porch","geo_property_zip","geo_geoid","geo_fips","geo_municipality","geo_ohare_noise","geo_floodplain","geo_fs_flood_factor","geo_fs_flood_risk_direction","geo_withinmr100","geo_withinmr101300","geo_school_elem_district","geo_school_hs_district","geo_longitude","geo_latitude","geoposition","econ_tax_rate","econ_midincome","meta_bldg_pin","meta_strata_10","meta_strata_300","time_sale_year","time_sale_month_of_year","time_sale_day_of_year","time_sale_week_of_year","time_sale_quarter_of_year","time_sale_quarter","time_sale_month","time_sale_week","sale_day","time_sale_during_school_year","time_sale_during_holidays"
"17-10-107-016-1083","City","299","NA","NA","NA","North Chicago","74","74030","030","NCHARS","0.003645","17-10-107-016-1083","0","2",,,"2018-01-02T00:00:00.000","1015000","1800206076",,,"16","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031081500","14000","Chicago","0","0","1","0","0","0","OGDEN","WELLS HS","-87.6271305526434","41.8944903421436","POINT (-87.6271305526434 41.8944903421436)","6.89","103664","17-10-107-016","$473K+ (roughly)","$999k to $1,226k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-28-207-004-1123","City","299","NA","NA","NA","Lake View","73","73062","062","NCHARS","0.001423","14-28-207-004-1123","0","2",,,"2018-01-02T00:00:00.000","281500","1800246399",,,"50","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031063303","14000","Chicago","0","0","6","1","0","0","NETTELHORST","LAKE VIEW HS","-87.6371195466404","41.9332445986555","POINT (-87.6371195466404 41.9332445986555)","6.89","81705","14-28-207-004","$288K - $358K (roughly)","$299k to $301k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"17-06-430-065-1001","City","299","NA","NA","NA","West Chicago","77","77051","051","NCHARS","0.2685","17-06-430-065-1001","0","3",,,"2018-01-02T00:00:00.000","259000","1800241015",,,"21","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031242100","14000","Chicago","0","0","4","1","0","0","TALCOTT","WELLS HS","-87.6701289534489","41.8975914583306","POINT (-87.6701289534489 41.8975914583306)","6.89","133951","17-06-430-065","$358K - $473K (roughly)","$405k to $410k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"20-12-110-046-1030","City","299","NA","NA","NA","Hyde Park","70","70020","020","NCHARS","0.013181","20-12-110-046-1001","0","2",,,"2018-01-02T00:00:00.000","215000","1800208179",,,"91","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031410900","14000","Chicago","0","0","1","0","0","0","HARTE","KENWOOD HS","-87.5859978376226","41.7981189233116","POINT (-87.5859978376226 41.7981189233116)","6.89","57188","20-12-110-046","$203K - $242K (roughly)","$204k to $207k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-21-100-018-1015","City","299","NA","NA","NA","Lake View","73","73060","060","NCHARS","0.0027003","14-21-100-018-1015","0","2",,,"2018-01-02T00:00:00.000","188000","1800206093",,,"49","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031060800","14000","Chicago","0","0","1","0","0","1","BRENNEMANN","SENN HS","-87.6484762625821","41.9541072289856","POINT (-87.6484762625821 41.9541072289856)","6.89","87723","14-21-100-018","$172K - $203K (roughly)","$184k to $186k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"19-22-300-017-1006","City","299","NA","NA","NA","Lake","72","72030","030","NCHARS","0.039615","19-22-300-017-1001","0","2",,,"2018-01-02T00:00:00.000","40000","1800255066",,,"15","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031650500","14000","Chicago","0","0","7","1","0","0","AZUELA","HUBBARD HS","-87.7407980755043","41.769978176009","POINT (-87.7407980755043 41.769978176009)","6.89","61972","19-22-300-017","$0 - $94K (roughly)","$70k to $73k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"20-12-100-003-1226","City","299","NA","NA","NA","Hyde Park","70","70020","020","NCHARS","0.0013228","20-12-100-003-1226","0","2",,,"2018-01-02T00:00:00.000","119000","1800249402",,,"37","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031390700","14000","Chicago","0","0","1","0","0","1","SHOESMITH","KENWOOD HS","-87.5866851866838","41.8066000880232","POINT (-87.5866851866838 41.8066000880232)","6.89","59953","20-12-100-003","$94K - $121K (roughly)","$116k to $117k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"17-22-106-090-1099","City","299","NA","NA","NA","South Chicago","76","76011","011","NCHARS","0.014","17-22-106-090-1001","0","2",,,"2018-01-02T00:00:00.000","195000","1800246249",,,"104","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031330100","14000","Chicago","0","0","1","0","0","0","SOUTH LOOP","PHILLIPS HS","-87.6261648176796","41.8609973067113","POINT (-87.6261648176796 41.8609973067113)","6.89","102303","17-22-106-090","$172K - $203K (roughly)","$194k to $197k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-21-314-063-1041","City","299","NA","NA","NA","Lake View","73","73062","062","NCHARS","0.01376","14-21-314-063-1041","0","2",,,"2018-01-02T00:00:00.000","524000","1800249326",,,"91","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031061902","14000","Chicago","0","0","1","0","0","0","NETTELHORST","LAKE VIEW HS","-87.6404704181806","41.9409613249471","POINT (-87.6404704181806 41.9409613249471)","6.89","64508","14-21-314-063","$358K - $473K (roughly)","$434k to $439k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-18-410-035-1021","City","299","NA","NA","NA","Jefferson","71","71600","600","NCHARS","0.02348","13-18-410-035-1001","0","2",,,"2018-01-02T00:00:00.000","187500","1800246003",,,"29","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031170100","14000","Chicago","0","0","4","1","0","0","BRIDGE","STEINMETZ COLLEGE PREP HS","-87.7871884612921","41.9554334418211","POINT (-87.7871884612921 41.9554334418211)","6.89","53882","13-18-410-035","$172K - $203K (roughly)","$178k to $180k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"20-15-118-022-1028","City","299","NA","NA","NA","Hyde Park","70","70010","010","NCHARS","0.0236","20-15-118-022-1001","0","2",,,"2018-01-02T00:00:00.000","39000","1800241026",,,"21","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031400400","14000","Chicago","0","0","1","0","0","0","CARTER","PHILLIPS HS","-87.6170264128762","41.7897172000605","POINT (-87.6170264128762 41.7897172000605)","6.89","35043","20-15-118-022","$0 - $94K (roughly)","$26k to $34k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"12-11-310-087-1022","City","299","NA","NA","NA","Jefferson","71","71390","390","NCHARS","0.0337","12-11-310-087-1001","0","2",,,"2018-01-02T00:00:00.000","91000","1800249447",,,"40","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031760803","14000","Chicago","1","0","1","0","0","0","DIRKSEN","TAFT HS","-87.8456803420691","41.9724653902901","POINT (-87.8456803420691 41.9724653902901)","6.89","41342","12-11-310-087","$0 - $94K (roughly)","$92k to $94k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-08-403-028-1153","City","299","NA","NA","NA","Lake View","73","73060","060","NCHARS","0.0029152","14-08-403-028-1001","0","2",,,"2018-01-03T00:00:00.000","122000","1833749009",,,"50","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031031300","14000","Chicago","0","0","1","0","0","1","GOUDY","SENN HS","-87.6523829416705","41.9756322278031","POINT (-87.6523829416705 41.9756322278031)","6.89","41445","14-08-403-028","$121K - $146K (roughly)","$142k to $144k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"14-08-412-040-1289","City","299","NA","NA","NA","Lake View","73","73060","060","NCHARS","0.001603","14-08-412-040-1289","0","2",,,"2018-01-03T00:00:00.000","107500","1833719142",,,"71","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031031300","14000","Chicago","0","0","1","0","0","0","MCCUTCHEON","SENN HS","-87.6519778264808","41.9722351423621","POINT (-87.6519778264808 41.9722351423621)","6.89","41445","14-08-412-040","$94K - $121K (roughly)","$104k to $106k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-24-202-047-1005","City","299","NA","NA","NA","Jefferson","71","71082","082","NCHARS","0.16","13-24-202-047-1005","0","2",,,"2018-01-03T00:00:00.000","430000","1800319029",,,"6","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031843700","14000","Chicago","0","0","6","1","1","0","BELL","LAKE VIEW HS","-87.690531841074","41.9537049990096","POINT (-87.690531841074 41.9537049990096)","7.111","112386","13-24-202-047","$358K - $473K (roughly)","$417k to $422k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-01-303-037-1019","City","299","NA","NA","NA","Jefferson","71","71042","042","NCHARS","0.0571","13-01-303-037-1019","0","2",,,"2018-01-03T00:00:00.000","215000","1800312076",,,"15","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031020701","14000","Chicago","0","0","4","1","0","1","JAMIESON","MATHER HS","-87.7066123688917","41.989570068587","POINT (-87.7066123688917 41.989570068587)","6.89","91477","13-01-303-037","$203K - $242K (roughly)","$214k to $217k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-13-128-031-1007","City","299","NA","NA","NA","Jefferson","71","71081","081","NCHARS","0.0329","13-13-128-031-1001","0","2",,,"2018-01-03T00:00:00.000","170000","1800306142",,,"97","NA","NA","NA",,,"NA","NA","NA","NA",,"NA",,,"NA","NA","NA","NA",,,,"NA","NA","NA","NA","NA","NA","NA","17031140800","14000","Chicago","0","0","6","1","0","0","BATEMAN","ROOSEVELT HS","-87.7042503553977","41.9618971955111","POINT (-87.7042503553977 41.9618971955111)","6.913","71366","13-13-128-031","$146K - $172K (roughly)","$170k to $172k (roughly)","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"10-33-317-008-0000","City","205","6614 N SIOUX AVE","NA","CHICAGO","Jefferson","71","71021","021","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","620000","1800308096","4691","false","72","NA","Masonry","Shingle + Asphalt","5","3","Slab","Unfinished","Warm Air Furnace","No Central A/C","0","None","2","0","Stock Plan","No","1 cars","Frame","false","false","1784","Average","Single-Family","2 Story","NA","NA","NA","60646-2821","17031120200","14000","Chicago","0","0","1","0","0","0","EDGEBROOK","TAFT HS","-87.7633215268144","42.0007792952656","POINT (-87.7633215268144 42.0007792952656)","6.88941206587593","105833","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"10-33-118-016-0000","City","234","6912 N ALGONQUIN AVE","NA","CHICAGO","Jefferson","71","71463","463","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","485000","1800301060","5450","false","52","NA","Frame","Shingle + Asphalt","5","3","Partial","Formal Rec Room","Warm Air Furnace","No Central A/C","0","None","2","0","NA","NA","1 cars","Frame","false","false","1715","Average","Single-Family","Split Level","NA","NA","NA","60646-1506","17031120200","14000","Chicago","0","0","1","0","0","0","EDGEBROOK","TAFT HS","-87.7631506252449","42.0068484440159","POINT (-87.7631506252449 42.0068484440159)","6.88941206587593","105833","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"09-36-222-011-0000","City","203","7301 W COYLE AVE","NA","CHICAGO","Jefferson","71","71362","362","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","359000","1800306096","4716","false","69","NA","Frame + Masonry","Shingle + Asphalt","6","3","Full","Unfinished","Warm Air Furnace","No Central A/C","0","Full","1","1","Stock Plan","NA","2 cars","Frame","false","false","1198","Average","Single-Family","1.5 Story","Living Area","NA","NA","60631-1110","17031090200","14000","Chicago","0","0","1","0","0","0","EBINGER","TAFT HS","-87.8093235671761","42.0068509686555","POINT (-87.8093235671761 42.0068509686555)","6.88941206587593","103733","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"10-36-413-010-0000","City","211","6625 N MAPLEWOOD AVE","NA","CHICAGO","Rogers Park","75","75021","021","MF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","385000","1800346071","4125","false","94","Three","Masonry","Tar + Gravel","12","6","Full","Formal Rec Room","Hot Water Steam","Central A/C","0","None","2","0","Stock Plan","No","2 cars","Frame","false","false","3296","Average","Multi-Family","2 Story","NA","NA","NA","60645-5020","17031020602","14000","Chicago","0","0","4","1","0","0","BOONE","MATHER HS","-87.6933009086176","42.0020928564982","POINT (-87.6933009086176 42.0020928564982)","6.88729343983239","53234","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"09-36-302-012-0000","City","205","7754 W COLUMBIA AVE","NA","CHICAGO","Jefferson","71","71362","362","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","215000","1800349231","4000","false","107","NA","Frame","Shingle + Asphalt","6","3","Full","Formal Rec Room","Hot Water Steam","No Central A/C","0","Partial","2","1","NA","NA","2 cars","Frame","false","false","1356","Average","Single-Family","2 Story","None","NA","Frame Enclosed","60631-1502","17031090300","14000","Chicago","0","0","1","0","0","0","EBINGER","TAFT HS","-87.8209860812246","42.0030430834558","POINT (-87.8209860812246 42.0030430834558)","6.88941206587593","97102","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"10-25-312-027-0000","City","203","3116 W JARVIS AVE","NA","CHICAGO","Rogers Park","75","75010","010","SF","1","NA","0","2","1","0","2018-01-03T00:00:00.000","621770","1800346400","3750","false","68","NA","Masonry","Shingle + Asphalt","5","3","Full","Formal Rec Room","Warm Air Furnace","Central A/C","1","None","1","0","Stock Plan","No","2 cars","Masonry","false","false","1004","Average","Single-Family","1 Story","NA","NA","NA","60645-1114","17031020200","14000","Chicago","0","0","6","0","0","0","ROGERS","MATHER HS","-87.7074826912639","42.0157889681589","POINT (-87.7074826912639 42.0157889681589)","6.88729343983239","66831","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"11-30-408-067-0000","City","210","7327 N DAMEN AVE","NA","CHICAGO","Rogers Park","75","75032","032","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","170000","1800301108","2089","false","67","NA","Masonry","Tar + Gravel","5","2","Full","Unfinished","Warm Air Furnace","No Central A/C","0","None","1","0","Stock Plan","NA","0 cars","NA",,,"952","Average","Single-Family","1 Story","NA","NA","NA","60645-2411","17031010201","14000","Chicago","0","0","1","0","0","0","JORDAN","SULLIVAN HS","-87.6799292123248","42.0148480142583","POINT (-87.6799292123248 42.0148480142583)","6.88729343983239","39549","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"11-31-221-010-0000","City","205","1744 W FARWELL AVE","NA","CHICAGO","Rogers Park","75","75031","031","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","275000","1800312089","5000","false","142","NA","Frame","Shingle + Asphalt","8","4","Full","Unfinished","Hot Water Steam","No Central A/C","0","Partial","2","0","Stock Plan","No","2 cars","Frame","false","false","1717","Average","Single-Family","2 Story","Living Area","NA","NA","60626-3215","17031010702","14000","Chicago","0","0","1","0","0","0","NEW FIELD","SULLIVAN HS","-87.6750698147136","42.0067801639179","POINT (-87.6750698147136 42.0067801639179)","6.88729343983239","41161","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"11-32-310-014-0000","City","205","6613 N GREENVIEW AVE","NA","CHICAGO","Rogers Park","75","75031","031","SF","1","NA","0","2","1","0","2018-01-03T00:00:00.000","470000","1800349287","3660","false","112","NA","Frame","Tar + Gravel","7","3","Full","Formal Rec Room","Hot Water Steam","No Central A/C","0","Full","2","0","Stock Plan","No","0 cars","NA",,,"1476","Average","Single-Family","2 Story","None","NA","NA","60626-4217","17031010600","14000","Chicago","0","0","6","1","0","0","KILMER","SULLIVAN HS","-87.6677202199619","42.0021976981409","POINT (-87.6677202199619 42.0021976981409)","6.88729343983239","47549","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"12-11-113-017-0000","City","211","5226 N OAKVIEW ST","1","CHICAGO","Jefferson","71","71390","390","MF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","765000","1833734000","5600","false","51","None","Masonry","Shingle + Asphalt","24","12","Full","Unfinished","Hot Water Steam","No Central A/C","0","None","6","0","Stock Plan","NA","0 cars","NA",,,"6351","Average","Multi-Family","3 Story +","NA","NA","NA","60656-3011","17031760803","14000","Chicago","1","0","6","1","0","0","DIRKSEN","TAFT HS","-87.8443461095727","41.9746009904063","POINT (-87.8443461095727 41.9746009904063)","6.88941206587593","41342","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"12-23-216-013-0000","City","203","3723 N CUMBERLAND AVE","NA","CHICAGO","Jefferson","71","71371","371","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","215000","1833734056","3450","false","65","NA","Masonry","Shingle + Asphalt","5","3","Full","Formal Rec Room","Warm Air Furnace","No Central A/C","0","None","1","1","Stock Plan","No","2 cars","Frame","false","false","1042","Average","Single-Family","1 Story","NA","NA","NA","60634-1911","17031170500","14000","Chicago","0","0","1","0","0","0","CANTY","STEINMETZ COLLEGE PREP HS","-87.8361356798505","41.9472879708306","POINT (-87.8361356798505 41.9472879708306)","6.894","84569","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"12-24-100-008-0000","City","210","3935 N PACIFIC AVE","NA","CHICAGO","Jefferson","71","71371","371","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","245000","1833708148","3300","false","73","NA","Masonry","Shingle + Asphalt","4","2","Full","Formal Rec Room","Warm Air Furnace","No Central A/C","0","None","1","0","Stock Plan","No","1.5 cars","Frame","false","false","966","Average","Single-Family","2 Story","NA","NA","Frame Enclosed","60634-2033","17031170500","14000","Chicago","0","0","1","0","0","1","CANTY","STEINMETZ COLLEGE PREP HS","-87.8266585095917","41.9515135570414","POINT (-87.8266585095917 41.9515135570414)","6.894","84569","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"12-24-405-012-0000","City","203","3535 N ODELL AVE","NA","CHICAGO","Jefferson","71","71371","371","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","450000","1800334048","3780","false","96","NA","Frame","Shingle + Asphalt","4","2","Full","Unfinished","Hot Water Steam","No Central A/C","0","Full","1","0","Architect","No","0 cars","NA",,,"1168","Average","Single-Family","1 Story","Living Area","NA","NA","60634-3421","17031170800","14000","Chicago","0","0","1","0","0","0","DEVER","STEINMETZ COLLEGE PREP HS","-87.8102639614767","41.94443400622","POINT (-87.8102639614767 41.94443400622)","6.894","67571","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-02-122-016-0000","City","205","6110 N LAWNDALE AVE","NA","CHICAGO","Jefferson","71","71030","030","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","325000","1800315147","3840","false","74","NA","Masonry","Shingle + Asphalt","6","3","Full","Formal Rec Room","Warm Air Furnace","Central A/C","1","None","2","0","Stock Plan","NA","2 cars","Frame","false","false","1643","Average","Single-Family","2 Story","NA","NA","NA","60659-3114","17031130100","14000","Chicago","0","0","1","0","0","0","SOLOMON","MATHER HS","-87.721763067814","41.9923475494635","POINT (-87.721763067814 41.9923475494635)","6.91173411463102","43438","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-01-409-019-0000","City","203","5858 N WASHTENAW AVE","NA","CHICAGO","Jefferson","71","71041","041","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","365000","1800346013","3550","false","96","NA","Masonry","Shingle + Asphalt","5","3","Full","Unfinished","Warm Air Furnace","No Central A/C","0","None","1","0","Stock Plan","No","1 cars","Frame","false","false","1205","Average","Single-Family","1 Story","NA","NA","NA","60659-3912","17031020801","14000","Chicago","0","0","6","-1","0","0","JAMIESON","MATHER HS","-87.6972527764558","41.988458060181","POINT (-87.6972527764558 41.988458060181)","6.88941206587593","51467","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-05-430-032-0000","City","203","5636 N MANGO AVE","HSE","CHICAGO","Jefferson","71","71010","010","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","250000","1800355126","4650","false","106","NA","Frame","Shingle + Asphalt","8","3","Full","Unfinished","Hot Water Steam","No Central A/C","0","Full","1","1","Stock Plan","No","2 cars","Frame","false","false","1440","Average","Single-Family","1.5 Story","Living Area","NA","NA","60646-6306","17031110100","14000","Chicago","0","0","1","0","0","0","FARNSWORTH","TAFT HS","-87.7723029712987","41.9840251561808","POINT (-87.7723029712987 41.9840251561808)","6.894","79122","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-07-121-036-0000","City","202","6928 W SUMMERDALE AVE","NA","CHICAGO","Jefferson","71","71430","430","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","272000","1800308117","2500","false","58","NA","Masonry","Shingle + Asphalt","5","2","Full","Unfinished","Warm Air Furnace","Central A/C","0","None","1","0","Stock Plan","No","2 cars","Frame","false","false","831","Average","Single-Family","1 Story","NA","NA","NA","60656-2046","17031100600","14000","Chicago","1","0","1","0","0","0","GARVY","TAFT HS","-87.8008935341416","41.9781440054909","POINT (-87.8008935341416 41.9781440054909)","6.88941206587593","75601","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-07-220-041-0000","City","203","5264 N NATCHEZ AVE","NA","CHICAGO","Jefferson","71","71430","430","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","342000","1800315050","3720","false","70","NA","Masonry","Shingle + Asphalt","5","2","Full","Unfinished","Warm Air Furnace","No Central A/C","0","Full","1","1","Stock Plan","No","2 cars","Frame","false","false","1200","Average","Single-Family","1.5 Story","Living Area","NA","NA","60656-2252","17031100600","14000","Chicago","0","0","1","0","0","0","GARVY","TAFT HS","-87.7893994483709","41.9774990730575","POINT (-87.7893994483709 41.9774990730575)","6.88941206587593","75601","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-07-322-032-0000","City","202","4838 N NEWLAND AVE","NA","CHICAGO","Jefferson","71","71430","430","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","260000","1800312087","4920","false","58","NA","Masonry","Shingle + Asphalt","4","2","Full","Unfinished","Warm Air Furnace","No Central A/C","0","None","1","0","Stock Plan","NA","2.5 cars","Frame","false","false","987","Average","Single-Family","1 Story","NA","NA","NA","60656-3918","17031100700","14000","Chicago","0","0","1","0","0","0","GARVY","TAFT HS","-87.8004518413999","41.9694880736713","POINT (-87.8004518413999 41.9694880736713)","6.894","81458","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-10-308-027-0000","City","211","4918 N KRUGER AVE","NA","CHICAGO","Jefferson","71","71071","071","MF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","340000","1800315094","3125","false","103","Three","Frame","Shingle + Asphalt","8","4","Full","Unfinished","Warm Air Furnace","No Central A/C","0","Full","2","0","Stock Plan","No","2 cars","Frame","false","false","1840","Average","Multi-Family","2 Story","None","NA","Frame Enclosed","60630-1705","17031140400","14000","Chicago","0","0","1","0","0","0","PALMER","TAFT HS","-87.7456855308276","41.9704789907168","POINT (-87.7456855308276 41.9704789907168)","6.91173411463102","70682","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-10-323-018-0000","City","203","4848 N KOSTNER AVE","NA","CHICAGO","Jefferson","71","71071","071","SF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","310000","1833744037","3960","false","99","NA","Masonry","Shingle + Asphalt","7","4","Partial","Unfinished","Warm Air Furnace","Central A/C","0","Full","1","1","Stock Plan","No","2 cars","Frame","false","false","1201","Average","Single-Family","1.5 Story","Living Area","NA","Frame Enclosed","60630-2631","17031140400","14000","Chicago","0","0","1","0","0","0","PALMER","TAFT HS","-87.7383076730361","41.9695560094544","POINT (-87.7383076730361 41.9695560094544)","6.91173411463102","70682","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-13-322-023-0000","City","211","4148 N MOZART ST","NA","CHICAGO","Jefferson","71","71082","082","MF","1","NA","0","2","0","0","2018-01-03T00:00:00.000","525000","1800313007","4250","false","102","Four","Masonry","Shingle + Asphalt","15","6","Full","Apartment","Warm Air Furnace","No Central A/C","2","None","3","0","Stock Plan","No","2 cars","Frame","false","false","4162","Average","Multi-Family","2 Story","NA","NA","Frame Enclosed","60618-2709","17031160602","14000","Chicago","0","0","6","1","0","0","BATEMAN","ROOSEVELT HS","-87.6999165192162","41.9572109330725","POINT (-87.6999165192162 41.9572109330725)","6.91173411463102","64917","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
"13-19-406-043-0000","City","205","3544 N NAGLE AVE","NA","CHICAGO","Jefferson","71","71150","150","SF","1","NA","0","2","0","1","2018-01-03T00:00:00.000","470000","1800355088","3690","false","104","NA","Frame","Shingle + Asphalt","7","4","Partial","Formal Rec Room","Warm Air Furnace","Central A/C","0","None","3","0","Stock Plan","No","2 cars","Frame","false","false","1960","Average","Single-Family","2 Story","None","NA","Frame Enclosed","60634-3814","17031171000","14000","Chicago","0","0","1","0","0","0","BRIDGE","STEINMETZ COLLEGE PREP HS","-87.7878995888541","41.9451734359195","POINT (-87.7878995888541 41.9451734359195)","6.894","75339","NA","NA","NA","2021","Jan","1","1","Q1","96","288","1252","8766","true","true"
