"company","doing_business_as","address_line_1","address_line_2","city","state","zip_code","registration_account","tax_type","location"
"AUGIE SERVICES",,"504 W. BRITTANY DR",,"ARLINGTON HEIGHTS","IL","60004","1124440","Sweetened Beverage Home Rule","504 W. BRITTANY DR
ARLINGTON HEIGHTS, IL 60004
(42.12778, -87.988778)"
"AUGUSTA FOOD MARKET INC",,"1000 N HAMLIN AVE",,"CHICAGO","IL","60651","1123771","Sweetened Beverage Home Rule","1000 N HAMLIN AVE
CHICAGO, IL 60651
(41.899192, -87.72131)"
"AUSTIN FOOD AND CIGARETTE MART",,"6009 W ROOSEVELT RD",,"CICERO","IL","60804","1122713","Sweetened Beverage Home Rule","6009 W ROOSEVELT RD
CICERO, IL 60804
(41.865457, -87.774985)"
"AUSTIN FOOD STORE INC",,"5954 W NORTH AVENUE",,"CHICAGO","IL","60639","1124224","Sweetened Beverage Home Rule","5954 W NORTH AVENUE
CHICAGO, IL 60639
(41.909332, -87.774821)"
"AUSTIN PANTRY INC",,"1 W CHICAGO AVE",,"OAK PARK","IL","60302","1123818","Sweetened Beverage Home Rule","1 W CHICAGO AVE
OAK PARK, IL 60302
(41.894732, -87.775156)"
"AUSTIN PANTRY INCORPORATED",,"1 WEST CHICAGO AVENUE",,"OAK PARK","IL","60302","1123455","Sweetened Beverage Home Rule","1 WEST CHICAGO AVENUE
OAK PARK, IL 60302
(41.894732, -87.775156)"
"AUTLAN GROCERY",,"2621 W 36TH STREET",,"CHICAGO","IL","60632","1122539","Sweetened Beverage Home Rule","2621 W 36TH STREET
CHICAGO, IL 60632
(41.828341, -87.690694)"
"AVALON FOOD MART",,"7901 S AVALON",,"CHICAGO","IL","60619","1122971","Sweetened Beverage Home Rule","7901 S AVALON
CHICAGO, IL 60619
(41.751191, -87.59429)"
"AVALON FOODSERVICE INC",,"2240 LOCUST STREET S",,"CANAL FULTON","OH","44614","1121243","Sweetened Beverage Home Rule","2240 LOCUST STREET S
CANAL FULTON, OH 44614
(40.88232, -81.570659)"
"AVENUE FOOD MART INC",,"6850 W. BELMONT AVE",,"CHICAGO","IL","60634","1124448","Sweetened Beverage Home Rule","6850 W. BELMONT AVE
CHICAGO, IL 60634
(41.938134, -87.797692)"
"AVERS FOOD MARKET INC",,"3839 W AUGUSTA BLVD",,"CHICAGO","IL","60651","1122389","Sweetened Beverage Home Rule","3839 W AUGUSTA BLVD
CHICAGO, IL 60651
(41.899082, -87.72265)"
"AVERS PLACE INC","AVERS PLACE ","3825 W CHICAGO AVE",,"CHICAGO","IL","60651","1121830","Sweetened Beverage Home Rule","3825 W CHICAGO AVE
CHICAGO, IL 60651
(41.895435, -87.722404)"
"AVOCA INC","AVOCA INC ","2350 W FULTON",,"CHICAGO","IL","60612","1122820","Sweetened Beverage Home Rule","2350 W FULTON
CHICAGO, IL 60612
(41.886645, -87.685846)"
"AWAKENINGS INC","AWAKE CAFÉ ","1969 W OGDEN AVE",,"CHICAGO","IL","60612","1122680","Sweetened Beverage Home Rule","1969 W OGDEN AVE
CHICAGO, IL 60612
(41.873267, -87.675885)"
"AWESOME VENDING INC.",,"434 STARWOOD PASS",,"LAKE IN THE HILLS","IL","60156","1120929","Sweetened Beverage Home Rule","434 STARWOOD PASS
LAKE IN THE HILLS, IL 60156
(42.18819, -88.348366)"
"AYHAM FOOD INC","OSAMA FOOD ","1308 S CENTRAL PARK AVE",,"CHICAGO","IL","60623","1122341","Sweetened Beverage Home Rule","1308 S CENTRAL PARK AVE
CHICAGO, IL 60623
(41.864035, -87.715351)"
"AYUSHI INC","J D FOOD AND LIQUOR ","10147 W ROOSEVELT RD",,"WESTCHESTER","IL","60154","1122098","Sweetened Beverage Home Rule","10147 W ROOSEVELT RD
WESTCHESTER, IL 60154
(41.86343, -87.87626)"
"AZ METRO DISTRIBUTORS LLC",,"2600 25TH AVE. SUITE Q1",,"BROADVIEW","IL","60155","1120836","Sweetened Beverage Home Rule","2600 25TH AVE. SUITE Q1
BROADVIEW, IL 60155
(41.855167, -87.862459)"
"AZTECA MINI MARKET, INC.",,"3649 E. 106TH STREET",,"CHICAGO","IL","60617","1124729","Sweetened Beverage Home Rule","3649 E. 106TH STREET
CHICAGO, IL 60617
(41.702724, -87.534644)"
"BABAS FOOD MART INC","BABAS FOOD MART INC","6858 S. HALSTED STREET",,"CHICAGO","IL","60621","1124623","Sweetened Beverage Home Rule","6858 S. HALSTED STREET
CHICAGO, IL 60621
(41.769582, -87.644524)"
"BABA SHAH MURAD INC","NAYAB MART","2449 WEST DEVON AVENUE",,"CHICAGO","IL","60659","1124228","Sweetened Beverage Home Rule","2449 WEST DEVON AVENUE
CHICAGO, IL 60659
(41.997699, -87.691473)"
"BABY MITHC ENTERPRISES INC","LICORES EL POTRILLO ","2126 SOUTH CICERO",,"CICERO","IL","60804","1122816","Sweetened Beverage Home Rule","2126 SOUTH CICERO
CICERO, IL 60804"
"BAFKAP CORPORATION","COUNTY FAIR FOODS","10800 S WESTERN AVE",,"CHICAGO","IL","60643","1122189","Sweetened Beverage Home Rule","10800 S WESTERN AVE
CHICAGO, IL 60643
(41.697149, -87.6814)"
"BAGHDAD BAKERY & KABOB INC",,"2732 W DEVON AVE",,"CHICAGO","IL","60659","1123807","Sweetened Beverage Home Rule","2732 W DEVON AVE
CHICAGO, IL 60659
(41.997576, -87.698437)"
"BAJRANGBALI INC","DEBBIES CAFÉ ","3318 147TH ST",,"MIDLOTHIAN","IL","60445","1122162","Sweetened Beverage Home Rule","3318 147TH ST
MIDLOTHIAN, IL 60445
(41.625837, -87.701495)"
"BALCONES INC","CARNICENA GUANAJUATO","5250 W FULLETRON",,"CHICAGO","IL","60639","1122924","Sweetened Beverage Home Rule","5250 W FULLETRON
CHICAGO, IL 60639"
"BAL KUBER INC","EL TOREO SUPERMARKET ","229 W GRAND AVE STE Z",,"BENSENVILLE","IL","60106","1124205","Sweetened Beverage Home Rule","229 W GRAND AVE STE Z
BENSENVILLE, IL 60106
(41.930995, -87.949131)"
"BALON INTERNATIONAL CORP","RT BEVERAGE","5410 W ROOSEVELT",,"CHICAGO","IL","60644","1122181","Sweetened Beverage Home Rule","5410 W ROOSEVELT
CHICAGO, IL 60644
(41.865733, -87.757574)"
"BALON INTERNATIONAL CORP","RT BEVERAGE ","5410 W ROOSEVELT RD",,"CHICAGO","IL","60644","1122069","Sweetened Beverage Home Rule","5410 W ROOSEVELT RD
CHICAGO, IL 60644
(41.865733, -87.757574)"
"BALTIC FOOD DISTRUBUTING",,"5808 EAST AVE",,"COUNTRYSIDE","IL","60525","1120916","Sweetened Beverage Home Rule","5808 EAST AVE
COUNTRYSIDE, IL 60525
(41.784406, -87.858702)"
"B AND S INC",,"21102 GOVERNORS HIGHWAY",,"MATTESON","IL","60443","1122354","Sweetened Beverage Home Rule","21102 GOVERNORS HIGHWAY
MATTESON, IL 60443
(41.505602, -87.713208)"
"B AND Y GROCERY INC",,"7041 S WENTWORTH AVE",,"CHICAGO","IL","60621","1122417","Sweetened Beverage Home Rule","7041 S WENTWORTH AVE
CHICAGO, IL 60621
(41.766499, -87.629798)"
"BANNER WHOLESALE GROCERS INC","BANNER WHOLESALE GROCERS INC ","3000 S ASHLAND AVE",,"CHICAGO","IL","60608","1121627","Sweetened Beverage Home Rule","3000 S ASHLAND AVE
CHICAGO, IL 60608
(41.840734, -87.665884)"
"BARADA INC",,"6801 W 87TH ST",,"OAK LAWN","IL","60453","1123662","Sweetened Beverage Home Rule","6801 W 87TH ST
OAK LAWN, IL 60453
(41.733593, -87.790603)"
"BARANOWSKI BAKERY & DELI INC",,"9560 W GRAND AVE",,"FRANKLIN PARK","IL","60131","1124311","Sweetened Beverage Home Rule","9560 W GRAND AVE
FRANKLIN PARK, IL 60131"
"BARGAIN FOOD INC",,"5473 W CHICAGO AVE",,"CHICAGO","IL","60651","1122129","Sweetened Beverage Home Rule","5473 W CHICAGO AVE
CHICAGO, IL 60651
(41.894882, -87.763359)"
"BARKHO INC",,"2909 W DEVON AVE",,"CHICAGO","IL","60659","1123808","Sweetened Beverage Home Rule","2909 W DEVON AVE
CHICAGO, IL 60659
(41.997505, -87.702509)"
"BATTAGLIA DISTRIBUTING CORP. I",,"2500 S. ASHLAND AVE",,"CHICAGO","IL","60608","1121432","Sweetened Beverage Home Rule","2500 S. ASHLAND AVE
CHICAGO, IL 60608
(41.846328, -87.665986)"
"B & B FOOD SERVICE INC",,"1529 S. STATE STREET",,"LOCKPORT","IL","60441","1124793","Sweetened Beverage Home Rule","1529 S. STATE STREET
LOCKPORT, IL 60441
(41.582745, -88.060584)"
"BCBP",,"5114 S PULASKI RD",,"CHICAGO","IL","60632","1122071","Sweetened Beverage Home Rule","5114 S PULASKI RD
CHICAGO, IL 60632
(41.799668, -87.723429)"
"BEAHAN OIL INC/JUSTICE GOLO",,"8755 W. 79TH STREET",,"JUSTICE","IL","60458","1124871","Sweetened Beverage Home Rule","8755 W. 79TH STREET
JUSTICE, IL 60458
(41.747268, -87.83808)"
"BEAR ESTATES #1 LLC","McDONALDS ","888 N. LA FOX STREET SUITE ONE",,"SOUTH ELGIN","IL","60177","1120973","Sweetened Beverage Home Rule","888 N. LA FOX STREET SUITE ONE
SOUTH ELGIN, IL 60177
(42.0018, -88.29715)"
"BEAR MAR INC","McDONALDS 13027","91 W IRVING PARK ROAD",,"STREAMWOOD","IL","60107","1122039","Sweetened Beverage Home Rule","91 W IRVING PARK ROAD
STREAMWOOD, IL 60107
(42.013741, -88.185033)"
"BEESAN MARKET INC",,"7211 W 84TH ST",,"BRIDGEVIEW","IL","60455","1123658","Sweetened Beverage Home Rule","7211 W 84TH ST
BRIDGEVIEW, IL 60455
(41.73896, -87.799664)"
"BELLWOOD BP INCORPORATED",,"500 MANNHEIM ROAD",,"BELLWOOD","IL","60104","1123664","Sweetened Beverage Home Rule","500 MANNHEIM ROAD
BELLWOOD, IL 60104
(41.88374, -87.883294)"
"BELLWOOD SWEETE SHOP LLC",,"706 BELLWOOD AVENUE",,"BELLWOOD","IL","60104","1124309","Sweetened Beverage Home Rule","706 BELLWOOD AVENUE
BELLWOOD, IL 60104
(41.880029, -87.878267)"
"BELMONT GROCERIES LLC","RICHS FRESH MARKET ","3141 NORTH THATCHER AVE",,"RIVER GROVE","IL","60171","1122086","Sweetened Beverage Home Rule","3141 NORTH THATCHER AVE
RIVER GROVE, IL 60171"
"BELMONT MARKET INC","BELMONT HARBOR MARKET ","401 W BELMONT AVE",,"CHICAGO","IL","60657","1122024","Sweetened Beverage Home Rule","401 W BELMONT AVE
CHICAGO, IL 60657
(41.940118, -87.640224)"
"BEN GAMOOM INC",,"9906 S VINCENNES",,"CHICAGO","IL","60643","1122991","Sweetened Beverage Home Rule","9906 S VINCENNES
CHICAGO, IL 60643
(41.713725, -87.65346)"
"BENICIO AND COMPANY INC","SUPER ESPIGA ","4920 W 14TH ST",,"CICERO","IL","60804","1121696","Sweetened Beverage Home Rule","4920 W 14TH ST
CICERO, IL 60804
(41.862195, -87.747899)"
"BERKELEY FINER FOODS INC",,"5447 SAINT CHARLES ROAD",,"BERKELEY","IL","60163","1122452","Sweetened Beverage Home Rule","5447 SAINT CHARLES ROAD
BERKELEY, IL 60163
(41.8894, -87.90663)"
"BEST CHOICE ORIENTAL GROCERY INC",,"2403 S. WENTWORTH AVE",,"CHICAGO","IL","60616","1124539","Sweetened Beverage Home Rule","2403 S. WENTWORTH AVE
CHICAGO, IL 60616
(41.849001, -87.631914)"
"BEST FOOD SERVICES INC.",,"7131 W. 61ST STREET",,"CHICAGO","IL","60638","1124587","Sweetened Beverage Home Rule","7131 W. 61ST STREET
CHICAGO, IL 60638
(41.780994, -87.800721)"
"BEST IN HOME CARE","YAAZ MINI MART","1701 N PULASKI ROAD",,"CHICAGO","IL","60639","1123598","Sweetened Beverage Home Rule","1701 N PULASKI ROAD
CHICAGO, IL 60639
(41.911807, -87.726419)"
"BEST OF CHICAGO CORP","DIRECT PAY ","7323 S HALSTED ST",,"CHICAGO","IL","60621","1122685","Sweetened Beverage Home Rule","7323 S HALSTED ST
CHICAGO, IL 60621
(41.761161, -87.644323)"
"BEST QUALITY DISTRIBUTORS INC",,"7811 CRAWFORD AVENUE",,"SKOKIE","IL","60076","1123919","Sweetened Beverage Home Rule","7811 CRAWFORD AVENUE
SKOKIE, IL 60076
(42.022893, -87.72823)"
"BEST SHOP MARKET CORP","BEST SHOP MARKET ","7340 S RACINE AVE",,"CHICAGO","IL","60636","1124092","Sweetened Beverage Home Rule","7340 S RACINE AVE
CHICAGO, IL 60636
(41.760073, -87.653995)"
"BEST VALUE DISTRIBUTORS INC",,"101 W. 84TH STREET",,"CHICAGO","IL","60620","1120955","Sweetened Beverage Home Rule","101 W. 84TH STREET
CHICAGO, IL 60620
(41.741766, -87.6268)"
"BEVERAGE DEPOT","BEVERAGE DEPOT","15226 BROADWAY AVENUE",,"HARVEY","IL","60426","1120868","Sweetened Beverage Home Rule","15226 BROADWAY AVENUE
HARVEY, IL 60426
(41.612548, -87.644595)"
"BEVERAGE ONE INCORPORATED",,"2500 83RD STREET",,"NORTH BERGEN","NJ","7047","1123445","Sweetened Beverage Home Rule","2500 83RD STREET
NORTH BERGEN, NJ 7047
(40.811046, -74.020411)"
"BGFMCD ENT INC","McDONALDS ","11111 W 179TH ST",,"ORLAND PARK","IL","60467","1121258","Sweetened Beverage Home Rule","11111 W 179TH ST
ORLAND PARK, IL 60467
(41.564317, -87.888796)"
"BH OIL CORP",,"16502 HALSTED ST",,"HARVEY","IL","60426","1123187","Sweetened Beverage Home Rule","16502 HALSTED ST
HARVEY, IL 60426
(41.589865, -87.636477)"
"BIENVENIDO FOOD MART INC",,"1701 N KEYSTONE",,"CHICAGO","IL","60639","1122980","Sweetened Beverage Home Rule","1701 N KEYSTONE
CHICAGO, IL 60639
(41.911701, -87.72761)"
"BIG APPLE FINER FOODS",,"2345 N CLARK ST",,"CHICAGO","IL","60614","1121685","Sweetened Beverage Home Rule","2345 N CLARK ST
CHICAGO, IL 60614
(41.924618, -87.639856)"
"BIG DADDY FOOD MART INC","BIG DADDY FOOD MART INC ","3845 W ROOSEVELT RD",,"CHICAGO","IL","60624","1123096","Sweetened Beverage Home Rule","3845 W ROOSEVELT RD
CHICAGO, IL 60624
(41.866225, -87.721817)"
"BIG LOTS STORES INC",,"300 PHILLIPI  ROAD",,"COLUMBUS","OH","43228","1122976","Sweetened Beverage Home Rule","300 PHILLIPI ROAD
COLUMBUS, OH 43228
(39.957254, -83.110573)"
"BIG SALEM INC","BIG SALEM","1724 E 71ST ST",,"CHICAGO","IL","60649","1123457","Sweetened Beverage Home Rule","1724 E 71ST ST
CHICAGO, IL 60649
(41.766157, -87.582799)"
"BIG SAMS MINI MART #2 INC",,"10658 S STATE ST",,"CHICAGO","IL","60628","1122355","Sweetened Beverage Home Rule","10658 S STATE ST
CHICAGO, IL 60628
(41.699967, -87.623329)"
"BILLY FOOD MARKET INC",,"3906 W ROOSEVELT RD",,"CHICAGO","IL","60624","1121682","Sweetened Beverage Home Rule","3906 W ROOSEVELT RD
CHICAGO, IL 60624
(41.866203, -87.723119)"
"BJC GAS STATION INC","BJC GAS STATION INC ","3959 W FULLERTON AVE",,"CHICAGO","IL","60647","1122815","Sweetened Beverage Home Rule","3959 W FULLERTON AVE
CHICAGO, IL 60647
(41.92446, -87.726542)"
"B & K FOODMARKET INC",,"4058 W BELMONT AVE",,"CHICAGO","IL","60641","1121838","Sweetened Beverage Home Rule","4058 W BELMONT AVE
CHICAGO, IL 60641
(41.939086, -87.729441)"
"BK SCHAUMBRUG INC",,"34 E GOLF ROAD",,"LYNDHURST","NJ","07071","1123367","Sweetened Beverage Home Rule","34 E GOLF ROAD
LYNDHURST, NJ 07071
(40.839576, -74.187339)"
"BLACK AND BLUE ENTERPRISES INC",,"7716 GUILFORD COMMONS",,"HANOVER PARK","IL","60133","1122055","Sweetened Beverage Home Rule","7716 GUILFORD COMMONS
HANOVER PARK, IL 60133
(42.010501, -88.129468)"
"BLUE DIAMOND COFFEE SERVICE IN",,"1020FULLERTON AVE",,"ADDISON","IL","60101","1121641","Sweetened Beverage Home Rule","1020FULLERTON AVE
ADDISON, IL 60101
(41.911571, -88.1841)"
"BLUE ISLAND ASHLAND CITGO INC",,"12932 S ASHLAND AVE",,"BLUE ISLAND","IL","60406","1121829","Sweetened Beverage Home Rule","12932 S ASHLAND AVE
BLUE ISLAND, IL 60406
(41.658096, -87.660801)"
"BLUE ISLAND CITGO INC",,"3196 W 127TH ST",,"BLUE ISLAND","IL","60406","1123279","Sweetened Beverage Home Rule","3196 W 127TH ST
BLUE ISLAND, IL 60406"
"BLUE ISLAND ENTERPRISES INC","ISLAND FOOD MART","2584 S BLUE ISLAND AVE",,"CHICAGO","IL","60608","1123991","Sweetened Beverage Home Rule","2584 S BLUE ISLAND AVE
CHICAGO, IL 60608
(41.845121, -87.684696)"
"BLUE STORE FOOD MART INC",,"1306 W 95TH ST",,"CHICAGO","IL","60620","1123165","Sweetened Beverage Home Rule","1306 W 95TH ST
CHICAGO, IL 60620
(41.721354, -87.655798)"
"BOBA DIRECT INC",,"724 W. ALGONQUIN RD",,"ARLINGTON HEIGHTS","IL","60005","1124470","Sweetened Beverage Home Rule","724 W. ALGONQUIN RD
ARLINGTON HEIGHTS, IL 60005
(42.049239, -87.990768)"
"BOMBAY FOOD INC","EX PANTRY ","1105 NERGE RD",,"ELK GROVE","IL","60007","1122025","Sweetened Beverage Home Rule","1105 NERGE RD
ELK GROVE, IL 60007
(41.993785, -88.027981)"
"BONO INC",,"2807 W 71ST ST",,"CHICAGO","IL","60629","1122042","Sweetened Beverage Home Rule","2807 W 71ST ST
CHICAGO, IL 60629
(41.764536, -87.69334)"
"BONYS FOOD INC","BONYS FOOD MART ","1942 S CARPENTERS ST",,"CHICAGO","IL","60608","1123123","Sweetened Beverage Home Rule","1942 S CARPENTERS ST
CHICAGO, IL 60608
(41.85578, -87.653136)"
"BONYS INC","SUPERMERCADO MARTIN ","5155-5159 W ADDISON ST",,"CHICAGO","IL","60641","1123588","Sweetened Beverage Home Rule","5155-5159 W ADDISON ST
CHICAGO, IL 60641
(41.946033, -87.755857)"
"BONYS INC","SUPERMERCADO MARTIN","5155-5159 W ADDISON STREET",,"CHICAGO","IL","60641","1123883","Sweetened Beverage Home Rule","5155-5159 W ADDISON STREET
CHICAGO, IL 60641
(41.946033, -87.755857)"
"BORIKEN INC","BORIKEN ","2500 W DIVISION",,"CHICAGO","IL","60622","1122046","Sweetened Beverage Home Rule","2500 W DIVISION
CHICAGO, IL 60622
(41.903015, -87.689582)"
"BOTTOMS JP VENDING LLC","BOTTOMS JP VENDING LLC ","14812 S CAMPBELL",,"POSEN","IL","60469","1121806","Sweetened Beverage Home Rule","14812 S CAMPBELL
POSEN, IL 60469
(41.626461, -87.681254)"
"BRAD JONES","BJS VARIETY SHOP","2433 W 69 ST",,"CHICAGO","IL","60629","1123795","Sweetened Beverage Home Rule","2433 W 69 ST
CHICAGO, IL 60629
(41.768319, -87.684669)"
"BR BEVERAGE INC.","PREMIUM BEVERAGE INC.","5239 DIANE CT.",,"OAK FOREST","IL","60452","1122122","Sweetened Beverage Home Rule","5239 DIANE CT.
OAK FOREST, IL 60452
(41.614494, -87.748672)"
"BREAK THRU BEVERAGE ILLINOIS L","BREAK THRU BEVERAGE ILLINOIS LLC","3333 LARAMIE AVE.",,"CICERO","IL","60804","1121423","Sweetened Beverage Home Rule","3333 LARAMIE AVE.
CICERO, IL 60804
(41.830331, -87.753503)"
"BRIDGEVIEW ADVISORS LLC","SHOP & SAVE MARKET #1800","8847 S. HARLEM AVE",,"BRIDGEVIEW","IL","60455","1121345","Sweetened Beverage Home Rule","8847 S. HARLEM AVE
BRIDGEVIEW, IL 60455
(41.730981, -87.798948)"
"BRIGHTON MINI MART INC","QUICK STOP FOOD","2532 W 47TH STREET",,"CHICAGO","IL","60632","1123678","Sweetened Beverage Home Rule","2532 W 47TH STREET
CHICAGO, IL 60632
(41.808404, -87.688356)"
"BRITE J INC","FIVE STAR COMMUNITY ","3320 147TH ST",,"MIDLOTHIAN","IL","60445","1122167","Sweetened Beverage Home Rule","3320 147TH ST
MIDLOTHIAN, IL 60445
(41.625835, -87.701598)"
"BRITTLAN II LLC","McDONALDS ","9560 S HALSTED AVE",,"CHICAGO","IL","60628","1121320","Sweetened Beverage Home Rule","9560 S HALSTED AVE
CHICAGO, IL 60628
(41.719855, -87.643251)"
"BRITTLAN IV LLC","McDONALDS ","29 E 87TH STREET",,"CHICAGO","IL","60619","1121319","Sweetened Beverage Home Rule","29 E 87TH STREET
CHICAGO, IL 60619
(41.736316, -87.622987)"
"BRITTLAN LLC","MCDONALDS 3420","2707 SAUK TRAIL",,"SAUK VILLAGE","IL","60411","1124054","Sweetened Beverage Home Rule","2707 SAUK TRAIL
SAUK VILLAGE, IL 60411
(41.49176, -87.556728)"
"BRITTLAN VI LLC","McDONALDS 21446","1651 W 95TH STREET",,"CHICAGO","IL","60643","1121317","Sweetened Beverage Home Rule","1651 W 95TH STREET
CHICAGO, IL 60643
(41.721121, -87.664388)"
"BRITTLAN V LLC","McDONALDS ","1443 E 87TH STREET",,"CHICAGO","IL","60619","1121318","Sweetened Beverage Home Rule","1443 E 87TH STREET
CHICAGO, IL 60619
(41.736867, -87.588807)"
"BROADVIEW CUT RATE LIQUORS INC","HANA FOOD","1837 S 17TH AVENUE",,"BROADVIEW","IL","60155","1124222","Sweetened Beverage Home Rule","1837 S 17TH AVENUE
BROADVIEW, IL 60155
(41.869595, -87.853241)"
"BROADVIEW DISTRIBUTION INC",,"4311 S KEDVALE AVE",,"CHICAGO","IL","60632","1123914","Sweetened Beverage Home Rule","4311 S KEDVALE AVE
CHICAGO, IL 60632
(41.814683, -87.727497)"
"BRONZEVILLE CONVENIENCE MART I",,"450 E 43RD STREET",,"CHICAGO","IL","60653","1123677","Sweetened Beverage Home Rule","450 E 43RD STREET
CHICAGO, IL 60653
(41.816935, -87.597028)"
"BROOKLYN FOOD & DELI INC",,"5431 W. CHICAGO AVE",,"CHICAGO","IL","60651","1124447","Sweetened Beverage Home Rule","5431 W. CHICAGO AVE
CHICAGO, IL 60651
(41.894906, -87.761625)"
"BROTHERS FOOD INC",,"1327 N HOMAN AVE",,"CHICAGO","IL","60630","1122992","Sweetened Beverage Home Rule","1327 N HOMAN AVE
CHICAGO, IL 60630
(41.905483, -87.711733)"
"BROTHERS FOOD MARKET INC",,"4527 OAKTON ST",,"SKOKIE","IL","60076","1123460","Sweetened Beverage Home Rule","4527 OAKTON ST
SKOKIE, IL 60076
(42.026229, -87.741388)"
"BROTHERS SUBMARINE INC",,"1158 W 63RD ST",,"CHICAGO","IL","60621","1122416","Sweetened Beverage Home Rule","1158 W 63RD ST
CHICAGO, IL 60621
(41.779623, -87.654285)"
"BUCHINGER'S INC",,"605 EDGEMONT LANE",,"HOFFMAN ESTATES","IL","60169","1124909","Sweetened Beverage Home Rule","605 EDGEMONT LANE
HOFFMAN ESTATES, IL 60169
(42.056509, -88.094509)"
"BUDHA INC","S & D PANTRY","1105 W BERWYN AVE",,"CHICAGO","IL","60640","1123787","Sweetened Beverage Home Rule","1105 W BERWYN AVE
CHICAGO, IL 60640
(41.978136, -87.658565)"
"BUOY HOLDINGS LLC","BUOY","423 W ARMITAGE AVE #1",,"CHICAGO","IL","60614","1123374","Sweetened Beverage Home Rule","423 W ARMITAGE AVE #1
CHICAGO, IL 60614
(41.918307, -87.639748)"
"BURKE BEVERAGE INC","BURKE BEVERAGE INC ","4900 S VERNON AVE",,"McCOOK","IL","60525","1122810","Sweetened Beverage Home Rule","4900 S VERNON AVE
McCOOK, IL 60525"
"BURNHAM QUICK MART INC","M & M FOOD","1201 N AUSTIN BLVD",,"CHICAGO","IL","60651","1123768","Sweetened Beverage Home Rule","1201 N AUSTIN BLVD
CHICAGO, IL 60651
(41.902313, -87.775348)"
"BUSSE CVS LLC","CVS PHARMACY ","1002 S BUSSE RD",,"MOUNT PROSPECT","IL","60056","1121767","Sweetened Beverage Home Rule","1002 S BUSSE RD
MOUNT PROSPECT, IL 60056
(42.047769, -87.960335)"
"BUSSE MART INC",,"2107 S BUSSE ROAD",,"MOUNT PROSPECT","IL","60056","1123181","Sweetened Beverage Home Rule","2107 S BUSSE ROAD
MOUNT PROSPECT, IL 60056
(42.029082, -87.959937)"
"BUTERA FINER FOODS INC","BUTERA FRUIT MARKET ","1 CLOCK TOWER PLAZA",,"ELGIN","IL","60120","1121400","Sweetened Beverage Home Rule","1 CLOCK TOWER PLAZA
ELGIN, IL 60120
(42.027536, -88.276757)"
"BWK ENTERPRISES INC","KOSTNER KORNER","4356 W HOWARD",,"SKOKIE","IL","60076","1123949","Sweetened Beverage Home Rule","4356 W HOWARD
SKOKIE, IL 60076"
"BWOOD CORPORATION","BELLWOOD GAS","2418 ST. CHARLES RD",,"BELLWOOD","IL","60104","1123976","Sweetened Beverage Home Rule","2418 ST. CHARLES RD
BELLWOOD, IL 60104
(41.888085, -87.863311)"
"BW OUTFITTERS LLC","TRADECRAFT OUTFITTERS & WORKWELL","2155 S. CARPENTER ST",,"CHICAGO","IL","60608","1120937","Sweetened Beverage Home Rule","2155 S. CARPENTER ST
CHICAGO, IL 60608
(41.853182, -87.653085)"
"CADILLAC COFFEE COMPANY",,"7221 INNOVATION BLVD",,"FORT WAYNE","IN","46818","1120963","Sweetened Beverage Home Rule","7221 INNOVATION BLVD
FORT WAYNE, IN 46818
(41.143302, -85.178925)"
"CAESTRELLA MINI MART INC",,"7000 W DIVERSEY AVE",,"CHICAGO","IL","60707","1122867","Sweetened Beverage Home Rule","7000 W DIVERSEY AVE
CHICAGO, IL 60707
(41.930853, -87.801083)"
"CAFÉ 53 INC",,"1369 E 53RD ST",,"CHICAGO","IL","60615","1123660","Sweetened Beverage Home Rule","1369 E 53RD ST
CHICAGO, IL 60615
(41.799536, -87.592096)"
"CAFÉ M, LLC",,"888 N. LA FOX STREET SUITE ONE",,"SOUTH ELGIN","IL","60177","1120735","Sweetened Beverage Home Rule","888 N. LA FOX STREET SUITE ONE
SOUTH ELGIN, IL 60177
(42.0018, -88.29715)"
"CAGUAX LTD","McDONALDS ","10000 E OHARE AVE",,"CHICAGO","IL","60666","1121272","Sweetened Beverage Home Rule","10000 E OHARE AVE
CHICAGO, IL 60666
(41.980739, -87.895169)"
"CALABAZAS LTD","MCDONALDS ","1570 E NORTHWEST HIGHWAY",,"PALATINE","IL","60074","1121266","Sweetened Beverage Home Rule","1570 E NORTHWEST HIGHWAY
PALATINE, IL 60074
(42.094592, -88.006325)"
"CAL DISCOUNT PLUS INC",,"1413 W 127TH STREET",,"CALUMET PARK","IL","60827","1122388","Sweetened Beverage Home Rule","1413 W 127TH STREET
CALUMET PARK, IL 60827
(41.663002, -87.656716)"
"CAL GAS STATION INC","CITGO FUEL AND MINI MART","12304 S HALSTED STREET",,"CALUMET PARK","IL","60827","1123676","Sweetened Beverage Home Rule","12304 S HALSTED STREET
CALUMET PARK, IL 60827
(41.670207, -87.641742)"
"CALIFORNIA PETROL INC",,"2800 W 63RD ST",,"CHICAGO","IL","60629","1122149","Sweetened Beverage Home Rule","2800 W 63RD ST
CHICAGO, IL 60629
(41.779123, -87.693672)"
"CALUMET GULF INC",,"1336 W 127TH STREET",,"CALUMET PARK","IL","60827","1123674","Sweetened Beverage Home Rule","1336 W 127TH STREET
CALUMET PARK, IL 60827
(41.663027, -87.655214)"
"CALUMET PARK CITGO INC",,"12658 S WOOD STREET",,"CALUMET PARK","IL","60827","1123675","Sweetened Beverage Home Rule","12658 S WOOD STREET
CALUMET PARK, IL 60827
(41.663121, -87.665784)"
