"office","control_officer","general_fund_type","fund_type","fund","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2016_adopted_fte","_2016_adopted_salary","_2017_dept_req_fte","_2017_dept_req_salary","_2017_pres_rec_fte","_2017_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410302","Patient Care Services","1942","Clinical Nurse II","FB","1.0","92990","2.0","166998","2.0","166998"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410302","Patient Care Services","1951","Registered Nurse I","FA","2.0","172990","2.0","177883","2.0","177883"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410302","Patient Care Services","1957","Divisional Nursing Director","NS3","1.0","115665","1.0","118838","1.0","118838"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410302","Patient Care Services","5384","Nurse Coordinator II","NS2","1.0","82812","1.0","85146","1.0","85146"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410302","Patient Care Services","5388","House Administrator","NS2","1.0","79178","1.0","81989","1.0","81989"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410402","Support Services Administration","1500","Dental Assistant - CCH","14","1.0","49115","1.0","54590","1.0","54590"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410402","Support Services Administration","2063","Correctional Medical Technician II","12","3.0","141998","3.0","133984","3.0","133984"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410402","Support Services Administration","4880","Dentist IV","K04","1.0","139367","1.0","173148","1.0","173148"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410502","Medical Services Administration","1636","Attending Physician 6","K06","1.0","200359","1.0","171771","1.0","171771"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410502","Medical Services Administration","1638","Attending Physician 8","K08","1.0","232965","1.0","240588","1.0","240588"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","241","Health Services - JTDC","2410502","Medical Services Administration","1816","Physician Assistant I","22","1.0","87016","1.0","89861","1.0","89861"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","293","Administrative Analyst III","21","1.0","91050","1.0","93690","1.0","93690"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","5219","Chief Executive Officer","24","1.0","500000","1.0","500000","1.0","500000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","5291","Secretary to Board - CCHHS","24","1.0","121377","1.0","124417","1.0","124417"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","5508","Executive Assistant- CCHHS","23","1.0","74281","1.0","77010","1.0","77010"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","6413","Deputy CEO, Finance & Strategy","24","1.0","403000","1.0","403000","1.0","403000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","6414","Deputy CEO of Operations","24","0.0","0.0","1.0","130000","1.0","130000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900101","Administration","6619","Director of Programmatic Services & Innovation ","24","1.0","138628","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900102","Intergovernmental Affairs & Policy","5224","Director of Policy","24","1.0","167257","1.0","171446","1.0","171446"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900102","Intergovernmental Affairs & Policy","6426","Executive Director of Governmental Affairs","24","1.0","180287","1.0","184801","1.0","184801"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900103","Project Management Office ","5574","Project Manager","22","2.0","181194","4.0","353176","4.0","353176"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900103","Project Management Office ","5963","Director of Project Management and Operational Excellence","24","1.0","202878","1.0","202878","1.0","202878"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900103","Project Management Office ","6270","Deputy Director, Project Management & Operational Excellence","24","1.0","180287","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900103","Project Management Office ","6678","Senior Project Manager","23","0.0","0.0","1.0","116805","1.0","116805"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900201","Research and Regulatory Affairs","47","Administrative Assistant II","14","1.0","61067","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900201","Research and Regulatory Affairs","48","Administrative Assistant III","16","1.0","56917","1.0","63020","1.0","63020"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900201","Research and Regulatory Affairs","1118","Data Processing Coordinator","16","0.0","0.0","2.0","88093","2.0","88093"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900201","Research and Regulatory Affairs","1866","Scientific Officer II","22","1.0","71305","1.0","73486","1.0","73486"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900201","Research and Regulatory Affairs","5190","Director of Research","24","1.0","112726","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900201","Research and Regulatory Affairs","6539","Director of Research Regulatory Affairs ","24","0.0","0.0","1.0","124236","1.0","124236"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900202","Plant Operations","2085","Director Of Plant Operations","24","1.0","158318","1.0","162283","1.0","162283"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900202","Plant Operations","6416","Executive Director of Facilities","24","1.0","183186","1.0","225000","1.0","225000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900203","Communications","5556","Director of Telecommunications Operations","24","1.0","103021","1.0","105601","1.0","105601"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900204","Employment Plan","5839","CCHHS Employment Plan Officer","24","1.0","135895","1.0","139300","1.0","139300"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900204","Employment Plan","6366","Employment Plan Analyst","21","3.0","203923","4.0","268620","4.0","268620"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900301","Administration","51","Administrative Assistant V","20","1.0","82112","1.0","86711","1.0","86711"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900301","Administration","2184","CFO of CCHHS","24","1.0","240000","1.0","240000","1.0","240000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","51","Administrative Assistant V","20","1.0","92340","1.0","96099","1.0","96099"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","111","Director of Financial Control II","21","2.0","129714","2.0","156775","2.0","156775"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","112","Director of Financial Control III","23","6.0","615120","6.0","633465","6.0","633465"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","113","Director Financial Control IV","24","1.0","106603","1.0","109270","1.0","109270"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","120","Chief Financial Officer","24","0.0","0.0","1.0","177120","1.0","177120"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","127","Auditing Supervisor","23","1.0","93806","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","906","Clerk IV","09","1.0","43152","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","919","Business Office Supervisor","13","1.0","40329","1.0","44336","1.0","44336"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","5217","Assistant Grants Management Director","24","1.0","110808","1.0","113583","1.0","113583"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","5275","Executive Director of Finance-Health Systems","24","1.0","172792","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","5301","Chief Accountant-CCHHS","24","1.0","95953","1.0","98358","1.0","98358"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900302","System Finance","5305","Director of Financial Systems Analysis-CCHHS","24","1.0","109007","1.0","111737","1.0","111737"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","47","Administrative Assistant II","14","1.0","61067","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","2148","Building Service Worker - OFH","DF","1.0","40918","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","6485","Call Center Manager","23","1.0","74577","1.0","76445","1.0","76445"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","6486","Call Center Supervisor","18","3.0","147159","3.0","178909","3.0","178909"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","6487","Call Center Trainer","19","1.0","53658","1.0","58173","1.0","58173"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","6488","Call Center Operations Analyst","18","1.0","49053","1.0","75775","1.0","75775"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900303","Call Center","6489","Call Center Customer Service Representative","13","35.0","1214074","37.0","1832640","37.0","1832640"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","144","Accountant IV","17","1.0","64769","1.0","68174","1.0","68174"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","245","Payroll Division Supervisor","20","0.0","0.0","1.0","83628","1.0","83628"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","246","Payroll Division Supervisor III","18","1.0","73102","1.0","74932","1.0","74932"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","251","Business Manager I","18","2.0","154825","2.0","162397","2.0","162397"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","252","Business Manager II","20","1.0","93345","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","5302","Senior Payroll Manager-CCHHS","24","1.0","95953","1.0","98358","1.0","98358"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900305","Payroll","6520","Payroll Coordinator","18","0.0","0.0","1.0","50280","1.0","50280"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Expenditure Control","142","Accountant II","13","1.0","56878","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Financial Planning & Control","142","Accountant II","13","0.0","0.0","1.0","58737","1.0","58737"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Expenditure Control","143","Accountant III","15","1.0","57957","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Expenditure Control","144","Accountant IV","17","1.0","65500","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Expenditure Control","145","Accountant V","19","1.0","88987","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Financial Planning & Control","254","Business Manager IV","23","0.0","0.0","1.0","107974","1.0","107974"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Expenditure Control","254","Business Manager IV","23","1.0","104687","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Expenditure Control","5244","Financial Analyst","21","2.0","129714","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900306","Budget/Financial Planning & Control","5244","Financial Analyst","21","0.0","0.0","2.0","146675","2.0","146675"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900307","Cost Reimbursement","111","Director of Financial Control II","21","1.0","97556","1.0","103521","1.0","103521"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900307","Cost Reimbursement","113","Director Financial Control IV","24","1.0","145969","1.0","138300","1.0","138300"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900307","Cost Reimbursement","145","Accountant V","19","1.0","83086","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900307","Cost Reimbursement","293","Administrative Analyst III","21","2.0","155603","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900307","Cost Reimbursement","295","Administrative Analyst V","23","1.0","91050","1.0","93833","1.0","93833"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900307","Cost Reimbursement","4580","Administrative Coordinator III","23","1.0","97623","1.0","100455","1.0","100455"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5437","System Director Patient Access","24","1.0","103969","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5438","System Director Patient Financial Services","24","1.0","119904","1.0","122907","1.0","122907"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5442","System Manager Patient Access-Ambulatory Care Health Network","24","1.0","106935","1.0","107993","1.0","107993"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5443","System Manager Patient Access, Pre-Processing ","24","1.0","89877","1.0","92129","1.0","92129"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5444","System Manager Patient Access, Financial Counseling","23","1.0","114519","1.0","116404","1.0","116404"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5445","System Manager Patient Access, Training & Quality Assurance","24","1.0","92205","1.0","94514","1.0","94514"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5446","Site Manager Patient Access II (JHS)","23","1.0","84482","1.0","86597","1.0","86597"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5447","System Manager Patient Financial Services, Third Party Billing & Coding","23","1.0","79161","1.0","82417","1.0","82417"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5448","System Manager Patient Services, Customer Service and Self Pay Collections","23","1.0","86614","1.0","89196","1.0","89196"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5449","Systems Manager Patient Financial Services, Denials & Payment","23","1.0","73882","1.0","77630","1.0","77630"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5450","System Manager Patient Financial Services, Cash Applications","23","1.0","84101","1.0","86665","1.0","86665"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5453","System Manager Revenue Integrity, Charge Description Master","24","1.0","106915","1.0","109592","1.0","109592"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5454","System Manager Revenue Integrity, Charge Capture","24","1.0","105573","1.0","108218","1.0","108218"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5456","System Manager, Case Management","24","3.0","317596","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","5458","Director of Revenue Cycle","24","1.0","176784","1.0","181210","1.0","181210"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900308","Revenue Cycle","6432","Director of Inpatient Care Coordination","24","0.0","0.0","1.0","103530","1.0","103530"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900309","System Office of Sponsored Programs","223","Grant Analyst","21","1.0","100261","1.0","103542","1.0","103542"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900309","System Office of Sponsored Programs","4185","Grant Manager","21","0.0","0.0","1.0","66972","1.0","66972"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900309","System Office of Sponsored Programs","5348","Research Assistant","21","0.0","0.0","1.0","66972","1.0","66972"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900309","System Office of Sponsored Programs","5364","Grant Writer","21","0.0","0.0","1.0","66972","1.0","66972"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900309","System Office of Sponsored Programs","5571","Program Manager","22","0.0","0.0","1.0","73630","1.0","73630"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900309","System Office of Sponsored Programs","6642","Director of Programmatic Services and Innovation","24","0.0","0.0","1.0","144942","1.0","144942"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","251","Business Manager I","18","1.0","57427","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","907","Clerk V","11","7.0","331738","7.0","357798","7.0","357798"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","919","Business Office Supervisor","13","3.0","170634","2.0","117474","2.0","117474"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","1518","Caseworker (Mang Unit)","16","1.0","49958","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","1524","Medical Social Worker III","17","7.0","375284","6.0","389371","6.0","389371"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","1941","Clinical Nurse I","FA","3.0","245962","3.0","288798","3.0","288798"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","5505","Clinical Case Manager","FC","13.0","962445","11.0","1059930","11.0","1059094"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6328","Senior Director of Integrated Care Management","24","1.0","230000","1.0","230000","1.0","230000"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6364","Director of Operations, Patient Support Center","24","2.0","200891","2.0","204376","2.0","204376"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6432","Director of Inpatient Care Coordination","24","1.0","116547","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6433","Director of Ambulatory Care Coordination","24","1.0","119815","1.0","125271","1.0","125271"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6434","Manager of Provider Scheduling Systems","23","1.0","74577","1.0","77334","1.0","77334"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6436","Manager of Extended Care Services","23","1.0","110592","0.0","0.0","0.0","0.0"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6439","Patient Care Navigator I","13","17.0","798441","29.0","1494359","29.0","1494359"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6445","Prior Authorization Nurse","FE","3.0","237394","5.0","387898","5.0","387898"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6446","ReferralService Manager","22","1.0","71305","1.0","73713","1.0","73713"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6519","Director of Managed Care Operations","24","1.0","200000","1.0","170824","1.0","170824"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6538","Patient Support Center Manager ","23","0.0","0.0","1.0","77392","1.0","77392"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900310","Access/Referrals/Scheduling","6746","Patient Transportation Coordinator","14","0.0","0.0","1.0","37840","1.0","37840"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900311","Revenue Cycle-Patient Financial Services","50","Administrative Assistant IV","18","2.0","131550","1.0","73028","1.0","73028"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900311","Revenue Cycle-Patient Financial Services","251","Business Manager I","18","1.0","77706","1.0","96580","1.0","96580"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900311","Revenue Cycle-Patient Financial Services","907","Clerk V","11","0.0","0.0","1.0","47700","1.0","47700"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900311","Revenue Cycle-Patient Financial Services","1518","Caseworker (Mang Unit)","16","2.0","107478","1.0","58449","1.0","58449"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900311","Revenue Cycle-Patient Financial Services","1941","Clinical Nurse I","FA","0.0","0.0","1.0","64216","1.0","64216"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","890","Health System Administration","8900311","Revenue Cycle-Patient Financial Services","2166","Attendant Patient Care (CCH)","CD","1.0","36484","0.0","0.0","0.0","0.0"
