"year","section","sub_section","district_or_place_of_residence","age_group_of_mother","race_ethnicity","number","population","rate"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","a) All Ages","All Race/Ethn","8206","508835","16.100000000000001"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","a) All Ages","Asian/PI","226","11000","19.8"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","a) All Ages","Hispanic","3925","144000","27.2"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","a) All Ages","NH Black","1021","62000","16.399999999999999"
"2000","Birth and Fertility","Crude Birth Rate","4 West District","a) All Ages","NH White","3006","286000","10.5"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","l) 45 to 54","All Race/Ethn","22","133000","0.2"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","l) 45 to 54","Asian/PI","0","14000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","l) 45 to 54","Hispanic",,"7000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","l) 45 to 54","NH Black","0","2000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","l) 45 to 54","NH White","21","109000","0.2"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 40 to 44","All Race/Ethn","403","78000","5.2"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 40 to 44","Asian/PI","35","8000","4.5999999999999996"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 40 to 44","Hispanic","33","6000","5.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 40 to 44","NH Black","8","2000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 40 to 44","NH White","326","62000","5.3"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 35 to 39","All Race/Ethn","2229","74000","29.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 35 to 39","Asian/PI","248","8000","31.1"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 35 to 39","Hispanic","200","8000","26.5"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 35 to 39","NH Black","46","2000","23.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","k) 35 to 39","NH White","1734","56000","30.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","j) 30 to 34","All Race/Ethn","4111","66000","61.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","j) 30 to 34","Asian/PI","622","9000","71.3"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","j) 30 to 34","Hispanic","448","10000","45.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","j) 30 to 34","NH Black","65","2000","33.799999999999997"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","j) 30 to 34","NH White","2972","45000","65.7"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","i) 25 to 29","All Race/Ethn","3281","61000","54.1"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","i) 25 to 29","Asian/PI","683","9000","73.400000000000006"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","i) 25 to 29","Hispanic","737","11000","64.400000000000006"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","i) 25 to 29","NH Black","80","2000","44.4"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","i) 25 to 29","NH White","1776","37000","47.5"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","h) 20 to 24","All Race/Ethn","1520","48000","31.7"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","h) 20 to 24","Asian/PI","187","6000","32.9"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","h) 20 to 24","Hispanic","684","11000","64.5"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","h) 20 to 24","NH Black","60","1000","51.8"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","h) 20 to 24","NH White","584","30000","19.600000000000001"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","d) 15 to 19","All Race/Ethn","523","57000","9.1999999999999993"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","d) 15 to 19","Asian/PI","16","6000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","d) 15 to 19","Hispanic","295","8000","36"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","d) 15 to 19","NH Black","35","2000","21.5"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","d) 15 to 19","NH White","174","39000","4.4000000000000004"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","b) 10 to 14","All Race/Ethn",,"64000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","b) 10 to 14","Asian/PI","0","6000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","b) 10 to 14","Hispanic",,"7000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","b) 10 to 14","NH Black","0","2000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","b) 10 to 14","NH White",,"47000",
"2000","Birth and Fertility","Crude Birth Rate","3 North District","a) All Ages","All Race/Ethn","12094","913803","13.2"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","a) All Ages","Asian/PI","1791","91000","19.7"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","a) All Ages","Hispanic","2401","93000","25.8"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","a) All Ages","NH Black","294","19000","15.6"
"2000","Birth and Fertility","Crude Birth Rate","3 North District","a) All Ages","NH White","7589","699000","10.9"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","l) 45 to 54","All Race/Ethn","47","310000","0.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","l) 45 to 54","Asian/PI",,"18000",
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","l) 45 to 54","Hispanic","10","24000",
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","l) 45 to 54","NH Black",,"39000",
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","l) 45 to 54","NH White","34","227000","0.1"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 40 to 44","All Race/Ethn","889","185000","4.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 40 to 44","Asian/PI","46","10000","4.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 40 to 44","Hispanic","100","19000","5.3"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 40 to 44","NH Black","123","26000","4.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 40 to 44","NH White","616","129000","4.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 35 to 39","All Race/Ethn","4624","179000","25.9"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 35 to 39","Asian/PI","303","10000","31.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 35 to 39","Hispanic","618","24000","26.1"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 35 to 39","NH Black","535","26000","20.6"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","k) 35 to 39","NH White","3163","117000","27"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","j) 30 to 34","All Race/Ethn","8917","159000","56.1"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","j) 30 to 34","Asian/PI","782","11000","72.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","j) 30 to 34","Hispanic","1388","29000","48.4"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","j) 30 to 34","NH Black","958","23000","41.5"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","j) 30 to 34","NH White","5774","94000","61.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","i) 25 to 29","All Race/Ethn","8511","147000","57.7"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","i) 25 to 29","Asian/PI","824","11000","73.099999999999994"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","i) 25 to 29","Hispanic","2273","33000","69.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","i) 25 to 29","NH Black","1281","22000","58"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","i) 25 to 29","NH White","4108","79000","51.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","h) 20 to 24","All Race/Ethn","6024","130000","46.3"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","h) 20 to 24","Asian/PI","238","7000","32.9"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","h) 20 to 24","Hispanic","2324","32000","73.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","h) 20 to 24","NH Black","1498","20000","76.3"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","h) 20 to 24","NH White","1949","69000","28.1"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","d) 15 to 19","All Race/Ethn","2679","150000","17.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","d) 15 to 19","Asian/PI","32","8000","3.9"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","d) 15 to 19","Hispanic","1035","27000","37.700000000000003"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","d) 15 to 19","NH Black","986","26000","38.299999999999997"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","d) 15 to 19","NH White","615","86000","7.1"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","b) 10 to 14","All Race/Ethn","34","165000","0.2"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","b) 10 to 14","Asian/PI","0","8000",
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","b) 10 to 14","Hispanic","7","27000",
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","b) 10 to 14","NH Black","24","30000","0.8"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","b) 10 to 14","NH White",,"97000",
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","a) All Ages","All Race/Ethn","31727","2252238","14.1"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","a) All Ages","Asian/PI","2226","114000","19.5"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","a) All Ages","Hispanic","7755","302000","25.6"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","a) All Ages","NH Black","5407","309000","17.5"
"2000","Birth and Fertility","Crude Birth Rate","2 CCDPH Jurisdiction","a) All Ages","NH White","16264","1497000","10.9"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","l) 45 to 54","All Race/Ethn","51","343000","0.1"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","l) 45 to 54","Asian/PI",,"20000",
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","l) 45 to 54","Hispanic","10","25000",
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","l) 45 to 54","NH Black",,"20000",
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","l) 45 to 54","NH White","38","250000","0.2"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 40 to 44","All Race/Ethn","1024","203000","5"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 40 to 44","Asian/PI","57","11000","5.2"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 40 to 44","Hispanic","105","20000","5.2"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 40 to 44","NH Black","137","28000","4.8"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 40 to 44","NH White","719","142000","5.0999999999999996"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 35 to 39","All Race/Ethn","5189","196000","26.5"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 35 to 39","Asian/PI","355","11000","31.5"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 35 to 39","Hispanic","643","25000","25.8"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 35 to 39","NH Black","596","29000","20.9"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","k) 35 to 39","NH White","3586","129000","27.8"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","j) 30 to 34","All Race/Ethn","9916","176000","56.4"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","j) 30 to 34","Asian/PI","907","13000","70.900000000000006"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","j) 30 to 34","Hispanic","1453","30000","48.4"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","j) 30 to 34","NH Black","1070","25000","42"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","j) 30 to 34","NH White","6464","105000","61.5"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","i) 25 to 29","All Race/Ethn","9193","164000","56.1"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","i) 25 to 29","Asian/PI","929","14000","68.400000000000006"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","i) 25 to 29","Hispanic","2358","34000","68.7"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","i) 25 to 29","NH Black","1399","24000","57.8"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","i) 25 to 29","NH White","4478","89000","50.2"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","h) 20 to 24","All Race/Ethn","6383","146000","43.7"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","h) 20 to 24","Asian/PI","269","9000","28.7"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","h) 20 to 24","Hispanic","2389","33000","72"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","h) 20 to 24","NH Black","1610","22000","74.5"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","h) 20 to 24","NH White","2099","79000","26.5"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","d) 15 to 19","All Race/Ethn","2825","167000","16.899999999999999"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","d) 15 to 19","Asian/PI","38","10000","3.8"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","d) 15 to 19","Hispanic","1064","29000","36.6"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","d) 15 to 19","NH Black","1046","28000","36.799999999999997"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","d) 15 to 19","NH White","663","97000","6.9"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","b) 10 to 14","All Race/Ethn","35","180000","0.2"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","b) 10 to 14","Asian/PI","0","9000",
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","b) 10 to 14","Hispanic","7","27000",
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","b) 10 to 14","NH Black","25","33000","0.8"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","b) 10 to 14","NH White",,"106000",
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","a) All Ages","All Race/Ethn","34618","2480716","14"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","a) All Ages","Asian/PI","2556","135000","18.899999999999999"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","a) All Ages","Hispanic","8029","318000","25.2"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","a) All Ages","NH Black","5885","340000","17.3"
"2000","Birth and Fertility","Crude Birth Rate","1 Suburban Cook County","a) All Ages","NH White","18052","1652000","10.9"
"2000","Birth and Fertility","Fertility Rate","Worth","f) 15 to 45","All Race/Ethn","143","2399","59.6"
"2000","Birth and Fertility","Fertility Rate","Winnetka","f) 15 to 45","All Race/Ethn","144","1942","74.2"
"2000","Birth and Fertility","Fertility Rate","Wilmette","f) 15 to 45","All Race/Ethn","289","4352","66.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Willow Springs","f) 15 to 45","All Race/Ethn","52","997","52.2"
"2000","Birth and Fertility","Fertility Rate","Wheeling","f) 15 to 45","All Race/Ethn","562","7980","70.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Western Springs","f) 15 to 45","All Race/Ethn","156","2168","72"
"2000","Birth and Fertility","Fertility Rate","Westchester","f) 15 to 45","All Race/Ethn","211","2917","72.3"
"2000","Birth and Fertility","Fertility Rate","Tinley Park","f) 15 to 45","All Race/Ethn","572","10148","56.4"
"2000","Birth and Fertility","Fertility Rate","Thornton","f) 15 to 45","All Race/Ethn","19","517",
"2000","Birth and Fertility","Fertility Rate","Summit","f) 15 to 45","All Race/Ethn","166","2321","71.5"
"2000","Birth and Fertility","Fertility Rate","Streamwood","f) 15 to 45","All Race/Ethn","688","8880","77.5"
"2000","Birth and Fertility","Fertility Rate","Stone Park","f) 15 to 45","All Race/Ethn","111","1172","94.7"
"2000","Birth and Fertility","Fertility Rate","Stickney","f) 15 to 45","All Race/Ethn","60","1168","51.4"
"2000","Birth and Fertility","Fertility Rate","Steger","f) 15 to 45","All Race/Ethn","58","852","68.099999999999994"
"2000","Birth and Fertility","Fertility Rate","South Holland","f) 15 to 45","All Race/Ethn","235","4221","55.7"
"2000","Birth and Fertility","Fertility Rate","South Barrington","f) 15 to 45","All Race/Ethn","17","685",
"2000","Birth and Fertility","Fertility Rate","Skokie","f) 15 to 45","All Race/Ethn","588","11828","49.7"
"2000","Birth and Fertility","Fertility Rate","Schiller Park","f) 15 to 45","All Race/Ethn","163","2725","59.8"
"2000","Birth and Fertility","Fertility Rate","S Chicago Heights","f) 15 to 45","All Race/Ethn","39","815","47.9"
"2000","Birth and Fertility","Fertility Rate","Schaumburg","f) 15 to 45","All Race/Ethn","1005","18054","55.7"
"2000","Birth and Fertility","Fertility Rate","Sauk Village","f) 15 to 45","All Race/Ethn","180","2331","77.2"
"2000","Birth and Fertility","Fertility Rate","Rosemont","f) 15 to 45","All Race/Ethn","74","942","78.599999999999994"
"2000","Birth and Fertility","Fertility Rate","Roselle","f) 15 to 45","All Race/Ethn","54","803","67.2"
"2000","Birth and Fertility","Fertility Rate","Rolling Meadows","f) 15 to 45","All Race/Ethn","360","5383","66.900000000000006"
"2000","Birth and Fertility","Fertility Rate","Robbins","f) 15 to 45","All Race/Ethn","136","1452","93.7"
"2000","Birth and Fertility","Fertility Rate","Riverside","f) 15 to 45","All Race/Ethn","109","1711","63.7"
"2000","Birth and Fertility","Fertility Rate","River Grove","f) 15 to 45","All Race/Ethn","128","2300","55.7"
"2000","Birth and Fertility","Fertility Rate","River Forest","f) 15 to 45","All Race/Ethn","116","2501","46.4"
"2000","Birth and Fertility","Fertility Rate","Riverdale","f) 15 to 45","All Race/Ethn","308","3972","77.5"
"2000","Birth and Fertility","Fertility Rate","Richton Park","f) 15 to 45","All Race/Ethn","220","3133","70.2"
"2000","Birth and Fertility","Fertility Rate","Prospect Heights","f) 15 to 45","All Race/Ethn","288","3668","78.5"
"2000","Birth and Fertility","Fertility Rate","Posen","f) 15 to 45","All Race/Ethn","71","1066","66.599999999999994"
"2000","Birth and Fertility","Fertility Rate","Phoenix","f) 15 to 45","All Race/Ethn","48","455","105.5"
"2000","Birth and Fertility","Fertility Rate","Park Ridge","f) 15 to 45","All Race/Ethn","382","6648","57.5"
"2000","Birth and Fertility","Fertility Rate","Park Forest","f) 15 to 45","All Race/Ethn","279","4463","62.5"
"2000","Birth and Fertility","Fertility Rate","Palos Park","f) 15 to 45","All Race/Ethn","63","724","87"
"2000","Birth and Fertility","Fertility Rate","Palos Hills","f) 15 to 45","All Race/Ethn","194","3581","54.2"
"2000","Birth and Fertility","Fertility Rate","Palos Heights","f) 15 to 45","All Race/Ethn","105","1802","58.3"
"2000","Birth and Fertility","Fertility Rate","Palatine","f) 15 to 45","All Race/Ethn","1137","15278","74.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Orland Park","f) 15 to 45","All Race/Ethn","0","9510",
"2000","Birth and Fertility","Fertility Rate","Orland Hills","f) 15 to 45","All Race/Ethn","645","1762","366.1"
"2000","Birth and Fertility","Fertility Rate","Olympia Fields","f) 15 to 45","All Race/Ethn","22","711","30.9"
"2000","Birth and Fertility","Fertility Rate","Oak Park","f) 15 to 45","All Race/Ethn","745","12836","58"
"2000","Birth and Fertility","Fertility Rate","Oak Lawn","f) 15 to 45","All Race/Ethn","568","10321","55"
"2000","Birth and Fertility","Fertility Rate","Oak Forest","f) 15 to 45","All Race/Ethn","398","6128","64.900000000000006"
"2000","Birth and Fertility","Fertility Rate","North Riverside","f) 15 to 45","All Race/Ethn","71","1167","60.8"
"2000","Birth and Fertility","Fertility Rate","Northlake","f) 15 to 45","All Race/Ethn","168","2494","67.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Northfield","f) 15 to 45","All Race/Ethn","62","838","74"
"2000","Birth and Fertility","Fertility Rate","Northbrook","f) 15 to 45","All Race/Ethn","366","5260","69.599999999999994"
"2000","Birth and Fertility","Fertility Rate","Norridge","f) 15 to 45","All Race/Ethn","125","2497","50.1"
"2000","Birth and Fertility","Fertility Rate","Niles","f) 15 to 45","All Race/Ethn","237","5032","47.1"
"2000","Birth and Fertility","Fertility Rate","Mt Prospect","f) 15 to 45","All Race/Ethn","794","11603","68.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Morton Grove","f) 15 to 45","All Race/Ethn","182","3836","47.4"
"2000","Birth and Fertility","Fertility Rate","Midlothian","f) 15 to 45","All Race/Ethn","240","3292","72.900000000000006"
"2000","Birth and Fertility","Fertility Rate","Merrionette Park","f) 15 to 45","All Race/Ethn","17","387",
"2000","Birth and Fertility","Fertility Rate","Melrose Park","f) 15 to 45","All Race/Ethn","561","5217","107.5"
"2000","Birth and Fertility","Fertility Rate","Mccook","f) 15 to 45","All Race/Ethn",,"47",
"2000","Birth and Fertility","Fertility Rate","Maywood","f) 15 to 45","All Race/Ethn","502","6191","81.099999999999994"
"2000","Birth and Fertility","Fertility Rate","Matteson","f) 15 to 45","All Race/Ethn","167","2809","59.5"
"2000","Birth and Fertility","Fertility Rate","Markham","f) 15 to 45","All Race/Ethn","214","2731","78.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Lyons","f) 15 to 45","All Race/Ethn","150","2254","66.5"
"2000","Birth and Fertility","Fertility Rate","Lynwood","f) 15 to 45","All Race/Ethn","116","1738","66.7"
"2000","Birth and Fertility","Fertility Rate","Lincolnwood","f) 15 to 45","All Race/Ethn","106","1980","53.5"
"2000","Birth and Fertility","Fertility Rate","Lemont","f) 15 to 45","All Race/Ethn","184","2640","69.7"
"2000","Birth and Fertility","Fertility Rate","Lansing","f) 15 to 45","All Race/Ethn","371","6004","61.8"
"2000","Birth and Fertility","Fertility Rate","Lagrange Park","f) 15 to 45","All Race/Ethn","156","2476","63"
"2000","Birth and Fertility","Fertility Rate","Lagrange","f) 15 to 45","All Race/Ethn","294","3110","94.5"
"2000","Birth and Fertility","Fertility Rate","Kenilworth","f) 15 to 45","All Race/Ethn","32","397","80.599999999999994"
"2000","Birth and Fertility","Fertility Rate","Justice","f) 15 to 45","All Race/Ethn","214","3028","70.7"
"2000","Birth and Fertility","Fertility Rate","Inverness","f) 15 to 45","All Race/Ethn","33","1030","32"
"2000","Birth and Fertility","Fertility Rate","Indian Head Park","f) 15 to 45","All Race/Ethn","24","455","52.7"
"2000","Birth and Fertility","Fertility Rate","Homewood","f) 15 to 45","All Race/Ethn","200","3874","51.6"
"2000","Birth and Fertility","Fertility Rate","Hometown","f) 15 to 45","All Race/Ethn","45","921","48.9"
"2000","Birth and Fertility","Fertility Rate","Hoffman Estates","f) 15 to 45","All Race/Ethn","667","11635","57.3"
"2000","Birth and Fertility","Fertility Rate","Hodgkins","f) 15 to 45","All Race/Ethn","25","350","71.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Hinsdale","f) 15 to 45","All Race/Ethn","36","395","91.1"
"2000","Birth and Fertility","Fertility Rate","Hillside","f) 15 to 45","All Race/Ethn","110","1814","60.6"
"2000","Birth and Fertility","Fertility Rate","Hickory Hills","f) 15 to 45","All Race/Ethn","210","2936","71.5"
"2000","Birth and Fertility","Fertility Rate","Hazel Crest","f) 15 to 45","All Race/Ethn","197","3256","60.5"
"2000","Birth and Fertility","Fertility Rate","Harwood Heights","f) 15 to 45","All Race/Ethn","68","1652","41.2"
"2000","Birth and Fertility","Fertility Rate","Harvey","f) 15 to 45","All Race/Ethn","668","6700","99.7"
"2000","Birth and Fertility","Fertility Rate","Hanover Park","f) 15 to 45","All Race/Ethn","398","4804","82.8"
"2000","Birth and Fertility","Fertility Rate","Golf","f) 15 to 45","All Race/Ethn","7","69",
"2000","Birth and Fertility","Fertility Rate","Glenwood","f) 15 to 45","All Race/Ethn","85","1869","45.5"
"2000","Birth and Fertility","Fertility Rate","Glenview","f) 15 to 45","All Race/Ethn","552","7517","73.400000000000006"
"2000","Birth and Fertility","Fertility Rate","Glencoe","f) 15 to 45","All Race/Ethn","93","1381","67.3"
"2000","Birth and Fertility","Fertility Rate","Franklin Park","f) 15 to 45","All Race/Ethn","325","4161","78.099999999999994"
"2000","Birth and Fertility","Fertility Rate","Forest View","f) 15 to 45","All Race/Ethn",,"147",
"2000","Birth and Fertility","Fertility Rate","Forest Park","f) 15 to 45","All Race/Ethn","227","3989","56.9"
"2000","Birth and Fertility","Fertility Rate","Ford Heights","f) 15 to 45","All Race/Ethn","101","776","130.19999999999999"
"2000","Birth and Fertility","Fertility Rate","Flossmoor","f) 15 to 45","All Race/Ethn","76","1576","48.2"
"2000","Birth and Fertility","Fertility Rate","Evergreen Park","f) 15 to 45","All Race/Ethn","281","4236","66.3"
"2000","Birth and Fertility","Fertility Rate","Evanston","f) 15 to 45","All Race/Ethn","1091","19827","55"
"2000","Birth and Fertility","Fertility Rate","Elmwood Park","f) 15 to 45","All Race/Ethn","285","5369","53.1"
"2000","Birth and Fertility","Fertility Rate","Elk Grove Village","f) 15 to 45","All Race/Ethn","418","7570","55.2"
"2000","Birth and Fertility","Fertility Rate","Elgin","f) 15 to 45","All Race/Ethn","252","4929","51.1"
"2000","Birth and Fertility","Fertility Rate","East Hazel Crest","f) 15 to 45","All Race/Ethn","20","353","56.7"
"2000","Birth and Fertility","Fertility Rate","Dolton","f) 15 to 45","All Race/Ethn","365","6028","60.6"
"2000","Birth and Fertility","Fertility Rate","Dixmoor","f) 15 to 45","All Race/Ethn","39","840","46.4"
"2000","Birth and Fertility","Fertility Rate","Des Plaines","f) 15 to 45","All Race/Ethn","1196","11645","102.7"
"2000","Birth and Fertility","Fertility Rate","Crestwood","f) 15 to 45","All Race/Ethn","147","2361","62.3"
"2000","Birth and Fertility","Fertility Rate","Countryside","f) 15 to 45","All Race/Ethn","73","1186","61.6"
"2000","Birth and Fertility","Fertility Rate","Country Club Hills","f) 15 to 45","All Race/Ethn","228","3815","59.8"
"2000","Birth and Fertility","Fertility Rate","Cicero","f) 15 to 45","All Race/Ethn","2115","19896","106.3"
