"precinct","polling_place_id","polling_place_location_name","accessible","address","city","zip","location"
"7200060","279","SANDPIPER SOUTH CONDOMINIUMS","YES","5204  MIDLOTHIAN TURNPIKE  ","CRESTWOOD","60445","5204 MIDLOTHIAN TURNPIKE
CRESTWOOD, IL 60445
(41.63676471500048, -87.74763647699967)"
"7200061","238","ST STEPHENS LUTHERAN CHURCH","YES","14700  KILDARE AVE ","MIDLOTHIAN","60445","14700 KILDARE AVE
MIDLOTHIAN, IL 60445
(41.62535277900048, -87.72506759899966)"
"7200062","187","CENTRAL PARK COMMUNITY CENTER","YES","15601 S CENTRAL AVE ","OAK FOREST","60452","15601 S CENTRAL AVE
OAK FOREST, IL 60452
(41.607884027000466, -87.75612953599966)"
"7200063","275","CHATEAUX SCHOOL","YES","3600  CHAMBORD LN ","HAZEL CREST","60429","3600 CHAMBORD LN
HAZEL CREST, IL 60429
(41.56341201900045, -87.70168897099967)"
"7200064","282","BREMEN TOWNSHIP","YES","15350  OAK PARK AVE ","OAK FOREST","60452","15350 OAK PARK AVE
OAK FOREST, IL 60452
(41.6127664280005, -87.78568364099965)"
"7200065","242","OAK FOREST SENIOR CENTER","YES","15501 S KILPATRICK AVE ","OAK FOREST","60452","15501 S KILPATRICK AVE
OAK FOREST, IL 60452
(41.610515157000464, -87.73422837199968)"
"7200066","187","CENTRAL PARK COMMUNITY CENTER","YES","15601 S CENTRAL AVE ","OAK FOREST","60452","15601 S CENTRAL AVE
OAK FOREST, IL 60452
(41.607884027000466, -87.75612953599966)"
"7200067","2562","AMERICAN LEGION POST 615","YES","17423  67TH CT ","TINLEY PARK","60477","17423 67TH CT
TINLEY PARK, IL 60477
(41.57433363100046, -87.78309906199968)"
"7200068","284","ESDA BUILDING","YES","13755 S LAMON AVE ","CRESTWOOD","60445","13755 S LAMON AVE
CRESTWOOD, IL 60445
(41.64221605000046, -87.74026958799965)"
"7200069","246","KIMBERLY HEIGHTS SCHOOL","YES","6141  KIMBERLY DR ","TINLEY PARK","60477","6141 KIMBERLY DR
TINLEY PARK, IL 60477
(41.59088544000048, -87.76949382899966)"
"7200070","247","COUNTRY CLUB HILLS CITY HALL","YES","4200 W 183RD ST ","COUNTRY CLUB HILLS","60478","4200 W 183RD ST
COUNTRY CLUB HILLS, IL 60478
(41.55715781200047, -87.71865950299969)"
"7200071","2565","HIGHLAND SCHOOL","YES","3420  LAUREL LN ","HAZEL CREST","60429","3420 LAUREL LN
HAZEL CREST, IL 60429
(41.57955104700045, -87.70019333599964)"
"7200072","249","FIERKE SCHOOL","YES","6535 W VICTORIA DR ","OAK FOREST","60452","6535 W VICTORIA DR
OAK FOREST, IL 60452
(41.609829136000485, -87.77910287699967)"
"7200073","186","ZION LUTHERAN CHURCH","YES","17100  69TH AVE ","TINLEY PARK","60477","17100 69TH AVE
TINLEY PARK, IL 60477
(41.57980992300048, -87.78777712499965)"
"7200074","3281","DON GORMAN FIELDHOUSE","YES","4412  HENRY ST ","OAK FOREST","60452","4412 HENRY ST
OAK FOREST, IL 60452
(41.59520813600045, -87.72840484799968)"
"7200075","268","MIDLOTHIAN PARK DISTRICT OFFICE","YES","14500  KOSTNER AVE ","MIDLOTHIAN","60445","14500 KOSTNER AVE
MIDLOTHIAN, IL 60445
(41.62893986600045, -87.72765857199965)"
"7200076","282","BREMEN TOWNSHIP","YES","15350  OAK PARK AVE ","OAK FOREST","60452","15350 OAK PARK AVE
OAK FOREST, IL 60452
(41.6127664280005, -87.78568364099965)"
"7200077","230","RIDGE SCHOOL","YES","5151  149TH ST ","OAK FOREST","60452","5151 149TH ST
OAK FOREST, IL 60452
(41.6213640790005, -87.74567277099965)"
"7200078","2565","HIGHLAND SCHOOL","YES","3420  LAUREL LN ","HAZEL CREST","60429","3420 LAUREL LN
HAZEL CREST, IL 60429
(41.57955104700045, -87.70019333599964)"
"7200079","282","BREMEN TOWNSHIP","YES","15350  OAK PARK AVE ","OAK FOREST","60452","15350 OAK PARK AVE
OAK FOREST, IL 60452
(41.6127664280005, -87.78568364099965)"
"7200080","277","ST EMERIC CATHOLIC CHURCH","YES","4340 W 180TH ST ","COUNTRY CLUB HILLS","60478","4340 W 180TH ST
COUNTRY CLUB HILLS, IL 60478
(41.56337633600049, -87.72058960699968)"
"7200081","2562","AMERICAN LEGION POST 615","YES","17423  67TH CT ","TINLEY PARK","60477","17423 67TH CT
TINLEY PARK, IL 60477
(41.57433363100046, -87.78309906199968)"
"7200082","3779","HOMEWOOD CHURCH","YES","18301  GOVERNORS HWY ","HOMEWOOD","60430","18301 GOVERNORS HWY
HOMEWOOD, IL 60430
(41.557100268000454, -87.68108485599964)"
"7200083","260","VOGT WOODS BUILDING","YES","6527 W 171ST ST ","TINLEY PARK","60477","6527 W 171ST ST
TINLEY PARK, IL 60477
(41.58065275600046, -87.77781790599965)"
"7200084","261","KELLAR MIDDLE  SCHOOL","YES","14123 S LYDIA AVE ","ROBBINS","60472","14123 S LYDIA AVE
ROBBINS, IL 60472
(41.6373083200005, -87.70392550399964)"
"7200085","262","JACK HILLE SCHOOL","YES","5800  151ST ST ","OAK FOREST","60452","5800 151ST ST
OAK FOREST, IL 60452
(41.6175375680005, -87.76117394399967)"
"7200086","209","HAZEL CREST UNITED METHODIST CHURCH","YES","17050  CALIFORNIA AVE ","HAZEL CREST","60429","17050 CALIFORNIA AVE
HAZEL CREST, IL 60429
(41.580390673000466, -87.68480691699966)"
"7300001","308","ST DONATUS PARISH","YES","12905  DIVISION ST ","BLUE ISLAND","60406","12905 DIVISION ST
BLUE ISLAND, IL 60406
(41.659005712000464, -87.67036436699965)"
"7300002","297","PAUL REVERE PRIMARY SCHOOL","YES","2300 W 123RD PL ","BLUE ISLAND","60406","2300 W 123RD PL
BLUE ISLAND, IL 60406
(41.66871085300045, -87.67718440499965)"
"7300003","305","SENIOR CITIZEN CENTER","YES","12633 S ASHLAND AVE ","CALUMET PARK","60827","12633 S ASHLAND AVE
CALUMET PARK, IL 60827
(41.6640355450005, -87.66089810099965)"
"7300004","3739","GENERAL GEORGE S PATTON SCHOOL","YES","13700 S STEWART AVE ","RIVERDALE","60827","13700 S STEWART AVE
RIVERDALE, IL 60827
(41.64625116800045, -87.63178185499964)"
"7300005","299","CALUMET PARK RECREATIONAL CENTER","YES","12426 S LOOMIS ST ","CALUMET PARK","60827","12426 S LOOMIS ST
CALUMET PARK, IL 60827
(41.6690591250005, -87.65627188599967)"
"7300006","297","PAUL REVERE PRIMARY SCHOOL","YES","2300 W 123RD PL ","BLUE ISLAND","60406","2300 W 123RD PL
BLUE ISLAND, IL 60406
(41.66871085300045, -87.67718440499965)"
"7300007","294","LINCOLN SCHOOL","YES","2140  BROADWAY ST ","BLUE ISLAND","60406","2140 BROADWAY ST
BLUE ISLAND, IL 60406
(41.6506222000005, -87.67430741799967)"
"7300008","308","ST DONATUS PARISH","YES","12905  DIVISION ST ","BLUE ISLAND","60406","12905 DIVISION ST
BLUE ISLAND, IL 60406
(41.659005712000464, -87.67036436699965)"
"7300009","4140","WISDOM VILLAGE APARTMENTS","YES","12445 S MORGAN ST ","CALUMET PARK","60827","12445 S MORGAN ST
CALUMET PARK, IL 60827
(41.66811219300047, -87.64643069299967)"
"7300010","304","MOUNT CALVARY LUTHERAN CHURCH","YES","1301  VERMONT ST ","CALUMET PARK","60827","1301 VERMONT ST
CALUMET PARK, IL 60827
(41.65820904500049, -87.66197315999966)"
"7300011","305","SENIOR CITIZEN CENTER","YES","12633 S ASHLAND AVE ","CALUMET PARK","60827","12633 S ASHLAND AVE
CALUMET PARK, IL 60827
(41.6640355450005, -87.66089810099965)"
"7300012","299","CALUMET PARK RECREATIONAL CENTER","YES","12426 S LOOMIS ST ","CALUMET PARK","60827","12426 S LOOMIS ST
CALUMET PARK, IL 60827
(41.6690591250005, -87.65627188599967)"
"7300013","297","PAUL REVERE PRIMARY SCHOOL","YES","2300 W 123RD PL ","BLUE ISLAND","60406","2300 W 123RD PL
BLUE ISLAND, IL 60406
(41.66871085300045, -87.67718440499965)"
"7400001","386","ST PAUL LUTHERAN CHURCH","YES","100 S SCHOOL ST ","MOUNT PROSPECT","60056","100 S SCHOOL ST
MOUNT PROSPECT, IL 60056
(42.06823107200046, -87.93123736399968)"
"7400002","454","ELK GROVE VILLAGE PUBLIC LIBRARY","YES","1001  WELLINGTON AVE ","ELK GROVE VILLAGE","60007","1001 WELLINGTON AVE
ELK GROVE VILLAGE, IL 60007
(42.00211591200048, -88.00866009699968)"
"7400003","4331","RAINBOW FALLS PARK","YES","200  REV MORRISON BLVD ","ELK GROVE VILLAGE","60007","200 REV MORRISON BLVD
ELK GROVE VILLAGE, IL 60007
(42.00604911100049, -87.99459091999967)"
"7400004","413","RUPLEY SCHOOL","YES","305  OAKTON ST ","ELK GROVE VILLAGE","60007","305 OAKTON ST
ELK GROVE VILLAGE, IL 60007
(42.02207449600047, -87.98596765599967)"
"7400005","419","LIONS RECREATION CENTER","YES","411 S MAPLE ST ","MOUNT PROSPECT","60056","411 S MAPLE ST
MOUNT PROSPECT, IL 60056
(42.07434047100048, -87.93399362099967)"
"7400006","385","DANA POINT CONDOMINIUM ASSOCIATION","YES","1519 E CENTRAL  ","ARLINGTON HEIGHTS","60005","1519 E CENTRAL
ARLINGTON HEIGHTS, IL 60005
(42.0635934390005, -87.96592971299964)"
"7400007","386","ST PAUL LUTHERAN CHURCH","YES","100 S SCHOOL ST ","MOUNT PROSPECT","60056","100 S SCHOOL ST
MOUNT PROSPECT, IL 60056
(42.06823107200046, -87.93123736399968)"
"7400008","441","WESTBROOK SCHOOL","YES","103 S BUSSE RD ","MOUNT PROSPECT","60056","103 S BUSSE RD
MOUNT PROSPECT, IL 60056
(42.06356917800048, -87.96042304699967)"
"7400009","455","ELK GROVE TOWNSHIP AGENCY","YES","711  CHELMSFORD LN ","ELK GROVE VILLAGE","60007","711 CHELMSFORD LN
ELK GROVE VILLAGE, IL 60007
(42.00831454700045, -88.00901538999966)"
"7400010","389","LINCOLN SCHOOL","YES","700 W LINCOLN ST ","MOUNT PROSPECT","60056","700 W LINCOLN ST
MOUNT PROSPECT, IL 60056
(42.05928384700047, -87.94663230199967)"
"7400011","448","ST CECILIA CHURCH","YES","700 S MEIER RD ","MOUNT PROSPECT","60056","700 S MEIER RD
MOUNT PROSPECT, IL 60056
(42.05284194000046, -87.97008209299969)"
"7400012","454","ELK GROVE VILLAGE PUBLIC LIBRARY","YES","1001  WELLINGTON AVE ","ELK GROVE VILLAGE","60007","1001 WELLINGTON AVE
ELK GROVE VILLAGE, IL 60007
(42.00211591200048, -88.00866009699968)"
"7400013","4331","RAINBOW FALLS PARK","YES","200  REV MORRISON BLVD ","ELK GROVE VILLAGE","60007","200 REV MORRISON BLVD
ELK GROVE VILLAGE, IL 60007
(42.00604911100049, -87.99459091999967)"
"7400014","452","CLEARBROOK","YES","1835 W CENTRAL RD ","ARLINGTON HEIGHTS","60005","1835 W CENTRAL RD
ARLINGTON HEIGHTS, IL 60005
(42.0666114980005, -88.00599297499969)"
"7400015","3401","FRIENDSHIP PARK CONSERVATORY","YES","395 W ALGONQUIN RD ","DES PLAINES","60018","395 W ALGONQUIN RD
DES PLAINES, IL 60018
(42.0302360710005, -87.93010418699964)"
"7400016","401","LIONS PARK ELEMENTARY SCHOOL","YES","300 E COUNCIL TRAIL  ","MOUNT PROSPECT","60056","300 E COUNCIL TRAIL
MOUNT PROSPECT, IL 60056
(42.05554087200045, -87.93236837499967)"
"7400017","3865","LANDMEIER STATION","YES","900  LANDMEIER RD ","ELK GROVE VILLAGE","60007","900 LANDMEIER RD
ELK GROVE VILLAGE, IL 60007
(42.01447242800049, -87.97543540499964)"
"7400018","413","RUPLEY SCHOOL","YES","305  OAKTON ST ","ELK GROVE VILLAGE","60007","305 OAKTON ST
ELK GROVE VILLAGE, IL 60007
(42.02207449600047, -87.98596765599967)"
"7400019","437","CHURCH OF THE INCARNATION","YES","330  GOLF RD ","ARLINGTON HEIGHTS","60005","330 GOLF RD
ARLINGTON HEIGHTS, IL 60005
(42.05144901300048, -87.98526126199965)"
"7400020","399","CLEARMONT SCHOOL","YES","280  CLEARMONT DR ","ELK GROVE VILLAGE","60005","280 CLEARMONT DR
ELK GROVE VILLAGE, IL 60005
(41.99921139100047, -87.98947478599968)"
"7400021","440","FOREST VIEW EDUCATION CENTER","YES","2121 S GOEBBERT RD ","ARLINGTON HEIGHTS","60005","2121 S GOEBBERT RD
ARLINGTON HEIGHTS, IL 60005
(42.0468283620005, -87.97481687099969)"
"7400022","446","JOHN JAY ELEMENTARY SCHOOL","YES","1835  PHEASANT TRL ","MOUNT PROSPECT","60056","1835 PHEASANT TRL
MOUNT PROSPECT, IL 60056
(42.04175792100045, -87.96856905499965)"
"7400023","3677","CHICAGO ASSEMBLY OF GOD","YES","618 E GOLF RD ","MOUNT PROSPECT","60056","618 E GOLF RD
MOUNT PROSPECT, IL 60056
(42.04789459800048, -87.92810596199968)"
"7400024","444","THE SALVATION ARMY","YES","10 W ALGONQUIN RD ","DES PLAINES","60016","10 W ALGONQUIN RD
DES PLAINES, IL 60016
(42.0304477520005, -87.92188083499968)"
"7400025","441","WESTBROOK SCHOOL","YES","103 S BUSSE RD ","MOUNT PROSPECT","60056","103 S BUSSE RD
MOUNT PROSPECT, IL 60056
(42.06356917800048, -87.96042304699967)"
"7400026","453","ST JOHN LUTHERAN SCHOOL","YES","1100  LINNEMAN RD ","MOUNT PROSPECT","60056","1100 LINNEMAN RD
MOUNT PROSPECT, IL 60056
(42.043386376000456, -87.94867800599968)"
"7400027","448","ST CECILIA CHURCH","YES","700 S MEIER RD ","MOUNT PROSPECT","60056","700 S MEIER RD
MOUNT PROSPECT, IL 60056
(42.05284194000046, -87.97008209299969)"
"7400028","3236","HOLIDAY INN","YES","3405  ALGONQUIN RD ","ROLLING MEADOWS","60008","3405 ALGONQUIN RD
ROLLING MEADOWS, IL 60008
(42.06148331100047, -88.02265594599965)"
"7400029","435","SALT CREEK SCHOOL","YES","65  KENNEDY BLVD ","ELK GROVE VILLAGE","60007","65 KENNEDY BLVD
ELK GROVE VILLAGE, IL 60007
(42.00850575400045, -87.99388813199965)"
"7400030","409","BRENTWOOD ELEMENTARY SCHOOL","YES","260  DULLES RD ","DES PLAINES","60016","260 DULLES RD
DES PLAINES, IL 60016
(42.045024861000456, -87.92803312599966)"
"7400031","444","THE SALVATION ARMY","YES","10 W ALGONQUIN RD ","DES PLAINES","60016","10 W ALGONQUIN RD
DES PLAINES, IL 60016
(42.0304477520005, -87.92188083499968)"
"7400032","428","RECPLEX","YES","420  DEMPSTER ST ","MOUNT PROSPECT","60056","420 DEMPSTER ST
MOUNT PROSPECT, IL 60056
(42.03734885200049, -87.94385337099965)"
"7400033","399","CLEARMONT SCHOOL","YES","280  CLEARMONT DR ","ELK GROVE VILLAGE","60005","280 CLEARMONT DR
ELK GROVE VILLAGE, IL 60005
(41.99921139100047, -87.98947478599968)"
"7400034","387","ST MARK LUTHERAN CENTER","YES","200 S WILLE ST ","MOUNT PROSPECT","60056","200 S WILLE ST
MOUNT PROSPECT, IL 60056
(42.070060896000484, -87.93811763799965)"
"7400035","447","CRYSTAL TOWERS HOME ASSOCIATION","YES","1725 W CRYSTAL LN ","MOUNT PROSPECT","60056","1725 W CRYSTAL LN
MOUNT PROSPECT, IL 60056
(42.035392397000464, -87.96192479899969)"
"7400036","417","ASBURY COURT","YES","1750  ELMHURST RD ","DES PLAINES","60016","1750 ELMHURST RD
DES PLAINES, IL 60016
(42.0206719520005, -87.94048589199969)"
"7400037","3799","BRENTWOOD BAPTIST CHRISTIAN ACADEMY","YES","588  DARA JAMES RD ","DES PLAINES","60016","588 DARA JAMES RD
DES PLAINES, IL 60016
(42.04156634500049, -87.92782188999968)"
"7400038","417","ASBURY COURT","YES","1750  ELMHURST RD ","DES PLAINES","60016","1750 ELMHURST RD
DES PLAINES, IL 60016
(42.0206719520005, -87.94048589199969)"
"7400039","1963","ROBERT FROST ELEMENTARY SCHOOL","YES","1308 S CYPRESS DR ","MOUNT PROSPECT","60056","1308 S CYPRESS DR
MOUNT PROSPECT, IL 60056
(42.0424833400005, -87.95302102199969)"
"7400040","3236","HOLIDAY INN","YES","3405  ALGONQUIN RD ","ROLLING MEADOWS","60008","3405 ALGONQUIN RD
ROLLING MEADOWS, IL 60008
(42.06148331100047, -88.02265594599965)"
"7400041","457","DUNTON ADMINISTRATION BLDG","YES","1200 S DUNTON AVE ","ARLINGTON HEIGHTS","60005","1200 S DUNTON AVE
ARLINGTON HEIGHTS, IL 60005
(42.062323534000484, -87.98234597799967)"
"7400042","440","FOREST VIEW EDUCATION CENTER","YES","2121 S GOEBBERT RD ","ARLINGTON HEIGHTS","60005","2121 S GOEBBERT RD
ARLINGTON HEIGHTS, IL 60005
(42.0468283620005, -87.97481687099969)"
"7400043","454","ELK GROVE VILLAGE PUBLIC LIBRARY","YES","1001  WELLINGTON AVE ","ELK GROVE VILLAGE","60007","1001 WELLINGTON AVE
ELK GROVE VILLAGE, IL 60007
(42.00211591200048, -88.00866009699968)"
"7400044","457","DUNTON ADMINISTRATION BLDG","YES","1200 S DUNTON AVE ","ARLINGTON HEIGHTS","60005","1200 S DUNTON AVE
ARLINGTON HEIGHTS, IL 60005
(42.062323534000484, -87.98234597799967)"
"7400045","432","RICHARD E BYRD SCHOOL 59","YES","265  WELLINGTON AVE ","ELK GROVE VILLAGE","60007","265 WELLINGTON AVE
ELK GROVE VILLAGE, IL 60007
(41.99723588000046, -88.00910852399966)"
"7400046","425","HERITAGE PARK","YES","506 W VICTORIA LN ","ARLINGTON HEIGHTS","60004","506 W VICTORIA LN
ARLINGTON HEIGHTS, IL 60004
(42.054495691000454, -87.98896553599968)"
"7400047","426","CHRISTUS VICTOR LUTHERAN CHURCH","YES","1045 S ARLINGTON HTS RD ","ELK GROVE VILLAGE","60007","1045 S ARLINGTON HTS RD
ELK GROVE VILLAGE, IL 60007
(42.00122242800046, -88.00358337699964)"
"7400048","427","THE MOORINGS","YES","811 E CENTRAL RD ","ARLINGTON HEIGHTS","60005","811 E CENTRAL RD
ARLINGTON HEIGHTS, IL 60005
(42.066447248000486, -87.97312340999969)"
"7400049","3401","FRIENDSHIP PARK CONSERVATORY","YES","395 W ALGONQUIN RD ","DES PLAINES","60018","395 W ALGONQUIN RD
DES PLAINES, IL 60018
(42.0302360710005, -87.93010418699964)"
"7400050","440","FOREST VIEW EDUCATION CENTER","YES","2121 S GOEBBERT RD ","ARLINGTON HEIGHTS","60005","2121 S GOEBBERT RD
ARLINGTON HEIGHTS, IL 60005
(42.0468283620005, -87.97481687099969)"
"7400051","3677","CHICAGO ASSEMBLY OF GOD","YES","618 E GOLF RD ","MOUNT PROSPECT","60056","618 E GOLF RD
MOUNT PROSPECT, IL 60056
(42.04789459800048, -87.92810596199968)"
"7400052","443","ROLLING MEADOWS HIGH SCHOOL","YES","2901  CENTRAL RD ","ROLLING MEADOWS","60008","2901 CENTRAL RD
ROLLING MEADOWS, IL 60008
(42.06667309800048, -88.01616863999965)"
"7400053","455","ELK GROVE TOWNSHIP AGENCY","YES","711  CHELMSFORD LN ","ELK GROVE VILLAGE","60007","711 CHELMSFORD LN
ELK GROVE VILLAGE, IL 60007
(42.00831454700045, -88.00901538999966)"
"7501001","3675","THE ALICE MILLAR CHAPEL","YES","1870  SHERIDAN RD ","EVANSTON","60208","1870 SHERIDAN RD
EVANSTON, IL 60208
(42.05087455800049, -87.67677213399969)"
"7501002","460","JANE R PERLMAN APARTMENTS","YES","1900  SHERMAN AVE ","EVANSTON","60201","1900 SHERMAN AVE
EVANSTON, IL 60201
(42.052172045000475, -87.68177438299966)"
"7501003","491","NOYES CULTURAL ARTS CENTER","YES","927  NOYES ST ","EVANSTON","60201","927 NOYES ST
EVANSTON, IL 60201
(42.058475246000455, -87.68394365099965)"
"7501004","461","THE MERION","YES","1611  CHICAGO AVE ","EVANSTON","60201","1611 CHICAGO AVE
EVANSTON, IL 60201
(42.046805545000495, -87.67933012199967)"
"7502001","3971","MCGAW YMCA","YES","1000  GROVE ST ","EVANSTON","60201","1000 GROVE ST
EVANSTON, IL 60201
(42.045572603000494, -87.68605138199968)"
"7502002","4008","UNITARIAN CHURCH","YES","1330  RIDGE AVE ","EVANSTON","60201","1330 RIDGE AVE
EVANSTON, IL 60201
(42.04228860000046, -87.68848730499968)"
"7502003","3900","EVANSTON SKOKIE SCHOOL DISTRICT 65","YES","1500  MC DANIEL AVE ","EVANSTON","60201","1500 MC DANIEL AVE
EVANSTON, IL 60201
(42.044701397000495, -87.70838430699968)"
"7502004","468","WASHINGTON SCHOOL","YES","914  ASHLAND AVE ","EVANSTON","60201","914 ASHLAND AVE
EVANSTON, IL 60201
(42.03426724400049, -87.69307555399968)"
"7502005","472","CROWN RECREATION CENTER","YES","1701  MAIN ST ","EVANSTON","60201","1701 MAIN ST
EVANSTON, IL 60201
(42.03393420100048, -87.69673828499964)"
"7503001","3973","HEMENWAY METHODIST CHURCH","YES","933  CHICAGO AVE ","EVANSTON","60202","933 CHICAGO AVE
EVANSTON, IL 60202
(42.03473957200049, -87.67950194099967)"
"7503002","3973","HEMENWAY METHODIST CHURCH","YES","933  CHICAGO AVE ","EVANSTON","60202","933 CHICAGO AVE
EVANSTON, IL 60202
(42.03473957200049, -87.67950194099967)"
"7503003","475","LINCOLN SCHOOL","YES","910  FOREST AVE ","EVANSTON","60201","910 FOREST AVE
EVANSTON, IL 60201
(42.03413890100046, -87.67483162099967)"
"7503004","485","LAKE STREET CHURCH","YES","607  LAKE ST ","EVANSTON","60201","607 LAKE ST
EVANSTON, IL 60201
(42.044093192000446, -87.68069112199964)"
"7503005","3456","REBA PLACE CHURCH","YES","620  MADISON ST ","EVANSTON","60202","620 MADISON ST
EVANSTON, IL 60202
(42.031644309000455, -87.67913580299967)"
"7503006","475","LINCOLN SCHOOL","YES","910  FOREST AVE ","EVANSTON","60201","910 FOREST AVE
EVANSTON, IL 60201
(42.03413890100046, -87.67483162099967)"
"7503007","480","BAKER PARK FIELDHOUSE","YES","605  FOREST AVE ","EVANSTON","60204","605 FOREST AVE
EVANSTON, IL 60204
(42.02898931800047, -87.67359397199965)"
"7504001","483","BETHANY BAPTIST CHURCH","YES","1225  ELMWOOD AVE ","EVANSTON","60202","1225 ELMWOOD AVE
EVANSTON, IL 60202
(42.039889581000466, -87.68358934199966)"
"7504002","484","NICHOLS SCHOOL","YES","800  GREENLEAF ST ","EVANSTON","60201","800 GREENLEAF ST
EVANSTON, IL 60201
(42.03753658500045, -87.68225090399966)"
"7504003","485","LAKE STREET CHURCH","YES","607  LAKE ST ","EVANSTON","60201","607 LAKE ST
EVANSTON, IL 60201
(42.044093192000446, -87.68069112199964)"
"7504004","4008","UNITARIAN CHURCH","YES","1330  RIDGE AVE ","EVANSTON","60201","1330 RIDGE AVE
EVANSTON, IL 60201
(42.04228860000046, -87.68848730499968)"
"7504005","468","WASHINGTON SCHOOL","YES","914  ASHLAND AVE ","EVANSTON","60201","914 ASHLAND AVE
EVANSTON, IL 60201
(42.03426724400049, -87.69307555399968)"
"7504006","4008","UNITARIAN CHURCH","YES","1330  RIDGE AVE ","EVANSTON","60201","1330 RIDGE AVE
EVANSTON, IL 60201
(42.04228860000046, -87.68848730499968)"
"7504007","489","JAMES C KING HOME","YES","1555  OAK AVE ","EVANSTON","60201","1555 OAK AVE
EVANSTON, IL 60201
(42.0458114860005, -87.68679919199968)"
"7505001","3461","FLEETWOOD JOURDAIN COMMUNITY CENTER","YES","1655  FOSTER ST ","EVANSTON","60201","1655 FOSTER ST
EVANSTON, IL 60201
(42.05389536400048, -87.69512319399968)"
"7505002","492","EBENEZER-PRIMM TOWERS","YES","1001  EMERSON ST ","EVANSTON","60201","1001 EMERSON ST
EVANSTON, IL 60201
(42.052147523000485, -87.68525976499967)"
"7505003","3461","FLEETWOOD JOURDAIN COMMUNITY CENTER","YES","1655  FOSTER ST ","EVANSTON","60201","1655 FOSTER ST
EVANSTON, IL 60201
(42.05389536400048, -87.69512319399968)"
"7505004","3461","FLEETWOOD JOURDAIN COMMUNITY CENTER","YES","1655  FOSTER ST ","EVANSTON","60201","1655 FOSTER ST
EVANSTON, IL 60201
(42.05389536400048, -87.69512319399968)"
"7506001","504","NORTHMINSTER PRESBYTERIAN CHURCH","NO","2515  CENTRAL PARK AVE ","EVANSTON","60201","2515 CENTRAL PARK AVE
EVANSTON, IL 60201
(42.06310218800047, -87.71772493199967)"
"7506002","499","SECOND CHURCH OF CHRIST SCIENTIST","YES","2715  HURD AVE ","EVANSTON","60201","2715 HURD AVE
EVANSTON, IL 60201
(42.067169831000456, -87.71647033199969)"
"7506003","500","HILLSIDE FREE METHODIST CHURCH","YES","2727  CRAWFORD AVE ","EVANSTON","60201","2727 CRAWFORD AVE
EVANSTON, IL 60201
(42.06732449100048, -87.72968209599969)"
"7506004","503","WESTMINSTER PLACE","YES","1  CALVIN CIR ","EVANSTON","60201","1 CALVIN CIR
EVANSTON, IL 60201
(42.058686175000446, -87.72175378099968)"
"7506005","4295","HAVEN MIDDLE SCHOOL","YES","2417  PRAIRIE AVE ","EVANSTON","60201","2417 PRAIRIE AVE
EVANSTON, IL 60201
(42.06132832200046, -87.69835063799968)"
"7506006","503","WESTMINSTER PLACE","YES","1  CALVIN CIR ","EVANSTON","60201","1 CALVIN CIR
EVANSTON, IL 60201
(42.058686175000446, -87.72175378099968)"
"7506007","504","NORTHMINSTER PRESBYTERIAN CHURCH","NO","2515  CENTRAL PARK AVE ","EVANSTON","60201","2515 CENTRAL PARK AVE
EVANSTON, IL 60201
(42.06310218800047, -87.71772493199967)"
"7506008","505","THREE CROWNS PARK","YES","2323  MCDANIEL AVE ","EVANSTON","60201","2323 MCDANIEL AVE
EVANSTON, IL 60201
(42.05951173300048, -87.70805191399967)"
"7507001","4295","HAVEN MIDDLE SCHOOL","YES","2417  PRAIRIE AVE ","EVANSTON","60201","2417 PRAIRIE AVE
EVANSTON, IL 60201
(42.06132832200046, -87.69835063799968)"
"7507002","509","BAHAI NATIONAL CENTER","YES","1233  CENTRAL ST ","EVANSTON","60201","1233 CENTRAL ST
EVANSTON, IL 60201
(42.0642636120005, -87.68851520699968)"
"7507003","3491","PATTEN GYMNASIUM","YES","2407  SHERIDAN RD ","EVANSTON","60201","2407 SHERIDAN RD
EVANSTON, IL 60201
(42.06140838900046, -87.67706698499967)"
"7507004","511","EVANSTON ECOLOGY CENTER","NO","2024  MCCORMICK BLVD ","EVANSTON","60201","2024 MCCORMICK BLVD
EVANSTON, IL 60201
(42.05639232100049, -87.70198131299969)"
"7507005","3753","CHANDLER-NEWBERGER COMMUNITY CENTER","YES","1028  CENTRAL ST ","EVANSTON","60201","1028 CENTRAL ST
EVANSTON, IL 60201
(42.06417993100047, -87.68596125599964)"
"7507006","3675","THE ALICE MILLAR CHAPEL","YES","1870  SHERIDAN RD ","EVANSTON","60208","1870 SHERIDAN RD
EVANSTON, IL 60208
(42.05087455800049, -87.67677213399969)"
"7507007","509","BAHAI NATIONAL CENTER","YES","1233  CENTRAL ST ","EVANSTON","60201","1233 CENTRAL ST
EVANSTON, IL 60201
(42.0642636120005, -87.68851520699968)"
"7508001","3721","LEVY SENIOR CENTER","YES","300  DODGE AVE ","EVANSTON","60202","300 DODGE AVE
EVANSTON, IL 60202
(42.0227715310005, -87.69956443799964)"
"7508002","2741","OAKTON SCHOOL","YES","436  RIDGE AVE ","EVANSTON","60202","436 RIDGE AVE
EVANSTON, IL 60202
(42.02580987500045, -87.68537679299965)"
