"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-001585","2001-02-17T18:21:55.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","805",,"WINDING HILLS","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.02","14.03","17.05","Y","35.14671838250966","-85.25603609555992","POINT (-85.25603609556 35.14671838251)","Y","2001-02-17T18:39:00.000","2001-02-17T18:21:57.000","3"
"01-001598","2001-02-18T11:10:26.000",,"130 Mobile property (vehicle) fire  other","100","Fire","Fire Call","1004",,"WOODWARD","AVE","Chattanooga","0","0","0","0","ENGINE 5","IN","502","Station 5","1.15","5.97","7.12","Y","35.02520761656506","-85.2656946773967","POINT (-85.265694677397 35.025207616565)","Y","2001-02-18T11:17:39.000","2001-02-18T11:10:32.000","9"
"01-001620","2001-02-19T08:39:25.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","951",,"BOYNTON","DR","Chattanooga","0","0","0","0","ENGINE10","OUT","102","Station 1","1.22","7.38","8.6","Y","35.04817666043827","-85.32008657596349","POINT (-85.320086575963 35.048176660438)","Y","2001-02-19T08:50:17.000","2001-02-19T08:41:41.000","7"
"01-001629","2001-02-19T15:36:51.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","7400",,"INTERSTATE 75",,"Chattanooga",,,,,"ENGINE8","IN","802","Station 8","1.98","6.95","8.93","Y",,,,"Y","2001-02-19T15:46:36.000","2001-02-19T15:37:40.000",
"01-001654","2001-02-20T07:22:39.000",,"163 Outside gas or vapor combustion explosion","100","Fire","Fire Call","4819",,"WOODLAND","CIR","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","3.22","11.73","14.95","Y","35.1259984312343","-85.19833305409895","POINT (-85.198333054099 35.125998431234)","Y","2001-02-20T07:37:47.000","2001-02-20T07:22:50.000","3"
"01-001657","2001-02-20T08:53:42.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5587",,"DAYTON","BLVD","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.08","6.93","8.02","Y","35.152232694188676","-85.27062547541189","POINT (-85.270625475412 35.152232694189)","Y","2001-02-20T09:14:56.000","2001-02-20T09:06:55.000","1"
"01-001668","2001-02-20T16:37:40.000",,"721 Bomb scare - no bomb","700","False Alarm & False Call","Non-Fire Call","300",,"BROOKFIELD","AVE","Chattanooga","0","0","0","0","ENGINE13","IN","1302","Station 13","0.23","8.38","8.62","Y","35.01296991658967","-85.23985931740692","POINT (-85.239859317407 35.01296991659)","Y","2001-02-20T16:48:43.000","2001-02-20T16:40:06.000","6"
"01-001672","2001-02-20T17:19:21.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","7.35","1.68","9.03","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","Y","2001-02-20T17:29:07.000","2001-02-20T17:20:05.000","1"
"01-001679","2001-02-21T02:26:13.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7604",,"STANDIFER GAP","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","3.1","6.48","9.58","Y","35.05039518086654","-85.13408789190358","POINT (-85.134087891904 35.050395180867)","Y","2001-02-21T02:36:05.000","2001-02-21T02:26:30.000","4"
"01-001700","2001-02-21T19:11:02.000",,"531 Smoke or odor removal","500","Service Call","Non-Fire Call","1818",,"HAMILL","RD","Chattanooga","0","0","0","0","LADDER3","OUT","1602","Station 16","1.93","8.98","10.92","Y","35.12207662665803","-85.24241112367919","POINT (-85.242411123679 35.122076626658)","Y","2001-02-21T19:25:33.000","2001-02-21T19:14:38.000","3"
"01-001701","2001-02-21T20:37:32.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","729",,"MANSION","CIR","Chattanooga","0","0","0","0","ENGINE 1","OUT","1201","Station 12","1.08","7.65","8.73","Y","35.08071507872557","-85.2976004925085","POINT (-85.297600492508 35.080715078726)","N","2001-02-21T20:47:28.000","2001-02-21T20:38:44.000","2"
"01-001704","2001-02-21T22:29:12.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","2626",,"WALKER","RD","Chattanooga",,,,,"ENGINE8","IN","802","Station 8","4.22","3.25","7.47","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-02-21T22:37:43.000","2001-02-21T22:30:15.000","6"
"01-001706","2001-02-21T23:26:00.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5507",,"BROWNTOWN","RD","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.1","8.83","11.93","Y","35.15238539048613","-85.28234452144794","POINT (-85.282344521448 35.152385390486)","Y","2001-02-21T23:38:21.000","2001-02-21T23:26:25.000","1"
"01-001716","2001-02-22T10:41:59.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.87","4.9","7.77","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-02-22T10:51:44.000","2001-02-22T10:43:58.000","6"
"01-001723","2001-02-22T13:21:01.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","381",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","1.98","5.58","7.57","Y","35.04815410293633","-85.33351439741244","POINT (-85.333514397412 35.048154102936)","Y","2001-02-22T13:29:06.000","2001-02-22T13:21:32.000","1"
"01-001740","2001-02-22T18:54:07.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3014",,"MERRYDALE","DR","Chattanooga","0","0","0","0","ENGINE 15","IN","1501","Station 15","2.07","5.63","7.7","Y","35.04314624190703","-85.24937475484981","POINT (-85.24937475485 35.043146241907)","Y","2001-02-22T19:02:40.000","2001-02-22T18:54:58.000","9"
"01-001748","2001-02-23T03:44:50.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1219",,"KATHYS","TRL","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","1.58","6.55","8.13","Y","35.055318990018996","-85.35311266922011","POINT (-85.35311266922 35.055318990019)","Y","2001-02-23T03:53:33.000","2001-02-23T03:45:25.000","1"
"01-001759","2001-02-23T15:19:01.000",,"350 Extrication  rescue  other","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1000",,"SIGNAL MOUNTAIN","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","2.22","5.4","7.62","Y","35.10579934575229","-85.33347967562928","POINT (-85.333479675629 35.105799345752)","N","2001-02-23T15:27:59.000","2001-02-23T15:20:22.000","1"
"01-001764","2001-02-23T17:10:14.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 5","OUT","902","Station 9","1.42","7.05","8.47","Y",,,,"Y","2001-02-23T17:20:42.000","2001-02-23T17:12:14.000",
"01-001767","2001-02-23T18:32:40.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","1.4","7.12","8.52","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","N","2001-02-23T18:44:59.000","2001-02-23T18:36:28.000","1"
"01-001783","2001-02-24T04:14:03.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","3205","E","44TH","ST","Chattanooga","0","0","0","0","ENGINE 5","OUT","901","Station 9","2.03","5.72","7.75","Y","34.988636564393445","-85.28160340731223","POINT (-85.281603407312 34.988636564393)","Y","2001-02-24T04:22:33.000","2001-02-24T04:14:48.000","7"
"01-001785","2001-02-24T06:43:59.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","4400",,"18TH","AVE","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","2.33","4.72","7.05","Y","34.988253745108764","-85.28117166616941","POINT (-85.281171666169 34.988253745109)","Y","2001-02-24T06:52:09.000","2001-02-24T06:45:06.000","7"
"01-001790","2001-02-24T11:18:31.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","7120",,"LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.52","6.58","9.1","Y","35.048212931644215","-85.1570711686981","POINT (-85.157071168698 35.048212931644)","Y","2001-02-24T11:32:03.000","2001-02-24T11:22:57.000","6"
"01-001792","2001-02-24T12:30:39.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","5005",,"HARLEY","LN","Chattanooga","0","0","0","0","ENGINE10","OUT","603","Station 6","0.87","8.03","8.9","Y","35.097506538710995","-85.17889260329065","POINT (-85.178892603291 35.097506538711)","Y","2001-02-24T12:40:41.000","2001-02-24T12:31:47.000","3"
"01-001796","2001-02-24T14:53:07.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3117",,"ROCKMEADE","DR","Chattanooga","0","0","0","0","ENGINE 15","IN","1507","Station 15","1.67","5.72","7.38","Y","35.023373911730545","-85.2581589656926","POINT (-85.258158965693 35.023373911731)","Y","2001-02-24T15:01:09.000","2001-02-24T14:53:46.000","9"
"01-001806","2001-02-24T21:00:47.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3933",,"JASMINE","ST","Chattanooga","0","0","0","0","ENGINE 15","IN","1504","Station 15","1.3","5.95","7.25","Y","35.05995384807511","-85.21167075993115","POINT (-85.21167075993101 35.059953848075)","Y","2001-02-24T21:08:23.000","2001-02-24T21:01:08.000","5"
"01-001809","2001-02-24T22:43:55.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","24","S","CREST","RD","Chattanooga","0","0","0","0","ENGINE 5","OUT","1104","Station 11","1.07","7.7","8.77","Y","35.02812426723894","-85.25766175635945","POINT (-85.257661756359 35.028124267239)","Y","2001-02-24T22:53:17.000","2001-02-24T22:44:31.000","9"
"01-001821","2001-02-25T10:25:01.000",,"331 Lock-in (if lock out   use 511 )","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7604",,"STANDIFER GAP","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","3.95","7.92","11.87","Y","35.05039518086654","-85.13408789190358","POINT (-85.134087891904 35.050395180867)","Y","2001-02-25T10:37:52.000","2001-02-25T10:26:00.000","4"
"01-001827","2001-02-25T16:58:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8700",,"INTERSTATE 75",,"Chattanooga",,,,,"ENGINE8","IN","802","Station 8","1.38","6.82","8.2","Y",,,,"Y","2001-02-25T17:08:04.000","2001-02-25T16:59:52.000",
"01-001836","2001-02-25T23:54:18.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","7051",,"MCCUTCHEON","RD","Chattanooga",,,,,"LADDER4","OUT","802","Station 8","2.1","7.37","9.47","Y","35.04668477262466","-85.1563743377591","POINT (-85.156374337759 35.046684772625)","Y","2001-02-26T00:05:10.000","2001-02-25T23:55:42.000","6"
"01-001836","2001-02-25T23:54:18.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","7051",,"MCCUTCHEON","RD","Chattanooga","0","0","0","0","ENGINE13","OUT","802","Station 8","2.1","7.37","9.47","Y","35.04668477262466","-85.1563743377591","POINT (-85.156374337759 35.046684772625)","Y","2001-02-26T00:05:10.000","2001-02-25T23:55:42.000","6"
"01-001840","2001-02-26T03:32:33.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","805",,"WINDING HILLS","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.8","5.55","9.35","Y","35.14671838250966","-85.25603609555992","POINT (-85.25603609556 35.14671838251)","Y","2001-02-26T03:42:27.000","2001-02-26T03:33:06.000","3"
"01-001845","2001-02-26T08:16:32.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3440",,"WILCOX","BLVD","Chattanooga","0","0","0","0","ENGINE 15","IN","1501","Station 15","1.87","9.02","10.88","Y","35.04713474651028","-85.23757392226713","POINT (-85.237573922267 35.04713474651)","Y","2001-02-26T08:27:44.000","2001-02-26T08:16:51.000","9"
"01-001857","2001-02-26T14:52:38.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6900",,"EAST BRAINERD","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","1.85","6.82","8.67","Y","35.01772091550015","-85.17453383422381","POINT (-85.174533834224 35.0177209155)","Y","2001-02-26T15:11:17.000","2001-02-26T15:02:37.000","6"
"01-001863","2001-02-26T16:45:09.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","6703",,"BONNY OAKS","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","1.67","6.22","7.88","Y","35.07220696707873","-85.15850893113864","POINT (-85.158508931139 35.072206967079)","Y","2001-02-26T16:53:42.000","2001-02-26T16:45:49.000","6"
"01-001884","2001-02-27T12:11:06.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3557",,"VALLEY","TRL","Chattanooga","0","0","0","0","ENGINE17","IN","1702","Station 17","0.92","8.42","9.33","Y","35.12373797220664","-85.31024251048285","POINT (-85.310242510483 35.123737972207)","Y","2001-02-27T12:22:42.000","2001-02-27T12:13:22.000","1"
"01-001900","2001-02-27T18:54:22.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3807",,"DODDS","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","902","Station 9","1.18","8.27","9.45","Y","34.998096070491655","-85.28285493528227","POINT (-85.282854935282 34.998096070492)","Y","2001-02-27T19:04:07.000","2001-02-27T18:54:40.000","7"
"01-001915","2001-02-28T11:04:24.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","6915",,"SHALLOWFORD","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","0.03","19.35","19.38","Y","35.04459088395006","-85.16152877256526","POINT (-85.161528772565 35.04459088395)","Y","2001-02-28T11:49:49.000","2001-02-28T11:30:26.000","6"
"01-001949","2001-03-01T08:14:21.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1130",,"MOUNTAIN CREEK","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","2.08","10.7","12.78","Y","35.11450584065641","-85.3204303713073","POINT (-85.32043037130701 35.114505840656)","Y","2001-03-01T08:27:35.000","2001-03-01T08:14:48.000","1"
"01-001954","2001-03-01T09:47:19.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1901",,"SUMMERBREEZE","LN","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","2.25","13.62","15.87","Y","35.14223453723913","-85.18390015146235","POINT (-85.183900151462 35.142234537239)","Y","2001-03-01T10:05:19.000","2001-03-01T09:49:27.000","3"
"01-001959","2001-03-01T12:43:31.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5600",,"BRAINERD","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","1301","Station 13","1.82","6.08","7.9","Y","35.010644487903775","-85.2173268622736","POINT (-85.217326862274 35.010644487904)","Y","2001-03-01T12:52:29.000","2001-03-01T12:44:35.000","6"
"01-001966","2001-03-01T15:32:44.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","743",,"SYLVAN","DR","Chattanooga","0","0","0","0","ENGINE 15","IN","1506","Station 15","2.08","7.55","9.63","Y","35.034644273874555","-85.23561798388417","POINT (-85.235617983884 35.034644273875)","Y","2001-03-01T15:43:48.000","2001-03-01T15:34:10.000","9"
"01-001967","2001-03-01T15:38:53.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","805",,"WINDING HILLS","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.78","5.93","7.72","Y","35.14671838250966","-85.25603609555992","POINT (-85.25603609556 35.14671838251)","Y","2001-03-01T15:47:42.000","2001-03-01T15:39:59.000","3"
"01-001985","2001-03-02T04:45:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5811",,"TALLADEGA","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8",,,"10.62","Y","35.04150206365643","-85.19201862315037","POINT (-85.19201862315 35.041502063656)","Y","2001-03-02T04:56:09.000","2001-03-02T04:45:32.000","6"
"01-002002","2001-03-02T16:45:15.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","821",,"SUTTON","DR","Chattanooga","0","0","0","0","ENGINE 22","OUT","1902","Station 19","1.43","5.85","7.28","Y","35.150185163708485","-85.25459755087834","POINT (-85.254597550878 35.150185163708)","Y","2001-03-02T16:53:03.000","2001-03-02T16:45:46.000","3"
"01-002004","2001-03-02T17:54:58.000",,"561 Unauthorized burning","500","Service Call",,"3608",,"TANAKA","TRL","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","1.17","6.6","7.77","Y","34.98505887538523","-85.27565119181352","POINT (-85.275651191814 34.985058875385)","Y","2001-03-02T18:02:59.000","2001-03-02T17:55:13.000","9"
"01-002005","2001-03-02T18:32:29.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","1.97","6.37","8.33","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","N","2001-03-02T18:41:01.000","2001-03-02T18:32:41.000","1"
"01-002021","2001-03-03T04:22:52.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","3099",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","1.58","5.9","7.48","Y",,,,"Y","2001-03-03T04:30:59.000","2001-03-03T04:23:30.000",
"01-002023","2001-03-03T06:24:12.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3705",,"7TH","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","902","Station 9","2.58","4.92","7.5","Y","34.99921551671163","-85.28567196321785","POINT (-85.285671963218 34.999215516712006)","Y","2001-03-03T06:32:08.000","2001-03-03T06:24:38.000","7"
"01-002041","2001-03-03T14:37:01.000",,"350 Extrication  rescue  other","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6703",,"BONNY OAKS","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","1.47","7.53","9","Y","35.07220696707873","-85.15850893113864","POINT (-85.158508931139 35.072206967079)","Y","2001-03-03T14:46:52.000","2001-03-03T14:37:52.000","6"
"01-002054","2001-03-03T19:03:14.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","514","S","GERMANTOWN","RD","Chattanooga","0","0","0","0","ENGINE13","IN","1301","Station 13","2.57","4.85","7.42","Y","35.013732619138466","-85.25209130584423","POINT (-85.252091305844 35.013732619138)","Y","2001-03-03T19:11:07.000","2001-03-03T19:03:42.000","6"
"01-002061","2001-03-04T02:44:42.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","3111",,"HARRISON","PIKE","Chattanooga","0","0","0","0","ENGINE 4","IN","404","Station 4","1.75","6.18","7.93","Y","35.08407104672974","-85.21967331058254","POINT (-85.219673310583 35.08407104673)","Y","2001-03-04T02:52:39.000","2001-03-04T02:44:43.000","5"
"01-002073","2001-03-04T11:59:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3521",,"SUNRISE","TER","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","1.57","5.67","7.23","Y","34.989001408769525","-85.27185949668375","POINT (-85.271859496684 34.98900140877)","Y","2001-03-04T12:06:58.000","2001-03-04T11:59:44.000","9"
"01-002100","2001-03-05T15:31:18.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","500",,"KILMER","ST","Chattanooga","0","0","0","0","ENGINE 5","IN","503","Station 5","4.28","5.88","10.17","Y","35.03908076325419","-85.26210305033496","POINT (-85.262103050335 35.039080763254)","Y","2001-03-05T15:42:43.000","2001-03-05T15:32:33.000","9"
"01-002142","2001-03-06T15:27:37.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1101",,"MARKET","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","0.75","7.33","8.08","Y","35.04383224303588","-85.3093786979999","POINT (-85.309378698 35.043832243036)","Y","2001-03-06T15:38:41.000","2001-03-06T15:30:36.000","7"
"01-002152","2001-03-07T01:02:17.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1511","E","46TH STREET","PL","Chattanooga","0","0","0","0","ENGINE 9","IN","903","Station 9","2.43","5.03","7.47","Y","34.98936202919265","-85.29207849429163","POINT (-85.292078494292 34.989362029193)","Y","2001-03-07T01:10:30.000","2001-03-07T01:03:02.000","7"
"01-002163","2001-03-07T12:22:47.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","5635",,"MOODY SAWYER","RD","Chattanooga",,,,,"ENGINE 22","IN","2202","Station 22","4","5.58","9.58","Y","35.15522506582815","-85.25689770670546","POINT (-85.256897706705 35.155225065828)","Y","2001-03-07T12:33:55.000","2001-03-07T12:24:20.000","3"
"01-002169","2001-03-07T14:04:06.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3819",,"DEERFOOT","DR","Chattanooga","0","0","0","0","ENGINE 15","OUT","602","Station 6","2.4","6.73","9.13","Y","35.07119909459324","-85.21086181358261","POINT (-85.210861813583 35.071199094593)","Y","2001-03-07T14:18:23.000","2001-03-07T14:09:15.000","5"
"01-002170","2001-03-07T14:24:34.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","6703",,"BONNY OAKS","DR","Chattanooga",,,,,"ENGINE8","IN","801","Station 8","2.03","7.63","9.67","Y","35.07220696707873","-85.15850893113864","POINT (-85.158508931139 35.072206967079)","Y","2001-03-07T14:36:06.000","2001-03-07T14:26:26.000","6"
"01-002178","2001-03-07T17:11:02.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2200",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 9","IN","902","Station 9","1.08","6.58","7.67","Y",,,,"Y","2001-03-07T17:20:04.000","2001-03-07T17:12:24.000",
"01-002181","2001-03-07T18:42:00.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7019",,"DAYTON","PIKE","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.95","6.25","8.2","Y",,,,"Y","2001-03-07T18:50:42.000","2001-03-07T18:42:30.000",
"01-002195","2001-03-08T08:11:26.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","3.25","12.73","15.98","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","Y","2001-03-08T08:35:19.000","2001-03-08T08:19:20.000","1"
"01-002198","2001-03-08T11:43:34.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","22",,"DIXIE","CIR","Chattanooga","0","0","0","0","LADDER3","OUT","1602","Station 16","0.98","6.13","7.12","Y",,,,"Y","2001-03-08T11:51:04.000","2001-03-08T11:43:57.000",
"01-002205","2001-03-08T17:01:12.000",,"130 Mobile property (vehicle) fire  other","100","Fire","Fire Call","5700",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","3.15","5.6","8.75","Y",,,,"Y","2001-03-08T17:10:46.000","2001-03-08T17:02:01.000",
"01-002208","2001-03-08T18:00:18.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1007","N","SANCTUARY","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","1.33","8.43","9.77","Y","34.99852835965973","-85.1776228310139","POINT (-85.177622831014 34.99852835966001)","Y","2001-03-08T18:11:07.000","2001-03-08T18:01:21.000","6"
"01-002216","2001-03-08T22:01:21.000",,"160 Special outside fire  other","100","Fire","Fire Call","4718",,"TARPON","TRL","Chattanooga",,,,,"LADDER3","OUT","603","Station 6","1.97","6.43","8.4","Y","35.09009693007659","-85.19717855766345","POINT (-85.197178557663 35.090096930077)","N","2001-03-08T22:13:10.000","2001-03-08T22:04:46.000","3"
"01-002230","2001-03-09T09:25:47.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","1901","S","ORCHARD KNOB","AVE","Chattanooga","0","0","0","0","ENGINE 5","IN","500","Station 5","0.13","9.97","10.1","Y","35.022221529440216","-85.2822543680456","POINT (-85.282254368046 35.02222152944)","Y","2001-03-09T09:36:02.000","2001-03-09T09:25:56.000","8"
"01-002236","2001-03-09T15:35:06.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.07","6.07","8.13","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-03-09T15:43:37.000","2001-03-09T15:35:29.000","6"
"01-002254","2001-03-09T23:04:09.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4519",,"HIXSON","PIKE","Chattanooga","0","0","0","0","LADDER3","OUT","1602","Station 16","1.93","5.47","7.4","Y","35.12074076739782","-85.2489505486291","POINT (-85.248950548629 35.120740767398)","Y","2001-03-09T23:11:49.000","2001-03-09T23:04:25.000","2"
"01-002257","2001-03-09T23:57:48.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4519",,"HIXSON","PIKE","Chattanooga",,,,,"LADDER3","OUT","1602","Station 16","2.37","4.63","7","Y","35.12074076739782","-85.2489505486291","POINT (-85.248950548629 35.120740767398)","N","2001-03-10T00:05:22.000","2001-03-09T23:58:22.000","2"
