"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"21-012546","2021-07-25T00:29:02.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga",,,,,"QUINT 14","OUT","1204 A","Station 1204","1.53",,,"N","35.02571308061608","-85.33543548699203","POINT (-85.33543548699203 35.02571308061608)","N","1800-01-01T00:00:00.000","2021-07-25T00:29:02.000","1"
"22-001424","2022-01-25T07:33:09.000","Green","733 Smoke detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","3007",,"TOWERWAY","DR","Chattanooga",,,,,"QUINT 6","OUT","1503","Station 15","0.72",,,"N","35.06599108026773","-85.23623996345124","POINT (-85.23623996345124 35.06599108026773)","N","1800-01-01T00:00:00.000","2022-01-25T07:33:09.000","5"
"20-010689","2020-08-15T11:46:20.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","718",,"MCCALLIE","AVE","Chattanooga",,,,,"LADDER 1","OUT","203 UTC J","Station 203 UTC","0.58","1.67","2.25","Y","35.04441867332664","-85.29909564655019","POINT (-85.29909564655019 35.04441867332664)","N","2020-08-15T11:48:35.000","2020-08-15T11:46:20.000","8"
"22-003399","2022-02-24T22:59:13.000","Red","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8324",,"xOAKk","DR","Chattanooga","0","0","0","0","QUINT 21","IN","2101","Station 21","1.43","4.27","5.7","Y",,,,"Y","2022-02-24T23:04:55.000","2022-02-24T22:59:13.000",
"21-001184","2021-01-25T08:00:26.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","0",,"JENKINS","RD","Chattanooga","0","0","0","0","SQUAD 7","OUT","701 B","Station 701","1.1",,,"N",,,,"N","1800-01-01T00:00:00.000","2021-01-25T08:00:26.000",
"20-006357","2020-05-13T18:35:29.000","Blue","733 Smoke detector activation due to malfunction","700","False Alarm & False Call","Non-Fire Call","2116",,"TUNNEL","BLVD","Chattanooga",,,,,"ENGINE 4","OUT","1506","Station 15","1.75",,,"N","35.05445297712809","-85.23253515939494","POINT (-85.23253515939494 35.05445297712809)","N","1800-01-01T00:00:00.000","2020-05-13T18:35:29.000","5"
"21-005974","2021-04-17T11:13:45.000","Red","111 Building fire","100","Fire","Fire Call","4305",,"WILSONIA","AVE","Chattanooga",,,,,"ENGINE 5","OUT","1506","Station 15","1.23","6.35","7.58","N","35.03219361428988","-85.22970098594453","POINT (-85.22970098594453 35.03219361428988)","N","2021-04-17T11:21:20.000","2021-04-17T11:13:45.000","5"
"22-001420","2022-01-25T05:24:34.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","7429",,"SHALLOWFORD","RD","Chattanooga",,,,,"QUINT 21","OUT","802 B","Station 802","2.02","5.42","7.43","Y","35.04004473083038","-85.14705230018794","POINT (-85.14705230018794 35.04004473083038)","N","2022-01-25T05:32:00.000","2022-01-25T05:24:34.000","4"
"20-015064","2020-11-08T03:17:26.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","7421",,"BONNY OAKS","DR","Chattanooga","0","0","0","0","SQUAD 7","OUT","701 A","Station 701","1.83",,,"N","35.06147171408387","-85.13479087085516","POINT (-85.13479087085516 35.06147171408387)","N","1800-01-01T00:00:00.000","2020-11-08T03:17:26.000","6"
"20-015276","2020-11-11T19:08:42.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1700",,"JEANAGA","TRL","Chattanooga",,,,,"ENGINE 4","OUT","1506","Station 15","1.13",,,"N","35.04792337572148","-85.23083079565264","POINT (-85.23083079565264 35.04792337572148)","N","1800-01-01T00:00:00.000","2020-11-11T19:08:42.000","5"
"22-010429","2022-06-14T09:17:01.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","230","N","HIGHLAND PARK","AVE","Chattanooga",,,,,"ENGINE 5","IN","501","Station 5","1.58","3.37","4.95","Y","35.040883626515715","-85.27839800303248","POINT (-85.27839800303248 35.040883626515715)","Y","2022-06-14T09:21:58.000","2022-06-14T09:17:01.000","8"
"20-017808","2020-12-29T13:16:31.000","Green","554 Assist invalid","500","Service Call","Non-Fire Call","7712",,"BASSWOOD","DR","Chattanooga","0","0","0","0","LADDER 7","OUT","701 A","Station 701","1.67","3.67","5.33","Y","35.07694155594644","-85.16819307209668","POINT (-85.16819307209668 35.07694155594644)","Y","2020-12-29T13:21:51.000","2020-12-29T13:16:31.000","5"
"22-001000","2022-01-17T13:23:58.000","Blue","531 Smoke or odor removal","500","Service Call","Non-Fire Call","4005",,"LARA","LN","Chattanooga",,,,,"QUINT 8","OUT","603 A","Station 603","1.2",,,"N","35.09450572461364","-85.18917557813351","POINT (-85.18917557813351 35.09450572461364)","N","1800-01-01T00:00:00.000","2022-01-17T13:23:58.000","3"
"21-019573","2021-11-04T20:59:38.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1002","E","MAIN","ST","Chattanooga",,,,,"SQUAD 1","OUT","202","Station 1","1.85","2.7","4.55","N","35.030815807167464","-85.29454029950358","POINT (-85.29454029950358 35.030815807167464)","N","2021-11-04T21:04:11.000","2021-11-04T20:59:38.000","8"
"21-002084","2021-02-12T14:33:18.000","Green","551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","2500",,"CUMMINGS","HWY","Chattanooga",,,,,"QUINT 14","OUT","2003 A","Station 2003","1.45","6.0","7.45","N",,,,"N","2021-02-12T14:40:45.000","2021-02-12T14:33:18.000",
"20-015144","2020-11-09T12:01:28.000","Blue","324 Motor vehicle accident with no injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0","N","ACCESS","RD","Chattanooga","0","0","0","0","QUINT 16","IN","1602 A","Station 1602","0.07","1.65","1.72","Y",,,,"Y","2020-11-09T12:03:11.000","2020-11-09T12:01:28.000",
"21-010575","2021-06-26T13:33:35.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2062",,"HAMILL","RD","Chattanooga",,,,,"SQUAD 19","OUT","1901","Station 19","0.77",,,"N","35.1232158579647","-85.23747198135412","POINT (-85.23747198135412 35.1232158579647)","N","1800-01-01T00:00:00.000","2021-06-26T13:33:35.000","3"
"21-015843","2021-09-09T16:54:14.000","Blue","730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","320","E","MAIN","ST","Chattanooga",,,,,"SQUAD 1","OUT","201 A","Station 201","2.45","0.73","3.18","Y","35.034564767247375","-85.30377482633888","POINT (-85.30377482633888 35.034564767247375)","N","2021-09-09T16:57:25.000","2021-09-09T16:54:14.000","7"
"20-002846","2020-02-24T10:30:18.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"WILCOX","BLVD","Chattanooga","0","0","0","0","SQUAD 13","OUT","1506","Station 15","0.25","5.48","5.73","Y",,,,"Y","2020-02-24T10:36:02.000","2020-02-24T10:30:18.000",
"20-010163","2020-08-03T13:17:43.000","Green","324 Motor vehicle accident with no injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"GREENWAY VIEW","DR","Chattanooga","0","0","0","0","SQUAD 13","OUT","1303","Station 13",,"0.0","0.0","Y",,,,"Y","2020-08-03T13:17:43.000","2020-08-03T13:17:43.000",
"20-011777","2020-09-08T00:46:03.000","Green","622  No incident found on arrival at dispatch addr","600","Good Intent Call","Non-Fire Call","902",,"MCCALLIE","AVE","Chattanooga","0","0","0","0","ENGINE 4","OUT","203","Station 1","1.15","6.82","7.97","N","35.04245101956603","-85.29296712700256","POINT (-85.29296712700256 35.04245101956603)","Y","2020-09-08T00:54:01.000","2020-09-08T00:46:03.000","8"
"22-000104","2022-01-02T13:35:05.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1616",,"CASH CANYON","RD","Hamilton County",,,,,"SQUAD 20","OUT","305 A","Station 305","1.37",,,"N","35.101266614232564","-85.36107139321288","POINT (-85.36107139321288 35.101266614232564)","N","1800-01-01T00:00:00.000","2022-01-02T13:35:05.000",
"21-010278","2021-06-21T15:34:03.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","51",,"LOST MOUND","DR","Chattanooga",,,,,"QUINT 10","IN","1004","Station 10","0.7","2.98","3.68","Y","35.09040282065492","-85.26259359855626","POINT (-85.26259359855626 35.09040282065492)","Y","2021-06-21T15:37:44.000","2021-06-21T15:34:03.000","8"
"21-009611","2021-06-12T21:06:47.000","Red","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1464",,"MARKET","ST","Chattanooga","0","0","0","0","QUINT 1","OUT","201 A","Station 201","0.25","0.25","0.5","Y","35.03662192498457","-85.30705250186212","POINT (-85.30705250186212 35.03662192498457)","Y","2021-06-12T21:07:17.000","2021-06-12T21:06:47.000","8"
"21-016396","2021-09-17T18:04:18.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1950",,"MCDADE","LN","Chattanooga",,,,,"ENGINE 4","OUT","1201","Station 12","1.47",,,"N","35.08551719724712","-85.28903921603289","POINT (-85.28903921603289 35.08551719724712)","N","1800-01-01T00:00:00.000","2021-09-17T18:04:18.000","2"
"21-020186","2021-11-14T06:59:02.000","Green","531 Smoke or odor removal","500","Service Call","Non-Fire Call","881","N","CHAMBERLAIN","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","401","Station 4","1.07","4.57","5.63","N","35.04494419298761","-85.26058213187927","POINT (-85.26058213187927 35.04494419298761)","N","2021-11-14T07:04:40.000","2021-11-14T06:59:02.000","8"
"22-002659","2022-02-13T16:06:05.000","Blue","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","1201",,"BOYNTON","DR","Chattanooga",,,,,"QUINT 14","OUT","101 A","Station 101","1.12","7.67","8.78","N","35.0452291131902","-85.32021959412309","POINT (-85.32021959412309 35.0452291131902)","Y","2022-02-13T16:14:52.000","2022-02-13T16:06:05.000","7"
"20-006229","2020-05-09T18:02:12.000","Green","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1109",,"ASHLAND","TER","Chattanooga","0","0","0","0","QUINT 16","IN","1602 A","Station 1602","0.52","4.02","4.53","Y",,,,"Y","2020-05-09T18:06:44.000","2020-05-09T18:02:12.000",
"21-009695","2021-06-14T04:32:44.000","Green","735 Alarm system sounded due to malfunction","700","False Alarm & False Call","Non-Fire Call","336",,"BROOMSEDGE","TRL","Chattanooga",,,,,"LADDER 1","OUT","1702","Station 17","2.28",,,"N","35.111394679621355","-85.32426107491278","POINT (-85.32426107491278 35.111394679621355)","N","1800-01-01T00:00:00.000","2021-06-14T04:32:44.000","1"
"20-007317","2020-06-06T21:18:54.000","Red","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","3825",,"HIXSON","PIKE","Chattanooga",,,,,"QUINT 19","OUT","1602 A","Station 1602","2.35","4.77","7.12","N","35.11204011066333","-85.27146816006898","POINT (-85.27146816006898 35.11204011066333)","N","2020-06-06T21:26:01.000","2020-06-06T21:18:54.000","2"
"20-002645","2020-02-20T15:52:27.000","Blue","735 Alarm system sounded due to malfunction","700","False Alarm & False Call","Non-Fire Call","29",,"JOHNSON","ST","Chattanooga",,,,,"LADDER 1","OUT","201 A","Station 201","0.7","2.25","2.95","N","35.03577917510367","-85.30492199219319","POINT (-85.30492199219319 35.03577917510367)","Y","2020-02-20T15:55:24.000","2020-02-20T15:52:27.000","8"
"22-001247","2022-01-21T23:59:26.000","Red","554 Assist invalid","500","Service Call","Non-Fire Call","0","E","51ST","ST","Chattanooga","0","0","0","0","ENGINE 9","IN","903","Station 9","1.5","5.68","7.18","Y",,,,"Y","2022-01-22T00:06:37.000","2022-01-21T23:59:26.000",
"20-013784","2020-10-16T01:08:41.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1209",,"DUANE","RD","Chattanooga",,,,,"SQUAD 1","OUT","1201","Station 12","2.37",,,"N","35.08111944919195","-85.29197858638692","POINT (-85.29197858638692 35.08111944919195)","N","1800-01-01T00:00:00.000","2020-10-16T01:08:41.000","2"
"22-000442","2022-01-08T01:46:26.000","Blue","730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","818",,"UNIVERSITY","ST","Chattanooga",,,,,"SQUAD 1","OUT","102 UTC L","Station 102 UTC","2.12","4.02","6.13","N","35.04369759261656","-85.30113530247553","POINT (-85.30113530247553 35.04369759261656)","N","2022-01-08T01:52:34.000","2022-01-08T01:46:26.000","8"
"20-004279","2020-03-25T18:37:43.000","Green","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"HIGHWAY 27",,"Hamilton County","0","0","0","0","QUINT 17","OUT","1205","Station 12","0.68","6.33","7.02","Y",,,,"Y","2020-03-25T18:44:44.000","2020-03-25T18:37:43.000",
"21-009517","2021-06-11T13:16:00.000","Blue","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","8404",,"MORIN","RD","Chattanooga",,,,,"QUINT 21","IN","2101","Station 21","1.28","4.92","6.2","Y","35.006115978713495","-85.13542601143456","POINT (-85.13542601143456 35.006115978713495)","Y","2021-06-11T13:22:12.000","2021-06-11T13:16:00.000","4"
"22-003007","2022-02-19T03:44:57.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","0",,"KING","ST","Chattanooga","0","0","0","0","QUINT 1","OUT","101 B","Station 101","1.88","4.0","5.88","Y",,,,"Y","2022-02-19T03:50:50.000","2022-02-19T03:44:57.000",
"21-009105","2021-06-05T09:05:16.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","7026",,"DISCOVERY","DR","Chattanooga",,,,,"LADDER 7","OUT","701 A","Station 701","1.68","1.37","3.05","Y","35.07497436357431","-85.14954970547176","POINT (-85.14954970547176 35.07497436357431)","N","2021-06-05T09:08:19.000","2021-06-05T09:05:16.000","6"
"20-016806","2020-12-10T22:35:53.000","Red","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","1912","S","WILLOW","ST","Chattanooga",,,,,"ENGINE 9","OUT","502 A","Station 502","1.03","3.77","4.8","N","35.02034912907979","-85.27930852950384","POINT (-85.27930852950384 35.02034912907979)","N","2020-12-10T22:40:41.000","2020-12-10T22:35:53.000","8"
"22-001485","2022-01-26T04:11:37.000","Blue","442 Overheated motor","400","Hazardous Condition (no fire)","Non-Fire Call","1201",,"BOYNTON","DR","Chattanooga",,,,,"ENGINE 5","OUT","101 A","Station 101","1.47","7.1","8.57","N","35.0452291131902","-85.32021959412309","POINT (-85.32021959412309 35.0452291131902)","N","2022-01-26T04:20:11.000","2022-01-26T04:11:37.000","7"
"20-003920","2020-03-15T21:00:29.000","Red","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","QUINT 1","IN","104","Station 1","0.77","5.73","6.5","Y",,,,"Y","2020-03-15T21:06:59.000","2020-03-15T21:00:29.000",
"21-014655","2021-08-24T07:50:11.000","Blue","622  No incident found on arrival at dispatch addr","600","Good Intent Call","Non-Fire Call","0",,"ELY","RD","Chattanooga",,,,,"SQUAD 19","OUT","1602 A","Station 1602","0.97","4.7","5.67","N",,,,"N","2021-08-24T07:55:51.000","2021-08-24T07:50:11.000",
"21-003980","2021-03-16T23:44:31.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","5928",,"HIXSON","PIKE","Chattanooga",,,,,"SQUAD 19","OUT","1101","Station 11","1.42",,,"N","35.14763408546005","-85.2078377473996","POINT (-85.2078377473996 35.14763408546005)","N","1800-01-01T00:00:00.000","2021-03-16T23:44:31.000","3"
"20-002287","2020-02-13T11:01:43.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5100",,"HIGHWAY 153 SB",,"Chattanooga","0","0","0","0","QUINT 10","OUT","1602 A","Station 1602","0.48","2.6","3.08","Y","35.120165178339235","-85.23699897813825","POINT (-85.23699897813825 35.120165178339235)","Y","2020-02-13T11:04:48.000","2020-02-13T11:01:43.000","3"
"20-017383","2020-12-22T02:06:30.000","Blue","311 Medical assist  assist EMS crew","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"HIGHWAY 153 @ NB HIXSON PK NB","RAMP","Chattanooga",,,,,"SQUAD 19","OUT","1901","Station 19","2.28","4.67","6.95","Y",,,,"Y","2020-12-22T02:13:27.000","2020-12-22T02:06:30.000",
"20-008591","2020-07-03T08:52:15.000","Red","112 Fires in structures other than in a building","100","Fire","Fire Call","4001",,"ST ELMO","AVE","Chattanooga",,,,,"SQUAD 13","OUT","1402","Station 14","0.68",,,"N","35.00839220032382","-85.3286558113938","POINT (-85.3286558113938 35.00839220032382)","N","1800-01-01T00:00:00.000","2020-07-03T08:55:42.000","7"
"22-006765","2022-04-18T09:50:15.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","7351",,"COURAGE","WAY","Chattanooga",,,,,"QUINT 6","OUT","802 A","Station 802","0.58",,,"N","35.053762910271104","-85.14337507798581","POINT (-85.14337507798581 35.053762910271104)","N","1800-01-01T00:00:00.000","2022-04-18T09:50:15.000","6"
"22-006717","2022-04-17T08:12:02.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","2620",,"ANDREWS","ST","Chattanooga",,,,,"QUINT 10","OUT","404","Station 4","1.18",,,"N","35.06679559418816","-85.24645640181707","POINT (-85.24645640181707 35.06679559418816)","N","1800-01-01T00:00:00.000","2022-04-17T08:12:02.000","9"
"22-006717","2022-04-17T08:12:02.000","Blue","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","2620",,"ANDREWS","ST","Chattanooga",,,,,"QUINT 6","OUT","404","Station 4","0.88",,,"N","35.06679559418816","-85.24645640181707","POINT (-85.24645640181707 35.06679559418816)","N","1800-01-01T00:00:00.000","2022-04-17T08:12:02.000","9"
"21-010723","2021-06-28T19:45:10.000","Red","622  No incident found on arrival at dispatch addr","600","Good Intent Call","Non-Fire Call","563",,"ARLINGTON","AVE","Chattanooga",,,,,"LADDER 1","OUT","503","Station 5","1.25",,,"N","35.041904161919476","-85.26454441472399","POINT (-85.26454441472399 35.041904161919476)","N","1800-01-01T00:00:00.000","2021-06-28T19:45:10.000","8"
"20-009732","2020-07-25T16:31:28.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","7511",,"SHALLOWFORD","RD","Chattanooga",,,,,"SQUAD 19","OUT","802 B","Station 802","1.57",,,"N","35.03887094585017","-85.14323295638579","POINT (-85.14323295638579 35.03887094585017)","N","1800-01-01T00:00:00.000","2020-07-25T16:31:28.000","4"
"21-000609","2021-01-12T21:13:55.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4929",,"JEFFERY","LN","Chattanooga","0","0","0","0","ENGINE 5","OUT","903","Station 9","1.45","9.53","10.98","Y","34.99018345225517","-85.30628730579843","POINT (-85.30628730579843 34.99018345225517)","Y","2021-01-12T21:24:54.000","2021-01-12T21:13:55.000","7"
"20-006431","2020-05-15T14:55:32.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0","N","MARKET","ST","Chattanooga","0","0","0","0","ENGINE 12","IN","1202 A","Station 1202","1.15","2.98","4.13","Y",,,,"Y","2020-05-15T14:59:40.000","2020-05-15T14:55:32.000",
"22-000115","2022-01-02T19:24:03.000","Green","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","1806",,"VERONA","DR","Chattanooga","0","0","0","0","LADDER 7","OUT","2101","Station 21","1.17",,,"N","35.0277696349965","-85.16215993114639","POINT (-85.16215993114639 35.0277696349965)","N","1800-01-01T00:00:00.000","2022-01-02T19:24:03.000","4"
"20-006589","2020-05-20T00:55:15.000","Blue","324 Motor vehicle accident with no injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3503",,"5TH","AVE","Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","0.9","1.72","2.62","Y","35.0027397647592","-85.2865497342165","POINT (-85.2865497342165 35.0027397647592)","Y","2020-05-20T00:57:52.000","2020-05-20T00:55:15.000","7"
"20-015517","2020-11-16T15:14:11.000","Blue","744 Detector activation  no fire - unintentional","700","False Alarm & False Call","Non-Fire Call","1810","E","MAIN","ST","Chattanooga",,,,,"QUINT 1","OUT","504","Station 5","1.58",,,"N","35.026249828098564","-85.28131040122166","POINT (-85.28131040122166 35.026249828098564)","N","1800-01-01T00:00:00.000","2020-11-16T15:14:11.000","8"
"20-013142","2020-10-04T08:22:53.000","Blue","111 Building fire","100","Fire","Fire Call","734","W","HENDERSON","DR","Chattanooga",,,,,"SQUAD 13","OUT","1506","Station 15","1.05","3.73","4.78","Y","35.02945161748259","-85.22605830645868","POINT (-85.22605830645868 35.02945161748259)","N","2020-10-04T08:27:40.000","2020-10-04T08:22:53.000","5"
"21-007762","2021-05-15T11:17:20.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2260",,"GUNBARREL","RD","Chattanooga","0","0","0","0","QUINT 8","OUT","2101","Station 21","1.0",,,"N","35.037047223541684","-85.15117091645993","POINT (-85.15117091645993 35.037047223541684)","N","1800-01-01T00:00:00.000","2021-05-15T11:17:20.000","4"
"21-004662","2021-03-27T10:37:14.000","Green","111 Building fire","100","Fire","Fire Call","1","E","11TH","ST","Chattanooga",,,,,"QUINT 14","OUT","101 B","Station 101","1.35","118.73","120.08","N","35.04400750299239","-85.30912284854143","POINT (-85.30912284854143 35.04400750299239)","N","2021-03-27T12:40:06.000","2021-03-27T10:40:01.000","8"
"20-004500","2020-04-02T06:56:28.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1701",,"BROAD","ST","Chattanooga",,,,,"SQUAD 1","OUT","103 B","Station 103","0.45","3.37","3.82","N","35.03550104586074","-85.31346633522004","POINT (-85.31346633522004 35.03550104586074)","Y","2020-04-02T07:00:17.000","2020-04-02T06:56:28.000","7"
"20-009906","2020-07-29T00:09:28.000","Green","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2914",,"STUART","ST","Chattanooga","0","0","0","0","ENGINE 4","IN","404","Station 4","1.52","2.92","4.43","Y",,,,"Y","2020-07-29T00:13:54.000","2020-07-29T00:09:28.000",
"20-009967","2020-07-30T12:02:02.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","601",,"WASHINGTON","ST","Chattanooga","0","0","0","0","QUINT 1","OUT","201 A","Station 201","1.08","3.2","4.28","Y",,,,"Y","2020-07-30T12:06:19.000","2020-07-30T12:02:02.000",
"20-002582","2020-02-19T11:49:23.000","Red","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","500","W","M L KING","BLVD","Chattanooga",,,,,"QUINT 14","OUT","101 A","Station 101","0.68","6.92","7.6","N","35.0480972281017","-85.31822650122656","POINT (-85.31822650122656 35.0480972281017)","N","2020-02-19T11:56:59.000","2020-02-19T11:49:23.000","7"
"20-017177","2020-12-18T10:09:19.000","Green","745 Alarm system activation no fire unintentional","700","False Alarm & False Call","Non-Fire Call","1304","S","LYERLY","ST","Chattanooga",,,,,"ENGINE 5","OUT","502 A","Station 502","0.52","2.3","2.82","Y","35.02531125650814","-85.27345745440826","POINT (-85.27345745440826 35.02531125650814)","N","2020-12-18T10:12:08.000","2020-12-18T10:09:19.000","8"
"21-007684","2021-05-14T10:32:07.000","Red","321 EMS call  excluding vehicle accident with inju","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"FOUST","ST","Chattanooga",,,,,"QUINT 1","OUT","902","Station 9","0.6",,,"N",,,,"N","1800-01-01T00:00:00.000","2021-05-14T10:32:07.000",
"21-021382","2021-12-03T10:40:12.000","Blue","322 Motor vehicle accident with injuries","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"VANCE","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","502 A","Station 502","0.28","3.05","3.33","Y",,,,"Y","2021-12-03T10:43:32.000","2021-12-03T10:40:12.000",
"20-006691","2020-05-22T10:49:29.000","Blue","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","2100",,"HAMILTON PLACE","BLVD","Chattanooga",,,,,"SQUAD 13","OUT","802 B","Station 802","1.05",,,"N","35.0352516601823","-85.15977889459991","POINT (-85.15977889459991 35.0352516601823)","N","1800-01-01T00:00:00.000","2020-05-22T10:49:29.000","4"
"20-008858","2020-07-08T13:10:12.000","Blue","522 Water or steam leak","500","Service Call","Non-Fire Call","1312",,"MOSS","DR","Chattanooga","0","0","0","0","ENGINE 4","OUT","1501","Station 15","1.73","7.83","9.57","N","35.045554916421814","-85.24144304631379","POINT (-85.24144304631379 35.045554916421814)","Y","2020-07-08T13:19:46.000","2020-07-08T13:10:12.000","9"
"21-006540","2021-04-26T16:51:14.000","Red","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","0",,"4TH","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","502 A","Station 502","0.08",,,"N",,,,"N","1800-01-01T00:00:00.000","2021-04-26T16:51:14.000",
"20-006588","2020-05-20T00:28:54.000","Blue","554 Assist invalid","500","Service Call","Non-Fire Call","2709",,"CITICO","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","407","Station 4","1.27","5.32","6.58","Y","35.041506953840795","-85.25700026283349","POINT (-85.25700026283349 35.041506953840795)","Y","2020-05-20T00:35:29.000","2020-05-20T00:28:54.000","9"
"20-016835","2020-12-11T13:50:18.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","0",,"LEE","HWY","Chattanooga","0","0","0","0","QUINT 8","OUT","801 B","Station 801","1.65",,,"N",,,,"N","1800-01-01T00:00:00.000","2020-12-11T13:50:18.000",
"20-005512","2020-04-19T12:46:45.000","Green","611 Dispatched & canceled en route","600","Good Intent Call","Non-Fire Call","0",,"BLACKFORD","ST","Chattanooga","0","0","0","0","LADDER 5","IN","503","Station 5","0.8",,,"N",,,,"N","1800-01-01T00:00:00.000","2020-04-19T12:46:45.000",
"20-006743","2020-05-23T18:04:30.000","Green","743 Smoke detector activation  no fire - unintenti","700","False Alarm & False Call","Non-Fire Call","102",,"WALNUT","ST","Chattanooga","0","0","0","0","ENGINE 12","OUT","101 B","Station 101","0.87",,,"N","35.05526553831859","-85.30728204757148","POINT (-85.30728204757148 35.05526553831859)","N","1800-01-01T00:00:00.000","2020-05-23T18:04:30.000","7"
