"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"Unum Life Insurance Co of America","754639","2162235","2017-07-06T00:00:00.000","3rdM-06-JUL-17-211646-460518","2017-07-06T00:00:00.000","10.9",,,"Undefined","AP Long Term Care","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-6990","US","8581","0","Yes"
"Grainger  Inc","030006","2105197","2014-06-24T00:00:00.000","9440592880","2014-05-14T00:00:00.000","1034.19","526222","89335","Public Works","Safety Equipment","Interceptor Sewer Operations","Pump Stat - Big Ridge","No","No","No","Kansas City,","MO,","64141-6267","US","123","41","No"
"Cintas Corporation No. 2","868273","2176315","2018-05-07T00:00:00.000","475170795","2018-04-27T00:00:00.000","31.95","527768","203377","Public Works","Floor Mat / Scrapper Rental","General Fund","Building Maintenance","No","No","No","Cincinatti,","OH,","45263-0910","US","384675","10","Yes"
"COS Business Products & Interiors","012286","2070325","2012-10-26T00:00:00.000","1494165-0","2012-10-12T00:00:00.000","121.99","517661","53745","Parks Management","Office Supplies & Stationery","General Fund","Shared Maint - Carousel Operations","No","No","No","Chattanooga,","TN,","37406","US","47","14","Yes"
"Sears Shoe Store","466975","2063069","2012-07-06T00:00:00.000","6934","2012-06-30T00:00:00.000","76.05","0034498","46656","Parks Management","Safety Shoes","General Fund","Rec Facility - Summit of Softball","No","No","No","Ft Oglthorpe,","GA,","30742","US","984","6","Yes"
"Midwest Tape","735040","5008740","2020-09-01T00:00:00.000","99278922","2020-08-19T00:00:00.000","226.32","544956","295305","General Gov't & Agencies","Books Library","Public Library","Library - Downtown Branch-Central Office","No","No","No","Holland,","OH,","43528","US","2884","13","Yes"
"Ace Lock & Key Service","000362","5007948","2020-06-22T00:00:00.000","18424","2020-01-15T00:00:00.000","5.5","557582","287963","Public Works","Locksmith","General Fund","Building Maintenance","No","No","No","Chattanooga,","TN,","37407","US","2","159","No"
"Unum","435844","2127637","2015-08-20T00:00:00.000","3rdM-20-AUG-15-211612-328608","2015-08-20T00:00:00.000","20.44",,,"Undefined","AP Prov Future Life Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","911","0","Yes"
"Lee-Smith Inc","039980","2073763","2012-12-19T00:00:00.000","AI53856","2012-11-20T00:00:00.000","-115",,,"General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","29","Yes"
"Acushnet Company","869238","2159707","2017-05-17T00:00:00.000","904171086","2017-05-09T00:00:00.000","683.52","543003","167766","General Services","Pro Shop Inventory","Municipal Golf Courses","Brainerd Golf Pro Shop","Yes","No","No","Chicago,","IL,","60695-1112","US","502690","8","Yes"
"Tenn American Water Co","068508","2096177","2013-12-31T00:00:00.000","16547158 1213","2013-12-10T00:00:00.000","16.33",,,"Youth & Family Development","Water","General Fund","Recreation Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","21","Yes"
"NAFGPD/Natl Assoc Of Foster","692548","2051474","2012-01-13T00:00:00.000","28","2012-01-06T00:00:00.000","100",,,"Human Services","Dues","2012 Foster Grandparents","Foster Grandparent - Vol Support","No","No","No","Topeka,","KS,","66604","US","2011","7","Yes"
"Chatt Fire Protection Inc","012558","2198356","2019-10-07T00:00:00.000","98355","2019-07-24T00:00:00.000","65","552808","260982","Fire","Fire Prevention Measures","General Fund","Fire Logistics & Technology","No","No","No","Chattanooga,","TN,","37401","US","52","75","No"
"Industrial Welding Supply Co","036556","2104314","2014-06-09T00:00:00.000","00113438","2014-05-30T00:00:00.000","7.5","513009","88244","General Services","Welding Supplies","Municipal Golf Courses","Brainerd Golf Course","No","Yes","No","Chattanooga,","TN,","37405","US","149","10","Yes"
"Colonial Insurance Co.","603826","2123424","2015-06-11T00:00:00.000","3rdM-11-JUN-15-211605-316564","2015-06-11T00:00:00.000","-8.29",,,"Finance & Admin","Payroll Deduction Charges","General Fund","City General Tax Revenue","No","No","No","Columbia,","SC,","29202-0903","US","1508","0","Yes"
"Hamilton County Courts","207214","2064103","2012-07-23T00:00:00.000","CPW-0612","2012-06-30T00:00:00.000","5000","510326","48031","Public Works","Debris Removal & Cleanup","General Fund","CWS Street Cleaning","No","No","No","Hixson,","TN,","37343","US","397","23","Yes"
"OutSource Staffing LLC","744900","2180963","2018-08-20T00:00:00.000","37933","2018-08-07T00:00:00.000","288.3","545788","215609","Economic & Community Development","Temporary Staffing","Economic and Community Dev Programs","ECD Prog - TN Reconnect","No","No","No","Chattanooga,","TN,","37424","US","4198","13","Yes"
"Mintek Resources Inc","860515","2066336","2012-08-28T00:00:00.000","0043706-IN","2012-08-08T00:00:00.000","1017.93","500510","50026","Public Works","Lime Kiln Dust","Interceptor Sewer Operations","ISS Solid Handling","No","No","No","Columbus,","OH,","43271-4294","US","12221","20","Yes"
"Southern Ionics","675605","2153997","2017-01-20T00:00:00.000","462306","2017-01-09T00:00:00.000","4049.84","535345","157870","Public Works","Dechlorination Chemicals","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Atlanta,","GA,","31193-4557","US","1909","11","Yes"
"Lee-Smith Inc","039980","2077154","2013-02-18T00:00:00.000","AI62811","2013-01-17T00:00:00.000","1473.77","505161","59627","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","32","No"
"Amerifoods","336606","4000135","2013-01-25T00:00:00.000","9107727","2013-01-16T00:00:00.000","-42.12",,,"Human Services","Food & Ice","2013 Head Start","Head Start Centers","No","No","No","Chattanooga,","TN,","37401-0367","US","637","9","Yes"
"Tempest Telcom Solutions LLC","753507","2077956","2013-03-04T00:00:00.000","61797","2013-02-19T00:00:00.000","1100","519627","60380","General Services","Electronic Parts","TN Valley Regional Communications","TN Valley Regional Communications","No","No","Yes","Santa Barbara,","CA,","93101","US","7558","13","Yes"
"Best One","744123","2192414","2019-05-15T00:00:00.000","6511169","2019-04-29T00:00:00.000","1801","543748","245258","Public Works","Tires & Tubes","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","16","Yes"
"Atlanta Gas Light Co","012570","2098039","2014-02-10T00:00:00.000","4973734195-0114","2014-01-29T00:00:00.000","63.3",,,"General Gov't & Agencies","Natural Gas","General Fund","Information Technology","No","No","No","Knoxville,","TN,","37950-9007","US","53","12","Yes"
"Rembco Geotechnical Contractors Inc","864022","2201643","2020-01-06T00:00:00.000","2_4689-RET","2019-11-27T00:00:00.000","-12363.15",,,"Undefined","Retainage with Escrow Agent","Department of Transportation Capital Projects","Not Required","No","No","No","Knoxville,","TN,","37933","US","94783","40","No"
"Unum - Voluntary Benefits","754640","2213362","2020-12-17T00:00:00.000","3rdM-17-DEC-20-211642-707612","2020-12-17T00:00:00.000","256.04",,,"Undefined","AP Critical Illness","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Little, C Stephan","752628","2115634","2015-01-16T00:00:00.000","DEC-14","2014-12-31T00:00:00.000","8.74",,,"General Gov't & Agencies","Local Mileage","Public Library","Library - Eastgate Branch","No","No","No",".,","TN,","00000","US","6750","16","Yes"
"Lee-Smith Inc","039980","2079786","2013-03-28T00:00:00.000","AI71325-2013","2013-03-06T00:00:00.000","66.96","505134","61921","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","22","Yes"
"Lowe's Inc","043250","2066225","2012-08-24T00:00:00.000","24547","2012-07-18T00:00:00.000","4.7","516979","49805","Economic & Community Development","Other Contracted Service","Comm Develop Block Grant FY12","CDBG - NSCD - World Changers","No","No","No","Atlanta,","GA,","30353-0954","US","165","37","No"
"Mostellers Wrecker Inc","047888","2159753","2017-05-17T00:00:00.000","150238","2017-05-12T00:00:00.000","169","540440","167949","General Services","Wrecker Service","Municipal Garage","Rep & Maint - 12th & Park Garage","No","Yes","Yes","Cleveland,","TN,","37320","US","176","5","Yes"
"Vulcan Materials Company","074642","2098497","2014-02-18T00:00:00.000","30520241","2014-01-28T00:00:00.000","106.66","507476","81017","Public Works","Gravel, Sand, Stone, Chert, Salt","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Knoxville,","TN,","37901","US","240","21","Yes"
"Amer Fam Life","603860","2155796","2017-03-02T00:00:00.000","3rdM-02-MAR-17-211602-436533","2017-03-02T00:00:00.000","3",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"T T Wilson Co","076984","2093980","2013-11-20T00:00:00.000","169967","2013-11-07T00:00:00.000","14.25","519083","75807","Public Works","CIP Expense","Public Works Capital Projects","PW Cap - Roadway Slope Failures","No","Yes","No","Chattanooga,","TN,","37401-0967","US","250","13","Yes"
"Tenn American Water Co","068508","2145928","2016-08-03T00:00:00.000","14008944","2016-07-29T00:00:00.000","17.96","539045","145523","Fire","Water","General Fund","Fire Station # 9","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","5","Yes"
"Action Alarms Of Chattanooga Inc","548908","2138256","2016-03-18T00:00:00.000","195546","2016-03-01T00:00:00.000","37.5","533747","133698","Public Works","Alarm Monitoring","General Fund","CWS Admin","Yes","Yes","Yes","Fort Oglethorpe,","GA,","30742","US","1293","17","Yes"
"Amer Fam Life","603860","2065187","2012-08-09T00:00:00.000","3rdM-09-AUG-12-211602-139151","2012-08-09T00:00:00.000","-6.91",,,"Finance & Admin","Payroll Deduction Charges","General Fund","City General Tax Revenue","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"Pre-Pd Legal Service, Inc","603871","2143609","2016-06-23T00:00:00.000","3rdM-23-JUN-16-211634-387518","2016-06-23T00:00:00.000","31.9",,,"Undefined","AP Prepaid Legal Service","General Fund","Not Required","No","No","No","Ada,","OK,","74820","US","1511","0","Yes"
"Atlanta Gas Light Co","012570","2192061","2019-05-08T00:00:00.000","9686398924 0419","2019-04-30T00:00:00.000","36.23",,,"Public Works","Natural Gas","General Fund","Park Mgmt - Admin","No","No","No","Carol Stream,","IL,","60197-5408","US","53","8","Yes"
"Gexpro","026941","2140780","2016-05-05T00:00:00.000","S113665586.001","2016-05-03T00:00:00.000","149.27","536972","138575","Public Works","Electronic Parts","Interceptor Sewer Operations","Pump Stat - Dupont Parkway","No","No","No","Atlanta,","GA,","30374-2833","US","110","2","Yes"
"Canon Solutions America","866161","2212403","2020-11-12T00:00:00.000","22063550","2020-10-31T00:00:00.000","162.19","552282","302766","Police","Office Machine Rental","General Fund","Special Investigations","No","No","No","Chicago,","IL,","60693-0149","US","190422","12","Yes"
"Republic Services of Chattanooga","301173","2133527","2015-12-14T00:00:00.000","0997-001475573","2015-11-26T00:00:00.000","130.5","519823","127600","Youth & Family Development","Waste Disposal","YFD Recreation-2016 CACFP After School Care","YFD Recreation-2016 CACFP After School Care","No","No","No","Louisville,","KY,","40290-1099","US","555","18","Yes"
"Service Employees Int Union","752661","2196378","2019-08-15T00:00:00.000","3rdM-15-AUG-19-211512-615631","2019-08-15T00:00:00.000","8.75",,,"Undefined","AP SEIU COPE","General Fund","Not Required","No","No","No","Nashville,","TN,","37211","US","6781","0","Yes"
"Adman Electric Co Inc","079091","1574","2017-10-24T00:00:00.000","545947COR","2017-10-24T00:00:00.000","0",,,"Non-Reporting Funds","CIP Expense","IDB - VW Grants","Local 6.1 BSUV VW INF I Paint Shop Mechanical and Electrical Capacity Increase","No","No","No","Chattanooga,","TN,","37404","US","255","0","Yes"
"Atlanta Gas Light Co","012570","2193712","2019-06-12T00:00:00.000","1370536503 0619","2019-06-04T00:00:00.000","43.05",,,"Public Works","Natural Gas","General Fund","Park Mgmt - Admin","No","No","No","Carol Stream,","IL,","60197-5408","US","53","8","Yes"
"Electric Power Board","021685","2102029","2014-04-25T00:00:00.000","1580308015 0314","2014-04-22T00:00:00.000","111.67",,,"Youth & Family Development","Supportive Services Electricity","2014 Community Services Block Grant","CSBG - Employment","No","No","No","Chattanooga,","TN,","37422","US","92","3","Yes"
"Mayfield Dairy Farms Inc","735642","2076863","2013-02-13T00:00:00.000","212734134","2013-01-28T00:00:00.000","212.3",,,"Human Services","Food & Ice","2013 Head Start","Early Head Start","No","No","No","Atlanta,","GA,","31193-3321","US","2962","16","Yes"
"Grainger  Inc","030006","2114097","2014-12-16T00:00:00.000","9567090551","2014-10-13T00:00:00.000","30.85","529110","97716","General Services","Cleaning Supplies","Municipal Garage","Rep & Maint - Amnicola Garage Overhead","No","No","No","Kansas City,","MO,","64141-6267","US","123","64","No"
"Aaron's Pest Control","741400","2203794","2020-02-24T00:00:00.000","64427","2019-11-22T00:00:00.000","66","555297","276088","Public Works","Exterminating Service","General Fund","Building Maintenance","No","No","No","Chattanooga,","TN,","37412","US","3657","94","No"
"Electric Power Board","021685","2085751","2013-07-03T00:00:00.000","440475006 0313","2013-06-27T00:00:00.000","170",,,"Human Services","Supportive Services Electricity","McKeldin Fund","HSD - AGL Resource Award","No","No","No","Chattanooga,","TN,","37422","US","92","6","Yes"
"CHB Investments Inc","864541","2145968","2016-08-04T00:00:00.000","CALEXANDER 0716","2016-07-21T00:00:00.000","550",,,"Youth & Family Development","Supportive Services Rents","McKeldin Fund","HSD - Emergency Housing Assistance","No","No","Yes","East Ridge,","TN,","37412","US","110978","14","Yes"
"Property Tax Refund to:","873135","2204731","2020-03-11T00:00:00.000","81301283","2020-02-27T00:00:00.000","138.76",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","CHATTANOOGA,","TN,","37403","US","961737","13","Yes"
"Midwest Tape","735040","2067686","2012-09-18T00:00:00.000","90349768","2012-08-29T00:00:00.000","140.95","516577","51079","General Gov't & Agencies","Cassettes","Public Library","Library - Downtown Branch-Central Office","No","No","No","Holland,","OH,","43528","US","2884","20","Yes"
"Midwest Tape","735040","2181875","2018-09-10T00:00:00.000","96393721","2018-08-30T00:00:00.000","195.34","544956","218224","General Gov't & Agencies","Books Library","Public Library","Library - Downtown Branch-Central Office","No","No","No","Holland,","OH,","43528","US","2884","11","Yes"
"Civic Facilities Show Account","734588","2064195","2012-07-24T00:00:00.000","R SMILEY 0712","2012-07-23T00:00:00.000","60000",,,"Undefined","Special Cash Civic Facilities","General Fund","Not Required","No","No","No",".,","TN,","00000","US","2825","1","Yes"
"Institutional Wholesale Company Inc","866661","2120300","2015-04-16T00:00:00.000","3751153","2015-04-13T00:00:00.000","3279.17","526952","109005","Youth & Family Development","Food & Ice","2015 Head Start","Head Start Centers","No","Yes","No","Cookeville,","TN,","38503","US","203609","3","Yes"
"Tenn American Water Co","068508","2075833","2013-01-24T00:00:00.000","2602203297 0113","2013-01-18T00:00:00.000","146.07",,,"Public Works","Water","State Street Aid","SSA Street Maint","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","6","Yes"
"CityGreen Services","872217","5008880","2020-09-15T00:00:00.000","7978","2020-08-31T00:00:00.000","400","548430","296569","Public Works","Contract Mowing","General Fund","Park Mgmt - City-Wide Park Maintenance","No","No","No","Chattanooga,","TN,","37405","US","816722","15","Yes"
"Presley, Carrie E","749458","2084652","2013-06-18T00:00:00.000","MAY 2013","2013-06-07T00:00:00.000","63.85",,,"Human Services","Local Mileage","2013 Head Start","Head Start Centers","No","No","No",".,","TN,","00000","US","5056","11","Yes"
"Universal Service Inc","864011","2118721","2015-03-18T00:00:00.000","22749","2015-01-13T00:00:00.000","624.9","527586","106902","Public Works","Pipeline Inspection Services","Interceptor Sewer Operations","ISS Liquid Handling","Yes","No","No","Chattanooga,","TN,","37421","US","94772","64","No"
"Lee-Smith Inc","039980","5008251","2020-07-16T00:00:00.000","106292545","2020-06-19T00:00:00.000","4379.9","534257","290964","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TX,","37407","US","156","27","Yes"
"Shred-It USA LLC","736573","2094063","2013-11-21T00:00:00.000","9402792645","2013-11-08T00:00:00.000","5","511960","75351","Finance & Admin","Other Contracted Service","General Fund","Finance Office","No","No","No","Charlotte,","NC,","28290-5384","US","3063","13","Yes"
"Wamp, Jonathan Parker","871316","2144399","2016-07-01T00:00:00.000","6/29/16","2016-05-14T00:00:00.000","485",,,"General Gov't & Agencies","Tuition & Books","General Fund","TAP - Transportation","No","No","No",".,","TN,","00000","US","704716","48","No"
"Unum - Voluntary Benefits","754640","2208119","2020-06-18T00:00:00.000","3rdM-18-JUN-20-211614-672574","2020-06-18T00:00:00.000","1323.24",,,"Undefined","AP USAble Cafeteria Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Natl Head Start Assn","748680","2099559","2014-03-12T00:00:00.000","4/28/14","2014-03-03T00:00:00.000","850",,,"Youth & Family Development","Registration Fees","2014 Head Start","Head Start Disabilities","No","No","No","Baltimore,","MD,","21275-9400","US","4893","9","Yes"
"Industrial Welding Supply Co","036556","2058895","2012-05-09T00:00:00.000","81249","2012-03-30T00:00:00.000","25","513009","43079","Public Works","Demurrage","General Fund","Traffic Operations","No","Yes","No","Chattanooga,","TN,","37405","US","149","40","No"
"L & M Lawn & Landscapes","869221","2148493","2016-09-20T00:00:00.000","29","2016-08-28T00:00:00.000","1255","537934","148063","Public Works","Bldg & Grounds Maintenance","General Fund","Park Mgmt - City-Wide Park Maintenance","No","Yes","No","Ooltewah,","TN,","37363","US","497721","23","Yes"
"Jenkins Brick Company","867616","2140785","2016-05-05T00:00:00.000","8857543 RI","2016-04-14T00:00:00.000","127.2","525217","138351","Public Works","Brick & Concrete Blocks","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Dallas,","TX,","75373-1842","US","320629","21","Yes"
"Canon Solutions America","866161","2167505","2017-10-27T00:00:00.000","17653644","2017-08-13T00:00:00.000","82.75","526878","183069","Youth & Family Development","Office Machine Rental","General Fund","Rec Ctr - Hixson","No","No","No","Chicago,","IL,","60693-0149","US","190422","75","No"
"UniFirst Corp","740751","2217008","2021-04-06T00:00:00.000","266 0381700","2021-03-30T00:00:00.000","74.03","548408","316860","Public Works","Floor Mat / Scrapper Rental","Interceptor Sewer Operations","ISS Admin","No","No","No","Rossville,","GA,","30741","US","3591","7","Yes"
"Mountain View Ford Inc","025804","2213611","2020-12-23T00:00:00.000","503296","2020-11-25T00:00:00.000","5656.87","557588","306626","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37408","US","107","28","Yes"
"Olin Corporation","860551","2165786","2017-09-20T00:00:00.000","2399075","2017-09-17T00:00:00.000","3077.32","541661","179477","Public Works","Chlorine","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Charleston,","TN,","37310","US","13183","3","Yes"
"Tenn American Water Co","068508","2181901","2018-09-10T00:00:00.000","40035467 0818","2018-08-27T00:00:00.000","1909.48","549964","218279","Undefined","AP Accruals","General Fund","Not Required","No","No","No","St. Louis,","MO,","63179-0247","US","217","14","Yes"
"Staples","730819","2128233","2015-08-28T00:00:00.000","3274443430","2015-08-11T00:00:00.000","162.58","532250","119937","Youth & Family Development","Printer Toner Cartridges","2016 Head Start","Head Start Centers","No","No","No","Atlanta,","GA,","30384-5386","US","2364","17","Yes"
"Lee-Smith Inc","039980","2124220","2015-06-24T00:00:00.000","AI15759","2015-06-08T00:00:00.000","155.43","505161","114429","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","16","Yes"
"Life Investors Insurance","538463","2184954","2018-11-21T00:00:00.000","3rdM-21-NOV-18-211608-559630","2018-11-21T00:00:00.000","11",,,"Undefined","AP Life Investors","General Fund","Not Required","No","No","No","Cincinnati,","OH,","45274-2504","US","1261","0","Yes"
"General Pension Fund","671770","5009466","2020-11-05T00:00:00.000","3rdM-05-NOV-20-211301-698588","2020-11-05T00:00:00.000","407165.28",,,"Undefined","AP General Pension Employer","General Fund","Not Required","No","No","No",".,","TN,","00000","US","1882","0","Yes"
"Mad Priest Coffee Roasters","872356","2194893","2019-07-10T00:00:00.000","R2280","2019-07-02T00:00:00.000","123","542872","251283","General Gov't & Agencies","Food & Ice","Public Library Store (was 9200)","Library - Store","No","No","No","Chattanooga,","TN,","37402","US","840726","8","Yes"
"Total Administrative Services Corporation","754637","2055756","2012-03-22T00:00:00.000","3rdW-22-MAR-12-211640-115016","2012-03-22T00:00:00.000","134.99",,,"Undefined","AP FSA Medical","General Fund","Not Required","No","No","No","Madison,","WI,","53704","US","8579","0","Yes"
"Muriente, Aileen C","868530","2119148","2015-03-25T00:00:00.000","FEB2015","2015-02-28T00:00:00.000","12.65",,,"Youth & Family Development","Local Mileage","2015 Head Start","Head Start Centers","No","No","No",".,","TN,","00000","US","408710","25","Yes"
"Roll-Aid Industrial Supply Inc","488959","2207729","2020-06-08T00:00:00.000","174655","2020-05-21T00:00:00.000","84","543984","286408","Public Works","Safety Equipment","General Fund","Park Mgmt - Playgrounds & Facilities","No","Yes","Yes","Chattanooga,","TN,","37409","US","1049","18","Yes"
"Electric Power Board of Chattanooga","021684","2159038","2017-05-05T00:00:00.000","PLANT - 0417","2017-04-27T00:00:00.000","90028.47","539596","166932","Transportation","Electricity Plant Charges Acct # 30-0039.000 Line 1","General Fund","Street Lighting","No","No","No","Chattanooga,","TN,","37422-7255","US","91","8","Yes"
"H & H Brown, Inc","736121","2086249","2013-07-11T00:00:00.000","11572","2013-06-11T00:00:00.000","3189.84","508185","68010","Public Works","Mechanical Trades","Interceptor Sewer Operations","ISS Liquid Handling","No","Yes","No","Chattanooga,","TN,","37404","US","3012","30","Yes"
"Mayse Construction &","375851","2076158","2013-01-31T00:00:00.000","5343","2012-11-30T00:00:00.000","8094.12","513011","58835","Public Works","Other Contracted Service","Interceptor Sewer Operations","ISS Sewer Maintenance","No","No","No","Chattanooga,","TN,","37422","US","731","62","No"
"Borden Dairy Co of KY LLC","872564","2160856","2017-06-12T00:00:00.000","281037418","2017-06-02T00:00:00.000","79.8","543700","170264","Youth & Family Development","Food & Ice","2017 Head Start","Early Head Start","No","No","No","Dallas,","TX,","75231","US","864731","10","Yes"
"General Pension Fund","671770","5005853","2019-05-09T00:00:00.000","3rdM-09-MAY-19-211301-598540","2019-05-09T00:00:00.000","6022.71",,,"Undefined","AP General Pension Employer","General Fund","Not Required","No","No","No",".,","TN,","00000","US","1882","0","Yes"
"Nabco Electric Co","049993","2217796","2021-05-04T00:00:00.000","85360","2021-04-14T00:00:00.000","806.8","558735","319315","Public Works","Electrical","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Chattanooga,","TN,","37412","US","182","20","Yes"
"Chatt Community Kitchen","500141","2091933","2013-10-18T00:00:00.000","LTR 7-31-13","2013-07-31T00:00:00.000","8727.85","522343","73651","Economic & Community Development","Other Contracted Service","THDA ESG State Grant FY13","ESG - Community Kitchen","No","No","No","Chattanooga,","TN,","37401","US","1080","79","No"
"Tri-State Elec Contractors LLC","870815","5010811","2021-03-11T00:00:00.000","24313","2021-02-26T00:00:00.000","2455","558736","314664","Public Works","Electrical","Interceptor Sewer Operations","ISS Plant Maintenance","No","Yes","No","Chattanooga,","TN,","37408","US","666707","13","Yes"
"Kleen-A-Matic Rental Uniforms","040348","2141342","2016-05-13T00:00:00.000","445337","2016-03-01T00:00:00.000","38.92","527781","139179","Fire","Clothing & Linen Service","General Fund","Fire Station # 16","No","No","No","Rossville,","GA,","30741","US","157","73","No"
"Tenn American Water Co","068508","2198800","2019-10-14T00:00:00.000","40035481 0919","2019-10-03T00:00:00.000","5920.8","554973","262701","Undefined","AP Accruals","General Fund","Not Required","No","No","No","St. Louis,","MO,","63179-0247","US","217","11","Yes"
"CityGreen Services","872217","5007548","2020-05-15T00:00:00.000","7505","2020-04-30T00:00:00.000","280","548430","283941","Public Works","Contract Mowing","General Fund","Park Mgmt - City-Wide Park Maintenance","No","No","No","Chattanooga,","TN,","37405","US","816722","15","Yes"
"Amer Paper & Twine Co","548828","5009205","2020-10-13T00:00:00.000","3748642","2020-09-10T00:00:00.000","16.97","557913","299366","Youth & Family Development","Cleaning Supplies","2021 Head Start","Head Start Centers","No","No","No","Nashville,","TN,","37209","US","1292","33","No"
"Olin Corporation","860551","2156298","2017-03-15T00:00:00.000","2292532","2017-02-10T00:00:00.000","3009.77","541661","159987","Public Works","Chlorine","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Atlanta,","GA,","30384-2766","US","13183","33","No"
"Canon Solutions America","866161","2122688","2015-05-29T00:00:00.000","14634148","2015-02-10T00:00:00.000","125.19","526878","112012","General Gov't & Agencies","Office Machine Rental","General Fund","City Attorney Operations","No","No","No","Chicago,","IL,","60693","US","190422","108","No"
"Industrial Welding Supply Co","036556","2077008","2013-02-15T00:00:00.000","93404","2013-02-01T00:00:00.000","85.95","513009","59492","General Services","Welding Supplies","Municipal Garage","Rep & Maint - Amnicola Garage Overhead","No","Yes","No","Chattanooga,","TN,","37405","US","149","14","Yes"
"ARCADIS US Inc","031824","1062","2014-07-21T00:00:00.000","0554295-0554298C","2013-11-07T00:00:00.000","0",,,"Public Works","Landfill Closure & Post-Closure","Solid Waste Capital","Waste Cap - Area 2 Closure Cap City Landfill","No","No","No","Chicago,","IL,","60693-0626","US","129","256","No"
"Aaron Auto Glass","608242","2129598","2015-09-25T00:00:00.000","14824","2015-09-15T00:00:00.000","135","523982","121689","General Services","Contracted Repair","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Hixson,","TN,","37343","US","1534","10","Yes"
"Adman Electric Co Inc","079091","2198324","2019-10-07T00:00:00.000","19-7092","2019-08-27T00:00:00.000","25324.05","551536","260787","Public Works","Electrical","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Chattanooga,","TN,","37404","US","255","41","No"
"Tenn American Water Co","068508","2171367","2018-01-26T00:00:00.000","08594617 0118","2018-01-16T00:00:00.000","51.78",,,"Public Works","Water","General Fund","Building Maintenance","No","No","No","St. Louis,","MO,","63179-0247","US","217","10","Yes"
"Hixson Utility District","036738","2115837","2015-01-22T00:00:00.000","7600013000S0115","2015-01-07T00:00:00.000","113.46",,,"Public Works","Sewer","General Fund","Park Mgmt - Admin","No","No","No","Hixson,","TN,","37343-5598","US","150","15","Yes"
"C & C Oxygen Company Inc","114212","2134495","2016-01-05T00:00:00.000","28156","2015-12-23T00:00:00.000","165.58","534735","128915","Public Works","Chemicals & Lab Supplies","Interceptor Sewer Operations","ISS Laboratory","Yes","Yes","Yes","Chattanooga,","TN,","37407","US","311","13","Yes"
"G & S Investments","869737","2125580","2015-07-17T00:00:00.000","A SPEIGHT 0615","2015-07-02T00:00:00.000","500",,,"Youth & Family Development","Supportive Services Rents","2016 Community Services Block Grant","CSBG - Self-Sufficiency","No","No","No","Athens,","TN,","37371","US","550700","15","Yes"
"Unum - Voluntary Benefits","754640","2107363","2014-08-07T00:00:00.000","3rdM-07-AUG-14-211645-263582","2014-08-07T00:00:00.000","1131.86",,,"Undefined","AP Whole Life Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"FBINAA","428095","2202989","2020-02-05T00:00:00.000","52149 CHAMBERS 2020","2020-01-02T00:00:00.000","115","556773","273252","Police","Dues","General Fund","Chief of Police","No","No","No","Quantico,","VA,","22135","US","887","34","No"
