"objectid","oirid","oddside","leftfrom","leftto","rightfrom","rightto","minaddress","maxaddress","typeprefix","dirprefix","name","typesuffix","dirsuffix","fullname","streetstatus","ownership","functclass","featuretype","city_l","city_r","blockid","streetid","facility_id","lastaccess","geometry"
"656","HAMILTON_20344","R","400","498","401","499","400","499",,"S","Greenwood","Ave",,"S Greenwood Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4786","3140","FID4786","20151110083535","MULTILINESTRING ((-85.281944 35.037598, -85.28199 35.037514, -85.2821 35.037315, -85.282166 35.03718, -85.28218 35.037155, -85.28229 35.036957, -85.282394 35.036766))"
"639","HAMILTON_25168","R","3800","3898","3801","3899","3800","3899",,,"15th","Ave",,"15th Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7354","5634","FID7354","20151110083535","MULTILINESTRING ((-85.27846 34.9966, -85.27847 34.996563, -85.27848 34.99652, -85.2785 34.996487, -85.27852 34.996452, -85.27854 34.996414, -85.27856 34.99638, -85.27858 34.996346, -85.278595 34.996307, -85.27862 34.996273, -85.27863 34.996235, -85.278656 34.996193, -85.27868 34.99615, -85.2787 34.99611, -85.278725 34.996067, -85.27875 34.996025, -85.27877 34.995983, -85.27879 34.99594, -85.27882 34.995895, -85.27884 34.995853, -85.27886 34.99581))"
"640","HAMILTON_27682","R","2800","2898","2801","2899","2800","2899",,,"12th","Ave",,"12th Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6271","5562","FID6271","20151110083535","MULTILINESTRING ((-85.27601 35.00867, -85.27647 35.007843))"
"641","HAMILTON_16333","L","6921","6999","6920","6998","6920","6999",,,"Jesse Conner","Rd",,"Jesse Conner Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","5110","3130","FID5110","20151110083535","MULTILINESTRING ((-85.16793 35.03424, -85.16781 35.034203, -85.16766 35.034153, -85.16748 35.03409, -85.16734 35.03404, -85.16717 35.033974, -85.167015 35.03392, -85.16686 35.033867, -85.166725 35.033817, -85.16653 35.033745, -85.166466 35.03372, -85.16644 35.03371, -85.16642 35.0337, -85.16639 35.03369, -85.16637 35.033684, -85.16634 35.03368, -85.16631 35.033676, -85.1663 35.033676))"
"642","HAMILTON_16843","L","5001","5099","5000","5098","5000","5099",,,"Cameron","Ln",,"Cameron Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6447","3331","FID6447","20151110083535","MULTILINESTRING ((-85.22042 35.022053, -85.22017 35.021965, -85.21985 35.021847, -85.21955 35.021736, -85.2195 35.021717, -85.21917 35.02159, -85.218735 35.02143))"
"643","HAMILTON_18795","L","1527","1599","1528","1598","1527","1599",,,"Shelby","Cir",,"Shelby Cir","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","1894","4858","FID1894","20151110083535","MULTILINESTRING ((-85.2062 35.163002, -85.20648 35.163113, -85.20668 35.163193, -85.2068 35.163242, -85.20698 35.1633, -85.20715 35.163364, -85.207306 35.16342, -85.207405 35.163456, -85.20751 35.163494))"
"644","HAMILTON_20236","R","700","798","701","799","700","799",,"S","Watkins","St",,"S Watkins St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4011","5216","FID4011","20151110083535","MULTILINESTRING ((-85.26947 35.02998, -85.26958 35.02977, -85.26961 35.029705, -85.269646 35.02964, -85.269684 35.02957, -85.26972 35.029507, -85.26975 35.02944, -85.26979 35.029377, -85.26983 35.029312, -85.26987 35.029247, -85.269905 35.029182, -85.26994 35.029118))"
"645","HAMILTON_12569","L","4577","4599","4576","4598","4576","4599",,,"Jersey","Pike",,"Jersey Pike","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","13188","4245","FID13188","20151110083535","MULTILINESTRING ((-85.187485 35.078808, -85.18737 35.079025, -85.1873 35.079147, -85.18726 35.079216, -85.18724 35.079254, -85.18718 35.079365, -85.18712 35.079475, -85.18705 35.079613))"
"646","HAMILTON_10547","L","6497","6579","6496","6578","6496","6579",,"E","Brainerd","Rd",,"E Brainerd Rd","Open Public","State","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","15231","5954","FID15231","20151110083535","MULTILINESTRING ((-85.19353 35.01805, -85.193245 35.018124, -85.19309 35.018166, -85.19279 35.018246, -85.19249 35.01832, -85.192276 35.01837, -85.19227 35.018375, -85.19218 35.0184, -85.19211 35.018417, -85.19207 35.018425, -85.19189 35.01847, -85.19189 35.01847, -85.191765 35.018505, -85.19144 35.01859, -85.191124 35.018665, -85.19088 35.018726, -85.19065 35.01878, -85.1903 35.018867, -85.19 35.018936, -85.189896 35.018963, -85.1898 35.018986, -85.18969 35.019016, -85.18954 35.01906, -85.18944 35.019077, -85.18934 35.0191, -85.18926 35.019115, -85.18905 35.01916, -85.18898 35.019176, -85.18898 35.019176, -85.18896 35.01918))"
"647","HAMILTON_11095","R","500","598","501","599","500","599",,,"Broad","St",,"Broad St","Open Public","Chattanooga","Urban Minor Arterial","Road","Chattanooga","Chattanooga","2556","2906","FID2556","20151110083535","MULTILINESTRING ((-85.31062 35.05093, -85.31062 35.050858, -85.31062 35.050705, -85.310616 35.050476, -85.310616 35.0504, -85.31061 35.050247, -85.31061 35.050095, -85.3106 35.050014, -85.3106 35.04993, -85.31059 35.04985, -85.31059 35.049767, -85.310585 35.049686, -85.310585 35.04965))"
"648","HAMILTON_12076","R","600","648","601","649","600","649",,,"Lindsay","St",,"Lindsay St","Open Public","Chattanooga","Urban Major Collector","Road","Chattanooga","Chattanooga","2964","4915","FID2964","20151110083535","MULTILINESTRING ((-85.30442 35.049503, -85.3045 35.049366, -85.30451 35.049343, -85.30478 35.04886, -85.30505 35.04835))"
"649","HAMILTON_29171","L","1105","1109","1104","1108","1104","1109",,,"Dayton","Blvd",,"Dayton Blvd","Open Public","State","Urban Minor Arterial","Major Road","Red Bank","Red Bank","12391","2759","FID12391","20161115123103","MULTILINESTRING ((-85.319374 35.07587, -85.31944 35.075954))"
"650","HAMILTON_12739","R","2800","3048","2801","3049","2800","3049",,,"Watauga","St",,"Watauga St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","8246","5383","FID8246","20151110083535","MULTILINESTRING ((-85.29135 35.014317, -85.29144 35.014133, -85.29165 35.013752, -85.2918 35.01349, -85.29181 35.01347, -85.291855 35.013386, -85.29195 35.01323, -85.292 35.013153, -85.29213 35.013012))"
"651","HAMILTON_25280","L","4235","4299","4234","4298","4234","4299",,,"Forest Plaza","Dr",,"Forest Plaza Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","11161","6156","FID11161","20151110083535","MULTILINESTRING ((-85.25638 35.118767, -85.25633 35.118782, -85.25629 35.1188, -85.25624 35.118816, -85.256195 35.118835, -85.25615 35.11885, -85.2561 35.11887, -85.25606 35.118885, -85.25601 35.118904, -85.2558 35.118988))"
"652","HAMILTON_27055","L","1101","1199","1100","1198","1100","1199",,,"Gillespie","Rd",,"Gillespie Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4220","5303","FID4220","20151110083535","MULTILINESTRING ((-85.23787 35.04018, -85.23784 35.040222, -85.237755 35.040325, -85.23765 35.040455, -85.23759 35.040543, -85.2375 35.04066, -85.23743 35.040768, -85.23733 35.040916, -85.23727 35.04103, -85.23719 35.04116, -85.23713 35.04126, -85.23701 35.04149, -85.23699 35.041523, -85.23692 35.041656, -85.2369 35.04172))"
"653","HAMILTON_24125","L","2701","2703","2700","2702","2700","2703",,"E","44th","St",,"E 44th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7436","5864","FID7436","20151110083535","MULTILINESTRING ((-85.28748 34.991844, -85.28743 34.99182, -85.2874 34.99181, -85.28736 34.9918, -85.28733 34.991787, -85.28729 34.991776, -85.28726 34.99176, -85.28725 34.991756, -85.287224 34.99175, -85.28719 34.991737, -85.28716 34.991726, -85.287125 34.991714))"
"654","HAMILTON_24770","L","1","99","2","98","1","99",,,"Johnson","St",,"Johnson St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","17200","6713","FID17200","20151110083535","MULTILINESTRING ((-85.30532 35.03572, -85.30522 35.035732, -85.305046 35.035748, -85.30495 35.03575, -85.30484 35.035755, -85.3048 35.03575, -85.304794 35.03575, -85.30472 35.035744, -85.3046 35.035725, -85.3044 35.035656, -85.30418 35.03556, -85.30413 35.035545))"
"655","HAMILTON_19842","L","1711","1715","1712","1714","1711","1715",,,"Jackson Square","Dr",,"Jackson Square Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","2004","2830","FID2004","20151110083535","MULTILINESTRING ((-85.19471 35.168026, -85.19458 35.1679, -85.19442 35.167736, -85.19425 35.16756))"
"657","HAMILTON_20846","R","3400","3498","3401","3499","3400","3499",,,"2nd","Ave",,"2nd Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","8328","5585","FID8328","20151110083535","MULTILINESTRING ((-85.288826 35.005444, -85.28891 35.005295, -85.288925 35.005257, -85.28904 35.005043, -85.28916 35.00482, -85.28931 35.004566, -85.2894 35.004395, -85.2895 35.00421, -85.289536 35.00414))"
"658","HAMILTON_21346","L","1301","1399","1300","1398","1300","1399",,"N","Hill","Ln",,"N Hill Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","10846","1561","FID10846","20151110083535","MULTILINESTRING ((-85.257484 35.13813, -85.25753 35.138176, -85.25755 35.1382, -85.25761 35.138245, -85.25766 35.138287, -85.25768 35.13831, -85.25773 35.138355, -85.25797 35.138554))"
"659","HAMILTON_14782","L","1401","1499","1400","1498","1400","1499",,,"Elmendorf","St",,"Elmendorf St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","12872","6267","FID12872","20151110083535","MULTILINESTRING ((-85.258736 35.07778, -85.25846 35.07769, -85.25836 35.07766))"
"660","HAMILTON_16442","R","1200","1298","1201","1299","1200","1299",,,"King Arthur","Rd",,"King Arthur Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","9011","1196","FID9011","20151110083535","MULTILINESTRING ((-85.16986 35.014503, -85.17005 35.014572, -85.17016 35.014614, -85.17032 35.014668, -85.17038 35.014687, -85.170456 35.014713, -85.17052 35.014736, -85.17058 35.01476, -85.17063 35.014786, -85.17067 35.014797, -85.17072 35.014816, -85.17078 35.014835, -85.17083 35.014854, -85.17088 35.014874, -85.17094 35.014893, -85.17106 35.014935, -85.17115 35.01497, -85.171234 35.015, -85.17129 35.015015, -85.171326 35.015026, -85.17136 35.01504, -85.171394 35.015053, -85.171425 35.015068, -85.17146 35.015083, -85.17149 35.0151, -85.171524 35.015118, -85.17155 35.01513, -85.17157 35.01514, -85.171585 35.015156, -85.17161 35.015167, -85.17162 35.015182, -85.17164 35.0152, -85.17167 35.015232, -85.171684 35.01526, -85.17171 35.015285, -85.17172 35.015316, -85.17174 35.015343, -85.17175 35.01537, -85.17176 35.0154, -85.17177 35.01542, -85.171776 35.015438, -85.17178 35.01546, -85.17178 35.015484, -85.17179 35.015503, -85.17179 35.015526, -85.17179 35.015526, -85.17178 35.01559, -85.17178 35.015614, -85.171776 35.01564, -85.17177 35.015667, -85.17176 35.015697, -85.171745 35.015724, -85.17174 35.01575, -85.17172 35.015778, -85.17171 35.015804, -85.17162 35.015984, -85.17159 35.016052, -85.17157 35.016106, -85.17155 35.016163, -85.17152 35.016216, -85.17149 35.016273, -85.17146 35.016327, -85.17144 35.016388, -85.17141 35.01645, -85.17138 35.016514, -85.17136 35.016575, -85.17134 35.016605, -85.171326 35.016636, -85.17131 35.016666, -85.1713 35.0167, -85.171295 35.01673, -85.17128 35.016766, -85.17127 35.0168, -85.17127 35.01683, -85.171265 35.01687, -85.171265 35.016895, -85.171265 35.016922, -85.17127 35.01695, -85.17127 35.016975, -85.17128 35.017002, -85.17129 35.01703, -85.171295 35.01705, -85.1713 35.01708, -85.17131 35.017105, -85.171326 35.017128, -85.17133 35.017155, -85.17135 35.017178, -85.171364 35.0172, -85.17138 35.017223, -85.171394 35.017246, -85.17143 35.01728, -85.171455 35.017303, -85.171486 35.017326, -85.17151 35.01735, -85.17154 35.01737, -85.17157 35.017387, -85.1716 35.017406, -85.17163 35.017426, -85.17166 35.01744, -85.17169 35.017456, -85.17172 35.01747, -85.17175 35.017487, -85.17179 35.0175, -85.17182 35.017513, -85.171875 35.017532, -85.17193 35.017555, -85.17198 35.017574, -85.172035 35.017593))"
"661","HAMILTON_18177","L","3801","3999","3800","3998","3800","3999",,"N","Terrace",,,"N Terrace","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","8427","3370","FID8427","20151110083535","MULTILINESTRING ((-85.2478 35.01286, -85.24756 35.01277, -85.247215 35.012646, -85.246895 35.012527, -85.24651 35.01239, -85.24615 35.012253, -85.24581 35.012123, -85.24569 35.012074, -85.24536 35.01196, -85.24502 35.011845, -85.244606 35.011703, -85.24444 35.011646, -85.244156 35.011543, -85.24368 35.011387))"
"662","HAMILTON_12355","R","2810","2898","2811","2899","2810","2899",,,"McCallie","Ave",,"McCallie Ave","Open Public","State","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","3946","4949","FID3946","20151110083535","MULTILINESTRING ((-85.26184 35.031155, -85.26156 35.03108, -85.26148 35.031055, -85.2613 35.031002, -85.260765 35.03081, -85.26069 35.03079))"
"663","HAMILTON_12447","L","1301","1311","1300","1310","1300","1311",,,"Tunnel","Blvd",,"Tunnel Blvd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","4161","2979","FID4161","20151110083535","MULTILINESTRING ((-85.23808 35.043385, -85.238045 35.04344, -85.238045 35.04344, -85.23801 35.043518, -85.23794 35.04365, -85.23786 35.04382, -85.23781 35.043972, -85.23778 35.04411, -85.23776 35.044205))"
"664","HAMILTON_13579","R","3300","3314","3301","3315","3300","3315",,,"Adkins","Rd",,"Adkins Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","2618","2925","FID2618","20151110083535","MULTILINESTRING ((-85.360695 35.0342, -85.36084 35.034245, -85.36103 35.034306, -85.361275 35.034405, -85.36128 35.03441, -85.36129 35.034412, -85.36143 35.034462, -85.361824 35.034615, -85.362114 35.034725, -85.36227 35.034782))"
"665","HAMILTON_17979","R","2","98","1","99","1","99",,"S","Parkdale","Ave",,"S Parkdale Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6657","3359","FID6657","20151110083535","MULTILINESTRING ((-85.23228 35.01464, -85.232315 35.014503, -85.23241 35.014328, -85.23252 35.01412, -85.23263 35.01389, -85.23275 35.013676, -85.23284 35.013504, -85.23297 35.013283, -85.23306 35.013103, -85.23317 35.01291, -85.23327 35.01273, -85.23327 35.012722, -85.23336 35.012554, -85.23346 35.012386, -85.23353 35.01226, -85.23357 35.012177))"
"666","HAMILTON_26861","L","4001","4099","4000","4098","4000","4099",,,"Denham","Rd",,"Denham Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","12934","1990","FID12934","20151110083535","MULTILINESTRING ((-85.229485 35.080616, -85.22947 35.080647, -85.22946 35.08067, -85.22947 35.080727, -85.22948 35.080772, -85.22949 35.080814, -85.229515 35.080902, -85.22952 35.08094, -85.22954 35.08101, -85.22956 35.081078, -85.229576 35.081123, -85.22959 35.08118, -85.229614 35.081253, -85.22963 35.081314, -85.22966 35.081394, -85.229675 35.081448, -85.22969 35.081493, -85.229706 35.08154, -85.22972 35.081585, -85.22973 35.081627, -85.229744 35.08167, -85.22976 35.081715, -85.229774 35.081757, -85.22978 35.08179, -85.2298 35.081833, -85.229805 35.081852, -85.229805 35.081852, -85.22981 35.08187, -85.22983 35.081917, -85.22984 35.081955, -85.22986 35.08202, -85.22989 35.08208, -85.229904 35.082123, -85.22993 35.082176, -85.22995 35.082245, -85.23002 35.082417, -85.23005 35.08251, -85.23006 35.082546, -85.23006 35.082584))"
"667","HAMILTON_11007","L","1","9","2","8","1","9",,,"Exit Manufacturers Rd On","Ramp","NB","Exit Manufacturers Rd On Ramp NB","Open Public","State","Other Freeways and Expressways","Ramp","Chattanooga","Chattanooga","21677","9994","FID21677","20180516135218","MULTILINESTRING ((-85.31715 35.061695, -85.31721 35.06191, -85.317375 35.062405, -85.3177 35.0634, -85.318306 35.064915))"
"668","HAMILTON_20450","R","3100","3198","3101","3199","3100","3199",,,"6th","Ave",,"6th Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6304","5603","FID6304","20151110083535","MULTILINESTRING ((-85.28294 35.00726, -85.283066 35.007015, -85.28309 35.00697, -85.28312 35.006927, -85.28314 35.00688, -85.283165 35.00684, -85.28319 35.006794, -85.28321 35.00675, -85.28323 35.006706, -85.28325 35.00666, -85.28327 35.00662, -85.283295 35.006573, -85.28332 35.00653, -85.28334 35.00649, -85.28336 35.00645, -85.28339 35.00641, -85.2834 35.006367, -85.283424 35.006325, -85.28345 35.006283, -85.28346 35.00624, -85.283485 35.0062, -85.28351 35.006157, -85.28352 35.006123, -85.28354 35.006084, -85.28356 35.006046))"
"712","HAMILTON_26617","L","4101","4207","4100","4206","4100","4207",,,"Watson","Rd",,"Watson Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","11193","3913","FID11193","20151110083535","MULTILINESTRING ((-85.26204 35.116768, -85.26198 35.1168, -85.26187 35.11684, -85.26175 35.11691, -85.26163 35.11698, -85.26153 35.117046, -85.26143 35.117115, -85.26137 35.11718, -85.26129 35.11728, -85.2612 35.11743, -85.26109 35.117622, -85.260994 35.117832, -85.26087 35.118073, -85.260735 35.118343, -85.260605 35.1186, -85.2605 35.118824, -85.26041 35.11901, -85.26036 35.119106))"
"669","HAMILTON_24877","L","1501","1599","1500","1598","1500","1599",,,"Heritage Landing","Dr",,"Heritage Landing Dr","Open Private","Private","Local Street","Road","Chattanooga","Chattanooga","3169","2964","FID3169","20151110083535","MULTILINESTRING ((-85.287415 35.059776, -85.287125 35.059334, -85.287094 35.059273, -85.28707 35.05921, -85.28706 35.059147, -85.28706 35.05908, -85.28708 35.059013, -85.2871 35.058952, -85.28713 35.05889, -85.28718 35.058838, -85.28723 35.05879, -85.28729 35.058746, -85.28778 35.058533, -85.28782 35.05852, -85.28785 35.058506, -85.28789 35.058495, -85.287926 35.058483, -85.287964 35.05847, -85.288 35.05846, -85.28804 35.058453, -85.28808 35.05844, -85.28812 35.058434, -85.288155 35.05843, -85.289375 35.058216, -85.289375 35.058216, -85.289444 35.058205, -85.289444 35.058205, -85.28954 35.05819, -85.28954 35.05819))"
"670","HAMILTON_10345","L","1447","1501","1446","1500","1446","1501",,,"Ely","Rd",,"Ely Rd","Open Public","Chattanooga","Urban Major Collector","Major Road","Chattanooga","Chattanooga","11112","3897","FID11112","20151110083535","MULTILINESTRING ((-85.25132 35.122627, -85.25132 35.122627, -85.251144 35.122654, -85.25114 35.122654, -85.25112 35.122658, -85.251114 35.122658, -85.25102 35.122673))"
"671","HAMILTON_10870","R","302","320","303","321","302","321",,,"McBrien","Rd",,"McBrien Rd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","17405","3368","FID17405","20151110083535","MULTILINESTRING ((-85.22504 35.00728, -85.225044 35.00727, -85.22508 35.00721, -85.22514 35.007133, -85.22524 35.007015, -85.22538 35.00686, -85.225555 35.00665, -85.225685 35.0065, -85.22582 35.00634, -85.22599 35.006165, -85.22614 35.005993, -85.22632 35.005806, -85.22664 35.005447))"
"672","HAMILTON_13266","R","950","1098","951","1099","950","1099",,"W","19th","St",,"W 19th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","16159","4995","FID16159","20151110083535","MULTILINESTRING ((-85.32164 35.03772, -85.321686 35.03773, -85.32176 35.03776, -85.32183 35.037785, -85.321846 35.03779, -85.321846 35.037792, -85.32191 35.03781, -85.321976 35.037838, -85.32199 35.03784, -85.32245 35.038013, -85.32271 35.03811, -85.323265 35.03832, -85.32346 35.03839, -85.323654 35.038464, -85.32389 35.038555, -85.32411 35.038643, -85.32413 35.038647, -85.324715 35.038864, -85.32532 35.03909, -85.32533 35.039093, -85.32535 35.0391, -85.325745 35.039253, -85.326 35.03938))"
"673","HAMILTON_13536","R","3500","3598","3501","3599","3500","3599",,,"Myrtle","Pl",,"Myrtle Pl","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","10010","5928","FID10010","20151110083535","MULTILINESTRING ((-85.37364 35.021046, -85.37366 35.021046, -85.37369 35.021038, -85.373726 35.021038, -85.37376 35.021034, -85.373795 35.021034, -85.373825 35.021038, -85.37388 35.021038, -85.37393 35.021038, -85.373985 35.021038, -85.37403 35.021038, -85.374084 35.021038, -85.37414 35.02104, -85.37419 35.02104, -85.37424 35.021046, -85.37429 35.021046, -85.374344 35.02105, -85.37454 35.021057, -85.37474 35.021072, -85.37483 35.02108, -85.37484 35.02108, -85.37485 35.02108, -85.37486 35.021084, -85.37488 35.021088, -85.37489 35.02109, -85.374916 35.021095, -85.37492 35.021103, -85.37494 35.02111, -85.374954 35.02112, -85.37497 35.021126, -85.374985 35.021133))"
"674","HAMILTON_29763","L","8581","8599","8582","8598","8581","8599",,,"Petty","Rd",,"Petty Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","22362","5989","FID22362","20151110083535","MULTILINESTRING ((-85.12953 35.01408, -85.129295 35.014))"
"675","HAMILTON_30503","L","7701","7773","7700","7774","7700","7774",,,"Alderberry","Dr",,"Alderberry Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","23000","11012","FID23000","20190725064933","MULTILINESTRING ((-85.1581 35.003643, -85.1572 35.00329))"
"676","HAMILTON_23817","R","1500","1598","1501","1599","1500","1599",,"W","45th","St",,"W 45th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6954","5769","FID6954","20151110083535","MULTILINESTRING ((-85.32845 35.000263, -85.32849 35.000263, -85.3286 35.000267, -85.3287 35.000275, -85.32882 35.000282, -85.32897 35.00029, -85.32908 35.0003, -85.32923 35.000313, -85.32929 35.000317))"
"677","HAMILTON_24323","L","451","499","450","498","450","499",,,"Harper","St",,"Harper St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","14084","4358","FID14084","20151110083535","MULTILINESTRING ((-85.313095 35.067642, -85.31308 35.067764, -85.31307 35.0679))"
"678","HAMILTON_26308","L","1","99","2","98","1","99",,,"Ridgeside","Rd",,"Ridgeside Rd","Open Public","Ridgeside","Local Street","Road","Ridgeside","Ridgeside","3806","5217","FID3806","20151110083535","MULTILINESTRING ((-85.252815 35.03579, -85.25269 35.035748, -85.25268 35.03574, -85.25256 35.0357, -85.2524 35.035637, -85.252266 35.035587, -85.25211 35.035534, -85.25193 35.03546, -85.25191 35.035458, -85.251785 35.03541, -85.25175 35.035397, -85.251656 35.035366, -85.25162 35.03535, -85.251595 35.035343, -85.25157 35.035336, -85.25151 35.035313, -85.251465 35.035297, -85.25143 35.035282, -85.2514 35.035275, -85.25138 35.035267, -85.25135 35.03526, -85.251335 35.035255, -85.25133 35.03525, -85.25131 35.035248, -85.2513 35.035244, -85.25129 35.03524, -85.251274 35.035236, -85.25126 35.035236, -85.25124 35.035233, -85.25123 35.035233, -85.25121 35.035233, -85.2512 35.035233, -85.25117 35.03523, -85.25116 35.03523, -85.25114 35.03523, -85.25112 35.03523, -85.25108 35.035225, -85.25103 35.03522, -85.25099 35.035217, -85.250946 35.035213))"
"679","HAMILTON_17433","L","2901","2999","2900","2998","2900","2999",,,"Siener","Ln",,"Siener Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","5078","2999","FID5078","20151110083535","MULTILINESTRING ((-85.2454 35.051327, -85.24527 35.051277, -85.245125 35.051224, -85.24494 35.05116, -85.24475 35.05109, -85.244644 35.051064, -85.244576 35.051064, -85.24454 35.051064))"
"680","HAMILTON_17691","L","3801","3899","3800","3898","3800","3899",,,"Peach","St",,"Peach St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","12975","4764","FID12975","20151110083535","MULTILINESTRING ((-85.20929 35.0731, -85.20926 35.073154, -85.209145 35.07336, -85.20904 35.073547, -85.20893 35.073727, -85.20886 35.073845))"
"681","HAMILTON_17936","R","12","98","13","99","12","99",,,"Viston","Ave",,"Viston Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6771","3374","FID6771","20151110083535","MULTILINESTRING ((-85.22106 35.00859, -85.22115 35.008465, -85.22122 35.00835, -85.22129 35.00827))"
"682","HAMILTON_19906","L","1819","1899","1818","1898","1818","1899",,,"Jackson Square","Dr",,"Jackson Square Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","2013","2830","FID2013","20151110083535","MULTILINESTRING ((-85.19339 35.16621, -85.19329 35.166122, -85.19319 35.166046, -85.19311 35.165997))"
"683","HAMILTON_20149","L","2101","2199","2100","2198","2100","2199",,,"Oak","St",,"Oak St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","3817","4813","FID3817","20151110083535","MULTILINESTRING ((-85.27139 35.035683, -85.270996 35.035538, -85.27063 35.035397, -85.2703 35.035275, -85.270226 35.035244))"
"684","HAMILTON_12615","L","3101","3199","3100","3198","3100","3199",,,"Dodson","Ave",,"Dodson Ave","Open Public","Chattanooga","Urban Major Collector","Major Road","Chattanooga","Chattanooga","12979","2966","FID12979","20151110083535","MULTILINESTRING ((-85.24973 35.072987, -85.24952 35.073376, -85.24933 35.073727, -85.24919 35.073982, -85.24912 35.074127))"
"685","HAMILTON_10456","R","5000","5098","5001","5099","5000","5099",,,"Rossville","Blvd",,"Rossville Blvd","Open Public","State","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","7668","3270","FID7668","20151110083535","MULTILINESTRING ((-85.287254 34.985603, -85.28713 34.985275, -85.28705 34.98504, -85.286934 34.984768))"
"686","HAMILTON_10504","L","1821","1845","1820","1844","1820","1845",,,"Hickory Valley","Rd",,"Hickory Valley Rd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","5006","3095","FID5006","20151110083535","MULTILINESTRING ((-85.175354 35.02943, -85.175316 35.029503, -85.17516 35.02978, -85.17512 35.02985, -85.17507 35.029934, -85.17503 35.03001, -85.17496 35.030148, -85.174835 35.03038, -85.1748 35.030457, -85.17474 35.030544, -85.17471 35.03061, -85.17464 35.030754, -85.17459 35.03083, -85.17456 35.03089, -85.17453 35.030952, -85.17446 35.03107, -85.17443 35.031136, -85.174385 35.031208, -85.17435 35.03128, -85.17431 35.031357, -85.17426 35.03144, -85.174225 35.031506, -85.17418 35.031597, -85.17413 35.031685, -85.17411 35.03173, -85.17408 35.031776, -85.17404 35.031853, -85.174 35.031925, -85.173965 35.031994, -85.17395 35.032024, -85.17393 35.03207, -85.17388 35.03215))"
