"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","communityboard","councildist","censustract","bin","bbl","nta","location1"
"SENIOR CENTER CONTRACTS","30L01","WASHINGTON HEIGHTS NEIGHBORHOOD SR CTR","WASHINGTON HEIGHTS COMMUNITY SERVICE INC","650 WEST 187TH STREET","NEW YORK","NY","10033","MANHATTAN","212-781-8331","Y",,,,,,,,,,,,,,,"40.853679","-73.932494","112","10","271","1075520","1021670056","Washington Heights North","POINT (-73.932494 40.853679)"
"ELDER ABUSE SERVICES CONTRACTS","5E101","CASC ELDER ABUSE","COMMUNITY AGENCY FOR SENIOR CITIZENS INC","56 BAY STREET","STATEN ISLAND","NY","10301","STATEN ISLAND","718-981-6226","Y",,,,,,,,,,,,,,,"40.640624","-74.075704","501","49","3","5000035","5000050103","West New Brighton-New Brighton-St. George","POINT (-74.075704 40.640624)"
"SENIOR CENTER CONTRACTS","20U01","MARINE PARK ACTIVE ADULTS NEIGHBORHOOD","BERGEN BEACH YOUTH ORGANIZATION INC","3000 FILLMORE AVENUE","BROOKLYN","NY","11234","BROOKLYN","718-336-0275","Y",,,,,,,,,,,,,,,"40.608592","-73.937467","318","46","666","3000000","3084960001","park-cemetery-etc-Brooklyn","POINT (-73.937467 40.608592)"
"CASE MANAGEMENT SERVICES CONTRACTS","4MB01","SUNNYSIDE CASE MANAGEMENT","SUNNYSIDE COMMUNITY SERVICES INC","43-31 39TH STREET","LONG ISLAND CITY","NY","11104","QUEENS","718-784-6173","Y",,,,,,,,,,,,,,,"40.74519","-73.925909","402","26","179","4436677","4001910005","Hunters Point-Sunnyside-West Maspeth","POINT (-73.925909 40.74519)"
"SENIOR CENTER CONTRACTS","22A01","BENSONHURST NEIGHBORHOOD SENIOR CENTER","EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST","7802 BAY PARKWAY","BROOKLYN","NY","11214","BROOKLYN","718-331-6800","Y",,,,,,,,,,,,,,,"40.606369","-73.989235","311","44","270","3162352","3062640030","Bensonhurst West","POINT (-73.989235 40.606369)"
"SENIOR CENTER CONTRACTS","35F01","FIND Aid Innovative Senior Center","FIND AID FOR THE AGED","141 WEST 73RD STREET","NEW YORK","NY","10023","MANHATTAN","212-787-7710","Y",,,,,,,,,,,,,,,"40.778624","-73.979527","107","06","157","1030011","1011450012","Lincoln Square","POINT (-73.979527 40.778624)"
"SENIOR CENTER CONTRACTS","30J01","STEIN NEIGHBORHOOD SENIOR CENTER","STEIN SENIOR CENTER INC","204 EAST 23RD STREET","NEW YORK","NY","10010","MANHATTAN","646-395-8083","Y",,,,,,,,,,,,,,,"40.738655","-73.982755","106","02","64","1019664","1009030056","Gramercy","POINT (-73.982755 40.738655)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","46P01","PETER CARDELLA HOME DELIVERED MEALS","PETER CARDELLA SENIOR CITIZEN CENTER INC","68-52 FRESH POND ROAD","FLUSHING","NY","11385","QUEENS","718-497-2908","Y",,,,,,,,,,,,,,,"40.703894","-73.895681","405","30","583","4085200","4035350024","Ridgewood","POINT (-73.895681 40.703894)"
"SENIOR CENTER CONTRACTS","27X01","BAY RIDGE NEIGHBORHOOD SENIOR CENTER","BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER","411 OVINGTON AVENUE","BROOKLYN","NY","11209","BROOKLYN","718-748-0650","Y",,,,,,,,,,,,,,,"40.633477","-74.023321","310","43","130","3145772","3058730089","Bay Ridge","POINT (-74.023321 40.633477)"
"SENIOR CENTER CONTRACTS","41401","ALPHA PHI ALPHA NEIGHBORHOOD SENIOR CTR","ALPHA PHI ALPHA SENIOR CITIZENS CENTER INC","220-01 LINDEN BOULEVARD","JAMAICA","NY","11411","QUEENS","718-528-8238","Y",,,,,,,,,,,,,,,"40.695105","-73.740004","413","27","596","4244354","4113210006","Cambria Heights","POINT (-73.740004 40.695105)"
"SENIOR CENTER CONTRACTS","40Z01","QUEENS VALLEY NSC","YOUNG ISRAEL PROGRAMS INC","141-55 77TH AVENUE","FLUSHING","NY","11367","QUEENS","718-263-6995","Y",,,,,,,,,,,,,,,"40.721128","-73.819822","408","24","77903","4143547","4066280084","Kew Gardens Hills","POINT (-73.819822 40.721128)"
"SENIOR CENTER CONTRACTS","40501","BROOKS MEMORIAL NSC","BROOKS SENIOR CENTER","143-22 109TH AVENUE","JAMAICA","NY","11435","QUEENS","718-291-3955","Y",,,,,,,,,,,,,,,"40.688564","-73.803554","412","28","196","4257866","4119330001","South Jamaica","POINT (-73.803554 40.688564)"
"CASE MANAGEMENT SERVICES CONTRACTS","1MB01","JASA CASE MANAGEMENT BX-03","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","1351 WHITE PLAINS ROAD","BRONX","NY","10462","BRONX","347-547-7140","Y",,,,,,,,,,,,,,,"40.834586","-73.862999","209","18","21601","2028016","2038840001","West Farms-Bronx River","POINT (-73.862999 40.834586)"
"SENIOR CENTER CONTRACTS","31801","GAYLORD WHITE NEIGHBORHOOD SENIOR CENTER","UNION SETTLEMENT ASSOCIATION","2029 SECOND AVENUE","NEW YORK","NY","10029","MANHATTAN","212-828-6055","Y",,,,,,,,,,,,,,,"40.789473","-73.943288","111","08","170","1080669","1016540011","East Harlem South","POINT (-73.943288 40.789473)"
"SENIOR CENTER CONTRACTS","35E01","Sirovich Innovative Senior Center","THE EDUCATIONAL ALLIANCE INC","331 EAST 12TH STREET","NEW YORK","NY","10003","MANHATTAN","646-395-4523","Y",,,,,,,,,,,,,,,"40.730657","-73.985041","103","02","40","1006502","1004540052","East Village","POINT (-73.985041 40.730657)"
"CASE MANAGEMENT SERVICES CONTRACTS","2MH01","BENSON RIDGE CASE MANAGEMENT BK-5","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","6823 FIFTH AVENUE","BROOKLYN","NY","11220","BROOKLYN","718-680-3530","Y",,,,,,,,,,,,,,,"40.633953","-74.020799","310","43","130","3145313","3058650001","Bay Ridge","POINT (-74.020799 40.633953)"
"SENIOR CENTER CONTRACTS","29701","SR CITIZENS LEAGUE OF FLATBUSH NBH SR CT","SENIOR CITIZENS LEAGUE OF FLATBUSH INC","870 OCEAN PARKWAY","BROOKLYN","NY","11230","BROOKLYN","718-438-7771","Y",,,,,,,,,,,,,,,"40.627218","-73.971057","312","44","46201","3170453","3065080006","Flatbush","POINT (-73.971057 40.627218)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","36F01","HENRY ST HOME DELIVERED MEALS","HENRY STREET SETTLEMENT","265 HENRY STREET","NEW YORK","NY","10002","MANHATTAN","212-473-1474","Y",,,,,,,,,,,,,,,"40.713857","-73.984532","103","01","202","1079627","1002880078","Lower East Side","POINT (-73.984532 40.713857)"
"SENIOR CENTER CONTRACTS","21P01","WILLOUGHBY NEIGHBORHOOD SENIOR CTR","FORT GREENE COUNCIL","105 North Portland Avenue","BROOKLYN","NY","11205","BROOKLYN","718-875-1011","Y",,,,,,,,,,,,,,,"40.694782","-73.976116","302","35","18501","3335258","3020410001","Fort Greene","POINT (-73.976116 40.694782)"
"SENIOR CENTER CONTRACTS","40201","ROBERT COUCHE NEIGHBORHOOD SENIOR CEN","MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS INC","137-57 FARMERS BOULEVARD","JAMAICA","NY","11434","QUEENS","718-978-8352","Y",,,,,,,,,,,,,,,"40.67251","-73.764138","412","31","330","4280089","4130200013","Springfield Gardens North","POINT (-73.764138 40.67251)"
"SENIOR CENTER CONTRACTS","22801","CCNS NARROWS NEIGHBORHOOD SR CTR","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","933 54TH STREET","BROOKLYN","NY","11219","BROOKLYN","718-232-2311","Y",,,,,,,,,,,,,,,"40.636979","-74.002882","312","38","116","3343065","3056660012","Borough Park","POINT (-74.002882 40.636979)"
"GERIATRIC MENTAL HEALTH SERVICES CONTRACTS","5G301","WEILL CORNELL MENTAL HEALTH","WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","1300 YORK AVENUE","NEW YORK","NY","10065","MANHATTAN","914-997-4333","Y",,,,,,,,,,,,,,,"40.671232","-73.976579","306","39","155","3025180","3010760019","Park Slope-Gowanus","POINT (-73.976579 40.671232)"
"SENIOR CENTER CONTRACTS","13201","THROGS NECK NEIGHBORHOOD SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","2705 SCHLEY AVENUE","BRONX","NY","10465","BRONX","718-823-1771","Y",,,,,,,,,,,,,,,"40.821662","-73.827061","210","13","144","2080423","2055680050","Schuylerville-Throgs Neck-Edgewater Park","POINT (-73.827061 40.821662)"
"SENIOR CENTER CONTRACTS","21601","RAICES TIMES PLAZA NEIGHBORHOOD SC","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","460 ATLANTIC AVENUE","BROOKLYN","NY","11217","BROOKLYN","718-694-0895","Y",,,,,,,,,,,,,,,"40.686296","-73.983223","302","33","41","3000937","3001840025","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.983223 40.686296)"
"NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS","N3E01","ISABELLA GERIATRIC FT GEORGE VISTAS NORC","ISABELLA GERIATRIC CENTER INC","17 FT. GEORGE HILL","NEW YORK","NY","10040","MANHATTAN","212-304-1064","Y",,,,,,,,,,,,,,,"40.857983","-73.927237","112","10","283","1064067","1021700131","Washington Heights North","POINT (-73.927237 40.857983)"
"SENIOR CENTER CONTRACTS","28301","HES NEIGHBORHOOD SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","9502 SEAVIEW AVENUE","BROOKLYN","NY","11236","BROOKLYN","212-273-5270","Y",,,,,,,,,,,,,,,"40.632808","-73.89122","318","46","1028","3235056","3083180008","Canarsie","POINT (-73.89122 40.632808)"
"SENIOR CENTER CONTRACTS","27401","SR CITIZENS LEAGUE OF MIDWOOD NBH SR. CT","SENIOR CITIZENS LEAGUE OF FLATBUSH INC","1625 OCEAN AVENUE","BROOKLYN","NY","11230","BROOKLYN","718-253-0508","Y",,,,,,,,,,,,,,,"40.622341","-73.955743","314","45","760","3208316","3076200025","Midwood","POINT (-73.955743 40.622341)"
"SENIOR CENTER CONTRACTS","1YH01","BRONX HOUSE WEINBERG NSC","BRONX HOUSE INC","990 PELHAM PARKWAY SOUTH","BRONX","NY","10461","BRONX","718-792-1800","Y",,,,,,,,,,,,,,,"40.856804","-73.860354","211","13","248","2088568","2043287501","Pelham Parkway","POINT (-73.860354 40.856804)"
"SENIOR CENTER CONTRACTS","12D01","RAIN BOSTON ROAD NEIGHBORHOOD SENIOR C","REGIONAL AID FOR INTERIM NEEDS INC","2424 BOSTON ROAD","BRONX","NY","10467","BRONX","718-547-8827","Y",,,,,,,,,,,,,,,"40.861733","-73.866616","211","13","330","2093401","2044310001","Bronxdale","POINT (-73.866616 40.861733)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","55601","MEALS ON WHEELS OF S.I.","MEALS ON WHEELS OF STATEN ISLAND INC","304 PORT RICHMOND AVENUE","STATEN ISLAND","NY","10302","STATEN ISLAND","718-727-4435","Y",,,,,,,,,,,,,,,"40.634061","-74.13606","501","49","213","5025678","5010890036","Port Richmond","POINT (-74.13606 40.634061)"
"SENIOR CENTER CONTRACTS","13D01","DREISER NEIGHBORHOOD SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","177 DREISER LOOP","BRONX","NY","10475","BRONX","718-320-1345","Y",,,,,,,,,,,,,,,"40.877935","-73.82953","210","12","46201","2097469","2051410500","Co-op City","POINT (-73.82953 40.877935)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","36G01","ENCORE HOME DELIVERED MEALS","ENCORE COMMUNITY SERVICES","239 WEST 49TH STREET","NEW YORK","NY","10019","MANHATTAN","212-581-2910","Y",,,,,,,,,,,,,,,"40.761143","-73.985312","105","03","125","1024789","1010210009","Midtown-Midtown South","POINT (-73.985312 40.761143)"
"SENIOR CENTER CONTRACTS","32801","CANAAN NEIGHBORHOOD SENIOR CENTER","CANAAN BAPTIST CHURCH OF CHRIST","1428 FIFTH AVENUE","NEW YORK","NY","10035","MANHATTAN","212-876-2638","Y",,,,,,,,,,,,,,,"40.80115","-73.946121","110","09","190","1051430","1016000021","Central Harlem South","POINT (-73.946121 40.80115)"
"CASE MANAGEMENT SERVICES CONTRACTS","4MG01","SNAP CASE MANAGEMENT QNS-06","SERVICES NOW FOR ADULT PERSONS INC","80-45 WINCHESTER BOULEVARD","JAMAICA","NY","11427","QUEENS","718-527-5380","Y",,,,,,,,,,,,,,,"40.737685","-73.734021","413","23","1567","4537294","4078800400","Bellerose","POINT (-73.734021 40.737685)"
"SENIOR CENTER CONTRACTS","20A02","House of Jacob Neighborhood Senior Center","SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC","6222 23RD AVENUE","BROOKLYN","NY","11204","BROOKLYN","718-259-0100","Y",,,,,,,,,,,,,,,"40.61405","-73.977597","311","44","436","3172161","3065510045","Bensonhurst East","POINT (-73.977597 40.61405)"
"SENIOR CENTER CONTRACTS","34001","GOOD COMPANIONS NEIGHBORHOOD SENIOR CENT","HENRY STREET SETTLEMENT","334 MADISON STREET","NEW YORK","NY","10002","MANHATTAN","212-349-2770","Y",,,,,,,,,,,,,,,"40.713266","-73.983237","103","02","202","1077526","1002600001","Lower East Side","POINT (-73.983237 40.713266)"
"SENIOR CENTER CONTRACTS","40B01","CCNS HOWARD BEACH NEIGHBORHOOD SC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","155-55 CROSSBAY BOULEVARD","JAMAICA","NY","11414","QUEENS","718-738-8100","Y",,,,,,,,,,,,,,,"40.664372","-73.841152","410","32","884","4442269","4115880075","Lindenwood-Howard Beach","POINT (-73.841152 40.664372)"
"SENIOR CENTER CONTRACTS","24H01","RIDGEWOOD BUSHWICK NEIGHBORHOOD SC","RISEBORO COMMUNITY PARTNERSHIP INC","319 STANHOPE STREET","BROOKLYN","NY","11237","BROOKLYN","718-366-3038","Y",,,,,,,,,,,,,,,"40.70285","-73.918336","304","37","443","3074237","3032590023","Bushwick North","POINT (-73.918336 40.70285)"
"SENIOR CENTER CONTRACTS","28L01","JCCGCI Innovative Senior Center","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","3001 WEST 37TH STREET","BROOKLYN","NY","11224","BROOKLYN","718-449-5000","Y",,,,,,,,,,,,,,,"40.573177","-74.002509","313","47","340","3189617","3070650001","Seagate-Coney Island","POINT (-74.002509 40.573177)"
"SENIOR CENTER CONTRACTS","12N01","KIPS BAY CASTLE HILL NEIGHBORHOOD SR CTR","KIPS BAY BOYS AND GIRLS CLUB","625 CASTLE HILL AVENUE","BRONX","NY","10473","BRONX","718-319-9156","Y",,,,,,,,,,,,,,,"40.819754","-73.848209","209","18","86","2092673","2035700001","Soundview-Castle Hill-Clason Point-Harding Park","POINT (-73.848209 40.819754)"
"SENIOR CENTER CONTRACTS","41001","WAVECREST AND BAYSWATER NSC","YOUNG ISRAEL PROGRAMS INC","2716 HEALY AVENUE","FAR ROCKAWAY","NY","11691","QUEENS","718-327-0297","Y",,,,,,,,,,,,,,,"40.604149","-73.765737","414","31","100802","4300494","4157220041","Far Rockaway-Bayswater","POINT (-73.765737 40.604149)"
"SENIOR CENTER CONTRACTS","42Z01","ELMCOR LEFRAK NSC","ELMCOR YOUTH & ADULT ACTIVITIES INC","95-18 NORTHERN BOULEVARD","FLUSHING","NY","11372","QUEENS","718-271-1222","Y",,,,,,,,,,,,,,,"40.756866","-73.872861","403","21","375","4042344","4017100010","North Corona","POINT (-73.872861 40.756866)"
"CASE MANAGEMENT SERVICES CONTRACTS","2MJ01","JASA CASE MANAGEMENT BK-6","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","3161 BRIGHTON 6TH STREET","BROOKLYN","NY","11235","BROOKLYN","718-943-1615","Y",,,,,,,,,,,,,,,"40.575657","-73.961105","313","48","36002","3245130","3086930012","Brighton Beach","POINT (-73.961105 40.575657)"
"SENIOR CENTER CONTRACTS","32601","WEST 65TH STREET CENTER","GODDARD-RIVERSIDE COMMUNITY CENTER","250 WEST 65th STREET","NEW YORK","NY","10023","MANHATTAN","212-874-0860","Y",,,,,,,,,,,,,,,"40.77501","-73.98689","107","06","151","1030340","1011560020","Lincoln Square","POINT (-73.98689 40.77501)"
"SENIOR CENTER CONTRACTS","11J01","RAIN MIDDLETOWN NEIGHBORHOOD SENIOR CT","REGIONAL AID FOR INTERIM NEEDS INC","3035 MIDDLETOWN ROAD","BRONX","NY","10461","BRONX","718-822-0486","Y",,,,,,,,,,,,,,,"40.844355","-73.828806","210","13","26602","2046141","2041710024","Pelham Bay-Country Club-City Island","POINT (-73.828806 40.844355)"
"SENIOR CENTER CONTRACTS","23R01","REMSEN NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","3304 CLARENDON ROAD","BROOKLYN","NY","11203","BROOKLYN","718-282-1259","Y",,,,,,,,,,,,,,,"40.643428","-73.945697","317","45","830","3111409","3049500001","East Flatbush-Farragut","POINT (-73.945697 40.643428)"
"SENIOR CENTER CONTRACTS","30W01","JUDITH C WHITE NEIGHBORHOOD SENIOR CTR","GREENWICH HOUSE INC.","27 BARROW STREET","NEW YORK","NY","10014","MANHATTAN","212-242-4140","Y",,,,,,,,,,,,,,,"40.732503","-74.003078","102","03","67","1010159","1005900056","West Village","POINT (-74.003078 40.732503)"
"SENIOR CENTER CONTRACTS","24L01","BORINQUEN PLAZ NUTRITION NEIGHBORHOOD SC","RISEBORO COMMUNITY PARTNERSHIP INC","80 SEIGEL STREET","BROOKLYN","NY","11206","BROOKLYN","718-732-6334","Y",,,,,,,,,,,,,,,"40.704366","-73.943775","301","34","491","3071447","3030960030","East Williamsburg","POINT (-73.943775 40.704366)"
"SENIOR CENTER CONTRACTS","21603","RAICES GOWANUS SENIOR CENTER","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","420 BALTIC STREET","BROOKLYN","NY","11201","BROOKLYN","718-797-2472","Y",,,,,,,,,,,,,,,"40.683646","-73.988783","306","33","71","3336072","3004040001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.988783 40.683646)"
"SENIOR CENTER CONTRACTS","22401","OCEAN PARKWAY NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","1960 EAST 7TH STREET","BROOKLYN","NY","11223","BROOKLYN","718-449-5000","Y",,,,,,,,,,,,,,,"40.603084","-73.965083","315","47","418","3178703","3066820045","Homecrest","POINT (-73.965083 40.603084)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","29D01","WAYSIDE HOME DELIVERED MEALS","WAYSIDE OUT-REACH DEVELOPMENT INC","460 DUMONT AVENUE","BROOKLYN","NY","11212","BROOKLYN","929-234-6333","Y",,,,,,,,,,,,,,,"40.66514","-73.902222","316","42","910","3328133","3037970001","Brownsville","POINT (-73.902222 40.66514)"
"SENIOR CENTER CONTRACTS","12T01","COOP CITY NEIGHBORHOOD SENIOR CENTE","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","2049 BARTOW AVENUE","BRONX","NY","10475","BRONX","718-320-2066","Y",,,,,,,,,,,,,,,"40.869472","-73.828582","210","12","46201","2097466","2051410100","Co-op City","POINT (-73.828582 40.869472)"
"SENIOR CENTER CONTRACTS","64902","SAGE Center at Ingersoll Senior Residences","SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND","112 Saint Edwards Street","BROOKLYN","NY","11205","BROOKLYN","212-741-2247","Y",,,,,,,,,,,,,,,"40.693835","-73.977916","302","35","2901",,,"Fort Greene","POINT (-73.977916 40.693835)"
"CASE MANAGEMENT SERVICES CONTRACTS","4MD01","QUEENS COMM. HOUSE CASE MANAGEMENT QNS-3","QUEENS COMMUNITY HOUSE INC.","107-20 71ST ROAD","FLUSHING","NY","11375","QUEENS","718-896-8511","Y",,,,,,,,,,,,,,,"40.720067","-73.843469","406","29","737","4533735","4032577501","Forest Hills","POINT (-73.843469 40.720067)"
"SENIOR CENTER CONTRACTS","23K01","CCNS PETE MCGUINNESS NEIGHBORHOOD SR CTR","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","715 LEONARD STREET","BROOKLYN","NY","11222","BROOKLYN","718-383-1940","Y",,,,,,,,,,,,,,,"40.729007","-73.95276","301","33","575","3333076","3025740053","Greenpoint","POINT (-73.95276 40.729007)"
"SENIOR CENTER CONTRACTS","41A01","KCS FLUSHING NSC","KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC","42-15 166TH STREET","FLUSHING","NY","11358","QUEENS","718-886-8203","Y",,,,,,,,,,,,,,,"40.75939","-73.800335","407","19","1185","4439629","4053970006","East Flushing","POINT (-73.800335 40.75939)"
"SENIOR CENTER CONTRACTS","20201","GRACE AGARD HAREWOOD NEIGHBORHOOD SENIOR","FORT GREENE COUNCIL","966 FULTON STREET","BROOKLYN","NY","11238","BROOKLYN","718-638-6910","Y",,,,,,,,,,,,,,,"40.682487","-73.962178","302","35","201","3057638","3020140026","Clinton Hill","POINT (-73.962178 40.682487)"
"SENIOR CENTER CONTRACTS","42801","PETER CARDELLA NSC","PETER CARDELLA SENIOR CITIZEN CENTER INC","68-52 FRESH POND ROAD","FLUSHING","NY","11385","QUEENS","718-497-2908","Y",,,,,,,,,,,,,,,"40.703894","-73.895681","405","30","583","4085200","4035350024","Ridgewood","POINT (-73.895681 40.703894)"
"SENIOR CENTER CONTRACTS","32W01","CARVER NEIGHBORHOOD SENIOR CENTER","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","55 EAST 102ND STREET","NEW YORK","NY","10029","MANHATTAN","212-289-2708","Y",,,,,,,,,,,,,,,"40.79084","-73.950853","111","08","168","1082659","1016080023","East Harlem South","POINT (-73.950853 40.79084)"
"SENIOR CENTER CONTRACTS","1A602","NYCHA SITE HIGHBRIDGE GARDENS","PRESBYTERIAN SENIOR SERVICES","1181 NELSON AVENUE","BRONX","NY","10452","BRONX","718-588-3004","Y",,,,,,,,,,,,,,,"40.837232","-73.925706","204","16","199","2003301","2025160051","Highbridge","POINT (-73.925706 40.837232)"
"ELDER ABUSE SERVICES CONTRACTS","1E101","SHOPP ELDER ABUSE BX 1-8","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","953 SOUTHERN BOULEVARD","BRONX","NY","10459","BRONX","718-542-0006","Y",,,,,,,,,,,,,,,"40.82148","-73.891688","202","17","159","2005787","2027240186","Hunts Point","POINT (-73.891688 40.82148)"
"SENIOR CENTER CONTRACTS","50B01","MOUNT LORETTO NEIGHBORHOOD SENIOR CEN","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC","6581 HYLAN BOULEVARD","STATEN ISLAND","NY","10309","STATEN ISLAND","718-984-8589","Y",,,,,,,,,,,,,,,"40.508809","-74.222403","503","51","198","5123970","5076640001","Annadale-Huguenot-Prince's Bay-Eltingville","POINT (-74.222403 40.508809)"
"SENIOR CENTER CONTRACTS","21K01","BLENMAN NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","720 EAST NEW YORK AVENUE","BROOKLYN","NY","11203","BROOKLYN","718-773-7400","Y",,,,,,,,,,,,,,,"40.662289","-73.938916","309","41","87401","3106612","3047950016","Prospect Lefferts Gardens-Wingate","POINT (-73.938916 40.662289)"
"CAREGIVER SERVICES CONTRACTS","2K201","JASA BROOKLYN CAREGIVER RESPITE PROGRAM","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","161 CORBIN PLACE","BROOKLYN","NY","11235","BROOKLYN","718-934-4180","Y",,,,,,,,,,,,,,,,,"315","48",,"3245719","3087190073",,
"SENIOR CENTER CONTRACTS","10C01","N SHOPP LEON NEIGHBORHOOD SENIOR CENTE","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","735 EAST 152ND STREET","BRONX","NY","10455","BRONX","718-708-6897","Y",,,,,,,,,,,,,,,"40.815994","-73.907843","201","17","79","2091979","2026540002","Melrose South-Mott Haven North","POINT (-73.907843 40.815994)"
"SENIOR CENTER CONTRACTS","12T02","JASA EINSTEIN SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","135 EINSTEIN LOOP","BRONX","NY","10475","BRONX","718-379-2702","Y",,,,,,,,,,,,,,,"40.864255","-73.82203","210","12","302","2095160","2051350210","Co-op City","POINT (-73.82203 40.864255)"
"SENIOR CENTER CONTRACTS","15601","RAIN PARKCHESTER NEIGHBORHOOD SENIOR C","REGIONAL AID FOR INTERIM NEEDS INC","1380 METROPOLITAN AVENUE","BRONX","NY","10462","BRONX","718-597-9220","Y",,,,,,,,,,,,,,,"40.835141","-73.861061","209","18","212","2096674","2039387501","Parkchester","POINT (-73.861061 40.835141)"
"SENIOR CENTER CONTRACTS","18901","SEBCO NEIGHBORHOOD SENIOR CENTER","SEBCO DEVELOPMENT INC","887 SOUTHERN BLVD.","BRONX","NY","10459","BRONX","718-617-3465","Y",,,,,,,,,,,,,,,"40.818913","-73.89355","202","17","89","2005752","2027220040","Hunts Point","POINT (-73.89355 40.818913)"
"SENIOR CENTER CONTRACTS","22R01","ABE STARK NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","10315 FARRAGUT ROAD","BROOKLYN","NY","11236","BROOKLYN","718-272-9515","Y",,,,,,,,,,,,,,,"40.649668","-73.89929","318","42","1098","3229152","3081520201","East New York","POINT (-73.89929 40.649668)"
"SENIOR CENTER CONTRACTS","18201","MELROSE MOTT HAVEN NEIGHBORHOOD SR CTR","EAST SIDE HOUSE INC","372 EAST 152 STREET","BRONX","NY","10455","BRONX","718-665-2280","Y",,,,,,,,,,,,,,,"40.818516","-73.91793","201","17","67","2090413","2023980014","Melrose South-Mott Haven North","POINT (-73.91793 40.818516)"
"LEGAL SERVICES CONTRACTS","32V01","MOBILIZATION FOR JUSTICE INC","MOBILIZATION FOR JUSTICE INC","100 WILLIAM STREET","NEW YORK","NY","10038","MANHATTAN","212-417-3700","Y",,,,,,,,,,,,,,,"40.708497","-74.007477","101","01","1502","1001116","1000680036","Battery Park City-Lower Manhattan","POINT (-74.007477 40.708497)"
"CASE MANAGEMENT SERVICES CONTRACTS","3M901","SELFHELP PROJECT CASE MANAGEMENT MN-2","SELFHELP COMMUNITY SERVICES INC","520 EIGHTH AVENUE","NEW YORK","NY","10018","MANHATTAN","212-787-8106","Y",,,,,,,,,,,,,,,"40.753612","-73.992417","105","03","109","1083624","1007860001","Midtown-Midtown South","POINT (-73.992417 40.753612)"
"NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS","N3401","STANLEY M ISAACS NORC","STANLEY M ISAACS NEIGHBORHOOD CENTER INC","415 EAST 93RD STREET","NEW YORK","NY","10128","MANHATTAN","212-360-7620","Y",,,,,,,,,,,,,,,"40.780904","-73.945112","108","05","152","1082367","1015730001","Yorkville","POINT (-73.945112 40.780904)"
"SENIOR CENTER CONTRACTS","32T02","KING TOWERS SOCIAL CLUB","PRESBYTERIAN SENIOR SERVICES","50 LENOX AVENUE","NEW YORK","NY","10028","MANHATTAN","646-861-2077","Y",,,,,,,,,,,,,,,"40.799593","-73.951421","110","09","186","1083312","1015960001","Central Harlem South","POINT (-73.951421 40.799593)"
