"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"ET.E.005","Construction Code revision","Encourage more ""cool roofs"" installations.","Extreme Temperatures","Department of Buildings,Small Business Services","Completed","Prevention and Policy",,"City Expense","0",,,"2022-07-09T00:00:00.000","1.3,2.5,4.3","N/A",,,"Not Mapped"
"ET.E.009","Protection of engines from heat-related damage","Protect engines and prepare for response to heat-related incidents including increased switch, bridge, signal, catenary (MNR only), and track circuit failures, as well as heat kinks.","Extreme Temperatures","MTA Long Island Railroad","Existing","Property Protection",,"MTA","0",,,"ongoing","2.1,2.7","N/A",,,"Not Mapped"
"ET.E.010","Protection of system from heat-related damage","Protect engines, increase pantograph inspections, and prepare for response to heat related incidents including increased switch, bridge, signal, catenary and track circuit failures, as well as heat kinks.","Extreme Temperatures","MTA Metro-North Railroad","Completed","Property Protection",,"Unknown","0",,,"Complete","2.1,2.3,2.7","N/A",,,"Not Mapped"
"ET.E.011","Summer operations manual","Write guide on how to perform pre-trip bus inspections to confirm windows and hatches are closed and the air conditioning system is working properly. Provide bus operators with summer uniforms and information about heat stress.","Extreme Temperatures","MTA-Buses","Existing","Prevention and Policy","New York City Emergency Management","MTA","0",,,"TBD","2.1,5.2","N/A",,,"Not Mapped"
"ET.E.012","Communications Redundant System","Develop communications system with surge protection to allow uninterrupted operation during potential power surges due to rolling black-outs or electrical storms. Additional redundancies include steam generator back-up and ""failsoft"" computer based protection.","Extreme Temperatures","MTA-Buses","Completed","Emergency Services",,"Unknown","0",,,"TBD","2.3","N/A",,,"Not Mapped"
"ET.P.001","Power redundancy in City buildings","Install generators in select buildings to provide power during blackouts and emergency operations.","Extreme Temperatures","Department of Citywide Administrative Services","Existing","Emergency Services",,"City Capital","10000000",,,"Ongoing (generators may be installed on additional buildings as electrical upgrades occur)","2.1,2.3","N/A",,,"Points"
"ET.P.002","AC upgrade for senior centers","Continue to monitor status of AC systems at senior centers to help mitigate the effects of heat. Provide for repair or replacement as required.","Extreme Temperatures","Department For The Aging","Existing","Emergency Services","New York City Housing Authority","Authority Expense","0",,,"Ongoing","1.1,2.3,2.7","N/A",,,"Not Mapped"
"ET.P.004","Urban heat island effect mitigation","Map and evaluate mitigation strategies implemented in New York City.","Extreme Temperatures","Department of Health and Mental Hygiene","Existing","Prevention and Policy","Department of Parks and Recreation,Mayor's Office of Resiliency","CDBG","1000000",,,"3 Years","1.1,1.5,5.2","N/A",,"Identifying funding sources","Not Mapped"
"F.2018.001","Design and Construction Excellence 2.0 -- Guiding Principles","Guiding Principles is a publication that outlines shared aims that ensure equity, sustainability, resiliency, and healthy living are integral to the design and construction process. This publication directly supports Design and Construction Excellence 2.0 (DCE 2.0), our program that, through partnerships with renowned design and construction professionals, delivers innovative and enduring public buildings and infrastructure.","Flooding","Department of Design and Construction","Completed","Prevention and Policy",,"City Expense",,"2015-11-02T00:00:00.000","2016-09-15T00:00:00.000",,"2.4,2.5,2.6","N/A","https://www1.nyc.gov/site/ddc/about/guiding-principles.page",,"Not Mapped"
"F.2018.030","Asser Levy Boiler and Pool Dehumidifier Repair","Reconstructed the boiler after Hurricane Sandy damage","Flooding","Department of Parks and Recreation","Completed","Infrastructure Project",,"FEMA-406,Mayoral","1381000","2012-10-01T00:00:00.000","2017-05-01T00:00:00.000",,"2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6134",,"Points"
"F.E.102","Flood sensors","Install information-based sensors to aid transmission operations during a flood event.","Flooding","Public Service Enterprise Group","Completed","Property Protection",,"Authority Capital,CDBG,FEMA","120000",,,,"2.10,2.3,5.2","N/A",,,"Not Mapped"
"F.2018.005","Silver Jackets Program","Silver Jackets Program - The New York Silver Jackets team is an interagency team dedicated to working collaboratively within the state of New York with appropriate stakeholders in developing and implementing solutions to flood hazards by identifying agency resources, funding programs and technical expertise.  The teams focus areas are improved outreach and coordination and developing an interagency approach to flood risk management.","Flooding","U.S. Army Corps of Engineers","Existing","Education and Awareness",,,"100000","2007-01-01T00:00:00.000",,"Ongoing","3.1","N/A","http://silverjackets.nfrmp.us/State-Teams/New-York","Silver Jackets Program is a  program that receives continuous funding and operates year round","Not Mapped"
"F.2018.006","Leonord Covello Cooling Center HVAC Replacement","Leonord Covello Cooling Center HVAC Replacement","Flooding","Department For The Aging","Existing","Property Protection",,"City Capital",,"2019-08-01T00:00:00.000","2022-02-01T00:00:00.000",,"2.2,2.3,2.8","N/A",,"Cost Estimate $20,000 -$180,000","Not Mapped"
"F.2018.007","Flood Mitigation for HRA Vehicles","Develop a plan to ensure driver responsibility of HRA vehicles during an emergency and identify alternate locations for vehicles that are not at risk to flooding.","Flooding","Department of Social Services","Existing","Property Protection","Department of Citywide Administrative Services,New York City Emergency Management","Unknown",,,,"TBD","2.1,2.3,3.2","N/A",,,"Not Mapped"
"F.2018.008","Building Electrical Equipment - Eerie Basin","Relocate existing electrical equipment in NYPD facility to floors above the 1 percent annual chance floodplain.","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","1823560","2018-05-31T00:00:00.000",,,"2.1,2.7,2.8","N/A",,,"Points"
"F.2018.009","Building Electrical Equipment - Floyd Bennett","Relocate existing electrical equipment to floors above the 1 percent annual chance floodplain.","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","829819","2016-01-01T00:00:00.000",,,"2.1,2.7,2.8","N/A",,,"Points"
"F.2018.010","Building Electrical Equipment - PSA 1","Relocate electrical equipment to areas or floors above the 1 percent annual chance floodplain.","Flooding","New York City Police Department","Existing","Property Protection",,"City Capital,FEMA","525541",,,"TBD","2.1,2.7,2.8","N/A",,,"Points"
"F.2018.011","Boiler Protection - Floyd Bennet","Raise boilers to areas above the one percent annual chance floodplain.","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","1236895","2017-07-01T00:00:00.000",,,"2.1,2.7,2.8","N/A",,,"Points"
"F.2018.012","Boiler Protection - 100 Pct","Raise boilers to areas above the one percent annual chance floodplain","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","450778","2018-07-01T00:00:00.000",,,"2.1,2.7,2.8","N/A",,,"Points"
"F.2018.014","Elevated Equipment Storage - Bomb Squad","Store critical bomb squad equipment above the base flood elevation","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA-406","1278818","2018-10-01T00:00:00.000",,,"2.7,2.8","N/A",,"Included in the design of Rodman's Neck Rebuild","Points"
"F.2018.015","Pier 76 - Elevated Platform Mitigation","Elevated electrical equipment","Flooding","New York City Police Department","Completed","Property Protection",,"FEMA","375901",,"2012-07-01T00:00:00.000",,"2.1,2.7,2.8","N/A",,,"Points"
"F.2018.016","Electrical Upgrade for QMS 23fd St Warehouse","Electrical replacement and elevation","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","79396",,,"TBD","2.1,2.7,2.8","N/A",,,"Points"
"F.2018.017","Electrical Conduit Replaced and Upgraded - PSA 1","Electrical Conduit Replaced and Upgraded for PSA 1","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","320727",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.018","Electrical Conduit Replaced and Upgraded for Floyd Bennett","Electrical Conduit Replaced and Upgraded for Floyd Bennett","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","57400",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA funded","Points"
"F.2018.019","Electrical Conduit Replaced and Upgraded for Harbor Charlie","Electrical Conduit Replaced and Upgraded for Harbor Charlie","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","5711505",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA funded","Points"
"F.2018.020","Electrical Conduit Replaced and Upgraded for QMS Warehouse","Electrical Conduit Replaced and Upgraded for QMS Warehouse","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","271759",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.021","Electrical Conduit Replaced and Upgraded for  Transit D 34","Electrical Conduit Replaced and Upgraded for  Transit D 34","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","1057156",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.022","Electrical Conduit Replaced and Upgraded for  Rodman's Neck","Electrical Conduit Replaced and Upgraded for Bomb Squad Rodman's Neck","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","5379582",,,"TBD","2.1,2.7,2.8","N/A",,,"Points"
"F.2018.023","Electrical Conduit Replaced and Upgraded for Pier 76","Electrical Conduit Replaced and Upgraded for Pier 76","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","2201557",,,"TBD","2.1,2.7,2.8","N/A",,,"Points"
"F.2018.024","Electrical Conduit Replaced and Upgraded for Pier 36","Electrical Conduit Replaced and Upgraded for Pier 36","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","950636",,,"TBD","2.1,2.7,2.8","N/A",,,"Not Mapped"
"F.2018.025","Electrical Conduit Replaced and Upgraded for PSA 4","Electrical Conduit Replaced and Upgraded for PSA 4","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","2190048",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.026","Electrical Conduit Replaced and Upgraded for Harbor George","Electrical Conduit Replaced and Upgraded for Harbor George","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","747752",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.027","Electrical Conduit Replaced and Upgraded for Transit District 23","Electrical Conduit Replaced and Upgraded for Transit District 23","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","852585",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.028","Electrical Conduit Replaced and Upgraded for 100 Pct","Electrical Conduit Replaced and Upgraded for 100 Pct","Flooding","New York City Police Department","Existing","Property Protection",,"FEMA","378987",,,"TBD","2.1,2.7,2.8","N/A",,"90% FEMA Funded","Points"
"F.2018.031","Rockaway Beach Shorefront Parkway Handball Court Reconstruction","This project will reconstruct the handball courts at Rockaway Beach.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"City Capital,FEMA-406",,"2015-11-01T00:00:00.000","2019-05-01T00:00:00.000","Between $1 million and $3 million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6852",,"Line"
"F.2018.032","Rockaway Beach Skate Park Reconstruction","This project will reconstruct the skate park at Rockaway Beach.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"Borough President,FEMA-406,Mayoral",,,,"Between $1 million and $3 million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/3358",,"Points"
"F.2018.033","Vietnam Veterans Plaza Reconstruction (Hurricane Sandy) (M046-114M)","This project will reconstruct lighting and electrical components damaged by Hurricane Sandy at Vietnam Veterans Plaza.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral",,,,"Between $1 million and $3 million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6176",,"Polygon"
"F.2018.034","Glick Park Electrical Repairs (Hurricane Sandy)","This project will reconstruct the electrical systems at Glick Park due to damage from Hurricane Sandy.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral","631000",,,,"2.8,2.9","N/A",,,"Polygon"
"F.2018.035","Inwood Hill Nature Center Post-Sandy Reconstruction","This project will reconstruct the Inwood Hill Nature Center at Inwood Hill Park due to damage caused by Hurricane Sandy.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"City Council,FEMA-406,Mayoral",,,,"Between $1 million and $3 million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/7365",,"Points"
"F.2018.036","Tappen and South Beach","This project will reconstruct the electrical and mechanical components of fountains damaged during Hurricane Sandy at Tappen Park and South Beach.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral",,,"2020-06-01T00:00:00.000","Less than $1 Million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6171",,"Points"
"F.2018.037","Buono Beach Fountain Repair","This project will reconstruct the electrical and mechanical components of the fountain at Buono Beach in Alice Austen Park.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral",,"2015-07-01T00:00:00.000","2020-06-01T00:00:00.000","Less than $1 Million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/7154",,"Points"
"F.2018.038","Tribute Park Reconstruction (Hurricane Sandy)","This project will reconstruct Tribute Park due to damage from Hurricane Sandy.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral","2288000","2015-06-01T00:00:00.000","2019-12-01T00:00:00.000",,"2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6618",,"Points"
"F.2018.039","Fairview Park Multi-Purpose Field and Landscape Construction","This project will construct a multi-purpose field, baseball field, tennis courts, pickleball courts, adult fitness equipment, picnic area, parking area, bio-retention areas, paths, and landscape elements at Fairview Park","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral",,"2015-06-01T00:00:00.000","2020-04-01T00:00:00.000","Greater than $10 million","2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/8779",,"Points"
"F.2018.040","Wolfe's Pond Park Playground Reconstruction (Hurricane Sandy)","This project will reconstruct the basketball courts, paths, fencing, landscape and park amenities at Wolfe's Pond Park.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"Borough President,City Council,FEMA-406","1000000","2017-09-01T00:00:00.000","2017-10-01T00:00:00.000",,"2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/8884",,"Points"
"F.2018.041","Midland Beach Landscape and Drainage Reconstruction","This project will reconstruct Hurricane Sandy-damaged drain inlets, catch basins and lines, timber barrier rail fencing, vehicular barrier gates (and concrete island) and electrical utility boxes at Midland Beach.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406","425000","2015-04-01T00:00:00.000","2019-06-01T00:00:00.000",,"2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/8682",,"Points"
"F.2018.042","Buono Beach and Alice Austen Reconstruction due to Hurricane Sandy","This project will reconstruct the landscape elements at Alice Austen House including picket fences and paths due to damage sustained during Hurricane Sandy. The project will also include the installation of security lighting.","Flooding","Department of Parks and Recreation","Existing","Infrastructure Project",,"FEMA-406,Mayoral","609000","2014-09-01T00:00:00.000","2019-07-01T00:00:00.000",,"2.8,2.9","N/A","https://www.nycgovparks.org/planning-and-building/capital-project-tracker/project/6625",,"Polygon"
"F.C.001","Hardening of EDC Emergency Operations Center","Raise the emergency generator at the Brooklyn Emergency Operations Center, and upgrade emergency backup systems related to MIS equipment at Brooklyn Emergency Operations Center and Manhattan Asset Management Emergency Operations Center.","Flooding","Economic Development Corporation","Completed","Property Protection",,"City Expense","53000",,,,"2.1,2.2,2.3,2.7","N/A",,,"Points"
"F.C.002","Facility protection","Install special waterproofing membrane in the basement of the Gouverneur Healthcare facility to prevent groundwater from entering the building's basement.","Flooding","NYC Health + Hospitals","Completed","Property Protection","Department of Sanitation","City Capital","425000",,,,"1.1,2.1,2.7","N/A",,,"Points"
"F.C.003","Effluent Pump Stations","In flood mitigation projects under the FEMA 406 program that include barrier walls, install an effluent pump station with main sewage pumps that have sufficient head to overcome hydraulic resistance in the receiving waters created by a flooding event","Flooding","Department of Environmental Protection","Existing","Infrastructure Project",,"City Capital,FEMA",,,,"Dependent on completion of facility plans in 2020-22","2.1,2.3,2.7,2.8","N/A",,,"Not Mapped"
"F.C.004","Mapping of flooding vulnerability data","Evaluate latest flooding information available post-Sandy to potentially update infrastructure maps to more accurately define flooding vulnerability of company assets.","Flooding","Con Edison","Existing","Prevention and Policy",,"Authority Expense","0",,,"Ongoing","2.5,2.9,5.2","N/A",,,"Not Mapped"
"F.C.023","Critical facility relocation","Relocate NYCEM supply warehouse to higher elevation, out of the 100-year floodplain and coastal storm surge zone.","Flooding","New York City Emergency Management","Completed","Property Protection",,"City Expense","20000",,,,"2.1,2.2,2.3","N/A",,,"Not Mapped"
"F.C.005","Designing for Flood Risk report","Identify key principles to guide the design of new buildings in flood zones to promote construction that can not only withstand coastal flood events, but also supports the vibrancy of the public realm. Recognizing the distinct character and needs of higher-density urban environments, such as New York City, the report provides recommendations for how regulations and individual project design can incorporate resilient design principles.","Flooding","Department of City Planning","Completed","Education and Awareness","Department of Buildings","Unknown","0",,"2013-06-01T00:00:00.000","2013","2.2,2.4,2.5,2.6","N/A",,"Project was completed in 2013.","Not Mapped"
"F.C.006","Flood Resilient Building Design Manual","Provide guidance for planning and design of new construction and retrofit of existing buildings in areas subject to flooding. Guidance will mitigate property damage and life safety dangers posed by structurally and superficially damaged buildings.","Coastal storms,Flooding","Department of City Planning","Completed","Education and Awareness","Department of Buildings","FEMA-HMGP","0","2013-05-01T00:00:00.000","2014-10-01T00:00:00.000",,"2.10,2.4,2.5,2.6,2.7,2.8","N/A",,"Report was released in Oct. 2014, Available here: http://www.nyc.gov/html/dcp/html/retrofitting/index.shtml","Not Mapped"
"F.C.007","Construction Code Revision","Require new critical facilities located in flood zones be raised higher than currently required.","Flooding","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,"2022-07-09T00:00:00.000","1.3,2.1,2.5,2.7","N/A",,,"Not Mapped"
"F.C.008","Construction code update","Amended and added sections to the NYC Construction Codes governing the raising, lifting, elevating or moving the lowest above-grade floor or the lowest subgrade floor of a building. (LL 29/13)","Coastal Storms,Flooding,Severe Weather","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.009","Construction code update","Extended fee waiver for ""eligible"" Hurricane Sandy-damaged buildings to damaged ""non-eligible"" buildings, for work related to electrical and plumbing systems only. (LL 51/13)","Coastal Storms,Flooding,Severe Weather","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.010","Construction code update","Amended the NYC plumbing and building code in relation to backflow prevention. (LL 83/13)","Flooding","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.011","Construction code update","Amended the NYC building code to restrict patient care areas and patient sleeping spaces from being below DFE even with dry floodproofing. (LL 95/13)","Coastal Storms,Flooding,Severe Weather","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.012","Construction code update","Amended the NYC building code to require elevations in NAVD and to use the the more stringent of either the 2007 FEMA FIRMs or the 2013 FEMA PFIRMs. (LL 96/13)","Flooding","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.013","Construction code update","Amended the NYC construction codes with regard to cable length and fuel oil storage in the special flood hazard area. (LL 99/13)","Flooding","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.014","Construction code update","Amended the NYC building code to allow temporary flood shields, stairs and ramps as part of a flood emergency plan and related requirements. (LL 109/13)","Flooding","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.015","Construction code update","Amended the NYC building code and electrical code to include legally required standby power systems in addition to emergency power and optional standby, and outlined equipment to be served. (LL 111/13)","Coastal Storms,Flooding,Severe Weather","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.016","Construction code update","Amended the NYC building code and electrical code to include legally required standby power systems in addition to emergency power and optional standby, and outlined equipment to be served. (1 RCNY 3606-04)","Coastal Storms,Flooding,Severe Weather","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,,"2.4,2.5","N/A",,,"Not Mapped"
"F.C.017","Sandbagging of all fuel fill ports and man-ways","Prevent water intrusion, thereby ensuring fuel viability for continuity of operations.","Flooding","Department of Sanitation","Completed","Emergency Services",,"City Expense,Unknown","0",,,"Duration of emergency/ immediate","2.1,2.3","N/A",,"Preliminary standard operating procedures for any forecasted event that threatens facilities","Not Mapped"
"F.C.018","Roof drains and gutters","Have garage personnel do inspections and take action to clear roof drains and gutters to ensure facilities are protected from water intrusion.","Flooding","Department of Sanitation","Completed","Emergency Services",,"City Expense,Unknown","0",,,"Duration of emergency/immediate","2.1,2.7","N/A",,"Preliminary standard operating procedures for any forecasted event that threatens facilities.","Not Mapped"
"F.C.019","Secondary feeders and wiring to BK1 and BK4","Flood waters peaked at 2' submerging electrical supply cables with salt water resulting in total power outage to both facilities for  several months post SANDY.  Wires rendered non-functional and disconnected at the blockhouse.","Flooding","Department of Sanitation","Completed","Property Protection",,"FEMA","1370000","2013-02-11T00:00:00.000","2013-12-01T00:00:00.000",,"2.1,2.2,2.9","N/A",,"All wiring and secondary feeders were replaced with marine grade to prevent destruction in the event this happens again.  Facilites ran on limited power by generator until rectified.","Points"
"F.C.020","Dewatering pumps at FDNY facilities","Portable dewatering pumps have been purchased for field units.  Auxiliary pumping unit can pump an estimated 3,000 gallons of water per minute.","Flooding","Fire Department of the City of New York","Completed","Emergency Services","DHS","Other Federal","75000","2014-01-01T00:00:00.000","2015-12-31T00:00:00.000",,"2.1","N/A",,"Portable dewatering pumps have been purchased with DHS funds.  Auxiliary pumping unit can pump an estimated 3,000 gallons of water per minute.","Not Mapped"
"F.C.021","Stormwater drainage improvement","Raise vent grating and subway entrances at five locations.","Flooding","MTA New York City Transit","Completed","Property Protection","Department of Environmental Protection","MTA","0",,,"Completed","2.1,2.7,2.8","N/A",,"Completed","Points"
"F.C.022","Stormwater drainage improvement","Install 34 check valves at all direct connections to the Citys combined sewer/storm drainage system to prevent backflow into the NYCT drainage system.","Flooding","MTA New York City Transit","Completed","Property Protection","Department of Environmental Protection","MTA","0",,,"completed","2.1,2.3,2.7","N/A",,,"Not Mapped"
"F.E.003","High-level storm sewers","Supplement existing combined sewers with high-level storm sewers in certain areas near the water's edge. High-level storm sewers are able to capture 50% of rainfall before it enters combined sewers, reducing street flooding and combined sewer overflows.","Flooding","Department of Environmental Protection","Existing","Infrastructure Project","Department of Design and Construction,New York City Department of Transportation","City Capital","255000000",,,"Ongoing","2.10,2.3,2.8,4.3","N/A",,,"Line"
"F.E.004","Stormwater sewers in areas of Queens with limited drainage systems","Continue to build out the storm sewer systems in Queens locations in conjunction with DOT street improvements and other community infrastructure projects, including in areas with street flooding.","Flooding","Department of Environmental Protection","Existing","Infrastructure Project","Department of Design and Construction,New York City Department of Transportation","City Capital","148000000",,,"Ongoing","2.3,2.8,4.3","N/A",,,"Line"
"F.E.005","Watershed Protection Program","Acquire land strategically in the watershed and continue stream, farm, and forestry programs.","Flooding","Department of Environmental Protection","Existing","Coastal/Natural Resource Protection","New York State Department of Environmental Conservation,New York State Department of Health","City Capital",,"2017-01-01T00:00:00.000","2024-07-31T00:00:00.000","Ongoing. programs are regulated under 2017-2047 Water Supply Permit","4.3","N/A",,,"Not Mapped"
"F.E.006","Valve installation/plumbing improvements through enhanced outreach and education","Encourage appropriate installation of check valves and other property protection systems to mitigate flooding risk.","Flooding","Department of Environmental Protection","Completed","Property Protection","Department of Buildings","City Expense","0",,,"Ongoing","2.1,2.3,2.7,2.8,5.3","N/A",,"DEP issued a Homeowner's Guide to Flood Preparedness in 2014 and a new version is in development for 2016. The Department uses this as a tool to help homeowners identify where their properties could be vulnerable.  As part of the South East Queens program and inland flooding conversations with communities and elected officials, the guide is presented to homeowners who are experiencing flooding due to heavy rains. DEP BWSO funded the development and printing of the homeowner's guide.","Not Mapped"
"F.E.007","Citywide Stormwater Resiliency Study","Identify inland flood- and tidal flood-prone areas and determine stormwater management strategies","Flooding","Department of Environmental Protection","Existing","Infrastructure Project","Mayor's Office of Resiliency","CDBG",,"2018-06-01T00:00:00.000","2019-01-31T00:00:00.000",,"2.2","N/A",,,"Not Mapped"
"F.E.008","Sewer infrastructure upgrade","Make regulator improvements for sewer outfalls around East River, Westchester Creek, Hutchinson Creek, Flushing Bay, and Newtown Creek. Improved regulators will control releases from the sewer system during storms, reduce street flooding, and prevent sewer backups.","Flooding","Department of Environmental Protection","Existing","Infrastructure Project",,"City Capital","94000000",,,"Project funded through 2015","2.1,2.3,2.7,2.8,4.3","N/A",,,"Not Mapped"
"F.E.009","Drainage system maintenance and pre-storm inspections","Perform regular maintenance and repair of sewers and catch basins citywide. Perform pre-storm inspections of Bluebelt facilities and targeted areas of the city with potential for flooding to facilitate proper function during normal operations and storm events.","Flooding","Department of Environmental Protection","Existing","Emergency Services","Department of Parks and Recreation","City Expense","0",,,"Ongoing operation","2.1,2.3,4.3","N/A",,,"Not Mapped"
"F.E.010","Dam inspection program","Implement New York City dam inspection program on both monthly and yearly cycles to facilitate appropriate maintenance and attain state of good repair.","Flooding","Department of Environmental Protection","Existing","Prevention and Policy",,"City Expense","0",,,"Ongoing","2.4","N/A",,,"Not Mapped"
"F.E.011","Property and infrastructure protection","Prepare large area drainage plans for the following locations that lack a fully built system or require upgrades:  southeast Queens, Rockaway Peninsula, Coney Island, and Whitestone. These plans will examine and optimize how storm and floodwater is managed in these areas.","Flooding","Department of Environmental Protection","Existing","Prevention and Policy",,"City Expense","0",,,"Ongoing","2.2,2.5","N/A",,,"Not Mapped"
"F.E.012","Stormwater/flooding public outreach and education","Develop school curricula and public outreach materials to educate the public about flooding and stormwater.","Flooding","Department of Environmental Protection","Existing","Education and Awareness",,"City Expense","0",,,"Ongoing","2.6,5.1,5.3","N/A",,,"Not Mapped"
"F.E.014","Construction code revision","Clarify current flooding regulations and adopt the latest national standards.","Flooding","Department of Buildings","Completed","Prevention and Policy",,"City Expense","0",,,"2022-12-14T00:00:00.000","2.4,2.5","N/A",,,"Not Mapped"
"F.E.016","Facility protection","Execute flood-elimination capital projects at 44 sites that need long-term solutions for recurring flood damage due to groundwater infiltration.","Flooding","Department of Education","Existing","Property Protection","SCA","FEMA","200000","2014-01-01T00:00:00.000",,"Estimated completion 2019","2.1,2.8","N/A",,,"Points"
"F.E.017","Protection of NYCDOT facilities from flood impacts","Examples include: Reconstruct bulkhead at Harper Street facilities;elevate mechanical equipment in flood-prone areas whenever possible;use mold-resistant building materials whenever possible at sites in flood zones; improve stormwater management through measures such as containment systems and green infrastructure FEMA 406-funded work at various facility locations (see PW# 3602) FEMA 406-funded conduit work at various locations (see PW# 4397)","Coastal erosion,Coastal storms,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Winter storms","New York City Department of Transportation","Existing","Property Protection","Department of Design and Construction,Department of Environmental Protection","City Capital,FEMA",,,,"Harper Bulkhead Reconstruction  is Complete, other examples Ongoing","2.1,2.7","N/A",,"Harper Street bulkhead reconstruction achieved substantial completion in 2016. NYCDOT is working with NYCEM and the Interim Flood Protection Measures Program are implementing temporary flood protection measures at several DOT owned facilities. DOT is engaged in planning activities for the Harper Street fleet facility that will includie identifying long term resiliency options.Cost estimate examples include: $24,000,000 (Harper Street bulkhead reconstruction) $13,500,000 (PW# 3602) $14,555,000 (*","Not Mapped"
"F.E.040","DEP/NYCT station inspection and cleaning program","Implement program featuring cleaning of catch basins, sewers, and siphons at locations in flood-prone areas.","Flooding","MTA New York City Transit","Existing","Prevention and Policy","Department of Environmental Protection","MTA","0",,,"Ongoing","2.1,2.8","N/A",,,"Not Mapped"
