"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02447-0001","1010 SHERMAN AVENUE
Bronx, NY 
(40.829403500935, -73.918417270353)","2","10456","40.829448","-73.918419","4","16","18302","2002499","2024470001","East Concourse-Concourse Village                                           ","MELROSE/CONCOURSE","D4-ELEVATOR","67","1958","80009","640072","8","1970000","24.62","2-02378-0001","760 MELROSE AVENUE
Bronx, NY 
(40.821489607171, -73.915249064905)","MORRISANIA/LONGWOOD","D7-ELEVATOR","125","2004","157652","1373148","8.71","3880000","24.61","0.6","2-02531-0005","1314 MERRIAM AVENUE
Bronx, NY 
(40.840637426348, -73.926167808052)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","98","2001","96073","909120","9.46","3000000","31.2","0.85"
"2-03931-0001","1332 METROPOLITAN AVENUE
Bronx, NY 
(40.834090529726, -73.860785705163)","2","10462","40.834131","-73.860919","9","18","222","2028895","2039310001","Parkchester                                                                ","PARKCHESTER","D4-ELEVATOR","69","1962","67800","697662","10.29","2360000","34.8","2-03295-0016","2770 BRIGGS AVENUE
Bronx, NY 
(40.867799602902, -73.890338515484)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1948","68340","453094","6.63","1390000","20.34","2.75","2-04328-0023","1025 ESPLANADE
Bronx, NY 
(40.855254343311, -73.859569523353)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","48","1954","56200","600824","10.69","2030000","36.1","1.45"
"2-02992-0073","1883 VYSE AVENUE
Bronx, NY 
(40.839548757803, -73.883935022104)","2","10460","40.839785","-73.883715","6","17","359","2099924","2029920073","East Tremont                                                               ","EAST TREMONT","C6-WALK-UP","16","1993","15840","240610","15.19","979000","62","2-03077-0050","2463 HUGHES AVENUE
Bronx, NY 
(40.856473248628, -73.885857632554)","BELMONT","C1-WALK-UP","16","2004","13520","170750","12.63","642000","47.5","1.1","2-03199-0007","2392 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","16","2005","15712","345664","22","1540000","98","1.8"
"2-05779-0820","3840 GREYSTONE AVENUE
Bronx, NY 
(40.888520649836, -73.90484668984)","2","10463","40.888257","-73.904958","8","11","335","2084039","2057790820","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","127","1951","186480","2331000","12.5","8760000","47","2-05792-0430","530 236 STREET
Bronx, NY 
(40.886395819768, -73.908274631718)","RIVERDALE","D7-ELEVATOR","86","1954","103392","1327517","12.84","4990000","48.3","0.25","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1184173","11.07","4170000","39","0.2"
"2-02876-0131","1713 NELSON AVENUE
Bronx, NY 
(40.848083178563, -73.91721947173)","2","10453","40.848427","-73.916751","5","14","21502","2008839","2028760131","University Heights-Morris Heights                                          ","HIGHBRIDGE/MORRIS HEIGHTS","D4-ELEVATOR","48","1927","58350","460965","7.9","1420000","24.34","2-02870-0016","2010 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","48","1924","50400","401854","7.97","1230000","24.4","0.5","2-02870-0020","2020 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","55","1925","50400","344687","6.84","1060000","21.03","0.5"
"2-02746-0021","946 HOE AVENUE
Bronx, NY 
(40.82202729051, -73.890285105798)","2","10459","40.822031","-73.890311","2","17","119","2006074","2027460021","Hunts Point                                                                ","MORRISANIA/LONGWOOD","C6-WALK-UP","20","1913","17550","166725","9.5","471000","26.8","2-02646-0036","751 156 STREET
Bronx, NY 
(40.818192753067, -73.906248950842)","MORRISANIA/LONGWOOD","C7-WALK-UP","25","1906","21834","180142","8.25","594000","27.2","0.9","2-02746-0015","940 HOE AVENUE
Bronx, NY 
(40.821905705118, -73.89027383298)","MORRISANIA/LONGWOOD","C1-WALK-UP","62","1913","49475","489483","9.89","1380000","27.9","0"
"2-02474-0001","811 WALTON AVENUE
Bronx, NY 
(40.825435094622, -73.92526536183)","2","10451","40.825437","-73.925209","4","8","63","2002901","2024740001","West Concourse                                                             ","MELROSE/CONCOURSE","D4-ELEVATOR","150","1927","150640","1046948","6.95","3210000","21.31","2-02534-0003","1370 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","47","1928","58560","382162","6.53","1170000","19.98","1.15","2-02623-0180","620 TRINITY AVENUE
Bronx, NY 
(40.814940546636, -73.909442810406)","MORRISANIA/LONGWOOD","D1-ELEVATOR","103","1937","76620","640595","8.36","2110000","27.5","1.15"
"2-02461-0094","1020 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"MELROSE/CONCOURSE","D4-ELEVATOR","466","1963","428360","5174588","12.08","18200000","42.5","2-02756-0050","1025 ALDUS STREET
Bronx, NY 
(40.82329475698, -73.887837639798)","MORRISANIA/LONGWOOD","D3-ELEVATOR","50","1924","45786","537066","11.73","1650000","36","1.7","2-02554-0049","345 CYPRESS AVENUE
Bronx, NY 
(40.808156355921, -73.91314596104)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","40","1924","39810","525555","13.2","1980000","49.7","1.5"
"2-02985-0023","1922 CROTONA PARKWAY
Bronx, NY 
(40.841576707925, -73.885442052196)","2","10460","40.841261","-73.885534","6","17","359","2010620","2029850023","East Tremont                                                               ","EAST TREMONT","D4-ELEVATOR","17","1911","27691","243957","8.81","689000","24.88","2-03214-0080","2533 AQUEDUCT AVENUE
Bronx, NY 
(40.865535201314, -73.90206874587)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","18","1929","24500","177870","7.26","546000","22.29","1.9","2-03335-0142","171 MOSHOLU PARKWAY
Bronx, NY 
(40.875606034272, -73.881469262869)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","18","1923","21000","189186","9.01","624000","29.7","2.35"
"2-05771-0020","3600 FIELDSTON ROAD
Bronx, NY 
(40.885937848976, -73.906955066978)","2","10463","40.88609","-73.906834","8","11","295","2083982","2057710020","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","73","1941","86000","1006200","11.7","3550000","41.3","2-05769-0132","3660 WALDO AVENUE
Bronx, NY 
(40.887054233434, -73.904139372067)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","86","1940","72000","912037","12.67","3430000","47.6","0.1","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","799150","11.24","2820000","39.7","0.3"
"2-05909-0152","611 239 STREET
Bronx, NY 
(40.889644752886, -73.911309403648)","2",,,,,,,,,,"RIVERDALE","D4-ELEVATOR","52","1954","64520","871020","13.5","3270000","51","2-05851-2105","6425 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","55","1974","48100","746149","15.51","3030000","63","1.1","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","793018","12.67","2980000","47.6","1.25"
"2-05783-0300","511 232 STREET
Bronx, NY 
(40.883274372741, -73.909297551151)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","66","1937","69441","687465","9.9","2320000","33.4","2-05754-0072","222 233 STREET
Bronx, NY 
(40.881010920801, -73.903835583395)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1928","66270","665712","10.05","2250000","34","0.25","2-05754-0090","225 232 STREET
Bronx, NY 
(40.88038240123, -73.904333150882)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","96","1929","87510","842281","9.62","2590000","29.6","0.25"
"2-03252-0361","100 VAN CORTLANDT PARK
Bronx, NY 
(40.885032675303, -73.891835444173)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","115","1932","120000","1038000","8.65","2930000","24.42","2-03211-0009","2170 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","111","1959","130000","1124270","8.65","3710000","28.5","2","2-03212-0005","2260 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","110","1959","122883","1043164","8.49","3440000","28","1.8"
"2-05745-0001","2621 PALISADE AVENUE
Bronx, NY 
(40.88178886635, -73.921407259442)","2","10463","40.881995","-73.921164","8","11","29301","2083472","2057450001","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","180","1962","231154","2600482","11.25","9170000","39.7","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1184173","11.07","4170000","39","0.75","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","895893","11.79","3160000","41.6","2.2"
"2-04670-0050","800 TILDEN STREET
Bronx, NY 
(40.876841330981, -73.861596683572)","2","10467","40.876847","-73.861578","12","12","380","2093568","2046700050","Williamsbridge-Olinville                                                   ","WILLIAMSBRIDGE","D4-ELEVATOR","269","1962","289000","2973810","10.29","10000000","34.6","2-04722-0012","3437 EASTCHESTER ROAD
Bronx, NY 
(40.877675801423, -73.846757626733)","BAYCHESTER","D1-ELEVATOR","326","1935","254000","2616207","10.3","8840000","34.8","0.7","2-05263-0040","3475 BIVONA STREET
Bronx, NY 
(40.882643328726, -73.833146781913)","BAYCHESTER","D9-ELEVATOR","307","1967","264960","2726438","10.29","9210000","34.8","1.45"
"2-02765-0146","645 BARRETTO STREET
Bronx, NY 
(40.812800747734, -73.888954900755)","2","10474","40.812829","-73.888932","2","17","93","2006613","2027650146","Hunts Point                                                                ","HUNTS POINT","C6-WALK-UP","48","1927","38720","355062","9.17","1000000","25.8","2-02427-0052","1225 WEBSTER AVENUE
Bronx, NY 
(40.832630085546, -73.909552499193)","MELROSE/CONCOURSE","C7-WALK-UP","15","1928","12960","118905","9.17","392000","30.2","1.75","2-02427-0001","391 168 STREET
Bronx, NY 
(40.832463162195, -73.910076878871)","MELROSE/CONCOURSE","C7-WALK-UP","16","1923","11055","116955","10.58","395000","35.7","1.75"
"2-05722-0445","555 KAPPOCK STREET
Bronx, NY 
(40.878183769341, -73.917330021908)","2","10463","40.87807","-73.917484","8","11","29302","2083246","2057220445","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","412","1966","539000","6063750","11.25","21400000","39.7","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1016704","10.96","3580000","38.6","0.25","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.5"
"2-02477-0015","1040 GERARD AVENUE
Bronx, NY 
(40.831424033944, -73.922607171975)","2","10452","40.83132","-73.922691","4","8","195","2002938","2024770015","West Concourse                                                             ","MELROSE/CONCOURSE","D4-ELEVATOR","52","1959","45786","389181","8.5","1280000","28","2-02504-0075","990 ANDERSON AVENUE
Bronx, NY 
(40.832150577637, -73.927197807379)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","77","1957","70994","577793","8.14","1770000","24.93","0.25","2-02461-0070","186 164 STREET
Bronx, NY 
(40.833092031413, -73.930037658318)","MELROSE/CONCOURSE","D1-ELEVATOR","75","1949","66600","622166","9.34","2050000","30.8","0.15"
"2-05950-0406","5410 NETHERLAND AVENUE
Bronx, NY 
(40.902113378385, -73.906933400807)","2","10471","40.902201","-73.90692","8","11","323","2086306","2059500406","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","144","1939","189592","2237185","11.8","7890000","41.6","2-05732-0941","2728 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","121","1928","158408","1967368","12.42","7400000","46.7","1.55","2-05845-1799","5400 FIELDSTON ROAD
Bronx, NY 
(40.901548992376, -73.901753307327)","RIVERDALE","D1-ELEVATOR","127","1939","151500","1502438","9.92","5080000","33.5","0.35"
"2-04594-0044","3215 OLINVILLE AVENUE
Bronx, NY 
(40.872476509864, -73.868257982978)","2","10467","40.871906","-73.868259","12","15","376","2056198","2045940044","Williamsbridge-Olinville                                                   ","BRONXDALE","D4-ELEVATOR","47","1963","38150","415835","10.9","1170000","30.7","2-04340-0086","2255 BARKER AVENUE
Bronx, NY 
(40.858928423115, -73.869552167808)","BRONXDALE","D1-ELEVATOR","42","1964","31320","341528","10.9","1200000","38.3","0.85","2-04341-0075","2265 OLINVILLE AVENUE
Bronx, NY 
(40.85910364056, -73.868617810073)","BRONXDALE","D1-ELEVATOR","40","1962","31320","221344","7.07","680000","21.71","0.85"
"2-02809-0022","240 ECHO PLACE
Bronx, NY 
(40.849661699861, -73.904448772928)","2","10457","40.849666","-73.904384","5","15","23502","2007706","2028090022","Mount Hope                                                                 ","MOUNT HOPE/MOUNT EDEN","D4-ELEVATOR","42","1931","45700","454258","9.94","1280000","28","2-02797-0025","1790 WEEKS AVENUE
Bronx, NY 
(40.846607609863, -73.907384664864)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","45","1936","40000","426704","10.67","1440000","36","0.25","2-02814-0065","2000 ANTHONY AVENUE
Bronx, NY 
(40.851411841999, -73.902838253814)","MOUNT HOPE/MOUNT EDEN","D7-ELEVATOR","55","1939","48600","510624","10.51","1730000","35.6","0.15"
"2-02461-0045","940 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"MELROSE/CONCOURSE","D4-ELEVATOR","108","1929","145728","1092960","7.5","3360000","23.06","2-02456-0218","1174 SHERIDAN AVENUE
Bronx, NY 
(40.833320868347, -73.917126370369)","MELROSE/CONCOURSE","D1-ELEVATOR","48","1929","43714","409646","9.37","1260000","28.8","0.35","2-02458-0080","774 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","D1-ELEVATOR","86","1927","92950","670893","7.22","2060000","22.16","0.35"
"2-03081-0042","2114 BELMONT AVENUE
Bronx, NY 
(40.849028021593, -73.889483192444)","2","10457","40.849035","-73.889507","6","15","373","2012360","2030810042","East Tremont                                                               ","EAST TREMONT","C6-WALK-UP","16","1927","12200","115900","9.5","327000","26.8","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","125433","10.79","354000","30.4","0.1","2-03081-0045","2120 BELMONT AVENUE
Bronx, NY 
(40.84920347243, -73.889371930938)","EAST TREMONT","C1-WALK-UP","25","1914","18113","168565","9.31","476000","26.3","0"
"2-02867-0047","1711 DAVIDSON AVENUE
Bronx, NY 
(40.847393129923, -73.913763160768)","2","10453","40.847442","-73.913698","5","14","217","2008501","2028670047","University Heights-Morris Heights                                          ","HIGHBRIDGE/MORRIS HEIGHTS","D4-ELEVATOR","87","1928","98700","1036350","10.5","2930000","29.7","2-02505-0064","1161 JEROME AVENUE
Bronx, NY 
(40.835716420463, -73.923051183973)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","96","1927","84018","885762","10.54","2990000","35.6","1","2-02505-0019","1105 JEROME AVENUE
Bronx, NY 
(40.834545378997, -73.924395139481)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","79","1927","92600","994267","10.74","2810000","30.3","1.1"
"2-03347-0043","3279 HULL AVENUE
Bronx, NY 
(40.876261399995, -73.874897510146)","2","10467","40.876193","-73.874904","7","11","42902","2018362","2033470043","Norwood                                                                    ","BEDFORD PARK/NORWOOD","C6-WALK-UP","51","1924","44950","367241","8.17","1130000","25.1","2-02466-0040","155 168 STREET
Bronx, NY 
(40.836065414067, -73.917229848916)","MELROSE/CONCOURSE","C1-WALK-UP","51","1924","45500","371570","8.17","1140000","25.1","3.5","2-03197-0005","2284 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","51","1924","46285","342800","7.41","1050000","22.69","1.9"
"2-02456-0030","201 165 STREET
Bronx, NY 
(40.830360738643, -73.918910851941)","2",,,,,,,,,,"MELROSE/CONCOURSE","C6-WALK-UP","31","1918","19955","140682","7.05","397000","19.89","2-02433-0057","320 166 STREET
Bronx, NY 
(40.829935747999, -73.913950765142)","MELROSE/CONCOURSE","C1-WALK-UP","15","1928","15925","170397","10.7","576000","36.2","0.25",,,,,,,,,,,,
"2-03045-0019","2068 BATHGATE AVENUE
Bronx, NY 
(40.850309435894, -73.895187165955)","2","10457","40.850385","-73.895169","6","15","395","2092223","2030450019","Claremont-Bathgate                                                         ","BATHGATE","C6-WALK-UP","43","1911","32700","298224","9.12","842000","25.7","2-03031-0069","4575 PARK AVENUE
Bronx, NY 
(40.85678685879, -73.894180057048)","BATHGATE","C1-WALK-UP","62","1926","52547","479186","9.12","1580000","30.1","0.5","2-03038-0055","450 184 STREET
Bronx, NY 
(40.856207283747, -73.893616279698)","BATHGATE","C1-WALK-UP","47","1926","40715","378979","9.31","1250000","30.7","0.4"
"2-03038-0046","4554 PARK AVENUE
Bronx, NY 
(40.855898587645, -73.89431906812)","2","10458","40.856014","-73.894492","6","15","385","2011345","2030380046","Claremont-Bathgate                                                         ","BATHGATE","C6-WALK-UP","35","1915","33663","313402","9.31","885000","26.3","2-03050-0008","2235 BASSFORD AVENUE
Bronx, NY 
(40.853977562478, -73.893418387438)","BATHGATE","C1-WALK-UP","33","1925","28000","255920","9.14","844000","30.1","0.15","2-02927-0050","1485 FULTON AVENUE
Bronx, NY 
(40.836348666121, -73.900757782985)","BATHGATE","C1-WALK-UP","44","1931","39354","390500","9.92","1200000","30.5","1.4"
"2-02691-0117","883 165 STREET
Bronx, NY 
(40.823874993351, -73.898223278622)","2",,,,,,,,,,"MORRISANIA/LONGWOOD","C6-WALK-UP","38","1907","29664","312361","10.53","882000","29.7","2-03249-0108","2769 UNIVERSITY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","38","1923","31875","362579","11.38","1280000","40.2","3.15","2-04655-0011","630 221 STREET
Bronx, NY 
(40.885599245092, -73.8639911686)","WILLIAMSBRIDGE","C1-WALK-UP","38","1931","32780","345109","10.53","1060000","32.3","4.5"
"2-02508-0043","1001 ANDERSON AVENUE
Bronx, NY 
(40.832177322949, -73.927261057486)","2","10452","40.832284","-73.927189","4","8","189","2003145","2025080043","Highbridge                                                                 ","HIGHBRIDGE/MORRIS HEIGHTS","C6-WALK-UP","22","1922","20057","159052","7.93","449000","22.39","2-02532-0033","1343 MERRIAM AVENUE
Bronx, NY 
(40.841456634676, -73.92573290369)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","61","1917","66399","505005","7.61","1550000","23.34","0.55","2-02636-0026","771 JACKSON AVENUE
Bronx, NY 
(40.819406203839, -73.90659464196)","MORRISANIA/LONGWOOD","C1-WALK-UP","30","1916","24120","293299","12.16","1030000","42.7","1.45"
"2-05906-0331","3720 INDEPENDENCE AVENUE
Bronx, NY 
(40.888435686198, -73.913060215948)","2","10463","40.888508","-73.913069","8","11","30701","2085786","2059060331","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","49","1954","72594","863868","11.9","3050000","42","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1187061","12.03","4180000","42.4","0.1","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1009310","11.88","3560000","41.9","0.05"
"2-05835-3037","6291 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.89871","-73.897111","8","11","351","2096904","2058353037","North Riverdale-Fieldston-Riverdale                                        ","FIELDSTON","C6-WALK-UP","32","1958","32400","319140","9.85","1080000","33.3","2-05703-0183","3044 KINGSBRIDGE AVENUE
Bronx, NY 
(40.878974479573, -73.907338647933)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","38","1973","38873","338345","8.7","1120000","28.8","1.45","2-05844-1935","5431 SYLVAN AVENUE
Bronx, NY 
(40.902340245832, -73.898609426903)","RIVERDALE","C1-WALK-UP","24","1972","18756","236069","12.59","887000","47.3","0.25"
"2-05747-0605","2734 INDEPENDENCE AVENUE
Bronx, NY 
(40.882237173544, -73.91766314113)","2","10463","40.882818","-73.917362","8","11","301","2083483","2057470605","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","66","1970","76030","836330","11","2950000","38.8","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.35","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","779281","10.74","2630000","36.2","0.5"
"2-03097-0053","2141 PROSPECT AVENUE
Bronx, NY 
(40.848100214769, -73.885874056305)","2","10457","40.848235","-73.885728","6","15","371","2012753","2030970053","East Tremont                                                               ","EAST TREMONT","C6-WALK-UP","15","1910","10560","105072","9.95","297000","28.1","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","125433","10.79","354000","30.4","0.25","2-03081-0045","2120 BELMONT AVENUE
Bronx, NY 
(40.84920347243, -73.889371930938)","EAST TREMONT","C1-WALK-UP","25","1914","18113","168565","9.31","476000","26.3","0.15"
"2-02723-0029","914 SIMPSON STREET
Bronx, NY 
(40.820247021732, -73.893420787426)","2","10459","40.820288","-73.893432","2","17","89","2005762","2027230029","Hunts Point                                                                ","MORRISANIA/LONGWOOD","C6-WALK-UP","31","1925","34875","355725","10.2","1000000","28.7","2-04833-0058","636 231 STREET
Bronx, NY 
(40.883224074985, -73.914535548986)","WILLIAMSBRIDGE","C1-WALK-UP","31","1929","32710","256506","7.84","788000","24.09","5.2","2-03301-0066","2821 BRIGGS AVENUE
Bronx, NY 
(40.868564581596, -73.88967303563)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1916","30780","340097","11.05","1200000","39","3.35"
"2-03295-0033","2830 BRIGGS AVENUE
Bronx, NY 
(40.868821027506, -73.889321886789)","2","10458","40.8688","-73.88937","7","15","40501","2016875","2032950033","Bedford Park-Fordham North                                                 ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","58","1955","51060","513153","10.05","1730000","33.9","2-03281-0040","357 201 STREET
Bronx, NY 
(40.869629220121, -73.882636638825)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","60","1948","64824","630280","9.72","2130000","32.9","0.35","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","639948","10.83","2260000","38.2","0.2"
"2-02721-0020","829 SOUTHERN BOULEVARD
Bronx, NY 
(40.817289368485, -73.89527361049)","2","10459","40.81707","-73.895456","2","17","89","2005740","2027210020","Hunts Point                                                                ","MORRISANIA/LONGWOOD","C6-WALK-UP","49","1925","31335","280448","8.95","792000","25.3","2-03196-0058","2265 DAVIDSON AVENUE
Bronx, NY 
(40.858550044674, -73.905004304301)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","56","1926","38920","504304","12.96","1900000","48.8","2.85","2-03923-0009","1565 WHITE PLAINS ROAD
Bronx, NY 
(40.839746844548, -73.863914834491)","PARKCHESTER","C1-WALK-UP","49","1927","31282","374132","11.96","1320000","42.2","2.25"
"2-04337-0018","2244 BRONX PARK
Bronx, NY 
(40.858407355419, -73.870870264965)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ","BRONXDALE","D4-ELEVATOR","68","1956","65071","556357","8.55","1830000","28.1","2-04337-0032","2245 BARKER AVENUE
Bronx, NY 
(40.858489766871, -73.869559698168)","BRONXDALE","D1-ELEVATOR","50","1959","57678","493130","8.55","1630000","28.3","0",,,,,,,,,,,,
"2-02700-0053","1061 INTERVALE AVENUE
Bronx, NY 
(40.824954497085, -73.896886103878)","2","10459","40.824941","-73.896857","2","17","131","2005409","2027000053","Longwood                                                                   ","MORRISANIA/LONGWOOD","C6-WALK-UP","31","1925","20825","206851","9.93","682000","32.7","2-02716-0034","900 167 STREET
Bronx, NY 
(40.826061396427, -73.895372998396)","MORRISANIA/LONGWOOD","C7-WALK-UP","31","1924","22770","217466","9.55","735000","32.3","0.1","2-02948-0018","1795 CLINTON AVENUE
Bronx, NY 
(40.842227598969, -73.892605037115)","CROTONA PARK","C1-WALK-UP","30","1924","20785","196723","9.46","648000","31.2","1.2"
"2-05912-0091","4901 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.896859","-73.908262","8","11","30701","2085823","2059120091","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","133","1961","167108","1963519","11.75","6920000","41.4","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.8","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1745168","13.02","6560000","49","0.6"
