"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-27T00:00:00.000","2017-09-25T00:00:00.000","6047","Health Services Manager","2021-05-24T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-27T00:00:00.000","2017-08-17T00:00:00.000","6043","Construction Project Manager Intern",,,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-07-27T00:00:00.000","2017-10-17T00:00:00.000","5327","School Safety Agent","2020-10-06T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-26T00:00:00.000","2017-07-27T00:00:00.000",,,,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-26T00:00:00.000","2017-11-08T00:00:00.000","7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-07-26T00:00:00.000","2017-12-18T00:00:00.000","7329","Correction Officer","2021-02-15T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-25T00:00:00.000","2017-07-27T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-25T00:00:00.000","2017-07-25T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-25T00:00:00.000","2017-07-25T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2017-07-24T00:00:00.000","2017-08-22T00:00:00.000",,,,,"DOC"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-07-24T00:00:00.000","2017-07-24T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-07-24T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-08-01T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-08-01T00:00:00.000",,,,,"DCAS"
"Other",,"Department of Citywide Administrative Services - DCAS","Open","2017-07-24T00:00:00.000","2017-08-01T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-07-24T00:00:00.000","2017-12-18T00:00:00.000","2344","Police Officer","2019-06-19T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-11-08T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-12-06T00:00:00.000","7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-12-06T00:00:00.000","7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-09-13T00:00:00.000",,,,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-09-07T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-07-24T00:00:00.000","2017-12-07T00:00:00.000","4310","Police Officer","2019-12-28T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-07-25T00:00:00.000","7004","Computer Programmer Analyst",,,"DCAS"
"Waiting for DQ",,"Police Department - NYPD","Closed","2017-07-24T00:00:00.000","2017-09-06T00:00:00.000",,,,,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-24T00:00:00.000","2017-09-11T00:00:00.000","6047","Health Services Manager","2021-05-24T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-22T00:00:00.000","2017-08-01T00:00:00.000",,,,,"DCAS"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2017-07-21T00:00:00.000","2017-10-06T00:00:00.000",,,,,"NYCHA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-21T00:00:00.000","2017-09-11T00:00:00.000","6043","Construction Project Manager Intern",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-21T00:00:00.000","2017-07-24T00:00:00.000","7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-07-20T00:00:00.000","2017-11-14T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-07-20T00:00:00.000","2017-10-30T00:00:00.000","8011","Station Agent","2017-08-22T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-07-19T00:00:00.000","2017-08-22T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-07-19T00:00:00.000","2017-12-18T00:00:00.000","5003","Emergency Medical Specialist - EMT","2019-02-18T00:00:00.000",,"FDNY"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-07-18T00:00:00.000","2017-09-28T00:00:00.000",,,,,"NYCHA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-18T00:00:00.000","2017-09-25T00:00:00.000","6047","Health Services Manager","2021-05-24T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-18T00:00:00.000","2017-10-18T00:00:00.000","6029","Probation Officer","2020-09-14T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2017-07-17T00:00:00.000","2017-12-06T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-07-17T00:00:00.000","2017-09-11T00:00:00.000","4069","Auto Service Worker","2019-05-27T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-07-17T00:00:00.000","2017-08-22T00:00:00.000","2311","Police Officer","2018-05-01T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-07-17T00:00:00.000","2017-10-23T00:00:00.000","2054","Police Officer","2019-06-18T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-17T00:00:00.000","2017-09-29T00:00:00.000","6033","Maintenance Worker","2021-05-10T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-07-17T00:00:00.000","2017-10-20T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-07-17T00:00:00.000","2017-10-30T00:00:00.000","6318","School Safety Agent","2021-02-01T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-07-17T00:00:00.000","2017-09-01T00:00:00.000","2053","Police Officer","2019-06-17T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-17T00:00:00.000","2017-12-06T00:00:00.000","7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-17T00:00:00.000","2017-08-22T00:00:00.000","7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-17T00:00:00.000","2017-09-26T00:00:00.000","6047","Health Services Manager","2021-05-24T00:00:00.000",,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-07-17T00:00:00.000","2017-07-19T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-07-14T00:00:00.000","2017-09-06T00:00:00.000","6602","Light Maintainer",,,"NYCT"
"Section 50","Psych","Police Department - NYPD","Closed","2017-07-14T00:00:00.000","2017-10-02T00:00:00.000","5330","Police Communications Technician","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-14T00:00:00.000","2017-07-17T00:00:00.000","7002","Computer Associate (Software)",,,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-07-14T00:00:00.000","2017-10-30T00:00:00.000","5303","School Safety Agent","2020-07-20T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-13T00:00:00.000","2017-07-14T00:00:00.000","7003","Computer Associate(Technical Support)",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-13T00:00:00.000","2017-09-11T00:00:00.000","6055","Project Manager Intern","2021-01-11T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-07-13T00:00:00.000","2017-08-30T00:00:00.000","5329","Police Officer",,,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-12T00:00:00.000","2017-09-18T00:00:00.000","5039","Principal Administrative Associate",,,"DCAS"
"Section 76","Suspension","Department of Correction - DOC","Closed","2017-07-12T00:00:00.000","2017-12-04T00:00:00.000",,,,,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-07-10T00:00:00.000","2017-09-06T00:00:00.000","5537","Principal Administrative Associate","2021-02-22T00:00:00.000",,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-07-10T00:00:00.000","2017-07-11T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Psych","Department of Finance - DOF","Closed","2017-07-09T00:00:00.000","2017-07-10T00:00:00.000","3021","Deputy City Sheriff","2017-07-10T00:00:00.000",,"DOF"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-07-06T00:00:00.000","2017-09-19T00:00:00.000","7012","Administrative Engineer",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-07-06T00:00:00.000","2017-07-20T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-07-05T00:00:00.000","2017-12-29T00:00:00.000","6067","City Planner","2021-06-21T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-07-03T00:00:00.000","2017-07-20T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-06-29T00:00:00.000","2017-12-04T00:00:00.000",,,,,"NYCHA"
"Section 50","Psych","Department of Finance - DOF","Closed","2017-06-28T00:00:00.000","2017-06-28T00:00:00.000","3021","Deputy City Sheriff","2017-07-10T00:00:00.000",,"DOF"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-06-28T00:00:00.000","2017-10-25T00:00:00.000","6033","Maintenance Worker","2021-05-10T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-06-27T00:00:00.000","2017-11-13T00:00:00.000","4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-26T00:00:00.000","2017-11-14T00:00:00.000","5047","Police Officer",,,"NYPD"
"Section 50","Eligibility","Human Resources Administration - HRA","Closed","2017-06-26T00:00:00.000","2017-06-29T00:00:00.000","5537","Principal Administrative Associate PROM","2021-02-22T00:00:00.000",,"HRA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-06-26T00:00:00.000","2017-09-26T00:00:00.000","6033","Maintenance Worker","2021-05-10T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-06-26T00:00:00.000","2017-12-06T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-23T00:00:00.000","2017-07-19T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-23T00:00:00.000","2017-11-13T00:00:00.000","4306","New York Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-23T00:00:00.000","2017-06-27T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-22T00:00:00.000","2017-06-27T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-22T00:00:00.000","2017-06-27T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-22T00:00:00.000","2017-06-27T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-22T00:00:00.000","2017-06-20T00:00:00.000","2000","FIREFIGHTER(Group 1)","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-22T00:00:00.000","2017-07-20T00:00:00.000","5328","Traffic Enforcement Agent","2020-01-06T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-21T00:00:00.000","2017-07-19T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-06-21T00:00:00.000","2017-11-09T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-21T00:00:00.000","2017-06-22T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-21T00:00:00.000","2017-07-20T00:00:00.000","4059","Police Administrative Aide","2019-08-05T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-06-21T00:00:00.000","2017-11-14T00:00:00.000",,,,,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-20T00:00:00.000","2017-06-20T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-19T00:00:00.000","2017-10-19T00:00:00.000","4306","Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-06-19T00:00:00.000","2017-06-28T00:00:00.000","7035","Addministrative Director of Social Sevices",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-19T00:00:00.000","2017-06-30T00:00:00.000","5330","Police Communications Technician","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-19T00:00:00.000","2017-06-20T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-06-19T00:00:00.000","2017-09-29T00:00:00.000","5026","Electricians Helper","2021-01-04T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-06-19T00:00:00.000","2017-12-07T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-19T00:00:00.000","2017-07-26T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-19T00:00:00.000","2017-12-01T00:00:00.000","4306","Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-19T00:00:00.000","2017-07-25T00:00:00.000","4335","Police Communications Technician","2017-11-14T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-06-19T00:00:00.000","2017-06-27T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-16T00:00:00.000","2017-06-22T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-06-16T00:00:00.000","2017-06-22T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2017-06-16T00:00:00.000","2017-06-22T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Fire Department - FDNY","Closed","2017-06-16T00:00:00.000","2017-06-19T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-06-16T00:00:00.000","2017-06-19T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-15T00:00:00.000","2017-07-26T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-06-13T00:00:00.000","2017-11-13T00:00:00.000","6308","Correction Officer","2020-03-02T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-06-13T00:00:00.000","2017-07-06T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-12T00:00:00.000","2017-10-19T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 76","Demotion","Housing Authority - NYCHA","Closed","2017-06-12T00:00:00.000","2017-07-28T00:00:00.000",,,,,"NYCHA"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-06-12T00:00:00.000","2017-07-13T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-09T00:00:00.000","2017-09-21T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-09T00:00:00.000","2017-06-12T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-09T00:00:00.000","2017-06-12T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-09T00:00:00.000","2017-10-04T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-06-09T00:00:00.000","2017-08-18T00:00:00.000","6318","School Safety Agent","2021-02-01T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Police Department - NYPD","Closed","2017-06-09T00:00:00.000","2017-07-19T00:00:00.000",,,,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-09T00:00:00.000","2017-11-16T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 76","Suspension","Human Resources Administration - HRA","Closed","2017-05-02T00:00:00.000","2017-09-25T00:00:00.000",,,,,"HRA"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-09T00:00:00.000","2017-09-21T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-06-09T00:00:00.000","2017-11-13T00:00:00.000","6332","Correction Officer","2020-09-22T00:00:00.000",,"DOC"
"Section 50","Character","Department of Correction - DOC","Closed","2017-06-09T00:00:00.000","2017-12-14T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-08T00:00:00.000","2017-06-12T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 76","Demotion","Housing Authority - NYCHA","Closed","2017-06-08T00:00:00.000","2017-10-30T00:00:00.000",,,,,"NYCHA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-06-08T00:00:00.000","2017-08-24T00:00:00.000","6033","Maintenance Worker","2021-05-10T00:00:00.000",,"DCAS"
"Section 76","Suspension","Human Resources Administration - HRA","Closed","2017-06-08T00:00:00.000","2017-08-09T00:00:00.000",,,,,"HRA"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-08T00:00:00.000","2017-07-19T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-07T00:00:00.000","2017-10-27T00:00:00.000","3319","Police Officer","2019-12-21T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-06-07T00:00:00.000","2017-11-13T00:00:00.000","6310","Police Communications Technician","2020-12-28T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2017-06-06T00:00:00.000","2017-06-12T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-06T00:00:00.000","2017-06-21T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-06T00:00:00.000","2017-06-13T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-06-06T00:00:00.000","2017-06-06T00:00:00.000","7045","School Computer Technology Specialist DOE",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-05T00:00:00.000","2017-12-05T00:00:00.000","2053","Police Officer","2019-06-17T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-06-05T00:00:00.000","2017-09-28T00:00:00.000","5013","Associate Project Manager","2020-10-05T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-06-05T00:00:00.000","2017-08-10T00:00:00.000","6033","Maintenance Worker","2021-05-10T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-06-02T00:00:00.000","2017-06-21T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-02T00:00:00.000","2017-11-14T00:00:00.000","5502","Promotional Police Officer","2019-06-17T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-02T00:00:00.000","2017-10-27T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-06-02T00:00:00.000","2017-10-23T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-06-02T00:00:00.000","2017-07-27T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-06-01T00:00:00.000","2017-10-03T00:00:00.000","4064","Mason's Helper","2019-12-23T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-06-01T00:00:00.000","2017-09-19T00:00:00.000","6047","Health Services Manager","2021-05-24T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-05-31T00:00:00.000","2017-10-12T00:00:00.000","3315","Police Officer","2019-12-10T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-05-30T00:00:00.000","2017-06-13T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2017-05-30T00:00:00.000","2017-06-08T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Fire Department - FDNY","Closed","2017-05-30T00:00:00.000","2017-06-08T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-05-30T00:00:00.000","2017-08-31T00:00:00.000","6067","City Planner",,,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2017-05-30T00:00:00.000","2017-06-08T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-05-30T00:00:00.000","2017-10-12T00:00:00.000","2344","Police Officer","2019-06-19T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-05-30T00:00:00.000","2017-10-20T00:00:00.000","6047","Health Services Manager","2021-05-24T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-05-30T00:00:00.000","2017-10-20T00:00:00.000","4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-05-30T00:00:00.000","2017-08-14T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-05-26T00:00:00.000","2017-08-17T00:00:00.000","7011","Administrative Community  Relations Specialist",,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-05-26T00:00:00.000","2017-10-13T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-05-26T00:00:00.000","2017-09-08T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-05-26T00:00:00.000","2017-05-31T00:00:00.000","5522","Associate Job Opportunity Specialist (PROM)","2021-03-22T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-05-25T00:00:00.000","2017-08-24T00:00:00.000","5032","Gardener","2020-10-26T00:00:00.000",,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2017-05-25T00:00:00.000","2017-06-08T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-05-25T00:00:00.000","2017-10-03T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Medical","Police Department - NYPD","Closed","2017-05-25T00:00:00.000","2017-08-30T00:00:00.000","5305","Police Officer","2021-03-02T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-05-25T00:00:00.000","2017-09-01T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-05-24T00:00:00.000","2017-05-25T00:00:00.000","5537","Principal Administrative Associate","2021-02-22T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-05-24T00:00:00.000","2017-10-10T00:00:00.000","4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-05-23T00:00:00.000","2017-07-24T00:00:00.000","6067","City Planner",,,"DCAS"
