"name","st_","street","city","st","postcode","phone","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"HSBC","354","6th Ave","New York","NY","10011",,"MANHATTAN","40.732168","-74.00061","2","1","65","1008869","1005527504","West Village                                                               "
"HSBC","771","Broadway","New York","NY","10003",,"MANHATTAN","40.731256","-73.99186","2","2","59","1009099","1005617501","West Village                                                               "
"Ideal Food & Drink","9","West 8th St","New York","NY","10011",,"MANHATTAN","40.732495","-73.996897","2","3","63","1009435","1005720048","West Village                                                               "
"Ilana Fine Jewelry","42","University Place","New York","NY","10003",,"MANHATTAN","40.732344","-73.994162","2","2","59","1009238","1005670019","West Village                                                               "
"Insomnia Cookies","50","West 8th St","New York","NY","10011",,"MANHATTAN","40.733206","-73.998614","2","1","63","1077889","1005530017","West Village                                                               "
"Institute of Audio Research","64","University Place","New York","NY","10003",,"MANHATTAN","40.732953","-73.993635","2","2","61","1009264","1005680021","West Village                                                               "
"Iris Nails & Spa","71","University Place","New York","NY","10003",,"MANHATTAN","40.733063","-73.993516","2","2","61","1083156","1005620001","West Village                                                               "
"J & J Harmony Cleaners","71","University Place","New York","NY","10003",,"MANHATTAN","40.733063","-73.993516","2","2","61","1083156","1005620001","West Village                                                               "
"Jack Bistro & Bar","80","University Place","New York","NY","10003","(212)620-5544","MANHATTAN","40.733444","-73.993213","2","2","61","1009287","1005690028","West Village                                                               "
"Jackson Diner - Indian Cuisine","72","University Place","New York","NY","10003",,"MANHATTAN","40.733131","-73.993484","2","2","61","1009262","1005680019","West Village                                                               "
"Jacobs Asset Management,  LLC","1","5th Ave","New York","NY","10003",,"MANHATTAN","40.731913","-73.996587","2","1","59","1008847","1005500022","West Village                                                               "
"Japonica Restaurant","100","University Place","New York","NY","10003","(212)243-7752","MANHATTAN","40.734018","-73.992726","2","2","61","1009386","1005707503","West Village                                                               "
"Jay Nails","780","Broadway","New York","NY","10003",,"MANHATTAN","40.731476","-73.991658","2","2","57","1008954","1005550001","West Village                                                               "
"Jay Nails","50","East 8th St","New York","NY","10003",,"MANHATTAN","40.731119","-73.993686","2","1","59","1008837","1005480028","West Village                                                               "
"Je'Bon Noodle & Sushi","15","St. Marks Place","New York","NY","10003","(212)388-1313","MANHATTAN","40.729156","-73.988956","3","2","38","1006756","1004647502","East Village                                                               "
"Jeffrey Stein Salon","779","Broadway","New York","NY","10003",,"MANHATTAN","40.731484","-73.991676","2","2","59","1009099","1005617501","West Village                                                               "
"Jerri's Cleaners","446","6th Ave","New York","NY","10011",,"MANHATTAN","40.734998","-73.998549","2","3","63","1009507","1005740003","West Village                                                               "
"Jewels 32","32","St. Marks Place","New York","NY","10003","(212) 253-5341","MANHATTAN","40.728811","-73.988195","3","2","38","1006674","1004630025","East Village                                                               "
"JF & Son","56","University Place","New York","NY","10003",,"MANHATTAN","40.732651","-73.993895","2","2","59","1009238","1005670019","West Village                                                               "
"JJ 5 Spa (2nd Fl)","61","West 8th St","New York","NY","10011","(212) 228-7009","MANHATTAN","40.733252","-73.998683","2","3","63","1082486","1005720010","West Village                                                               "
"Joy Burger Bar","361","6th Ave","New York","NY","10011","(212)414-9500","MANHATTAN","40.732187","-74.000621","2","3","71","1010218","1005920018","West Village                                                               "
"J's Mart","13","East 8th St","New York","NY","10003","(212)982-3707","MANHATTAN","40.731932","-73.995566","2","2","59","1009223","1005660018","West Village                                                               "
"Jubilee","57","West 8th St","New York","NY","10011","(212)598-1050","MANHATTAN","40.733225","-73.998618","2","3","63","1009451","1005720072","West Village                                                               "
"Khan Gift Shop","1","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729415","-73.989562","3","2","38","1006735","1004640001","East Village                                                               "
"Khyber Pass Afghan Restaurant","34","St. Marks Place","New York","NY","10003","(212)473-0989","MANHATTAN","40.728772","-73.988104","3","2","38","1006675","1004630026","East Village                                                               "
"Kin Shop","469","6th Ave","New York","NY","10011","(212) 675-4295","MANHATTAN","40.73558","-73.998149","2","3","71","1010580","1006070045","West Village                                                               "
"Kinway Shoes","5","West 8th St","New York","NY","10011","(212) 777-3848","MANHATTAN","40.732429","-73.996745","2","3","63","1009433","1005720045","West Village                                                               "
"Klong","7","St. Marks Place","New York","NY","10003","(212)505-9955","MANHATTAN","40.729305","-73.989302","3","2","38","1006760","1004640057","East Village                                                               "
"Kmart","770","Broadway","New York","NY","10003",,"MANHATTAN","40.730842","-73.991402","2","2","57","1008952","1005540001","West Village                                                               "
"Knickerbocker Bar & Grill","33","University Place","New York","NY","10003","(212)228-8490","MANHATTAN","40.731976","-73.994451","2","2","59","1009090","1005607501","West Village                                                               "
"La Mode Organic Cleaners","9","East 8th St","New York","NY","10003",,"MANHATTAN","40.732009","-73.995746","2","2","59","1009222","1005660001","West Village                                                               "
"La Petite Coquette Lingerie","51","University Place","New York","NY","10003",,"MANHATTAN","40.732483","-73.994014","2","2","59","1009095","1005617502","West Village                                                               "
"Lauren Vidal","46","University Place","New York","NY","10003",,"MANHATTAN","40.732431","-73.994086","2","2","59","1009238","1005670019","West Village                                                               "
"Le Mino Hair Salon (2nd Fl)","28","West 8th St","New York","NY","10011","(212) 228-3260","MANHATTAN","40.732722","-73.997478","2","1","63","1008856","1005510020","West Village                                                               "
"Le Pain Quotidien","10","Fifth Ave","New York","NY","10011","(212) 253-2324","MANHATTAN","40.732415","-73.996244","2","3","63","1009432","1005720044","West Village                                                               "
"Lenny's","418","6th Ave","New York","NY","10011",,"MANHATTAN","40.734056","-73.999231","2","3","63","1009410","1005720008","West Village                                                               "
"LensCrafters Optique","755","Broadway","New York","NY","10003",,"MANHATTAN","40.730518","-73.992484","2","1","57","1080855","1005487501","West Village                                                               "
"Liberty Travel","55A","East 8th St","New York","NY","10003",,,,,,,,,,
"Lids","740","Broadway","New York","NY","10003",,"MANHATTAN","40.729884","-73.992993","2","2","57","1080092","1005450026","West Village                                                               "
"Life Thyme Natural Market","408-410","6th Ave","New York","NY","10011",,,,,,,,,,
"Lily's Eyebrow Threading Salon (2nd Fl)","35","West 8th St","New York","NY","10011","(212) 982-8678","MANHATTAN","40.733068","-73.99825","2","3","63","1009444","1005720061","West Village                                                               "
"L'Impasse (2nd Fl)","29","West 8th St","New York","NY","10011","(212) 533-3255","MANHATTAN","40.732818","-73.997662","2","3","63","1009441","1005720058","West Village                                                               "
"Little Tokyo Gift Shop","36","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728734","-73.988011","3","2","38","1006677","1004630028","East Village                                                               "
"Little Tony & Igor Hairstylists","101","West 11th St","New York","NY","10011",,"MANHATTAN","40.735574","-73.998694","2","3","71","1010582","1006070047","West Village                                                               "
"Little Village Exit","52","West 8th St","New York","NY","10011","(212) 598-9951","MANHATTAN","40.73323","-73.998679","2","1","63","1008938","1005530015","West Village                                                               "
"Lomography","41","West 8th St","New York","NY","10011","(212) 529-4353","MANHATTAN","40.733109","-73.998351","2","3","63","1009445","1005720064","West Village                                                               "
"Madhu's Eyebrows","3","Greenwich Ave","New York","NY","10011",,"MANHATTAN","40.733938","-73.999636","2","3","71","1010268","1005930013","West Village                                                               "
"Magic","29","West 8th St","New York","NY","10011","(212) 388-0348","MANHATTAN","40.732818","-73.997662","2","3","63","1009441","1005720058","West Village                                                               "
"Mamoun's Falafel","22","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729008","-73.988653","3","2","38","1006670","1004630020","East Village                                                               "
"Mandala Tibetan Store","17","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729118","-73.988869","3","2","38","1006755","1004640051","East Village                                                               "
"Manhattan Theater Source","177","MacDougal St","New York","NY","10011","(212) 260-4698","MANHATTAN","40.732783","-73.998142","2","1","63","1077891","1005530026","West Village                                                               "
"Mansions Catering","40","West 8th St","New York","NY","10011","(212) 627-8838","MANHATTAN","40.733068","-73.998293","2","1","63","1008940","1005530021","West Village                                                               "
"Maoz Vegetarian","59","East 8th St","New York","NY","10003","(212) 420-5999","MANHATTAN","40.731031","-73.99343","2","2","59","1009091","1005607502","West Village                                                               "
"Mark Burger","33","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728822","-73.988173","3","2","38","1006749","1004640043","East Village                                                               "
"Marshall's Shoes (2nd Fl)","740","Broadway","New York","NY","10003","(212) 475-4981 ","MANHATTAN","40.729884","-73.992993","2","2","57","1080092","1005450026","West Village                                                               "
"McDonald's","405","6th Ave","New York","NY","10011",,"MANHATTAN","40.733444","-73.999693","2","3","71","1010268","1005930013","West Village                                                               "
"Medical Building","95","University Place","New York","NY","10003",,"MANHATTAN","40.733741","-73.992939","2","2","61","1009127","1005630001","West Village                                                               "
"Meurice Dry Cleaners","31","University Place","New York","NY","10003",,"MANHATTAN","40.731926","-73.99449","2","2","59","1009090","1005607501","West Village                                                               "
"Mind Boggler","43","West 8th St","New York","NY","10011","(212) 529-8755","MANHATTAN","40.733126","-73.998384","2","3","63","1009446","1005720065","West Village                                                               "
"Mom's Cooking","33","East 8th St","New York","NY","10003","(917)886-3051","MANHATTAN","40.731471","-73.994476","2","2","59","1009090","1005607501","West Village                                                               "
"Mondini","38","West 8th St","New York","NY","10011",,"MANHATTAN","40.733041","-73.998228","2","1","63","1008941","1005530024","West Village                                                               "
"Monk Thrift Shop","175","MacDougal St","New York","NY","10011",,"MANHATTAN","40.732725","-73.998192","2","1","63","1083513","1005530027","West Village                                                               "
"Mountain Side Craft","51","West 8th St","New York","NY","10011","(646) 982-7886","MANHATTAN","40.733181","-73.998517","2","3","63","1009448","1005720069","West Village                                                               "
"Murray's Bagels","500","6th Ave","New York","NY","10011",,"MANHATTAN","40.736447","-73.997492","2","3","63","1066991","1005760008","West Village                                                               "
"Nanoosh","111","University Place","New York","NY","10003",,"MANHATTAN","40.734314","-73.992444","2","2","61","1009196","1005640004","West Village                                                               "
"New Corner Magazine","23","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729008","-73.988609","3","2","38","1006754","1004640048","East Village                                                               "
"New York Studio School","8","West 8th St","New York","NY","10011","(212) 673-6466","MANHATTAN","40.732437","-73.996803","2","1","63","1008861","1005510028","West Village                                                               "
"News Coffee Bar","107","University Place","New York","NY","10003",,"MANHATTAN","40.734193","-73.992549","2","2","61","1009196","1005640004","West Village                                                               "
"Nicky Smoke & Magazine","462","6th Ave","New York","NY","10011",,"MANHATTAN","40.735484","-73.998196","2","3","63","1009562","1005750001","West Village                                                               "
"Nori","129","2nd Ave","New York","NY","10003","(212)677-4825","MANHATTAN","40.728434","-73.987801","3","2","38","1006678","1004630030","East Village                                                               "
"Num Pang Sandwich Shop","21","East 12th St","New York","NY","10003","(212)255-3271","MANHATTAN","40.734191","-73.993415","2","2","61","1009386","1005707503","West Village                                                               "
"NY Gifts","375","6th Ave","New York","NY","10011",,"MANHATTAN","40.732679","-74.00026","2","3","71","1010249","1005920066","West Village                                                               "
"O Café","482","6th Ave","New York","NY","10011","(212) 229-2233","MANHATTAN","40.735934","-73.997867","2","3","63","1009563","1005750011","West Village                                                               "
"O.M.G.","364","6th Ave","New York","NY","10011",,"MANHATTAN","40.732547","-74.000332","2","1","65","1008904","1005527501","West Village                                                               "
"Oh! Taisho","9","St. Marks Place","New York","NY","10003","(212)673-1300","MANHATTAN","40.729266","-73.989216","3","2","38","1006759","1004640055","East Village                                                               "
"Olio Pizza e Piu","1","Greenwich Ave","New York","NY","10011","(212) 243-6546","MANHATTAN","40.733763","-73.999599","2","3","71","1010268","1005930013","West Village                                                               "
"Once Upon a Time Antiques","34","East 11th St","New York","NY","10003",,"MANHATTAN","40.733436","-73.993657","2","2","61","1009261","1005680018","West Village                                                               "
"Otto Enoteca Pizzeria","1","5th Ave","New York","NY","10003","(212)995-9559","MANHATTAN","40.731913","-73.996587","2","1","59","1008847","1005500022","West Village                                                               "
"Organic Avenue",,"West 8th St","New York","NY","10011",,,,,,,,,,
"Pandora","443","6th Ave","New York","NY","10011",,"MANHATTAN","40.734693","-73.998795","2","3","71",,,"West Village                                                               "
"Papyrus","753","Broadway","New York","NY","10003",,"MANHATTAN","40.730461","-73.992535","2","1","57","1080855","1005487501","West Village                                                               "
"Parapsychology Reader & Advisor","31","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.72886","-73.98826","3","2","38","1006750","1004640044","East Village                                                               "
"Pari Gift Shop","23","3rd Ave","New York","NY","10003",,"MANHATTAN","40.729727","-73.989749","3","2","38","1006735","1004640001","East Village                                                               "
"Patsy's Pizzeria","67","University Place","New York","NY","10003","(212)533-3500","MANHATTAN","40.732961","-73.993603","2","2","61","1082681","1005620001","West Village                                                               "
"Paul's Da Burger Joint","131","2nd Ave","New York","NY","10003",,"MANHATTAN","40.728506","-73.987751","3","2","38","1006677","1004630028","East Village                                                               "
"Pearl Beauty Clinic & Spa (2nd Floor)","27","West 8th St","New York","NY","10011","(212) 533-2101","MANHATTAN","40.732786","-73.997582","2","3","63","1009440","1005720057","West Village                                                               "
"Pet Palace","111","West 10th St","New York","NY","10011",,"MANHATTAN","40.734806","-73.999192","2","3","71","1010557","1006060077","West Village                                                               "
"Petland Discounts","389","6th Ave","New York","NY","10011",,"MANHATTAN","40.733118","-73.999935","2","3","71","1010272","1005930026","West Village                                                               "
"Pho 32 & Shabu","13","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729192","-73.989042","3","2","38","1075651","1004640152","East Village                                                               "
"Pierre at Marc Optique ","101","University Place","New York","NY","10003",,"MANHATTAN","40.734009","-73.992708","2","2","61","1009195","1005640001","West Village                                                               "
"Pinkberry","24","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.72897","-73.988563","3","2","38","1006671","1004630021","East Village                                                               "
"Pleasure Cave","29","West 8th St","New York","NY","10011","(212) 674-4228","MANHATTAN","40.732818","-73.997662","2","3","63","1009441","1005720058","West Village                                                               "
"Pop Pub","83","83 University Place","New York","NY","10003","(212) 477-7574",,,,,,,,,
"Pops Burger","42","East 8th St","New York","NY","10003",,"MANHATTAN","40.731317","-73.994155","2","1","59","1008834","1005480012","West Village                                                               "
"Pour George","35","West 8th St","New York","NY","10011","(212) 253-2999","MANHATTAN","40.733068","-73.99825","2","3","63","1009444","1005720061","West Village                                                               "
"Queen Beauty Nails","4","East 8th St","New York","NY","10003",,"MANHATTAN","40.732116","-73.996045","2","1","59","1077873","1005500023","West Village                                                               "
"Radio Shack","781","Broadway","New York","NY","10003",,"MANHATTAN","40.731542","-73.991633","2","2","59","1009099","1005617501","West Village                                                               "
"Radio Shack Express","360","6th Ave","New York","NY","10011",,"MANHATTAN","40.732451","-74.000401","2","1","65","1008904","1005527501","West Village                                                               "
"Ramen Setagaya","34","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728772","-73.988104","3","2","38","1006675","1004630026","East Village                                                               "
"Ramen Takumi","90","University Place","New York","NY","10003",,"MANHATTAN","40.733661","-73.993029","2","2","61","1009282","1005690022","West Village                                                               "
"Reservoir Restaurant","70","University Place","New York","NY","10003","(212)598-0055","MANHATTAN","40.733087","-73.99352","2","2","61","1009263","1005680020","West Village                                                               "
"Ricky's","466","6th Ave","New York","NY","10011",,"MANHATTAN","40.735574","-73.998131","2","3","63","1080140","1005750003","West Village                                                               "
"Ricky's NYC","44","East 8th St","New York","NY","10003",,"MANHATTAN","40.731218","-73.993924","2","1","59","1008837","1005480028","West Village                                                               "
"Roastown Coffee","133","2nd Ave","New York","NY","10003",,"MANHATTAN","40.72869","-73.987617","3","2","38","1006748","1004647503","East Village                                                               "
"Rockit Scientist Records","33","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728822","-73.988173","3","2","38","1006749","1004640043","East Village                                                               "
"Blitz! Brasserie","504","6th Ave","New York","NY","10011","(646) 360-4143","MANHATTAN","40.736529","-73.997431","2","3","63","1080145","1005760010","West Village                                                               "
"Royal Barber Shop","16","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729126","-73.988931","3","2","38","1006667","1004630017","East Village                                                               "
"Rugby","99","University Place","New York","NY","10003",,"MANHATTAN","40.733826","-73.992863","2","2","61","1009128","1005630019","West Village                                                               "
"Rugged Sole","360","6th Ave","New York","NY","10011",,"MANHATTAN","40.732451","-74.000401","2","1","65","1008904","1005527501","West Village                                                               "
"Sabon","434","6th Ave","New York","NY","10011",,"MANHATTAN","40.734583","-73.998849","2","3","63","1009454","1005730006","West Village                                                               "
"Saigon Market","91-93","University Place","New York","NY","10003",,,,,,,,,,
"Salon Threading (2nd Floor)","11","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729231","-73.989129","3","2","38","1006758","1004640054","East Village                                                               "
"Sammy's Noodle Shop & Grill","453-461","6th Ave","New York","NY","10011","(212)924-6688",,,,,,,,,
"Scarpina","88","University Place","New York","NY","10003",,"MANHATTAN","40.733617","-73.993065","2","2","61","1009283","1005690024","West Village                                                               "
"Search & Destroy","25","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.72897","-73.988523","3","2","38","1006753","1004640047","East Village                                                               "
"Shop Untitled NYC, Inc.","27","West 8th St","New York","NY","10011","(212)228-5166","MANHATTAN","40.732786","-73.997582","2","3","63","1009440","1005720057","West Village                                                               "
"Silver Spurs Diner","777","Broadway","New York","NY","10003","(212)473-5517","MANHATTAN","40.731427","-73.991723","2","2","59","1009099","1005617501","West Village                                                               "
"Sing Sing Karaoke","9","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729266","-73.989216","3","2","38","1006759","1004640055","East Village                                                               "
"Soto Japanese Restaurant","357","6th Ave","New York","NY","10011","(212)414-3088","MANHATTAN","40.732102","-74.000682","2","3","71","1010219","1005920019","West Village                                                               "
"Sovereign Bank","43","East 8th St","New York","NY","10003",,"MANHATTAN","40.731331","-73.994144","2","2","59","1009090","1005607501","West Village                                                               "
"Spa Lotus Nails and Facial (2nd Fl)","63","West 8th St","New York","NY","10011","(646) 654-0808","MANHATTAN","40.733266","-73.998715","2","3","63","1009404","1005720001","West Village                                                               "
"Spot Dessert Bar","13","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729192","-73.989042","3","2","38","1075651","1004640152","East Village                                                               "
"Sprint","405-407","6th Ave","New York","NY","10011",,,,,,,,,,
"SS Int'l Newsstand","405","6th Ave","New York","NY","10011",,"MANHATTAN","40.733444","-73.999693","2","3","71","1010268","1005930013","West Village                                                               "
"St. Marks Ale House","2","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729401","-73.989573","3","2","38","1006657","1004630007","East Village                                                               "
"St. Marks Comics","11","St. Marks Place","New York","NY","10003","(212) 598-9439","MANHATTAN","40.729231","-73.989129","3","2","38","1006758","1004640054","East Village                                                               "
"St. Marks Convenience","31","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.72886","-73.98826","3","2","38","1006750","1004640044","East Village                                                               "
"St. Marks Hotel","2","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729401","-73.989573","3","2","38","1006657","1004630007","East Village                                                               "
"St. Marks Market","21","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729044","-73.988696","3","2","38","1006754","1004640048","East Village                                                               "
"St. Marks Sounds","20","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729047","-73.988747","3","2","38","1006669","1004630019","East Village                                                               "
"Staples","390","6th Ave","New York","NY","10011",,"MANHATTAN","40.733236","-73.999827","2","1","63","1008935","1005530007","West Village                                                               "
"Staples","769","Broadway","New York","NY","10003",,"MANHATTAN","40.731084","-73.992004","2","2","59","1009092","1005607503","West Village                                                               "
"Starbucks","378","6th Ave","New York","NY","10011",,"MANHATTAN","40.732986","-74.000011","2","1","63","1008933","1005530001","West Village                                                               "
"Starbucks","13-25","Astor Place","New York","NY","10003",,,,,,,,,,
"State Room (2 flrs)","47","West 8th St","New York","NY","10011","(212) 473-2800","MANHATTAN","40.733153","-73.998448","2","3","63","1080139","1005720066","West Village                                                               "
"Stellar Nail & Spa","49","West 8th St","New York","NY","10011","(212) 260-1338","MANHATTAN","40.733167","-73.998485","2","3","63","1009447","1005720068","West Village                                                               "
"Stevdan Stationers","474-A","6th Ave","New York","NY","10011",,,,,,,,,,
"Stromboli Pizza","112","University Place","New York","NY","10003",,"MANHATTAN","40.734339","-73.992448","2","2","61","1009386","1005707503","West Village                                                               "
"Stylish Shoe","19","West 8th St","New York","NY","10011","(212) 533-5909
","MANHATTAN","40.732657","-73.997279","2","3","63","1009438","1005720053","West Village                                                               "
"Subway","29","East 8th St","New York","NY","10003",,"MANHATTAN","40.731528","-73.994606","2","2","59","1009090","1005607501","West Village                                                               "
"Sunshine Cleaners","51","University Place","New York","NY","10003",,"MANHATTAN","40.732483","-73.994014","2","2","59","1009095","1005617502","West Village                                                               "
"Supercuts","378","6th Ave","New York","NY","10011",,"MANHATTAN","40.732986","-74.000011","2","1","63","1008933","1005530001","West Village                                                               "
"Supercuts","21","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729044","-73.988696","3","2","38","1006754","1004640048","East Village                                                               "
"Supercuts","69","University Place","New York","NY","10003",,"MANHATTAN","40.73301","-73.993559","2","2","61","1083156","1005620001","West Village                                                               "
"Sushi Yawa","25","West 8th St","New York","NY","10011","(212) 253-9888","MANHATTAN","40.732753","-73.997507","2","3","63","1083514","1005720054","West Village                                                               "
"T.S. Hardware & Locksmith","52","East 8th St","New York","NY","10003",,"MANHATTAN","40.731086","-73.993606","2","1","59","1008837","1005480028","West Village                                                               "
"Tahini","23","3rd Ave","New York","NY","10003",,"MANHATTAN","40.729727","-73.989749","3","2","38","1006735","1004640001","East Village                                                               "
"Taiji Qi Gong Body Work - 2nd Fl","45","West 8th St","New York","NY","10011","(212) 982-8295","MANHATTAN","40.73314","-73.998416","2","3","63","1080138","1005720066","West Village                                                               "
"Taishu-Kenka","25","St. Marks Place","New York","NY","10003","(212) 254-6363","MANHATTAN","40.72897","-73.988523","3","2","38","1006753","1004640047","East Village                                                               "
"TAJ Jewelry","375","6th Ave","New York","NY","10011",,"MANHATTAN","40.732679","-74.00026","2","3","71","1010249","1005920066","West Village                                                               "
"Tanti Baci Caffe","31","West 8th St","New York","NY","10011","(212) 647-9651

","MANHATTAN","40.732851","-73.997738","2","3","63","1009442","1005720059","West Village                                                               "
"Tertulia","359","6th Ave","New York","NY","10014","(646) 559-9909","MANHATTAN","40.732143","-74.000649","2","3","71","1088408","1005920019","West Village                                                               "
"Textile Arts Center","26","West 8th St","New York","NY","10011","(646) 225-6554","MANHATTAN","40.732692","-73.997409","2","1","63","1008857","1005510021","West Village                                                               "
"The Body Shop","747","Broadway","New York","NY","10003",,"MANHATTAN","40.730279","-73.992686","2","1","57","1080855","1005487501","West Village                                                               "
"The Brevoort Garage","?116","University Place","New York","NY","10003",,,,,,,,,,
"The Eye Shop","50","West 8th St","New York","NY","10011","(212) 673-9450","MANHATTAN","40.733206","-73.998614","2","1","63","1077889","1005530017","West Village                                                               "
"The Growler Station (Lower level)","26","West 8th St","New York","NY","10011",,"MANHATTAN","40.732692","-73.997409","2","1","63","1008857","1005510021","West Village                                                               "
"The Light Choice (TLC)","434","6th Ave","New York","NY","10011",,"MANHATTAN","40.734583","-73.998849","2","3","63","1009454","1005730006","West Village                                                               "
"The Nutbox","49","East 8th St","New York","NY","10003","(212) 677-7165","MANHATTAN","40.731177","-73.993776","2","2","59","1009090","1005607501","West Village                                                               "
"The Sock Man","27","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728934","-73.988436","3","2","38","1006752","1004640046","East Village                                                               "
"The Tobacco Store","108","University Place","New York","NY","10003",,"MANHATTAN","40.734232","-73.992542","2","2","61","1009386","1005707503","West Village                                                               "
"The Vitamin Shoppe","375","6th Ave","New York","NY","10011",,"MANHATTAN","40.732679","-74.00026","2","3","71","1010249","1005920066","West Village                                                               "
"The Vitamin Shoppe","740","Broadway","New York","NY","10003",,"MANHATTAN","40.729884","-73.992993","2","2","57","1080092","1005450026","West Village                                                               "
"The Waddle Agency","58","West 8th St","New York","NY","10011","(212) 253-2230","MANHATTAN","40.733313","-73.998874","2","1","63","1077275","1005530011","West Village                                                               "
"Think Pink Nails","445","6th Ave","New York","NY","10011","(212) 366-5111","MANHATTAN","40.734825","-73.998697","2","3","71","1080193","1006060071","West Village                                                               "
"Timi's Gelateria Classica","37","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728747","-73.988","3","2","38","1006748","1004647503","East Village                                                               "
"TKettle","26","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728929","-73.988472","3","2","38","1083489","1004630022","East Village                                                               "
"Toosh New York Inc.","60","West 8th St","New York","NY","10011","(212) 252-0056","MANHATTAN","40.73334","-73.998939","2","1","63","1077277","1005530011","West Village                                                               "
"Tower Cleaner","21","East 10th St","New York","NY","10003",,"MANHATTAN","40.732843","-73.994061","2","2","61","1009265","1005680024","West Village                                                               "
"Traffic Barber Shop","179","MacDougal St","New York","NY","10011",,"MANHATTAN","40.732843","-73.998091","2","1","63","1008940","1005530021","West Village                                                               "
"Trash & Vaudeville Apparel","4","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729362","-73.989479","3","2","38","1006661","1004630011","East Village                                                               "
"Travel Appointments (2nd Fl)","116","University Place","New York","NY","10003",,"MANHATTAN","40.734446","-73.992358","2","2","61","1009385","1005700022","West Village                                                               "
"Tri-Rite Deli","353","6th Ave","New York","NY","10011","(212) 924-6865","MANHATTAN","40.732017","-74.000743","2","3","71","1010221","1005920022","West Village                                                               "
"Tue Thai Food","5","Greenwich Ave","New York","NY","10011","(212) 929-9888","MANHATTAN","40.734045","-73.999661","2","3","71","1010268","1005930013","West Village                                                               "
"Tui-Na Center Inc. (2nd Fl)","498","6th Ave","New York","NY","10011",,"MANHATTAN","40.736409","-73.997521","2","3","63","1080143","1005760007","West Village                                                               "
"Two Toots","38","West 8th St","New York","NY","10011","(212) 475-3285","MANHATTAN","40.733041","-73.998228","2","1","63","1008941","1005530024","West Village                                                               "
"U2 Karaoke","6","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729324","-73.989389","3","2","38","1006662","1004630012","East Village                                                               "
"Udon West","11","St. Marks Place","New York","NY","10003","(212)353-3888","MANHATTAN","40.729231","-73.989129","3","2","38","1006758","1004640054","East Village                                                               "
"Uncle Sam's Army Navy Outfitters","37","West 8th St","New York","NY","10011","(212) 674-2222","MANHATTAN","40.733082","-73.998282","2","3","63","1077923","1005720062","West Village                                                               "
"Unique Collection","3","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729379","-73.989475","3","2","38","1006762","1004640059","East Village                                                               "
"University Chemists/Super Buy","74","University Place","New York","NY","10003",,"MANHATTAN","40.733175","-73.993444","2","2","61","1009261","1005680018","West Village                                                               "
"University Floral Design","51","University Place","New York","NY","10003","(212)673-5004","MANHATTAN","40.732483","-73.994014","2","2","59","1009095","1005617502","West Village                                                               "
"University Pita","21","East 12th St",,,,,,,,,,,,,
"University Place Deli","116","University Place","New York","NY","10003",,"MANHATTAN","40.734446","-73.992358","2","2","61","1009385","1005700022","West Village                                                               "
"University Restaurant","101","University Place","New York","NY","10003","(212)475-7727","MANHATTAN","40.734009","-73.992708","2","2","61","1009195","1005640001","West Village                                                               "
"Unlimited Jeans","492","6th Ave","New York","NY","10011",,"MANHATTAN","40.736288","-73.997608","2","3","63","1009609","1005760001","West Village                                                               "
"UPS Store","7","East 8th St","New York","NY","10003",,"MANHATTAN","40.732047","-73.99584","2","2","59","1009222","1005660001","West Village                                                               "
"Urban Outfitters","374","6th Ave","New York","NY","10011",,"MANHATTAN","40.732786","-74.000159","2","1","65","1008904","1005527501","West Village                                                               "
"Vada Spa","387","6th Ave","New York","NY","10011",,"MANHATTAN","40.733077","-73.999968","2","3","71","1010273","1005930027","West Village                                                               "
"Vapiano","113","University Place","New York","NY","10003",,"MANHATTAN","40.734375","-73.99239","2","2","61","1009197","1005640007","West Village                                                               "
