"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"BROOKLYN","Sunset Park West","St. Mark's Comics","51 35th St, Brooklyn, NY, USA","51","35 STREET","Books/Media, Toys/Games","Books/Media, Toys/Games",,,"Monday 11:00 AM-8:00 PM, Tuesday 11:00 AM-8:00 PM, Wednesday 10:00 AM-9:00 PM, Thursday 10:00 AM-9:00 PM, Friday 10:00 AM-9:00 PM, Saturday 10:00 AM-9:00 PM, Sunday 11:00 AM-7:00 PM","http://www.stmarkscomics.com/","(212) 598-9439","aleonardis@sva.edu",,"307","38","18","3006870001","3336900","40.657332","-74.006773","072","POINT (-74.0067729997751 40.6573319997751)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","New Alternatives","37 W 26th St, New York, NY 10010, USA","37","WEST   26 STREET","Food/Beverage","Food/Beverage","Food pantry. Call ahead for drop-off.",,"Monday 02:00 PM-05:00 PM, Tuesday 02:00 PM-05:00 PM, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed",,"(212) 994-7919","dshichman@nackidscan.org",,"105","03","58","1008280009","1015634","40.744587","-73.990457","013","POINT (-73.9904570000914 40.7445869999933)"
"BROOKLYN","Bushwick South","Rock and Roll Supplies","176 Bushwick Avenue, Brooklyn, NY 11206, USA","176","BUSHWICK AVENUE",,"Musical Instruments",,,"Monday Closed, Tuesday 11:00 AM-08:00 PM, Wednesday 11:00 AM-08:00 PM, Thursday 11:00 AM-08:00 PM, Friday 11:00 AM-08:00 PM, Saturday 11:00 AM-08:00 PM, Sunday 12:00 PM-06:00 PM","http://www.rockandrollsupplies.com/","(718) 384-4220","charlotte@rockandrollsupplies.com",,"301","34","493","3030270001","3344998","40.709577","-73.94034","090","POINT (-73.9403400001918 40.7095769997819)"
"BROOKLYN","Bushwick South","Reuse America","387, Bushwick Avenue, New York, NY, 11206, USA","387","BUSHWICK AVENUE","Arts/Crafts, Household Furniture/Furnishings, Musical Instruments, Office Furniture/Furnishings, Tools/Equipment","Household Furniture/Furnishings","We pick up furniture and large donations only. We do not accept old TVs or couches in bad condition. Send pictures of furniture/pianos prior to pickup Text 718-807-6529 or Email: reuseamericany@gmail.com. Pick up is within 2-4 business days.","Pickup","Monday Closed, Tuesday Closed, Wednesday 12:00 PM-6:00 PM, Thursday 12:00 PM-6:00 PM, Friday Closed, Saturday Closed, Sunday 12:00 PM-6:00 PM","https://reuseamericany.wordpress.com","(718) 807-6529","reuseamericany@gmail.com",,"301","34","485","3031090004","3071529","40.703751","-73.937796","090","POINT (-73.9377959997865 40.7037510000118)"
"STATEN IS","West New Brighton-New Brighton-St. George","Sky Light Center","307 St Marks Pl, Staten Island, NY 10301, USA","307","ST MARKS PLACE","Clothing/Personal Accessories, Appliances, Kitchen Items, Footwear, Toys/Games","Clothing/Personal Accessories, Appliances, Kitchen Items, Footwear, Toys/Games","Thrift Store hours: Tues 10am-4pm, Thurs 10am-4pm, Fridays 10:30am-3:30pm.  Accepts drop-off donations, but only members can buy from the store. PROVIDES PICKUP ONLY WITHIN 1 MILE RADIUS.","Pickup","Monday Closed, Tuesday 10:00 AM-4:00 PM, Wednesday Closed, Thursday 10:00 AM-4:00 PM, Friday 10:30 AM-3:30 PM, Saturday Closed, Sunday Closed","http://www.skylightcenter.org/programs/thrift-shop","(718) 720-2585","dhellman@skylightcenter.org",,"501","49","3","5000080016","5000076","40.64262","-74.078038","120","POINT (-74.0780380000546 40.642620000316)"
"MANHATTAN","Central Harlem North-Polo Grounds","St Charles Borromeo Church","211 West 141st Street, New York, NY 10030, USA","211","WEST  141 STREET","Food/Beverage","Food/Beverage","Food pantry serves on Sat: 8:00 AM - 12:00 PM. 100-150 people, first come first serve. Bring ID and proof of residency. Drop-off donations during the week, call to schedule.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 08:00 AM-12:00 PM, Sunday Closed, Monday 10:00 AM-4:00 PM, Tuesday 10:00 AM-4:00 PM, Wednesday 10:00 AM-4:00 PM, Thursday 10:00 AM-4:00 PM, Friday 10:00 AM-4:00 PM,",,"(212) 281-2100","Secretary@scbrchurch.org",,"110","09","230","1020270024","1060424","40.819627","-73.941654","032","POINT (-73.9416539996333 40.8196269998893)"
"MANHATTAN","Central Harlem North-Polo Grounds","Harlem Temple Corps","540 Lenox Ave, New York, NY 10037, USA","540","LENOX AVENUE","Food/Beverage","Food/Beverage","Call for donation drop-off. Soup kitchen Monday-Friday 11am-12:30pm. Food pantry Monday-Friday 10:30am-12:30pm.","Pickup","Friday 9:00 AM-3:00 PM, Thursday 9:00 AM-3:00 PM, Wednesday 9:00 AM-3:00 PM, Tuesday 9:00 AM-3:00 PM, Monday 9:00 AM-3:00 PM, Sunday 01:00 PM-01:30 PM, Wednesday 10:30 AM-12:30 PM, Friday 10:30 AM-12:30 PM, Thursday 10:30 AM-12:30 PM, Saturday Closed, Tu","http://newyork.salvationarmy.org/who-we-are/locations/#","(212) 862-3900","noemail@callphone.com",,"110","09","212","1017350001","1053901","40.815423","-73.939335","032","POINT (-73.9393349997114 40.8154230002745)"
"MANHATTAN","East Village","Jane's Exchange","191 East 3rd Street, New York, NY 10009, USA","191","EAST    3 STREET",,"Clothing/Personal Accessories, Footwear, Toys/Games, Baby Care","If donating, call ahead to discuss donations (212) 677-0380. See website for consignment requirements.  Appointments required for consignment.",,"Monday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:30 AM-06:30 PM, Saturday 12:00 PM-06:00 PM, Sunday 12:00 PM-06:00 PM","http://www.janesexchangenyc.com/","(212) 677-0380","janes.exchange@gmail.com",,"103","02","32","1003990041","1005002","40.723076","-73.983416","009","POINT (-73.9834160000494 40.7230759999606)"
"MANHATTAN","East Village","Nazareth Housing","519 East 11th Street, New York, NY 10009, USA","519","EAST   11 STREET","Arts/Crafts, Food/Beverage, Toys/Games, Clothing/Personal Accessories, Personal Care/Hygiene","Clothing/Personal Accessories",,,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","http://nazarethhousingnyc.org/","(646) 713-2727","info@nazarethhousingnyc.org","Partner","103","02","34","1004050051","1005192","40.72819","-73.980742","009","POINT (-73.9807419999443 40.7281900001716)"
"BROOKLYN","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Brooklyn Livingston Store","258 Livingston Street, Brooklyn, NY 11201, USA","258","LIVINGSTON STREET","Arts/Crafts, Automotive, Books/Media, Clothing/Personal Accessories, Electronics, Kitchen Items, HealthCare, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Lawn/Garden Supplies, Office Supplies/Stationary, Storage/Haulage Containers, Tools/","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Kitchen Items, HealthCare, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Lawn/Garden Supplies, Office Supplies/Stationary, Storage/Haulage Containers, Tools/Equipment","Donations accepted at all stores/donation centers during business hours. Pick up service available depending on volume, schedule and type of donation. Please contact the donations department at (718) 777-6320 or donations.department@goodwillnynj.org.","Pickup","Monday 11:00 AM-7:00 PM, Wednesday 11:00 AM-7:00 PM, Thursday 11:00 AM-7:00 PM, Friday 11:00 AM-7:00 PM, Saturday 11:00 AM-7:00 PM, Sunday 11:00 AM-7:00 PM, Tuesday 11:00 AM-7:00 PM","http://goodwillnynj.org","(718) 923-9037","info@goodwillnynj.org","Partner","302","33","37","3001650029","3329446","40.688746","-73.984213","084","POINT (-73.984212999931 40.6887459996314)"
"BRONX","Claremont-Bathgate","Bethel House of Yahweh","3482 Park Ave, Bronx, NY 10456, USA","3482","PARK AVENUE","Clothing/Personal Accessories, Electronics, Food/Beverage, Household Furniture/Furnishings, Footwear, Personal Care/Hygiene","Clothing/Personal Accessories, Food/Beverage, Household Furniture/Furnishings, Footwear, Personal Care/Hygiene","Can arrange pickup within the Bronx and Manhattan. Food pantry Sat: 7am-8am first come first serve. Soup kitchen every third Sunday: 2:00pm-4pm. Hours: Sun-Fri 8am-8pm","Pickup","Friday 8:00 AM-8:00 PM, Thursday 8:00 AM-8:00 PM, Wednesday 8:00 AM-8:00 PM, Tuesday 8:00 AM-8:00 PM, Monday 8:00 AM-8:00 PM, Sunday 2:00 PM-4:00 PM, Wednesday Closed, Friday Closed, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Saturd","https://www.behoy.org/","(718) 401-0743","jhmickens@yahoo.com",,"203","16","145","2023890011","2001597","40.830858","-73.908104","042","POINT (-73.9081040002004 40.8308579998001)"
"MANHATTAN","East Village","Cure","111 East 12th Street, New York, NY 10003, USA","111","EAST   12 STREET","Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear","Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear","For free furniture donation pick up, fill out the form on the website","Pickup","Monday 12:00 PM-09:00 PM, Tuesday 12:00 PM-09:00 PM, Wednesday 12:00 PM-09:00 PM, Thursday 12:00 PM-09:00 PM, Friday 12:00 PM-09:00 PM, Saturday 12:00 PM-09:00 PM, Sunday 12:00 PM-09:00 PM","http://www.curethriftshop.com","(212) 505-7467","info@curethriftshop.com",,"103","02","42","1005580048","1009028","40.732629","-73.989263","009","POINT (-73.9892629998885 40.7326289998317)"
"BRONX","Van Cortlandt Village","Kingsbridge Heights Community Center","3101 Kingsbridge Terrace, Bronx, NY 10463, USA","3101","KINGSBRIDGE TERRACE","Arts/Crafts, Books/Media, Building Products, Clothing/Personal Accessories, Electronics, Food/Beverage, Household Furniture/Furnishings, Kitchen Items, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipm","Food/Beverage",,"Pickup","Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","http://www.khcc-nyc.org/","(718) 884-0700","info@khcc-nyc.org","Partner","208","14","277","2032570111","2015788","40.877635","-73.900663","050","POINT (-73.9006629996987 40.8776350003582)"
"BROOKLYN","Brooklyn Heights-Cobble Hill","Walk-in Center","191 , Joralemon St., New York, NY, 11201, USA","191","JORALEMON STREET","Food/Beverage","Food/Beverage",,,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday Closed, Thursday 09:30 AM-03:00 PM, Saturday Closed, Tuesday Closed, Monday Closed, Satu",,"(718) 726-9790","JENNIFER.SMITH@ccbq.org",,"302","33","9","3002550008","3002244","40.692826","-73.991774","084","POINT (-73.9917739996713 40.6928259998233)"
"QUEENS","Far Rockaway-Bayswater","Mobile Pantry Far Rockaway","15-21 Central Avenue, Far Rockaway, NY 11691, USA","15-21","CENTRAL AVENUE",,"Food/Beverage","While all individuals are welcome to the resources at TCAH, we must keep records of who we?ve served. All clients must bring some form of ID for all persons for whom the food is intended.",,"Monday Closed, Tuesday 03:00 PM-06:00 PM, Wednesday Closed, Thursday 03:00 PM-06:00 PM, Friday Closed, Saturday Closed, Sunday Closed","http://www.tcahnyc.org/find-food/","(718) 773-3551","info@tcahnyc.org",,"414","31","103202","4155450026","4298052","40.605294","-73.75141","101","POINT (-73.7514100002723 40.6052940003211)"
"BRONX","Claremont-Bathgate","The salvation Army Tremont Corps","2121 Washington Ave, Bronx, NY 10457, USA","2121","WASHINGTON AVENUE","Food/Beverage","Food/Beverage","Pantry open Tues, Thurs, and Friday 11am-1pm by appointment, call ahead. Call to make appointment for food donation drop-offs.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 11:00 AM-01:00 PM, Thursday 11:00 AM-01:00 PM, Saturday Closed, Tuesday 11:00 AM-01:00 P",,"(718) 584-6250","notanemail@callphone.com",,"206","15","395","2030370015","2115960","40.852253","-73.895519","048","POINT (-73.8955189999029 40.8522529998792)"
"QUEENS","Baisley Park","Holy Ghost","146-17 133rd Ave, Jamaica, NY 11436, USA","146-17","133 AVENUE","Clothing/Personal Accessories, Food/Beverage, HealthCare, Footwear","Clothing/Personal Accessories, Food/Beverage, HealthCare, Footwear","Food pantry Saturday 10am-11am, Wheelchair accessible. Call ahead before drop-off. We also accept/give clothes, walkers, wheelchairs and other donations of varying kinds.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 10:00 AM-11:00 AM, Sunday Closed",,"(718) 529-2060","pastordoris1@aol.com",,"412","28","792","4121090001","4262869","40.668864","-73.791982","113","POINT (-73.7919819997705 40.6688640000768)"
"BROOKLYN","Park Slope-Gowanus","Time Galleries","562 5th Avenue, Brooklyn, NY 11215, USA","562","5 AVENUE",,"Household Furniture/Furnishings, Kitchen Items","Can deliver furniture purchased at the store.",,"Monday 09:00 AM-06:00 PM, Tuesday 09:00 AM-06:00 PM, Wednesday 09:00 AM-06:00 PM, Thursday 09:00 AM-06:00 PM, Friday 09:00 AM-06:00 PM, Saturday 09:00 AM-06:00 PM, Sunday 12:00 PM-06:00 PM","http://www.timegalleries.com","(718) 788-8300","timegalleries@aol.com",,"307","39","141","3010470044","3023922","40.665364","-73.989867","072","POINT (-73.9898669998631 40.665363999652)"
"QUEENS","Forest Hills","Masbia Of Queens","105-47 64th Road, Rego Park, NY 11375, USA","105-47","64 ROAD",,"Food/Beverage","Only donations of large quantities. Walk-ins welcome. Pantry:Thurs 2pm-5pm. Soup Kitchen: Sun-Thurs 2pm-5pm",,"Monday 02:00 PM-05:00 PM, Tuesday 02:00 PM-05:00 PM, Wednesday 02:00 PM-05:00 PM, Thursday 02:00 PM-05:00 PM, Friday Closed, Saturday Closed, Sunday 02:00 PM-05:00 PM","http://www.masbiaqueens.org/","(718) 534-7321","info@masbia.org",,"406","29","743","4021490001","4439613","40.731604","-73.851073","112","POINT (-73.85107299982 40.7316040002276)"
"BROOKLYN","Park Slope-Gowanus","Life Boutique Thrift","515 5th Avenue, Brooklyn, NY 11215, USA","515","5 AVENUE","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear",,,"Saturday Closed, Friday 11:00 AM-05:00 PM, Thursday 11:00 AM-09:00 PM, Wednesday 11:00 AM-09:00 PM, Tuesday 11:00 AM-09:00 PM, Monday 11:00 AM-09:00 PM, Sunday 11:00 AM-09:00 PM","http://chailifeline.org","(718) 788-5433","noemail@email.com",,"306","39","141","3010357502","3392322","40.666485","-73.988099","078","POINT (-73.9880990001697 40.6664850000859)"
"MANHATTAN","Central Harlem North-Polo Grounds","Harlem Dowling","2139 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA","2139","ADAM CLAYTON POWELL JR BOULEVARD",,"Food/Beverage","Walk-ins welcome. Closed first Friday of the month. Pantry available for individuals every 30 days. Bring ID but we're flexible. We do not take donations from public.",,"Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday Closed, Sunday Closed","http://harlemdowling.org/","(212) 749-3656","info@harlemdowling.org",,"110","09","224","1019110061","1090253","40.810005","-73.947057","028","POINT (-73.9470569996817 40.8100050004336)"
"BROOKLYN","Borough Park","Masbia Boro Park","5402 New Utrecht Ave, Brooklyn, NY 11219, USA","5402","NEW UTRECHT AVENUE",,"Food/Beverage","Only donations of large quantities. Walk-ins welcome for those in need. Soup Kitchen: Sun-Thurs 6:30pm-7:30pm, Food Pantry: Thurs 8am-11am",,"Monday 06:30 PM-07:30 PM, Tuesday 06:30 PM-07:30 PM, Wednesday 06:30 PM-07:30 PM, Thursday 08:00 AM-07:30 PM, Friday Closed, Saturday Closed, Sunday 06:30 PM-07:30 PM","http://www.masbiaboropark.org/","(718) 972-4446","info@masbia.org",,"312","44","218","3056760033","3139372","40.632363","-73.995525","066","POINT (-73.9955249999797 40.6323630003554)"
"BROOKLYN","Park Slope-Gowanus","Gowanus","654 Sackett Street, Brooklyn, NY, USA","654","SACKETT STREET",,"Clothing/Personal Accessories, Footwear",,,"Sunday 12:00 PM-8:00 PM, Saturday 12:00 PM-8:00 PM, Friday 12:00 PM-8:00 PM, Thursday 12:00 PM-8:00 PM, Wednesday 12:00 PM-8:00 PM, Tuesday 12:00 PM-8:00 PM, Monday 12:00 PM-8:00 PM","http://ltrainvintage.com","(718) 858-4906","LtrainVintage@gmail.com",,"306","39","119","3004340032","3340440","40.6781","-73.983322","078","POINT (-73.9833220002111 40.6780999997184)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","MCCNY Charities","446 W 36th St, New York, NY 10018, USA","446","WEST   36 STREET","Arts/Crafts, Building Products, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Kitchen Items, Footwear","Clothing/Personal Accessories, Food/Beverage, Footwear","Client-Choice Pantry Distribution (open to all): Thursday 9 a.m. ?10 a.m. Snack Bag Distribution (open to all):Tuesday ? Friday, 1 p.m. ? 3 p.m. PLWHA Pantry (M11Q required): Tuesday ? Friday, 1 p.m. ? 3 p.m.",,"Monday Closed, Tuesday 01:00 PM-03:00 PM, Wednesday 01:00 PM-03:00 PM, Thursday 08:30 AM-03:00 PM, Friday 01:00 PM-03:00 PM, Saturday Closed, Sunday Closed","www.sylviariverasplace.com","(212) 629-7400","mccnycharities@mccny.org","Partner","104","03","111","1007330062","1012876","40.755366","-73.997492","010","POINT (-73.9974919998569 40.7553659997443)"
"BROOKLYN","Crown Heights South","Shalom Senior Center Food Provider","483 Albany Ave, Brooklyn, NY 11203, USA","483","ALBANY AVENUE","Food/Beverage","Food/Beverage","Accepting only KOSHER food donations for our pantry. Pantry hours Mon - Thur: 2:00 PM - 3:00 PM, Fri: 1:00 PM - 2:00 PM.  Call for drop-off.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 2:00 PM-3:00 PM, Friday 1:00 PM-2:00 PM, Thursday 2:00 PM-3:00 PM, Saturday Closed, Tuesday 2:00 PM-3:0",,"(718) 774-9213","sherz@chjcc.org",,"309","41","331","3014267501","3038418","40.663405","-73.93969","071","POINT (-73.9396899998945 40.6634050001439)"
"MANHATTAN","Central Harlem North-Polo Grounds","Salem United Methodist Church","2190 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA","2190","ADAM CLAYTON POWELL JR BOULEVARD","Clothing/Personal Accessories, Food/Beverage","Clothing/Personal Accessories, Food/Beverage","Accept clothing donations (must be washed), fresh, unexpired food including produce, and packaged and canned nonperishable food.",,"Monday Closed, Tuesday Closed, Wednesday 08:30 AM-03:30 PM, Thursday Closed, Friday 08:30 AM-02:00 PM, Saturday Closed, Sunday Closed","http://www.salem-harlem.org","(212) 678-2700","info@salem-harlem.org",,"110","09","224","1019330032","1058686","40.811944","-73.94661","032","POINT (-73.9466099997527 40.8119439999189)"
"BROOKLYN","Bushwick North","Haven Cycles","1546 Dekalb Ave, Brooklyn, NY 11237, USA","1546","DEKALB AVENUE",,"Sports Equipment","We sell vintage and new bicycles and offer bike rentals.",,"Monday 11:00 AM-08:00 PM, Tuesday 11:00 AM-08:00 PM, Wednesday 11:00 AM-08:00 PM, Thursday 11:00 AM-08:00 PM, Friday 11:00 AM-08:00 PM, Saturday 11:00 AM-08:00 PM, Sunday 11:00 AM-08:00 PM","http://www.havencyclesnyc.com/about/","(347) 529-4621","HAVENCYCLESNYC@GMAIL.COM",,"304","37","445",,,"40.702803","-73.920505","083","POINT (-73.9205050001066 40.7028030003614)"
"QUEENS","Hammels-Arverne-Edgemere","St. Rose of Lima","130 Beach 84th St, Far Rockaway, NY 11693, USA","130","BEACH   84 STREET","Food/Beverage","Food/Beverage","Food Pantry Tuesday and Friday 10 a.m. - 12 p.m. Call to schedule food donation drop-off.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 10:00 AM-12:00 PM, Thursday Closed, Saturday Closed, Tuesday 10:00 AM-12:00 PM, Monday C",,"(718) 634-7394","JENNIFER.SMITH@ccbq.org",,"414","32","94203","4161300013","4303594","40.586216","-73.809236","100","POINT (-73.809236000442 40.5862160000716)"
"BROOKLYN","Prospect Heights","Hope City","650 Washington Avenue, Brooklyn, NY 11238, USA","650","WASHINGTON AVENUE","Food/Beverage","Food/Beverage","Accepts canned and boxed foods that are not past expiration date.  Will only accept cooked/fresh food if it has not been served.",,"Monday Closed, Tuesday 09:00 AM-05:00 PM, Wednesday Closed, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed",,"(718) 857-5698","hopecityempowermentcenter@gmail.com",,"308","35","203","3011390023","3027947","40.678941","-73.964224","077","POINT (-73.9642239999386 40.6789409998305)"
"BROOKLYN","Flatbush","COPO","1077 Coney Island Ave, Brooklyn, NY, USA","1077","CONEY ISLAND AVENUE","Arts/Crafts, Books/Media, Building Products, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary,",,,,"Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday Closed, Sunday Closed","http://www.copo.org/","(718) 434-3266","mbhulai@copo.org",,"314","45","528","3066860079","3178918","40.631385","-73.966208","070","POINT (-73.9662079997004 40.6313850002208)"
"BROOKLYN","Crown Heights North","Church of Praise and Worship","526 Ralph Ave, Brooklyn, NY 11233, USA","526","RALPH AVENUE","Food/Beverage","Food/Beverage","Drop-off food donations on Saturday during food pantry hours.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 12:30 PM-02:00 PM, Sunday Closed","http://praiseandworshipgodinchrist.org/","(347) 462-5679","pwbibleministry@yahoo.com",,"308","41","359","3013750046","3036641","40.671417","-73.922537","077","POINT (-73.9225370002833 40.6714169999978)"
"BROOKLYN","Park Slope-Gowanus","Park Slope Farmer's Market","337 5th Avenue, Brooklyn, NY, USA","337","5 AVENUE","Clothing/Personal Accessories, Footwear",,"Pick-up service available on case-by-case basis for a minimum of 100 lbs. Farmer's market locations vary seasonally; check online to confirm dates of operation.","Pickup","Saturday Closed, Friday Closed, Thursday Closed, Wednesday Closed, Tuesday Closed, Monday Closed, Sunday 10:00 AM-3:00 PM","http://www.greentreetextiles.org/","(347) 262-4777","info@greentreetextiles.org","Partner","306","39","135","3009820001","3021058","40.672184","-73.98352","078","POINT (-73.9835200003487 40.6721840002946)"
"BROOKLYN","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Retrofret Vintage Guitars","233 Butler St, Brooklyn, NY 11217, USA","233","BUTLER STREET",,"Musical Instruments",,,"Monday 12:00 PM-07:00 PM, Tuesday 12:00 PM-07:00 PM, Wednesday 12:00 PM-07:00 PM, Thursday 12:00 PM-07:00 PM, Friday 12:00 PM-07:00 PM, Saturday 12:00 PM-06:00 PM, Sunday Closed","http://www.retrofret.com/","(718) 237-6092","sales@retrofret.com",,"306","33","71","3004050051","3336080","40.682261","-73.986378","076","POINT (-73.9863779999457 40.6822610000483)"
"BROOKLYN","Ocean Hill","Blessed Assurance Charity","2093 Fulton St, Brooklyn, NY 11233, USA","2093","FULTON STREET","Food/Beverage","Food/Beverage","Non-perishables. Food pantry open for service on Saturdays. Call for more information.",,"Monday 08:00 AM-07:00 PM, Tuesday 08:00 AM-07:00 PM, Wednesday 08:00 AM-07:00 PM, Thursday 08:00 AM-07:00 PM, Friday 08:00 AM-07:00 PM, Saturday Closed, Sunday Closed",,"(718) 342-1404","asuanana@aol.com",,"316","37","369","3015420053","3042035","40.678417","-73.909328","073","POINT (-73.9093279999882 40.6784169999478)"
"QUEENS","Hollis","Hollis Presbyterian Church","100-50 196th St, Hollis, NY 11423, USA","100-50","196 STREET","Food/Beverage, Arts/Crafts, Books/Media, Electronics, Musical Instruments, Office Supplies/Stationary, Sports Equipment","Food/Beverage","Call before to schedule donation drop-off (718) 525-7399 contact Deidre Sabai or (718) 776-4646 contact Cynthia Shepard.",,"Monday 11:00 AM-01:00 PM, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-7:00 PM, Wednesday 9:00 AM-7:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Satu",,"(718) 776-4646","dssparkle1@aol.com",,"412","27","50201","4108620049","4232202","40.708063","-73.762817","103","POINT (-73.7628170002053 40.7080630001106)"
"BROOKLYN","Bedford","The Salvation Army Bedford Corps","601 Lafayette Ave, Brooklyn, NY 11216, USA","601","LAFAYETTE AVENUE","Food/Beverage","Food/Beverage","Pantry open Wed: 10:00 AM - 12:00 PM. Soup kitchen open Wed & Thurs 10:30 Am - 2:00 PM. Donation drop-offs M-F 9am-5pm.",,"Monday Closed, Tuesday Closed, Wednesday 10:00 AM-2:00 PM, Thursday 10:30 AM-2:00 PM, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 622-0614","callthenumber@notanemail.com",,"303","36","253","3017840011","3049768","40.690197","-73.950448","079","POINT (-73.9504479995765 40.6901969999947)"
"BROOKLYN","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Foyer Vintage","80 Bond Street, Brooklyn, NY 11217, USA","80","BOND STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday Closed, Tuesday 03:00 PM-06:00 PM, Wednesday 01:00 PM-07:00 PM, Thursday 01:00 PM-07:00 PM, Friday 01:00 PM-07:00 PM, Saturday 01:00 PM-07:00 PM, Sunday 01:00 PM-07:00 PM",,"(646) 830-1265","foyervintage@gmail.com",,"302","33","41","3001770030","3000672","40.68739","-73.984719","084","POINT (-73.9847189998829 40.6873900000517)"
