"dfta_id","provider_name","sponsor_name","site_type","address1","address2","city","postcode","from_date","to_date","comminuty_board","council_district","sunday","monday","tuesday","wednesday","thursday","friday","saturday","contract_amt","expense_amt","full_time","part_time","personnel_amt","fiscal_year_amount","months_in_hhs","total_fy20_budget","total_fy20_personnel_budget","total_fy20_reimbursement","average_daily_participant","actual_ytd_meals","kosher_budget","nonkosher_budget","total_meals_budget","total_meals_cost","in_house_meal_prep","meal_prep1","prep_for_others","prep_for_others1","expenditures_for_information_and_assistance_education_and_recreation_health_promotion","comb_cost_per_person","ultilization","borough","latitude","longitude","census_tract","bin","bbl","nta"
"34901","HUDSON GUILD NEIGHBORHOOD CENTER","THE HUDSON GUILD","NEIGHBORHOOD SENIOR CENTERS","441 WEST   26 STREET",,"MANHATTAN","10001","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","105","3","00:00 AM - 00:00PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","00:00 AM - 00:00PM","974357.14","348021.62","5","13","657105.07","568375.00","7","974357.14","657105.07","869150.31",,"53801","0.00","308882.14","308882.14","5.74","Meal Prep on-site","Meal Prep on-site","No","No","544886.68",,"100%+","MANHATTAN","40.749196","-74.001815","97","1012827","1007240010","Hudson Yards-Chelsea-Flatiron-Union Square"
"35001","BRC NEIGHBORHOOD SENIOR CENTER","BOWERY RESIDENTS' COMMITTEE, INC.","NEIGHBORHOOD SENIOR CENTERS","30 DELANCEY STREET",,"MANHATTAN","10002","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","103","1","00:00 AM - 00:00PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","08:00 AM - 03:00PM","00:00 AM - 00:00PM","838340.57","806179.08","0","5","475722.24","489597.00","7","838340.57","475722.24","348021.62",,"31560","0.00","242094.27","242094.27","7.67","Catered","Catered","No","No","74627.86",,"100%+","MANHATTAN","40.719792","-73.992269","18","1079081","1004200001","Chinatown"
"35301","FIND WOODSTOCK NEIGHBORHOOD SENIOR CENTE","FIND AID FOR THE AGED, INC.","NEIGHBORHOOD SENIOR CENTERS","127 WEST 71ST STREET, 2ND FLOOR",,"MANHATTAN","10036","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","104","3","08:30 AM - 05:00PM","00:00 AM - 00:00PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","08:30 AM - 05:30PM","08:30 AM - 05:00PM","894084.00","590996.13","19","0","568320.31","521549.00","7","894084.00","568320.31","806179.08",,"90599","0.00","649340.00","649340.00","7.17","Meal Prep on-site","Meal Prep on-site","No","No","165447.92",,"100%+","MANHATTAN","40.777076","-73.980077","157",,,"Lincoln Square"
"36001","ABSW NEIGHBORHOOD SENIOR CENTER","ASSOCIATION OF BLACK SOCIAL WORKERS","NEIGHBORHOOD SENIOR CENTERS","221 WEST  107 STREET",,"MANHATTAN","10025","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","107","7","00:00 AM - 00:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","00:00 AM - 00:00PM","672867.43","498584.45","0","5","340961.91","392506.00","7","672867.43","340961.91","574931.93",,"26251","0.00","366821.90","366821.90","13.97","Catered","Catered","No","No","212262.78",,"89%","MANHATTAN","40.801704","-73.966593","195","1075379","1018790017","Morningside Heights"
"37901","FIND CLINTON NEIGHBORHOOD SENIOR CENTER","FIND AID FOR THE AGED, INC.","NEIGHBORHOOD SENIOR CENTERS","530 WEST   55 STREET",,"MANHATTAN","10019","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","105","3","00:00 AM - 00:00PM","08:00 AM - 05:00PM","08:00 AM - 05:00PM","08:00 AM - 06:00PM","08:00 AM - 05:00PM","08:00 AM - 05:00PM","00:00 AM - 00:00PM","517237.71","525189.77","12","0","376646.42","301722.00","7","517237.71","376646.42","498584.45",,"19243","0.00","342688.22","342688.22","17.81","Both","Both","No","No","133001.30",,"100%+","MANHATTAN","40.768258","-73.990588","135","1027059","1010830015","Clinton"
"39901","CORSI HOUSE NEIGHBORHOOD SENIOR CENTER","UNION SETTLEMENT ASSOCIATION, INC.","NEIGHBORHOOD SENIOR CENTERS","307 EAST  116 STREET",,"MANHATTAN","10029","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","111","8","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","00:00 AM - 00:00PM","554828.57","180557.28","0","10","385304.55","451432.00","7","554828.57","385304.55","525189.77",,"23750","0.00","137514.71","137514.71","5.79","Meal Prep on-site","Meal Prep on-site","Yes","Yes","318379.33",,"100%+","MANHATTAN","40.796935","-73.93759","188","1079357","1016880045","East Harlem North"
"39902","WAGNER SENIOR CENTER","UNION SETTLEMENT ASSOCIATION, INC.","NEIGHBORHOOD SENIOR CENTERS","307 EAST  116 STREET",,"MANHATTAN","10029","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","111","8","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","00:00 AM - 00:00PM","219054.86","794360.43","1","5","156488.30","451432.00","7","219054.86","156488.30","180557.28",,"4167","0.00","47777.56","47777.56","11.47","-","NULL","-","NULL","64140.86",,"100%+","MANHATTAN","40.796935","-73.93759","188","1079357","1016880045","East Harlem North"
"40201","ROBERT COUCHE NEIGHBORHOOD SENIOR CEN","THE MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS, LONG ISLAND, N.Y., INC.","NEIGHBORHOOD SENIOR CENTERS","137-57 FARMERS BOULEVARD",,"QUEENS","11434","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","412","27","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","940926.86","575178.07","18","2","565285.54","548874.00","7","940926.86","565285.54","794360.43",,"49001","0.00","439021.78","439021.78","8.96","Meal Prep on-site","Meal Prep on-site","No","No","262139.82",,"100%+","QUEENS","40.67251","-73.764138","330","4280089","4130200013","Springfield Gardens North"
"40301","RIDGEWOOD OLDER ADULT NEIGHBORHOOD SC","RIDGEWOOD OLDER ADULT CENTER & SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","59-14 70 AVENUE",,"QUEENS","11385","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","405","30","00:00 AM - 00:00PM","09:00 AM - 04:30PM","09:00 AM - 04:30PM","09:00 AM - 04:30PM","09:00 AM - 04:30PM","09:00 AM - 04:30PM","00:00 AM - 00:00PM","628683.43","279262.37","8","0","387192.00","366732.00","7","628683.43","387192.00","575178.07",,"33753","0.00","319310.94","319310.94","9.46","Meal Prep on-site","Meal Prep on-site","No","No","218158.32",,"100%+","QUEENS","40.701191","-73.900024","583","4084122","4035080009","Ridgewood"
"40501","BROOKS MEMORIAL NSC","BROOKS SENIOR CENTER INC.","NEIGHBORHOOD SENIOR CENTERS","143-22 109 AVENUE",,"QUEENS","11435","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","412","28","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","331282.29","803004.69","7","0","217782.79","193248.00","7","331282.29","217782.79","279262.37",,"16250","0.00","216241.63","216241.63","13.31","Catered","Catered","No","No","79240.29",,"100%+","QUEENS","40.688564","-73.803554","196","4257866","4119330001","South Jamaica"
"40901","FOREST HILLS NEIGHBORHOOD SENIOR CENTER","QUEENS COMMUNITY HOUSE, INC.","NEIGHBORHOOD SENIOR CENTERS","108-25 62 DRIVE",,"QUEENS","11375","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","406","29","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","809292.00","79889.43","24","0","531789.48","523385.00","7","809292.00","531789.48","803004.69",,"26779","0.00","346182.27","346182.27","12.93","Meal Prep on-site","Meal Prep on-site","No","No","134728.56",,"100%+","QUEENS","40.73591","-73.850212","745","4432108","4021590002","Forest Hills"
"40902","FOREST HILLS NEIGHBORHOOD SENIOR CENTER","QUEENS COMMUNITY HOUSE, INC.","NEIGHBORHOOD SENIOR CENTERS","80-02 KEW GARDENS ROAD",,"QUEENS","11415","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","409","29","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","87939.43","455975.83","2","0","63438.77","523385.00","7","87939.43","63438.77","79889.43",,"0","0.00","0.00","0.00","0.00","Not Applicable","Not Applicable","No","No","54810.17",,"100%+","QUEENS","40.713686","-73.830505","773","4312089","4033480037","Kew Gardens"
"41001","WAVECREST AND BAYSWATER NSC","YOUNG ISRAEL PROGRAMS, INC.","NEIGHBORHOOD SENIOR CENTERS","27-16 HEALY AVENUE",,"QUEENS","11691","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","414","31","00:00 AM - 00:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 01:00PM","00:00 AM - 00:00PM","391368.00","466406.35","8","0","142905.48","228298.00","7","391368.00","142905.48","310113.99",,"15001","174582.99","0.00","174582.99","11.64","Catered","Catered","No","No","149344.19",,"100%+","QUEENS","40.604149","-73.765737","100802","4300494","4157220041","Far Rockaway-Bayswater"
"41201","HANAC ANGELO PETROMELIS NEIGHBORHOOD S","HANAC, INC.","NEIGHBORHOOD SENIOR CENTERS","13-28 123 STREET",,"QUEENS","11356","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","407","19","00:00 AM - 00:00PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","08:00 AM - 03:30PM","00:00 AM - 00:00PM","528209.14","490023.36","8","0","353509.22","308122.00","7","528209.14","353509.22","466406.35",,"17501","0.00","262353.93","262353.93","14.99","Meal Prep on-site","Meal Prep on-site","No","No","109020.69",,"100%+","QUEENS","40.786179","-73.844772","947","4096960","4039970035","College Point"
"41301","ALLEN COMMUNITY NEIGHBORHOOD SENIOR CT","ALLEN COMMUNITY SENIOR CITIZENS CENTER, INC.","NEIGHBORHOOD SENIOR CENTERS","166-01 LINDEN BLVD","Suite1","QUEENS","11434","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","412","27","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","1418585.14","595824.93","7","4","358273.30","827508.00","7","1418585.14","358273.30","490023.36",,"25001","0.00","237234.53","237234.53","9.49","Meal Prep on-site","Meal Prep on-site","Yes","Yes","96513.12",,"100%+","QUEENS","40.690054","-73.783147","266","4435290","4123220001","South Jamaica"
"41401","ALPHA PHI ALPHA NEIGHBORHOOD SENIOR CTR","ALPHA PHI ALPHA SENIOR CITIZENS CENTER, INC.","NEIGHBORHOOD SENIOR CENTERS","220-01 LINDEN BOULEVARD",,"QUEENS","11411","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","413","27","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","650470.29","396306.93","7","0","335290.37","379441.00","7","650470.29","335290.37","595824.93",,"22500","0.00","448025.63","448025.63","19.91","Meal Prep on-site","Meal Prep on-site","No","No","141574.84",,"100%+","QUEENS","40.695105","-73.740004","596","4244354","4113210006","Cambria Heights"
"41601","THE YOUNG ISRAEL OF FOREST HILLS NSC","YOUNG ISRAEL PROGRAMS, INC.","NEIGHBORHOOD SENIOR CENTERS","68-07 BURNS STREET",,"QUEENS","11375","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","406","29","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 01:30PM","00:00 AM - 00:00PM","452036.57","642623.40","9","0","283983.58","263688.00","7","452036.57","283983.58","396306.93",,"18300","0.00","286898.99","286898.99","15.68","-","Catered","-","No","115325.05",,"100%+","QUEENS","40.721357","-73.851655","711","4077448","4032340089","Forest Hills"
"41701","MIDDLE VILLAGE NEIGHBORHOOD SENIOR CT","RABBI ISRAEL MEYER HACOHEN RABBINICAL SEMINARY OF AMERICA","NEIGHBORHOOD SENIOR CENTERS","69-10 75 STREET",,"QUEENS","11379","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","405","30","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","654416.57","793733.52","2","4","353972.38","381743.00","7","654416.57","353972.38","642623.40",,"21490","0.00","323669.02","323669.02","15.06","Meal Prep on-site","Meal Prep on-site","No","No","178933.26",,"100%+","QUEENS","40.709285","-73.876664","619","4091868","4037860020","Middle Village"
"42701","CCNS CATHERINE SHERIDAN NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","35-24 83RD ST","Jackson Heights","QUEENS","11372","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","403","25","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","00:00 AM - 00:00PM","1033666.29","792797.93","16","0","472003.87","670811.00","7","1033666.29","472003.87","882558.02",,"36251","0.00","350335.93","350335.93","9.66","Catered","Catered","No","No","331409.41",,"100%+","QUEENS","40.751548","-73.883703","283","4437136","4014560001","Jackson Heights"
"42801","PETER CARDELLA NSC","PETER CARDELLA SENIOR CITIZEN CENTER, INC.","NEIGHBORHOOD SENIOR CENTERS","68-52 FRESH POND ROAD",,"QUEENS","11385","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","405","30","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","882632.57","552174.50","12","0","469389.79","514869.00","7","882632.57","469389.79","792797.93",,"56750","0.00","555875.43","555875.43","9.80","Meal Prep on-site","Meal Prep on-site","No","No","191436.19",,"100%+","QUEENS","40.703894","-73.895681","583","4085200","4035350024","Ridgewood"
"43101","SELFHELP CLEARVIEW NSC","SELFHELP COMMUNITY SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","208-11 26TH AVENUE",,"QUEENS","11360","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","407","19","00:00 AM - 00:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","08:30 AM - 04:00PM","00:00 AM - 00:00PM","704979.43","784663.18","4","10","420529.29","411238.00","7","704979.43","420529.29","555259.63",,"26769","0.00","304107.75","304107.75","11.36","Meal Prep on-site","Meal Prep on-site","No","No","210517.39",,"100%+","QUEENS","40.776381","-73.783798","99704","4130866","4058630250","Ft. Totten-Bay Terrace-Clearview"
"43301","BAYSIDE NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","221-15 HORACE HARDING EXPRESSWAY",,"QUEENS","11364","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","411","23","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","09:30 AM - 04:00PM","938453.14","502289.67","19","0","532931.11","607732.00","7","938453.14","532931.11","784663.18",,"37931","0.00","255200.86","255200.86","6.73","Catered","Catered","No","No","273418.00",,"100%+","QUEENS","40.749688","-73.756559","138501","4161696","4075270065","Oakland Gardens"
"43601","CCNS WOODHAVEN NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","89-02 91 STREET",,"QUEENS","11421","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","409","32","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","672138.86","622013.61","11","0","300529.42","457133.00","7","672138.86","300529.42","502289.67",,"16249","0.00","123541.43","123541.43","7.60","-","Catered","-","No","118780.87",,"100%+","QUEENS","40.690455","-73.852946","18","4185709","4089720004","Woodhaven"
"43701","REGO PARK NSC","QUEENS COMMUNITY HOUSE, INC.","NEIGHBORHOOD SENIOR CENTERS","93-29 QUEENS BOULEVARD",,"QUEENS","11374","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","406","29","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","683957.14","462254.74","17","0","429057.79","398975.00","7","683957.14","429057.79","622013.61",,"33002","0.00","255758.15","255758.15","7.75","Meal Prep on-site","Meal Prep on-site","No","No","309073.51",,"100%+","QUEENS","40.73147","-73.866044","71702","4050408","4020770050","Rego Park"
"44001","BROOKDALE NSC","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","NEIGHBORHOOD SENIOR CENTERS","125 BEACH   19 STREET",,"QUEENS","11691","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","414","31","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","00:00 AM - 00:00PM","843809.14","360636.03","12","0","501668.37","492222.00","7","843809.14","501668.37","709500.74",,"39250","0.00","269335.01","269335.01","6.86","Catered","Catered","No","No","312607.69",,"100%+","QUEENS","40.593654","-73.753204","99802","4301622","4158100055","Far Rockaway-Bayswater"
"44301","ROCKAWAY PARK NSC","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","NEIGHBORHOOD SENIOR CENTERS","106-20 SHORE FRONT PARKWAY",,"QUEENS","11694","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","414","32","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","468005.14","373132.06","5","0","249519.87","273003.00","7","468005.14","249519.87","360636.03",,"18751","0.00","144112.31","144112.31","7.69","-","Catered","-","No","215978.97",,"100%+","QUEENS","40.580723","-73.826713","938","4303818","4161770035","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"44701","ELMCOR NSC","ELMCOR YOUTH & ADULT ACTIVITIES, INC.","NEIGHBORHOOD SENIOR CENTERS","98-19 ASTORIA BOULEVARD",,"QUEENS","11369","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","403","21","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","436452.00","383571.34","0","8","303601.75","254597.00","7","436452.00","303601.75","373132.06",,"15520","0.00","195942.01","195942.01","12.63","Catered","Catered","No","No","110136.60",,"100%+","QUEENS","40.762296","-73.871089","367","4032768","4013720045","East Elmhurst"
"45701","NEWTOWN ITALIAN NSC","ITALIAN SENIOR CITIZENS CENTER, INC.","NEIGHBORHOOD SENIOR CENTERS","83-20 QUEENS BOULEVARD",,"QUEENS","11373","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","404","25","00:00 AM - 00:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","00:00 AM - 00:00PM","725748.00","619420.39","8","0","289859.09","423353.00","7","725748.00","289859.09","619891.08",,"44040","0.00","446956.90","446956.90","10.15","Catered","Catered","No","No","193429.97",,"3%","QUEENS","40.737205","-73.879686","475","4057291","4024760017","Elmhurst"
"47601","CPC NAN SHAN NSC","CHINESE-AMERICAN PLANNING COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","133-14 41 AVENUE",,"QUEENS","11355","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","407","20","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","750675.43","538044.55","1","4","252123.34","437894.00","7","750675.43","252123.34","619420.39",,"46000","0.00","324890.66","324890.66","7.06","-","Catered","-","No","318449.56",,"100%+","QUEENS","40.757805","-73.830321","849","4617434","4050410005","Flushing"
"49601","FLORENCE E. SMITH NSC","CORONA CONGREGATIONAL CHURCH","NEIGHBORHOOD SENIOR CENTERS","102-19 34 AVENUE",,"QUEENS","11368","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","403","21","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","608550.86","530282.04","7","0","350384.98","354988.00","7","608550.86","350384.98","538044.55",,"21252","0.00","309891.00","309891.00","14.58","Meal Prep on-site","Meal Prep on-site","Yes","Yes","168733.15",,"100%+","QUEENS","40.755742","-73.865988","379","4042602","4017170033","North Corona"
"50201","ARROCHAR NEIGHBORHOOD SENIOR CENTER","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS, INC","NEIGHBORHOOD SENIOR CENTERS","44 BIONA AVENUE",,"STATEN ISLAND","10305","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","502","50","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","631352.57","828691.05","10","3","396638.25","368289.00","7","631352.57","396638.25","525036.27",,"43749","0.00","386855.00","386855.00","8.84","-","Meal Prep on-site","-","No","137447.33",,"47%","STATEN ISLAND",,,,,,
"50601","GREAT KILLS NEIGHBORHOOD SENIOR CENTER","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS, INC","NEIGHBORHOOD SENIOR CENTERS","11 SAMPSON AVENUE",,"STATEN ISLAND","10308","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","503","51","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","1042282.29","537845.13","14","10","665897.21","607998.00","7","1042282.29","665897.21","828691.05",,"28750","0.00","367874.82","367874.82","12.80","-","Meal Prep on-site","-","No","152744.63",,"100%+","STATEN ISLAND","40.552619","-74.149806","14605","5062569","5046240500","Great Kills"
"50701","JCC SOUTH SHORE NEIGHBORHOOD SENIOR CT","JEWISH COMMUNITY CENTER OF STATEN ISLAND, INCORPORATED","NEIGHBORHOOD SENIOR CENTERS","1297 ARTHUR KILL ROAD",,"STATEN ISLAND","10312","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","503","51","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","537845.14","375419.04","1","10","300493.06","313743.00","7","537845.14","300493.06","537845.13",,"19001","0.00","165255.43","165255.43","8.70","-","Catered","-","No","183757.05",,"100%+","STATEN ISLAND","40.565262","-74.183882","228","5077603","5059000105","New Springville-Bloomfield-Travis"
"53601","ANDERSON NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES OF STATEN ISLAND, INC.","NEIGHBORHOOD SENIOR CENTERS","120 ANDERSON AVENUE",,"STATEN ISLAND","10302","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","501","49","00:00 AM - 00:00PM","07:00 AM - 03:00PM","07:00 AM - 03:00PM","07:00 AM - 03:00PM","07:00 AM - 03:00PM","07:00 AM - 03:00PM","00:00 AM - 00:00PM","556945.71","397574.62","9","0","430974.21","299792.00","7","556945.71","430974.21","504409.10",,"17501","0.00","262120.78","262120.78","14.98","-","Meal Prep on-site","-","No","167878.12",,"43%","STATEN ISLAND","40.634927","-74.134422","213","5024253","5010360019","Port Richmond"
"53701","NEW LANE NEIGHBORHOOD SENIOR CENTER","COMMUNITY AGENCY FOR SENIOR CITIZENS, INC.","NEIGHBORHOOD SENIOR CENTERS","70 NEW LANE",,"STATEN ISLAND","10305","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","502","50","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","596065.71","405789.26","7","5","376961.88","347705.00","7","596065.71","376961.88","397574.62",,"27348","0.00","268572.68","268572.68","9.82","-","Meal Prep on-site","-","No","167338.50",,"100%+","STATEN ISLAND","40.612811","-74.062256","6","5042254","5028320068","Stapleton-Rosebank"
"54001","STAPLETON NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY CENTER OF STATEN ISLAND, INCORPORATED","NEIGHBORHOOD SENIOR CENTERS","180 GORDON ST",,"STATEN ISLAND","10314","2019-11-01T00:00:00.000","2020-06-30T00:00:00.000","502","50","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","477424.50","400703.73","9","0","229490.24","353183.00","8","477424.50","229490.24","405789.26",,"27501","0.00","164591.17","164591.17","5.98","-","Catered","-","No","244690.82",,"100%+","STATEN ISLAND","40.623061","-74.082871","29",,,"Stapleton-Rosebank"
"54101","WEST BRIGHTON NEIGHBORHOOD SENIOR CENT","CATHOLIC CHARITIES OF STATEN ISLAND, INC.","NEIGHBORHOOD SENIOR CENTERS","6581 HYLAN BLVD",,"STATEN ISLAND","10309","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","503","51","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","487097.14","845530.39","3","3","333818.43","285640.00","7","487097.14","333818.43","400703.73",,"26751","0.00","264638.08","264638.08","9.89","-","Meal Prep on-site","-","No","122211.65",,"89%","STATEN ISLAND","40.509084","-74.22093","198","5123970","5076640001","Annadale-Huguenot-Prince's Bay-Eltingville"
