"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"14TMP0038X,14EHAN038X,14CVCP209X","3985-3989 White Plains Road","3985","White Plains Road","Bronx","2048270003,2048270001,2048270007,2048270008","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2003/docrepository","40.888118","-73.860299","12","12","408","2129045","2048270001","Williamsbridge-Olinville"
"21TMP0592M,21EH-N132M,21CVCP047M","400 WEST 219TH STREET","400","WEST 219TH STREET","Manhattan","1022140024","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/21400/docrepository","40.871133","-73.911924","12","10","299","1082040","1022140024","Marble Hill-Inwood"
"14TMP0266K,14EH-N266K","1413 Fulton Street - DOB Job No. A1 - 320904517","1413","Fulton Street","Brooklyn","3018540052","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2336/docrepository","40.680141","-73.944780","3","36","269","3053469","3018540052","Bedford"
"12TMP0315K,12EHAZ315K","169-171 North 10th Street","171","North 10th Street","Brooklyn","3022980029","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1142/docrepository","40.719116","-73.955318","1","33","517","3398411","3022980029","North Side-South Side"
"12TMP0363K,12EHAZ363K,16TEMP041K","502 Metropolitan Avenue","502","METROPOLITAN AVE","Brooklyn","3023710003,3023710005,3023710010,3023710020,3023710021,3023710022,3023710024,3023710025,3023710033,3023717501","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1158/docrepository","40.714056","-73.952197","1","34","513","3413996","3023717501","North Side-South Side"
"20TMP1334K,20EH-A268K,21CVCP017K","29 JAY STREET","29","Jay Street","Brooklyn","3000200001","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/17612/docrepository","40.704058","-73.986580","2","33","21","3000011","3000200001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"14TMP0054K,14EHAZ054K,14CVCP240K","275 4th Avenue","275","4th Avenue","Brooklyn","3009640001,3009647501,3009647505","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2148/docrepository","40.675400","-73.984502","6","39","133","3424427","3009647505","Park Slope-Gowanus"
"14TMP0149K,14EH-N149K,15CVCP075K","349-355 Grand Street","349","Grand Street","Brooklyn","3023840022,2023840025,3023840125,3023840123,3023840124,3023840023,3023840024","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2302/docrepository","40.712408","-73.955838","1","34","519",,,"North Side-South Side"
"15TMP0449Q,15EHAZ449Q,15CVCP144Q","31-19 37th Avenue - DOB Job No. NB- 421164563","31-19","37th Avenue","Queens","4006000001","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2801/docrepository","40.754863","-73.930840","1","26","51","4007883","4006007502","Queensbridge-Ravenswood-Long Island City"
"15TMP0282M,15RHAN282M,15CVCP112M","Riverside Center, Parcel 1","400","West 61st Street","Manhattan","1011710154","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3056/docrepository","40.773366","-73.990772","7","6","151","1089723","1011717513","Lincoln Square"
"19TMP1350X,19EH-A306X,20CVCP013X","722 East 216th Street","720","E 216 STREET","Bronx","2046630024,2046630026","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/9449/docrepository","40.881161","-73.863095","12","12","390","2093555","2046630024","Williamsbridge-Olinville"
"19TMP1220K,19ENOS267K","1470 EASTERN PARKWAY","1470","EASTERN PARKWAY","Brooklyn","3014740007","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/9319/docrepository","40.669625","-73.919577","16","41","361",,,"Ocean Hill"
"20TMP1456K,20EHAN288K","1640 FLATBUSH AVENUE","1640","FLATBUSH AVENUE","Brooklyn","3075770060","E/RD (No Cleanup), State BCP","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/17734/docrepository","40.630489","-73.945203","14","45","774","3206445","3075770060","Flatbush"
"12TMP0020Q,12EHAN020Q,18CVCP077Q","50-11 Queens Boulevard","50-11","Queens Blvd","Queens","4013190021","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/948/docrepository","40.742717","-73.914775","2","26","25302","4618650","4013190021","Hunters Point-Sunnyside-West Maspeth"
"11TMP0215Q,11EHAZ215Q,15CVCP150Q","31-12 24th Avenue","31-12","24th Avenue","Queens","4008370050,4008370052","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/683/docrepository","40.772185","-73.915261","1","22","125","4538099","4008377501","Steinway"
"17TMP0089X,17EHAZ066X,18CVCP027X","4277 3 AVENUE","4277","3 AVENUE","Bronx","2030440082","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/3729/docrepository","40.848357","-73.895335","6","15","395","2011458","2030440082","Claremont-Bathgate"
"22TMP1095K,22EHAN258K,22CVCP085K","60 THROOP AVENUE","60","THROOP AVENUE","Brooklyn","3022500129","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/32542/docrepository","40.703031","-73.947199","1","33","507","3000000","3022500129","Bedford"
"20TMP1208M,20EH-N253M","1678 PARK AVENUE","1678","PARK AVENUE","Manhattan","1017450134","E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/16488/docrepository","40.800706","-73.942213","11","9","184","1088474","1200969999","East Harlem North"
"20TMP0433Q,20EHAZ120Q,20CVCP081Q","79-20 QUEENS BLVD","79-20","QUEENS BLVD","Queens","4024530017,4024530018,4024530025","VCP (Withdrawn), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/11717/docrepository","40.737931","-73.883528","4","25","479","4437419","4024530025","Elmhurst-Maspeth"
"16TMP0164K,16EH-N153K,17CVCP063K","722 Metropolitan Avenue","722","Metropolitan Avenue","Brooklyn","3027640013,3027640014","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3429/docrepository","40.714459","-73.945062","1","34","497","3400180","3027640014","East Williamsburg"
"16TMP0046X,16ENOS035M","140 Essex Street","140","Essex Street","Manhattan","1003540001","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3498/docrepository","40.720291","-73.987298","3","1","3001","1000000","1003540001","Chinatown"
"18TMP0563Q,18EHAN214Q,18CVCP062Q","131-10 GUY R BREWER BOULEVARD","131-10","GUY R BREWER BOULEVARD","Queens","4122770001,4122770002","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5141/docrepository","40.675567","-73.777343","12","28","294","4266168","4122770001","Springfield Gardens North"
"12TMP0527K,12EHAZ527K,13CVCP078K","243 Meeker Avenue - DOB Job Nos. NB-320587691, NB-320544513 & NB-320544407","243","Meeker Avenue","Brooklyn","3027410019,3027410023","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1200/docrepository","40.716328","-73.950724","1","33","515","3068245","3027410019","North Side-South Side"
"13TMP0013M,13EHAN013M,13CVCP082M","21 West End Ave. Riverside Building 2","21","West End Avenue","Manhattan","1011710164,1011710165,1011717510","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1920/docrepository","40.772463","-73.989844","7","6","151","1088870","1011717510","Lincoln Square"
"19TMP0059K,19EHAZ033K,19CVCP020K","1458-1460 FLATBUSH AVENUE","1458-1460","FLATBUSH AVENUE","Brooklyn","3052490058,3052490059","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/7159/docrepository","40.635283","-73.950279","14","45","770","3121645","3052490059","Flatbush"
"16TMP0432M,16EH-N339M,17CVCP025M","Panoramic Hudson Yards","540","West 38th Street","Manhattan","1007090014,1007090015,1007090015,1007090061,1007090061,1007090063,1007090063","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/3472/docrepository","40.757870","-73.999112","4","3","99","1000000","1007090014","Hudson Yards-Chelsea-Flatiron-Union Square"
"16TMP0033M,16EAIR029M,17TMP0074M","61-67 9th Avenue","67","9th Avenue","Manhattan","1007120036,1007120038","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3193/docrepository","40.741604","-74.004904","4","3","83",,,"Hudson Yards-Chelsea-Flatiron-Union Square"
"17TMP0903Q,18ENOS004Q","6100 Francis Lewis Blvd.","6100","FRANCIS LEWIS BLVD.","Queens","4071280002","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4546/docrepository","40.742673","-73.775441","8","23","1347","4438312","4071280002","Fresh Meadows-Utopia"
"19TMP1616X,19EHAN362X,20CVCP073X","2257 GRAND AVENUE","2257","GRAND AVENUE","Bronx","2032080046","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/9715/docrepository","40.858596","-73.905972","5","14","251","2014532","2032080046","University Heights-Morris Heights"
"10TMP0324Q,10EH-A324Q","179-26 Jamaica Avenue - Storage Deluxe","179-26","Jamaica Avenue","Queens","4103190001,4103190012","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/237/docrepository","40.708287","-73.781238","12","27","444","4442256","4103190001","Jamaica"
"14TMP0462K,14EH-A462K,15CVCP058K","120 Union Avenue","120","Union Avenue","Brooklyn","3022380049","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1981/docrepository","40.703705","-73.950210","1","33","509","3426513","3022380049","Williamsburg"
"16TMP0108K,16EH-A093K,16CVCP030K","470 Manhattan Avenue","470","Manhattan Avenue","Brooklyn","3027140001,3027140030,3027140032,3027140033","VCP (Withdrawn), E/RD (Review), State BCP","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3242/docrepository","40.720241","-73.947669","1","33","499","3000000","3027140033","Greenpoint"
"19TMP1983K,19EHAZ420K,20CVCP009K","116 NORTH 5TH STREET","116","North 5th Street","Brooklyn","3023430005","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/11081/docrepository","40.717218","-73.959716","1","33","553","3062303","3023430005","North Side-South Side"
"16TMP0007K,16RH-A105M,16CVCP027M","111 Leroy Street","111","Leroy Street","Manhattan","1006020055,1006020083,1006020081,1006020079,1006027503,1006020086","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3566/docrepository","40.730293","-74.007490","2","3","69","1090307","1006020085","West Village"
"19TMP1475K,19EH-A320K,19CVCP064K","931 CARROLL STREET","931","CARROLL STREET","Brooklyn","3011880058","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/9574/docrepository","40.668183","-73.959685","9","35","213","3029709","3011880058","Crown Heights South"
"12TMP0050K,12EHAZ050K,12CBCP024K","210 North 12th Street - DOB Job No. NB-302384373","210","North 12th Street","Brooklyn","3022910017","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1085/docrepository","40.719977","-73.953773","1","33","517","3000000","3022910017","North Side-South Side"
"18TMP0076M,18EHAN032M","401 WEST 31ST STREET - SE Tower","401","West 31st Street","Manhattan","1007290051","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4654/docrepository","40.751604","-73.997932","4","3","103","1000000","1007290051","Hudson Yards-Chelsea-Flatiron-Union Square"
"17TMP0291Q,17EH-N118Q,17CVCP070Q","92-23 168TH STREET","92-23","168TH STREET","Queens","4102090115","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3934/docrepository","40.705903","-73.792250","12","27","444","4000000","4102097501","Jamaica"
"11TMP0316K,11EHAZ316K,14CVCP246K","505 Union Avenue","505","Union Avenue","Brooklyn","3023150021","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/713/docrepository","40.715700","-73.951897","1","33","519","3061860","3023150021","North Side-South Side"
"20TMP0974Q,20EHAN197Q,21CVCP010Q","17-01 REDFERN AVENUE - Phase 3","17-01","REDFERN AVENUE","Queens","4155370001,4155370060,4155370046,4155370050,4155370051,4155370053,4155370054,4155370055,4155370056,4155370057,4155370058,4155370059,4155370063,4155370112,4155370128,4155370130","VCP (Enrolled), E/RD (No Cleanup)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/13257/docrepository","40.606798","-73.753025","14","31","103202","4297958","4155370060","Far Rockaway-Bayswater"
"18TMP1263K,18EH-A427K,19CVCP037K","1246 38th Street","1246","38TH STREET","Brooklyn","3052940024","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5841/docrepository","40.641875","-73.986862","12","39","226","3123134","3052940024","Borough Park"
"17TMP0157M,17EHAZ102M","308 East 106th Street","308","EAST 106TH STREET","Manhattan","1016770045,1016770046","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3797/docrepository","40.790347","-73.941800","11","8","170","1089057","1016770046","East Harlem South"
"10TMP0087K,10EHAZ087K","572-576 5th Avenue","572","5th Avenue","Brooklyn","3010520044,3010520045","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/308/docrepository","40.664811","-73.989969","7","39","141","3396871","3010520044","Park Slope-Gowanus"
"18TMP0247Q,18EHAN101Q","147-07 94th Avenue","147-07","94TH AVENUE","Queens","4099980025","E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4825/docrepository","40.699143","-73.806639","12","27","208","4448835","4099980025","Jamaica"
"13TMP0566K,13CVCP072K,13CVCP072K","345 State Street","345","State Street","Brooklyn","3001710101,3001710102,3001710103,3001710104,3001710105,3001710106,3001710107,3001710043,3001710046","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1421/docrepository","40.687902","-73.985245","2","33","41","3397820","3001710107","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"15TMP0298Q,15EHAZ298Q,15CVCP091Q","78-02 & 78-06 Queens Boulevard","78-06","Queens Blvd","Queens","4024530042,4024530044","VCP (Enrolled)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2773/docrepository","40.738204","-73.884989","4","25","479","4000000","4024530042","Elmhurst-Maspeth"
"13TMP0567M,13CVCP084M,13CVCP084M","170 Amsterdam Avenue","170","Amsterdam Avenue","Manhattan","1011580012","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1422/docrepository","40.775764","-73.983727","7","6","155","1030346","1011580012","Lincoln Square"
"14TMP0208Q,14EHAZ208Q,15CVCP021Q","40-05 Crescent Street","40-01","Crescent Street","Queens","4004060024","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2180/docrepository","40.753294","-73.938107","1","26","33","4619970","4004060024","Queensbridge-Ravenswood-Long Island City"
"17TMP0541K,17EH-N322K,18CVCP023K","81 MCGUINNESS BLVD","81","MCGUINNESS BLVD","Brooklyn","3026490021","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4184/docrepository","40.725352","-73.948589","1","33","571","3066190","3026490021","Greenpoint"
"20TMP1115K,20EHAN237K,20CVCP066K","1881 McDonald Avenue","1881","MCDONALD AVENUE","Brooklyn","3066330045,3066330048","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/14397/docrepository","40.607105","-73.972662","15","44","422","3175944","3066330048","Homecrest"
"12TMP0533M,12EHAN533M,14CVCP219M","618 West 47th Street - DOB Job No. 121004992","618","West 47th Street","Manhattan","1010940044","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1065/docrepository","40.764232","-73.996578","4","3","129","1090160","1010940044","Clinton"
"14TMP0391K,14EHAZ391K,15CVCP139K","69 Hope Street","69","Hope Street","Brooklyn","3023690037","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/2226/docrepository","40.713053","-73.955408","1","34","519","3426934","3023690037","North Side-South Side"
"17TMP0881X,17EH-N353X","600 EAST 156TH STREET","600","EAST 156TH STREET","Bronx","2026240041","E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4524/docrepository","40.818946","-73.909566","1","17","75","2000000","2026240041","Melrose South-Mott Haven North"
"16TMP0216Q,16EHAN202M","532 West 20th Street","532","West 20th Street","Manhattan","1006910050","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3290/docrepository","40.746303","-74.006709","4","3","99","1012291","1006910050","Hudson Yards-Chelsea-Flatiron-Union Square"
"14TMP0129Q,14EHAZ129Q,14CVCP175Q","41-15 23rd Street","41-15","23rd Street","Queens","4004130016,4004130019","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2165/docrepository","40.752692","-73.940923","1","26","33","4618934","4004130016","Queensbridge-Ravenswood-Long Island City"
"16TMP0482X,16EH-N087X,17CVCP034X","MLK Plaza","881","East 147th Street","Bronx","2026000187,2026000222,2026000220,2026000213","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3636/docrepository","40.810342","-73.904321","1","8","31","2000000","2026007501","Mott Haven-Port Morris"
"19TMP0370X,19CVCP023X,19EH-A107X","110 East 149th Street","110","East 149th Street","Bronx","2023510025,2023510040","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/7470/docrepository","40.819152","-73.929631","1","8","63","2000000","2023510040","West Concourse"
"14TMP0457K,14EH-N457K,15CVCP074K","119-127 Livingston Street","119","Livingston Street","Brooklyn","3001540037,3001540039,3001540040,3001540038,3001547501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2402/docrepository","40.690859","-73.988915","2","33","37","3425971","3001547501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"15TMP0231Q,15EHAN231Q,15CVCP043Q","72-01 Queens Boulevard","72-17","Queens Blvd","Queens","4013520121,4013520125,4013520071","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/2665/docrepository","40.739354","-73.890952","2","26","485","4032011","4013520071","Elmhurst-Maspeth"
"14TMP0241Q,14EH-A241Q,14CVCP196Q","31-43 Vernon Boulevard","31-43","Vernon Blvd","Queens","4005020007,4005020009","VCP (Enrolled)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1969/docrepository","40.768293","-73.935855","1","26","81","4000000","4005020007","Old Astoria"
"15TMP0255Q,15EHAZ255Q","78-15 Linden Boulevard","78-15","Linden Blvd","Queens","4113760023,4113760037","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2765/docrepository","40.670300","-73.857025","10","32","6202","4617796","4113760023","Lindenwood-Howard Beach"
"14TMP0500Q,14EH-A500Q","21-21 31st Street","21-25","31st Street","Queens","4008310025,4008310020,4008310026,4008310018","E/RD (Review), State BCP","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1985/docrepository","40.777368","-73.909174","1","22","113","4000000","4008310018","Steinway"
"15TMP0275K,15EH-A275K,16CVCP008K","299-301 Wallabout Street","299","WALLABOUT STREET","Brooklyn","3022500041,3022500043,3022500044","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2614/docrepository","40.702211","-73.947809","1","33","507","3421691","3022500044","Bedford"
"21TMP0875M,21EHAZ182M,21CVCP056M","521 WEST 134TH STREET","521","WEST 134TH STREET","Manhattan","1019880014","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/22681/docrepository","40.818857","-73.954181","9","7","22301","1000000","1019880014","Manhattanville"
"13TMP0174X,13RHAN174X,13CVCP141X","1512 Boone Avenue Phase I at Compass Residences","1512","Boone Avenue","Bronx","2030130012,2030130029,2030130031,2030130035,2030130037,2030130046","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1909/docrepository","40.832321","-73.885510","3","17","157","2128557","2030137501","Crotona Park East"
"11TMP0009M,11ENOS009M","328 Grand Street","328","Grand Street","Manhattan","1004080026","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/841/docrepository","40.717093","-73.990321","3","1","18","1088496","1004087503","Chinatown"
"12TMP0188Q,12EH-N188Q","87-72 172nd Street","87-72","172nd Street","Queens","4098270037","E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/1269/docrepository","40.710685","-73.789595","12","27","462","4000000","4098270037","Jamaica"
"18TMP1117M,18ENOS426M","208 DELANCEY STREET","208","DELANCEY STREET","Manhattan","1003430068","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5695/docrepository","40.717027","-73.983522","3","1","12","1089387","1003430068","Lower East Side"
"13TMP0376M,13EHAN376M,14CVCP197M","600 West 58th Street","600","West 58th Street","Manhattan","1011050036","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1564/docrepository","40.771157","-73.991328","4","6","135","1090766","1011050036","Clinton"
"13TMP0305M,13EH-N305M,14CVCP163M","Related W. 30th St. - Phase II","510","West 30th Street","Manhattan","1007010059,1007010016,1007010052,1007010045,1007010055,1007010056,1007010058","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1811/docrepository","40.752402","-74.001819","4","3","99","1089862","1007017502","Hudson Yards-Chelsea-Flatiron-Union Square"
"16TMP0196M,16EAIR193M","253 East 7th Street","253","East 7th Street","Manhattan","1003770061","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3209/docrepository","40.723712","-73.977957","3","2","2602","1004520","1003777505","Lower East Side"
"14TMP0166K,14EHAN166K","407 Marcy Avenue","407","Marcy Avenue","Brooklyn","3022450008,3022450006,3022450007,3022457504","E/RD (Review), State BCP","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2034/docrepository","40.701452","-73.951867","1","33","509",,,"Williamsburg"
"15TMP0153Q,15EH-A153Q,15CVCP141Q","37-14 to 37-18 34th Street","37-18","34th Street","Queens","4003750024,4003757501","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2607/docrepository","40.753382","-73.929048","1","26","55","4004559","4003750024","Queensbridge-Ravenswood-Long Island City"
"15TMP0495M,15RH-N495M,16CVCP003M","432-440 Washington Street","440","Washington Street","Manhattan","1002230013,1002230015","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3112/docrepository","40.723417","-74.010369","1","1","39","1090674","1002230013","SoHo-TriBeCa-Civic Center-Little Italy"
"21TMP0441K,21EHAN097K","636 86TH STREET","636","86TH STREET","Brooklyn","3060550021","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/21249/docrepository","40.619051","-74.022207","10","43","152","3153862","3060550021","Dyker Heights"
"14TMP0453X,14EHAN453X,15CVCP020X","335 Grand Concourse","335","Grand Concourse","Bronx","2023450001","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2104/docrepository","40.815210","-73.928740","1","8","63","2001030","2023450001","West Concourse"
"12TMP0421K,12EHAZ421K,13CVCP122K","212-218 North 9th Street","212","North 9th Street","Brooklyn","3023130005,3023130007,3023137502","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1172/docrepository","40.717908","-73.954893","1","33","519","3421434","3023137502","North Side-South Side"
"14TMP0586K,14EHAN586K,15CVCP004K","Domino Sugar Site D","350","Kent Avenue","Brooklyn","3024140001","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/2128/docrepository","40.712706","-73.967694","1","33","551","3000000","3024140027","North Side-South Side"
"15TMP0292K,15EHAZ292K,16CVCP058K","430-434 Van Brunt Street","434","Van Brunt Street","Brooklyn","3006030023,3006030024","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2771/docrepository","40.675424","-74.015178","6","38","53","3418331","3006030025","Carroll Gardens-Columbia Street-Red Hook"
"21TMP1026X,21EHAZ213X,21CVCP048X","975 WASHINGTON AVENUE","975","Washington Avenue","Bronx","2023850038","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/23827/docrepository","40.825501","-73.910120","3","17","185","2001537","2023850038","Morrisania-Melrose"
"12TMP0539K,12EH-N539K,13CVCP094K","81 Fleet Place","81","Fleet Place","Brooklyn","3020610001,3020610110","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1356/docrepository","40.693089","-73.981750","2","35","31","3420464","3020610110","Fort Greene"
"21TMP0088Q,21EHAN025Q","13-12 Beach Channel Drive","13-12 and 13-24","BEACH CHANNEL DRIVE","Queens","4155280005,4155280009,4155280006","E/RD (Review), State BCP","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/19897/docrepository",,,,,,,,
"18TMP1045M,18ENOS379M","11 EAST 51 STREET","11","EAST 51 STREET","Manhattan","1012870010","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5623/docrepository","40.758888","-73.976064","5","4","102","1035469","1012870010","Midtown-Midtown South"
"16TMP0183Q,16EH-N175M","253 West 28th Street","253","West 28th Street","Manhattan","1007780007","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3433/docrepository","40.747871","-73.994832","5","3","95","1014253","1007780007","Midtown-Midtown South"
"14TMP0053M,14RHAN053M,14CVCP182M","1 - 15 West End Avenue","5","West End Avenue","Manhattan","1011710165,1011717511","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2499/docrepository","40.771837","-73.990303","7","6","151","1088869","1011717511","Lincoln Square"
"22TMP1071X,22EH-A248X,22CVCP059X","286 RIDER AVENUE","286","RIDER AVENUE","Bronx","2023330033","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/32518/docrepository","40.812585","-73.927225","1","8","51","2000954","2023330033","Mott Haven-Port Morris"
