"pub_dt","fisc_yr","agy","all_fnd","cty_fnd","remark"
"20211122","2021","Parks and Recreation","483","447",
"20211122","2021","Police","192","192",
"20211122","2021","Resiliency, Technology & Equip.","526","350",
"20211122","2021","Cultural Affairs","126","51",
"20211122","2021","Public Buildings","234","234",
"20211122","2021","Real Property","0","0",
"20211122","2021","Sanitation","243","243",
"20211122","2021","SIRTOA","0","0",
"20211122","2021","Transit Authority","574","574",
"20211122","2021","DOT - Equipment","4","4",
"20211122","2021","Traffic","140","135",
"20211122","2021","DEP","1758","1740",
"20211122","2021","TOTAL","10047","9350",
