"objectid","complaintnumber","srcategory","srtype","srpriority","srsource","srstatus","srresolution","boroughcode","communityboard","buildingnumber","streetname","crossstreet1","crossstreet2","taxclass","locationdetails","complaintdetails","parkname","parkzone","notestocustomer","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","servicerequestparentglobalid","geometry","globalid","initiateddate","closeddate","createddate","updateddate","descriptor1","complainttype","callerzipcode","srcallertype","callercity","callerstate","latitude","longitude","census_tract","bin","bbl","nta","location"
"17616375","311-02553433","Hazard","Tree Leaning","Routine","3-1-1 Call Center","Closed","Inspected - No Work Order","Queens","408","168-09","GOTHIC DRIVE","168 STREET","168 PLACE",,,"THE TREE IS LEANING AND NEED TO CUT. THE BRANCHES ARE HANGING VERY LOW PERSON ARE UNABLE TO PASS ON THE SIDEWALK.",,,"tree was found in good condition,low growth noticed .trees will be pruned during block pruning contract","11432","24","14","24","6",,"0031188",,,"C7176DEB-0DC6-4499-8A37-DC611A232A69","05/23/2020 21:42:54","05/29/2020 17:05:00","05/23/2020 22:41:00","05/29/2020 17:05:00","Tree Leaning/Uprooted","Damaged Tree",,"Business  Business",,,"40.713658","-73.796165","454","4210895","4098590078","Briarwood-Jamaica Hills",
"18340015","311-03453431","Hazard","Limb Down - Street","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - Condition Not Found","Bronx","201","783","ELTON AVENUE","EAST  157 STREET","EAST  158 STREET","1","10451",,,,,"10451","17","32","79","15",,"0061127",,,"7457FFE3-94D7-4C84-B4DF-749113D8A3C1","08/04/2020 18:57:33","08/09/2020 15:50:00","08/04/2020 18:57:00","08/09/2020 15:50:00","Branch or Limb Has Fallen Down","Damaged Tree","na","Business  Business","na","NY","40.821493","-73.913396","69","2102513","2023790125","Melrose South-Mott Haven North",
"17455385","311-02362238","Illegal Tree Damage","Trunk Damaged","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - No Work Order","Brooklyn","306","179","13TH ST","3 AVENUE","4 AVENUE","1",,,,,"30 day warning  notice was left to remove barrier by curb and lower soil on buidling side. Tree is not hazardous and is in good condition.","11215","39","20","51","7",,"0087990",,,"FC2358A8-D564-4DE7-9256-C5D08A5B8395","05/02/2020 18:48:45","05/06/2020 15:05:00","05/02/2020 18:48:00","05/06/2020 15:05:00","Trunk Damaged","Illegal Tree Damage","na","Business  Business","na","NY","40.6685","-73.99185","117","3023123","3010270058","Park Slope-Gowanus",
"22192213","311-08057270","Hazard","Hanging Limb Other","Routine","3-1-1 Call Center","Closed","No Action - Jurisdiction","Brooklyn","313","3225","NEPTUNE AVENUE","WEST   32 STREET","WEST   33 STREET",,"NO","THE REASON FOR THIS CALL TODAY THERE'S A TREE IN FRONT OF MY BUILDING THE BRANCH IS CRACK & IT'S ABOUT TO FALL CAN SOMEBODY COME OUT HERE TO INSPECT THIS TREE..",,,"Trees that do not fall within the right of way are not under NYCDPR JURISDICTION,please contact property management to address issue","11224","47","23","46","8",,"0039859",,,"3A955B6B-9FE8-423E-84CB-CB0D74C7F4D3","10/18/2021 17:18:15","11/04/2021 15:30:00","10/18/2021 17:20:00","11/04/2021 15:30:00","Branch Cracked and Will Fall","Damaged Tree",,"Business  Business",,,"40.577329","-73.999456","330","3331097","3069640002","Seagate-Coney Island",
"17455393","311-02363618","Remove Tree","Dead Tree Older Than 2 Years","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - No Work Order","Staten Island","503","192","KENILWORTH AVE","BILLINGS STREET","GARY STREET","1","In between Billings St and Gary St",,,,"Tree appears fully alive,  though slower to leaf out than surrounding trees.","10312","51","24","63","11",,"0058407",,,"502F5F12-B19C-4D84-9F35-B11E9599B20D","05/02/2020 20:58:48","05/07/2020 10:33:00","05/02/2020 20:58:00","05/07/2020 10:33:00","Planted More Than 2 Years Ago","Dead/Dying Tree","na","Business  Business","na","NY","40.561495","-74.182605","17007","5132237","5057270091","Arden Heights",
"17596741","311-02527768","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Open",,"Brooklyn","315","2371","BRIGHAM STREET","AVENUE W","AVENUE X",,"TREE AND SIDEWALK AT FRONT OF PROPERTY.","THE SIDEWALK AT THE FRONT OF A PROPERTY IN BROOKLYN HAS BEEN RAISED/ELEVATED BY CITY TREE ROOTS.  PROPERTY OWNER WOULD LIKE THE TREES AND SIDEWALK TO BE INSPECTED FOR ELIGIBILITY IN THE TREES AND SIDEWALKS PROGRAM.   PROPERTY OWNER HAS BEEN CALLING 311 SINCE 9/15/2017. THE NEED FOR SIDEWALK REPAIR HAS BECOME AN EMERGENCY.",,,,"11229","48","19","41","9",,"0069804",,,"0A8B175A-26E4-4166-94C4-050DF756145E","05/20/2020 22:14:05",,"05/20/2020 23:12:21",,"Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition","11229",,"BROOKLYN","NY","40.59527","-73.934138","626","3202758","3074100197","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",
"11641175",,"Remove Tree","Dead Tree Older Than 2 Years","Routine","DPR","Closed","Work Completed","Bronx","210","700","VINCENT AVENUE","PHILIP AVENUE","RANDALL AVENUE",,"700 Vincent Ave","ConEd CCI Steve Vecchione reports tree is dead with branches on wires",,,,"10465","13","34","82","14",,"0058656",,,"9C404388-BF66-4944-974A-58195F6EA07C",,"05/07/2020 12:36:00","06/08/2018 18:28:00","05/07/2020 12:36:53",,,,"Business  Business",,,"40.828991","-73.816762","160","2078129","2054760037","Schuylerville-Throgs Neck-Edgewater Park",
"19332884",,"Hazard","Tree Split","Routine","AMPS","Closed","Inspected - Condition Not Found","Brooklyn","315","0","park",,,,"Tree split. Off Beaumont 214 Shore blvd  Tree ID: 580540","Tree split","Shore Boulevard Mall",,,,,,,,,,,,"DCB31A43-AFE1-4E13-88A2-5469AB47C147",,"10/14/2020 16:59:59","10/05/2020 17:17:00","10/14/2020 16:59:59",,,,"Business  Business",,,,,,,,,
"18504915","311-03510429","Remove Tree","Poor Condition Cracked","Routine","Department of Parks and Recreation - Public Web Site","Closed","Work Completed","Staten Island","501","185","LATHROP AVE","BIDWELL AVENUE","DICKIE AVENUE","1",,,,,,"10314","50","24","63","11",,"0059212","01A77031-6FA4-4AC6-BC7C-33CB26A934D7",,"1F43D56E-5CC0-4AD1-A347-C721A72ABA7E","08/07/2020 15:29:54","08/07/2020 20:06:08","08/07/2020 15:29:54","08/07/2020 20:06:08","Tree Alive - in Poor Condition","Damaged Tree","10314",,"Staten Island","Ny","40.619106","-74.13712","197","5011693","5004110003","Westerleigh",
"15662872","311-00936815","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","Department of Parks and Recreation - Public Web Site","Closed","T/S Inspected - Ineligible","Brooklyn","318","3501","AVENUE T","EAST   35 STREET","EAST   36 STREET","1",,,,,"Your site has been rated 73 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair. For more info visit nyc.gov/parks/treework.","11234","46","22","59","8",,"0066525",,,"B22062A4-7911-4B2D-98F4-5AE666C166B1","10/22/2019 05:59:31","05/08/2020 18:32:48","10/22/2019 05:59:32","05/08/2020 18:32:48","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition","11234",,"Brooklyn","NY","40.607712","-73.930164","658","3240887","3085210009","Georgetown-Marine Park-Bergen Beach-Mill Basin",
"15013598","1-1-1722422029","Remove Tree","Dead Tree Older Than 2 Years","Routine","3-1-1 Call Center","Closed","Work Completed","Staten Island","501","76","BEECHWOOD PLACE","DONGAN AVENUE","VICTORY BOULEVARD","1","tree","never has called just died big tree 30 feet",,,,"10314","50","24","63","11",,"0095469","CCC89F22-AE24-4573-B630-3A600EF84908",,"FC5150C5-87F0-4AC0-B7D0-256C9A638F7C","05/18/2019 19:59:07","05/24/2020 18:14:09","05/18/2019 20:08:53","05/24/2020 18:14:09","Planted More Than 2 Years Ago","Dead/Dying Tree","10314",,"STATEN ISLAND","NY","40.614516","-74.120625","147","5009562","5003490038","Westerleigh",
"15829646","311-01043835","Hazard","Limb Down - Other","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","413","92-07","219 STREET","92 AVENUE","93 AVENUE",,,"REQUESTING REMOVAL OF A BRANCH THAT IS IN FRONT OF MY HOUSE BY THE SIDEWALK BUT NOT ON THE SIDEWALK",,,,"11428","23","14","33","5",,"0032304",,,"F3BE4FDB-847A-4DD5-B0BB-B96FF48DE40C","11/03/2019 22:28:58","05/01/2020 18:41:00","11/03/2019 23:00:00","05/01/2020 18:41:00","Branch or Limb Has Fallen Down","Damaged Tree",,"Business  Business",,,"40.723771","-73.739449","560","4229295","4107030004","Queens Village",
"17490310","311-02408147","Remove Tree","Dead Tree Older Than 2 Years","Routine","3-1-1 Call Center","Closed","Inspected - Condition Not Found","Brooklyn","315","1936","EAST    8 STREET","AVENUE S","AVENUE T",,,"A TREE LOCATED AT THE ADDRESS PROVIDED IS CURRENTLY DEAD AND IN NEED OF REMOVAL. FEARS THAT THE TREE MAY FALL AND DAMAGE POWER LINES OR DAMAGE MY ROOF STEM FROM THE CONDITION OF THE TREE.",,,"At the time of inspection tree is in fair condition.  Thank you.","11223","47","22","45","11",,"0084843",,,"1E109ADA-AFCE-4DB0-806B-FF63E399F150","05/07/2020 15:23:25","05/13/2020 14:12:44","05/07/2020 16:00:15","05/13/2020 14:12:44","Planted More Than 2 Years Ago","Dead/Dying Tree",,,,,"40.601774","-73.963736","416","3190526","3070890022","Homecrest",
"7695961","1-1-1405657668","Plant Tree","Street Tree","Routine","Department of Parks and Recreation - Public Web Site","Closed","Planting Declined - Unplantable","Brooklyn","314","1061","EAST 29 STREET","AVENUE J","AVENUE K","1","Bet Aves J & K","You took my old tree down and I have been trying for years to get anew one",,,"Thank you for your street tree planting request.  Unfortunately we cannot plant at this location due to conflicts with nearby trees. If you still want a new tree, please submit a request for a different location.","11210","45","21","42","9",,"0044558",,,"C1C63EDA-86C8-40F9-BFEA-DCC8F91169AD","05/13/2017 05:05:06","05/26/2020 17:42:00","05/13/2017 05:05:00","05/26/2020 17:42:00","For One Address","New Tree Request","11210","Business  Business","BROOKLYN","New York","40.625286","-73.947599","750","3207841","3076110020","Midwood",
"8177197","1-1-1425943434","Hazard","Hanging Limb Other","Routine","3-1-1 Call Center","Closed","Work Completed","Brooklyn","303","849","HALSEY STREET","HOWARD AVENUE","SARATOGA AVENUE","2","THE TREE ON THE SIDEWALK RIGHT IN FRONT OF THE HOUS.","A BRANCH IS GOING TO FALL AND ANOTHER TREE BRACH IS HITTING THE THE HOUSE. WHEN WIND BLOWS. SMALEER LIMB IS IN THE THE V OF THE TREE  IS GOING TO FALL.  LARGER BRANCH YOU CAN SEE HITTING THE HOUSE.  ALSO MADE 4 COMPLIANTS TO THE CITY'S AGENCY WITH NO RESOLUTION. PLEASE RESOND ASAP. PLEASE DO NOT IGONRE",,,,"11233","41","25","55","8",,"0079560",,,"7E064011-3AD3-4D39-8570-C42B5E672971","06/27/2017 18:36:02","05/07/2020 21:17:00","06/27/2017 18:49:00","05/07/2020 21:17:00","Branch Cracked and Will Fall","Damaged Tree",,"Business  Business","MANHATTAN","NY","40.685377","-73.918858","377","3039963","3014917502","Stuyvesant Heights",
"17629215","311-02576532","Hazard","Tree Leaning","Routine","Department of Parks and Recreation - Public Web Site","Open","Reviewed - Inspection Assigned","Queens","412","184-35","GALWAY AVE","WOOD STREET","MAYVILLE STREET","1","This location is a residential property",,,,"Tree was found in fair condition, no pruning needed. However I am going to put a request in to try and have park garden maintenance assist in eradicating the poison ivy growing on the tree","11412","27","14","29","5",,"0022565",,,"C424AC30-9CAA-4207-8E22-0DA40C34CB5C","05/26/2020 02:02:01",,"05/26/2020 02:02:00","05/28/2020 13:01:00","Tree Leaning/Uprooted","Damaged Tree","11412","Business  Business","Saint Albans","New York","40.699779","-73.770756","402","4221562","4104140018","St. Albans",
"17510798","311-02425498","Remove Tree","Dead Tree Older Than 2 Years","Routine","Department of Parks and Recreation - Public Web Site","Closed","Work Completed","Brooklyn","301","214","GREEN ST","MANHATTAN AVENUE","MCGUINNESS BOULEVARD",,"Corner of green and mcguinness in greenpoint",,,,,"11222","33","18","50","12",,"0063819",,,"67A4122B-3F55-44E4-9B7A-DC40E72DF87B","05/09/2020 21:28:43","05/28/2020 17:22:00","05/09/2020 21:28:00","05/28/2020 17:22:00","Planted More Than 2 Years Ago","Dead/Dying Tree","11222","Business  Business","Brooklyn","New York","40.733918","-73.952915","575","3064193","3025237503","Greenpoint",
"17522120","311-02439991","Hazard","Limb Down - Sidewalk","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","412","160-17","130 AVENUE","160 STREET","161 STREET",,,"CALLER WOULD LIKE TO MAKE A COMPLAINT ABOUT FALLEN TREE BRANCHES THAT HAVE FALLEN FROM A CITY TREE IN FRONT OF HIS PROPERTY.",,,"2 WORK ORDERS CREATED FOR REMOVAL OF DEBRIS CAUSED BY WINDS AND FOR THE REMOVAL OF TAGGED TREE","11434","28","10","32","5",,"0099423","B288BD8E-1588-4CB0-9EBC-1AA07FF24BAB",,"338315F4-7986-406A-957B-0EC070A25449","05/11/2020 19:22:58","05/22/2020 17:32:26","05/11/2020 20:00:47","05/22/2020 17:32:26","Branch or Limb Has Fallen Down","Damaged Tree",,,,,"40.675152","-73.779955","294","4266134","4122740027","Springfield Gardens North",
"15435591","1-1-1741491661","Illegal Tree Damage","Branches Damaged","Routine","3-1-1 Call Center","Closed","Work Completed","Brooklyn","306","194","5 AVENUE","BERKELEY PLACE","UNION STREET",,"194 5 Avenue, Brooklyn","Dead",,,"Tree is scheduled for removal","11217","39","25","52","7",,"0053385",,,"7D94644C-084B-49A7-A075-CB5DF51D0C31","06/26/2019 14:56:47","05/18/2020 18:57:00","06/26/2019 14:59:00","05/18/2020 18:57:00","Branches Damaged","Illegal Tree Damage",,"Business  Business","MANHATTAN","NY","40.676846","-73.980179","131","3019706","3009520035","Park Slope-Gowanus",
"17556703","311-02473855","Prune","Prune Dead Wood","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - No Work Order","Queens","401","23-45","24TH STREET","23 AVENUE","24 AVENUE","1","Astoria 11105",,,,"TREE INSPECTED 5/18. TREE WILL BE PRUNED DURING ROUTINE BLOCK PRUNE.","11105","22","12","36","14",,"0065897","974FF12A-0A15-4787-B6F8-ADA0D3FADAEC",,"0C6CC381-D551-4F85-87D9-767FB3146248","05/15/2020 17:51:08","05/18/2020 12:29:06","05/15/2020 17:51:08","05/18/2020 12:29:06","Dead Branches in Tree","Overgrown Tree/Branches","11105",,"Astoria","NY","40.776445","-73.918549","97","4018778","4008650020","Steinway",
"16507020","311-01340169","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Closed","T/S Inspected - Ineligible","Staten Island","501","28","COTTAGE PLACE","BENNETT STREET","VREELAND STREET",,,"PREVIOUS REQUEST #311-01160836 THIS REQUEST IS 11 DAYS PAST DUE FOR A RESPONSE OR INSPECTION. INQUIRING FOR INCLUSION TO TREE AND SIDEWALK PROGRAMS",,,"Your site has been rated 64 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair.","10302","49","23","61","11",,"0087156","A65C8570-E0E6-4E99-820C-DCE755E1FFCE",,"B4D5054E-AA6A-4495-8A53-AF4CB1FAC7A9","12/09/2019 20:27:21","05/11/2020 17:52:25","12/09/2019 20:30:40","05/11/2020 17:52:25","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition",,,,,"40.636543","-74.130462","207","5023879","5010150026","Port Richmond",
"17499564","311-02416483","Remove Tree","Dead Tree Older Than 2 Years","Routine","Department of Parks and Recreation - Public Web Site","Closed","Inspected - No Work Order","Queens","403","99-24","34 AVE","99 STREET","100 STREET","1","STUMP IS IN FRONT OF LOCATION. I WOULD LIKE AN OAK TREE PLANTED.",,,,"TREE INSPECTED 5/12. WORK ORDER ALREADY IN PLACE FOR REMOVAL.","11368","21","13","35","14",,,,,"1E4C6F37-50AC-42E0-BF51-4B345EF0A2AB","05/08/2020 14:41:10","05/12/2020 14:26:54","05/08/2020 14:41:11","05/12/2020 14:26:54","Planted More Than 2 Years Ago","Dead/Dying Tree","11368",,"QUEENS","NY","40.755421","-73.86884","377","4042991","4017330007","North Corona",
"18976538","311-03764184","Hazard","Hanging Limb from other Branches","Routine","3-1-1 Call Center","Closed","Work Completed","Brooklyn","306","122","PARK PLACE","6 AVENUE","7 AVENUE",,,"Branch hitting house and overhanging street",,,"Thank you for your request, a work order has been created to remove all debris.","11217","39","20","52","9",,"0060175","FBBD3DEF-B61C-4A6C-972B-7CF73E2A2ECF",,"0EB61159-AAA2-48A0-91F8-306AFA67EEC5","08/28/2020 18:02:35","08/31/2020 17:59:17","08/28/2020 18:05:25","08/31/2020 17:59:17","Branch Cracked and Will Fall","Damaged Tree",,,,,"40.678165","-73.974413","161","3019099","3009420027","Prospect Heights",
"17439867","311-02348830","Hazard","Limb Down - Street","Routine","3-1-1 Call Center","Closed","Work Completed","Brooklyn","301","203","RICHARDSON","NORTH HENRY STREET","HUMBOLDT STREET",,,"THERE IS A TREE THAT HAS FALLEN IT IS ON THE SIDEWALK AND STREET",,,"work order created","11222","34","18","50","12",,"0048930",,,"52874565-73F9-4AAA-8870-7A609211EBE3","04/30/2020 23:21:25","05/07/2020 15:52:00","05/01/2020 00:02:00","05/07/2020 15:52:00","Branch or Limb Has Fallen Down","Damaged Tree",,"Business  Business",,,"40.718998","-73.942818","477","3069800","3028310022","East Williamsburg",
"17494306","311-02410786","Hazard","Limb Down - Driveway","Routine","3-1-1 Call Center","Closed","Storm Debris Removal Pending","Staten Island","503","272","GREAVES AVENUE","KENNINGTON STREET","JUMEL STREET",,,"Side of the street",,,,"10308","51","24","62","11",,"0061940","C3BA4725-F459-4CBE-A981-15634325907E",,"F03807D2-40C3-49A5-A938-CD314250CCD7","05/07/2020 20:51:35","05/12/2020 22:27:32","05/07/2020 21:00:12","05/12/2020 22:27:32","Branch or Limb Has Fallen Down","Damaged Tree",,,,,"40.560097","-74.148948","14605","5125342","5046070043","Great Kills",
"7384767","1-1-1392344449","Plant Tree","Street Tree","Routine","Department of Parks and Recreation - Public Web Site","Closed","Planting Declined - Unplantable","Brooklyn","314","683","CONEY ISLAND AVENUE","AVENUE C","CORTELYOU ROAD","1",,,,,"Thank you for your street tree planting request.  Unfortunately we cannot plant at this location due to close proximity to the entrance of a building.  If you still want a new tree, please submit a request for a different location.","11218","40","21","44","9",,"0039249",,,"0C707106-EFF8-475E-86DC-75B72179A8E0","04/12/2017 05:08:48","05/28/2020 20:11:00","04/12/2017 05:08:00","05/28/2020 20:11:00","For One Address","New Tree Request","na","Business  Business","na","NY","40.640727","-73.969192","1522","3118216","3051410143","Flatbush",
"17436595","311-02346229","Hazard","Limb Down - Sidewalk","Routine","3-1-1 Call Center","Closed","Inspected - Condition Not Found","Brooklyn","301","209","HOOPER STREET","LEE AVENUE","MARCY AVENUE",,,"LARGE BRANCHES FROM CITY TREE FELL ONTO SIDEWALK. BRANCHES ON TREE LOOKED DRIED UP AND ABOUT TO FALL",,,"small branch removed by inspector thank you for your inquiry","11211","33","26","50","7",,"0046855",,,"47099519-E9A7-4BAF-BADB-716DFD0F110D","04/30/2020 16:44:53","05/01/2020 14:01:07","04/30/2020 17:00:32","05/01/2020 14:01:07","Branch or Limb Has Fallen Down","Damaged Tree",,,,,"40.705091","-73.956889","533","3060217","3022000044","Williamsburg",
"17535586","311-02453816","Hazard","Limb Down - Sidewalk","Routine","Department of Parks and Recreation - Public Web Site","Closed","Work Completed","Queens","403","3428","85TH ST","34 AVENUE","35 AVENUE","1",,,,,"TREE INSPECTED 5/12. WORK ORDER CREATED TO REMOVE TREE DOWN.","11372","25","13","34","14",,"0030514","1C7AC3F5-DCC1-41E3-8D96-97D3538DDD51",,"A700633D-0661-4EB5-A372-6D4B29B6AAF2","05/13/2020 12:53:56","05/14/2020 17:52:01","05/13/2020 12:53:00","05/14/2020 17:52:01","Branch or Limb Has Fallen Down","Damaged Tree","11372","Business  Business","Jackson Heights","New York","40.75319","-73.882105","281","4035554","4014450020","Jackson Heights",
"17544705","311-02463102","Remove Tree","Dead Tree Older Than 2 Years","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","413","100-39","207 STREET","100 AVENUE","104 AVENUE",,,"THE TREE IS DEAD, AND WE'VE BEEN FILING COMPLAINTS FOR YEARS; NOTHING HAS BEEN DONE!",,,,"11429","27","14","33","5",,"0024013",,,"B74B0D43-D999-442A-AB39-D6EA3F857199","05/14/2020 14:09:29","05/14/2020 19:44:00","05/14/2020 15:00:00","05/14/2020 19:44:00","Planted More Than 2 Years Ago","Dead/Dying Tree",,"Business  Business",,,"40.711996","-73.752163","512","4232607","4108750048","Queens Village",
"17447355","311-02353476","Hazard","Hanging Limb from other Branches","Routine","3-1-1 Call Center","Closed","Inspected - No Work Order","Queens","402","41-06","48 STREET","SKILLMAN AVENUE","43 AVENUE",,,"WOULD LIKE THE TREE TO BE PRUNED BECAUSE OF DEAD BRANCHES IN THE TREE.",,,"TREE INSPECTED 5/5. TREE WILL BE PRUNED DURING ROUTINE BLOCK PRUNE.","11104","26","12","37","14",,"0022769",,,"BABC7211-DC80-410D-BE13-66659413E770","05/01/2020 18:30:14","05/05/2020 13:28:30","05/01/2020 19:00:00","05/05/2020 13:28:30","Branch Cracked and Will Fall","Damaged Tree",,"Business  Business",,,"40.7461","-73.916222","25301","4001241","4001360035","Hunters Point-Sunnyside-West Maspeth",
"22274265","311-08217435","Prune","Clear Building","Routine","Department of Parks and Recreation - Public Web Site","Closed","Reviewed - Block Pruning","Queens","401","21-10","81 ST","21 AVENUE","DITMARS BOULEVARD","1","Front of house 21-10 81st east Elmhurst my 11370.","() Tree in front of house is hanging over walking sidewalk and into the house. Please help prune the overgrown branches.",,,"THE TREES IN YOUR AREA ARE SCHEDULED TO BE BLOCK PRUNED IN OUR UPCOMING CYCLE.","11370","22","13","36","14",,,,,"19728C99-BB8D-4235-9AB1-23179F1BAA44","10/30/2021 12:47:59","11/01/2021 19:10:00","10/30/2021 12:48:00","11/01/2021 19:10:00","Hitting Building","Overgrown Tree/Branches",,"Business  Business",,"NY","40.770511","-73.888977","317","4021700","4009760010","Steinway",
"16923144","311-01801314","Root/Sewer/Sidewalk","Trees and Sidewalks","Routine","3-1-1 Call Center","Closed","T/S Inspected - Ineligible","Queens","413","130-46","230 STREET","130 AVENUE","131 AVENUE",,,"THE CITY TREE ROOTS ARE DAMAGING AND RAISING THE SIDEWALK IN FRONT OF THIS PROPERTY",,,"Your site has been rated 67 out of 100. This site does not rate highly enough to be repaired by NYC Parks at this time. You may request a new inspection in 3 years, or hire a contractor to complete repair. For more info visit nyc.gov/parks/treework.","11413","31","14","29","5",,"0028729",,,"553F6159-E1BB-4A04-9728-4CE8F163D738","02/09/2020 19:31:37","05/01/2020 19:33:30","02/09/2020 20:00:18","05/01/2020 19:33:30","Trees and Sidewalks Program","Root/Sewer/Sidewalk Condition",,,,,"40.680696","-73.737962","620","4277947","4129070058","Laurelton",
"17453595",,"Hazard","Tree Split","Routine","AMPS","Closed","Work Completed","Brooklyn","301","0","0",,,,"One tree split needs, tree crew for removal Tree ID: 3350680","Tree cracked at the trunk, adjacent 88 Wither Street","Badame Sessa Triangle",,,,,,,,,,,,"AEA520AC-9D95-4C09-BE71-A9F50F897F15",,"05/05/2020 13:41:00","05/02/2020 15:36:00","05/05/2020 13:41:00",,,,"Business  Business",,,,,,,,,
"17483070","311-02401438","Hazard","Limb Down - Sidewalk","Routine","3-1-1 Call Center","Closed","Inspected - Condition Not Found","Queens","408","136-77","71 ROAD","BEND","141 STREET",,,"THERE ARE ABOUT 7 BRANCHES THAT HAS FALLEN OFF OF A THEY THE ARE MORE THAN 3 INCHES THICK AND THEY LIE BETWEEN TWO ADRESSES. THE ADRESSES ARE 136-77 71 RD AND 136-75 71 ROAD IN QUEENS NY 11367.",,,"No branches found. Tree has a deadwood pruning work order that was Created in February","11367","24","15","27","6",,"0010683",,,"90A31094-CB81-405C-B7EE-B71038D20563","05/06/2020 15:52:54","05/07/2020 11:53:00","05/06/2020 16:00:00","05/07/2020 11:53:00","Branch or Limb Has Fallen Down","Damaged Tree",,"Business  Business",,,"40.726141","-73.826357","77902","4142677","4065980008","Kew Gardens Hills",
"17443973","311-02351914","Hazard","Limb Down - Car","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","409","89-03","134 STREET","89 AVENUE","91 AVENUE",,,"YESTERDAY DRIVING TO WORK A LARGE BRANCH WHICH WAS VERY SHARP FELL DOWN AND HIT MY CAR WIND SHEILD AND BROKE THE GLASS. I AM VERY LUCKY THAT  I WAS NOT INJURED DUE TO THIS INCIDENT.",,,,"11418","29","14","24","5",,"0093564","71057332-E5F6-49B5-AB60-5791A8D6417E",,"D1B56EE4-35D3-4A8B-BA44-1B8C95CC20C3","05/01/2020 14:47:59","05/02/2020 17:28:49","05/01/2020 15:00:25","05/02/2020 17:28:49","Branch or Limb Has Fallen Down","Damaged Tree",,,,,"40.700577","-73.817746","14202","4196909","4093630132","Richmond Hill",
"17544709","311-02463142","Hazard","Hanging Limb from other Branches","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","405","69-16","67 PLACE","OTTO ROAD","70 AVENUE",,"IFO HOUSE","A 15 FT LONG BRANCH IS HANGING OVER CURB",,,,"11385","30","15","38","6",,"0097762",,,"3AB74FE1-7DCB-4578-834A-9F36D3D03ACB","05/14/2020 14:16:30","05/26/2020 19:00:00","05/14/2020 15:00:00","05/26/2020 19:00:00","Branch Cracked and Will Fall","Damaged Tree",,"Business  Business",,,"40.705692","-73.887274","627","4088672","4036500013","Glendale",
"16438901","311-01241869","Remove Tree","Dead Tree Older Than 2 Years","Routine","3-1-1 Call Center","Closed","Work Completed","Brooklyn","314","2705","BEDFORD AVENUE","FOSTER AVENUE","FARRAGUT ROAD",,"FOSTER & FARRAGUT ROAD","CITY TREE IS DYING & NEEDS TO BE REMOVED AS SOON AS POSSIBLE AS BRANCHES HAVE BEEN BREAKING OFF.",,,,"11210","45","21","42","9",,"0046900","8872F7DD-4B5C-4A77-A999-2BF4A090E91A",,"128F064C-D5FF-4200-A3D9-09AA64845674","11/26/2019 18:20:03","05/13/2020 15:59:13","11/26/2019 18:22:24","05/13/2020 15:59:13","Planted More Than 2 Years Ago","Dead/Dying Tree",,,,,"40.636846","-73.953611","770","3120801","3052250017","Flatbush",
"15651997","311-00204976","Hazard","Hanging Limb from other Branches","Routine","3-1-1 Call Center","Closed","Work Completed","Queens","405","64-38","80 STREET","COWLES COURT","BEND",,,"THERE IS A TREE THAT HAS BEEN CONDEMNED BUT IT'S STILL THERE. ANOTHER BRANCH FELL ON JULY 17 AND THE REMAINING BRANCHES ARE FACING MY HOUSE AND I DON'T WANT THEM FALLING ON SOMEONE. THE TREE WAS SUPPOSED TO BE REMOVED 23 DAYS AFTER BEING CONDEMNED BUT THE TREE IS STILL THERE. IF IT FALLS IT COULD HURT SOMEONE. MY PREVIOUS SERVICE REQUEST NUMBER IS C1-1-1735160846",,,"WORK ORDER CREATED ON 6\14 FOR REMOVAL F DEBRIS ASAP","11379","30","15","30","6",,"0010068","DA18AEDE-BD6B-45B4-BE4C-4A591B9C2DAB",,"4EF8D378-26A7-44D9-A860-064FAF90135A","07/23/2019 18:26:46","05/12/2020 14:32:19","07/23/2019 18:28:00","05/12/2020 14:32:19","Branch Cracked and Will Fall","Damaged Tree",,,,,"40.718526","-73.874017","677","4069804","4030050024","Middle Village",
