"file","law_number","type","status","final_action","title"
"Res 0445-2014",,"Resolution","Committee",,"Resolution calling on the Chancellor of the New York City Department of Education to amend Chancellor’s Regulation A-655, regarding mandatory members of School Leadership Teams (SLTs), to include one parent of a child with an Individualized Education Program (IEP)."
"Res 0447-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Public Service Commission to include language in utility tariffs to prohibit the placement of utility meters in front of residential buildings throughout New York City."
"Res 0446-2014",,"Resolution","Committee",,"Resolution calling upon the Metropolitan Transportation Authority to require that all contractors hired by the Authority are certified by the Society for Protective Coatings in the appropriate standards for lead abatement."
"Int 0519-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the distribution of localized emergency preparedness materials."
"Res 0454-2014",,"Resolution","Laid Over in Committee",,"Resolution calling upon the United States Congress to pass and the President to sign H.R. 5277/S.2695, also known as the Survivor Outreach and Support Campus Act, which would amend the Higher Education Act of 1965 to require institutions of higher education to have an independent advocate for campus sexual assault prevention and response."
"Res 0457-2014",,"Resolution","Adopted","2014-10-22T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 370 West 58th Street, Borough of Manhattan (20145392 TCM; L.U. No. 122)."
"M 0183-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a change of location base station license Jerusalem Car Com. Inc., Council District 44, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0182-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a change of location base station license Broad Dyckman C/S Inc., Council District 10, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0181-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a change of location base station license Bangla Car & Limo. Service Inc., Council District 26, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0180-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Towncar Transportation, Inc., Council District 34, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0179-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license T-D Maintenance., Council District 30, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0178-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Ryder Management Inc., Council District 47, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0177-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Rosedale Base Car Service Corp., Council District 31, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0176-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Rose 'N' Dale C/S Inc., Council District 31, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0175-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Ridge Transportation Corp., Council District 43, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0174-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Ola Car Service Inc., Council District 38, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0173-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Morenita Express Car Service Inc., Council District 38, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0172-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Mazin Car & Limo Svc., Council District 28, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0171-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Liberty Car Service Inc., Council District 34, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0170-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Guadalupana Car Limo, Inc., Council District 47, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0169-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Flushing Limo Transp Corp., Council District 19, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0168-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Boulevard Operating Inc., Council District 29, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0167-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Belle Rock Of Beach Channel Inc., Council District 32, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0166-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Bee-Bee Car & Limo Corp., Council District 42, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0165-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license A B C Shuttle Service Corporation., Council District 28, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0164-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license 806 Service LLC., Council District 47, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0163-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license 77 Express Car & Limo Service, Inc., Council District 43, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0162-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license 7 Ocean Express Inc., Council District 48, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0161-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license Vismar Radio Dispatch Inc., Council District 17, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0160-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license New Sky Line, LLC., Council District 12, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0159-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license New App Car & Limo Inc., Council District 7, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0158-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license New Adam Express Car & Limo Corp., Council District 39, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0157-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license In'tegrite I.I.R. Transportation Services, LLC., Council District 12, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0156-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license Hershey's Car & Limo Inc., Council District 44, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0155-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license Gee Car Service Inc., Council District 22, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0154-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license Ally Car Service LLC., Council District 39, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"T2014-1958",,"Oversight","Filed","2014-11-03T00:00:00.000","Oversight - Assessing the Economic Impact of New York's Failing Infrastructure - Hearing 2: Transportation."
"T2014-1921",,"Oversight","Filed","2014-10-28T00:00:00.000","Oversight - DSNY’s 2015-16 Snow Plan"
"T2014-1917",,"Oversight","Filed","2014-10-27T00:00:00.000","Oversight - New York City Open Data Portal"
"T2014-1914",,"Oversight","Filed","2014-10-28T00:00:00.000","Oversight - Special Education Instruction & Student Achievement."
"Res 0450-2014",,"Resolution","Adopted","2014-10-22T00:00:00.000","Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget."
"T2014-1910",,"Oversight","Filed","2014-10-28T00:00:00.000","Oversight: Used Car Sales in New York City: Ensuring Consumer Protections and Safety in the Sale of Used Vehicles Recalled by the Manufacturer."
"T2014-1909",,"Oversight","Filed","2014-10-27T00:00:00.000","Oversight: The Veterans Advisory Board."
"T2014-1908",,"Oversight","Filed","2014-10-29T00:00:00.000","Oversight – Earned Sick Time Implementation and Business Education."
"T2014-1907",,"Oversight","Filed","2014-10-27T00:00:00.000","Oversight - Sexual Assault on New York City College Campuses."
"T2014-1906",,"Oversight","Filed","2014-10-23T00:00:00.000","Oversight – Agency-Based Voter Registration."
"T2014-1905",,"Oversight","Filed","2014-10-21T00:00:00.000","Oversight - An Examining of the City’s Clean Waterfront Plan."
"LU 0129-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. N 140329(A) ZRQ an application submitted by 2030 Astoria Developers, LLC pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying Article II Chapter 3 and Appendix F, relating to Inclusionary Housing, to facilitate a mixed-use large scale general development on the Halletts Point Peninsula, in the Borough of Queens, Community District 1."
"Int 0492-2014",,"Introduction","Enacted (Mayor's Desk for Signature)",,"A Local Law to amend the administrative code of the city of New York, in relation to reporting and an advisory board on gender marker change requirement."
"LU 0128-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. C 140322 ZMQ submitted by 2030 Astoria Developers, LLC pursuant to Sections 197-c and 201 of the New York City Charter for the amendment of the Zoning Map, Section No. 9a, changing an M1-1 to an R7-3 with C2-4 overlay, changing an R6 to an R7A with C2-4 overlay, and changing an R6 to an R6B District, to facilitate a mixed-use large scale general development on the Halletts Point Peninsula, Borough of Queens, Community District 1, Council District 22."
"LU 0127-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. C 140324(A) ZSQ submitted by 2030 Astoria Developers, LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to the Section 62-836 of the Zoning Resolution to modify requirements of Section 62-340 (Height and Setback Regulations On Waterfront Blocks), to facilitate a mixed-use large scale general development on the Halletts Point Peninsula, Borough of Queens, Community District 1, Council District 22. This application is subject to the review and action by the Land Use Committee only if appealed to the Council pursuant to"
"LU 0126-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. C 140323(A) ZSQ an application submitted by 2030 Astoria Developers, LLC pursuant to Sections 197-c and 201 of the New York City Charter for special permits pursuant to Zoning Resolution: (i) Section 74-743(a)(1) to allow distribution of floor area without regard for zoning lot lines; (ii) Section 74-743(a)(2) to modify requirements of Section 23-711 (Standard minimum distance between buildings), Section 23-47 (Minimum required rear yards), and Section 23-85 (Inner court regulations); and (iii) Section 74-743(a)(6) to modify requirements of Section 23-86 (Minimum distance betwe"
"Int 0500-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the police department to provide the public with 9-1-1 information cards."
"Res 0433-2014",,"Resolution","Committee",,"Resolution calling upon the United States Congress to enact and the President to sign S.313/H.R.647, the Achieving a Better Life Experience (ABLE) Act of 2013, which would amend the Internal Revenue Code of 1986 to provide for the favorable tax treatment of ABLE accounts established under State programs for the care of family members with disabilities, and for other purposes."
"LU 0133-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. 20155113 HAM by the New York City Department of Housing Preservation and Development for approval of a tax exemption, pursuant to Section 577 of the Private Housing Finance Law (PHFL), for the properties located at 3603 Broadway (Block 2095, Lot 31) and 3605 Broadway (Block 2095, Lot 32), Borough of Manhattan, Community Board 9, Council District 7. This matter is subject to Council review and action at the request of HPD and pursuant to Section 577 of the PHFL."
"LU 0132-2014",,"Land Use Application","Adopted","2014-11-13T00:00:00.000","Application No. 20155018 HKK (N 150068 HKK) pursuant to Section 3020 of the New York City Charter, concerning the designation by the Landmarks Preservation Commission of the Ridgewood Lodge No. 710, Free and Accepted Masons, 1054 Bushwick Avenue, a/k/a 1122 Gates Avenue, (Designation List 473/LP-2541), Borough of Brooklyn, Community Board 4, Council District 34."
"LU 0131-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. C 130384 MMQ submitted by 2030 Astoria Developers LLC pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map to (a) establish 4th Street between 26th Avenue to the edge of a proposed waterfront esplanade and (b) to eliminate 8th Street from 27th Avenue to the U.S. Pierhead and Bulkhead line, including authorization for any acquisition or disposition of real property related thereto, in the Borough of Queens, Community District 1, Council District 22. This application is subject to the review and action by the Land Use Committee only i"
"LU 0130-2014",,"Land Use Application","Adopted","2014-11-25T00:00:00.000","Application No. N 140325 ZAQ submitted by 2030 Astoria Developers, LLC for the grant of an authorization pursuant to Sections 62-822(a) of the Zoning Resolution to modify the requirements of Section 62-50 (General Requirements for Visual Corridors and Waterfront Public Access Areas) in connection with a mixed-use large scale general development on the Halletts Point Peninsula, Borough of Queens, Community District 1, Council District 22. This application is subject to review of the Council only if called up by a vote of the Council pursuant to 62-822(a) of the NYC Zoning Resolution."
"Res 0434-2014",,"Resolution","Committee",,"Resolution calling on the Offices of the United States Attorney General to establish protocols to investigate and determine whether their intervention is appropriate whenever local law enforcement officials are accused of committing a homicide or a violent act."
"Res 0432-2014",,"Resolution","Committee",,"Resolution calling upon the New York City Department of Education to offer gluten-free meal options for students at all New York City public schools."
"Int 0501-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to providing legal counsel for tenants with disabilities who are subject to eviction, ejectment or foreclosure proceedings."
"Int 0496-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting damage to houses of religious worship."
"Int 0494-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to discrimination against persons accompanied by a police dog."
"Int 0497-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York and the New York City Charter, in relation to the interest rate and discount rate recommendations provided by the New York City Banking Commission."
"Int 0498-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to conflicts of interest in city contracts."
"Res 0430-2014",,"Resolution","Committee",,"Resolution calling on the New York State Legislature to pass and the Governor to sign, legislation to repeal the Criminal Procedure Law Article 240 and replace it with a law mandating early, open, and automatic pre-trial discovery."
"Res 0431-2014",,"Resolution","Committee",,"Resolution calling upon the New York City Police Department to implement increased street safety-related training for all officers."
"Int 0499-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to restrictions on motor vehicle traffic on the central park loop drive."
"Int 0493-2014","2014/063","Introduction","Enacted","2014-12-12T00:00:00.000","A Local Law to amend the New York city charter, in relation to expanding agency based voter registration to additional city agencies."
"Int 0488-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the sale of flavored electronic cigarettes."
"Res 0426-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass, and the Governor to sign, legislation eliminating the sunset provisions related to income threshold increases for the senior citizen rent increase exemption and disability rent increase exemption programs."
"Int 0490-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the removal of snow and ice from sidewalks."
"Res 0436-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution approving a full exemption from real property taxes for property located at (Block 1900, Lot 161; Block 1932, Lot 9; and the intervening demapped parcel) Queens, pursuant to Section 577 of the Private Housing Finance Law (Preconsidered L.U. No. 125)."
"M 0152-2014",,"Communication","Received, Ordered, Printed and Filed","2014-10-07T00:00:00.000","Communication from the Department of Environmental Protection – Submitting the NYC Department of Environmental Protection’s Hazardous Materials Management 2014 Annual Report, pursuant to Section 24-715 of the Administrative Code."
"Res 0435-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution approving an exemption from real property taxes for property located at (Block 3174, Lot 24; Block 3276, Lot 36; Block 3283, Lot 37; Block 3293, Lot 135; Block 3300, Lots 27, 23 & 11) the Bronx, pursuant to Section 577 of the Private Housing Finance Law (Preconsidered L.U. No. 124)."
"M 0153-2014",,"Land Use Call-Up","Adopted","2014-10-07T00:00:00.000","By the Chair of the Land Use Committee Council Member Greenfield: Pursuant to Rule 11.20(c) of the Council Rules, Section 197-d (b)(3) of the New York City Charter and Section 62-822(a) of the New York City Zoning Resolution, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure (ULURP) application nos. C 140323 (A) ZSQ, C 140324(A) ZSQ, C 130384 MMQ and non-ULURP Application nos. N 140325 ZAQ shall be subject to Council review. These items are related to Application nos. N 140329(A) ZRQ and C 140322 ZMQ which are subject to Council"
"Res 0429-2014",,"Resolution","Adopted","2014-10-22T00:00:00.000","Resolution recognizing October as Domestic Violence Awareness Month in the City of New York."
"T2014-1903",,"Oversight","Filed","2014-10-23T00:00:00.000","Oversight – NYC and the Affordable Care Act: Where Are We Post-Roll-Out and How We Can Boost Access to Care."
"T2014-1852",,"Oversight","Filed","2014-10-30T00:00:00.000","Oversight - Age-Friendly NYC Aging Improvement Districts-Successes and Future Challenges."
"Int 0489-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York and the New York city charter, in relation to notices of violation."
"LU 0125-2014",,"Land Use Application","Adopted","2014-10-07T00:00:00.000","Presbyterian HDFC of Queens, Block 1900, Lot 161; Block 1932, Lot 9; and the intervening demapped parcel Queens, Community District No.4, Council District No. 21."
"LU 0124-2014",,"Land Use Application","Adopted","2014-10-07T00:00:00.000","Renewal Housing Development Fund Company, Block 3174, Lot 24, Block 3276, Lot 36, Block 3283, Lot 37, Block 3293, Lot 135, Block 3300, Lots 27, 23 and 11, Bronx, Community District No. 7, Council Districts No. 14 and 15."
"Int 0487-2014","2014/059","Introduction","Enacted","2014-11-14T00:00:00.000","A Local Law to amend the administrative code of the city of New York, in relation to persons not to be detained by the police department."
"Int 0486-2014","2014/058","Introduction","Enacted","2014-11-14T00:00:00.000","A Local Law to amend the administrative code of the city of New York, in relation to persons not to be detained by the department of correction."
"Res 0460-2014",,"Resolution","Adopted","2014-10-22T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140299 PPM, for the disposition of one city-owned property located at 19 East Houston Street (Block 511, Lot 19), pursuant to zoning, Borough of Manhattan (L.U. No. 118)."
"Res 0438-2014",,"Resolution","Filed","2014-10-07T00:00:00.000","Resolution approving a motion to file pursuant to withdrawal of the application concerning the decision of the City Planning Commission on ULURP Application No. C 140302 ZSM (L.U. No. 117), for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow large retail establishments (Use Group 6 and/or 10A uses) with no limitation on floor area per establishment on the cellar, ground floor, second floor and third floor of a proposed 6-story commercial development, on property located at 19 East Houston Street (Block 511, Lot 19), in an M1-5B District, within the So"
"Res 0459-2014",,"Resolution","Adopted","2014-10-22T00:00:00.000","Resolution approving with modifications the decision of the City Planning Commission on ULURP No. C 140301 ZSM (L.U. No. 116), for the grant of a special permit pursuant to Section 74-712(b) of the Zoning Resolution to modify the height and setback requirements of Section 43-43 (Maximum Height of Front Wall and Required Front Setbacks) to facilitate the development of a 6-story commercial building on a zoning lot which, as of December 15, 2003, has not more than 20% of its lot area occupied by existing buildings, located at 19 East Houston Street (Block 511, Lot 19), in an M1-5B District, wit"
"Res 0437-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 282 Bowery, Borough of Manhattan (20155008 TCM; L.U. No. 114)."
"Res 0441-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution to approve a real property tax exemption pursuant to Section 577 of the Private Housing Finance Law (PHFL), for the Exemption Area located on Block 1718/Lot 69, Block 1903/ Lot 29, Block 1904/Lots 33 and 59, Block 1906, Lot 64, Block 2026/Lots 20, 22, 23, 26, 27 and 29, Block 2031/Lot 18, Block 2032/Lot 43, Block 2036/Lot 61, Block 2045/Lots 96, 97 and 100, Block 2046/Lots 7 and 63; in Community District 10, Borough of Manhattan (L.U. No. 123; 20155063 HAM)."
"Res 0439-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution approving an Urban Development Action Area Project located at 161-79 86th Avenue (Block 9774, Lots 165, 166 and 167), Borough of Queens, and waiving the urban development action area designation requirement and the Uniform Land Use Review Procedure, pursuant to Article 16 of the General Municipal Law (L.U. No. 119; 20155020 HAQ)."
"Res 0440-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 403 East 12th Street, Borough of Manhattan (20145691 TCM; L.U. No. 121)."
"Res 0428-2014",,"Resolution","Adopted","2014-10-07T00:00:00.000","Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget."
"T2014-1833",,"Tour","Filed","2014-10-15T00:00:00.000","Tour - North and South Brother Islands Location: Barretto Point Park Barretto St. and Viele Ave Bronx, New York"
"T2014-1830",,"Oversight","Filed","2014-10-14T00:00:00.000","Oversight – Evaluation of the Victim of Domestic Violence Need-Based Preference Category and Support and Services for Victims of Domestic Violence in NYCHA Developments."
"T2014-1829",,"Oversight","Filed","2014-10-20T00:00:00.000","Oversight - Coordination of Services for Victims of Domestic Violence."
"Res 0458-2014",,"Resolution","Adopted","2014-10-22T00:00:00.000","Resolution approving with modifications the decision of the City Planning Commission on ULURP No. C 140300 ZSM (L.U. No. 115), for the grant of a special permit pursuant to Section 74-712(a) of the Zoning Resolution to modify the use regulations of Section 42-14(D)(2)(b) to allow uses permitted under Section 32-15 (Use Group 6 uses) below the floor level of the second story of a proposed 6-story commercial building on a zoning lot which, as of December 15, 2003, has not more than 20% of its lot area occupied by existing buildings, located at 19 East Houston Street (Block 511, Lot 19), in an M1"
"Res 0423-2014",,"Resolution","Adopted","2014-09-23T00:00:00.000","RESOLUTION APPROVING THE MODIFICATION (MN-2) OF UNITS OF APPROPRIATION AND THE TRANSFER OF CITY FUNDS BETWEEN AGENCIES PROPOSED BY THE MAYOR PURSUANT TO SECTION 107(b) OF THE NEW YORK CITY CHARTER."
"M 0150-2014",,"Land Use Call-Up","Adopted","2014-09-23T00:00:00.000","By Council Member Johnson: Pursuant to Rule 11.20.b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 370 West 58th Street, Borough of Manhattan, Community Board No. 4, Application No. 20145392 TCM shall be subject to review by the Council."
"M 0151-2014",,"Land Use Call-Up","Adopted","2014-09-23T00:00:00.000","By Council Member Mendez: Pursuant to Rule 11.20.b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 403 East 12th Street, Borough of Manhattan, Community Board No. 3, Application No. 20145691 TCM shall be subject to review by the Council."
"Res 0424-2014",,"Resolution","Adopted","2014-09-23T00:00:00.000","Resolution approving a full exemption from real property taxes for property located at (Block 3320, Lot 1) Brooklyn, pursuant to Section 577 of the Private Housing Finance Law (L.U. No. 113)."
"M 0149-2014",,"Communication","Received, Ordered, Printed and Filed","2014-09-23T00:00:00.000","Communication from the Human Resources Administration – Submitting HIV/AIDS Services Administration Quarterly Performance Report FY 14.3 (January-March 2014), pursuant to Section 21-128 (j) of the Administrative Code of the City of New York."
"M 0147-2014",,"Mayor's Message","Received, Ordered, Printed and Filed","2014-09-23T00:00:00.000","Communication from the Mayor – Submitting the Mayor’s Management Report, Fiscal 2014, dated September 2014, pursuant to Section 12 of the New York City Charter."
"LU 0123-2014",,"Land Use Application","Adopted","2014-10-07T00:00:00.000","Application No. 20155063 HAM by the New York City Department of Housing Preservation and Development for approval of a tax exemption, pursuant to Section 577 of the Private Housing Finance Law (PHFL), for the properties located at Block 1718/Lot 69, Block 1903/ Lot 29, Block 1904/Lots 33 and 59, Block 1906, Lot 64, Block 2026/Lots 20, 22, 23, 26, 27 and 29, Block 2031/Lot 18, Block 2032/Lot 43, Block 2036/Lot 61, Block 2045/Lots 96, 97 and 100, Block 2046/Lots 7 and 63; in the Borough of Manhattan, Community Council District 9. This matter is subject to Council review and action at the request"
"LU 0122-2014",,"Land Use Application","Adopted","2014-10-22T00:00:00.000","Application No. 20145392 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of Hot Bread of 58th Street, Inc., d/b/a/ European Bakery Café for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 370 West 58th Street, Borough of Manhattan, Community District 4, Council District 3. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"LU 0121-2014",,"Land Use Application","Adopted","2014-10-07T00:00:00.000","Application No. 20145691 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of Hearth Restaurant Investors, LLC, d/b/a/ Hearth for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 403 East 12th Street, Borough of Manhattan, Community District 3, Council District 2. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"Int 0478-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring photovoltaic systems for city-owned buildings."
"Res 0419-2014",,"Resolution","Committee",,"Resolution declaring May 25th as Missing Persons Day in New York City."
"Res 0420-2014",,"Resolution","Committee",,"Resolution calling on the New York State Legislature to pass S.7404/A.8961 and the Governor to sign such legislation into law, which would amend the New York State Executive Law in order to strengthen the State’s efforts to find missing people, which includes both children and adults."
"Res 0422-2014",,"Resolution","Committee",,"Resolution calling upon the Governor of New York State to sign legislation extending the compliance period during which to obtain a tax abatement for solar electric generating systems."
"Res 0418-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature and the Governor to expand the Compassionate Care Act, which legalized the medicinal use of marijuana."
"T2014-1704",,"Oversight","Committee",,"Oversight - Assessing the Economic Impact of New York’s Failing Infrastructure - Hearing 2: Transportation."
"Res 0421-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass, and the Governor to sign, legislation that would require the Metropolitan Transportation Authority to notify the public of bed bug infestations in the subway and bus systems."
"Int 0480-2014","2014/068","Introduction","Enacted","2014-12-14T00:00:00.000","A Local Law to amend the administrative code of the city of New York, in relation to authorizing an increase in the amount to be expended annually in the Fordham Road business improvement district, extension of the Fordham Road business improvement district, and amending the district plan of the Fordham Road business improvement district to change the method of assessment upon which the district charge is based."
"Int 0479-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter in relation to increasing the eligibility of projects for a waiver of the art commission’s approval."
"Int 0485-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to animal shelters."
"Int 0482-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to banning the sale of products advertised or labeled as bluefin tuna."
"Int 0483-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the provision of e-mail notifications for construction project status updates."
"Int 0484-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to banning smoking in the common areas of all multiple dwellings."
"Int 0481-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the City of New York, in relation to food allergy awareness in food service establishments."
"Res 0417-2014",,"Resolution","Adopted","2014-12-17T00:00:00.000","Resolution recognizing and commemorating January 13th as Korean American Day in the City of New York."
"Int 0477-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to evictions of elderly tenants."
"T2014-1818",,"Oversight","Filed","2014-10-06T00:00:00.000","Oversight: The MTA’s 2015-19 Capital Plan."
