"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location_point"
"50118995",,"Manhattan","2239","1 AVENUE","10029","3479853301",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.795412388492","-73.935846294526","111","08","018800","1052909","1016870023","MN34",
"50110045","SEAFOOD KITCHEN","Queens","9517","57TH AVE","11368","3473483375",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.736709846486","-73.865595875586","404","21","044302","4047119","4019030056","QN25",
"50049831","BARNEY BROWN","Manhattan","822","AVENUE OF THE AMERICAS","10001","2126349114","Sandwiches/Salads/Mixed Buffet","2019-02-08T00:00:00.000","Establishment re-opened by DOHMH.",,,"Not Applicable","0","C","2019-02-08T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Reopening Inspection","40.746293284912","-73.990313511943","105","03","007600","1015711","1008300004","MN17",
"50124902",,"Brooklyn","1013","AVENUE H","11230","9292702439",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.629460358704","-73.966841370368","314","40","046000","3170245","3064980052","BK42",
"50104248","MOCHIDOKI","Manhattan","176","SPRING STREET","10012","5166447370",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.72476099361","-74.002402797544","102","01","004700","1077748","1004880017","MN24",
"50109912","KUNG FU BBQ","Queens","14228","38TH AVE","11354","3478400866",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.761804724724","-73.826364010649","407","20","086500","4540143","4050207503","QN22",
"50119663",,"Queens","14705","45TH AVE","11355","5186573505",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.755526153094","-73.814996126083","407","20","118900","4121969","4054060047","QN52",
"50107235","LA CUMBANCHITA","Brooklyn","24","IRVING AVENUE","11237","7185991952",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.705174676564","-73.925232270409","304","34","042700","3072363","3031750028","BK77",
"50118381","WHATEVER FOREVER","Brooklyn","590","FULTON STREET","11217","2126581887",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.688083458079","-73.97890960556","302","35","003300","3424470","3021077501","BK68",
"50041663","LIMA RESTAURANT","Queens","8507","NORTHERN BLVD","11372","9178326682","Peruvian","2017-10-04T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","19",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.75587303655","-73.882402594274","403","25","033700","4034689","4014150045","QN28",
"50068183","CHEF 28","Manhattan","29","EAST   28 STREET","10016","2126858871","Chinese","2018-02-22T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.743871880882","-73.985369750385","105","02","007400","1016901","1008580026","MN17",
"41183237","809 GRILL & BAR RESTAURANT","Manhattan","112","DYCKMAN STREET","10040","2123043800","Latin American","2019-03-12T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.86201245293","-73.925022728194","112","10","028500","1064174","1021740064","MN35",
"50119850","DUNKIN DONUTS","Staten Island","172","WEST SERVICE ROAD","10314","9735382853",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.588140477973","-74.193686993659","502","50","029102","5156853","5026540001","SI05",
"50004449","BROTHER'S PIZZERA","Bronx","27","EAST KINGSBRIDGE ROAD","10468","7182953897","Pizza","2022-03-21T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","40","N",,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.867221998631","-73.896761192871","207","14","040304","2017484","2033170001","BX28",
"50105709","JOSE LUIS","Manhattan","186","AVENUE B","10009","3477542168",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.727808572733","-73.979225309987","103","02","003400","1005181","1004050034","MN22",
"50109233","WRITING ON THE WALL","Manhattan","244","EAST HOUSTON STREET","10002","2157600337",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.722051043248","-73.985706463483","103","02","003002","1075675","1003970065","MN22",
"50000518","MAMALEE","Queens","21312","48TH AVENUE","11364","7187678680","Asian/Asian Fusion","2018-07-07T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","30",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.755506454985","-73.767910434589","411","23","143500","4158372","4073720006","QN46",
"50125838","Van Leeuwen Ice Cream LLC","Manhattan","258","WEST   16 STREET","10011","7187011630",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.740543416094","-74.00032117092","104","03","008100","1081541","1007650001","MN13",
"50000188","HOME GARDEN","Bronx","1806","CROTONA AVENUE","10457","7189013688","Chinese","2022-03-15T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","9","A","2022-03-15T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.842963670736","-73.89334738398","206","17","036902","2009949","2029490039","BX17",
"50124568",,"Brooklyn","358","BROADWAY","11211","5203310546",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.707501444244","-73.955318137207","301","33","052900","3059767","3021530001","BK72",
"50119444",,"Queens","4007","150TH ST","11354","7184608989",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.763465666655","-73.814320592605","407","20","116700","4114088","4050340019","QN51",
"50110758","Dorsett","Brooklyn","677","WASHINGTON AVENUE","11238","9179233233",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.67698249404","-73.96360180426","308","35","020500","3325277","3011540001","BK64",
"50069543","TOP THAI","Manhattan","235","SULLIVAN STREET","10012","6467264418","Thai","2018-05-21T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","17",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.729704341833","-73.999646408867","102","01","006500","1008670","1005390013","MN23",
"50098716","EATALY NY LLC","Manhattan","999","BROADWAY",,"5167136011","Pizza","2019-10-17T00:00:00.000","Violations were cited in the following area(s).","05A","Sewage disposal system improper or unapproved.","Critical","58",,,"2022-08-29T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","0","0",,,,,"1",,
"41236257","DUNKIN","Brooklyn","906","CONEY ISLAND AVENUE","11218","7188710526","Donuts","2021-08-23T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","12","A","2021-08-23T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Re-inspection","40.635543051033","-73.967728267994","312","40","048200","3127353","3054030032","BK42",
"41217679","LUXOR LOUNGE","Manhattan","118","MACDOUGAL STREET","10012","2124755544","American","2018-12-05T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.729748256599","-74.000681926208","102","01","006500","1008695","1005400008","MN23",
"50123211",,"0","N/A","N/A","N/A","7328248529",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,,,,,,,,,
"50112471",,"Brooklyn","338","WYTHE AVENUE","11249","977448367",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.714632973409","-73.964995208238","301","33","055100","3062888","3024037501","BK73",
"50125809","XPIZZA","Manhattan","190","FRONT STREET","10038","9179224796",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.706670174959","-74.004147844426","101","01","001502","1001162","1000747501","MN25",
"50121468","COURTLANDT PIZZA","Bronx","647","COURTLANDT AVENUE","10451","3474666823",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.818921110065","-73.918477868008","201","17","006700","2001885","2024110141","BX34",
"50115099","CICCI DI CARNE/ ELECTRIC PIZZA/ PLANT NATION","Manhattan","450","WEST   33 STREET","10001","3236558000",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.753567304304","-73.998837782767","104","03","010300","1089695","1000000000","MN13",
"50117395","THE CIVILIAN HOTEL","Manhattan","305","WEST   48 STREET","10036","6466928012",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.761251956858","-73.987517351932","104","03","012700","1090721","1010390027","MN15",
"50060720","SAKURA 4","Queens","6419","MYRTLE AVE","11385","7183667888","Japanese","2019-04-17T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","43",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.701025337539","-73.891782893305","405","30","057700","4437861","4036390026","QN19",
"50115301","LYRIC THEATRE","Manhattan","214","WEST   43 STREET","10036","5857495832",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.756994797931","-73.987171635344","105","03","011900","1024691","1010140039","MN17",
"50125759",,"Manhattan","710","AMSTERDAM AVENUE","10025","6467558968",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.793033256558","-73.971118688237","107","06","018300","1033679","1012420033","MN12",
"50014366","TY BAR, FOUR SEASONS HOTEL","Manhattan","57","EAST   57 STREET","10022","2123506603","American","2018-03-13T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","12","A","2018-03-13T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.76205063861","-73.971792774001","105","04","011202","1077862","1012937501","MN17",
"50106133",,"Bronx","728","COURTLANDT AVENUE","10451","47544998989",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.820759493907","-73.917644610223","201","17","006900","2091200","2024020005","BX34",
"50111791","THE FLATBUSHIAN CAFE","Brooklyn","1429","FLATBUSH AVENUE","11210","3472218476",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.635676957931","-73.950668141324","314","45","078600","3121665","3052500010","BK42",
"50117443",,"Manhattan","28","7 AVENUE SOUTH","10014","2126278838",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.730437101332","-74.004629208489","102","03","006700","1009800","1005830038","MN23",
"50123517","THE ASTOR","Queens","3616","DITMARS BLVD","11105","9177036544",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.774212198412","-73.908011827858","401","22","011700","4016402","4008210134","QN72",
"50109152","MELTING POT","Brooklyn","4914","AVENUE H","11234","7182094372","Creole","2022-08-04T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Not Critical","29","N",,"2022-08-29T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.632789109919","-73.929107444422","318","45","072200","3214493","3077530045","BK58",
"41638854","ANTONIO'S PIZZERIA","Brooklyn","32","COURT STREET","11201","7182371700","Pizza","2018-12-18T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Re-inspection","40.693006404303","-73.9907576189","302","33","000900","3002248","3002550044","BK09",
"50115631",,"Brooklyn","200","KENT AVENUE","11249","5874003400",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.717986845175","-73.964232270909","301","33","055500","3000000","3023560001","BK73",
"50125620",,"Manhattan","492","9 AVENUE","10018","9175399498",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.755590075161","-73.994686844973","104","03","011100","1013614","1007610004","MN13",
"50103442","CINCO NACIONES RESTAURANT","Bronx","806","WESTCHESTER AVENUE","10455","8608795810",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.818829673508","-73.903224209111","201","17","007900","2004990","2026760045","BX34",
"50112356",,"Manhattan","228","EAST  116 STREET","10029","6467896237",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.797601799625","-73.939239238302","111","08","018800","1052543","1016650038","MN34",
"50108971","THE NUAA TABLE","Brooklyn","638","BERGEN STREET","11238","7186236395",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.679503705375","-73.968705593608","308","35","016300","3028141","3011447504","BK64",
"50114694",,"Bronx","1212","BROOK AVENUE","10456","6462452723",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.831608412627","-73.908983732572","203","16","014500","2001638","2023930014","BX01",
"50110143","GRAVESEND PIZZA","Brooklyn","181","34 STREET","11232","7185045900","Pizza","2022-01-04T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","29",,,"2022-08-29T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.655650315142","-74.003618468408","307","38","008400","3010158","3006840040","BK32",
"50124788","10:02 Lounge & Restaurant","Bronx","806","E TREMONT AVE","10460","9176172812",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.843666351876","-73.887617618406","206","17","036502","2010067","2029560023","BX17",
"50104768","ZARO'S","Queens","1","CENTRAL TERMINAL",,"9732067277",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"0","0",,,,,"4",,
"50109923","VERANDA SOHO","Manhattan","23","GRAND STREET","10013","3135154753",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.72287251676","-74.00484875081","102","01","004700","1088492","1002270050","MN24",
"50085369","7 GRAMS CAFFE","Manhattan","76","MADISON AVENUE","10016","2127271777","Coffee/Tea","2020-01-07T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","24",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.74385821237","-73.98581003216","105","02","005600","1087536","1008577501","MN13",
"50102205","CHUNG CHING","Bronx","26266","ALEXANDER AVE",,"3479676666","Chinese","2022-06-01T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","42",,,"2022-08-29T06:00:14.000","Pre-permit (Operational) / Initial Inspection","0","0",,,,,"2",,
"50101493","I LOVE PANZEROTTI","Manhattan","130","SAINT MARKS PLACE","10009","6468211004",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.727200054588","-73.984395673791","103","02","003200","1005836","1004350029","MN22",
"50110291",,"Bronx","530","EAST  138 STREET","10454","3473601759",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.807137783656","-73.91829006776","201","08","002500","2000040","2022650035","BX39",
"50111057","886 WENWEN","Brooklyn","1025","MANHATTAN AVENUE","11222","8313243588",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.733974562561","-73.954892578391","301","33","056300","3064036","3025120048","BK76",
"50115440","THE COVE","Staten Island","6272","AMBOY ROAD","10309","2123650203",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.524011589316","-74.214884250865","503","51","022600","5087273","5077020069","SI11",
"50113784","SHEIKH SHACK","Queens","8237","164TH ST","11432","3472805949",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.718277296367","-73.80368952254","408","24","126700","4152344","4070380013","QN38",
"50123109",,"Manhattan","100","PEARL STREET","10004","9176362980",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.704279137344","-74.009784953715","101","01","000900","1000855","1000300019","MN25",
"50096475","HUNGRY GHOST 2","Manhattan","NKA","HIGH LINE PK WEST 22ND ST","10001","2022706688","Other","2022-06-16T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","10","A","2022-06-16T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection",,,,,,,,,
"50112985",,"Bronx","114","EAST BURNSIDE AVENUE","10453","718708866",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.852962119416","-73.905158873485","205","14","024100","2007669","2028070059","BX41",
"50065126","FIRENZE RISTORANTE","Manhattan","1555","2 AVENUE","10028","2128619368","Italian","2019-06-03T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","13","A","2019-06-03T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.774459518801","-73.954244042337","108","05","013800","1048550","1015260126","MN32",
"50118783",,"Brooklyn","522","METROPOLITAN AVENUE","11211","6462366807",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.714051548855","-73.951241174892","301","34","051300","3347673","3027610010","BK73",
"50105481","MILAD ZARRIN","Brooklyn","307","CLIFTON PLACE","11216","9175366226",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.689164624142","-73.951053909014","303","36","025100","3329664","3017890001","BK75",
"41717742","ACCRA RESTAURANT","Manhattan","2065","7 AVENUE","10027","6469825616","African","2017-12-20T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.807850006793","-73.949131232409","110","09","022200","1057775","1019080001","MN11",
"41688234","BARCLAYS, BK TACO","Brooklyn","620","ATLANTIC AVENUE","11217","9176186310","Tex-Mex","2017-01-25T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2017-01-25T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.683446896895","-73.975691312176","302","35","012902","3398156","3011180001","BK37",
"50101915","FORUM BUILDING PANTRY","Manhattan","605","WEST  125 STREET","10027","7189136408",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.816085318291","-73.958648187019","109","07","021900","1000000","1019950031","MN06",
"50116117","LEGENDS TAVERN","Queens","7104","35TH AVE","11372","9175993463",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.750719368488","-73.894733598464","403","25","029100","4029524","4012710101","QN28",
"40873175","CRAFT","Manhattan","4347","EAST   19 STREET",,"2127800880","American","2017-03-28T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","15",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50042744","AZTEC SOUL","Brooklyn","3372","ATLANTIC AVENUE","11208","3476631651","Mexican","2022-07-26T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Not Critical","22",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.681555445711","-73.871973758914","305","37","117800","3093271","3041620018","BK83",
"50098716","EATALY NY LLC","Manhattan","999","BROADWAY",,"5167136011","Pizza","2019-10-29T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2022-08-29T06:00:14.000","Pre-permit (Non-operational) / Re-inspection","0","0",,,,,"1",,
"41645673","69 PIZZERIA","Queens","4917","69TH ST","11377","7188988899","Pizza","2019-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","22",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.737444033017","-73.895927413854","402","30","048900","4056346","4024350001","QN50",
"50015757","JOE'S PIZZA & PASTA","Queens","5607","MARATHON PKWY","11362","7182291300","Pizza","2022-04-26T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","13","A","2022-04-26T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.760189479339","-73.731612502881","411","23","152902","4172803","4083360001","QN45",
"50118741","Ace’s Pizza","Manhattan","30","ROCKEFELLER PLAZA","10112","5167706510",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.758747437799","-73.978692223615","105","04","010400","1076262","1012657501","MN17",
"50127046",,"Brooklyn","648","MANHATTAN AVENUE","11222","6462098242",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.724423990664","-73.951154185424","301","33","056900","3066107","3026470041","BK76",
"50124779","ASIAN AROMA","Queens","3804","61ST ST","11377","7178021208",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.747586229493","-73.902508847372","402","26","025900","4027771","4012150001","QN63",
"50125927","FOUQUETS RESTURANT AND BAR","Manhattan","456","GREENWICH STREET","10013","429188",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.723563905347","-74.009520823412","101","01","003900","1002927","1002240032","MN24",
"50116348",,"Brooklyn","135","GRAHAM AVENUE","11206","9178682613",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.706420065594","-73.943066537144","301","34","050500","3325865","3030700020","BK90",
"50121548","NEAT BURGER","0","N/A","N/A","N/A","3104998937",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,,,,,,,,,
"50116130",,"Queens","9038","CORONA AVE","11373","9178334043",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.742049971025","-73.874228012675","404","25","046100","4045584","4018470006","QN29",
"50122409",,"Manhattan","383","3 AVENUE","10016","9173551231",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.741626040128","-73.981093911115","106","02","006600","1019872","1009080005","MN20",
"50113697",,"Brooklyn","140","GRAHAM AVENUE","11206","3479221910",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.706236140937","-73.943016199656","301","34","049300","3071289","3030710005","BK78",
"50126680","YAMANI","Brooklyn","7204","5 AVENUE","11209","718 808 8877",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.631557354079","-74.021796613905","310","43","013000","3147413","3059090039","BK31",
"50122145",,"Brooklyn","1177","BEDFORD AVENUE","11216","9179452216",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.683146497209","-73.953859851407","303","36","024500","3329694","3018270002","BK75",
"40928698","THALASSA","Manhattan","179","FRANKLIN STREET","10013","2129417661","Greek","2020-01-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","13","A","2020-01-22T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.719345211758","-74.009354272987","101","01","003900","1002075","1001810016","MN24",
"50112602",,"Bronx","980","LONGWOOD AVENUE","10459","9176027162",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.817142305327","-73.89764123101","202","08","008500","2005537","2027070060","BX33",
"50104541","PURGATORY","Brooklyn","675","CENTRAL AVENUE","11207","4233667574",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.687102529457","-73.905846409911","304","37","041100","3080149","3034470001","BK78",
"50113158",,"0","N/A","N/A","N/A","9174988998",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,,,,,,,,,
"50106321","LOTUS + CLEAVER","Queens","2807","JACKSON AVE","11101","3475633752",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.748426503546","-73.93876816236","402","26","001900","4615628","4004200001","QN31",
"50117138","THIRST","Manhattan","692","10 AVENUE","10019","6462219640",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.763645821342","-73.992527468556","104","03","012700","1026582","1010580004","MN15",
"50120926","ENROY'S","Brooklyn","620","MYRTLE AVENUE","11205","9143149393",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.694220909985","-73.959113524489","303","33","023500","3054934","3019120021","BK69",
"50118284",,"Queens","7845","SPRINGFIELD BLVD","11364","9292575256",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.736707810284","-73.747267172662","411","23","129104","4165627","4078420012","QN42",
"50114752","Taco Bell","Staten Island","2471","HYLAN BOULEVARD","10306","2108492417",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.570951768371","-74.109279776276","502","50","012200","5104779","5036490060","SI45",
"50075044","DABAKH KINE RESTAURANT","Brooklyn","1933","FULTION ST",,"3476228236","African","2019-11-13T00:00:00.000","Violations were cited in the following area(s).","22F","MISBRANDED AND LABELING","Not Critical",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Re-inspection","0","0",,,,,"3",,
"40378571","IL CANTINORI RESTAURAUNT","Manhattan","32","EAST   10 STREET","10003","2126736044","Italian","2022-02-09T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","5","A","2022-02-09T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.732402237364","-73.99307221868","102","02","005900","1009097","1005610011","MN23",
"50121971","MINT PORCH CAFE","Brooklyn","2123","CATON AVENUE","11226","6466532872",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.652791471847","-73.959737259455","314","40","050803","3397264","3050630058","BK42",
"50036649","LOS CHILES BAR & RESTAURANT","Queens","9607","37TH AVE","11368","7186140690","Mexican","2018-10-11T00:00:00.000","Violations were cited in the following area(s).","15F6","Workplace SFAA policy not prominently posted in workplace","Not Critical",,,,"2022-08-29T06:00:14.000","Smoke-Free Air Act / Initial Inspection","40.751592309972","-73.87067284564","403","21","037500","4043101","4017370032","QN26",
"50126739",,"Manhattan","43","WEST   32 STREET","10001","2013903971",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.747679030979","-73.986729522959","105","04","007600","1015843","1008340016","MN17",
"50104558","GREEN STREETS SALADS","Brooklyn","67","IRVING AVENUE","11237","2405494989",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.704462932019","-73.923941872195","304","34","044700","3072586","3031880001","BK77",
