"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Department of Parks and Recreation (DPR)","Cool It! NYC 2021","This dataset represents amenities activated as a part of Cool It! NYC, a Citywide plan to increase the amount of cooling features available to the public during heat emergencies, particularly in neighborhoods that face the dangers of high heat.","Historical Data","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-11-12T00:00:00.000","https://data.cityofnewyork.us/dataset/Cool-It-NYC-2020-Cooling-Sites/h2bn-gu9k","h2bn-gu9k",,"Y"
"Department of Parks and Recreation (DPR)","Map of NYC Parks Structures","Map of NYC Parks Structures","Quarterly","2019-04-15T00:00:00.000","2022-02-28T00:00:00.000","Released","2021-12-16T00:00:00.000","https://data.cityofnewyork.us/dataset/NYC-Parks-Structures-Map/ahzi-mykc","ahzi-mykc","Due to the COVID-19 response, the Open Data team and other relevant Parks divisions have had to pivot efforts towards the shifting agency priorities for operations and data collection.","Y"
"Department of Parks and Recreation (DPR)","Capital Projects","Information about NYC Parks' Capital Improvement projects","Annually","2018-10-01T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,"Due to the COVID-19 response, the Open Data team and other relevant Parks divisions have had to pivot efforts towards the shifting agency priorities for operations and data collection.","Y"
"Department of Parks and Recreation (DPR)","Forest Restoration Treatment Tracking","Information related to site preparation of reforestation areas.","Bi-Annually","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,"Due to the COVID-19 response, the Open Data team and other relevant Parks divisions have had to pivot efforts towards the shifting agency priorities for operations and data collection.","Y"
"Department of Records and Information Services (DORIS)","Extract from DORIS- Municipal Archives Division Accession Log","Accession Log records data (collection name, date span, quantity, content) regarding record collections transferred into Municipal Archives division of DORIS.","Monthly","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Records and Information Services (DORIS)","OpenRecords Requests","The OpenRecords Requests dataset consists of information about FOIL Requests including Agency name, date created, date closed, due date, status","Daily","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-11-12T00:00:00.000","https://data.cityofnewyork.us/City-Government/OpenRecords-FOIL-Requests/kegn-anvq","kegn-anvq",,"Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","SNAP Cases Reopened with a Missed Benefits Cycle","Quarterly summary of SNAP cases reopened within 3 months of closing where the cases had a missed benefits cycle. Counts grouped by NYS WMS Closing Code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","Cash Assistance Cases Reopened with a Missed Benefits Cycle","Quarterly summary of cash assistance cases reopened within 3 months of closing where the cases had a missed benefits cycle. Counts grouped by NYS WMS Closing Code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","SNAP Cases Closed","Quarterly summary of SNAP cases closed in the period, grouped by NYS WMS Closing Code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","Cash Assistance Cases Reopened","Quarterly summary of cash assistance cases reopened within 3 months of closing, grouped by NYS WMS Closing Code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","Cash Assistance Cases Rejected","Quarterly summary of cash assistance rejections, grouped by NYS WMS rejection code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","Cash Assistance Applications for Heads of Household","Application information for Youth Heads of Household","Biannually","2020-10-31T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-10-13T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Cash-Assistance-Applications-for-Youth-Heads-of-Ho/auj6-ur3j","auj6-ur3j","Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","SNAP Cases Rejected","Quarterly summary of SNAP rejections, grouped by NYS WMS rejection code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","SNAP Cases Reopened","Quarterly summary of SNAP cases reopened within 3 months of closing, grouped by NYS WMS Closing Code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Social Services (DSS) - Human Resources Agency (HRA)","Cash Assistance Cases Closed","Quarterly summary of cash assistance cases closed in the period, grouped by NYS WMS Closing Code and further disaggregated by city council district, ethnicity, gender, age, LEP status, and Reasonable Accommodation status.","Quarterly","2020-10-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Data is prepared manually and will be reformatted based on feedback from our partners for improved usability to the end users.","Y"
"Department of Transportation (DOT)","Street Directional Change Requests","Community and public requests for one way street conversions and reversals, two-way street conversions within the five boroughs.","Annually","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Released","2022-07-18T00:00:00.000","https://data.cityofnewyork.us/Transportation/Street-Direction-Change-Requests-2019-Present-/9a6i-gcns","9a6i-gcns",,"Y"
"Department of Transportation (DOT)","Agency Authorized on Street Parking Permit","Parking permits issued to government employees, teachers and private school facilities to travel between multiple facilities with authorized on-street parking spaces.","To Be Determined","2019-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,," Delayed to 12/31/2022 due to complexity of the dataset.","Y"
"Department of Transportation (DOT)","Sidewalk Database","Sidewalk Management tracks, organizes and reports on status of New York City sidewalks.","To Be Determined","2019-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,," Delayed to 12/31/2022 due to system updates.","Y"
"Department of Transportation (DOT)","Pedestrian Ramp Database (PRISM)","The Pedramps application is used to record the accessibility of a street corner, type and grade of pedestrian ramps.","Daily","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,," Delayed to 12/31/2022 due to complexity of the dataset.","Y"
"Department of Transportation (DOT)","Automated Traffic Recorder (ATR) Counts","A collection of traffic volume counts using Automated Traffic Recorder (ATR) at bridge crossings and roadways every fifteen (15) minutes.","Monthly","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-10-06T00:00:00.000","https://data.cityofnewyork.us/Transportation/Automated-Traffic-Volume-Counts/7ym2-wayt","7ym2-wayt",,"Y"
"Department of Transportation (DOT)","Exclusive Pedestrian Signal Locations","Intersections where traffic signals stops traffic in all directions at the same time to give pedestrians exclusive time to cross the street.","Annually","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Transportation (DOT)","Annual On-Street Parking Permit (AOSPP)","Travel permits issued to not-for-profits organizations, which allow vehicles conducting business to park for particular purposes in designated parking zones or locations for short, prearranged periods of time.","To Be Determined","2018-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,," Delayed to 12/31/2022 due to complexity of the dataset.","Y"
"Department of Transportation (DOT)","City Owned Bicycle Rack Location Work Order","City- owned bicycle racks tracks repair and work orders.","Monthly","2020-12-31T00:00:00.000","2021-12-31T00:00:00.000","Removed from the plan",,,,"System sunset/ no longer maintained.","Y"
"Department of Transportation (DOT)","Agency Business Parking Permit (ABPP)","Parking permits issued to government employees who need to park while conducting official business, valid for three hour parking in No Parking, Truck Loading and metered zones, submitted through each agency’s DOT liaison and distributed by DOT through the employee’s agency liaison.","To Be Determined","2018-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,," Delayed to 12/31/2022 due to complexity of the dataset.","Y"
"Department of Transportation (DOT)","Midtown in Motion- EZ Pass Readers","E-Z Pass readers are installed throughout NYC to determine traffic speed. This creates studies for Midtown in Motion projects and other traffic calming and reorganizations to best adjust to driver's needs.","Annually","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,," Delayed to 12/31/2022 due to complexity of the dataset.","Y"
"Department of Transportation (DOT)","Expedited Sidewalk Repair Database","Database tracks property owner requests and sidewalk repair within the Expedited Program (quicker sidewalk repair at a premium cost to mobilize a sidewalk contract outside of the assigned Community Board)","To Be Determined","2019-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,"Delayed- Due to complexity of the dataset, data will be released by 12/31/2022","Y"
"Department of Veterans' Services (DVS)","Veteran-Owned Business (VOB) List","The dataset includes the information gathered and reported in Veteran-Owned Business (VOB) Map located on DVS Website.","Bi-Annually","2022-01-31T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Youth & Community Development","LL81 of 2018 Streamlined Referral from DYCD to DHS","The dataset is comprised of a spreadsheet compiled from referral emails from DYCD contracted providers to DHS seeking to place youth in DHS shelter.","Annually","2021-11-30T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,"DYCD is finalizing the formatting of data sets and data dictionaries to be published.","Y"
"Department of Youth & Community Development","LL79 of 2018 Shelter Access Report","The dataset is comprised of reports from providers compiled into a spreadsheet for this report.","Annually","2021-11-30T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,"DYCD is finalizing the formatting of data sets and data dictionaries to be published.","Y"
"Department of Youth & Community Development","Discretionary Contract Payments","Payment history of DYCD-monitored City Council Discretionary contracts","Annually","2021-11-30T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,"DYCD is finalizing the formatting of data sets and data dictionaries to be published.","Y"
"Department of Youth & Community Development","RHY Daily Census Report","Percent of RHY bed vacancies per day, total vacancies per day, and total beds per day","Annually","2021-11-30T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,"DYCD is finalizing the formatting of data sets and data dictionaries to be published.","Y"
"Department of Youth & Community Development","LL86 of 2018 RHY Demographics and Services","The dataset for this report was derived from monthly reports from providers and DYCD database.","Annually","2021-11-30T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,"DYCD is finalizing the formatting of data sets and data dictionaries to be published.","Y"
"Department of Youth & Community Development","DYCD Contracts","Contracts administered by DYCD","Annually","2022-01-31T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Equal Employment Practices Commission (EEPC)","EEPC Meetings","Schedule of EEPC Commission Meetings and Recordings","Annually","2020-12-31T00:00:00.000","2022-02-28T00:00:00.000","Scheduled for release",,,,"Technical issues to be resolved to ensure accuracy prior to data release.","Y"
"Equal Employment Practices Commission (EEPC)","EEPC Jurisdiction - Audit Reports","Completed Audit Reports for entities under the EEPC's Jurisdiction","Bi-Monthly","2020-10-31T00:00:00.000","2022-02-28T00:00:00.000","Scheduled for release",,,,"Technical issues to be resolved to ensure accuracy prior to data release.","Y"
"Equal Employment Practices Commission (EEPC)","EEPC Annual Reports","EEPC Annual Report","Annually","2021-03-31T00:00:00.000","2022-02-28T00:00:00.000","Scheduled for release",,,,"Technical issues to be resolved to ensure accuracy prior to data release.","Y"
"Equal Employment Practices Commission (EEPC)","Local Law 13 of 2019  Report","Analysis and reporting of citywide ethnic and racial underutilization and adverse impact","Annually","2021-04-30T00:00:00.000","2022-02-28T00:00:00.000","Scheduled for release",,,,"Technical issues to be resolved to ensure accuracy prior to data release.","Y"
"Independent Budget Office (IBO)","NYC COVID 19 Spending by Agency by Expense Description","Amount of City-funded COVID-19 related expenditures by agency, aggregated by FMS expense descriptions.","Monthly","2020-11-30T00:00:00.000","2021-12-31T00:00:00.000","Released","2022-07-17T00:00:00.000","https://data.cityofnewyork.us/City-Government/NYC-COVID-19-Spending-by-Agency-by-Expense-Descrip/duk5-k5fk","duk5-k5fk","This data's publication to the Open Data portal has been delayed. The data needs to be reconfigured to share on the Open Data portal. This data is currently available on IBO's website here: https://ibo.nyc.ny.us/covid-19-city-spending-tracker.html","Y"
"Independent Budget Office (IBO)","NYC COVID 19 Spending by Expense Type","Aggregation of all city-funded expenses coded by agencies as being related to the COVID-19 pandemic, allocated to IBO-defined expense types.","Monthly","2020-11-30T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-11-24T00:00:00.000","https://data.cityofnewyork.us/dataset/Independent-Budget-Office-NYC-COVID-19-Cumulative-/khqt-g67n","khqt-g67n","IBO is currently working with the Open Data team to release this dataset on the Open Data Portal. This data is currently available on IBO’s website here: https://ibo.nyc.ny.us/covid-19-city-spending-tracker.html","Y"
"Independent Budget Office (IBO)","NYC COVID 19 Spending by Date - Citywide and by Agency","Daily summary of citywide and agency COVID-19 related expenditures.","Weekly","2020-11-30T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-11-24T00:00:00.000","https://data.cityofnewyork.us/dataset/Independent-Budget-Office-NYC-COVID-19-Spending-by/ke6f-vhnd","ke6f-vhnd","IBO is currently working with the Open Data team to release this dataset on the Open Data Portal. This data is currently available on IBO’s website here: https://ibo.nyc.ny.us/covid-19-city-spending-tracker.html","Y"
"Mayor's Community Affairs Unit (CAU)","List of Community Boards","Lists of Community Boards by Borough","As Needed","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Mayor's Office for People with Disabilities (MOPD)","NYC Digital Accessibility Report","This report covers accessibility enhancements to websites, mobile apps, maps, videos and other digital content over the past two years.","Biennially","2021-06-30T00:00:00.000","2022-10-31T00:00:00.000","Scheduled for release",,,,"Due to inactivity, the scheduled publication date was reprioritized by the Open Data team","Y"
"Mayor's Office for People with Disabilities (MOPD)","NYC Disability Service Facilitators Contact Information","Contact information of Disability Service Facilitators at City agencies","As Needed","2021-12-31T00:00:00.000","2022-10-31T00:00:00.000","Scheduled for release",,,,"Due to inactivity, the scheduled publication date was reprioritized by the Open Data team","Y"
"Mayor's Office of Climate and Sustainability","LL87 Energy Audit Data","Energy audit data for buildings over 50,000 sq feet","Annually","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-09-16T00:00:00.000","https://data.cityofnewyork.us/Environment/LL87-Energy-Audit-Data/au6c-jqvf","au6c-jqvf",,"Y"
"Mayor's Office of Climate and Sustainability","Local Law 43 Heating Oil Data","This dataset will detail the volume of heating oil delivered to buildings in NYC","Annually","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Scheduled for release",,"https://data.cityofnewyork.us/Environment/Office-of-Climate-and-Sustainability-2017-Fuel-Oil/75g4-kk7x","75g4-kk7x; ae3f-9i8x; psr5-vz6y","Addiitonal UIDs are ae3f-9i8x and psr5-vz6y","Y"
"Mayor's Office of Climate and Sustainability","Local Law 84 Monthly Data","Monthly data on energy conspumption in privately owned buildings over 25,000 sq feet and in City owned buildings over 10,000 square feet","Annually","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-09-30T00:00:00.000","https://data.cityofnewyork.us/Environment/Local-Law-84-2021-Monthly-Data-for-Calendar-Year-2/in83-58q5","in83-58q5","Additional UIDs are njuk-taxk and evu4-6zyr","Y"
"Mayor's Office of Climate Resiliency (MOCR)","Climate research exchange survey","This data set will be collected through focus groups, follow-on surveys, and informal (semi-structured) interviews of personnel from city, state, and federal agencies, as well as residents in communities across the City. The focus of the data will be qualitative input on climate research priorities.","Annually","2021-04-30T00:00:00.000","2022-04-22T00:00:00.000","Removed from the plan",,,,"These data came from a one-time workshop series conducted by the agency. The dataset is minimal and not in an easily sharable format. However, results have been summarized in detail in the 2021 State of Climate Knowledge report.https://www1.nyc.gov/assets/orr/pdf/publications/CKE_Report.pdf","Y"
"Mayor's Office of Environmental Remediation (OER)","Historic Land Use Information on Certain Lots","Historic land uses on lots that were vacant, privately owned, and zoned for manufacturing in 2009.  Lots were chosen to include in the SPEED 1.0 environmental mapping portal, and information came from a review of several years of historical Sanborn maps over the past 100 years.  Data for an additional 139 lots requested by community-based organizations was added in 2014.","Historical Data","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Released","2021-12-23T00:00:00.000","https://data.cityofnewyork.us/Environment/Historic-Land-Use-Data/r9ca-6t4q","r9ca-6t4q",,"Y"
"Mayor's Office of Housing Recovery Operations (HRO)","Patterns of Attrition and Retention in the Build it Back Program","Dataset analyzes patterns of homeowner-applicant attrition and retention in the Build it Back Program.","Historical Data","2020-10-31T00:00:00.000","2022-10-31T00:00:00.000","Scheduled for release",,,,"Due to inactivity, the scheduled publication date was reprioritized by the Open Data team","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","ActionNYC Hotline Calls","This dataset includes amount in total ActionNYC calls by month.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","NYC Population by Age and Immigration Status","This dataset includes NYC population, disaggregated by immigration status, age, and year based on American Community Survey.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","MOIA Translation Service Request","List of all translation service requests by MOIA partners. This dataset include translation request information such as agency,  date, languages, and word count.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","Referrals by NYC Immigrant Information Desk","List of all screenings by MOIA InfoDesk. This dataset includes screening information such date, site, and referral type.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","Median Earnings by Immigration Status","This dataset includes median earnings by immigration status by year based on American Community Survey.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","U and T Visa Certification Requests Processed","This dataset includes U and T Visa certification requests processed by status, organization, and year.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","Screenings by MOIA Legal Initiative Programs","This dataset includes amount in total individuals screened  by programs (CBOs, Schools, Hospitals, Hard-to-Reach, Fellowship, and NYCitizenship)","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","We Speak NYC Classes","List of all We Speak NYC classes. This dataset includes class information such as cycle, year, location, and total students engaged.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","Foreign-Born by Immigration Status","This dataset includes NYC Foreign-Born by year and Immigration Status based on American Community Survey.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","NYC Poverty Rate by Immigration Status","This dataset includes NYC poverty rate by immigration status based on American Community Survey.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","ActionNYC screenings by Country of Origin","This dataset includes ActionNYC screenings by year and countries of origin of all ActionNYC clients.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","ActionNYC Legal Services","This dataset includes ActionNYC legal services provided by service type and year.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","NYC Population by Immigration Status","This dataset includes NYC population, disaggregated by immigration status and year based on American Community Survey.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office of Immigrant Affairs (MOIA)","ActionNYC Cases","This dataset includes amount in total ActionNYC cases opened, filed, approved, and denied by program and month.","Annually","2021-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"Due to limited staff capacity related to hiring delays during the COVID-19 pandemic, these datasets will not be released until 06/30/2022.","Y"
"Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV)","ENDGBV Social Media Outreach, Paid Advertising, and the NYC HOPE Resource Directory during COVID-19","An overview of NYC HOPE resource directory visit trends through ENDGBV's social media outreach and paid advertising initiatives during the COVID-19 pandemic.","Historical Data","2021-11-30T00:00:00.000","2021-11-30T00:00:00.000","Released","2021-10-12T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/ENDGBV-Social-Media-Outreach-Paid-Advertising-and-/q7bn-wnne","q7bn-wnne",,"Y"
"NYC Emergency Management (NYCEM)","PPE requests received by NYCEM","Requests for personal protective equipment received by NYCEM during the COVID-19 pandemic","Historical Data","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Removed from the plan",,,,"The DLAN database from which the PPE dataset was derived contains PII and interagency data that is not publicly shared.","Y"
"NYC Emergency Management (NYCEM)","GetFood program vendors","Vendors in the GetFood program that distributed meals to New Yorkers during the COVID-19 pandemic","Historical Data","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Removed from the plan",,,,"This information is static, related to a specific one-off program, and is not regularly created or maintained.","Y"
"NYC Emergency Management (NYCEM)","COVID Hoteling Program list","Hotels used by NYCEM during the COVID-19 pandemic","Historical Data","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Removed from the plan",,,,"This information is static, related to a specific one-off program, and is not regularly created or maintained.","Y"
"Office of Management and Budget (OMB)","Department of Education Funding Sources (Fully Loaded Budget)","Historical and forecast funding for the Department of Education's budget (fully loaded) by City, State, and Federal sources.","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-10-20T00:00:00.000","https://data.cityofnewyork.us/City-Government/DOE-Funding-Sources/m46f-nmju","m46f-nmju",,"Y"
"Office of Management and Budget (OMB)","Total City, Transit and Housing Police Force Headcount","Average headcount for PD's uniformed force. Forecasted years shows budgeted headcount.","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-10-22T00:00:00.000","https://data.cityofnewyork.us/City-Government/Total-City-Transit-and-Housing-Police-Force-Headco/wpnz-dpup","wpnz-dpup",,"Y"
"Office of Management and Budget (OMB)","City University of New York Funding Sources (Fully Loaded Budget)","Historical and forecast funding for the City University of New York by City, State, and Federal sources.","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-10-20T00:00:00.000","https://data.cityofnewyork.us/City-Government/CUNY-Community-College-Expenditures-By-Source/wusu-mzmq","wusu-mzmq",,"Y"
"Office of Management and Budget (OMB)","Total Department of Education Expenditures (Fully Loaded Budget)","Historical and forecast Department of Education expenditures (fully loaded).","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-10-20T00:00:00.000","https://data.cityofnewyork.us/City-Government/DOE-Funding-Sources/m46f-nmju","m46f-nmju",,"Y"
"Office of Management and Budget (OMB)","New York City Public School Enrollment by Educational Setting","New York City Public School Enrollment by Educational Setting","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Removed from the plan",,,,"Source from another city agency, and immaterial.","Y"
"Office of Management and Budget (OMB)","Total New York City Public School Enrollment","Total New York City Public School Enrollment","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Removed from the plan",,,,"Source from another city agency, and immaterial.","Y"
"Office of Management and Budget (OMB)","Capital Commitments By Program Areas","This dataset contains agencies' capital commitments in program areas by source of funds.","Annually","2022-05-01T00:00:00.000","2022-05-01T00:00:00.000","Removed from the plan",,,,"Information in the “Capital Commitment” tables in the Mayor’s Message can be derived from existing datasets listed below:Capital Commitment Actuals in https://data.cityofnewyork.us/d/8u85-k342Capital Commitment Plan in https://data.cityofnewyork.us/d/2cmn-uidmTen-Year Capital Strategy in https://data.cityofnewyork.us/d/b37a-3faw","Y"
"Office of the Comptroller (COMPTROLLER)","New York City Pension Funds asset allocation charts","Asset allocation for NYC 5 pension fund including Teachers, NYCERS, Police, Fire, BERS","Monthly","2020-12-31T00:00:00.000","2021-10-31T00:00:00.000","Released","2022-06-24T00:00:00.000","https://data.cityofnewyork.us/City-Government/The-Five-System-Asset-Allocation-Chart/rh3d-kgz3","rh3d-kgz3","This data is available for the public to view on the New York City Comptroller's website and will be added to the open data website.","Y"
"Police Department (NYPD)","NCO List for Dept Website","List of of officer names assigned as NCOs","Monthly","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Queens Borough President (QBP)","Discretionary Grant Awards","List of discretionary grants issued by the Queens Borough President's Office","Annually","2019-12-31T00:00:00.000","2022-10-31T00:00:00.000","Scheduled for release",,,,"Due to inactivity, the scheduled publication date was reprioritized by the Open Data team","Y"
"Queens Borough President (QBP)","Capital Grant Awards","List of funding from the Queens Borough President's Office for capital projects","Annually","2019-12-31T00:00:00.000","2022-10-31T00:00:00.000","Scheduled for release",,,,"Due to inactivity, the scheduled publication date was reprioritized by the Open Data team","Y"
"Taxi and Limousine Commission (TLC)","Vision Zero TLC-Licensed Vehicle Crash Data","This dataset includes TLC-Licensed Vehicle Crash Data, published to comply with Local Laws 28 and 31.","Quarterly","2021-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
