"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_created","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Bronx River Media Group, LLC","John Battista","johnbattista@yorkstudios.com","3477748500","1410 Story Ave","Bronx","NY","10473","Manufacturing","film & television productios","ECSP","8",,,"2020-02-13T00:00:00.000","13539.12","68441.72","Bronx","40.820972","-73.882556","209","17","28","2000000","2036220018","Soundview-Castle Hill-Clason Point-Harding Park"
"Bronx Westchester Tempering, Inc","Myles Kehoe","myleskehoe@bwtglass.com","2017414848","160 South MacQuesten Pkwy","Bronx","NY","10550","Manufacturing","glass and tempering","ECSP","15",,,"2009-09-29T00:00:00.000","18174.87","388374.29","Bronx",,,,,,,,
"Brooklyn Immuno Therapeutics LLC","Cheryl Rau","crau@brooklynitx.com","2125821199","140 58th Street, Building A, Suite 2100","Brooklyn","NY","11220","Manufacturing","Drugs to fight cancer and other viral diseases","ECSP","8",,,"2016-11-14T00:00:00.000","6034.54","16676.90","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Brooklyn Nets","Jeffrey Gewirtz","jgewitrtzbrooklynnets.com","7189429544","146-168 39th Street","Brooklyn","NY","11216","Commercial","Administrative Back office","ECSP","62",,,"2016-06-13T00:00:00.000","141833.39","2197349.92","Brooklyn","40.655973","-74.01167","307","38","18",,,"Sunset Park West"
"BROOKLYN UNION GAS COMPANY","ROBERT BEDNARZ","robert.bednarz@us.ngrid.com","7184032727","Keyspan Energy Delivery","Brooklyn","NY","11236","Commercial","ADMINISTRATIVE OFFICE","ECSP","497",,,"2007-09-04T00:00:00.000","11534.91","2895148.57","Brooklyn",,,,,,,,
"Brooklyn Wholesale Bakery LLC","Seth Zalkin","zalkin@brooklynbrands.com","2126331399","828 East 144th Street","Bronx","NY","10454","Wholesale/Warehouse/Distribution","Commercial bakery","ECSP","252",,,"2018-02-08T00:00:00.000","50745.61","108176.80","Bronx","40.808975","-73.907159","201","8","31","2097197","2025990035","Mott Haven-Port Morris"
"Brunetti & Brunetti LLC","Cheryl Brunetti",,"2129513501","40 Rector Street","NY","NY","10006","Commercial",,"ECSP","123",,,"2013-01-02T00:00:00.000","10858.38","35001.67","New York","40.708356","-74.014814","101","1","13","1088750","1000557501","Battery Park City-Lower Manhattan"
"Burden, LLC","Jonathan Burden","info@jonathanburden.com","2129418247","47-20 33rd Street","Long Island City","NY","11101","Manufacturing","Manufacture and refurbisher of furniture","ECSP","6",,,"2016-12-07T00:00:00.000","1158.02","2874.67","Queens","40.742122","-73.932203","402","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth"
"CAMEO METAL PRODUCTS, INC.","Vito DiMaio","vito@cameometal.com","7187881106","127 12TH STREET","BROOKLYN","NY","11215","Manufacturing","Mfg and finisher of metal components for the cosmetic, fragrance and beverage industries","ECSP","32",,,"2008-02-11T00:00:00.000","4960.79","290018.06","Brooklyn","40.670218","-73.993677","306","39","117","3022774","3010200052","Park Slope-Gowanus"
"Caples Jefferson Architects, PC","Sara  Caples","sarac@capjeff.com","2127799772","37-18 Northern Blvd.","Queens","NY","11101","Commercial","architectural services, bldg design","ECSP","6",,,"2011-10-30T00:00:00.000","549.56","5972.73","Queens","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"Carlton House Restoration, Inc.","Kenneth R. Dell","kdell@carltonhouse.net","7186090762","18-20 Dacatur Street","Ridgewood","NY","11385","Other",,"ECSP","15",,,"2020-02-19T00:00:00.000","1137.65","4761.22","Queens",,,,,,,,
"CARNEGIE LINEN SERVICES, INC.","ERIC SCHWEITZER","ericschweitzer@carnegielinen.com","7184022499","874 EAST 139TH STREET","Bronx","NY","10454","Commercial","COMMERCIAL","ECSP","20","5","20","2007-11-06T00:00:00.000","3057.76","202990.89","Bronx","40.803371","-73.907629","201","17","19","2004038","2025980001","Mott Haven-Port Morris"
"Casual Films, Inc.","Barnaby Cook","barnaby@casualfilms.com","2127964933","141 Flushing Ave, Bldg 77, Ste #902","Brooklyn","NY","11205","Manufacturing","film production and post production","ECSP","17",,,"2019-04-19T00:00:00.000","1340.05","2606.63","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"CAVCO ROOFING, INC.","Robert Cavallino","rob@cavcoroofing.com","7182652551","338 37TH STREET","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","roof fabricator & contractor","ECSP","8",,,"2009-06-12T00:00:00.000","235.26","4394.39","Brooklyn","40.654403","-74.006109","307","38","84","3000000","3007000019","Sunset Park West"
"Chase Bank, N.A.","Edward P Rooney","edward.p.rooney@chase.com","2126220004","Three and Four Chase Metrotech Center","Brooklyn","NY","11201","Commercial","Financial Services","ECSP","3225",,,"2017-07-03T00:00:00.000","405875.22","3098630.05","Brooklyn","40.694059","-73.985741","302","33","11","3000000","3001420100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Chelsea Plastics Corp/Plexi-Craft Quality Products","Allen Frechter","allen@plexi-craft.com","2129243244","30-02 48th Avenue","Long Island City","NY","11101","Manufacturing","Acrylic furniture","ECSP","15",,,"2016-03-31T00:00:00.000","11775.69","45530.62","Queens","40.741426","-73.937833","402","26","199","4003546","4002870011","Hunters Point-Sunnyside-West Maspeth"
"Christie's Fine Art Storage Services, Inc","Tim Yule","tyule@christies.com","2126362479","62 Imlay Street","Brooklyn","NY","11231","Wholesale/Warehouse/Distribution","Fine Arts & Antique storage","ECSP","9",,,"2012-11-28T00:00:00.000","113206.94","637206.90","Brooklyn","40.682405","-74.008148","306","38","53","3008286","3005150050","Carroll Gardens-Columbia Street-Red Hook"
"Christie's Inc.","Edward Dolman","jkuduk@christies.com","2126362602","32-35 48th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Commercial Auction house and warehouse","ECSP","40",,,"2011-06-07T00:00:00.000","14656.28","341927.86","Queens","40.740902","-73.933139","402","26","199","4003446","4002520001","Hunters Point-Sunnyside-West Maspeth"
"Citibank, N.A.","Keith Owen","tony.agazzi@citi.com","7182484939","ONE COURT SQUARE/ 25-01 JACKSON AVE","Queens","NY","11120","Commercial","ADMINIST. OFFICES","ECSP","699",,,"2009-10-06T00:00:00.000","34177.92","1312273.28","Queens",,,,,,,,
"City Baking LLC aka Bakery City LLC","Barry Blaine","citybaking@aol.com","7183928514","10-41 45th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Commercial Baker","ECSP","19",,,"2014-07-08T00:00:00.000","9463.36","49780.68","Queens","40.748069","-73.951216","402","26","7","4000427","4000510016","Hunters Point-Sunnyside-West Maspeth"
"CN MANAGEMENT LLC","Peter PAPAGIANAKIS","spartanllc@verizon.net","9174780570","25-40 27TH ST.","QUEENS","NY","11102","Commercial","Real estate holding co.","ECSP","1",,,"2013-02-01T00:00:00.000","280.84","1962.06","Queens","40.771363","-73.920956","401","22","69","4018553","4008610076","Old Astoria"
"Collins Building Services, Inc.","Arthur J. Viviani","Aviviani@cbs-collins.com","2128965144","24-01 44th Road","Long Island City","NY","11101","Commercial","Janitorial services firm","ECSP","2424",,,"2008-10-03T00:00:00.000","619.16","40423.96","Queens","40.748206","-73.943731","402","26","19","4005157","4004350001","Hunters Point-Sunnyside-West Maspeth"
"COMFORT BEDDING","Mosses Kohn","mark@comfortbeddinginc.com","7184587662","13 CHRISTOPHER AVENUE","Brooklyn","NY","11212","Manufacturing","MFG. MATR. BX SPRINGS","ECSP","35",,,"2015-02-23T00:00:00.000","1426.48","10030.89","Brooklyn","40.673568","-73.906839","316","37","908","3083411","3036760005","Brownsville"
"Comp Trading LLC","Michael Sasson","michael@mtmsalescorp.com","2015201366","241 37th St. Suite B460","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Supply Casino with promotional/giveaways","ECSP","4",,,"2019-12-03T00:00:00.000","1387.94","2741.38","Brooklyn","40.6558","-74.008408","307","38","2","3336906","3006950001","Sunset Park West"
"Computer Services Group, Inc.","Boris Khutoretsky","borisk@csgny.com","2128190122","37-24 24th Street, Suite 340","Long Island City","NY","11101","Manufacturing","Provides IT solutions to businesses","ECSP","20",,,"2016-09-01T00:00:00.000","1698.03","5710.21","Queens","40.757018","-73.935833","401","26","33","4439111","4003660001","Queensbridge-Ravenswood-Long Island City"
"Concept Farm, Inc.","Griffin Stenger","angel@conceptfarm.com","2124639939","11-25 44th Road","Long Island City","NY","11101","Manufacturing","Advertsing service and video production","ECSP","18",,,"2018-03-08T00:00:00.000","4902.69","14171.29","Queens","40.749237","-73.949061","402","26","19","4005223","4004460021","Hunters Point-Sunnyside-West Maspeth"
"Constitution Realty LLC (Ldmk)","Joe Dorio",,"2123442151","26 Broadway","New York","NY","10004","Landlord",,"ECSP","2675",,,"2009-03-05T00:00:00.000","172185.05","2827023.71","New York","40.70568","-74.013302","101","1","9","1000811","1000220013","Battery Park City-Lower Manhattan"
"COOL WIND VENTILATION CORP.","David Sullivan","david@coolwind.biz","7183618787","83-12 72nd Drive","GLENDALE","NY","11385","Manufacturing","mfg and install sheet metal duct work for HVAC systems","ECSP","120",,,"2008-11-17T00:00:00.000","5251.07","205330.03","Queens","40.708643","-73.864953","405","30","637","4315194","4038100420","Glendale"
"CORONET PARTS MANUFACTURING CO. INC","Jeffrey Rodolitz","jeff@coronetparts.com","7186490710","883-901 Elton St","Brooklyn","NY","11208","Manufacturing","Brass fittings for te automotive, plumbing and refrigeration industries","ECSP","78",,,"2007-10-17T00:00:00.000","2261.28","292488.18","Brooklyn","40.661508","-73.877722","305","42","1116","3327447","3043830003","East New York"
"COSMOS COMMUNICATIONS","Jack   Weiss","jweiss@cosmoscommunications.com","7184821800","11-05 44TH DRIVE","Queens","NY","11101","Manufacturing","MFG. (PRINTING)","ECSP","65",,,"2008-02-06T00:00:00.000","4642.13","458645.30","Queens","40.748483","-73.949285","402","26","19","4005233","4004470021","Hunters Point-Sunnyside-West Maspeth"
"Cotronics Corporation","Renee Bernstein","Renee@cotronics.com","7187885533","131 47th Street","Brooklyn","NY","11232","Manufacturing","Manufactures and distrbutes high temper materials and condutive adhesives","ECSP","18",,,"2013-05-15T00:00:00.000","5096.14","30949.25","Brooklyn","40.65163","-74.016574","307","38","18","3322614","3007350120","Sunset Park West"
"Crepini, LLC","Eric Shkolnik","paula@crepini.com","7183720505","5600 1st Avenue","Brooklyn","NY","11220","Manufacturing","mfg branded line of crepes","ECSP","5",,,"2011-10-13T00:00:00.000","5580.07","152892.17","Brooklyn","40.646985","-74.022721","307","38","18","3255737","3008190001","Sunset Park West"
"Crystal Lake Trading, Inc.","Peter Fung","pfung@crystallaketrading.com","7187590088","140 58th Street Bldg. B Unit 4B","Brooklyn","NY","11220","Manufacturing","Mfg. of Dresses","ECSP","3",,,"2010-11-01T00:00:00.000","5012.60","106234.66","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Cyracom International, Inc.","Jeremy Woan","kleeper@cyracom.com","5202321673","41-61 Kissena Blvd.","Flushing","NY","11354","Other","Interpretation & Language Services","ECSP","76",,,"2015-07-01T00:00:00.000","10728.02","50756.50","Queens","40.757519","-73.827755","407","20","853","4114293","4050450001","Flushing"
"D.C. CENTER CORP","Albert Lee","dccentercorp@gmail.com","7184725600","47-75 48th St.","Queens","NY","11377","Commercial","Commercial Dry Cleaning Plant","ECSP","28",,,"2008-10-14T00:00:00.000","13411.51","366741.43","Queens","40.739695","-73.917482","402","26","235","4052953","4022860053","Hunters Point-Sunnyside-West Maspeth"
"D.S. & Durga LLC","Kavita Ahuja","durga@dsanddurga.com","9176125566","141 Flushing Ave, Bldg 77, #608","Brooklyn","NY","11205","Manufacturing","perfume and candles","ECSP","8",,,"2019-08-19T00:00:00.000","920.08","2047.66","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"DAIRYLAND USA CORP.","Ken Clark","kclark@chefswarehouse.com","7188428700","240 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","WHLS. FOOD DIST. AND MFG.","ECSP","30","12","30","2005-02-03T00:00:00.000","181579.24","1132936.57","Bronx","40.810305","-73.873691","202","17","117","2127434","2027700001","Hunts Point"
"Daniel Scuderi","David Scuderi","danielscuderi@Danielscuderi.com","2129472499","47-15 Barnett  Avenue","Queens","NY","11101","Manufacturing","Antique Furniture","ECSP","5",,,"2016-10-14T00:00:00.000","3098.28","12887.99","Queens","40.750033","-73.915867","402","26","171","4001325","4001420227","Hunters Point-Sunnyside-West Maspeth"
"Dart Medical Labortory, Inc.","Zina Korposh","info@dartmedicallab.com","7189341918","140 58th Street Bldg. A Unit 3L","Brooklyn","NY","11220","Commercial","Clinical Laboratory testing facility","ECSP","22",,,"2015-03-19T00:00:00.000","4160.38","34562.74","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Dasny Mechanical Inc.","George Wu","jf@dasnymech.com","7183660123","112-20 14th Avenue","Queens","NY","11356","Manufacturing","HVAC systems","ECSP","26",,,"2011-09-30T00:00:00.000","13018.94","86567.97","Queens","40.785665","-73.854823","407","19","929","4566577","4040470001","College Point"
"DBAB Wall Street, LLC.","Diana Sweeney",,"2126165116","100 William Street, Ste 2002","New York","NY","10038","Commercial","48 story building","ECSP",,,,"2011-07-01T00:00:00.000","742825.88","17023100.96","New York","40.708497","-74.007477","101","1","1502","1001116","1000680036","Battery Park City-Lower Manhattan"
"DCD Marketing Ltd.","Mitchell Vilinsky","mitch@dcdad.com","7186473000","2744 Atlantic Avenue","Brooklyn","NY","11207","Commercial","Advertising and marketing, collating, graphics, printing.","ECSP","19",,,"2008-08-04T00:00:00.000","8075.15","171197.31","Brooklyn","40.676158","-73.89293","305","37","1198","3083582","3036910008","East New York"
"Deep Draw Silver, Inc.","David Haber","david@habersilver.com","7189936405","820 E. 141st Street","Bronx,","NY","10454","Manufacturing","Mfg. of silver plating","ECSP","45",,,"2009-07-10T00:00:00.000","968.86","100253.68","Bronx","40.805545","-73.908265","201","17","19","2004023","2025920021","Mott Haven-Port Morris"
"Delvi Realty Corp.","Walter Villacis","villacisw@gmail.com","9174181083","18-48 Steinway Street","Astoria","NY","11105","Landlord","SEP & engineering consultant svcs","ECSP","2",,,"2018-04-10T00:00:00.000","777.39","2127.39","Queens","40.779245","-73.898267","401","22","12301","4448619","4008130063","Steinway"
"DEPOSITORY TRUST COMPANY","Devika khusial","Dkhusial@DTCC.com","2128558287","140 58TH STREET","Brooklyn","NY","11220","Commercial","DATA PROCESSING","ECSP","100",,,"2013-07-03T00:00:00.000","335778.11","2376660.64","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Deutsche Bank Securities, Inc.","Chandra Gopalakrishnan","chandra.gopalakrishnan@db.com","2122500109","4 Chase Metrotech Center, 8th Fl","Brooklyn","NY","11201","Commercial","financial services including securities trading, corporate and investment","ECSP","3",,,"2017-07-03T00:00:00.000","2428.59","64256.13","Brooklyn","40.694059","-73.985741","302","33","11","3000000","3001420100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"DI DOMENICO & PARTNERS LLP","Andrew Berger","aberger@ddp-ny.com","2123770400","38-17 CRESCENT STREET","LONG ISLAND CITY","NY","11101","Commercial","Architectural firm applyig for back office operation","ECSP","31",,,"2008-09-02T00:00:00.000","1728.30","47366.44","Queens","40.755514","-73.936048","401","26","31","4004700","4003870009","Queensbridge-Ravenswood-Long Island City"
"DIAMOND STREET PROPERTIES","Gina Argento","lunabella3939@aol.com","7183499146","203 Meserole Ave","BROOKLYN","NY","11222","Manufacturing","film, television production","ECSP","44",,,"2008-03-04T00:00:00.000","14170.40","605142.43","Brooklyn","40.728643","-73.948045","301","33","573","3065441","3026020024","Greenpoint"
"Dinas Distribution Corp.","Carlos Cordoba","ccordoba@dinascorp.com","7186289899","104-46 Dunkirk Street","Queens","NY","11412","Wholesale/Warehouse/Distribution","Distributor of foods","ECSP","18",,,"2010-04-20T00:00:00.000","9332.50","120214.02","Queens","40.704634","-73.774736","412","27","444","4440678","4103430085","Jamaica"
"Down East & Seafood, Inc.","Michael Jacobs","mike1downeast@hotmail.com","3475908007","311 Manida Street","Bronx","NY","10474","Manufacturing","Distributor of seafood","ECSP","36",,,"2008-06-03T00:00:00.000","3218.34","149710.93","Bronx","40.806967","-73.886435","202","17","93","2006949","2027740258","Hunts Point"
"Dr. Smood New York Production LLC","Dan Schwartz","dans@drsmood.com","5162428036","47-10 Austel Place","Long Island City","NY","11101","Manufacturing","Food","ECSP","13",,,"2017-08-04T00:00:00.000","18063.17","25351.90","Queens","40.743404","-73.941909","402","26","1","4000742","4000980042","Hunters Point-Sunnyside-West Maspeth"
"Duce Construction Corp.","Vejai Dadydeen","vejai@ducecc.com","2123162400","412 West 127th Street","New York","NY","10027","Commercial","Construction Management","ECSP","31",,,"2013-06-10T00:00:00.000","1287.07","13045.32","New York","40.812887","-73.953622","109","7","21303","1081778","1019670015","Manhattanville"
"Dundy Glass & Mirror Corp.","Eric  Latin","eric@dundyglass.com","7187235800","122-52 Montauk Street","Springfield Gardens","NY","11413","Manufacturing","Cutter of glass","ECSP","18",,,"2008-04-16T00:00:00.000","1131.47","57029.82","Queens","40.681472","-73.759058","412","27","352","4442292","4127000038","St. Albans"
"DURA FOAM, INC.","ANTHONY FONTANA","ldyjewles@yahoo.com","7188481216","63-02 59TH AVENUE","Queens","NY","11378","Manufacturing","MFG/FABR FOAM & CUSHIONS","ECSP","14","10","14","2006-03-01T00:00:00.000","52.33","323.11","Queens","40.719695","-73.901421","405","30","521","4437578","4027550023","Maspeth"
"E&C Property Holdings South, Inc.","Gerard Finkel","vmundo@jibei.com","7185912000","48-40 34th Street","Long Island City","NY","11101","Commercial","Real Estate","ECSP","484",,,"2018-08-06T00:00:00.000","43188.32","100909.46","Queens","40.740316","-73.931613","402","26","199","4003455","4002550016","Hunters Point-Sunnyside-West Maspeth"
"E. J. York, Inc.","Doel Rivera","Doel@ejork.com","2122557606","34-16 11th Street","Queens","NY","10018","Commercial","Lanlord","ECSP","10",,,"2020-04-03T00:00:00.000","372.55","372.55","Queens","40.76415","-73.938097","401","26","85","4003879","4003250035","Queensbridge-Ravenswood-Long Island City"
"East Coast Envelope & Graphics, LLC","RICARDO  WILKOWSKI","ricardow@interstate-envelope.com","7183262424","56-05 55th Dr","Queens","NY","11378","Manufacturing","MFG. OF ENVELOPES","ECSP","52",,,"2016-10-17T00:00:00.000","23482.74","180478.26","Queens","40.726479","-73.914291","402","30","219","4058925","4025730162","Hunters Point-Sunnyside-West Maspeth"
"EASTERN CONCEPTS, INC.","ERIC GREENBERG","ericg@gm-graphics.com","2124723377","11030 45TH ROAD","LONG ISLAND CITY","NY","11101","Manufacturing","Signs and Award Plaques","ECSP","9",,,"2015-11-04T00:00:00.000","2192.15","10145.32","Queens","40.746929","-73.949225","402","26","7","4617933","4000547501","Hunters Point-Sunnyside-West Maspeth"
"Eastern Effects, Inc.","Christopher Hayes","Scott@easterneffects.com","7188551197","302 Scheffield Avenue","Brooklyn","NY","11215","Wholesale/Warehouse/Distribution","Storage Wharehouse","ECSP","29",,,"2016-02-23T00:00:00.000","19964.80","109266.00","Brooklyn",,,,,,,,
"Eastern Plating, Inc.","Shlomo Basch","sol@easterntabletop.com","7185224142","1943 Pitkin Avenue","Brooklyn","NY","11207","Wholesale/Warehouse/Distribution","Mfg. Silver Plating","ECSP","20",,,"2010-04-22T00:00:00.000","2322.81","46753.69","Brooklyn","40.671139","-73.900999","305","37","1144","3083763","3037150033","East New York (Pennsylvania Ave)"
"Eclectic/Encore Properties, Inc.","Suri Bieler","suri@eclecticprops.com","2126458880","47-51 33rd Street","Long Island City","NY","11101","Commercial","Prop and rental company","ECSP","18",,,"2015-07-08T00:00:00.000","13774.83","59343.65","Queens","40.741725","-73.932261","402","26","199","4311874","4002510001","Hunters Point-Sunnyside-West Maspeth"
"EDISON PRICE, INC.","EMMA PRICE","eprice@epl.com","7186850701","41-10 22 St.","Queens","NY","11101","Manufacturing","MFG. OF LIGHTING EQUIPMENT LAND AND BUILDING AND IMPROVEMENT","ECSP","150",,,"2012-12-04T00:00:00.000","34384.89","271227.06","Queens","40.753148","-73.941706","401","26","33","4004977","4004110031","Queensbridge-Ravenswood-Long Island City"
"EMG Media, Inc.","Adam Pierce","adamp@emgmediainc.com","2129939429","11-11 44th Drive","Queens","NY","11101","Commercial","organize corp events and sales promo svcs","ECSP","24",,,"2015-07-08T00:00:00.000","4164.80","13953.54","Queens","40.748483","-73.949282","402","26","19","4005232","4004470013","Hunters Point-Sunnyside-West Maspeth"
"Empress Media, Inc.","David Miller","dmiller@empressmam.com","2126434898","39-20 24th St, 2nd Fl","Queens","NY","11101","Manufacturing","computer software & design","ECSP","15",,,"2018-12-04T00:00:00.000","8651.48","12719.64","Queens","40.754795","-73.937896","401","26","33","4314376","4003940034","Queensbridge-Ravenswood-Long Island City"
"Epic Pharma LLC","Ram Potti","r.potti@epic-pharma.com","7182768600","227-15 North Conduit Avenue","Queens","NY","11413","Manufacturing","Prescription pharmaceuticals","ECSP","187",,,"2014-09-08T00:00:00.000","172404.21","963039.21","Queens","40.666407","-73.746684","413","31","682","4440705","4131930100","Laurelton"
"Estee Lauder Companies, Inc","Henry Goodfriend","hgoodfri@estee.com","9149600408","27-01 Queens Plaza North","Queens","NY","11101","Manufacturing","toiletries, perfume, makeup, skin care","ECSP","179",,,"2019-07-03T00:00:00.000","20959.99","20959.99","Queens","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"Evergreen 105 LLC","Michael Berry","mberry@storagedeluxe.com","2129040403","26 W 17th St, Ste 801","New York","NY","10011","Wholesale/Warehouse/Distribution","Comprehensive Art Services","ECSP","5",,,"2020-04-01T00:00:00.000","1481.98","5287.17","New York","40.738349","-73.993277","105","3","54","1015400","1008180066","Hudson Yards-Chelsea-Flatiron-Union Square"
"EverGreene Architectural Arts, Inc.","Alan Weiner","Aweiner@evergreene.com","2122442800","253 36thStreet","Brooklyn","NY","11232","Manufacturing","specialty contractor and design studio","ECSP","78",,,"2018-10-30T00:00:00.000","9002.88","18008.26","Brooklyn",,,,,,,,
"Export Trade of America, Inc.","Henry Lapiddos","henry@export-sales.com","2126735000","44-61 11th Street","Long Island City","NY","11101","Commercial","Exporter of american groceries","ECSP","11",,,"2009-06-08T00:00:00.000","804.75","19156.06","Queens","40.748206","-73.949701","402","26","7","4000441","4000520020","Hunters Point-Sunnyside-West Maspeth"
"E-Z Ink, Inc.","Oleg Zoan","oleg.ezink@gmail.com","7183698211","140 58th Street Bldg. B Unit 4E","Brooklyn","NY","11220","Wholesale/Warehouse/Distribution","Industrial Supply Wholesalers","ECSP","38",,,"2014-09-03T00:00:00.000","564.38","57013.29","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Fairway Bakery LLC","Dennis Tortora","dennis.tortora@fairwaymarket.com","9177348111","400 Walnut Avenue","Bronx","NY","10454","Manufacturing","Baked goods and fresh produce preparation and distributing","ECSP","70",,,"2014-11-06T00:00:00.000","82103.25","627100.72","Bronx","40.805184","-73.906015","201","17","19","2004053","2025990089","Mott Haven-Port Morris"
"FALCONE'S COOKIELAND, LTD.","CARMINE FALCONE","Falconecookie@aol.com","7182364200","1632 61ST STREET","Brooklyn","NY","11204","Manufacturing","MFG. FLAT BREAD & COOKIES","ECSP","55",,,"2011-06-09T00:00:00.000","-379.47","89379.70","Brooklyn","40.623705","-73.991628","311","44","248","3132386","3055240020","Bensonhurst West"
"FAT WITCH BAKERY, INC.","PATRICIA HELDING","witchservice@fatwitch.com","2128071335","1753 Park Ave","New York","NY","10035","Manufacturing","COMMERCIAL BAKERY","ECSP","18",,,"2009-02-12T00:00:00.000","1639.40","58669.33","New York","40.802929","-73.940568","111","9","196","1087919","1017700071","East Harlem North"
"Faviana International Inc","Omid Pourmoradi","omid@faviana.com","2125944422","31-10 Hunters Point Ave","Queens","NY","11101","Manufacturing","design & manufacture women''''''''s evening wear","ECSP","8",,,"2016-07-07T00:00:00.000","8388.06","32481.15","Queens","40.740233","-73.935968","402","26","199","4003554","4002890034","Hunters Point-Sunnyside-West Maspeth"
"FAVORITE PLASTICS CO., INC.","Mitchell Kirschner","plasticsrus@aol.com","7182537000","1465 UTICA AVENUE","Brooklyn","NY","11205","Manufacturing","MFG. PLASTIC BAGS","ECSP","42",,,"2017-06-02T00:00:00.000","43276.46","251024.73","Brooklyn","40.636521","-73.928747","318","45","932","3325342","3079690020","East Flatbush-Farragut"
"Fay Da Manufacturing Corp.","Kellen Chow","kellen@fayda.com","7184569331","186-192 SEIGEL STREET","Brooklyn","NY","11206","Manufacturing","Mfg Asian dessert food products","ECSP","15",,,"2009-07-07T00:00:00.000","17419.72","295791.46","Brooklyn","40.704687","-73.938484","301","34","485","3071471","3031000011","Bushwick South"
"FEDERAL EXPRESS","Samuel Adamson","sam.adamson@fedex.com","7187886000","830 Fountain Avenue","Brooklyn","NY","11239","Commercial","OVERNIGHT SHP.","ECSP","77",,,"2015-07-08T00:00:00.000","64896.54","357832.21","Brooklyn","40.659816","-73.866717","305","42","1070","3346449","3044520425","East New York"
"FEDERAL EXPRESS","Samuel Adamson","sam.adamson@fedex.com","7187886000","830 Fountain Avenue","Brooklyn","NY","11239","Commercial","OVERNIGHT SHP.","ECSP","221",,,"2007-07-05T00:00:00.000","867.85","378098.57","Brooklyn","40.659816","-73.866717","305","42","1070","3346449","3044520425","East New York"
"FEDERAL EXPRESS","Samuel Adamson","sam.adamson@fedex.com","7187886000","830 Fountain Avenue","Brooklyn","NY","11239","Commercial","OVERNIGHT SHP.","ECSP","193",,,"2008-09-09T00:00:00.000","9210.43","467120.83","Brooklyn","40.659816","-73.866717","305","42","1070","3346449","3044520425","East New York"
"Fidelity Payment Services Ltd.","Uri Kunstlinger","legal@fidelitypayment.com","7187822823","141 Flushing Ave, Bldg 77, Suites 501 & 510","Brooklyn","NY","11205","Commercial","Merchant payment processing & related svcs","ECSP","76",,,"2019-05-20T00:00:00.000","9584.90","16510.55","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"First United Distribution Corp.","Ismeta Durkovic","ismetaksdc@gmail.com","7183261219","58-38 59th Street","Queens","NY","11378","Wholesale/Warehouse/Distribution","Carrier Operation","ECSP","2",,,"2015-10-16T00:00:00.000","3379.82","13603.31","Queens","40.719945","-73.908282","405","30","525","4539678","4026810052","Maspeth"
"Food Saver, New York, Inc.","Orin Tucker","andre@cvmventures.com","7182099300","402 E. 83rd Street","Brooklyn","NY","11236","Wholesale/Warehouse/Distribution","Fish and seafood markets,","ECSP","15",,,"2015-05-26T00:00:00.000","22550.86","97595.17","Brooklyn","40.643104","-73.917904","318","45","960","3221975","3079180111","Canarsie"
"FoodFest Depot LLC","Michael Tyras","mtyras@foodfestdepot.com","7183781122","550 E. 132nd Street","Bronx","NY","11545","Wholesale/Warehouse/Distribution","Distibutor of meats and groceries to restaurants and delis","ECSP","16",,,"2014-08-11T00:00:00.000","58899.75","348702.62","Bronx","40.803285","-73.921174","201","8","19",,,"Mott Haven-Port Morris"
"FOREST CITY PIERREPONT ASSOCIATES","Rick Ragaliotis","rragaliotis@fcrc.com","7188020131","300 CADMAN PLAZA WEST","BROOKLYN HEIGHT","NY","11201","Commercial","Landlord","ECSP","47",,,"2008-10-30T00:00:00.000","11822.14","644533.00","Brooklyn","40.695198","-73.990869","302","33","502","3001937","3002390001","Brooklyn Heights-Cobble Hill"
