"biblioid","borough","author","date","title","report_abstract"
"249","K","Kopper, John S.","1981","Archaeological Survey, Columbia Street between Atlantic Avenue and Degraw Street (Contract 1B), South Brooklyn (Red Hook), N.Y.  For: Mason & Hanger-Silas Mason Co., Inc. (Contract No. 213085) with Department of Water Resources, City of New York.","The following report is an assessment of archaeological and historical sensitivity in the Red Hook neighborhood of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located on the proposed site of a Water Pollution Control Project. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that there is a low potential for the survival of preserved prehistoric and historic deposits, and does not recommend further archeological testing on site."
"250","K","Chrysalis Archaeological Consultants, Inc.","2002","Phase Ib Archaeological Testing at the Gravesend Historic Cemetery, Brooklyn, New York.","The following report documents the results of archaeological investigations carried out in the Gravesend Historic Cemetery, Brooklyn, New York. This survey implemented hand excavations in order to locate potential remains located around the perimeter of the cemetery. This sets out to determine if the construction of a wrought iron fence around the site would have any deleterious effects to unmarked burials or archaeologically sensitive deposits and on-site. Excavations at this site were able to determine that the proposed fence would not adversely impact resources within the project area."
"251","K","Louis Berger & Associates, Inc.","1986","Cultural Resource Assessment, 97 Columbia Heights, Block 219, Lot 1, Brooklyn, New York.  For: H-M Associates, Inc., New York, New York.","The following report is an assessment of archaeological and historical sensitivity at 97 Columbia Heights located in the Brooklyn Heights Historical District, Brooklyn. This survey conducts a literature review of prehistoric and historic resources located on Block 219, Lot 1. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that there is a low potential for preserved prehistoric and historic resources and does not recommend further archeological testing on site."
"252","K","Louis Berger & Associates, Inc.","1988","Phase IA Cultural Resource Assessment Proposed Juvenile Detention Center, East New York, Brooklyn, New York. For: Department of Juvenile Justice, New York, New York. CEQR 88-011K","The following report is an assessment of archaeological and historical sensitivity in East New York, Brooklyn. This survey conducts a literature review on prehistoric and historic resources located in the area proposed for a Juvenile Detention Center. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that there is a low potential for preserved prehistoric and historic resources and does not recommend further archeological testing on site."
"253","K","Malcolm Pirnie, Inc.","1980","201 Facilities Plan for WP-287 The Coney Island W.P.C.P., Public Hearing Draft Report, Volume II Technical Report, Volume III Environmental Assessment.","The following report is an assessment of archaeological and historical sensitivity in Coney Island section of Brooklyn. This survey conducts a literature review on prehistoric and historic resources located in the area proposed for Water Pollution Control Plant. This survey determined that there is a moderate potential for preserved of prehistoric materials beneath historic fill layers on-site, and recommends further archeological testing."
"254","K","John Milner Associates, Inc.","1995","A Phase IA Second Level Topic-Intensive Documentary Study for the Atlantic Terminal Urban Renewal Area, Brooklyn, New York.  Prepared for: Atlantic Housing Corporation c/o Hudson Companies, Inc. and Atlantic Center Housing Associates c/o Forest City Ratne","The following report is an assessment of archaeological and historical sensitivity in Downtown, Brooklyn. This survey conducts a literature review on prehistoric and historic resources located in sections proposed for the development of a housing and recreational facilities. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that the site has a high potential for containing yard features related to the mid 18th century development and recommends further archeological testing."
"255","K","John Milner Associates, Inc.","1996","The Archaeology of Domesticity in Victorian Brooklyn:  Exploratory Testing and Data Recovery at Block 2006 of The Atlantic Terminal Urban Renewal Area, Brooklyn, New York.  For: Atlantic Housing Corporation c/o Hudson Companies, Inc. and Atlantic Center H","Project on Block 2006 of the Atlantic Terminal Urban Renewal Area in Fort Greene, Brooklyn. The report details the history and archaeological investigations of 385-395 Cumberland Street and 442-452 Carlton Avenue. Finds included household materials such as ceramics and silverware from intact privies and cisterns dating to the mid-19th Century. These materials allowed researchers to study the lives of the white collar middle-class Victorians who transformed Brooklyn into the largest commuting suburb."
"256","K","New York Landmarks Conservancy, Technical Preservation Services Center","1986","The Christian Duryea House, Brooklyn, New York:  A Historical and Archaeological Investigation.","Project on the Christian Duryea House, a historic Dutch farmhouse at 562 Jerome Street in the East New York section of Brooklyn.  The report indentifies the areas of the site that are potentially archaeological significant and gives an overview of its history. The historical analysis is focused on the Duryea family and the period between the mid- 18th century to late 19th century when the family operated a large farm complex on the site."
"257","K","Pickman, Arnold","1999","Stage 1a Archaeological Documentary Study, Flatlands Retail Center, Brooklyn, New York.  For Mott Haven Builders.  CEQR 99-DME-005K","The following report is an assessment of archaeological and historical sensitivity in the Canarsie section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located on Block 8152, Lot 300 and 301. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that the site has a high to moderate potential for preserving prehistoric materials, and a low potential for containing historic resources. This report does not recommend further archeological testing."
"258","K","Pickman, Arnold","1987","Assessment of Archaeological Resources In The Proposed Mill Basin Waterfront Special District, Brooklyn, New York Background Study.  For: Tippetts, Abbett, McCarthy, and Stratton.  CEQR 85-307K","The following report is an assessment of archaeological and historical sensitivity in Flatbush, Brooklyn. This survey conducts a literature review on prehistoric and historic resources located within the boundaries of the proposed special zoning district. This survey was able to determine that there is high potential for locating preserved prehistoric materials, and a moderate potential for finding architectural remains associated with an early 20th century factory. Furthermore this report recommends further archeological testing at this site."
"259","K","Pickman, Arnold","1992","Archaeological Documentary Study Bushwick Urban Renewal Area Borough of Brooklyn Block 3184, Lots 40, 41, and 42. CEQR 90-038K.","The following report is an assessment of archaeological and historical sensitivity in Bushwick neighborhood of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located on Block 3184, Lot 40, 41, and 42. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that there is a low potential for the preservation of prehistoric and historic resources and does not recommend further archeological testing."
"260","K","Pickman, Arnold","1994","Archaeological Documentary Study 1267-1279 East 35th Street, Brooklyn, New York.  For: Yeshiva Tiferes Yisrael.   CEQR 94-BSA-030K","The following report is an assessment of archaeological and historical sensitivity at 1267-1279 East 35th Street in the Gowanus section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located on Block 7635, Lot 11. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that there is a low potential for preserved prehistoric and historic resources and does not recommend further archeological testing."
"261","K","Pickman, Arnold","1995","Archaeological Documentary Study East New York I URA- 2nd Amendment New York City, Borough of Brooklyn.  For: City of New York Department of Housing Preservation and Development.  CEQR No. 94HPD018K. (2nd copy December 1994)","The following report is an assessment of archaeological and historical sensitivity in the New Lots section of East New York, Brooklyn. This survey conducts a literature review of prehistoric and historic resources in the proposed area of the East New York Urban Renewal. This survey determined that there is a low potential for preserved resources and does not recommend further archeological testing."
"262","K","Pipes, Marie-Lorraine","1995","Archaeological Data Recovery Excavations at the Shaft 21 B Project Site Near Kent and Willoughby Avenues in Brooklyn, New York.  Faunal Addendum.  For: KiSKA Construction Corporation. [909 911 Kent Ave.]  CEQR No. 89-119K.","Project at 909 and 911 Kent Avenue in Clinton Hill, Brooklyn. The report analyzes the animal remains recovered from late-19th century deposits on the lots. The finds allow researchers to reconstruct the diet of lower middle class families in Brooklyn at the turn of the century."
"263","K","RBA Group Inc. Engineers-Architects-Planners","2002","Archaeological Documentary Study of Clove Road, Block 1309, Crown Heights, Borough of Brooklyn.  DOT-HWKP166","The following report is an assessment of archaeological and historical sensitivity in the Crown Heights section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources in an area proposed for the reconstruction of Clove Road and Malborne 
Street. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that within the project area there is an important Revolutionary War locale at the intersection of the original Clove Road and Bedford Pass. This report recommends further archaeological testing at the site."
"264","K","Rothschild, Nan A & Susan A Dublin","1985","Metropolitan Technology Center, Brooklyn, New York, Phase I: Cultural Resources Summary For McKeown and Franz, Inc.  CEQR 82-248K","The following report is an assessment of archaeological and historical sensitivity in Downtown Brooklyn. This survey conducts a literature review of prehistoric and historic resources located in the Metrotech development area. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that while there is a low potential for preserved prehistoric, there is a high potential for the existence of rear yard features, such as cisterns and privies, dating to the nineteenth century and recommends further archaeological testing at the site."
"265","K","Salwen, Bert, Sarah Bridges & Joel Klein","1973","An Archaeological Reconnaissance At The Pieter Claesen Wyckoff House, Kings County, New York.","Project on the Pieter Claesen Wyckoff house in Flatbush, Brooklyn located at the intersection of Clarendon Road and Ralph Avenue. The report describes the archaeological excavations of the 17th century Dutch Colonial farmhouse believed to be the oldest house in the state. Excavations verified the dates of construction to between 1660-1680 in accordance with findings from previous architectural studies. Further archaeological testing is recommended."
"266","K","Solecki, Ralph S.","1976","Archaeological Surveys, Imlay And Conover Streets in the Red Hook Section, Brooklyn, New York. (Including Addendum and Bibliographical supplement.)  For: Mason & Hanger-Silas Mason Co., Inc. with Department of Water Resources, City of New York.","The following report is an assessment of archaeological and historical sensitivity in the Red Hook section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located in the proposed area for the Water Pollution Control Project. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that there is a low potential for preserved prehistoric and historic resources at the site and does not recommend further archaeological testing."
"267","K","Solecki, Ralph S.","1977","Stage 1 Archaeological Survey (First Phase) Main And Plymouth Streets Howard Alley to Pearl Street and Furman Street, Atlantic Avenue to Joralemon Street. Contract 1A Red Hook Water Pollution Control Project, Brooklyn, New York. For: Mason & Hanger-Silas","The following report is an assessment of archaeological and historical sensitivity in the Red Hook section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located in the area of the proposed installation of sewer tunnels at Furham, Main and Plymouth Streets. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that the proposed sewer lines would not affect any preserved prehistoric and historic resources present at the site and does not recommend further archaeological testing."
"268","K","Solecki, Ralph S.","1977","Stage I, Archaeological Survey, Fulton Street (Cadman Plaza West) Furman Street to East of Front Street, Atlantic Avenue, Furman Street and Joralemon Street, West of Columbia Street, Main and Plymouth Streets, Howard Alley to Pearl Street, Contract 1A Red","The following report is an assessment of archaeological and historical sensitivity in the Red Hook section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located in the proposed area of the Water Pollution Control Project. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that the proposed development is likely to impact significant early nineteenth century maritime resources located in the Fulton Ferry Historic District, and recommends further archaeological testing."
"269","K","Solecki, Ralph S.","1977","Stage I Archaeological Survey, Nevins Street, Butler Street to President Street, Contract 3F, Red Hook Water Pollution Control Project, Brooklyn,  New York.  For: Mason & Hanger-Silas Mason Co., Inc. under their contract No. 213085 with Department of Wate","The following report is an assessment of archaeological and historical sensitivity in the Red Hook section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources in the area proposed for the Water Pollution Control Project. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that the proposed sewer lines are not likely to impact significant archaeological and historical resources, and does not recommend further archaeological testing."
"270","K","Solecki, Ralph S.","1980","Preliminary Report on Two Cannons Dating from About the Civil War in the Brooklyn Navy Yard, New York, Contract W.P. 152, Red Hook Foundation W.P.C.P.","The following report is an assessment of historic resources located at the former sewage treatment plant at the Brooklyn Navy Yard. This survey conducts a historical review of two cannons which were found in the Water Pollution Control Project Area. The cannons were first discovered during demolition work at the navy docks and believed to be of the Civil War period. This survey determined that the cannons likely date to the mid-eighteenth century and recommends their restoration and preservation."
"271","K","Solecki, Ralph S.","1980","Stage 2, Archaeological Survey, The Archaeology and History of the Empire Stores, 2-14 Main Street, Brooklyn, Contract 1A, Red Hook Water Pollution Control Project, Brooklyn, New York.  For: Underpinning and Foundation Constructors, Inc., to Red Hook Cons","The following report documents the results of archaeological testing conducted between 2-14 Main Street, in the DUMBO section of Brooklyn. This survey conducted subsurface testing in order to examine buried deposits for the presence or absence of significant archaeological resources located in the Red Hook Water Pollution Control Project Area. Through test pit and trench excavation this survey was able to reveal information about the history and development of the Empire Stores site."
"272","K","Solecki, Ralph S.","1981","Stage II, Archaeological Survey, The Archaeology and History of Lower Fulton and Joralemon Streets, Brooklyn, New York, WP 152Red Hook Water Pollution Control Project, Contract 1A for Mason & Hanger-Silas Mason Co., Inc.  For Mason & Hanger-Silas Mason, C","The following report documents the results of archaeological testing conducted on lower Fulton Street, in the Fulton Ferry Historic District in Brooklyn. This survey conducted subsurface testing in order to examine buried deposits for the presence or absence significant archaeological resources located in the Red Hook Water Pollution Control Project Area. Through site monitoring of sewer excavations this survey was able to reveal information on the early history and development of Fulton Ferry Historic District."
"273","K","Solecki, Ralph S.","1984","Stage I Archaeological Survey, WP 152 Red Hook W.P.C.P., Contracts 1B-1 and 1B-2, Alternate Route from No. 12 Regulator to Degraw Street Inclusive.  South Brooklyn, New York.  For: Mason & Hanger-Silas Mason Co., Inc.","The following report is an assessment of archaeological and historical sensitivity in the Red Hook section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources in the area proposed of a proposed sewer trench. This survey consisted of a surface examination, section drawings of open trenches located at Atlantic Avenue and Port Authority Site, an examination of seven boring samples, and a desk-based assessment. This survey determined that the proposed sewer lines are not likely to impact significant archaeological and historical resources, and therefore does not recommend further archaeological testing."
"274","K","Stone, Linda","1996","Phase IB Archaeological Assessment of Soil Borings in Advance of Dockwork At The Red Hook Water Pollution Control Plant. Capital Project No WP-284 / Contract No. 104 For: Stone & Webster Engineering Corporation. NCEQR-K","The following report documents the results of soil boring conducted in the Brooklyn Heights neighborhood of Brooklyn. This survey conducted subsurface testing in order to identify cultural resources associated with the prehistoric period, nineteenth century fill, and/or Revolutionary War burials located in the Red Hook Water Pollution Control Project Area. The core data did not contain any significant archaeological materials."
"275","K","Stone, Linda","2001","Report on Phase IA Archaeological Documentary Research of a Portion of Brooklyn Bridge Park.  Located between the East River, Plymouth, Main and Washington Streets, Borough of Brooklyn. SHPO-K","The following report is an assessment of archaeological and historical sensitivity in the DUMBO section of Brooklyn. This survey conducts a literature review of historic resources in an area proposed for park developments. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that the project area is likely to be heavily disturbed and does not recommend further archaeological testing at the site."
"276","K","Tams Consultants, Inc.","1989","Broadway Triangle Industrial Park, Brooklyn, New York Cultural Resources Study.  (March 1987, July 1987 & March 1989)  CEQR 86-304K","The following report is the first part of an assessment of archaeological and historical sensitivity in the South Williamsburg section of Brooklyn. This survey conducts a literature review of historic resources in the area proposed for the redevelopment of the Broadway Triangle Industrial Park. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. The survey determined that there is a high potential for locating late Woodland prehistoric and 17th century historic archaeological resources, and recommends further archaeological testing at the site."
"277","K","Tams Consultants, Inc.","1989","Second Level Documentary Study Broadway Triangle Industrial Park, Brooklyn, New York.  For: New York City Public Development Corporation.  CEQR 86-304K","The following report is the second part in an assessment of archaeological and historical sensitivity in the South Williamsburg section of Brooklyn. This survey conducts a literature review of historic resources in the area proposed for the redevelopment of the Broadway Triangle Industrial Park. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey was able to determine there is a high potential for locating 19th century historic resources in addition to the resources identified in the in the first part of this study, and recommends further archaeological testing at the site."
"278","K","Tracker Archaeological Services","1995","Phase IA Archaeological Documentary Study for the Proposed Columbia Street Urban Renewal Area Borough of Brooklyn, New York City Kings County, New York.  For: Department of Housing, Preservation and Development New York, New York.  CEQR  94HPD037K.","The following report is an assessment of archaeological and historical sensitivity in the Red Hook section of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located section of Block 341, 335, and 319. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey determined that sections of the site have a moderate to high potential for preserving prehistoric resources,  and historic resources related to an early 20th century Italian Catholic Church. This report recommends further archeological testing at the site."
"279","K","U.S. Army Corps of Engineers","1996","Archaeological Investigations at the Proposed West 8th Street Comfort and Lifeguard Stations in Connection with the United States Army Corps of Engineers New York District Beach Erosion Control Project Atlantic Coast of New York City Rockaway Inlet to Nor","Project on the Coney Island Area in Brooklyn between West 5th and West 10th Streets. The report describes archaeological investigations conducted to determine whether there were remains of the Dreamland Amusement Park that stood on the spot from 1895 until 1920. Testing showed that there were no traces of the amusement park within the area. Included in the report is a copy of a previous study on the area conducted by Pickman in 1990."
"280","Y","U.S. Army Corps of Engineers, New York District, Panamerican Consultants, Inc./USACE","2004","Phase IA Documentary Study For the Jamaica Bay Islands Ecosystem Restoration Project: Brooklyn (Kings) and  Queens Counties, New York.  By Panamerican Consultants, Inc. [SEE Bk BIBLIO. SHELF], U.S. ACE, NY.  Panamerican Consultants, Inc.","The following report is an assessment of archaeological and historical sensitivity in the Jamaica Bay Islands. This survey conducts a literature review of prehistoric and historic resources located on Yellow Bar and Elders Point and portions of Floyd Bennett Field. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey did not locate any significant prehistoric or historic resources within the project area; however it does recommend a reconnaissance survey of the site."
"281","Y","U.S. National Park Service, Frederick R. Black","1981","Jamaica Bay: A History, Gateway National Recreation Area, New York, New Jersey.  (republished on line 2001)","Project on the Jamaica Bay Unit of Gateway National Recreation Area. The report details the history of New Yorkers' relationship with the bay beginning with Native American populations in the Late Woodland prehistoric period and through it's 20th century transformation into a recreational area and park."
"282","M","Allee King Rosen & Fleming, Inc.","1989","Columbia University Audubon Research Park, Archaeological Resources.  CEQR 88-210M","Project between Broadway and Audubon Avenue from 165th to 168th Streets in Manhattan.  Potential for resources related to a stream possibly accessed by prehistoric peoples and a Revolutionary War camp in the area was considered, but conclusion was that given construction of subway tunnels and adjacent basements, unlikely to be intact.    No further analysis needed.  Maps included."
"283","M","Bergoffen, Celia J.","2003","Report of Archeological Excavations Conducted for Goldman Sachs Pearl Street and Coenties Slip","Project in front of the Goldman Sachs headquarters at 85 Broad Street in the South Street Seaport vicinity.  A historic wall previously uncovered in the area was though to have existed here, but no evidence of this wall was uncovered.  Pottery fragments and other small, inconsequential cultural objects were found.  No further investigation is recommended.  One map and several color photographs included."
"284","M","Bergoffen, Celia J.","2002","Historic Front Street Redevelopment.  Block 97 Lots 18, 32, 37, 58.  Phase IA Archaeological Assessment Report.   03DME002M","Project on Front Street between Beekman Street and Peck Slip in the South Street Seaport Historic District, involving development of existing structures and the erection of new ones.  Renovation of the historic buildings will not have an archaeological impact and some areas were determined not to be archaeologically sensitive.  Archaeologists are needed to monitor construction in the event that historic structures related to landfilling processes, cribbing materials or ships are uncovered in sensitive portions of the project.  Maps and photographs are included."
"285","M","Bergoffen, Celia J.","1997","Phase IA Archaeological Assessment Report for the Proprietary Baths and Possible Mikvah at 5 Allen Street, Borough of Manhattan, New York.  For: The Eldridge Street Project, Inc.","Project on Allen Street between Division and Canal Streets on the Lower East Side, next to the National Historic Landmark Eldridge Street Synagogue.  Field testing is recommended to locate possible remains of a mikvah-Russian Turkish bath complex from 1887, the basement of which was not disturbed by past construction.  Maps, blueprints and a detailed history of Jewish ritual baths are included."
"286","M","Bergoffen, Celia J.","2001","Randall’s Island Water Park. Randall’s Island New York. Aquatic Development Group, Inc. Phase IA Archaeological assessment Report.","Project on Randall's Island.  No subsurface structures exist on the site, which consists mostly of landfill.  No testing is necessary.  Photographs and maps are included."
"287","M","Bergoffen, Celia J.","2001","Triborough Bridge And Tunnel Authority. Triborough Bridge Rehabilitation Project Randall’s And Ward’s Islands, Manhattan Phase IA Archaeological Assessment Report. For: Philip Habib & Associates.","Project concerning the Triborough Bridge on Wards and Randall's Islands.  19th-century buildings such as a hospital and House of Refugees existed on the site, but were demolished for the bridge construction.  The Islands were both the sites of potter's fields, however, and burials have been discovered during 20th-century construction.  There is no evidence of disturbance of these burials, therfore these areas are archaeologically sensitive, and testing is recommended.  Blueprints, maps and photographs are included."
"288","M","Bergoffen, Celia J.","2001","Village Community School, Block 630, Lots 9 and 12, Greenwich Village, Manhattan, Phase IA Archaeological Assessment Report. 01BSA031M","Project on Washington and West 10th Streets.  Archaeological testing is recommended in areas of the project site that are former backyards of early 19th-century buildings, because of possible undisturbed privies and cisterns.  It is also recommended where artifacts associated with a 19th-century supermarket and a prison employee may be found.  Testing should be done after the demolition of the building currently on the project site.  Black-and-white maps and some photographs are included."
"289","M","Bergoffen, Celia J.","2002","Hudson Square Rezoning, Block 602 Lot 85, Block 594 Lot 56, NYC DCP, Phase IA Archaeological Assessment Report.  03DCP014M","Rezoning project for two areas by Hudson St in Tribeca.  Several parts of the site have undisturbed backyard areas from 19th century homelots, many of which had reliable resident records.  Thus, further archaeological testing is recommended in these areas to search for intact domestic shaft features."
"290","M","Cantwell, Anne-Marie, Arnold Pickman and Diana Rockman","1983","Archaeological Investigations at Sheridan Square: A Preliminary Report.","Project in Sheridan Square Triangle in Greenwich Village.  Testing was conducted because the area had been previously undisturbed, and therefore held the potential for archaeological remains.  An early 19th-century ground surface, post holes, a fountain and other features were uncovered.  These items will be analyzed and the findings reported."
"291","M","Center For Building Conservation","1982","Seven Hanover Square, Mortar Analysis of Foundation Ruins.  For: Mary Dierickx.","Project in Hanover Square. Mortar analysis."
"292","M","City/Scape: Cultural Resource Consultants","1995","Block 405. Lot 1. 174-180 Avenue A & 501-505 East 11th Street.  Borough of Manhattan. New York County, New York.  Stage IA Literature Review and Archaeological and Historic Sensitivity Evaluation.  For Joanne Hoffman UJA Federation of New York.  NON CEQRH","The following report is an assessment of archaeological and historical sensitivity in the Lower East Side, Manhattan. This survey conducts a literature review of prehistoric and historic resources located on Block 405 Lot 1. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey was unable to locate any significant prehistoric resources, however it was able to identify sections of the project area which might contain intact mid-19th century yard features, and therefore recommends further testing."
"293","M","City/Scape: Cultural Resource Consultants","1997","Block 405. Lot 1. 174-180 Avenue A & 501-505 East 11th Street.  Borough of Manhattan. New York County, New York.  Stage Ib Archaeological Field Reconnaissance Survey.  For Joanne Hoffman UJA Federation of New York.  NON CEQRHUD-M.","Project on the corner of Avenue A and East 11th Street on the Lower East Side.  Testing was recommended to determine the possible presence of privies and cisterns from the 19th century.  Part of a late-19th century drainage system was uncovered, as well as a brick structure which the authors interpret as ""paired privies,"" though this is only speculation.  Neither feature is archaeologically significant, so no further testing is recommended."
"294","M","City/Scape: Cultural Resource Consultants","2000","Stage 1a Literature Review & Sensitivity Evaluation of Archaeological Potential, Block 372, Lot 26, 306-312 East 3rd St., Borough of Manhattan, NY, NY.","The following report is an assessment of archaeological and historical sensitivity between 306-312 East Third Street located in the East Village, Manhattan. This survey conducts a literature review of prehistoric and historic resources located on Block 372. The survey utilizes cartographic and archival information to determine the presence or absence of historic resources, their significance, and the likelihood that these survived subsequent episodes of on-site disturbance. This survey was unable to locate any significant prehistoric resources at the site, however it was able to identify sections of the project area which potentially contained mid-19th century intact rear-yard features, and therefore recommends further on-site testing."
"295","M","City/Scape: Cultural Resource Consultants","2001","Report On Subsurface Conditions. Block 595, Lot 66 & 68. 328 Spring Street & 489 Washington Street Borough of Manhattan, New York County, New York. For: Sheldon Lobel PC.  01BSA103M","Project on Spring and Washington Streets in Manhattan.  The site is next to the historic James Brown House (1817); the remains of activity related to the house may be present on the project site, and soil borings confirm that structures do exist below ground on part of the project site.  An investigation is recommended after the buildings currently on the site are demolished, to investigate the possible presence of remains related to the James Brown House, and also Revolutionary War fortifications and 19th century privies or cisterns."
"296","M","City/Scape: Cultural Resource Consultants","2002","Block 899 Lot 46 51, Stage 1a Literature Review & Sensitivity Analysis.","Project on East 19th Street between 2nd and 3rd Avenues.  One of the lots on the project site might be a source of privies or cisterns from mid-19th-century occupation, which may contain material associated with specific long-term residents.  Testing is recommended for the yard in this lot."
"297","M","City/Scape: Cultural Resource Consultants","2003","Stage 2 Archaeological Investigtion. Congregation Moshcisker Chevrah Gur Arye Mikvah.  308 East 3rd St., Block 372, Lot 27 [26], Borough of Manhattan, NY, NY.","Project on East 3rd Street between Avenues C and D on the Lower East Side.  Archaeological testing was recommended to investigate the possible presence of privies and cisterns from early 19th-century buildings which once stood on the site.  An investigation led to the discovery of a tiled bath on the site, but it was unclear whether it was a Jewish ritual bath (mikvah).  An excavation was undertaken to gather more details about the feature, and it was determined that a synagogue existed on the site from about the early 20th century.  A  Star of David mosaic was uncovered during the excavation, which indicates that the bath was indeed a mikvah, despite the absence of some traditional features.  (This mosaic is now on display at the Museum of Jewish Heritage.)"
"298","M","Dierickx, Mary","n.    .","Stadt Huys Site, Architectural Analysis, Appendix A.  For: Nan Rothschild, Stadt Huys Archaeological Project.","Project at Stadt Huys.  A series of walls, some dating to the late 17th-century or early 18th-century was uncovered.  The author includes mortar analysis and details on each wall uncovered."
"300","M","Geismar, Joan H.","1984","An Evaluation of the Archaeological Potential of the Community Hospital Site, New York City.  For Konheim and Ketcham.","Project on the future Community Hospital site on Baker Field in Upper Manhattan.  Soil borings reveal cultural material with an unknown date on the project site.  Additional soil testing is recommended, and excavation and monitoring may be recommended as well depending on the results of the soil analysis."
"301","M","Geismar, Joan H.","1986","17 State Street:  An Archaeological Evaluation, Phase I Documentation.  For 17 Vista Associates through Webster and Sheffield.  CEQR 85-215M","Project on State Street at Pearl Street in lower Manhattan, in the vicinity of the former lots of several significant structures from the 17th though 19th centuries, including Dutch homes and an entertainment garden.  However, since development of the site is already underway, testing is not possible, and therefore no investigation can be recommended. (Mitigation was required of the developer which included the creation and initial support of New York Unearthed.)"
"302","M","Geismar, Joan H.","1986","An Archaeological Evaluation of the Greenwich Mews Project Site in New York City's Greenwich Village Historic District.  For: Proposition Architecture PC.  CEQR 86-144M","Project on Greenwich Street between West 10th and Christopher Streets in the Greenwich Village Historic District in Manhattan.  Testing is recommended to gain insight into the socioeconomic and urbanizing processes of the 19th century in New York.  See the accompanying report (also USF 137) for details on finds."
"303","M","Geismar, Joan H.","1987","An Archaeological Evaluation of the Manhattan West Site, New York City.  For Konheim & Ketcham.  CEQR 86-268M","Project between 61st and 64th Streets on West End Avenue.  The area was used mostly for railroad-related activities (with the exception of a few buildings including a New York Times printing plant from the 1950s), and has the potential to reveal information about the construction of the 19th-century railroad on the site.  An investigation here would also offer the opportunity to compare the mid-19th century fill for the railroad track bed at this site with fill at other sites in Manhattan.  Monitoring is recommended, as is sampling and testing of any significant material uncovered."
"304","M","Geismar, Joan H.","1987","Stage 1A Archaeological Evaluation of the Exchange Project Site, 10 Battery Place, New York City.  CEQR 87-033M","Project on Battery Place in the Financial District of Manhattan.  Testing is recommended for possible remains of Native American activities, and remains of construction or occupation from the 17th and 18th centuries. Monitoring is recommended to explore late 18th-century and early 19th-century landfill techniques, where potential features like wharves and piers may be present.  Soil borings are recommended to assess whether testing would be necessary during excavation activities on the site."
