"schooldbn","locationname","final_address","borough","district","prek_type","phone","contact_name","contact_email","website","meals","play","income_flg","uniforms","singlegender","programname1","programname2","programname3","programcode1","programcode2","programcode3","nyceec_current_all","nyceec_current_some","nyceec_current_none","nyceec_siblings_all","nyceec_siblings_some","nyceec_siblings_none","nyceec_services_all","nyceec_services_some","nyceec_services_none","nyceec_targetlang","nyceec_targetlang_1","nyceec_targetlang_2","nyceec_others_all","nyceec_others_some","nyceec_others_none","district_zonedsib","district_zonedsib_1","district_zonedsib_2","district_otherzone","district_otherzone_1","district_otherzone_2","district_1","district_2","district_3","district_outdissibs","district_outdissibs_1","district_outdissibs_2","district_indistrict","district_indistrict_1","district_indistrict_2","district_outdistrict","district_outdistrict_1","district_outdistrict_2","pkc_indistrict_all","pkc_indistrict_some","pkc_indistrict_none","pkc_outdistrict_all","pkc_outdistrict_some","pkc_outdistrict_none","lpga","halfday_offers","bus","subway_stop","rezoning","specialpriority","magnet","diversity","earlydropoff","latepickup","flexschedule","iepnote","enhancedlang_note","accessibility","seats","hours","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"05MARB","LSSMNY: Early LIFE Children's Center 11","110 West 146th Street, Manhattan NY 10039","Manhattan","5","NYCEEC","646-478-7949","Magda Waldman Or Ericka Mason","mwaldman@lssny.org","lssny.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MARBFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx13, Bx19, M1, M10, M102, M2, M3, M7","3 A B C D",,,,,"8am","6pm",,,"Enhanced Language Support: Spanish","Contact program","36 Full-Day","9am-3:20pm","10039","40.821357","-73.936353","10","9","232","1060189","1020140036","Central Harlem North-Polo Grounds                                          "
"05MARD","Grant Day Care Center","1299 Amsterdam Avenue, Manhattan NY 10027","Manhattan","5","NYCEEC","212-666-6000","Kelly Haley","ehbnadmin@ehbn.org","eastharlemblocknursery.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MARDFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, M10, M100, M104, M11, M2, M3, M4, M5, M60-SBS","1 A B C D",,,,,,,,,,"Contact program","20 Full-Day","Contact program","10027","40.811919","-73.957318","9","7","20901","1084095","1019640001","Morningside Heights                                                        "
"05MARH","LSSMNY: Early LIFE Children's Center 13","218 West 147th Street, Manhattan NY 10039","Manhattan","5","NYCEEC","646-360-4093","Chandra Wright","CWright@lssny.org","early-life.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Yes",,"Full-Day Program",,,"05MARHFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx19, Bx6, M1, M10, M100, M101, M102, M2, M3, M7","3 A B C D",,,,,,,,,,"Contact program","40 Full-Day","Contact program","10039","40.82331","-73.939043","10","9","234","1060503","1020320017","Central Harlem North-Polo Grounds                                          "
"05MARJ","Graham Windham DCC","669 Lenox Avenue, Manhattan NY 10037","Manhattan","5","NYCEEC","212-491-8501","Glenda Arvelo","nruchkina@shelteringarmsny.org","shelteringarmsny.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MARJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx13, Bx19, Bx33, M1, M10, M102, M2, M3, M7","2 3 A B C D",,,,,,,,,,"Contact program","34 Full-Day","Contact program","10037","40.81939","-73.937012","10","9","232","1085366","1020120025","Central Harlem North-Polo Grounds                                          "
"05MASA","Addie Mae Collins 3","2322 Third Avenue, Manhattan NY 10035","Manhattan","5","NYCEEC","212-831-3144","Leslie Mason","dspann@addiemaecollins.org",,"Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"05MASAFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, BxM10, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M100, M101, M103, M116, M15, M15-SBS, M35, M60-SBS, M98","4 5 6",,,,,,,"May utilize flexible scheduling policy. Contact for more information.",,,"Contact program","54 Full-Day","Contact program","10035","40.804468","-73.935267","11","9","242","1054497","1017750033","East Harlem North                                                          "
"05MAWJ","Harlem Gems North","381 Lenox Avenue, Manhattan NY 10027","Manhattan","5","NYCEEC","646-539-5898","Adrienne Crudup","adaniels@hcz.org","hcz.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"05MAWJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx33, M1, M10, M100, M2, M3, M7, M98","2 3 A B C D",,,,,,,,,,"Contact program","100 Full-Day","Contact program","10027","40.810574","-73.943975","10","9","224","1089104","1019147502","Central Harlem North-Polo Grounds                                          "
"05MAWM","ABC/Echo Park ECDC","1841 Park Avenue, Manhattan NY 10035","Manhattan","5","NYCEEC","646-459-6032","Elisa Diaz","mrooney@a-b-c.org","www.a-b-c.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MAWMFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, Bx33, M1, M100, M101, M103, M116, M15, M15-SBS, M35, M7, M98","2 3 4 5 6",,,,,"8am",,,,"Enhanced Language Support: Spanish","Contact program","40 Full-Day","Contact program","10035","40.80582","-73.938463","11","9","242","1054495","1017750001","East Harlem North                                                          "
"08X119","P.S. 119","1075 Pugsley Avenue, Bronx NY 10472","Bronx","8","District School","718-822-5198","Michele Montana","mmontan2@schools.nyc.gov","schools.nyc.gov/schoolportals/08/x119","Breakfast/Lunch","Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"08X119FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx22, Bx36, Bx39, Bx4, Bx4A, Bx5, BxM6, BxM8, Q44-SBS","6",,,,,,,,,,"Not Accessible","36 Full-Day","8:15am-2:35pm","10472","40.828518","-73.856569","9","18","4001","2025696","2037890021","Soundview-Bruckner                                                         "
"05MAWT","Seventh Avenue Center for Family Services","711 Lenox Avenue, Manhattan NY 10039","Manhattan","5","NYCEEC","212-862-0600","Dr. Danette L. Brown","dbrown@7thavenuecenter.org","7thavenuecenter.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MAWTFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx1, Bx13, Bx19, M1, M10, M102, M2, M3, M7","2 3 4 5 A B C D",,,,,,,,,,"Contact program","18 Full-Day","Contact program","10039","40.8208","-73.935978","10","9","232","1060189","1020140036","Central Harlem North-Polo Grounds                                          "
"05MAWW","Urban Concepts/Round the Clock","3333 Broadway, Manhattan NY 10031","Manhattan","5","NYCEEC","212-234-1870","Bernice Cuz","bernice.cruz@roundtheclocknursery.org",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"05MAWWFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, Bx19, Bx33, M100, M101, M104, M11, M3, M4, M5, M60-SBS","1 B C",,,,,"7:45am","5:50pm",,,,"Contact program","40 Full-Day","Contact program",,,,,,,"1000000","1020019005","                                                                           "
"05MAWX","Utopia Children's Center","236 West 129th Street, Manhattan NY 10027","Manhattan","5","NYCEEC","212-663-7375","Jasmine Quaye","evansutopia@yahoo.com",,"Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"05MAWXFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, Bx33, M1, M10, M100, M104, M11, M2, M3, M60-SBS, M7","2 3 A B C D",,,,,"Contact program for time","Contact program for time",,,,"Contact program","20 Full-Day","Contact program","10027","40.811811","-73.947207","10","9","224","1081503","1019330001","Central Harlem North-Polo Grounds                                          "
"05MAWZ","Citizens Care DCC 3","3240 Broadway, Manhattan NY 10027","Manhattan","5","NYCEEC","212-690-0742","Samuel C Robinson Iii","citizenscare1@gmail.com",,"Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MAWZFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, Bx33, M10, M100, M101, M104, M11, M3, M4, M5, M60-SBS","1 A B C D",,,,,,"6pm",,,,"Contact program","36 Full-Day","Contact program","10027","40.816951","-73.957365","9","7","219","1084124","1019840001","Manhattanville                                                             "
"05MAXC","ECDO Child Start Center","249 West 144th Street, Manhattan NY 10030","Manhattan","5","NYCEEC","212-234-8135","Weenia Allen","Wallen@ecdo.org","ecdo.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"05MAXCFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx19, Bx33, M1, M10, M100, M101, M102, M2, M3, M7","3 A B C D",,,,,,,,,,"Contact program","29 Full-Day","Contact program","10030","40.821585","-73.94101","10","9","232","1060450","1020300010","Central Harlem North-Polo Grounds                                          "
"05MAXF","Addie Mae Collins 1","110 East 129th Street, Manhattan NY 10035","Manhattan","5","NYCEEC","212-831-9222","Diane Spann","dspann@addiemaecollins.org",,"Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"05MAXFFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx1, Bx15, Bx33, M1, M100, M101, M103, M15, M15-SBS, M35, M7, M98","2 3 4 5 6",,,,,,,"May utilize flexible scheduling policy. Contact for more information.",,,"Contact program","18 Full-Day","Contact program","10035","40.807387","-73.936695","11","9","242","1054505","1017770005","East Harlem North                                                          "
"05MAYJ","New York Center for Child Development","159 West 127th Street, Manhattan NY 10027","Manhattan","5","NYCEEC","212-752-7575","Alice Castillo","drsroka@aol.com","nyccd.org","Lunch/Snack(s)","Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"05MAYJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx15, Bx33, M1, M10, M100, M104, M2, M3, M7","2 3 A B C D",,,,,"Contact program","Contact program",,"If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.",,"Contact program","16 Full-Day","Contact program","10027","40.809752","-73.946114","10","9","224","1057901","1019120006","Central Harlem North-Polo Grounds                                          "
"05MAZL","East Harlem Block Nursery 2","2112 Madison Avenue, Manhattan NY 10037","Manhattan","5","NYCEEC","212-234-3333","Louis Fuentes","lfuentesehbn@yahoo.com",,"Contact program","Contact program","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"05MAZLFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx1, Bx15, Bx32, Bx33, M1, M100, M101, M103, M2, M35, M7, M98","2 3 4 5 6",,,,,,,,,,"Contact program","18 Full-Day","Contact program","10037","40.810664","-73.937064","11","9","210","1081115","1017570001","East Harlem North                                                          "
"05MBAJ","ECDO Adam Clayton Powell Early Learn Center","25 West 132nd Street, Manhattan NY 10037","Manhattan","5","NYCEEC","646-802-3663","Latisha Moore","jmason@adcorp.org",,"Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"05MBAJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx33, M1, M10, M100, M2, M35, M7, M98","2 3 4 5 6",,,,,,,,,,"Contact program","20 Full-Day","Contact program","10037","40.811289","-73.940029","10","9","212","1053888","1017300025","Central Harlem North-Polo Grounds                                          "
"05MBCM","Singleton Gems","23 West 124th Street, Manhattan NY 10027","Manhattan","5","NYCEEC","646-545-3935","Leslie Watson","lwatson@hcz.org","hcz.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace",,"Yes",,"Full-Day Program",,,"05MBCMFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M1, M10, M100, M101, M102, M103, M116, M2, M35, M7, M98","2 3 4 5 6",,,,,,,,,,"Contact program","40 Full-Day","Contact program","10027","40.806111","-73.943606","10","9","200","1053457","1017220025","Central Harlem South                                                       "
"05MBFX","Urban Concepts/Round the Clock","300 W 145th Street, Manhattan NY 10039","Manhattan","5","NYCEEC","212-862-2273","Patricia Charles","patricia.charles@roundtheclocknursery.org","www.roundtheclocknursery.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace",,"Yes",,"Full-Day Program",,,"05MBFXFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx19, Bx33, M1, M10, M100, M101, M102, M2, M3, M4, M5, M7","3 A B C D",,,,,"7am","7pm",,,,"Contact program","20 Full-Day","Contact program","10039","40.822892","-73.942071","10","9","259","1060788","1020447501","Central Harlem North-Polo Grounds                                          "
"06M004","P.S. 4 Duke Ellington","500 West 160th Street, Manhattan NY 10032","Manhattan","6","District School","212-928-0739","Adam Stevens","asteven2@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m004","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"06M004FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5","1 A B C D",,,,,"7:30am","6pm",,,,"Fully Accessible","36 Full-Day","8am-2:20pm","10032","40.834899","-73.941085","12","7","245","1062792","1021180022","Washington Heights South                                                   "
"06M028","P.S. 28 Wright Brothers","475 West 155th Street, Manhattan NY 10032","Manhattan","6","District School","212-690-3014","Awilda Baez","ABaez7@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m028","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"06M028FDPK","06M028FDPKSP",,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,,"x",,,,,,,,,,"Bx6, M10, M100, M101, M2, M3, M4, M5","1 A B C D",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10032","40.831227","-73.942143","12","7","239","1076739","1021070026","Washington Heights South                                                   "
"06M048","P.S. 48 P.O. Michael J. Buczek","4360-78 Broadway, Manhattan NY 10033","Manhattan","6","District School","917-521-3800","Tracy Walsh","twalsh@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m048","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"06M048FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,"Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98","XX 1 A",,,,,,,,,,"Fully Accessible","36 Full-Day","8:05am-2:25pm","10033","40.853466","-73.934048","12","10","271","1076752","1021670029","Washington Heights North                                                   "
"06M098","P.S. 98 Shorac Kappock","512 West 212th Street, Manhattan NY 10034","Manhattan","6","District School","212-927-7870","Maritza Rodriguez","MRodriguez23@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m098","Breakfast/Lunch","Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"06M098FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100","XX 1 A",,,,,,,,,,"Not Accessible","90 Full-Day","Contact program","10034","40.867826","-73.917059","12","10","303","1064871","1022290012","Marble Hill-Inwood                                                         "
"06M115","P.S. 115 Alexander Humboldt","586 West 177th Street, Manhattan NY 10033","Manhattan","6","District School","212-927-9233","Boris Consuegra","BConsue@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m115","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"06M115FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,"Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M2, M3, M4, M5, M98","1 A C",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10033","40.846542","-73.935205","12","10","261","1063228","1021330040","Washington Heights South                                                   "
"06M128","P.S. 128 Audubon","560 West 169th Street, Manhattan NY 10032","Manhattan","6","District School","212-927-0607","Rosa Argel Arredondo","RArredo@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m128","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"06M128FDPK","06M128FDPKSP",,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx13, Bx36, Bx7, M100, M101, M2, M3, M4, M5, M98","1 A C",,,,,,,,,,"Partially Accessible","90 Full-Day","Contact program","10032","40.841321","-73.938506","12","10","251","1062994","1021250001","Washington Heights South                                                   "
"06M152","P.S. 152 Dyckman Valley","93 Nagle Avenue, Manhattan NY 10040","Manhattan","6","District School","212-567-5456","Julia Pietri","JPietri@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m152","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"06M152FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx7, BxM1, M100, M101, M3, M4, M98","XX 1 A",,,,,,,,,,"Partially Accessible","72 Full-Day","Contact program","10040","40.860412","-73.927936","12","10","283","1064149","1021730001","Washington Heights North                                                   "
"06M153","P.S. 153 Adam Clayton Powell","1750 Amsterdam Avenue, Manhattan NY 10031","Manhattan","6","District School","212-927-8611","Karen Bailey","KBailey2@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m153","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"06M153FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,,"x",,,,,,,,,,"Bx19, Bx6, M10, M100, M101, M11, M2, M3, M4, M5","1 A B C D",,,,,,,,,,"Partially Accessible","54 Full-Day","Contact program","10031","40.826295","-73.946845","9","7","233","1081834","1020780019","Hamilton Heights                                                           "
"06M173","P.S. 173","306 Fort Washington Avenue, Manhattan NY 10033","Manhattan","6","District School","212-927-7850","Rachael Garcia","RGarcia31@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m173","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"06M173FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M2, M3, M4, M5, M98","1 A C",,,,,,,,,,"Partially Accessible","72 Full-Day","Contact program","10033","40.845469","-73.940468","12","10","263","1063503","1021420154","Washington Heights South                                                   "
"06M187","P.S./I.S. 187 Hudson Cliffs","349 Cabrini Boulevard, Manhattan NY 10040","Manhattan","6","District School","212-927-8218","Cynthia Chory","ielton@schools.nyc.gov","www.187hudsoncliffs.org","Breakfast/Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"06M187FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M98","XX 1 A",,,,,,,,,,"Not Accessible","18 Full-Day","Contact program","10040","40.856693","-73.937093","12","10","273","1064371","1021790365","Washington Heights North                                                   "
"06M189","P.S. 189","2580 Amsterdam Avenue, Manhattan NY 10040","Manhattan","6","District School","212-927-8303","Sylvia Suero","ssuero@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m189","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"06M189FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx40, Bx42, Bx7, M100, M101, M3, M4, M98","XX 1 A",,,,,,,,,,"Partially Accessible","72 Full-Day","8am-2:20pm","10040","40.852631","-73.927604","12","10","277","1076750","1021590051","Washington Heights North                                                   "
"06M192","P.S. 192 Jacob H. Schiff","500 West 138th Street, Manhattan NY 10031","Manhattan","6","District School","212-281-8395","Hilduara Abreu","HAbreu@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m192","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"06M192FDPK","06M192FDPKSP",,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx15, Bx19, Bx33, M10, M100, M101, M104, M11, M3, M4, M5","1 A B C D",,,,,,,,,,"Not Accessible","54 Full-Day","Contact program","10031","40.820953","-73.951145","9","7","22301","1084132","1019880166","Manhattanville                                                             "
"06MATP","LSSMNY: Early LIFE Childrens Center 14","510-16 West 145th Street, Manhattan NY 10031","Manhattan","6","NYCEEC","646-449-0814","Teresa Outlaw-Johnson","toutlaw-johnson@lssny.org","early-life.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MATPFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx19, M10, M100, M101, M11, M3, M4, M5","1 A B C D",,,,,"8am","6pm",,,,"Contact program","64 Full-Day","Contact program","10031","40.82548","-73.948215","9","7","229","1061917","1020760041","Hamilton Heights                                                           "
"20KCRJ","Athena Scholars","811 54th Street, Brooklyn NY 11220","Brooklyn","20","NYCEEC","718-872-7108","Fannie Chan","cfannie1228@gmail.com",,"Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"20KCRJFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B70, B9","N",,,,,,,,,,"Contact program","26 Full-Day","8:15am-2:35pm","11220","40.63859","-74.005549","12","38","106","3138848","3056650073","Sunset Park East                                                           "
"06M210","P.S./I.S. 210 Twenty-First Century Academy for Community Leadership","501-503 West 152nd Street, Manhattan NY 10031","Manhattan","6","District School","212-283-0012","Evelyn Linares","Elinare@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m210","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Spanish Dual Language Program",,,"06M210FDPKSP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted students from all priority groups.",,"Bx19, Bx6, M10, M100, M101, M11, M2, M3, M4, M5","1 A B C D",,"This is a non-zoned school",,,,,,,,"Fully Accessible","18 Full-Day","Contact program","10031","40.829832","-73.944789","9","7","237","1087824","1020840129","Hamilton Heights                                                           "
"06M348","Washington Heights Expeditionary Learning School","511 West 182nd Street, Manhattan NY 10033","Manhattan","6","District School","212-928-0316","Thomas Rochowicz","Trochowicz2@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m348","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"06M348FDPK","06M348FDPKSP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98","XX 1 A",,"This is a non-zoned school",,,,,,,,"Fully Accessible","36 Full-Day","Contact program","10033","40.848908","-73.930948","12","10","269","1063703","1021550035","Washington Heights North                                                   "
"06M366","Washington Heights Academy","202 Sherman Avenue, Manhattan NY 10034","Manhattan","6","District School","212-304-3320","Renzo Martinez","rmartin8@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m366","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"06M366FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100","XX 1 A",,"This is a non-zoned school",,,,,,,,"Fully Accessible","54 Full-Day","Contact program","10034","40.8654","-73.921101","12","10","293","1081910","1022260041","Marble Hill-Inwood                                                         "
"06M513","Castle Bridge School","560 West 169th Street, Manhattan NY 10032","Manhattan","6","District School","212-740-4701","Julia Zuckerman","JZuckerman@schools.nyc.gov","schools.nyc.gov/schoolportals/06/m513","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"06M513FDPK","06M513FDPKSP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Bx11, Bx13, Bx36, Bx7, M100, M101, M2, M3, M4, M5, M98","1 A C",,"This is a non-zoned school",,"Students from families impacted by incarceration will have priority for 10% of seats and students who qualify for Free and Reduced Lunch will have priority for 50% of seats","Contact program for time",,,,,"Partially Accessible","18 Full-Day","Contact program","10032","40.841321","-73.938506","12","10","251","1062994","1021250001","Washington Heights South                                                   "
"06MADL","Good Shepherd School","620 Isham Street, Manhattan NY 10034","Manhattan","6","NYCEEC","212-567-5800","Mrs.Ronnie Walsh","ronniewalsh@gsschoolnyc.org","gsschoolnyc.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"06MADLFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12-SBS, Bx20, Bx7, M100","XX 1 A",,,,,"7:25am","6:30pm",,,,"Contact program","36 Full-Day","Contact program","10034","40.869198","-73.92046","12","10","303","1082056","1022420019","Marble Hill-Inwood                                                         "
