"data_as_of_date","evaluation_id","evaluation_name","source","program_type","workscope","provider","evaluation_date","overall_rating","program_site","street_address","street_address2","postcode","borough","latitude","longitude","community_board","council_district","census_tract_2010","nta","bin","bbl"
"2021-02-03T00:00:00.000","EVL-007709","Case Management Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-04-17T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-007803","Case Management Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-04-17T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-007773","Case Management Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-04-19T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-007800","Case Management Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-04-19T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-007721","Case Management Review","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-04-19T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-007698","Case Management Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-04-24T00:00:00.000","Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-007689","Case Management Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-04-24T00:00:00.000","Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-008774","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-05-03T00:00:00.000","Far Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-008759","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-05-11T00:00:00.000","Far Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-008744","Safety and Facilities Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-05-11T00:00:00.000","Far Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-008748","Safety and Facilities Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-05-11T00:00:00.000","Far Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-008866","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-05-11T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-008706","Safety and Facilities Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-05-18T00:00:00.000","Far Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-008766","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-05-22T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-008861","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-05-30T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-008826","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-05-30T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010211","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-06T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010133","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-06T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-010123","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-06T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-010129","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-14T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010081","Workshop Visit","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-06-26T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-010120","Workshop Visit","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-06-26T00:00:00.000","Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-010113","Workshop Visit","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-06-26T00:00:00.000","Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-010208","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-27T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010184","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-27T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010702","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-29T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010710","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-29T00:00:00.000","Far Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-010697","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-012369","Beginning of Year Review","On-Demand","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-010528","Outcomes Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-010587","Outcomes Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-010598","Outcomes Review","System Generated","Crisis Shelters","9294D-Crisis Shelters-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-012372","Beginning of Year Review","On-Demand","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010802","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010778","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012373","Beginning of Year Review","On-Demand","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012371","Beginning of Year Review","On-Demand","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-010805","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9321P-Transitional Independent Living (TIL)-7/1/2017-6/30/2018","Ali Forney Center","2018-06-30T00:00:00.000","Far Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Community District 006 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-011520","Beginning of Year Review","On-Demand","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-07-27T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012685","Beginning of Year Admin Review","On-Demand","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-07-27T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-012693","Beginning of Year Admin Review","On-Demand","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-07-27T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-012694","Beginning of Year Admin Review","On-Demand","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-07-27T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-012656","Beginning of Year Review","On-Demand","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-07-27T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-031067","Outcomes Review","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-07-31T00:00:00.000","Below Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012582","Case Management Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-08-08T00:00:00.000","Meets Standard",,,,"10473","Bronx","NULL","NULL","Bronx CD 009","Council District 017 Bronx","NULL","BX09",,
"2021-02-03T00:00:00.000","EVL-012580","Case Management Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-08-08T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-012514","Case Management Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-08-10T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-012508","Case Management Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-08-10T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-012507","Case Management Review","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-08-15T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-012566","Case Management Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-08-16T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012556","Case Management Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-08-16T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012502","Case Management Review","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-08-23T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-012530","Case Management Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-08-23T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-013822","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-09-13T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-013859","Safety and Facilities Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-09-13T00:00:00.000","Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-013816","Safety and Facilities Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-09-13T00:00:00.000","Above Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-014169","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-09-13T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-014248","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-09-13T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-014376","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-09-14T00:00:00.000","Above Standard",,,,"10473","Bronx","NULL","NULL","Bronx CD 009","Council District 017 Bronx","NULL","BX09",,
"2021-02-03T00:00:00.000","EVL-014361","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-09-14T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-013935","Safety and Facilities Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-09-19T00:00:00.000","Above Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-013795","Safety and Facilities Review","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-09-26T00:00:00.000","Above Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-015033","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-10-19T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-015050","Workshop Visit","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-10-19T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-015130","Workshop Visit","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-10-19T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-015077","Workshop Visit","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-10-19T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-015104","Workshop Visit","System Generated","Crisis Shelters","9534-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-10-19T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 002","Council District 035 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-015235","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-10-20T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-015306","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-10-23T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-015273","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-10-24T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-015311","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-10-24T00:00:00.000","Meets Standard",,,,"10473","Bronx","NULL","NULL","Bronx CD 009","Council District 017 Bronx","NULL","BX09",,
"2021-02-03T00:00:00.000","EVL-015047","Workshop Visit","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-10-26T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-020908","Administrative Review","System Generated","Crisis Shelters","9534-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-11-13T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 002","Council District 035 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-020878","Administrative Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-11-13T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-024599","Administrative Review","On-Demand","Transitional Independent Living (TIL)","9323B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-11-16T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-020993","Administrative Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-020970","Administrative Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"10031","Manhattan","NULL","NULL","Manhattan CD 009","Council District 007 Manhattan","NULL","MN04",,
"2021-02-03T00:00:00.000","EVL-021020","Administrative Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"10473","Bronx","NULL","NULL","Bronx CD 009","Council District 017 Bronx","NULL","BX09",,
"2021-02-03T00:00:00.000","EVL-020894","Administrative Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"11205","Brooklyn","NULL","NULL","Brooklyn CD 003","Council District 033 Brooklyn","NULL","BK69",,
"2021-02-03T00:00:00.000","EVL-021018","Administrative Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-020877","Administrative Review","System Generated","Transitional Independent Living (TIL)","9324B-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-020921","Administrative Review","System Generated","Crisis Shelters","9549-Crisis Shelters-7/1/2018-6/30/2019","Ali Forney Center","2018-11-20T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
"2021-02-03T00:00:00.000","EVL-024658","Case Management Review","System Generated","Transitional Independent Living (TIL)","9541-Transitional Independent Living (TIL)-7/1/2018-6/30/2019","Ali Forney Center","2018-12-10T00:00:00.000","Meets Standard",,,,"11232","Brooklyn","NULL","NULL","Brooklyn CD 007","Council District 038 Brooklyn","NULL","BK32",,
