"borough_code","development","address","status","sponsor","zip_code","type","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"Manhattan","Seward Park Extension","60 Essex Street","Occupied","Grand Street Settlement, Inc.","10002","Child Care - Early Learn","40.717011","-73.988987","3","1","18","1083429","1003510001","Chinatown                                                                  "
"Manhattan","Rutgers","200 Madison Street","Occupied","YMCA of Greater New York ","10002","Community Center","40.712608","-73.990358","3","1","6","1077512","1002550001","Lower East Side                                                            "
"Manhattan","Gompers","80 Pitt Street","Occupied","Grand Street Settlement, Inc.","10002","Child Care ","40.718328","-73.98245","3","2","2201","1084357","1003380001","Lower East Side                                                            "
"Manhattan","Polo Grounds Towers","2965 Eighth Avenue","Occupied","Church on the Hill","10039","Senior Center","40.830242","-73.9365","10","9","24302","1084520","1021060003","Central Harlem North-Polo Grounds                                          "
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","110-01 62nd Drive","Occupied","Queens Community House, Inc.","11375","Child Care ","40.736372","-73.848731","6","29","745","4000000","4021620176","Forest Hills                                                               "
"Queens","Pomonok","67-09 Kissena Blvd","Occupied","Queens Community House, Inc.","11367","Senior Center","40.735033","-73.814726","8","24","122702","4455430","4067920030","Pomonok-Flushing Heights-Hillcrest                                         "
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","108-25 62nd Drive","Occupied","Queens Community House, Inc.","11375","Community Center","40.73591","-73.850212","6","29","745","4432108","4021590002","Forest Hills                                                               "
"Manhattan","Harlem River","207 West 151 Street","NYCHA HOLD","NYCHA","10030","Vacant","40.82554","-73.936544","10","9","236","1084155","1020370011","Central Harlem North-Polo Grounds                                          "
"Manhattan","Lavanburg","126-142 Baruch Place","Occupied","Henry Street Settlement, Inc.","10002","Other - Family / Urban Family Ctr","40.7182","-73.976826","3","2","1002","1077594","1003250001","Lower East Side                                                            "
"Manhattan","Meltzer Towers","94 East 1st Street","Occupied","University Settlement Society of New York, Inc.","10009","Senior Center","40.722827","-73.987402","3","2","3002","1005743","1004290021","East Village                                                               "
"Bronx","Patterson","308 East 145th Street","Occupied","East Side House Settlement","10451","Senior Center","40.815197","-73.922179","1","8","51","2091115","2023240001","Mott Haven-Port Morris                                                     "
"Brooklyn","Pennsylvania Avenue-Wortman Avenue","895 Pennsylvania Avenue","Occupied","CAMBA","11207","Community Center","40.655966","-73.888652","5","42","1104","3324011","3043690001","East New York                                                              "
"Bronx","Claremont Rehab","1105 Teller Avenue","NYCHA HOLD","NYCHA","10456","Vacant","40.829927","-73.913001","4","16","175","2002283","2024340080","East Concourse-Concourse Village                                           "
"Brooklyn","Coney Island I (Site 8)","2950 W 35th Street","Occupied","Jewish Association Services For the Aged","11224","NORC","40.573838","-74.000493","13","47","342","3189511","3070460022","Seagate-Coney Island                                                       "
"Brooklyn","Kingsborough","133 Kingsborough 1st Walk","Occupied","Bedford Stuyvesant Early Childhood Development Ctr., Inc.","11233","Child Care ","40.675367","-73.927198","8","41","307","3324601","3013440001","Crown Heights North                                                        "
"Brooklyn","Stuyvesant Gardens II","706 Quincy Street","Occupied","New York Child Resource Center's, Inc.","11221","Child Care ","40.689085","-73.932109","3","36","293","3379547","3016310001","Stuyvesant Heights                                                         "
"Manhattan","Chelsea","420 West 26th Street","Occupied","I Have A Dream Foundation-NY","10001","Other - Education / IHAD Literacy","40.748985","-74.001361","4","3","93","1083580","1007230015","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Brooklyn","Berry Street","71 South 10th Street","Vacant ","NYCHA","11211","Vacant","40.70822","-73.96607","1","33","547","3341979","3021450018","North Side-South Side                                                      "
"Manhattan","Smith","50 Madison Street","Occupied","Hamilton-Madison House, Inc.","10038","Child Care ","40.711958","-73.997825","3","1","25","1077420","1001110100","Chinatown                                                                  "
"Brooklyn","Taylor Street-Wythe Avenue","80 Clymer Street","Occupied","El Puente De Williamsburg","11211","Community Center","40.705037","-73.965992","1","33","545","3251702","3021750030","Williamsburg                                                               "
"Bronx","Betances Site IV","528 East 146th Street","Occupied","Sheltering Arms Chidren and Family Services, Inc.","10455","Child Care - Early Learn","40.812728","-73.915397","1","8","43","2093913","2022720038","Mott Haven-Port Morris                                                     "
"Queens","Carlton Manor","72-05 & 71-15 Beach Channel Drive","Occupied","Bethel Mission Station Church, Inc.","11692","Child Care ","40.583775","-73.839659","14","32","93401",,,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      "
"Bronx","Pelham Parkway","2425 Williamsbridge Road","Occupied","Bronx Jewish Community Council","10469","NORC","40.862002","-73.857686","11","13","324","2114842","2044440001","Bronxdale                                                                  "
"Manhattan","Wald","934 East Fourth Walk","Vacant ","NYCHA","10009","Vacant","40.720627","-73.97636","3","2","20","1078057","1003560001","Lower East Side                                                            "
"Staten Island","Berry Houses","211 Jefferson St.","Occupied","Research Foundation of the State University of New York","10306","Other - ATTAIN LAB","40.586661","-74.100928","2","50","11401","5109569","5035320500","Old Town-Dongan Hills-South Beach                                          "
"Brooklyn","Sumner","862 Park Avenue","Occupied","NYCHA","11206","Senior Center","40.698582","-73.940736","3","36","28502","3324728","3015800001","Stuyvesant Heights                                                         "
"Manhattan","Vladeck","334 Madison Street","Occupied","Henry Street Settlement, Inc.","10002","Senior Center","40.713266","-73.983237","3","2","202","1077526","1002600001","Lower East Side                                                            "
"Brooklyn","Red Hook East","110 West 9th Street","Occupied","Good Shepherd Services","11231","Community Center","40.676024","-74.002318","6","38","85","3339411","3005380001","Carroll Gardens-Columbia Street-Red Hook                                   "
"Manhattan","Drew Hamilton","2672 Frederick Douglas Blvd.","Occupied","Children's Aid Society, Inc.","10030","Child Care - Early Learn","40.820987","-73.943261","10","9","232","1060427","1020280001","Central Harlem North-Polo Grounds                                          "
"Staten Island","Todt Hill","255 Westwood Avenue","Occupied","Jewish Community Center of Staten Island","10314","Community Center","40.606563","-74.118774","2","49","173","5108965","5007060001","New Springville-Bloomfield-Travis                                          "
"Brooklyn","Ocean Hill","305 MacDougal Street","Vacant ","NYCHA","11233","Vacant","40.680579","-73.908412","16","37","369","3041566","3015280033","Ocean Hill                                                                 "
"Brooklyn","Gravesend","3146 Bayview Avenue","Vacant ","NYCHA","11224","Vacant","40.578512","-73.998034","13","47","330","3331093","3069640002","Seagate-Coney Island                                                       "
"Bronx","Pelham Parkway","785 Pelham Pkway N","Occupied","Mosholu Montefiore Community Center Inc.","10467","Community Center","40.857915","-73.864614","11","13","328","2093364","2043490001","Bronxdale                                                                  "
"Bronx","Marble Hill","5470 Broadway","Occupied","Marble Hill Nursery School","10463","Child Care ","40.876363","-73.907343","8","10","309","1082781","1022150116","Marble Hill-Inwood                                                         "
"Manhattan","131 Saint Nicholas Avenue","131 Saint Nicholas Avenue","NYCHA HOLD","NYCHA","10026","Vacant","40.803994","-73.952721","10","9","218","1058378","1019220041","Central Harlem South                                                       "
"Manhattan","DeHostos Apartments","696 Amsterdam Avenue","Occupied","Stryker's Bay Neighborhood Council, Inc./The Dome Project","10024","Community Center","40.792623","-73.971422","7","6","179","1033648","1012410025","Upper West Side                                                            "
"Brooklyn","Van Dyke II","430 Dumont Avenue","Occupied","Wayside Out-Reach Development Corporation, Inc.","11212","Senior Center","40.664982","-73.903308","16","41","910","3328126","3037940001","Brownsville                                                                "
"Bronx","Gun Hill","745 Magenta Street","Occupied","Mosholu Montefiore Community Center Inc.","10467","Community Center","40.874944","-73.86502","12","12","374","2093516","2046290050","Williamsbridge-Olinville                                                   "
"Manhattan","Johnson","1829 Lexington Avenue","Occupied","Union Settlement Association","10029","Child Care - Early Learn","40.796762","-73.942968","11","8","182","1087213","1016400021","East Harlem North                                                          "
"Brooklyn","Nostrand","3043 Avenue W","Occupied","Kings Bay YM-YWHA","11229","Community Center","40.596429","-73.936452","15","46","572","3320779","3073890001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"Manhattan","Amsterdam","243 West 64th Street","Occupied","Lincoln Square Neighborhood Center, Inc.","10023","Child Care - Early Learn","40.774214","-73.986937","7","6","151","1030340","1011560020","Lincoln Square                                                             "
"Brooklyn","Kingsborough","342 Kingsborough 3rd Walk","NYCHA HOLD","NYCHA","11233","Vacant- health clinic","40.675303","-73.925818","8","41","307","3331198","3013440001","Crown Heights North                                                        "
"Manhattan","Harborview Terrace","530 West 55th Street","Occupied","Find Aid for The Aged, Inc.","10019","Senior Center","40.768258","-73.990588","4","6","135","1027059","1010830015","Clinton                                                                    "
"Bronx","Boston Secor","3540 Bivona Street","Occupied","Mosholu Montefiore Community Center Inc.","10475","Community Center","40.883026","-73.833227","12","12","46202","2093879","2052630070","Co-op City                                                                 "
"Bronx","Butler","1458 Webster Avenue","Occupied","South Bronx Head Start Program, Inc.","10456","Child Care ","40.837926","-73.906331","3","16","14702","2092076","2028950001","Claremont-Bathgate                                                         "
"Brooklyn","Gravesend","2757 W 33rd Street","Occupied","Labor Industry for Education, Inc","11224","Child Care - Early Learn","40.578145","-74.00018","13","47","330","3331093","3069640002","Seagate-Coney Island                                                       "
"Brooklyn","Marlboro","2298 West 8th Street","Occupied","Jewish Community Council of Coney Island","11223","Senior Center","40.592081","-73.978468","13","47","382","3322179","3071400016","Gravesend                                                                  "
"Bronx","Castle Hill","625 Castle Hill Avenue","Occupied","Kips Bay Boys & Girls Club/Dept for the Aging","10473","Senior Center","40.819754","-73.848209","9","18","86","2092673","2035700001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Brooklyn","Cypress Hills","720 Euclid Avenue","Occupied","Colony South Brooklyn Houses","11208","Child Care ","40.669298","-73.870437","5","42","1210","3337053","3042920061","East New York                                                              "
"Manhattan","Wagner","435 East 120th Street","Occupied","SCAN Supportive Children's Advocacy Network","10035","Community Center","40.798041","-73.932186","11","8","192","1081287","1018080001","East Harlem North                                                          "
"Brooklyn","Cooper Park","76 Kingsland Avenue","Occupied","St. Nicks Alliance","11211","Community Center","40.718374","-73.940419","1","34","449","3332781","3028670001","East Williamsburg                                                          "
"Bronx","Adams","755 East 152nd Street","Vacant ","NYCHA","10455","Vacant","40.815818","-73.90699","1","17","79","2091979","2026540002","Melrose South-Mott Haven North                                             "
"Queens","Queensbridge North","10-25 41st Avenue","Occupied","Jacob A. Riis Neighborhood Settlement, Inc.","11101","Senior Center","40.755488","-73.945328","1","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"Manhattan","Douglas I","865 Columbus Avenue ","Occupied","Children's Aid Society, Inc.","10025","Other - Office Space","40.79693","-73.964551","7","7","189","1081300","1018360001","Upper West Side                                                            "
"Queens","Woodside","50-19 Broadway","Occupied","Goodwill Industries of Greater New York","11377","Community Center","40.754972","-73.910468","1","26","163","4431001","4007380050","Astoria                                                                    "
"Manhattan","Lehman Village","1589 Madison Avenue","Occupied","SCAN Supportive Children's Advocacy Network","10029","Community Center","40.794311","-73.948979","11","8","17401","1078857","1016130023","East Harlem South                                                          "
"Bronx","Sedgwick","1553 University Avenue","Occupied","Catholic Charities Community Services Archdiocese of NY","10453","Community Center","40.846111","-73.921662","5","16","20501","2092105","2028770001","University Heights-Morris Heights                                          "
"Manhattan","UPACA 6 (Site 6)","1940 Lexington Avenue","Vacant ","NYCHA","10035","Vacant","40.80073","-73.940093","11","9","196","1054368","1017680012","East Harlem North                                                          "
"Bronx","Murphy","1811 Crotona Avenue","Occupied","East Tremont Child Care & Development Center","10457","Child Care - Early Learn","40.842893","-73.893457","6","15","36902","2092141","2029440001","East Tremont                                                               "
"Brooklyn","Roosevelt II","400 Hart Street","Occupied","Fort Greene Senior Citizens Council","11206","Senior Center","40.694725","-73.93519","3","36","287","3341752","3015950024","Stuyvesant Heights                                                         "
"Brooklyn","Roosevelt","388 Pulaski Street","Occupied","Cumberland Hospital ","11206","Health Clinic","40.694049","-73.934552","3","36","289","3324972","3015980001","Stuyvesant Heights                                                         "
"Manhattan","Johnson","173 East 112th Street","Vacant ","NYCHA","10029","Vacant","40.795653","-73.942449","11","8","182","1089897","1016400021","East Harlem North                                                          "
"Brooklyn","Van Dyke I","330 Powell Street","Occupied","DB Grant Associates, Inc.","11212","Other - Jobs Plus","40.666184","-73.903097","16","41","910","3000000","3037770001","Brownsville                                                                "
"Bronx","Bailey Avenue-West 193rd Street","2660 Bailey Avenue","Occupied","Regional Aid For Interim Needs, Inc.","10463","Senior Center","40.870747","-73.906859","7","14","269","2000000","2032390025","Kingsbridge Heights                                                        "
"Manhattan","Carver","55 East 102nd Street","Occupied","Institute for the Puerto Rican/Hispanic Elderly","10029","Senior Center","40.79084","-73.950853","11","8","168","1082659","1016080023","East Harlem South                                                          "
"Manhattan","Riis","80 Avenue D","Occupied","Grand Street Settlement, Inc.","10009","Community Center","40.722565","-73.976832","3","2","24","1077552","1003620001","Lower East Side                                                            "
"Queens","Ocean Bay Apartments (Bayside)","57-10 Beach Channel Dr","Occupied","Action Center for Education and Community Development, Inc.","11692","Community Center","40.59476","-73.787436","14","31","97203","4436449","4160020001","Hammels-Arverne-Edgemere                                                   "
"Manhattan","Clinton","120 East 110th Street","Reserved - application on file","NYCHA","10029","Child Care ","40.795119","-73.945194","11","8","172","1078931","1016370001","East Harlem South                                                          "
"Brooklyn","Tilden","630 Mother Gaston Blvd.","Occupied","Wayside Out-Reach Development Corporation, Inc.","11212","Senior Center","40.663471","-73.905278","16","41","912","3326549","3035760001","Brownsville                                                                "
"Manhattan","Chelsea Addition","441 West 26th Street","Occupied","Hudson Guild","10001","Health Clinic","40.749196","-74.001815","4","3","97","1012827","1007240010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Manhattan","Rangel","159-36 Harlem River Drive","Occupied","Catholic Charities Community Services Archdiocese of NY","10039","Community Center","40.833365","-73.935456","10","9","24302","1084184","1021060320","Central Harlem North-Polo Grounds                                          "
"Bronx","College Ave (1020)","1020 College Avenue","Vacant ","NYCHA","10456","Vacant","40.82904","-73.915532","4","16","175","2002209","2024330001","East Concourse-Concourse Village                                           "
"Manhattan","Isaacs","415 East 93rd Street","Occupied","Stanley M. Isaacs Neighborhood Center","10128","Senior Center","40.780904","-73.945112","8","5","152","1082367","1015730001","Yorkville                                                                  "
"Bronx","Pelham Parkway","2222 Wallace Avenue","Occupied","Bronx House, Inc.","10467","Child Care ","40.858343","-73.864649","11","13","328","2093364","2043490001","Bronxdale                                                                  "
"Queens","Astoria","4-25 Astoria Blvd","Occupied","Urban Upbound","11102","Other - Jobs Plus","40.772889","-73.93328","1","22","87","4430788","4004900101","Old Astoria                                                                "
"Queens","Woodside","50-37 Newtown Road","Occupied","Samaritan Village","11377","Senior Center","40.753724","-73.911047","1","26","163","4430993","4007360002","Astoria                                                                    "
"Manhattan","Harlem River","2627 7th Avenue","Occupied","YMCA of Greater New York ","10039","Community Center","40.825565","-73.936197","10","9","236","1060197","1020160060","Central Harlem North-Polo Grounds                                          "
"Manhattan","Lincoln","60 East 135th Street","Occupied","NYCHA","10037","Senior Center","40.81161","-73.934935","11","9","210","1081120","1017570020","East Harlem North                                                          "
"Manhattan","Vladeck","351 Madison Street ","Occupied","Henry Street Settlement, Inc.","10002","NORC","40.71334","-73.982772","3","2","202","1083404","1002670024","Lower East Side                                                            "
"Staten Island","South Beach","155 Norway Avenue","Occupied","United Activities Unlimited Inc","10305","Community Center","40.594347","-74.079224","2","50","64","5109514","5032430100","Grasmere-Arrochar-Ft. Wadsworth                                            "
"Brooklyn","Van Dyke I ","392 Blake Avenue","Occupied","Medgar Evers","11212","Community Center","40.66635","-73.904776","16","41","910","3394294","3037770001","Brownsville                                                                "
"Brooklyn","Cypress Hills","475 Fountain Avenue","Occupied","Directions For Our Youth, Inc.","11208","Community Center","40.668288","-73.873005","5","42","1210","3337041","3042920061","East New York                                                              "
"Bronx","Gun Hill","3440 White Plains Road","Occupied","Northeast Bronx Day Care Center","10467","Child Care - Early Learn","40.876472","-73.866945","12","12","374","2093518","2046290050","Williamsbridge-Olinville                                                   "
"Queens","Ocean Bay Apts/Oceanside","339 Beach 54th Street","NYCHA HOLD","NYCHA","11692","Vacant","40.593555","-73.784408","14","31","97204","4436420","4158920001","Hammels-Arverne-Edgemere                                                   "
"Bronx","Soundview","1674 Seward Avenue","Occupied","NYCHA","10473","Senior Center","40.818255","-73.869832","9","18","20","2092638","2035510001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Brooklyn","Lafayette Gardens","434 DeKalb Avenue","Occupied","Cumberland Hospital ","11205","Health Clinic","40.690361","-73.960108","3","35","233","3321871","3019380001","Bedford                                                                    "
"Manhattan","Lincoln","2112 Madison Avenue","Occupied","East Harlem Block Nursery, Inc.","10037","Child Care ","40.810664","-73.937064","11","9","210","1081115","1017570001","East Harlem North                                                          "
"Bronx","East 180th Street-Monterey Avenue","2120 Quarry Road","Occupied","NYC Department of Education","10457","Child Care ","40.851045","-73.893292","6","15","37504","2011852","2030620006","East Tremont                                                               "
"Brooklyn","Williams Plaza","323 Roebling Street","Occupied","El Puente De Williamsburg","11211","Community Center","40.708266","-73.960991","1","33","525","3341975","3021400026","North Side-South Side                                                      "
"Manhattan","Seward Park Extension","56 Essex Street","Occupied","Grand Street Settlement, Inc.","10002","Community Center","40.716838","-73.989077","3","1","18","1083429","1003510001","Chinatown                                                                  "
"Brooklyn","Glenwood","5816 Farragut Road","Occupied","Sesame Flyers International Inc.","11234","Community Center","40.636749","-73.920568","18","45","94402","3331003","3079780001","Flatlands                                                                  "
"Bronx","Webster","421 East 168th Street","Vacant ","NYCHA","10456","Vacant","40.832005","-73.908709","3","16","145","2091186","2023950001","Claremont-Bathgate                                                         "
"Bronx","Millbrook","201 St. Anns Avenue","Occupied","East Side House Settlement","10454","Other - Jobs Plus","40.805742","-73.918238","1","8","25","2090986","2022630019","Mott Haven-Port Morris                                                     "
"Brooklyn","Breukelen","715 East 105th Street","Occupied","Police Athletic League, Inc.","11236","Community Center","40.648732","-73.896005","18","42","982","3321523","3081930001","Canarsie                                                                   "
"Manhattan","Fort Washington Avenue Rehab","99 Ft Washington Avenue","Occupied","Riverstone Senior Life Services, Inc.","10032","Senior Center","40.83851","-73.943738","12","7","247","1063346","1021360235","Washington Heights South                                                   "
"Manhattan","Riis","152-154 Avenue D","NYCHA HOLD","NYCHA","10009","Vacant","40.725076","-73.975009","3","2","24","1077543","1003670001","Lower East Side                                                            "
"Bronx","Moore","515 Jackson Avenue","Occupied","Bronxworks, Inc.","10455","Senior Center","40.812353","-73.909401","1","8","35","2091284","2025570083","Mott Haven-Port Morris                                                     "
"Bronx","Mitchel","188 Lincoln Avenue","Occupied","East Side House Settlement","10454","Senior Center","40.809874","-73.927933","1","8","23","2091142","2023110001","Mott Haven-Port Morris                                                     "
"Brooklyn","Brevoort","280 Ralph Avenue","Occupied","Ridgewood-Bushwick Sr Citizens Council, Inc.","11233","Senior Center","40.679794","-73.922153","3","41","381","3325173","3016880001","Crown Heights North                                                        "
"Queens","Beach 41st ","426 Beach 40th Street","Occupied","Child Center of New York","11691","Community Center","40.596249","-73.772408","14","31","97203","4302129","4159550003","Hammels-Arverne-Edgemere                                                   "
"Manhattan","Riis","108 Avenue D","Occupied","Chinese-American Planning Council","10009","Child Care ","40.723492","-73.976164","3","2","24","1077507","1003620001","Lower East Side                                                            "
"Brooklyn","Whitman","285 Myrtle Avenue","Occupied","Brooklyn Bureau of Comm. Service","11205","Other - Office Space","40.693423","-73.977206","2","35","2901","3345021","3020400001","Fort Greene                                                                "
"Bronx","Davidson","1221 Prospect Avenue","Occupied","Graham Windham Services to Families & Children","10459","Community Center","40.827264","-73.898476","3","17","131","2005038","2026800019","Longwood                                                                   "
"Manhattan","Baruch","110-120 Baruch Drive","Occupied","Henry Street Settlement, Inc.","10002","Child Care - Early Learn","40.718774","-73.977424","3","2","1002","1078034","1003230001","Lower East Side                                                            "
"Queens","Conlon-Lihfe Towers","92-33 170th Street","Occupied","Jamaica Service Program for Older Adults (JSPOA)","11433","Senior Center","40.706193","-73.789136","12","27","444","4457492","4102120033","Jamaica                                                                    "
"Brooklyn","Wyckoff Gardens","272 Wyckoff Street","Occupied","Colony South Brooklyn Houses","11217","Community Center","40.68342","-73.984081","6","33","127","3336056","3003940001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Manhattan","Public School 39 (Conversion)","120 West 140th Street","Occupied","ARC XVI Ft. Washington, Inc.","10030","Senior Center","40.817579","-73.939272","10","9","230","1060054","1020080013","Central Harlem North-Polo Grounds                                          "
"Queens","Bland","133-16 Roosevelt Avenue","Occupied","League For Better Community Life, Inc.","11354","Child Care - Early Learn","40.758288","-73.833832","7","20","871","4443446","4050370008","Flushing                                                                   "
"Manhattan","Smith","60 Madison Street","Occupied","Gouvenier Hospital ","10038","Health Clinic","40.712019","-73.997309","3","1","25","1077421","1001110100","Chinatown                                                                  "
"Brooklyn","Lafayette Gardens","470 Dekalb Avenue","NYCHA HOLD","NYCHA","11205","Vacant","40.690588","-73.958131","3","35","233","3346319","3019380001","Bedford                                                                    "
"Queens","Queensbridge North","10-25 41st Avenue","Occupied","Jacob A. Riis Neighborhood Settlement, Inc.","11101","Community Center","40.755488","-73.945328","1","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","Marcy","582 Park Avenue","NYCHA HOLD","NYCHA","11206","Vacant","40.697302","-73.951996","3","36","255","3324244","3017380001","Bedford                                                                    "
"Bronx","Castle Hill","2165 Randall Avenue","Occupied","Leake & Watts Children's Services Inc.","10473","Child Care ","40.818918","-73.848836","9","18","86","2092673","2035700001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Queens","Beach 41st ","426 Beach 40th Street","Occupied","Research Foundation of the State University of New York","11691","Other - ATTAIN LAB","40.596249","-73.772408","14","31","97203","4302129","4159550003","Hammels-Arverne-Edgemere                                                   "
"Brooklyn","Weeksville","1640 Pacific Street","Occupied","Brooklyn Kindergarten Society, Inc. & DDC","11213","Child Care - UPK 2015","40.676818","-73.934627","8","36","309","3341633","3013410012","Crown Heights North                                                        "
"Brooklyn","Armstrong","360 Nostrand Avenue","Occupied","Provider Name Unknown","11216","Senior Center","40.687303","-73.950965","3","36","243","3350437","3018020051","Bedford                                                                    "
"Brooklyn","Breukelen","715 East 105th Street","Occupied","Recreation Rooms & Settlement","11236","Child Care - Early Learn","40.648732","-73.896005","18","42","982","3321523","3081930001","Canarsie                                                                   "
"Bronx","(Murphy Consolidated) 1010 East 178th Street ","1030 East 178th Street","Occupied","Phipps Community Development","10460","Other - Education / GED","40.841154","-73.879864","6","15","361","2013245","2031300100","East Tremont                                                               "
"Bronx","McKinley","751 East 161st Street","Occupied","Southeast Bronx Neighborhood Centers","10456","Community Center","40.821363","-73.904836","3","16","133","2091958","2026380090","Morrisania-Melrose                                                         "
"Bronx","Gun Hill","744 Gunhill Road","Vacant ","NYCHA","10467","Vacant","40.876876","-73.864868","12","12","374","2093515","2046290050","Williamsbridge-Olinville                                                   "
"Bronx","Melrose","286 East 156th Street","Occupied","Bronxworks, Inc.","10451","Community Center","40.822022","-73.920289","1","17","67","2120133","2024130001","Melrose South-Mott Haven North                                             "
"Brooklyn","Brownsville","528 Mother Gaston Blvd.","Occupied","NYCHA","11212","Senior Center","40.665956","-73.905923","16","41","912","3325326","3035610001","Brownsville                                                                "
"Queens","International Towers","90-20 170th Street","Occupied","Jamaica Service Program for Older Adults (JSPOA)","11432","Senior Center","40.708578","-73.790579","12","27","460","4209721","4098020041","Jamaica                                                                    "
"Brooklyn","Brevoort","258 Ralph Avenue","NYCHA HOLD","NYCHA","11233","Vacant- health clinic","40.68071","-73.922336","3","41","381","3325169","3016880001","Crown Heights North                                                        "
"Brooklyn","Low Houses","137 Belmont Avenue","Occupied","Fort Greene Senior Citizens Council","11212","Senior Center","40.669205","-73.905172","16","41","908","3327015","3037270001","Brownsville                                                                "
"Manhattan","Grant","1299 Amsterdam Avenue","Occupied","East Harlem Block Nursery, Inc.","10027","Child Care - Early Learn","40.811919","-73.957318","9","7","20901","1084095","1019640001","Morningside Heights                                                        "
"Brooklyn","Armstrong","262 Lexington Avenue","Occupied","Bedford Stuyvesant Early Childhood Development Ctr., Inc.","11216","Child Care ","40.687597","-73.951574","3","36","243","3050588","3018020051","Bedford                                                                    "
"Manhattan","Holmes Towers","1794 First Avenue","Occupied","SCAN Supportive Children's Advocacy Network","10128","Child Care - Early Learn","40.781201","-73.946206","8","5","152","1076333","1015730020","Yorkville                                                                  "
"Manhattan","Vladeck","367 Madison Street","Occupied","Henry Street Settlement, Inc.","10002","Other - Family/Youth Program","40.713395","-73.982282","3","2","202","1083405","1002670024","Lower East Side                                                            "
"Manhattan","Smith","50 Madison Street","Occupied","Hamilton-Madison House, Inc.","10038","NORC","40.711958","-73.997825","3","1","25","1077420","1001110100","Chinatown                                                                  "
"Manhattan","Dyckman","3754 Tenth Avenue","Occupied","New York Foundation For Senior Citizens","10034","Senior Center","40.860844","-73.921587","12","10","299","1080032","1022160001","Marble Hill-Inwood                                                         "
"Manhattan","East River","400 -402 East 105th Street","Occupied","Union Settlement Association","10029","Other - Social Adult Day Care","40.788908","-73.940486","11","8","162","1083941","1016960001","East Harlem South                                                          "
"Manhattan","King Towers","1 West 112th Street","Occupied","East Calvary Day Care Center, Inc.","10026","Child Care - Early Learn","40.798159","-73.948363","10","9","186","1083309","1015960001","Central Harlem South                                                       "
"Bronx","Jackson","325 East 156th Street","Occupied","Presbyterian Senior Services","10451","Senior Center","40.821439","-73.917995","1","17","69","2091224","2024160001","Melrose South-Mott Haven North                                             "
"Brooklyn","Wyckoff Gardens","280 Wyckoff Street","Occupied","Spanish Speaking Elderly Council - RAICES","11217","Senior Center","40.683365","-73.983941","6","33","127","3336056","3003940001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Bronx","Monroe","816 Soundview Avenue","NYCHA HOLD + being looked at","NYCHA","10473","Vacant- health clinic","40.821583","-73.866325","9","18","42","2092750","2036370001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Manhattan","Tafts Rehab","146 St. Nicholas Avenue","Occupied","Citizen's Care Committee, Inc","10026","Other - Office Space","40.804493","-73.952728","10","9","218","1084043","1019230029","Central Harlem South                                                       "
"Bronx","Bronx River","1619 East 174th Street","Occupied","Institute for the Puerto Rican/Hispanic Elderly","10472","Senior Center","40.83395","-73.876147","9","18","62","2092909","2038860002","West Farms-Bronx River                                                     "
"Staten Island","Todt Hill","184 Schmidts Lane","Occupied","Staten Island Comm Servs Friendship Club, Inc.","10314","Senior Center","40.609058","-74.119053","2","49","173","5108960","5007060001","New Springville-Bloomfield-Travis                                          "
"Queens","Ravenswood","21-20 35th Avenue","Occupied","Catholic Charities Neighborhood Services, Inc.","11106","Child Care ","40.761162","-73.934992","1","26","47","4430708","4003350002","Astoria                                                                    "
"Manhattan","Rangel","159-62 Harlem River Drive","Vacant ","NYCHA","10039","Vacant","40.833993","-73.935473","10","9","24302","1084186","1021060320","Central Harlem North-Polo Grounds                                          "
"Manhattan","Rangel","159-36 Harlem River Drive","Occupied","Church on the Hill","10039","Senior Center","40.833365","-73.935456","10","9","24302","1084184","1021060320","Central Harlem North-Polo Grounds                                          "
"Bronx","Sack-Wern","710 Noble Avenue","Occupied","Goodwill Industries of Greater New York","10473","Unknown","40.818861","-73.867208","9","18","20","2021985","2035940001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Manhattan","Drew Hamilton","220 West 143rd Street","Occupied","Research Foundation of the State University of New York","10030","Other - ATTAIN LAB","40.8208","-73.94113","10","9","232","1086084","1020280016","Central Harlem North-Polo Grounds                                          "
"Brooklyn","Haber","3024 West 24th Street","Occupied","Jewish Community Council of Coney Island","11224","Senior Center","40.573171","-73.990645","13","47","352","3322050","3070700001","Seagate-Coney Island                                                       "
