"organization_name","address1","city","state","zip_code","borough","neighborhood","phone1","fax","website","job_placement_services","financial_aid_services","contact_firstname","contact_lastname","course_name","coursedescription","keywords","cost_total","cost_includes","cost_does_not_include","duration","duration_unit","numhours","prerequisites","max_class_size","years_course_offered","instructor_credentials","delivery_method","schedule","is_hra","is_sbs"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Computer System Analyst - SAS","This Training program teaches Student how to Program in SAS",,"5200.00","Classroom Hours 60.0   Lab Hours 60.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma + 1 Year IT Experience.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Computer System Analyst - SQL","This course would teach the Student to write SQL Queries  Write PL/SQL Scripts. SQL Queries are used to Insert  Update and Delete records in to oracle Database.",,"4600.00","Classroom Hours 60.0   Lab Hours 60.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma + 1 Year IT Experience.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","COMPUTER SYSTEM ANALYST-JAVA","AN EIGHT(8)-WEEK COURSE - [2.5 HOURS DAILY  5 DAYS A WEEK. (1.5 HOUR CLASSROOM THEORY AND 1 HOUR 'LAB' HANDS-ON COMPUTER PROGRAMMING EXERCISE BASED ON AN EARLIER GIVEN CLASS WORK' UNDER THE SUPERVISION OF THE TRAINER.",,"3800.00","Classroom Hours 60.0   Lab Hours 40.0   Internship Hours 0.0   Practical Hours 0.0",,"100","Hour(s)","100","High School Diploma/GED/TASC.","10",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Computer System Analyst-WebSphere","This training provides the student with knowledge to help build and integrate applications on WebSphere Application Server environment",,"5200.00","Classroom Hours 60.0   Lab Hours 60.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma + 1 Year IT Experience.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","CYBERSECURITY-BASICS","2 week course (2 hours daily  5 days a week) (2 hours per day  Last class will be 1 hour)aimed at providing training students to practice safe Internet and WWW use.",,"1100.00","Classroom Hours 19.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"19","Hour(s)","19","High School Diploma/GED/TASC.","0",,,"Classroom Training","Check with school to receive most updated schedule","Yes","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Desktop Support Analyst","This training provides students with training to suport Desktop Computer Systems in an Enterprise Setting. .Manages software and hardware installations  solve basic computer problems. .Manage operations using ticketing softwares. .Instal and manage firewalls  antiviruses software.","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","4000.00","Classroom Hours 60.0   Lab Hours 60.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma/ GED/TASC.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Medical Coding and Billing","this course trains students towards becoming medical billers and Coders in any medical office. A medical coder and Biller professional  is the person responsible for the prompt and accurate medical billing and coding of medical insurance claims.",,"4000.00","Classroom Hours 120.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma/GED/TASC/4 year degree (Preferred)","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Medical Transcription","This course will train students to become Medical transcriptions. A medical transcriptionist is one who listens to the dictation from a healthcare provider and types what they hear into a report template",,"3800.00","Classroom Hours 100.0   Lab Hours 20.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma/GED/TASC/4 year degree (Preferred)","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","oracle - DBA","This course trains the student to Administer Oracle Database.",,"4200.00","Classroom Hours 60.0   Lab Hours 60.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma + 1 Year IT Experience.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","PEOPLESOFT TECHNICAL ANALYST","This course will train students as to how to build peoplesoft applications  customize peoplesoft to suit to the end-users needs.",,"4800.00","Classroom Hours 60.0   Lab Hours 60.0   Internship Hours 0.0   Practical Hours 0.0",,"120","Hour(s)","120","High School Diploma+1 Year IT Experience","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","PMP Preperation Express","This course prepares students for taking Project Management certification by Project Management Institute",,"4000.00","Classroom Hours 99.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"99","Hour(s)","99","High School Diploma + 1 Year IT Experience.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","QUALITY ASSURANCE (Automated and Manual)","The Training will provide the student with the know how of testing Web Applications using both Manual and Automated Testing methodology.",,"3300.00","Classroom Hours 49.0   Lab Hours 50.0   Internship Hours 0.0   Practical Hours 0.0",,"99","Hour(s)","99","High School Diploma/GED/TASC.","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"ALPHAPRIMETECH","224 W 35TH ST STE 508","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","2126297366","2124129099","http://www.alphaprimetech.org","Job Placement Services are available.","Some types of Financial Aid are provided.","DEEPTI","SULAPU","Quickbooks","This Trains Students in Bookkeeping Using Quickbooks software",,"1300.00","Classroom Hours 49.0   Lab Hours 50.0   Internship Hours 0.0   Practical Hours 0.0",,"99","Hour(s)","99","High School Diploma/GED/TASC.","0",,,"Classroom Training","Check with school to receive most updated schedule","Yes","No"
"ANDROMEDA COMMUNITY INITIATIVE INC","4912 31ST PL","LONG IS CITY","New York","11101","Queens","Long Island City - Astoria","3475255668","0.00000000",,"Job Placement Services are available.","Some types of Financial Aid are provided.","Shatisha","Taylor"," Full Masonry Program","In-Person Hands-On Certification Driven Masonry Restoration Construction Training Program [Includes Certifications and Hands-On]  . . . .1) OSHA 30;2) 4 Hour Supported Scaffolding;3) 16 Hour Suspended Scaffolding;4) 8 hour fall prevention;5) 2 hour Drug and Alcohol;6) SST Card . . . . . . .",,"4500.00","Classroom Hours 60.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 130.0",,"190","Hour(s)","190","None","0",,,"Classroom Training","Check with school to receive most updated schedule","No","No"
"BARNES DRIVING SCHOOL CAR  BUS  TRUCK.TRAILER CORPORATION","254 W 35TH ST STE 17A","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","9174024884","2122444423","http://atruckdrivingschool.net","Job Placement Services are available.","Some types of Financial Aid are provided.","Lilia","Narvaez","CDL CLASS A","Learn to drive tractor trailers with endorsements such as: Tanker Vehicles  Hazmat  Doubles and Triples to become a Commercial Tractor Trailer Drivers with a class ''A'' Drivers License. This Program includes all DMV fees and course registration fees along with two road tests per student.","CDL  CLASS A  Class B  Class C   Bus  Passenger Vehicle   license  driver  drive  truck  commercial  brakes  air  driving lessons  air brakes  truck  warehouse operations  forklift operator  transportation","2000.00","Classroom Hours 80.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 25.0",,"105","Hour(s)","105","Regular Drivers License","40",,"Instructor Certified from Motor Vehicles for over 10 years","Classroom Training","Check with school to receive most updated schedule","Yes","Yes. ITG vouchers issued for this course will cover the listed price  up to  $2000."
"BARNES DRIVING SCHOOL CAR  BUS  TRUCK.TRAILER CORPORATION","254 W 35TH ST STE 17A","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","9174024884","2122444423","http://atruckdrivingschool.net","Job Placement Services are available.","Some types of Financial Aid are provided.","Lilia","Narvaez","CDL CLASS B with Passengers Endorsement","Learn to drive to obtain a permit and license for School Bus with Endorsements such as: Passengers Endorsement  Tanker Vehicle  Hazardous Material and become a Commerical Bus Driver with a Class ''B-P'' License.This bus driver school education program is designed for individuals who have no experience with Class B commercial vehicles. The course length and curriculum are designed to promote professional safe driving techniques and for the successful completion of the CDL Skills Test. Aspects of safe operation of the bus will be addressed both in a classroom setting and throughout the behind-the-wheel training incorporating deliberate situations. Individuals obtaining aClass Bwith aPassengersendorsement are qualified to operate aClass B straight truck or charter bus. This Program includes all DMV fees and course registration fees along with two road tests per student.","CDL  CLASS A  Class B  Class C   Bus  Passenger Vehicle   license  driver  drive  truck  commercial  brakes  air  driving lessons  air brakes  truck  warehouse operations  forklift operator  transportation","2000.00","Classroom Hours 80.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 30.0",,"110","Hour(s)","110","requires to be 18 yrs of age or older Regular Drivers License Required","40",,"Motor Vehicle Certified Instructor with 10 + experience that speaks English and Spanish fluently","Classroom Training","Check with school to receive most updated schedule","Yes","Yes. ITG vouchers issued for this course will cover the listed price  up to  $2000."
"BARNES DRIVING SCHOOL CAR  BUS  TRUCK.TRAILER CORPORATION","254 W 35TH ST STE 17A","NEW YORK","New York","10001","Manhattan","Chelsea - Clinton","9174024884","2122444423","http://atruckdrivingschool.net","Job Placement Services are available.","Some types of Financial Aid are provided.","Lilia","Narvaez","Class D Regular Drivers License","Learn to drive a small 4 door passenger vehicle and obtain a Regular Class ''D'' driver license. This program includes all DMV fees and Course Registration fees along with two road tests per student.",,"1500.00","Classroom Hours 20.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 35.0",,"55","Hour(s)","55","requires to be 17 yrs of age or older","40",,"Motor Vehicle Certified Instructor with 10 + experience that speaks English and Spanish fluently","Classroom Training","Check with school to receive most updated schedule","Yes","No"
"BOROUGH OF MANHATTAN COMMUNITY COLLEGE","25 BROADWAY FL 8","NEW YORK","New York","10004","Manhattan","Lower Manhattan","2123468433","2127856832","https://www.bmcc.cuny.edu/ce/",,"Some types of Financial Aid are provided.","Eula ","Henry","Medical Assistant","Medical Assistants provide both clinical and administrative services within the health care sector. .Our Medical Assistant program will prepare students to handle a wide-range of health care services/tasks ranging from administrative practices and clinical patient procedures for the private and pbblic sectors as well as hospitals. .Courses in our program include: Fundamentals of Medical Assisting  Medical Terminology/Anatomy Physiology  Medical Office Business Practices (including billing Coding  Electronic Health Records)  Clinical Practice  Medical Assistant internship and certification exam review. .Upon completion of this program  students will take a review class and be prepared to take the National certification exan (exam fee is not included in the tuition) and be ready to enter the Medical Assistant Workforce.","Health  home  attendant  Medical  NCLEX  RN  Emergency  EMS  EMT  clinical  clinic  transcription  Nurse  phlebotomy  EKG  Dentist  doctor  practitioner  physician  hygien  Can  LPN  HHA  PCA  care  aide  orderly  nursing","4315.00","Classroom Hours 337.0   Lab Hours 50.0   Internship Hours 180.0   Practical Hours 98.0",,"665","Hour(s)","665","High School Diploma or GED  Pass an assessment exam  go through a panel interview.","20",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $5000."
"BOROUGH OF MANHATTAN COMMUNITY COLLEGE","25 BROADWAY FL 8","NEW YORK","New York","10004","Manhattan","Lower Manhattan","2123468433","2127856832","https://www.bmcc.cuny.edu/ce/",,"Some types of Financial Aid are provided.","Eula ","Henry","Medical Assistant (Pilot Program)","Medical Assistants provide both clinical and administrative services within the health care sector..Our Medical Assistant program will prepare students to handle a wide-range of health care services / tasks ranging from administrative practices and clinical patient procedures for the private and public sectors as well as hospitals.Courses in our program include: Fundamentals of Medical Assisting  Medical Terminology / Anatomy Physiology  Medical Office Business Practices (including billing coding  Electronic Health records)  Clinical Practice  Medical Assistant internship and certification exam review..Upon completion of this program  students will take a review class and be prepared to take the National certification exam (exam fee is not included in the tuition) and be ready to enter the Medical Assistant Workforce.","Health  home  attendant  Medical  NCLEX  RN  Emergency  EMS  EMT  clinical  clinic  transcription  Nurse  phlebotomy  EKG  Dentist  doctor  practitioner  physician  hygien  Can  LPN  HHA  PCA  care  aide  orderly  nursing","4500.00","Classroom Hours 253.0   Lab Hours 0.0   Internship Hours 180.0   Practical Hours 98.0",,"531","Hour(s)","531","High School Diploma or GED   Pass an assessment exam  go through a panel interview.","20",,,"Classroom Training","Check with school to receive most updated schedule","No","Yes. ITG vouchers issued for this course will cover the listed price  up to  $5000."
"CDL AUTO CLUB INC","4176 VICTORY BLVD","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7183001440","3478552262","http://www.cdlautoclub.com/","Job Placement Services are available.","Some types of Financial Aid are provided.","Alexander","KHAYTIN","Cdl Class A Tractor-trailer ","Providing Instruction For Safe Operation Of Commercial Motor Vehicles Class A Tractor-TrailerPre-Trip Inspection  Learning Manual Transmission Shifting Driving on Local Streets  Highway Driving  Parking Technics   Safe Backing Up  Defensive Driving  Road Tests . 15 hours Behind the wheel 10 group observation hours   five hours in Class room training are include in tuition cost .Upon completion of training student will receive certificate of completion  and commercial license class A for operation of Tractor -trailer .payment of DMV fees and at least one road test is included in the cost .",,"2000.00","Classroom Hours 5.0   Lab Hours 0.0   Internship Hours 2.0   Practical Hours 25.0",,"32","Hour(s)","32","Obtain CDL Permit   pass Road Test for class A Tractor - Trailer Driver's License","20",,"Certified DMV Instructor","Apprenticeship","Check with school to receive most updated schedule","Yes","No"
"Center Security Training School","225 BROADWAY STE 41","NEW YORK","New York","10007","Manhattan","Lower Manhattan","2123850121","0.00000000","http://centersecuritytraining.com","Job Placement Services are available.","Some types of Financial Aid are provided.","Daisy","Diaz","Security Guard Training - 8 hour Pre Assignment &  16 hr On -The-Job & Fireguard","Introduction to Security  Functions of a Security Guard  Public Relations  Security Guard Duties  - Legal Powers Limitations  Access Control  Emergency Situations  Communications  Report Writing  Telephone etiquette  Fire Extinguishers how to extinguish different types of fires. Ethics Conduct. Course price includes the $171.00 application and fees (including background checks and fingerprinting fees.processing of application and submission to the state)Upon completion of training student will receive a certificate of completion.","guard  security  fire  assignment  safety  officer  correction  enforce","500.000","Classroom Hours 24.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"24","Hour(s)","24","18 years of age and older","25",,"Certified Topics Instructor","Classroom Training","Check with school to receive most updated schedule","Yes","Yes. ITG vouchers issued for this course will cover the listed price  up to  $2000."
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","Adobe Certified Associate (5 Vouchers Included)","There is a strong demand for Adobe Creative Suite skills. In the Adobe Certified Associate course  you will learn five of the most often-used Adobe programs: Dreamweaver  Illustrator  Photoshop  InDesign  and Animate (formerly Flash). You will read short readings  complete exercises and watch video demos and reviews of exercises  take quizzes and exams  and complete a project. .By focusing on these five programs  you will learn how to put all the parts and pieces together to develop the Adobe Creative Suite skills needed to be professionals in the design field. This course includes a voucher to take the certifying exams. Proctor fees may apply  which are not included.",,"2595.00","Classroom Hours 220.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"220","Hour(s)","220","There are no prerequisites to take this course  however you must have familiarity with using a personal computer and in a Windows environment. You must also be able to launch and close programs  navigate to information stored on the computer  and manage f","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","AutoCAD 2015 Certified User","The AutoCAD 2015 online program helps you master fundamental tools to create and edit AutoCAD drawings. Throughout the program  you'll explore efficiency tools  advanced plotting  complex objects  using external reference and image files  and enhance productivity with simple customization. This program focuses on 2D tools within AutoCAD. Course assignments and instruction incorporates real-world examples  enabling you to experiene the various fields in which AutoCAD is integral. Once you have completed your AutoCAD 2015 program  you will have learned the skills required to become an Autodesk AutoCAD 2015 Certified Professional and User. A free exam voucher for the Autodesk AutoCAD 2015 Certified User exam will be provided to you upon successful completion of the program.",,"2630.00","Classroom Hours 155.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"155","Hour(s)","155","Before enrolling in this program  you should have a basic knowledge of the Windows operating system and be comfortable installing software and loading files. You should have an Internet connection and e-mailing capabilities and be familiar with using the","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","AWS System Operations Certification Bundle ","In this online training program  students will be introduced to Amazon Web Services (AWS) products  services  and common solutions. Students will also learn how to create automatable and repeatable deployments of networks and systems on the AWS platform. This program will prepare students to sit for the AWS Certified SysOps Administrator &ndash; Associate exam.",,"4025.00","Classroom Hours 90.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"90","Hour(s)","90","There are no prerequisites to take this course.","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","Call Center Manager","Today''s call centers are built around several customer success channels  and managing these centers has become increasingly complex. This course will prepare you for a role as a call center manager. You will gain the skills needed to ensure your call center operates efficiently  including employee supervision  quality assurance  and workforce management.",,"3025.00","Classroom Hours 55.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"55","Hour(s)","55","There are no prerequisites to take this course.","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","Catering Professional","The Catering Professional provides the foundational skills needed for a career in the catering and events industry by teaching the elements of catering services  including overseeing events and functions and collaborating with other catering services. You will gain the ability to plan for successful food preparation and apply beverage management requirements. .This course will also demonstrate best practices for marketing a catering business  considerations for preparing and executing contracts  effectively manage human resources  and applying basic accounting principles. It will also prepare you for the Certified Professional in Catering and Events (CPCE).",,"1295.00","Classroom Hours 100.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"100","Hour(s)","100","There are no prerequisites to take this course.","0",,,"Web-Based","Check with school to receive most updated schedule","Yes","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","CBCS Certified Medical Administrative Assistant with Medical Billing and Coding ","The CBCS Certified Medical Administrative Assistant with Medical Billing and Coding is gearded towards students who are interested in obtaining a career in the healthcare industry  but have little to no experience within the sector. This comprehensive program will provide a foundation of medical vocabulary  to help you better understand doctors' notes and medical record contents. It will also teach you essential medical office management skills that healthcare managers look for  when hiring new front office staff .",,"2730.00","Classroom Hours 500.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"500","Hour(s)","500","In order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this program.","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","CBCS Medical Billing and Coding ","CBCS Medical Billing and Coding is an ideal program for students new to a medical career. If you're seeking entry into the healthcare industry  this comprehensive program will provide you with all of the information you need to earn a certification in medical billing and coding. .You will build a foundation of medical vocabulary  to help you better understand the contents of a patient's medical record  as well as notes from practicing physicians. In addition  you'll learn current medical coding standards  so you can be successful within the industry.",,"2065.00","Classroom Hours 340.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"340","Hour(s)","340","In order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this program.","0",,,"Web-Based","Check with school to receive most updated schedule","Yes","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","CCA Certified Medical Administrative assistant with Medical Billing and Coding (Vouchers included)","The CCA Certified Medical Administrative Assistant with Medical Billing and Coding is geared towards students who are interested in obtaining a career in the healthcare industry  but have little to no experience within the sector. .This comprehensive program will provide a foundation of medical vocabulary  to help you better understand doctors' notes and medical record contents. It will also teach you essential medical office management skills that healthcare managers look for  when hiring front office staff. .Upon completion of this program  you will be prepared to sit for the Certified Coding Associate (CCA) exam  offered by the American Health Information Management Association (AHIMA) and the Certified Medical Administrative Assistant (CMAA) exam offered by National Healthcareer Association (NHA). The registration fees for both exams are included with this program.This program will also prepare you to sit for the Certified Billing and Coding Specialist (CBCS) exam and the Certified Coding Associate (CCA) exam.",,"3225.00","Classroom Hours 500.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"500","Hour(s)","500","There are no prerequisites to take this course. However  in order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this course.","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","CCA Medical Billing and Coding(voucher included)","CCA Medical Billing and Coding will prepare you for an entry-level career within the healthcare industry. You'll learn current medical coding standards  to help you accurately track patient accounts and find gainful employment within this growing workforce sector. .This program is designed to help you successfully prepare for the Certified Coding Associate (CCA) exam  offered by the American Health Information Management Association (AHIMA). The registration fee for this exam is included with this program.",,"2725.00","Classroom Hours 340.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"340","Hour(s)","340","There are no prerequisites to take this course. However  in order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this course.","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","CCNA: Routing and Switching","This program incorporates the objectives for the Cisco CCNA exam  focusing on giving you the skills and knowledge necessary in install  operate  and troubleshoot a small and medium branch office Enterprise network  including operating IP Data Networks  LAN Switching Technologies  IP Addressing  IP Routing Technologies  IP Services such as DHCP  NAT  ACLs  FHRP  Syslog SNMP v2/v3  Network Device Security  Troubleshooting and Want Technologies. A student should be able to complete configuration and implementation of a small branch office network under supervision.","network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE","2230.00","Classroom Hours 180.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"180","Hour(s)","180","There are no prerequisites for this course  but we recommend that students have experience working in a network environment. Individuals without 1-3 years of networking experience are advised to consider first completing a course like CompTIA Network+ or","0",,,"Web-Based","Check with school to receive most updated schedule","Yes","Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800."
"College of Staten Island CUNY","2800 VICTORY BLVD BLDG 2A","STATEN ISLAND","New York","10314","Staten Island","Willowbrook","7189822182","7186067173","http://www.csi.cuny.edu/continue","Job Placement Services are available.","Some types of Financial Aid are provided.","Continuing","Education","Certificate in Mediation and Arbitration","Thiscourse provides you with the comprehensive training necessary for becoming a certified mediation or arbitration professional. It is structured around the Mediators Without Borders INACCORD&reg; conflict resolution model  and offers you the chance to practice your skills through simulated roleplaying exercises. Skills covered include facilitating hearings  weighing evidence and testimony  and rendering awards  as well as fundamentals of conflict analysis and resolution. Upon successful completion Mediators Without Borders will award you four individual certificates in Mediation  Applied Mediation Practice  Arbitration and Professional Mediator and Arbitrator. A final exam is optional upon completion of the program.",,"3525.00","Classroom Hours 200.0   Lab Hours 0.0   Internship Hours 0.0   Practical Hours 0.0",,"200","Hour(s)","200","There are no pre-requisites for this program. Skills at using a computer browser and Microsoft Word are necessary to complete the assignments and navigate the online campus. Students should have basic computer skills and be comfortable navigating the Inte","0",,,"Web-Based","Check with school to receive most updated schedule","No","No"
