"store","address","phone_","type","website","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","location_1"
"Rd Cpt ","547 Fulton Street","718-237-1224","Footwear","http://rdcpt.com/","BROOKLYN ","11201","40.689656","-73.982825","2","33","33","3000367","3001490034","Fort Greene                                                                ","(40.689656, -73.982825)"
"Rite Aid","559 Fulton Street","(718) 643-3574","Pharmacy","www.riteaid.com","BROOKLYN ","11201","40.689527","-73.982497","2","33","33","3000362","3001490028","Fort Greene                                                                ","(40.689527, -73.982497)"
"Sahar Place Uniform","573 Fulton Street","(718) 522-6639","Specialty - Uniform",,"BROOKLYN ","11201","40.68931","-73.981945","2","33","33","3000357","3001490022","Fort Greene                                                                ","(40.68931, -73.981945)"
"Sarit Shoes","523 Fulton Street","(718) 855-1655","Women's Footwear",,"BROOKLYN ","11201","40.690279","-73.984376","2","33","15","3000323","3001460053","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690279, -73.984376)"
"SEL Medical","350 Fulton Street","(718) 875-9500","Dental, Medical ",,"BROOKLYN ","11201","40.691907","-73.98849","2","33","37","3000419","3001530015","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691907, -73.98849)"
"Sight ""N"" Style Optical","447 Fulton Street ","(718) 855-0300","Dental, Medical ",,"BROOKLYN ","11201","40.69141","-73.98721","2","33","11","3000385","3001510011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69141, -73.98721)"
"Silver Rose Fashion","571 Fulton Street","(718) 596-7095","Women's Apparel - Urban",,"BROOKLYN ","11201","40.689335","-73.98201","2","33","33","3000358","3001490023","Fort Greene                                                                ","(40.689335, -73.98201)"
"Sneaker Place","472 Fulton Street","(718) 522-5756","Footwear",,"BROOKLYN ","11201","40.690161","-73.98413","2","33","37","3000449","3001570020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690161, -73.98413)"
"Sneaker Point","480 Fulton Street","(718) 243-9490","Footwear",,"BROOKLYN ","11201","40.690046","-73.983838","2","33","37","3388462","3001587501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690046, -73.983838)"
"Sneaker Spot","519 Fulton Street","(718) 852-9230","Footwear",,"BROOKLYN ","11201","40.690364","-73.984585","2","33","15","3000300","3001450044","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690364, -73.984585)"
"Sprint","456 Fulton Street","(718) 237-2155","Electronics","www.sprint.com","BROOKLYN ","11201","40.690444","-73.98483","2","33","37","3332518","3001570009","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690444, -73.98483)"
"Stellar Ladies Fashion","575B Fulton Street","(718) 855-8243","Women's Apparel - Urban",,"BROOKLYN ","11201","40.689285","-73.981884","2","33","33",,,"Fort Greene                                                                ","(40.689285, -73.981884)"
"Sterling Optical","423 Fulton Street","(718) 522-5656","Eye Care",,"BROOKLYN ","11201","40.691764","-73.988075","2","33","11","3000374","3001500011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.691764, -73.988075)"
"T-Mobile","517 Fulton Street","(718) 522-5086","Electronics","www.t-mobile.com","BROOKLYN ","11201","40.690386","-73.984646","2","33","15","3000301","3001450045","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690386, -73.984646)"
"Tony's Pizza","547A  Fulton Street","(718) 624-1317","Food",,"BROOKLYN ","11201","40.689656","-73.982825","2","33","33","3000367","3001490034","Fort Greene                                                                ","(40.689656, -73.982825)"
"Universal Credit Furniture","555 Fulton Street","(718) 330-0005","Furniture",,"BROOKLYN ","11201","40.689571","-73.982605","2","33","33","3000364","3001490031","Fort Greene                                                                ","(40.689571, -73.982605)"
"Uri's Gallery Jewelers","523 Fulton Street","(718) 522-7541","Jewelry and Accessories ",,"BROOKLYN ","11201","40.690279","-73.984376","2","33","15","3000323","3001460053","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.690279, -73.984376)"
"Wendy's","425 Fulton Street","(718) 855-5757","Food","www.wendys.com","BROOKLYN ","11201","40.69174","-73.988021","2","33","11","3000373","3001500010","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69174, -73.988021)"
"YES","540 Fulton Street","(718) 855-0832","Women's Apparel",,"BROOKLYN ","11201","40.689011","-73.981228","2","33","37","3000000","3001610018","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.689011, -73.981228)"
"Zales","408-416 Fulton Street","(718) 243-9443","Jewelry and Accessories ","www.zales.com","BROOKLYN ","11201","40.69107","-73.986402","2","33","37","3000441","3001560012","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","(40.69107, -73.986402)"
