"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06826-0070","2301 OCEAN AVENUE
Brooklyn, NY 
(40.605528281076, -73.952479027884)","3","11229","40.605437","-73.952545","15","48","560","3184170","3068260070","Madison                                                                    ","MADISON","D4-ELEVATOR","65","1941","67000","708585","10.58","2390000","35.7","3-06653-0034","1780 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GRAVESEND","D1-ELEVATOR","98","1962","81888","1069197","13.06","4020000","49.1","1.3","3-06730-0072","1640 OCEAN AVENUE
Brooklyn, NY 
(40.622064815979, -73.955798000039)","MIDWOOD","D1-ELEVATOR","98","1929","100610","903478","8.98","2980000","29.6","1.2"
"3-05872-0057","359 OVINGTON AVENUE
Brooklyn, NY 
(40.634220546929, -74.024888871051)","3","11209","40.634155","-74.024806","10","43","68","3145709","3058720057","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","78","1953","65952","839569","12.73","3160000","47.9","3-06124-0012","120 96 STREET
Brooklyn, NY 
(40.616319569092, -74.036587873868)","BAY RIDGE","D1-ELEVATOR","78","1960","72000","870440","12.09","3070000","42.6","1.45","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","1.3"
"3-06115-0042","145 95 STREET
Brooklyn, NY 
(40.617114820761, -74.036748007147)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","74","1931","88212","1234968","14","4900000","56","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","644088","13.85","2550000","55","0.4","3-06129-0001","9815 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","60","1935","71346","1008883","14.14","4000000","56","0.15"
"3-05623-0038","4600 14 AVENUE
Brooklyn, NY 
(40.635382004691, -73.988211238558)","3","11219","40.635293","-73.988265","12","44","234","3136999","3056230038","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","43","1929","51840","498413","9.61","1680000","32.4","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","0.35","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","2.3"
"3-07656-0042","1801 OCEAN AVENUE
Brooklyn, NY 
(40.618094044148, -73.954855760259)","3","11230","40.617974","-73.954917","14","48","758","3210006","3076560042","Midwood                                                                    ","MIDWOOD","D4-ELEVATOR","92","1962","70884","992376","14","3930000","55","3-07011-0011","2828 29 STREET
Brooklyn, NY 
(40.57556180854, -73.995427869962)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1538672","15.09","4350000","42.6","3.55","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1477333","15.24","5860000","60","3.75"
"3-01179-0017","77 EASTERN PARKWAY
Brooklyn, NY 
(40.672812889182, -73.966155282284)","3","11238","40.67272","-73.966175","8","35","215","3029622","3011790017","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","40","1921","30610","527410","17.23","2150000","70","3-01089-0001","719 8 AVENUE
Brooklyn, NY 
(40.666828716133, -73.978288040349)","PARK SLOPE","C1-WALK-UP","32","1905","31468","590620","18.77","2400000","76","0.8","3-01153-0010","93 UNDERHILL AVENUE
Brooklyn, NY 
(40.677896119242, -73.965621004396)","PROSPECT HEIGHTS","C1-WALK-UP","35","1930","32835","515470","15.7","2100000","64","0.3"
"3-03622-0001","988 HEGEMAN AVENUE
Brooklyn, NY 
(40.666489450321, -73.876355521452)","3","11208","40.666485","-73.876408","5","42","1116","3098664","3044770001","East New York                                                              ","BROWNSVILLE","C6-WALK-UP","24","1930","18000","165420","9.19","467000","25.9","3-04902-0047","149 31 STREET
Brooklyn, NY 
(40.598455247657, -73.996118147678)","FLATBUSH-EAST","C1-WALK-UP","27","1928","21600","216053","10","730000","33.8","2.05","3-04917-0006","1084 NEW YORK AVENUE
Brooklyn, NY 
(40.64674902043, -73.946264844021)","FLATBUSH-EAST","C7-WALK-UP","63","1926","47680","330592","6.93","1010000","21.18","2"
"3-01916-0008","269 CLINTON AVENUE
Brooklyn, NY 
(40.689919337873, -73.968135289329)","3","11205","40.690084","-73.968192","2","35","195","3319501","3019160008","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","12","1905","8000","159760","19.97","714000","89","3-00291-0033","155 AMITY STREET
Brooklyn, NY 
(40.689015766905, -73.995272946075)","COBBLE HILL","C1-WALK-UP","16","1910","8000","175584","21.95","785000","98","1.45","3-00385-0029","122 BERGEN STREET
Brooklyn, NY 
(40.686083256249, -73.988926743576)","BOERUM HILL","C1-WALK-UP","14","1900","8400","151236","18","615000","73","1.2"
"3-06747-0052","1801 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","59","1936","64320","780202","12.13","2750000","42.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.1"
"3-06316-0006","8201 19 AVENUE
Brooklyn, NY 
(40.608196119294, -73.998058592292)","3","11214","40.608167","-73.998124","11","47","284","3164666","3063160006","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","60","1927","54000","547020","10.13","1850000","34.3","3-06086-0045","9106 4 AVENUE
Brooklyn, NY 
(40.61908753149, -74.029903999711)","BAY RIDGE","D7-ELEVATOR","99","1929","99300","901218","9.08","2970000","29.9","1.95","3-05841-0001","6623 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","60","1928","80640","710631","8.81","2340000","29","2.65"
"3-01152-0062","305 PROSPECT PLACE
Brooklyn, NY 
(40.677177719453, -73.96641702524)","3","11238","40.677216","-73.966677","8","35","205","3028514","3011520062","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1931","7192","130390","18.13","530000","74","3-00306-0024","286 CLINTON STREET
Brooklyn, NY 
(40.687161384473, -73.995882721043)","COBBLE HILL","C1-WALK-UP","11","1900","7000","121473","17.35","494000","71","1.7","3-01131-0003","41 UNDERHILL AVENUE
Brooklyn, NY 
(40.679680943479, -73.964992117135)","PROSPECT HEIGHTS","C1-WALK-UP","12","1931","7237","136858","18.91","557000","77","0.2"
"3-01169-0024","20 PLAZA ST
Brooklyn, NY 
(40.674485498167, -73.971414746871)","3","11238","40.675526","-73.970301","8","39","159","3029311","3011690024","Park Slope-Gowanus                                                         ","PROSPECT HEIGHTS","D4-ELEVATOR","105","1940","140595","2020350","14.37","8010000","57","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","1.85","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1709714","15.01","6780000","60","0.85"
"3-05268-0087","147 PROSPECT PARK
Brooklyn, NY 
(40.700621342206, -73.985295443808)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","C6-WALK-UP","16","1931","18360","157529","8.58","519000","28.3","3-05240-0001","1204 OCEAN AVENUE
Brooklyn, NY 
(40.632988900952, -73.95786963222)","FLATBUSH-CENTRAL","C1-WALK-UP","59","1917","57600","447947","7.78","1380000","23.96","1.6","3-05240-0110","1086 OCEAN AVENUE
Brooklyn, NY 
(40.636118768078, -73.95838719797)","FLATBUSH-CENTRAL","C1-WALK-UP","35","1931","37500","310733","8.29","1020000","27.2","1.6"
"3-08721-0350","1120 BRIGHTON BEACH AVENU
Brooklyn, NY 
(40.577743094662, -73.956256491462)","3","11235","40.577768","-73.956175","13","48","61002","3245724","3087210350","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","157","1935","162957","1755047","10.77","5930000","36.4","3-08691-0021","3115 BRIGHTON 6 STREET
Brooklyn, NY 
(40.576662258039, -73.961243164683)","BRIGHTON BEACH","D1-ELEVATOR","82","1928","86100","807762","9.38","2660000","30.9","0.25","3-08718-0075","150 CORBIN PLACE
Brooklyn, NY 
(40.57823441004, -73.954224243584)","BRIGHTON BEACH","D1-ELEVATOR","118","1942","125000","1520327","12.16","5360000","42.9","0.1"
"3-00739-0030","566 44 STREET
Brooklyn, NY 
(40.647566387481, -74.005376523777)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1914","13752","117992","8.58","389000","28.3","3-00284-0017","94 ATLANTIC AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","COBBLE HILL","C7-WALK-UP","32","1900","40701","1316559","32.3","6380000","157","3","3-00747-0048","461 46 STREET
Brooklyn, NY 
(40.647892191666, -74.008831224371)","SUNSET PARK","C1-WALK-UP","43","1912","37700","712907","18.91","2900000","77","0.15"
"3-07423-0011","2425 HARING STREET
Brooklyn, NY 
(40.593373264322, -73.939499054956)","3","11235","40.593173","-73.939491","15","48","596","3203615","3074230011","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","240","1953","242160","3025450","12.49","11400000","47.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.55","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.7"
"3-06600-0086","1513 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"GRAVESEND","C6-WALK-UP","16","1927","14240","114347","8.03","323000","22.68","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.9","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3.35"
"3-05374-0017","354 OCEAN PARKWAY
Brooklyn, NY 
(40.64040783717, -73.97384433206)","3","11218","40.640256","-73.973527","12","39","488","3126158","3053740017","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","41","1941","40200","343509","8.55","1130000","28.1","3-05390-0080","441 OCEAN PARKWAY
Brooklyn, NY 
(40.637873381254, -73.972733852701)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","42","1936","43200","334817","7.75","1030000","23.84","0.2","3-05409-0001","202 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1930","47600","444784","9.34","1470000","30.9","0.5"
"3-05391-0061","599 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","114","1961","104100","1464697","14.07","5810000","56","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","3.75","3-07011-0011","2828 29 STREET
Brooklyn, NY 
(40.57556180854, -73.995427869962)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1538672","15.09","4350000","42.6","4.4"
"3-02061-0060","191 WILLOUGHBY STREET
Brooklyn, NY 
(40.692014649175, -73.980753758803)","3","11201","40.691989","-73.98056","2","35","31","3058256","3020610060","Fort Greene                                                                ","FORT GREENE","D4-ELEVATOR","183","1958","187667","2182567","11.63","7690000","41","3-06518-0059","996 OCEAN PARKWAY
Brooklyn, NY 
(40.624276809848, -73.970813358062)","OCEAN PARKWAY-NORTH","D7-ELEVATOR","121","1964","154378","1855333","12.02","6540000","42.4","4.7","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153424","1847730","12.04","6510000","42.4","3.75"
"3-00241-0008","65 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11201","40.695462","-73.996697","2","33","301","3001942","3002410008","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","42","1934","29000","475310","16.39","1930000","67","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","401914","16.39","1630000","66","0.1","3-00268-0039","54 LIVINGSTON STREET
Brooklyn, NY 
(40.691755872569, -73.992085899688)","BROOKLYN HEIGHTS","D9-ELEVATOR","32","1900","21040","396484","18.84","1610000","77","0.35"
"3-06836-0064","3165 NOSTRAND AVENUE
Brooklyn, NY 
(40.607039310935, -73.94310519517)","3","11229","40.60683","-73.94309","15","48","564","3184662","3068360064","Madison                                                                    ","MADISON","D4-ELEVATOR","108","1953","115300","1392824","12.08","4910000","42.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.15","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.35"
"3-00217-0001","75 HENRY STREET
Brooklyn, NY 
(40.698643494558, -73.992400314335)","3","11201","40.698597","-73.992452","2","33","1","3326019","3002170001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","370","1967","593599","8090754","13.63","32100000","54","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","0.25","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153424","1847730","12.04","6510000","42.4","4.35"
"3-07654-0014","3626 KINGS HIGHWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11234","40.621294","-73.939692","18","45","738","3209903","3076540014","Flatlands                                                                  ","MARINE PARK","D4-ELEVATOR","72","1939","94128","1317792","14","5220000","55","3-01799-0013","572 GREENE AVENUE
Brooklyn, NY 
(40.688806306965, -73.947421679156)","BEDFORD STUYVESANT","D1-ELEVATOR","84","1931","71884","1136325","15.81","3490000","48.6","4.7","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1477333","15.24","5860000","60","4.5"
"3-01415-0016","1702 CARROLL STREET
Brooklyn, NY 
(40.666042786314, -73.93039213941)","3","11213","40.666064","-73.930395","9","41","349",,,"Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","125","1926","105654","1091406","10.33","3690000","34.9","3-01205-0022","1154 PACIFIC STREET
Brooklyn, NY 
(40.678040235809, -73.953898041198)","CROWN HEIGHTS","D1-ELEVATOR","47","1926","35784","378952","10.59","1280000","35.8","1.5","3-01389-0020","1234 LINCOLN PLACE
Brooklyn, NY 
(40.669963251217, -73.935684071085)","CROWN HEIGHTS","C1-WALK-UP","27","1915","21600","194400","9","549000","25.4","0.4"
"3-05392-0001","800 CORTELYOU ROAD
Brooklyn, NY 
(40.63876743212, -73.970694388259)","3","11218","40.638804","-73.970598","12","40","492","3126867","3053920001","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","93","1960","80604","920901","11.43","3250000","40.3","3-05399-0015","514 OCEAN PARKWAY
Brooklyn, NY 
(40.635705483111, -73.972946929786)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","74","1962","64800","785184","12.12","2770000","42.7","0.25","3-05428-0031","250 PARKVILLE AVENUE
Brooklyn, NY 
(40.631639161506, -73.969805020278)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","63","1963","57660","618862","10.73","2090000","36.2","0.45"
"3-05916-0062","141 74 STREET
Brooklyn, NY 
(40.633189575959, -74.031769967678)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","73","1957","88920","1016356","11.43","3580000","40.3","3-07158-0033","2245 OCEAN PARKWAY
Brooklyn, NY 
(40.594801722844, -73.964576962002)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","74","1958","67620","768374","11.36","2710000","40.1","4.4","3-07197-0001","388 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","76","1957","74834","860280","11.5","3030000","40.5","4.5"
"3-00226-0018","72 ORANGE STREET
Brooklyn, NY 
(40.69892539992, -73.993146446758)","3","11201","40.698948","-73.993151","2","33","1","3001695","3002260018","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","41","1938","32418","817582","25.2","3650000","113","3-01296-0008","212 CROWN STREET
Brooklyn, NY 
(40.666406876723, -73.953547668013)","CROWN HEIGHTS","D5-ELEVATOR","35","1927","38500","1057210","27.5","5120000","133","3.1","3-00051-0012","65 WASHINGTON STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON FERRY","D7-ELEVATOR","59","2000","50457","1657235","32.8","8030000","159","0.3"
"3-00258-0106","65 ATLANTIC AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11201","40.691296","-73.998147","2","33","7","3002258","3002580106","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","16","1900","6920","148434","21.45","663000","96","3-01104-0002","453 7 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","PARK SLOPE SOUTH","C7-WALK-UP","16","1921","5732","126824","22.13","567000","99","2.25","3-01150-0001","305 FLATBUSH AVENUE
Brooklyn, NY 
(40.691820927579, -73.982290442397)","PROSPECT HEIGHTS","C7-WALK-UP","13","1931","5541","95335","17.21","388000","70","1.65"
"3-08689-0055","3130 BRIGHTON 6 STREET
Brooklyn, NY 
(40.576324169368, -73.96126119591)","3","11235","40.576445","-73.961256","13","48","36002","3245101","3086890055","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","85","1930","85997","820411","9.54","2770000","32.2","3-08686-0031","301 BRIGHTWATER COURT
Brooklyn, NY 
(40.575652943847, -73.963915245071)","BRIGHTON BEACH","D1-ELEVATOR","48","1931","46920","452278","9.64","1390000","29.6","0.1","3-08686-0078","3118 BRIGHTON 4 STREET
Brooklyn, NY 
(40.576225770898, -73.963142484981)","BRIGHTON BEACH","D1-ELEVATOR","41","1930","41760","394312","9.44","1300000","31.1","0.1"
"3-01980-0045","110 CAMBRIDGE PLACE
Brooklyn, NY 
(40.684171701726, -73.963000151605)","3","11238","40.683769","-73.962884","2","35","201","3056717","3019800045","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","20","1930","18675","350156","18.75","989000","53","3-04249-0021","122 DOSCHER STREET
Brooklyn, NY 
(40.673974787446, -73.872385476277)","EAST NEW YORK","C1-WALK-UP","39","1925","18000","221940","12.33","834000","46.3","4.85","3-04795-0013","702 NEW YORK AVENUE
Brooklyn, NY 
(40.656917025351, -73.947350959484)","FLATBUSH-NORTH","C1-WALK-UP","20","1931","18560","310546","16.73","877000","47.3","2"
"3-00241-0028","20 PIERREPONT STREET
Brooklyn, NY 
(40.696076184735, -73.996317409596)","3","11201","40.696072","-73.996224","2","33","301","3001950","3002410028","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","24","1934","29100","476949","16.39","1940000","67","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","401914","16.39","1630000","66","0.1","3-00268-0039","54 LIVINGSTON STREET
Brooklyn, NY 
(40.691755872569, -73.992085899688)","BROOKLYN HEIGHTS","D9-ELEVATOR","32","1900","21040","396484","18.84","1610000","77","0.35"
"3-06835-0026","3202 NOSTRAND AVENUE
Brooklyn, NY 
(40.606159229217, -73.943014387011)","3","11229","40.606177","-73.94299","15","48","564","3184580","3068350026","Madison                                                                    ","MADISON","D4-ELEVATOR","79","1959","81564","859294","10.54","2900000","35.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.45"
"3-07441-0263","2909 OCEAN AVENUE
Brooklyn, NY 
(40.590289816858, -73.949597569291)","3","11235","40.590101","-73.94964","15","48","59401","3204413","3074410263","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","54","1957","44840","647503","14.44","2570000","57","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.3","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.25"
"3-05548-0053","1961 65 STREET
Brooklyn, NY 
(40.617070487048, -73.986705947444)","3","11204","40.61709","-73.986784","11","47","254","3133604","3055480053","Bensonhurst West                                                           ","BOROUGH PARK","C6-WALK-UP","21","1931","18920","173307","9.16","571000","30.2","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","1.05","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","3.3"
"3-00733-0017","826 43 STREET
Brooklyn, NY 
(40.644639139805, -73.999024248293)","3",,,,,,,,,,"BOROUGH PARK","C6-WALK-UP","16","1916","17976","294806","16.4","1200000","67","3-00197-0055","255 BERGEN STREET
Brooklyn, NY 
(40.684060126855, -73.983557380885)","BOERUM HILL","C1-WALK-UP","32","1900","18916","351211","18.57","1430000","76","2.9","3-00396-0053","311 BALTIC STREET
Brooklyn, NY 
(40.685046380837, -73.992259277473)","BOERUM HILL","C1-WALK-UP","20","1900","17640","342456","19.41","1530000","87","2.9"
"3-07449-0001","3020 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","360","1960","408000","5098320","12.5","14400000","35.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.75","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.7"
"3-00234-0019","177 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.697118623176, -73.996866484155)","3","11201","40.697213","-73.996837","2","33","301","3001739","3002340019","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","29","1925","16250","299813","18.45","1220000","75","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","271862","16.73","835000","51","2.35","3-05079-0019","142 ST PAUL'S PLACE
Brooklyn, NY 
(40.650448198699, -73.962579935387)","FLATBUSH-CENTRAL","D9-ELEVATOR","16","1912","16080","398556","24.79","1220000","76","3.65"
"3-01068-0037","9 PROSPECT PARK
Brooklyn, NY 
(40.700781920764, -73.990361072133)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","PARK SLOPE","D4-ELEVATOR","43","1929","120000","1800000","15","7140000","60","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","2","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1709714","15.01","6780000","60","1.15"
"3-00235-0015","149 WILLOW STREET
Brooklyn, NY 
(40.69713544092, -73.995892128256)","3","11201","40.696837","-73.996062","2","33","301","3001786","3002350015","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","20","1900","14925","396706","26.6","1920000","129","3-01067-0007","820 PRESIDENT STREET
Brooklyn, NY 
(40.673754294167, -73.975759053897)","PARK SLOPE","D7-ELEVATOR","20","1920","16470","600000","36.4","3020000","183","2","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","271862","16.73","835000","51","2.3"
