"district","schooldbn","name","overview","neighborhood","address","sharedbuilding","accessibility_description","telephone","independentwebsite","url","subway","bus","code_prog1","name_prog1","admissionsmethod_prog1","geapps_prog1","swdapps_prog1","geappsperseat_prog1","swdappsperseat_prog1","swdseats_prog1","geseats_prog1","gefilled_prog1","swdfilled_prog1","eligibility_prog1","priority1_prog1","priority2_prog1","priority3_prog1","priority4_prog1","priority5_prog1","priority6_prog1","priority7_prog1","code_prog2","name_prog2","admissionsmethod_prog2","geapps_prog2","swdapps_prog2","geappsperseat_prog2","swdappsperseat_prog2","swdseats_prog2","geseats_prog2","gefilled_prog2","swdfilled_prog2","eligibility_prog2","priority1_prog2","priority2_prog2","priority3_prog2","priority4_prog2","priority5_prog2","priority6_prog2","priority7_prog2","code_prog3","name_prog3","admissionsmethod_prog3","geapps_prog3","swdapps_prog3","geappsperseat_prog3","swdappsperseat_prog3","swdseats_prog3","geseats_prog3","gefilled_prog3","swdfilled_prog3","eligibility_prog3","priority1_prog3","priority2_prog3","priority3_prog3","priority4_prog3","priority5_prog3","priority6_prog3","priority7_prog3","code_prog4","name_prog4","admissionsmethod_prog4","geapps_prog4","swdapps_prog4","geappsperseat_prog4","swdappsperseat_prog4","swdseats_prog4","geseats_prog4","gefilled_prog4","swdfilled_prog4","eligibility_prog4","priority1_prog4","priority2_prog4","priority3_prog4","priority4_prog4","priority5_prog4","priority6_prog4","priority7_prog4","code_prog5","name_prog5","admissionsmethod_prog5","geapps_prog5","swdapps_prog5","geappsperseat_prog5","swdappsperseat_prog5","swdseats_prog5","geseats_prog5","gefilled_prog5","swdfilled_prog5","eligibility_prog5","priority1_prog5","priority2_prog5","priority3_prog5","priority4_prog5","priority5_prog5","priority6_prog5","priority7_prog5","code_prog6","name_prog6","admissionsmethod_prog6","geapps_prog6","swdapps_prog6","geappsperseat_prog6","swdappsperseat_prog6","swdseats_prog6","geseats_prog6","gefilled_prog6","swdfilled_prog6","eligibility_prog6","priority1_prog6","priority2_prog6","priority3_prog6","priority4_prog6","priority5_prog6","priority6_prog6","priority7_prog6","code_prog7","name_prog7","admissionsmethod_prog7","geapps_prog7","swdapps_prog7","geseats_prog7","swdseats_prog7","geappsperseat_prog7","swdappsperseat_prog7","gefilled_prog7","swdfilled_prog7","eligibility_prog7","priority1_prog7","priority2_prog7","priority3_prog7","priority4_prog7","priority5_prog7","priority6_prog7","priority7_prog7","code_prog8","name_prog8","admissionsmethod_prog8","geapps_prog8","swdapps_prog8","geseats_prog8","swdseats_prog8","geappsperseat_prog8","swdappsperseat_prog8","gefilled_prog8","swdfilled_prog8","eligibility_prog8","priority1_prog8","priority2_prog8","priority3_prog8","priority4_prog8","priority5_prog8","priority6_prog8","priority7_prog8","code_prog9","name_prog9","admissionsmethod_prog9","geapps_prog9","swdapps_prog9","geseats_prog9","swdseats_prog9","geappsperseat_prog9","swdappsperseat_prog9","gefilled_prog9","swdfilled_prog9","eligibility_prog9","priority1_prog9","priority2_prog9","priority3_prog9","priority4_prog9","priority5_prog9","priority6_prog9","priority7_prog9","code_prog10","name_prog10","admissionsmethod_prog10","geapps_prog10","swdapps_prog10","geseats_prog10","swdseats_prog10","geappsperseat_prog10","swdappsperseat_prog10","gefilled_prog10","swdfilled_prog10","eligibility_prog10","priority1_prog10","priority2_prog10","priority3_prog10","priority4_prog10","priority5_prog10","priority6_prog10","priority7_prog10","code_prog11","name_prog11","admissionsmethod_prog11","geapps_prog11","swdapps_prog11","geseats_prog11","swdseats_prog11","geappsperseat_prog11","swdappsperseat_prog11","gefilled_prog11","swdfilled_prog11","eligibility_prog11","priority1_prog11","priority2_prog11","priority3_prog11","priority4_prog11","priority5_prog11","priority6_prog11","priority7_prog11","code_prog12","name_prog12","admissionsmethod_prog12","geapps_prog12","swdapps_prog12","geseats_prog12","swdseats_prog12","geappsperseat_prog12","swdappsperseat_prog12","gefilled_prog12","swdfilled_prog12","eligibility_prog12","priority1_prog12","priority2_prog12","priority3_prog12","priority4_prog12","priority5_prog12","priority6_prog12","priority7_prog12","code_prog13","name_prog13","admissionsmethod_prog13","geapps_prog13","swdapps_prog13","geseats_prog13","swdseats_prog13","geappsperseat_prog13","swdappsperseat_prog13","gefilled_prog13","swdfilled_prog13","eligibility_prog13","priority1_prog13","priority2_prog13","priority3_prog13","priority4_prog13","priority5_prog13","priority6_prog13","priority7_prog13","code_prog14","name_prog14","admissionsmethod_prog14","geapps_prog14","swdapps_prog14","geseats_prog14","swdseats_prog14","geappsperseat_prog14","swdappsperseat_prog14","gefilled_prog14","swdfilled_prog14","eligibility_prog14","priority1_prog14","priority2_prog14","priority3_prog14","priority4_prog14","priority5_prog14","priority6_prog14","priority7_prog14","code_prog15","name_prog15","admissionsmethod_prog15","geapps_prog15","swdapps_prog15","geseats_prog15","swdseats_prog15","geappsperseat_prog15","swdappsperseat_prog15","gefilled_prog15","swdfilled_prog15","eligibility_prog15","priority1_prog15","priority2_prog15","priority3_prog15","priority4_prog15","priority5_prog15","priority6_prog15","priority7_prog15","coursepassrate","elaprof","mathprof","tophs1","tophs2","tophs3","surveysafety","totalstudents","gradespan","diversityinadmissions","start_time","end_time","ellprograms","other_features","languageclasses","acceleratedclasses","electiveclasses","activities_description","othersports","postcode","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"18","18K211","I.S. 211 John Wilson","At John Wilson, we integrate technology into the classroom with laptops and SMART Boards. Our students benefit from the supportive environment and innovative approaches that make a positive impact on their lives. Parents appreciate that our school places students into three small thematic academies based on their interests.","Canarsie","1001 East 100 Street, Brooklyn, NY 11236",,"Partially Accessible","718-251-4411",,"https://www.myschools.nyc/en/schools/middle-school/10993","L to Canarsie - Rockaway Parkway","B103, B17, B42, B6, B60, B82, BM2","K211A","John Wilson (I.S. 211): Astral Program","Composite Score","64","21","3","4","5","25","N","N","Open to students and residents of District 18",,,,,,,,"K211U","John Wilson (I.S. 211)","Open","148","56","1","4","15","100","N","N","Open to students and residents of District 18","Priority to residents of the middle school zone","Then to District 18 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91","36","20","Urban Action Academy","High School for Medical Professions","Abraham Lincoln High School","72","342","6-8",,"8:20am","2:40pm","English as a New Language",,,"Algebra I,Living Environment",,,,"11236","BROOKLYN","40.643278","-73.896212","318","46","988","3326732","3082270001","Canarsie"
"18","18K235","The Lenox Academy","The Lenox Academy offers an academically accelerated program for middle school students. We provide a high-quality education within a learning environment that supports young learners. Lenox Academy's rigorous academic program, coupled with a highly skilled and experienced staff, has proven successful. Twelve of our 8th grade students from the class of 2019 were accepted to specialized high schools. Most have received acceptances to select public high schools, others have accepted placements in private day and boarding schools through scholarships. Lenox Academy promotes academic excellence and challenges students to meet NYS standards with distinction. Over 90 percent of our students met standards [Level 3] or met standards with distinction [Level 4] on the 2018-2019 New York State Standardized exams. All of our seniors are administered the English Language Arts and Algebra I Common Core Regents, Living Environment Regents and Spanish Proficiency exams. Our SONYC after-school program offers expert instruction in martial arts, culinary arts, dance, theater, basketball, volleyball, and photography.","East Flatbush","525 Lenox Road, Brooklyn, NY 11203","Yes-18, 19K235,18, 19K242,18, 19K855","Partially Accessible","718-773-4869",,"https://www.myschools.nyc/en/schools/middle-school/10998",,"B12, B35, B44, B44-SBS","K235M","The Lenox Academy","Screened","783","107","9","9","12","83","Y","N","Open to residents of New York City","Priority to District 18 students and residents","Then to New York City residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100","90","89","Brooklyn College Academy","Midwood High School",,"76","1174","PK-8",,"8:20am","2:40pm","English as a New Language","Uniform","Spanish","English,Spanish,Algebra I,Living Environment","Algebra I, Art, Foreign Language, Health, Living Environment, Physical Education, Regents Living Environment, Spanish, STEM, US History, Theater for a New Audience - Shakespeare, Symphony Space","Art, Restorative Circles, STEM, Symphony Space, Theater for a New Audience (Shakespeare)","Basketball, Soccer, Volleyball","11203","BROOKLYN","40.654704","-73.941089","317","41","814","3107846","3048440001","East Flatbush-Farragut"
"18","18K285","I.S. 285 Meyer Levin","At Meyer Levin School for the Performing Arts, we believe in equity and excellence for all scholars. Academic Excellence: Meyer Levin has a Level 4 rating in ELA. This means all of our scholars have made significant progress on the state exam. In Mathematics, we have implemented the new Jump Math curriculum. We offer regents in Social Studies, Math, and Science. Student and Community Support: We believe in developing social emotional intelligence. Meyer Levin's Performing Arts program is famous for graduating top students in Dance, Chorus, Drama, Steel Pan, Instrumental Band, Keyboard and Visual Arts. We have sports teams such as Boys and Girls Basketball, Flag Football, Track and Field and Double-Dutch. Meyer Levin is a full Restorative Justice school and ALL of our students participate in weekly restorative circles. We believe in the ""Community School"" model and have a variety of community based organizations on our campus Innovation: Algebra for All: It is expected that all of our students will complete Algebra by graduation thus allowing them to take more advance math classes in high school. College Access for All: We have a full time College Access staff member to engage our students are all aspects of college life.","East Flatbush","5909 Beverly Road, Brooklyn, NY 11203",,"Not Accessible","718-451-2200",,"https://www.myschools.nyc/en/schools/middle-school/11011",,"B17, B35, B46, B47, B7, B8","K285A","Meyer Levin (I.S. 285): Astral Program","Composite Score","237","44","5","4","10","50","Y","N","Open to students and residents of District 18",,,,,,,,"K285M","Meyer Levin (I.S. 285): Boroughwide Performing Arts Program","Screened","515","126","3","3","44","186","N","Y","Open to students and residents of Brooklyn","Priority to District 18 students and residents","Then to Brooklyn students and residents",,,,,,"K285Z","Meyer Levin (I.S. 285): Zoned Program","Zoned","43","12","1","1","15","75","false","false","Open to students residing in the zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94","38","23","Clara Barton High School","Abraham Lincoln High School","John Dewey High School","87","727","6-8",,"8:00am","2:50pm","English as a New Language",,"Spanish","US History,Algebra I,Living Environment",,,,"11203","BROOKLYN","40.646877","-73.920977","317","45","936","3104599","3047440001","Rugby-Remsen Village"
"18","18K581","East Flatbush Community Research School","Our vision is to create a safe environment in which authentic learning experiences build character and empower students to become independent thinkers. Our mission is to provide a Common Core Learning Standards (CCLS)-aligned curriculum, life skills, mentorship, interventions, and enrichment activities that will enhance learning and support the social-emotional growth of our students. At EFCRS, we focus on targeting individual needs. We possess a strong community of teachers who are committed to motivating, engaging, and providing rigorous learning experiences. Our parents appreciate the strong focus on instruction, smaller class sizes, and two and a half hours of expanded-day programming our school offers. Students enjoy the cultural exposure and the unique courses in expanded day. Unique academic offerings include: Algebra Regents Course, Specialized HS Test Prep, and Saturday Academy. Unique expanded-day offerings include: STEM Academy, Robotics, Coding, Cooking, Soccer, Chorus, Drumming, and Theater.","East Flatbush","905 Winthrop Street, Brooklyn, NY 11203","Yes-18K232","Not Accessible","718-773-3059",,"https://www.myschools.nyc/en/schools/middle-school/11018",,"B12, B15, B17, B35, B46, B46-SBS, B47, B7","K581L","The East Flatbush Community Research School","Open","151","53","2","3","19","81","N","N","Open to students and residents of Brooklyn","Priority to residents of the middle school zone","Then to District 18 students and residents","Then to Brooklyn students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91","18","13","It Takes a Village Academy",,,"70","234","6-8",,"8:00am","4:50pm","English as a New Language",,"Korean","US History,Algebra I,Living Environment",,,,"11203","BROOKLYN","40.65843","-73.929076","317","41","880","3099733","3046060025","Prospect Lefferts Gardens-Wingate"
"18","18K588","Middle School for Art and Philosophy","At the Middle School for Art and Philosophy, we believe in providing our students with a safe environment and developmentally appropriate, rigorous concept based curriculum. Our goal is to foster a community of life-long learners, productive citizens, and critical thinkers who apply what they learn throughout their lives.    We target the learning needs of our students based on qualitative and quantitative data.  We offer daily literacy intervention periods and a  Living Environment Regents course. Our students are exposed  to a variety of art forms such as visual arts, African dance, photography, graphic design, and theater.  We strongly believe in offering our students a variety of art experiences throughout the school year which culminates in our yearly school musical production.    We measure success by our student's commitment to learning and their dedication to making a change.  Students are encouraged to lead by example and hold each other accountable for all actions.  This work is facilitated by our focus on developing the social-emotional needs of every students through our advisory goal-setting program and Morningside ""Be the Change"" restorative circles curriculum.","East Flatbush","1084 Lenox Road, Brooklyn, NY 11212","Yes-18K252","Not Accessible","718-342-7563","www.ms-ap.org","https://www.myschools.nyc/en/schools/middle-school/11019","3 to Saratoga Ave","B15, B17, B35, B47, B7, B8","K588L","Middle School for Art and Philosophy","Open","143","32","1","2","20","100","N","N","Open to students and residents of District 18","Priority to residents of the middle school zone","Then to District 18 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91","32","20","Clara Barton High School",,,"88","165","6-8",,"8:10am","3:07pm","English as a New Language","Extended Day,Summer Session,Weekend Program,Uniform",,"Living Environment","Art, Book Club, Dance, Drama, Fine Arts, Musical Theater, Regents Living Environment, Specialized High School Test Preparation, Visual Arts","Art, Band, Chorus, Creative Writing, Dance, Drama, Fitness, Leadership, Musical Theater, Peer Mediation, Photography, Restorative Circles, Saturday Academy, STEM, Step Team, Student Council, Theater, Visual Arts, Yearbook","Basketball, Cheerleading, Double Dutch, Fencing, Fitness Club, Flag Football, Track and Field","11212","BROOKLYN","40.658295","-73.920109","317","41","886","3101840","3046690037","Rugby-Remsen Village"
"18","18K763","Brooklyn Science and Engineering Academy","The Brooklyn Science and Engineering Academy (BSEA) promotes a family-like environment with small class sizes, open communication with families and interest based crews. We foster opportunities within STEAM (Science, Technology, Engineering, Art, and Math) education. At BSEA, you will be exposed to coding, robotics, engineering, design, virtual/augmented reality, and the arts. Our students are NYC Junior Ambassadors and attend events to develop solutions to climate change issues with Ambassadors from the United Nations.  BSEA has a technology lab as well as individual laptops in all classrooms.  We offer a wide array of sports. Students participate in flag football, soccer, track, basketball, wiffle ball, and volleyball. BSEA students attend many trips such as Broadway shows, professional sporting events, cultural institutions and more.","East Flatbush","5404 Tilden Avenue, Brooklyn, NY 11203","Yes-18K244","Fully Accessible","718-240-3790","www.brooklynSEA.org","https://www.myschools.nyc/en/schools/middle-school/11025",,"B17, B35, B46, B46-SBS, B47, B7, B8","K763L","Brooklyn Science and Engineering Academy","Open","377","70","3","4","20","125","N","N","Open to students and residents of District 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","39","34","Benjamin Banneker Academy","Brooklyn Institute for Liberal Arts",,"86","353","6-8",,"8:20am","2:40pm","English as a New Language","Extended Day,Summer Session,Weekend Program,Uniform",,"US History,Algebra I,Living Environment","Algebra I, Art, Book Club, Chess, Coding, Computer Science, Debate, Engineering, Fine Arts, Forensics, Game Design, Guitar, Living Environment, Martial Arts, Math, Math Team, Mindfulness, Peer Mediation, Physical Education, Regents Living Environment, Saturday Academy, Science, Specialized High School Test Preparation, STEM, Stock Market, Student Council, Technology, Urban Advantage, US History, Virtual Enterprise, Visual Arts, Vocal Music, Web Design, Yearbook","Art, Book Club, Chess, Coding, Comic Book Club, Dance, Debate, Engineering, Green Team, Homework Help, Leadership, Lego Robotics, Math Team, Peer Mediation, Restorative Circles, Robotics, Saturday Academy, Science Club, Service Learning, STEM, Step Team, Student Council, Talent Show, Technology, Tutoring, Video Game Club, Visual Arts, Yearbook","Basketball, Dance, Flag Football, Martial Arts, Soccer, Step, Track and Field","11203","BROOKLYN","40.648423","-73.925948","317","45","946","3104513","3047390001","Rugby-Remsen Village"
"19","19K089","P.S. 089 Cypress Hills","PS 89/IS 89 is a dual language school (English/Spanish) and offers an expanded school day by three hours (from 2:20 pm to 5:20 pm) Monday through Friday in order to provide more time for innovative academic enrichment, differentiated instruction and other activities that inspire kids and support their well- being. Art, dance, music, sports, conflict-resolution skills, and academic support will be brought to all of our students by some of the teachers and the after-school community educators. It also houses Brooklyn's first ""green"" public school featuring a high-tech greenhouse and an innovative kitchen and cafeteria that serves wholesome nutritious meals.","East New York","265 Warwick Street, Brooklyn, NY 11207","Yes-19K814","Fully Accessible","718-964-1180","http://chcs89.org/","https://www.myschools.nyc/en/schools/middle-school/11062","J to Cleveland St; C, Z to Van Siclen Ave","B14, Q24, Q56","K089M","Spanish Newcomers Program","Screened: Language","143","43","3","7","6","46","N","Y","Open to students and residents of District 19","Priority to continuing students","Then to District 19 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40","21","15","The High School for Enterprise, Business and Technology","Brooklyn Lab School",,"86","490","PK-8",,"8:00am","2:20pm","English as a New Language;Dual Language: Spanish","Extended Day,Uniform",,,"Advisory, Algebra I, Art, Band, Computer Science, Fitness, Health, Library, Mindfulness, Music, Peer Mediation, Physical Education, Spanish, Specialized High School Test Preparation, Student Council, Technology, Urban Advantage, Visual Arts, Yearbook","Art, Band, Book Club, Fitness, Gardening, Green Team, Homework Help, Music, Restorative Circles, School Newspaper, Service Learning, Student Council, Visual Arts, Yearbook","Football","11207","BROOKLYN","40.677697","-73.886936","305","37","1170","3397079","3039520047","East New York"
"19","19K760","Highland Park Community School","Highland Park Community School is a project-based STEAM school. Scholars focus on an issue in the community or the world & complete a project to share their findings and solutions. Our core classes are Scimatics (Science & Math combined), Humanities (ELA & Social Studies combined), Italian, Art, Music, Technology, and Physical Education. We offer electives where students select a club and rotate through 6 week cycles. HPCS has a travel abroad program for scholars interested in studying Korean language and culture. Scholars can exit middle school with 6 regents exams. HPCS is student-led; Scholars teach classes, lead clubs & plan events. Everyone belongs to an advisory house and meets with their mentor group weekly. We partner with the Middle School Student Success Center to help scholars navigate through the high school choice process. MSSSC offers tours of high schools and colleges in NYC. Each grade attends tours to universities and historical sites in Washington D.C., Philadelphia and Boston. Cypress Hills Local Development Corporation runs an afterschool program that offers homework help, arts, & sports. HPCS teachers provide afterschool tutoring and Saturday academy for scholars who may need extra support.","East New York","528 Ridgewood Avenue, Brooklyn, NY 11208","Yes-19K171","Not Accessible","718-235-1785","www.highlandparkschool.org","https://www.myschools.nyc/en/schools/middle-school/11144","J, Z to Crescent St","B13, Q24, Q56","K760U","Highland Park Community School","Open","187","55","2","2","28","92","Y","N","Open to students and residents of District 19","Priority to residents of the middle school zone","Then to District 19 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","32","17","Academy of Innovative Technology","PROGRESS High School for Professional Careers",,"76","363","6-8",,"8:00am","2:20pm","English as a New Language","Extended Day,Weekend Program,Uniform","Italian","English,US History,Algebra I,Living Environment","Art, Foreign Language, Health, Music, Musical Theater, Physical Education, Technology","Book Club, Glee Club, Homework Help, Saturday Academy, Student Council, Tutoring, Yearbook","Basketball, Cheerleading, Dance","11208","BROOKLYN","40.68618","-73.869625","305","37","1184","3092456","3041340020","Cypress Hills-City Line"
"19","19K171","I.S. 171 Abraham Lincoln","Certified by State of New York a school in ""Good Standing."" Very active Parent Teachers Organization. School meets Two technology laboratories. Laptops for all students in each classroom. Science field trips. Online bilingual reading and math programs. Interactive boards in all classrooms. Experienced and dedicated teachers. Principal maintains ""authentic open door policy."" Very safe school environment and clean facilities.","East New York","528 Ridgewood Avenue, Brooklyn, NY 11208",,"Not Accessible","718-647-0111","www.is171.org","https://www.myschools.nyc/en/schools/middle-school/11077","J, Z to Crescent St","B13, Q24, Q56","K171U","Abraham Lincoln Intermediate School (I.S. 171)","Open","189","54","2","3","21","92","N","N","Open to students and residents of District 19","Priority to residents of the middle school zone","Then to District 19 students and residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88","24","15","Academy of Innovative Technology","Cypress Hills Collegiate Preparatory School",,"80","385","6-8",,"8:00am","2:20pm","English as a New Language","Extended Day,Summer Session,Weekend Program,Uniform","Spanish","Algebra I","Coding, Computer Science, Debate, Spanish","Art, Coding, Homework Help, Saturday Academy, Technology, Yearbook","Basketball, Soccer","11208","BROOKLYN","40.68618","-73.869625","305","37","1184","3092456","3041340020","Cypress Hills-City Line"
"19","19K218","J.H.S. 218 James P. Sinnott","James P. Sinnott is a 21st Century Community School. We have a magnet program focused on health and health professions. There is also a wellness committee which focuses on a month-by-month health theme that is ingrained in the culture of the school. We offer students an Honors program with Regents courses, Spanish Dual Language Cohort, and a Dance Cohort. We also have the only Day NYPD/FDNY Explorer Program with the Learning for Life advisory curriculum. Parents are always invited to our school to help build culture and to celebrate our students. We provide our students with a stable, secure, and structured learning environment and the highest quality classroom instruction. A wide variety of support and intervention services are also offered. We strive to achieve academic excellence.","East New York","370 Fountain Avenue, Brooklyn, NY 11208",,"Not Accessible","718-647-9050",,"https://www.myschools.nyc/en/schools/middle-school/11090","A, C to Euclid Ave","B13, B14, B15, B20, BM5, Q7, Q8","K218M","J.H.S. 218: Application Program","Screened","97","33","2","2","14","46","N","N","Open to students and residents of District 19",,,,,,,,"K218N","J.H.S. 218: Spanish Dual Language Program","Screened: Language","31","5","1","1","6","24","N","N","Open to students and residents of Brooklyn",,,,,,,,"K218Z","J.H.S. 218: Zoned Program","Zoned","51","17","1","1","23","77","false","false","Open to students residing in the zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90","17","11","Transit Tech Career and Technical Education High School","School for Classics High School","W. H. Maxwell Career and Technical Education High School","72","378","6-8",,"8:00am","2:20pm","English as a New Language","Uniform",,"Algebra I,Living Environment","Advisory, Algebra I, Art, Chess, Dance, Health, Living Environment, Martial Arts, Math, Mindfulness, National Junior Honor Society, Performing Arts, Physical Education, Regents Living Environment, Robotics, Science, Specialized High School Test Preparation, STEM, Student Council, Technology, Urban Advantage, Yearbook","Art, Chess, Dance, National Junior Honor Society, Restorative Circles, Robotics, Service Learning, STEM, Student Council, Technology, Theater, Visual Arts, Yearbook","Cheerleading, Dance, Flag Football, Martial Arts","11208","BROOKLYN","40.670724","-73.874208","305","42","1118","3095977","3042780001","East New York"
