"complaint","date","address","street_name","borough","block","lot","bin","postcode","landmark_name","work_reported","action_taken","status","community_council","community_board","nta","latitude","longitude"
"CMP-15-00196","2014-09-19T00:00:00.000","77","Reade Street","Manhattan","149","7501","1001629","10007","Tribeca South - Historic District","painting base of building and curb","No Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71518837617178","-74.00702696943024"
"CMP-15-00198","2014-09-19T00:00:00.000","86","West 12th Street","Manhattan","575","11","1009563","10011","Greenwich Village - Historic District","Installing railings on planters","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73588952081275","-73.99748494900469"
"CMP-15-00194","2014-09-19T00:00:00.000","186","Columbus Avenue","Manhattan","1140","32","1028941","10023","Upper West Side/Central Park West - Historic District","Installation of illuminated signage","Warning Letter Issued","Closed","06","MN-7","Lincoln Square","40.77509658634077","-73.9804959760116"
"CMP-15-00199","2014-09-20T00:00:00.000","319","Canal Street","Manhattan","230","4","1077942","10013","SoHo-Cast Iron - Historic District","Replacement of sf","No Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72007971809717","-74.00283191778051"
"CMP-15-00202","2014-09-22T00:00:00.000","345","West 86th Street","Manhattan","1248","11","1033935","10024","Riverside-West End  Extension I - Historic District","Removal of ledge stone at front façade","No Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78977258564881","-73.97993553411199"
"CMP-15-00200","2014-09-22T00:00:00.000","100","7th Avenue South","Manhattan","591","10","1010183","10014","Greenwich Village - Historic District","Installing outdoors lights and signage","Warning Letter Issued","Closed","03","MN-2","West Village","40.73303221689094","-74.00313916863686"
"CMP-15-00201","2014-09-22T00:00:00.000","34-46","84th Street","Queens","1444","27","4035528","11372","Jackson Heights - Historic District","removal of wood windows, installation of vinyl windows","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.752688342902395","-73.88296104806626"
"CMP-15-00207","2014-09-23T00:00:00.000","1","West 123rd Street","Manhattan","1721","52","1053429","10027","Mount Morris Park - Historic District","Added a terrace on 2nd floor, replaced windows and door","No Warning Letter Issued","Closed","09","MN-10","Central Harlem South","40.80586728092247","-73.94501165612924"
"CMP-15-00205","2014-09-23T00:00:00.000","903","Madison Avenue","Manhattan","1387","52","1041474","10021","Upper East Side - Historic District","Installation of sf at ground floor and signage at 2nd floor","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.772224699814544","-73.96509861674427"
"CMP-15-00206","2014-09-23T00:00:00.000","67","Midwood Street","Brooklyn","5031","77","3114881","11225","Prospect Lefferts Gardens - Historic District","Removal of windows","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.659632426994534","-73.95847160389098"
"CMP-15-00203","2014-09-23T00:00:00.000","17","East 89th Street","Manhattan","1501","16","1046971","10128","Expanded Carnegie Hill - Historic District","damaging historic limestone sf surround","No Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.78294043356642","-73.95774111642692"
"CMP-15-00204","2014-09-23T00:00:00.000","29","Fifth Avenue","Manhattan","567","5","1009225","10003","Greenwich Village - Historic District","Renovating the lobby of the building; painted door","Warning Letter Issued","Closed","02","MN-2","West Village","40.733180394731036","-73.9956628860999"
"CMP-15-00209","2014-09-24T00:00:00.000","126","Montague Street","Brooklyn",,,,,,"alterations to sign box","Warning Letter Issued","Closed",,,,,
"CMP-15-00210","2014-09-24T00:00:00.000","247","West 11th Street","Manhattan","614","42","1010975","10014","Greenwich Village - Historic District","Added an extra floor at the roof","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73624906892436","-74.00311045287907"
"CMP-15-00208","2014-09-24T00:00:00.000","291","7th Avenue","Brooklyn","1088","5","3025739","11215","Park Slope  Extension - Historic District","Awning, signage","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.667960468893774","-73.980675097845"
"CMP-15-00212","2014-09-25T00:00:00.000","2","Gramercy Park West","Manhattan","876","11","1017949","10003","Gramercy Park - Historic District","Windows painted too white","No Warning Letter Issued","Closed","02","MN-6","Gramercy","40.738449610882434","-73.9864968687625"
"CMP-15-00211","2014-09-25T00:00:00.000","463","Broadway","Manhattan","474","7506","1087559","10013","SoHo-Cast Iron - Historic District","Installation of signage in windows","No Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72098826682238","-74.00054835333839"
"CMP-15-00215","2014-09-25T00:00:00.000","70","Wooster Street","Manhattan","486","5","1007282","10012","SoHo-Cast Iron - Historic District","alteration to sf display window","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72344755870208","-74.00172088285953"
"CMP-15-00214","2014-09-25T00:00:00.000","38","West 87th Street","Manhattan","1200","150","1031438","10024","Upper West Side/Central Park West - Historic District","Installation of birdproofing","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.786509725833625","-73.97015394430065"
"CMP-15-00213","2014-09-25T00:00:00.000","135","Hudson Street","Manhattan","214","25","1002804","10013","Tribeca West - Historic District","Removal of terra cotta from corner of buildng","No Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.72071622593901","-74.00846336633435"
"CMP-15-00217","2014-09-26T00:00:00.000","35","Willow Place","Brooklyn","260","9","3002313","11201","Brooklyn Heights - Historic District","Work at bottom two floors","No Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.69300263679566","-73.99788323484081"
"CMP-15-00216","2014-09-26T00:00:00.000","33","Greenwich Avenue","Manhattan","611","65","1010852","10014","Greenwich Village - Historic District","Awning and sf replacement","Warning Letter Issued","Closed","03","MN-2","West Village","40.735085335326616","-74.00023093446343"
"CMP-15-00218","2014-09-28T00:00:00.000","153","Clinton Street","Brooklyn","270","29","3002678","11201","Brooklyn Heights - Historic District","Installation of large banner on brownstone façade","Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.691380330813196","-73.99380131043011"
"CMP-15-00223","2014-09-29T00:00:00.000","118","East 7th Street","Manhattan","434","23","1005786","10009","East Village/Lower East Side - Historic District","Alts to building base","Warning Letter Issued","Closed","02","MN-3","East Village","40.726377906211155","-73.98433097916894"
"CMP-15-00222","2014-09-29T00:00:00.000","145","East 72nd Street","Manhattan","1407","22","1042846","10021","Upper East Side  Extension - Historic District","awning at 2nd floor","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.770296875041346","-73.96188649643062"
"CMP-15-00220","2014-09-29T00:00:00.000","149","East 72nd Street","Manhattan","1407","123","1042873","10021","Upper East Side  Extension - Historic District","New box awning at 1st floor and new awning at 2nd floor","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.77026391306637","-73.96181069988995"
"CMP-15-00219","2014-09-29T00:00:00.000","80","Downing Street","Brooklyn","1982","66","3056861","11238","Clinton Hill - Historic District","Demolition of stoop","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.68355674093222","-73.96087964318149"
"CMP-15-00221","2014-09-29T00:00:00.000","147","East 72nd Street","Manhattan","1407","23","1042847","10021","Upper East Side  Extension - Historic District","New awning at 1st floor and awning at 2nd floor","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.7702803934624","-73.96184679302213"
"CMP-15-00224","2014-09-30T00:00:00.000","75","St. Nicholas Place","Manhattan","2069","1","1061700","10032","Hamilton Heights/Sugar Hill Northeast - Historic District","painting storefront","Warning Letter Issued","Closed","09","MN-9","Hamilton Heights","40.829390225384515","-73.94087286488057"
"CMP-15-00226","2014-10-01T00:00:00.000","57","Leroy Street","Manhattan","583","42","1077142","10014","Greenwich Village - Historic District","Installation of Atm","Warning Letter Issued","Closed","03","MN-2","West Village","40.73014465298643","-74.00535800393772"
"CMP-15-00225","2014-10-01T00:00:00.000","4","East 75th Street","Manhattan","1389","65","1041671","10021","Upper East Side - Historic District","Work done at roof and exterior outside of scope of approval","No Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.7742503667069","-73.9652636368673"
"CMP-15-00227","2014-10-01T00:00:00.000","608","Vanderbilt Avenue","Brooklyn","1151","49","3028431","11238","Prospect Heights - Historic District","Replaced security gate","Warning Letter Issued","Closed","35","BK-8","Prospect Heights","40.67813546299597","-73.96870265375722"
"CMP-15-00228","2014-10-02T00:00:00.000","33","West 17th Street","Manhattan","819","19","1015412","10011","Ladies' Mile - Historic District","installation of a flag at the 2nd floor without permits","Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.73843649189591","-73.99343968795245"
"CMP-15-00229","2014-10-03T00:00:00.000","12","East 11th Street","Manhattan","568","9","1009253","10003","Greenwich Village - Historic District","Installation of metal windows?","No Warning Letter Issued","Closed","02","MN-2","West Village","40.733767719535344","-73.99443964107182"
"CMP-15-00230","2014-10-03T00:00:00.000","386","Pacific Street","Brooklyn","190","1","3001121","11217","Boerum Hill - Historic District","Ongoing façade work","Warning Letter Issued","Closed","33","BK-2","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","40.686158959171586","-73.98493897671632"
"CMP-15-00231","2014-10-04T00:00:00.000","34-51","83rd Street","Queens","1444","43","4035532","11372","Jackson Heights - Historic District","Replacement of widnows","No Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75242573889979","-73.88384217705597"
"CMP-15-00232","2014-10-05T00:00:00.000","103","Arleigh Road","Queens","8041","55","4168259","11363","Douglaston - Historic District","replacement of siding","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77480136234717","-73.75209169962157"
"CMP-15-00234","2014-10-06T00:00:00.000","55","8th Avenue","Manhattan",,,,,,"Installation of clothing donation container","Warning Letter Issued","Closed",,,,,
"CMP-15-00235","2014-10-06T00:00:00.000","156-40","Cross Bay Boulevard","Queens","13957","12","4438969","11414",,"ELECTRICAL WIRES ARE NOT WORKING. FIRE HAZARD","No Warning Letter Issued","Closed","32","QN-10","Lindenwood-Howard Beach","40.66346597602514","-73.84094516666981"
"CMP-15-00233","2014-10-06T00:00:00.000","39-27","46th Street","Queens","149","31","4001446","11104","Sunnyside Gardens - Historic District","Installation of rear deck in noncompliance","No Warning Letter Issued","Closed","26","QN-2","Hunters Point-Sunnyside-West Maspeth","40.74844203043206","-73.91762647274686"
"CMP-15-00236","2014-10-06T00:00:00.000","11","Greene Avenue","Brooklyn","2118","44","3059372","11238","Fort Greene - Historic District","Sf work","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68591244432033","-73.97279506778882"
"CMP-15-00238","2014-10-07T00:00:00.000","3","Melrose Lane","Queens","8057","19","4168436","11363","Douglaston - Historic District","alteration to front pathway","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77218139697568","-73.75268272326173"
"CMP-15-00237","2014-10-07T00:00:00.000","94","Decatur Street","Brooklyn","1858","11","3421637","11216",,"Creating opening on the side of the building","No Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.68072045197131","-73.93965625857804"
"CMP-15-00241","2014-10-08T00:00:00.000","535","Hudson Street","Manhattan","632","55","1011850","10014","Greenwich Village - Historic District","Alteration to rear deck--added poles and christmas lights","No Warning Letter Issued","Closed","03","MN-2","West Village","40.73454445361015","-74.00617383843537"
"CMP-15-00242","2014-10-08T00:00:00.000","266","Washington Avenue","Brooklyn","1917","45","3055074","11205","Clinton Hill - Historic District","Alterations being done to change it from being stabilized","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.69071134682888","-73.96636009530222"
"CMP-15-00240","2014-10-08T00:00:00.000","26","East 64th Street","Manhattan","1378","58","1041046","10065","Upper East Side - Historic District","sidwalk being added","No Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.7668792046024","-73.96953458865038"
"CMP-15-00239","2014-10-08T00:00:00.000","505","1st Street","Brooklyn","1074","46","3025083","11215","Park Slope - Historic District","Painted the door","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.67086351532418","-73.97577522934297"
"CMP-15-00243","2014-10-09T00:00:00.000","587","7th Street","Brooklyn","1087","58","3025712","11215","Park Slope - Historic District","Drilling, electrical work","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.66639801779413","-73.9770168456833"
"CMP-15-00245","2014-10-10T00:00:00.000","63","Spring Street","Manhattan","496","34","1007554","10012","SoHo-Cast Iron  Extension - Historic District","Installation of signage without permits","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72236061438645","-73.99724374620143"
"CMP-15-00246","2014-10-10T00:00:00.000","23","West 23rd Street","Manhattan","825","29","1015582","10010","Ladies' Mile - Historic District","installation of storefront in noncompliance","Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.74197427651458","-73.99055957776793"
"CMP-15-00244","2014-10-10T00:00:00.000","48","Great Jones Street","Manhattan","531","45","1008524","10012","NoHo  Extension - Historic District","Installation of signage without permits--Phillip Lims","No Warning Letter Issued","Closed","01","MN-2","West Village","40.72671907456775","-73.99244866950013"
"CMP-15-00248","2014-10-14T00:00:00.000","114","Spring Street","Manhattan","485","18","1007265","10012","SoHo-Cast Iron - Historic District","painting the limestone surround, installing signage","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.723576575165374","-73.99994227635419"
"CMP-15-00247","2014-10-14T00:00:00.000","496","Broadway","Manhattan","483","4","1007229","10012","SoHo-Cast Iron - Historic District","Window added without permit","No Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.7221438105614","-73.99954182841148"
"CMP-15-00249","2014-10-15T00:00:00.000","130","Lincoln Road","Brooklyn","5028","35","3114688","11225","Prospect Lefferts Gardens - Historic District","telephone pole installed in rear yard; wood shingles removed, painted exterior red","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.66107892699911","-73.95847430772102"
"CMP-15-00253","2014-10-16T00:00:00.000","6","West 24th Street","Manhattan","825","52","1015584","10010","Ladies' Mile - Historic District","Installation of signage","Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.7424655168287","-73.9897403217484"
"CMP-15-00250","2014-10-16T00:00:00.000","178-31","114 Road","Queens","10310","38","4219882","11434","Addisleigh Park - Historic District","Construction on a landmark building","No Warning Letter Issued","Closed","27","QN-12","St. Albans","40.69375034491065","-73.77018930564537"
"CMP-15-00252","2014-10-16T00:00:00.000","720","West 181st Street","Manhattan","2176","123","1064278","10033",,"Renovation","No Warning Letter Issued","Closed","10","MN-12","Washington Heights South","40.85048941548495","-73.93684188980937"
"CMP-15-00251","2014-10-16T00:00:00.000","384","Vanderbilt Avenue","Brooklyn","1959","45","3055935","11238","Fort Greene - Historic District","Rear façade in noncompliance","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.68570819828875","-73.96836377131194"
"CMP-15-00254","2014-10-17T00:00:00.000","169","Washington Park","Brooklyn","2072","9","3058272","11205","Fort Greene - Historic District","Construction work","No Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.69224208031211","-73.97363629679272"
"CMP-15-00255","2014-10-19T00:00:00.000","1908","Bedford Avenue","Brooklyn","5037","55","3115331","11225","Prospect Lefferts Gardens - Historic District","Removal of iron fence, installation of chain link fence","Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.6586381615054","-73.95669534420102"
"CMP-15-00258","2014-10-20T00:00:00.000","58","Bleecker Street","Manhattan","522","31","1008217","10012","NoHo - Historic District","Installation of HVAC equipment at the roof","Warning Letter Issued","Closed","01","MN-2","West Village","40.72609889889043","-73.99500671564957"
"CMP-15-00259","2014-10-20T00:00:00.000","415","Washington Avenue","Brooklyn","1963","25","3056061","11238","Clinton Hill - Historic District","installation of hand railings","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.68596534073677","-73.96535650117369"
"CMP-15-00256","2014-10-20T00:00:00.000","505","1st Street","Brooklyn","1074","46","3025083","11215","Park Slope - Historic District","Installed white vinyl windows at the top floor","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.67086351532418","-73.97577522934297"
"CMP-15-00257","2014-10-20T00:00:00.000","507","1st Street","Brooklyn","1074","45","3025082","11215","Park Slope - Historic District","Installed white vinyl windows","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.67083605540346","-73.97571756131347"
"CMP-15-00262","2014-10-21T00:00:00.000","199","Ocean Avenue","Brooklyn","5026","4","3114579","11225","Ocean on the Park - Historic District","Painting the rear façade white","No Warning Letter Issued","Closed","40","BK-9","Prospect Lefferts Gardens-Wingate","40.65767398536446","-73.96234009121643"
"CMP-15-00263","2014-10-21T00:00:00.000","61","South Oxford Street","Brooklyn","2101","7","3058931","11217","Fort Greene - Historic District","Ongoing stoop work","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68797124840867","-73.97376779424066"
"CMP-15-00261","2014-10-21T00:00:00.000","473","Halsey Street","Brooklyn","1660","64","3046105","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","painted cornice without permits","Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.68366783282344","-73.93374766832096"
"CMP-15-00260","2014-10-21T00:00:00.000","507","4th Street","Brooklyn","1080","49","3025440","11215","Park Slope - Historic District","replacement of roof","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.669129153133134","-73.9774304546224"
"CMP-15-00266","2014-10-22T00:00:00.000","200","Greene Avenue","Brooklyn","1964","38","3321917","11238","Clinton Hill - Historic District","Ongoing work","No Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.68695293212925","-73.9636504699108"
"CMP-15-00265","2014-10-22T00:00:00.000","37","Barrow Street","Manhattan","587","56","1009969","10014","Greenwich Village - Historic District","Installation of awning and signage without permits","Warning Letter Issued","Closed","03","MN-2","West Village","40.73221974631982","-74.0039004596796"
"CMP-15-00267","2014-10-22T00:00:00.000","8","Sylvan Terrace","Manhattan","2109","61","1062556","10032","Jumel Terrace - Historic District","Installation of vent on front façade","Warning Letter Issued","Closed","10","MN-12","Washington Heights South","40.83464001030695","-73.93923478385096"
"CMP-15-00264","2014-10-22T00:00:00.000","731","5th Avenue","Manhattan","1292","69","1035792","10022",,"Installation of signage","No Warning Letter Issued","Closed","04","MN-5","Midtown-Midtown South","40.76268636939194","-73.97416071983294"
"CMP-15-00269","2014-10-23T00:00:00.000","27-18","West Drive","Queens","8014","16","4168006","11363","Douglaston - Historic District","Widening driveway","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.78037533243946","-73.75180735730548"
"CMP-15-00268","2014-10-23T00:00:00.000","225","Park Lane","Queens","8050","58","4168374","11363","Douglaston - Historic District","Installation of fence at west portion of property","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77449700436428","-73.74969545993004"
"CMP-15-00270","2014-10-24T00:00:00.000","101","East 15th Street","Manhattan","871","1","1017788","10003","Union Square Savings Bank - Individual Landmark","Installation of lighting at roof in noncompliance","No Warning Letter Issued","Closed","02","MN-5","Gramercy","40.73523308432253","-73.98961875115506"
"CMP-15-00271","2014-10-27T00:00:00.000","2060","Broadway","Manhattan","1143","1","1029873","10023","The Dorilton - Individual Landmark;  Upper West Side/Central Park West - Historic District","Docket to keep notes","No Warning Letter Issued","Closed","06","MN-7","Lincoln Square","40.77794313531213","-73.98207661722908"
"CMP-15-00272","2014-10-27T00:00:00.000","59","East 7th Street","Manhattan","449","52","1006354","10003","East Village/Lower East Side - Historic District","Major construction; removal of windows","No Warning Letter Issued","Closed","02","MN-3","East Village","40.727632623716524","-73.98728198519915"
"CMP-15-00273","2014-10-28T00:00:00.000","79-02","37th Avenue","Queens","1290","1","4029968","11372","Jackson Heights - Historic District","façade work in noncompliance","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.74946175073117","-73.88694398112678"
"CMP-15-00275","2014-10-28T00:00:00.000","34-09","83rd Street","Queens","1444","1","4035514","11372","Jackson Heights - Historic District","façade work in noncompliance","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.753490892355025","-73.88403161530313"
"CMP-15-00274","2014-10-28T00:00:00.000","652","6th Avenue","Manhattan","822","1","1080657","10011","Church of the Holy Communion Complex - Individual Landmark;  Ladies' Mile - Historic District","Installation of signage, roof work?","Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.740895832625064","-73.9942477869091"
"CMP-15-00276","2014-10-28T00:00:00.000","241","Clermont Avenue","Brooklyn","2092","10","3058555","11205","Fort Greene - Historic District","Ongoing stoop work","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.69037207816394","-73.97029433772883"
"CMP-15-00277","2014-10-29T00:00:00.000","21","Downing Street","Manhattan","527","88","1008372","10014","Greenwich Village  Extension II - Historic District","Replaced step at storefront, ongoing storefront work","Warning Letter Issued","Closed","03","MN-2","West Village","40.729513440906096","-74.00314621897351"
"CMP-15-00279","2014-10-29T00:00:00.000","75","Macdonough Street","Brooklyn","1852","1","3053346","11216","Stuyvesant Heights - Historic District","Installation of security cameras and conduits","Warning Letter Issued","Closed","36","BK-3","Bedford","40.681103693850545","-73.94302698968025"
"CMP-15-00278","2014-10-29T00:00:00.000","34-36","Horatio Street","Manhattan","626","35","1011656","10014","Greenwich Village - Historic District","painting façade without permits","Warning Letter Issued","Closed","03","MN-2","West Village","40.73874399879363","-74.00460811724147"
"CMP-15-00280","2014-10-29T00:00:00.000","11","West 25th Street","Manhattan","827","27","1015617","10010","Madison Square North - Historic District","Installation of vestibule and signage","No Warning Letter Issued","Closed","03","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.74326423372757","-73.98967884925342"
"CMP-15-00281","2014-10-30T00:00:00.000","180","West 81st Street","Manhattan","1211","63","1031999","10024","Upper West Side/Central Park West - Historic District","Ongoing painting of building base","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.784115059165394","-73.97658261238502"
"CMP-15-00282","2014-10-31T00:00:00.000","34-37","84th Street","Queens","1445","52","4035571","11372","Jackson Heights - Historic District","Painted entrance doors; replaced front windows","No Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75283107326479","-73.88296440660982"
"CMP-15-00283","2014-10-31T00:00:00.000","34-49","84th Street","Queens","1445","46","4035566","11372","Jackson Heights - Historic District","Painted entrance doors","Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75261145338703","-73.88292509012223"
"CMP-15-00284","2014-10-31T00:00:00.000","253","Church Street","Manhattan","174","14","1001893","10013","Tribeca East - Historic District","Installation of satellite dishes","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71791949195279","-74.00558068129155"
"CMP-15-00286","2014-11-01T00:00:00.000","34-36","84th Street","Queens","1444","22","4035524","11372","Jackson Heights - Historic District","Replacement of windows at rear","No Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75288051165844","-73.88299680361406"
"CMP-15-00287","2014-11-01T00:00:00.000","198","9th Avenue","Manhattan","746","1","1013337","10011","Chelsea  Extension - Historic District","Installation of HVAC equipment at the roof","Warning Letter Issued","Closed","03","MN-4","Hudson Yards-Chelsea-Flatiron-Union Square","40.74592160101891","-74.00172868125667"
"CMP-15-00288","2014-11-01T00:00:00.000","108A","East 38th Street","Manhattan","893","82","1019118","10016","Murray Hill - Historic District","Installation of illuminated sign","Warning Letter Issued","Closed","04","MN-6","Murray Hill-Kips Bay","40.74935611409022","-73.97894076145974"
"CMP-15-00285","2014-11-01T00:00:00.000","34-33","84th Street","Queens","1445","53","4035572","11372","Jackson Heights - Historic District","Replacement of windows at rear","No Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75290519602311","-73.88297871366038"
"CMP-15-00289","2014-11-01T00:00:00.000","22","Howard Street","Manhattan","233","30","1003052","10013","SoHo-Cast Iron  Extension - Historic District","Exterior work contrary to plans","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.71942101027767","-74.00031746025684"
"CMP-15-00290","2014-11-01T00:00:00.000","207","Macdonough Street","Brooklyn","1853","46","3053423","11216","Stuyvesant Heights - Historic District","new masonry façade, new doors, new lampost, new windows","Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.68164745248236","-73.93827452842399"
"CMP-15-00291","2014-11-02T00:00:00.000","34-41","84th Street","Queens","1445","50","4035569","11372","Jackson Heights - Historic District","Painting front door","No Warning Letter Issued","Closed","25","QN-3","Jackson Heights","40.75275695417143","-73.88295370889608"
"CMP-15-00292","2014-11-02T00:00:00.000","253","Cumberland Street","Brooklyn","2102","8","3058998","11205","Fort Greene - Historic District","replacement of windows after fire","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68827844941117","-73.97284818974336"
"CMP-15-00299","2014-11-03T00:00:00.000","905","Sterling Place","Brooklyn","1241","57","3031567","11216","Crown Heights North  II - Historic District","Installation of signage at door","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.672452079131006","-73.94867975231742"
"CMP-15-00297","2014-11-03T00:00:00.000","982","St. Johns Place","Brooklyn","1256","22","3032371","11213","Crown Heights North  II - Historic District","Second floor window reduced in size","No Warning Letter Issued","Closed","35","BK-8","Crown Heights North","40.67138856410486","-73.94587234920827"
"CMP-15-00295","2014-11-03T00:00:00.000","86-13","Lefferts Boulevard","Queens","9273","89","4193700","11418","Richmond Hill Republican Club - Individual Landmark","Painting building white and black","Warning Letter Issued","Closed","29","QN-9","Richmond Hill","40.70090472785066","-73.83130220698492"
"CMP-15-00300","2014-11-03T00:00:00.000","101","Willow Street","Brooklyn","235","39","3001797","11201","Brooklyn Heights - Historic District","Installation of light fixtures without permits","Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.6978196394757","-73.99558945343189"
"CMP-15-00298","2014-11-03T00:00:00.000","885","Sterling Place","Brooklyn","1241","67","3031577","11216","Crown Heights North  II - Historic District","Installation of window signage","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.672476987015926","-73.9491411685897"
"CMP-15-00294","2014-11-03T00:00:00.000","44","Laight Street","Manhattan","220","7503","1086557","10013","Tribeca North - Historic District","Installation of rooftop railing","No Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.72194042877058","-74.00789351478574"
"CMP-15-00296","2014-11-03T00:00:00.000","18","Prospect Park West","Brooklyn","1072","34","3024962","11215","Park Slope - Historic District","Painting building?","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.67116169386467","-73.97140959583696"
"CMP-15-00293","2014-11-03T00:00:00.000","39-15","48th Street","Queens","133","33","4001093","11104","Sunnyside Gardens - Historic District","Building an exterior extension","No Warning Letter Issued","Closed","26","QN-2","Hunters Point-Sunnyside-West Maspeth","40.748701371128455","-73.91567724340432"
"CMP-15-00301","2014-11-04T00:00:00.000","876","Sterling Place","Brooklyn","1248","17","3031924","11216","Crown Heights North  II - Historic District","Stone work on stoop, removal of awning","Warning Letter Issued","Closed","35","BK-8","Crown Heights North","40.67247434558689","-73.94937549327756"
"CMP-15-00304","2014-11-05T00:00:00.000","116","Remsen Street","Brooklyn","254","69","3002231","11201","Brooklyn Heights - Historic District","Installation of security camera and conduit","Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.693919248570865","-73.99392368257185"
