"recurrence","title","location","start_time"
"1","NRTA Janitorial TABE Session","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-07-15T08:30:00.000"
"0","Food Business Pathways Program Info Session (Brooklyn)","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-07-21T18:00:00.000"
"1","NRTA Janitorial TABE Session * Session is booked.","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-07-22T08:30:00.000"
"0","Youth Build at Y Roads Jamaica Information Session","South Jamaica Community Center 109-04 160th Street Jamaica, NY 11433","2015-07-22T18:00:00.000"
"0","NYPD Employment Information Session","REES Brooklyn Office 787 Atlantic Avenue, Brooklyn, NY 11238","2015-07-23T18:00:00.000"
"0","Barclays Center Prescreening Event","REES Central Office 787 Atlantic Avenue, 2nd Floor Brooklyn, NY 11238","2015-07-24T13:00:00.000"
"0","Free IT Job Training Courses","Mott Haven Public Library 321 East 140th Street Bronx, New York 10454","2015-07-28T12:00:00.000"
"0","Food Business Pathways Program Info Session (Bronx)","Betances Community Center 547 E. 146th Street (bet. St. Ann’s Ave. & Brook Ave.) Bronx, NY 10455","2015-07-28T18:00:00.000"
"1","Deleted: NRTA Janitorial TABE Session","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-07-29T08:30:00.000"
"1","NRTA Janitorial TABE Session * Session is booked.","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-08-05T08:30:00.000"
"0","Food Business Pathways Program Info Session (Manhattan)","Sondra Thomas Apts. 102 W. 91st Street New York, New York 10024","2015-08-06T18:00:00.000"
"0","Staten Island Workforce 1 Employment & Job Training","Staten Island Workforce 1 Career Center - 120 Stuyvesant Place 3rd Floor, Staten Island NY 10301","2015-11-18T10:00:00.000"
"0","Food Business Pathways Program Info Session (Queens)","South Jamaica Cornerstone Community Center 109-4 160th Street (on corner of 109th Ave.) Jamaica, New York 11433","2015-08-11T18:00:00.000"
"0","Hispanic Society General Membership Meeting ","90 Church","2015-08-12T18:00:00.000"
"0","NACA Mortgage and Homeownership Workshop","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-08-13T18:00:00.000"
"1","NRTA Janitorial TABE Session * Session is booked.","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-08-19T08:30:00.000"
"0","Association of LGBTQ Employees Meeting","90 Church Street, 5th Fl. Employment Reception Room","2015-08-20T18:00:00.000"
"1","Deleted: NRTA Janitorial TABE Session","NYCHA REES Office 787 Atlantic Avenue, 2nd Floor (bet. Vanderbilt Ave. & Clermont Ave.) Brooklyn, NY 11238","2015-08-26T08:30:00.000"
"0","Hispanic Society General Membership Meeting","90 Church 5th floor","2015-09-09T18:00:00.000"
"0","Free IT Job Training Courses","Melrose Classic Community Center, 286 East 156th Street Bronx, New York 10451","2015-09-22T10:00:00.000"
"0","Off-Site REES Information Session","Saint Mary’s Community Center 595 Trinity Avenue Bronx, NY 10455","2015-09-23T10:00:00.000"
"0","Homebuyer Education Workshop (Central Brooklyn)","Van Dyke Community Center 392 Blake Avenue Brooklyn, NY 11212","2015-09-23T18:00:00.000"
"0","Green City Force Targeted Recruitment (Patterson Houses)","Patterson Community Center, 340 Morris Ave, Bronx, NY 10541","2015-09-24T10:30:00.000"
"0","Employment and Job Skills Training Resource Fair","Gowanus Tenant Association Office 244 Bond Street  (Corner of Douglass Street) Brooklyn, NY 11217","2015-09-24T11:00:00.000"
"0","The NYC Craft Entrepreneurship Program","REES Brooklyn Office 787 Atlantic Avenue Brooklyn, New York 11238","2015-09-24T18:00:00.000"
"0","Blood Drive at Central Office!","90 Church Street","2015-09-25T08:00:00.000"
"0","NHS Starbuyer Homebuyer of Staten Island Information Session","Stapleton Community Center, 230 Broad Street Staten Island, NY 10304","2015-09-29T18:00:00.000"
"0","Resident Watch Training - Manhattan","Clinton CC - 120 East 110th St. NY NY","2015-10-05T09:00:00.000"
"0","Resident Watch Training - Staten Island","Richmond Terrace CC - 71 Jersey St., Staten Island, NY","2015-10-06T09:00:00.000"
"0","Resident Watch Training - Brooklyn","Van Dyke CC - 392 Blake Ave., Brooklyn, NY","2015-10-07T09:00:00.000"
"0","NYPD Employment Information Session","Chinatown YMCA Cornerstone @ Two Bridges Community Center YMCA 286 South Street New York, NY 10002","2015-10-07T18:30:00.000"
"0","Resident Watch Training - Bronx","1200 Waters Place 2nd Fl, Bronx NY - Ceremonial Room","2015-10-08T09:00:00.000"
"0","Resident Watch Training - Manhattan","Rutgers CC, NY NY - 200 Madison St","2015-10-13T15:00:00.000"
"0","Resident Watch Training - Queens","Astoria CC - 4-05 Astoria Blvd, Astoria, NY ","2015-10-14T09:00:00.000"
"0","Hispanic Society of NYCHA’s Monthly Membership Meeting","90 Church","2015-10-14T18:00:00.000"
"0","Resident Watch Training - Brooklyn","Carey Gardens CC - 2315 Surf Ave., Brooklyn, NY","2015-10-15T09:00:00.000"
"0","LGBTQ Employees Meeting","90 Church Street, 5th floor Employment Room","2015-10-15T18:00:00.000"
"0","52nd Annual Garden & Greening Awards Ceremony","Williamsburg CC, 195 Graham Ave., Brooklyn","2015-10-16T12:00:00.000"
"0","NYCHA Hispanic Society 46th Annual Scholarship Dinner Dance",,"2015-10-16T19:00:00.000"
"0","Resident Watch Training - Manhattan","Clinton CC - 120 East 110th St. NY NY","2015-10-19T09:00:00.000"
"0","Resident Watch Training - Brooklyn","Ingersoll CC - 177 Myrtle Ave., Brooklyn, NY","2015-10-20T09:00:00.000"
"0","Resident Watch Training - Queens","Beach 41st CC- 426 Beach 40th St., Queens NY","2015-10-21T09:00:00.000"
"0","Resident Watch Training - Bronx","St. Mary's Park CC - 595 Trinity Ave., Bronx NY ","2015-10-22T09:00:00.000"
"0","NYCHA's 2015 Hispanic Heritage Month Celebration","0 Church Street-5th Floor Ceremonial Room","2015-10-22T17:00:00.000"
"0","Christian Fellowship 6th Annual Brunch ","Alhambra Ballroom","2015-10-24T09:00:00.000"
"0","How to Improve Your Credit Score – Mortgage Readiness Clinic","Van Dyke Community Center 392 Blake Avenue Brooklyn, NY 11212","2015-10-28T18:00:00.000"
"0","West Harlem Environmental Action (WEACT)","1854 Amsterdam Avenue New York, NY 10031","2015-11-06T07:30:00.000"
"0","First Time Homebuyer Workshop NHS Starbuyer Homebuyer of Staten Island Information Session","Stapleton Community Center 230 Broad Street Staten Island, NY 10304","2015-11-07T10:00:00.000"
"1","First Time Home Buying Series - $50 course fee","Stone Avenue Library 581 Mother Gaston Boulevard Brooklyn, NY 11212","2015-11-07T10:00:00.000"
"1","First Time Home Buying Series","Stone Avenue Library 581 Mother Gaston Boulevard Brooklyn, NY 11212","2015-11-07T10:00:00.000"
"0","TechPortal Information Session","Mott Haven Public Library - 321 E 140th St, Bronx, NY 10454","2015-11-10T12:30:00.000"
"0","SUNY QEOC Information Session","South Jamaica Community Center - 109-04 160th Street, Queens, NY 11433","2015-11-12T10:00:00.000"
"0","Hispanic Society General Membership Meeting ","90 Church St.","2015-11-12T18:00:00.000"
"1","First Time Home Buying Series","Stone Avenue Library 581 Mother Gaston Boulevard Brooklyn, NY 11212","2015-11-14T10:00:00.000"
"0","Queens Educational Opportunity Center Open House","Queens Educational Opportunity Center - 158-29 Archer Avenue Jamaica, NY 11433","2015-11-14T10:00:00.000"
"0","YearUp Information Session","REES Central Office - 787 Atlantic Avenue, Brooklyn, NY 11238","2015-11-16T10:30:00.000"
"0","RBD Orientation","REES Central Office - 787 Atlantic Ave. 2nd Fl. Brooklyn, NY 11238","2015-11-17T18:00:00.000"
"0","FREE Healthcare Training and Education Information Session","Jobs Plus Bronxworks - 1391 E. 149th Street Suite 520 (Between Melrose Ave/Courtlandt Ave)","2015-11-19T10:00:00.000"
"0","Manhattan Education Opportunity Center (MEOC) Information Session","Manhattanville Community Center - 530 W. 133rd Street (Between Amsterdam & Broadway)","2015-11-19T10:00:00.000"
"0","NYCHA's Association of LGBTQ invites you to their next meeting ","90 Church 5th floor Employment room","2015-11-19T18:00:00.000"
"0","TechPortal Information Session","Mott Haven Public Library - 321 E 140th St, Bronx, NY 10454","2015-12-01T14:30:00.000"
"0","Annual Chanukah Celebration","90 Church Street, 5th Fl. Ceremonial Room, NYC","2015-12-07T17:30:00.000"
"0","FREE Healthcare Training and Education Information Session (18 to 24 Years Old) ","Jobs Plus Bronxworks - 1391 E. 149th Street Suite 520 (Between Melrose Ave/Courtlandt Ave)","2015-12-08T10:00:00.000"
"0","Hispanic Society of NYCHA’s Monthly Membership Meeting ","90 church 5th floor employment room","2015-12-09T18:00:00.000"
"0","TechPortal Information Session","Jefferson Jobs-Plus - 335 E 111th St, New York, NY 10029","2015-12-10T14:30:00.000"
"0","NYCHA's 2015 Holiday Party","Surrogate's Court, 31 Chambers Street, NYC","2015-12-16T18:00:00.000"
"0","NYCHA Youth Chorus performance","Coca-Cola: Winter Wonderland, Apollo Theater, 253 W. 125th St., Harlem","2015-12-19T15:00:00.000"
"0","Board Meeting","Board Room, 250 Broadway – 12th Floor, NYC","2015-12-23T10:00:00.000"
"0","Christmas Day (Office Closed)",,"2015-12-25T00:00:00.000"
"0","TechPortal Information Session","787 Atlantic Avenue, Multipurpose Rm, Brooklyn, NY 11238","2016-01-12T13:30:00.000"
"0","Hispanic Society of NYCHA’s Monthly Membership Meeting","90 Church, 5th floor employment room","2016-01-13T18:00:00.000"
"0","Food Business Pathways Program Info Session (Brooklyn)","NYCHA REES Office - 787 Atlantic Avenue, 2nd Fl (bet. Clermont Ave. & Vanderbilt Ave.) Brooklyn, NY 11238","2016-01-21T18:00:00.000"
"0","NYCHA’s LGBTQ Invites You to Their Next Meeting",,"2016-01-21T18:00:00.000"
"0","Food Business Pathways Program Info Session (Manhattan)","Washington Houses Community Center - 1775 3rd Avenue (at E. 98th St.) New York, NY 10029","2016-01-27T18:00:00.000"
"0","CoNEO Open House Meeting","5th Floor Ceremonial Room","2016-01-29T12:00:00.000"
"0","Food Business Pathways Program Info Session (Bronx)","Bronxworks Jobs Plus - 391 East 149th Street (near 3rd Ave.) Bronx, NY 10455","2016-02-02T18:00:00.000"
"0","Food Business Pathways Program Info Session (Queens)","Astoria Houses Community Center – 4-05 Astoria Blvd. (near 8th St.) Astoria, NY 11102","2016-02-04T18:00:00.000"
"0","Food Business Pathways Program Info Session (Brooklyn)","NYCHA REES Office – 787 Atlantic Avenue, 2nd Floor Brooklyn, NY 11238","2016-02-11T18:00:00.000"
"0","TechPortal Information Session - Bronx","Parkchester Library – NYPL, 1895 Westchester Avenue (at Pugsley Ave.), Bronx, NY 10462","2016-02-16T12:30:00.000"
"0","TechPortal Information Session - Manhattan","Washington Houses Community Center, 1775 Third Avenue, New York, NY 10029","2016-02-23T10:00:00.000"
"0","TechPortal Information Session - Brooklyn","REES Central Office, 787 Atlantic Avenue, 2nd Floor, Brooklyn, NY 11238","2016-03-01T13:00:00.000"
"0","Hispanic Society of NYCHA’s Monthly Membership Meeting",,"2016-03-09T18:00:00.000"
"0","TechPortal Information Session - Manhattan","Jefferson Houses – Jobs Plus, 335 East 111th Street, Rear Entrance, New York, NY 10029","2016-03-10T10:00:00.000"
"0","TechPortal Information Session - Bronx","BronxWorks Jobs Plus, 391 E. 149th Street (bet. Melrose Ave & Courtlandt Ave.), Bronx, NY 10455","2016-03-15T10:00:00.000"
"0","TechPortal Information Session - Bronx","Mitchel Community Center, East Side House Settlement, 210 Alexander Avenue, Bronx, NY 10454","2016-03-17T10:00:00.000"
"0","Tai Chi Chuan Demonstration and Practice","90 Church","2016-03-17T12:00:00.000"
"0","NYCHA’s LGBTQ Invites You to Their Next Meeting","90 Church","2016-03-17T18:00:00.000"
"0","Staten Island Workforce1 Career Center- Employment & Job Training","Mariners Harbor Public Library, 206 South Avenue, Staten Island, NY 10303","2016-03-25T10:00:00.000"
"0","YouthBuild at Y Roads Jamaica","Queens Community Pomonok Center, 67-09 Kissena Boulevard, Flushing NY","2016-03-29T18:30:00.000"
"0","FREE Healthcare Training and Education Information Session ","Van Dyke Community Center, 392 Blake Ave (btwn Powell St. and Mother Gaston Blvd.)","2016-03-31T10:00:00.000"
"0","University Neighborhood Housing Program (UNHP)","2751 Grand Concourse (Entrance on East 196th Street), Bronx, NY 10468","2016-03-31T18:00:00.000"
"0","FREE Healthcare Training and Education Information Session (Astoria)","Astoria Community Center, 4-05 Astoria Boulevard, Long Island City, NY ","2016-04-05T10:00:00.000"
"0","TechPortal Information Session - Brooklyn","REES Central Office, 787 Atlantic Avenue, 2nd Floor, Brooklyn, NY 11238","2016-04-05T13:00:00.000"
"0","RBD Orientation","REES Central Office, 787 Atlantic Avenue, 2nd Floor, Brooklyn, NY, 11238","2016-04-13T18:00:00.000"
"0","Hispanic Society General Membership Meeting","90 Church, 5th floor employment room","2016-04-13T18:00:00.000"
"0","University Neighborhood Housing Program (UNHP)","Refuge House, 2715 Bainbridge Ave Bronx, NY","2016-04-16T10:00:00.000"
"0","Opportunities for a Better Tomorrow Info Session at Marble Hill Houses","NYCHA Marble Hill Community Center, 5365 Broadway (at W 230th St.), Bronx, NY 10463","2016-04-21T18:00:00.000"
"0","NYCHA’s LGBTQ Invites You to Their Next Meeting",,"2016-04-21T18:00:00.000"
"0","TechPortal Information Session – Lower Manhattan","The Door Soho, 555 Broome Street, 1st Floor, New York, NY 10013 ","2016-04-26T10:00:00.000"
"0","FREE 1-on-1 Business Coaching for NYCHApreneurs",": REES Central Office, 787 Atlantic Ave, Fl 2, Brooklyn, NY 11238","2016-04-26T18:00:00.000"
"0","MEOC Adult Education Information Session at Clinton Houses","Clinton Houses Community Center, 120 E.110TH Street (Between Lexington and Park Ave.), New York, NY 10029","2016-04-28T10:00:00.000"
"0","Food Business Pathways Program Info Session (Bronx)","Bronxworks Jobs Plus - 391 E. 149th St., Suite 520 (near 3rd Ave.) Bronx, NY 10455","2016-05-03T18:00:00.000"
"0","TechPortal Information Session - Brooklyn","REES Central Office, 787 Atlantic Avenue, 2nd Floor, Brooklyn, NY 11238","2016-05-04T13:00:00.000"
"0","Hispanic Society General Membership Meeting on Wednesday May 11th","90 Church, 5th floor employment room","2016-05-11T18:00:00.000"
"0","NYCHA’s LGBTQ Invites You to Their Next Meeting on May 19th","90 Church","2016-05-19T18:00:00.000"
"0","Civil Service Examinations Open for Filing in May","DCAS see flyer","2016-05-24T09:00:00.000"
"0","TechPortal Information Session - Brooklyn","REES Brooklyn Office 787 Atlantic Avenue Brooklyn, New York 11238","2016-05-24T13:00:00.000"
"0","Food Business Pathways Program Info Session (Manhattan)","Hot Bread Kitchen at La Marqueta – 1590 Park Avenue (at E. 115th St.) New York, NY 10029","2016-05-25T18:00:00.000"
"0","Food Business Pathways Program Info Session (Brooklyn)","NYCHA REES Office – 787 Atlantic Ave. (bet. Clermont Ave. & Vanderbilt Ave.), 2nd Fl Brooklyn, NY 11238","2016-06-02T18:00:00.000"
"0","Food Business Pathways Program Info Session (Queens)","Rockaway Workforce1 Career Center - 57-17 Rockaway Beach Blvd. Arverne, NY 11692","2016-06-07T18:00:00.000"
"0","Hispanic Society invites you to join them in this year's Puerto Rican Day Parade June 12th ","Tentative assembly location is 44th street between 5th and Madison ave","2016-06-12T10:00:00.000"
"1","Green City Force Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-06-15T11:00:00.000"
"0","First Annual Pride & Diversity Celebration","90 Church St. Ceremonial Room","2016-06-22T18:00:00.000"
"0","TechPortal Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-06-23T13:00:00.000"
"0","Neighborhood Trust's Getting Ahead Program","Brooklyn Cooperative, 834 Dekalb Ave., Brooklyn, NY 11206","2016-06-30T18:00:00.000"
"0","Community Health Organizer Information & Recruitment Event","Johnson Houses Community Center, 1833 Lexington Avenue, New York, NY 10029","2016-07-06T18:30:00.000"
"0","Young Adult Literacy Program Information Session","Johnson Houses Community Center, 1833 Lexington Avenue, New York, NY 10029","2016-07-07T18:30:00.000"
"0","Bat-Sheva Horodniceanu Retirement Party","Battery Park Gardens Restaurant inside Battery Park","2016-07-11T18:00:00.000"
"1","REES Information Session ","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-07-12T08:30:00.000"
"0","Phipps Neighborhood Career Network Healthcare Information Session","Melrose Community Center, 286 East 156th Street, Bronx, 10451","2016-07-12T18:00:00.000"
"1","Resident Business Development Orientation","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-07-13T18:00:00.000"
"0","Hispanic Society General Membership Meeting on Wednesday July 13th","90 Church","2016-07-13T18:00:00.000"
"0","TechPortal Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-07-19T13:00:00.000"
"0","WEACT Free Asbestos Handler Training Orientation","1854 Amsterdam, 2nd Floor (corner of W.152nd Street) New York, NY 10031","2016-07-20T09:00:00.000"
"0","	NYCHA’s LGBTQ Invites You to Their Next Meeting on July 21","90 Church, 5th floor employment room","2016-07-21T18:00:00.000"
"0","Family Self-Sufficiency Enrollment Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-07-22T08:00:00.000"
"0","Eslyn Vyphuis Retirement Party",,"2016-07-22T18:00:00.000"
"0","Family Self-Sufficiency Enrollment Session ","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-07-29T08:00:00.000"
"0","TechPortal Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-08-02T16:00:00.000"
"0","Chase Pre-Homebuyer Summer Series - Harlem","Washington Houses Community Center  1775 Third Avenue (at East 98th Street)  New York, NY 10029","2016-08-15T18:00:00.000"
"0","TechPortal Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-08-16T13:00:00.000"
"0","Family Self-Sufficiency Enrollment Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-08-19T08:00:00.000"
"0","Family Self-Sufficiency Enrollment Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-08-26T08:00:00.000"
"0","TechPortal Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-08-30T13:00:00.000"
"0","TechPortal Information Session","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-09-20T13:00:00.000"
"1","Resident Business Development Orientation","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-11-16T18:00:00.000"
"0","Resident Business Development Orientation","REES Central Office, 787 Atlantic Avenue, 2nd Floor  Brooklyn, NY 11238","2016-12-07T18:00:00.000"
