"publication_date","fiscal_year","agency_number","agency_name","unit_appropriation_number","unit_appropriation_name","personal_service_other_than_personal_service_indicator","total_financial_plan_amount","total_adopted_budget_amount","total_current_budget_amount","federal_funds_financial_plan_amount","federal_funds_adopted_budget_amount","federal_funds_current_budget_amount","state_funds_financial_plan_amount","state_funds_adopted_budget_amount","state_funds_current_budget_amount","inter_fund_agreement_funds_financial_plan_amount","inter_fund_agreement_funds_adopted_budget_amount","inter_fund_agreement_funds_current_budget_amount","intra_city_sales_funds_financial_plan_amount","intra_city_sales_funds_adopted_budget_amount","intra_city_sales_funds_current_budget_amount","other_categorical_funds_financial_plan_amount","other_categorical_funds_adopted_budget_amount","other_categorical_funds_current_budget_amount","community_development_funds_financial_plan_amount","community_development_funds_adopted_budget_amount","community_development_funds_current_budget_amount","city_funds_financial_plan_amount","city_funds_adopted_budget_amount","city_funds_current_budget_amount"
"20220426","2023","102","CITY COUNCIL","683","COMMITTEE ON VETERANS","P","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","685","COMMITTEE ON WATERFRONTS","P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"20220426","2023","102","CITY COUNCIL","687","COMMITTEE ON WOMEN'S ISSUES","P","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","690","COMMITTEE ON YOUTH SERVICES","P","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","800","COMMITTEE ON THE AGING","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","802","COMMITTEE ON CIVIL RIGHTS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","805","CMTEE ON CIVIL SERV & LABOR","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","810","COMMITTEE ON CONSUMER AFFAIRS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","815","COMMITTEE ON CONTRACTS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","816","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","817","COMMITTEE ON COURTS AND LEGAL SERVICES","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","820","CMTEE ON ECONOMIC DEVELOPMENT","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","825","COMMITTEE ON EDUCATION","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","830","CMTEE ON ENVIRON PROTECTION","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","832","COMMITTEE ON FINANCE","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","833","COMM ON FIRE & CRIM JUSTICE OTPS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","835","CMTEE ON GENERAL WELFARE","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","840","COMMITTEE ON GOV'T OPERATIONS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","845","COMMITTEE ON HEALTH","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","847","COMMITTEE ON HIGHER EDUCATION","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","848","HOSPITALS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","850","CMTEE ON HOUSING & BLDGS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","852","COMMITTEE ON IMMIGRATION","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","853","COMMITTEE ON JUVENILE JUSTICE","O","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"20220426","2023","102","CITY COUNCIL","854","COMMITTEE ON LAND USE","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","856","MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","857","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","860","CMTEE ON PARKS REC & CULT","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","862","COMMITTEE ON PUBLIC HOUSING","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","865","CMTEE ON PUBLIC SAFETY","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","870","CMTEE ON RULES,PRIV. & ELECT.","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","871","COMMITTEE ON SANITATION & SOLIDWASTE MGT","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","873","COMMITTEE ON SMALL BUSINESS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","875","CMTEE ON STANDARDS & ETHICS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","880","CMTEE ON STATE & FED. LEG.","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","881","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","882","COMMITTEE ON TRANSPORTATION","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","883","COMMITTEE ON VETERANS","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","885","COMMITTEE ON WATERFRONTS","O","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"20220426","2023","102","CITY COUNCIL","887","COMMITTEE ON WOMEN'S ISSUES","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","102","CITY COUNCIL","890","CMTEE ON YOUTH SERVICES","O","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"20220426","2023","103","CITY CLERK","001","PERSONAL SERVICES","P","4721967","4876967","4325515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4721967","4876967","4325515"
"20220426","2023","103","CITY CLERK","002","OTHER THAN PERSONAL SERVICES","O","1148409","1309047","1678499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1148409","1309047","1678499"
"20220426","2023","125","DEPARTMENT FOR THE AGING","001","EXECUTIVE & ADMIN MGMT - PS","P","18679371","15152438","15906470","3763742","3442872","3763742","749853","749853","749853","0","0","0","0","0","0","0","0","0","154850","154850","154850","14010926","10804863","11238025"
"20220426","2023","125","DEPARTMENT FOR THE AGING","002","COMMUNITY PROGRAMS - PS","P","10817606","15672703","13019100","3919908","8294120","5932394","610554","628997","626204","0","0","0","0","0","0","0","0","0","0","0","0","6287144","6749586","6460502"
"20220426","2023","125","DEPARTMENT FOR THE AGING","003","OUT-OF-HOME SERVICES","O","347631793","361662623","432410238","125282330","89609818","161820390","14938147","14594647","14950376","0","0","0","165251","165251","1770499","0","0","0","2097238","2097238","3112000","205148827","255195669","250756973"
"20220426","2023","125","DEPARTMENT FOR THE AGING","004","EXECUTIVE & ADMIN MGMT-OTPS","O","3264027","2108552","3747702","2279293","1142261","2277618","18443","0","2793","0","0","0","0","0","0","0","0","0","0","0","0","966291","966291","1467291"
"20220426","2023","125","DEPARTMENT FOR THE AGING","005","IN HOME SERVICES","O","96863191","90740878","96198191","7776922","4654609","7776922","27658737","27658737","27658737","0","0","0","350000","350000","350000","0","0","0","0","0","0","61077532","58077532","60412532"
"20220426","2023","125","DEPARTMENT FOR THE AGING","006","IN HOME SERVICES - PS","P","1984103","1846018","2018955","609607","372834","635799","425271","425271","425271","0","0","0","0","0","0","0","0","0","0","0","0","949225","1047913","957885"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","001","OFFICE OF COMMISSIONER-PS","P","5132585","5227033","5581339","0","0","113689","0","3371","0","287760","287760","287760","25738","25738","345738","0","0","79820","0","0","0","4819087","4910164","4754332"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","002","OFFICE OF COMMISSIONER - OTPS","O","3550578","4225482","3480055","0","550000","98350","0","0","0","0","0","0","0","0","26223","0","0","0","0","0","0","3550578","3675482","3355482"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","003","CULTURAL PROGRAMS","O","35212296","84161335","82185281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35212296","84161335","82185281"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","004","METROPOLITAN MUSEUM OF ART","O","24518849","22332881","23224573","0","0","0","0","0","0","0","0","0","0","0","1868608","0","0","23084","0","0","0","24518849","22332881","21332881"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","005","NY BOTANICAL GARDEN","O","6903337","7341863","7649673","0","0","0","0","0","0","0","0","0","0","0","137517","0","0","33093","0","0","0","6903337","7341863","7479063"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","006","AMER MUSEUM NATURAL HISTORY","O","16901695","17175025","18358703","0","0","0","0","0","0","0","0","0","0","0","1071751","0","0","21698","0","0","0","16901695","17175025","17265254"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","007","THE WILDLIFE CONSERVATION SOC.","O","15397070","18022575","19293569","0","0","1805994","0","0","0","0","0","0","0","0","30000","0","0","0","0","0","0","15397070","18022575","17457575"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","008","BROOKLYN MUSEUM","O","8166130","8599493","8603556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4063","0","0","0","8166130","8599493","8599493"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","009","BKLYN CHILDREN'S MUSEUM","O","1865277","2391059","2608716","0","0","0","0","0","0","0","0","0","0","0","207757","0","0","0","0","0","0","1865277","2391059","2400959"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","010","BROOKLYN BOTANIC GARDEN","O","3917259","4313462","4776862","0","0","0","0","0","0","0","0","0","0","0","328560","0","0","0","0","0","0","3917259","4313462","4448302"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","011","QUEENS BOTANICAL GARDEN","O","1013191","1394193","2094860","0","0","0","0","0","0","0","0","0","0","0","421327","0","0","0","0","0","0","1013191","1394193","1673533"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","012","NY HALL OF SCIENCE","O","1970639","2313769","3012019","0","0","0","0","0","0","0","0","0","0","0","100000","0","0","0","0","0","0","1970639","2313769","2912019"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","013","SI INSTITUTE ARTS & SCIENCES","O","919608","1182569","1293454","0","0","0","0","0","0","0","0","0","0","0","39885","0","0","0","0","0","0","919608","1182569","1253569"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","014","S.I. ZOOLOGICAL SOCIETY","O","1440078","2133393","2283893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1440078","2133393","2283893"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","015","S I HISTORICAL SOCIETY","O","665630","971653","971653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","665630","971653","971653"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","016","MUSEUM OF THE CITY OF NY","O","1687563","2035363","2106363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1687563","2035363","2106363"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","017","WAVE HILL","O","1266733","1637093","1730818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1266733","1637093","1730818"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","019","BROOKLYN ACADEMY OF MUSIC","O","3038950","2927963","2927963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3038950","2927963","2927963"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","020","SNUG HARBOR CULTURAL CENTER","O","1816842","2298950","2431505","0","0","0","0","0","0","0","0","0","0","0","8400","0","0","1155","0","0","0","1816842","2298950","2421950"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","021","STUDIO MUSEUM IN HARLEM","O","620656","761603","832603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","620656","761603","832603"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","022","OTHER CULTURAL INSTITUTIONS","O","17897870","37524601","36073116","0","12000000","11800000","0","0","0","0","0","0","0","0","485644","0","0","8503","0","0","0","17897870","25524601","23778969"
"20220426","2023","126","DEPARTMENT OF CULTURAL AFFAIRS","024","N.Y.SHAKESPEARE FESTIVAL","O","1128424","1145507","1145507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1128424","1145507","1145507"
"20220426","2023","127","FINANCIAL INFORMATION SERVICE AGENCY","001","PERSONAL SERVICES","P","47398699","50639508","50246057","0","175611","701516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47398699","50463897","49544541"
"20220426","2023","127","FINANCIAL INFORMATION SERVICE AGENCY","002","OTHER THAN PERSONAL SERVICES","O","65295091","62020463","64975135","0","0","601100","0","0","0","0","0","0","0","0","188000","0","0","0","0","0","0","65295091","62020463","64186035"
"20220426","2023","131","OFFICE OF PAYROLL ADMINISTRATION","100","PERSONAL SERVICE","P","13350534","13521299","14308271","0","89440","739669","0","0","0","0","0","0","0","0","0","0","0","193434","0","0","0","13350534","13431859","13375168"
"20220426","2023","131","OFFICE OF PAYROLL ADMINISTRATION","200","OTHER THAN PERSONAL SERVICE","O","1590132","1589749","1447770","0","0","0","0","0","0","0","0","0","0","0","18021","0","0","0","0","0","0","1590132","1589749","1429749"
"20220426","2023","132","INDEPENDENT BUDGET OFFICE","001","PERSONAL SERVICE","P","5411912","5034326","5320612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5411912","5034326","5320612"
"20220426","2023","132","INDEPENDENT BUDGET OFFICE","002","OTHER THAN PERSONAL SERVICE","O","1147749","1146062","1146062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1147749","1146062","1146062"
"20220426","2023","133","EQUAL EMPLOYMENT PRACTICES COMMISSION","001","PERSONAL SERVICES","P","1257575","1299575","1217903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1257575","1299575","1217903"
"20220426","2023","133","EQUAL EMPLOYMENT PRACTICES COMMISSION","002","OTHER THAN PERSONAL SERVICES","O","86555","86555","117727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86555","86555","117727"
"20220426","2023","134","CIVIL SERVICE COMMISSION","001","PERSONAL SERVICES","P","1100639","1136639","1101139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1100639","1136639","1101139"
"20220426","2023","134","CIVIL SERVICE COMMISSION","002","OTHER THAN PERSONAL SERVICES","O","60817","60817","60817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60817","60817","60817"
"20220426","2023","136","LANDMARKS PRESERVATION COMM.","001","PERSONAL SERVICES","P","6324446","6152288","6062425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","499060","499060","499060","5825386","5653228","5563365"
"20220426","2023","136","LANDMARKS PRESERVATION COMM.","002","OTHER THAN PERSONAL SERVICES","O","863096","685393","1124012","0","0","0","0","0","85150","0","0","0","0","0","0","0","0","0","122900","122900","408251","740196","562493","630611"
"20220426","2023","138","DISTRICTING COMMISSION","001","PERSONAL SERVICES","P","811057","0","371116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","811057","0","371116"
"20220426","2023","138","DISTRICTING COMMISSION","002","OTHER THAN PERSONAL SERVICES","O","0","0","500000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500000"
"20220426","2023","156","NYC TAXI AND LIMOUSINE COMM","001","PERSONAL SERVICE","P","40679722","42285323","39646880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40679722","42285323","39646880"
"20220426","2023","156","NYC TAXI AND LIMOUSINE COMM","002","OTHER THAN PERSONAL SERVICE","O","15410699","13188912","128364551","0","0","65000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15410699","13188912","63364551"
"20220426","2023","226","COMMISSION ON HUMAN RIGHTS","001","PERSONAL SERVICES","P","4621188","3927859","3998641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4621188","3927859","3998641"
"20220426","2023","226","COMMISSION ON HUMAN RIGHTS","002","OTHER THAN PERSONAL SERVICES","O","550316","539024","546519","0","0","0","0","0","0","0","0","0","0","0","7495","0","0","0","0","0","0","550316","539024","539024"
"20220426","2023","226","COMMISSION ON HUMAN RIGHTS","003","COMMUNITY DEVELOP P.S.","P","8130034","6533985","7556105","0","451765","451765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8130034","6082220","7104340"
"20220426","2023","226","COMMISSION ON HUMAN RIGHTS","004","COMM DEVELOP OTPS","O","1905953","1690953","1919928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1905953","1690953","1919928"
"20220426","2023","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","002","EXECUTIVE AND ADMINISTRATIVE MGMT PS","P","21428450","20520854","24325054","3838859","3663361","7387024","0","0","0","0","0","0","3439085","3439085","3439085","0","0","0","0","0","0","14150506","13418408","13498945"
"20220426","2023","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","005","COMMUNITY DEVELOPMENT OTPS","O","41677675","129979880","124636381","28410182","28763093","30783932","0","0","0","0","0","0","0","0","0","0","0","0","1561000","1936000","1936000","11706493","99280787","91916449"
"20220426","2023","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","105","YOUTH WORKFORCE AND CAREER TRAINING - PS","P","2528861","2676765","4107030","240957","240957","1445526","0","0","0","0","0","0","0","0","0","0","0","103600","0","0","0","2287904","2435808","2557904"
"20220426","2023","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","106","YOUTH WORKFORCE AND CAREER TRAINING OTPS","O","209148668","152120496","193136968","1099019","1099019","105887889","0","0","0","0","0","0","0","13951","1485444","0","319316","1024191","0","0","0","208049649","150688210","84739444"
"20220426","2023","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","311","PROGRAM SERVICES - PS","P","20955855","19062310","24731457","5272147","4766992","10042672","0","0","0","0","0","0","3800376","3800376","3800376","0","0","0","82901","77197","82901","11800431","10417745","10805508"
"20220426","2023","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","312","OTHER THAN PERSONAL SERVICES","O","664111811","691857938","674890578","46329303","93640341","24324988","5275124","5275124","6312866","0","0","0","133380670","134139226","134344699","0","0","0","5507000","5507000","5507000","473619714","453296247","504401025"
"20220426","2023","312","CONFLICTS OF INTEREST BOARD","001","PERSONAL SERVICES","P","2551520","2551475","2362498","0","143000","143000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2551520","2408475","2219498"
"20220426","2023","312","CONFLICTS OF INTEREST BOARD","002","OTHER THAN PERSONAL SERVICES","O","155275","155275","155275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155275","155275","155275"
"20220426","2023","313","OFFICE OF COLLECTIVE BARGAINING","001","PERSONAL SERVICES","P","2147403","2133410","2070684","0","0","0","0","0","0","0","0","0","0","0","0","133175","133175","133175","0","0","0","2014228","2000235","1937509"
"20220426","2023","313","OFFICE OF COLLECTIVE BARGAINING","002","OTHER THAN PERSONAL SERVICES","O","313453","313453","313453","0","0","0","0","0","0","0","0","0","0","0","0","22500","22500","22500","0","0","0","290953","290953","290953"
"20220426","2023","341","MANHATTAN COMMUNITY BOARD #1","001","PERSONAL SERVICES","P","256346","248193","248193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","256346","248193","248193"
"20220426","2023","341","MANHATTAN COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","O","1245","18526","136954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118428","0","0","0","1245","18526","18526"
"20220426","2023","342","MANHATTAN COMMUNITY BOARD #2","001","PERSONAL SERVICES","P","247484","246512","247012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","247484","246512","247012"
"20220426","2023","342","MANHATTAN COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","O","10107","20207","76033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55826","0","0","0","10107","20207","20207"
"20220426","2023","342","MANHATTAN COMMUNITY BOARD #2","003","RENT AND ENERGY","O","88160","70586","70586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88160","70586","70586"
"20220426","2023","343","MANHATTAN COMMUNITY BOARD #3","001","PERSONAL SERVICES","P","249020","246201","246201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","249020","246201","246201"
"20220426","2023","343","MANHATTAN COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","O","8655","26074","26825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5751","0","0","0","8655","26074","21074"
"20220426","2023","343","MANHATTAN COMMUNITY BOARD #3","003","RENT AND ENERGY","O","135002","134513","134513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135002","134513","134513"
"20220426","2023","344","MANHATTAN COMMUNITY BOARD #4","001","PERSONAL SERVICES","P","248064","239911","214911","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","248064","239911","214911"
"20220426","2023","344","MANHATTAN COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","O","9527","37308","62308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9527","37308","62308"
"20220426","2023","344","MANHATTAN COMMUNITY BOARD #4","003","RENT","O","139523","139523","139523","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139523","139523","139523"
"20220426","2023","345","MANHATTAN COMMUNITY BOARD #5","001","PERSONAL SERVICES","P","243251","231470","231470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243251","231470","231470"
"20220426","2023","345","MANHATTAN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","O","14256","32037","32037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14256","32037","32037"
"20220426","2023","345","MANHATTAN COMMUNITY BOARD #5","003","RENT AND ENERGY","O","99498","95066","95066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99498","95066","95066"
"20220426","2023","346","MANHATTAN COMMUNITY BOARD #6","001","PERSONAL SERVICES","P","237033","237033","237033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","237033","237033","237033"
"20220426","2023","346","MANHATTAN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","O","20474","42255","161901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119646","0","0","0","20474","42255","42255"
"20220426","2023","346","MANHATTAN COMMUNITY BOARD #6","003","RENT","O","164370","163642","163642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164370","163642","163642"
"20220426","2023","347","MANHATTAN COMMUNITY BOARD #7","001","PERSONAL SERVICES","P","246757","238604","227792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","246757","238604","227792"
"20220426","2023","347","MANHATTAN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","O","10918","26199","37011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10918","26199","37011"
"20220426","2023","347","MANHATTAN COMMUNITY BOARD #7","003","RENT","O","128184","127369","127369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128184","127369","127369"
"20220426","2023","348","MANHATTAN COMMUNITY BOARD #8","001","PERSONAL SERVICES","P","234366","234366","230788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","234366","234366","230788"
"20220426","2023","348","MANHATTAN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","O","23141","49922","53500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23141","49922","53500"
"20220426","2023","348","MANHATTAN COMMUNITY BOARD #8","003","RENT AND ENERGY","O","160105","159772","159772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160105","159772","159772"
"20220426","2023","349","MANHATTAN COMMUNITY BOARD #9","001","PERSONAL SERVICES","P","226264","218111","208111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","226264","218111","208111"
"20220426","2023","349","MANHATTAN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","O","31327","59108","69108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31327","59108","69108"
"20220426","2023","349","MANHATTAN COMMUNITY BOARD #9","003","RENT AND ENERGY","O","132101","129105","129105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132101","129105","129105"
