"business_name","business_category","street_address","phone","website","hours_mon_fri","hours_sat","hours_sun","location_1","borough","postocde","latitude","longitide","community_board","council_district","census_tract","bin","bbl","nta"
"Liberty Tax Service","Tax Services","306 Livingston Street","718-855-2311","www.libertytax.xom","M-W Appt.; F 10am - 6pm","Closed","Closed","(40.688289, -73.982306)","3","11217","40.688289","-73.982306","2","33","37","3000506","3001660024","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Court Order","Food Service","52 Court Street","718-935-9300","www.courtorderdeli.com",,,,"(40.692267, -73.991122)","3","11201","40.692267","-73.991122","2","33","9","3002550","3002650049","Brooklyn Heights-Cobble Hill                                               "
"AVIS Car Rental","Transportation","211 Atlantic Avenue","718-858-4787",,"7am - 9pm","7am - 3pm","7am - 9pm","(40.689616, -73.99211)","3","11201","40.689616","-73.99211","2","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill                                               "
"Chunah Hing Chinese","Food Service","48 Hoyt Street","718-797-3188",,,,,"(40.689162, -73.986071)","3","11201","40.689162","-73.986071","2","33","37","3000492","3001640040","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"T-Mobile","Electronics","76 Court Street","718-488-5500","www.t-mobile.com",,,,"(40.69151, -73.991501)","3","11201","40.69151","-73.991501","2","33","9","3002635","3002680046","Brooklyn Heights-Cobble Hill                                               "
"Side Street Deli","Newsstands & Delis","187 State Street","718-802-1100",,"6am - 6pm","6:30am - 3pm","closed","(40.69023, -73.99167)","3","11201","40.69023","-73.99167","2","33","9","3002698","3002710017","Brooklyn Heights-Cobble Hill                                               "
"Saporita Pizza","Food Service","27 Smith Street","718-643-7777","www.saporitapizza.com","11am - 8pm","closed","11am - 6pm","(40.690776, -73.987711)","3","11201","40.690776","-73.987711","2","33","37","3000436","3001550003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Nevins Drugs","Pharmacies","326 Livingston Street","718-422-0100","www.nevinsdrugs.com","9am - 6:30pm","10am - 3pm","Closed","(40.688077, -73.981762)","3","11217","40.688077","-73.981762","2","33","37","3000513","3001660034","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Park Nail Spa","Beauty Services","210 State Street","718-935-1119",,"10am - 8pm","10am - 8pm","11am - 7:30pm","(40.690189, -73.991598)","3","11201","40.690189","-73.991598","2","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill                                               "
"Barclay School Supply","Book Stores","166 Livingston Street","718-875-2424","www.barclayschoolsupplies.com",,,,"(40.69031, -73.987502)","3","11201","40.69031","-73.987502","2","33","37","3329445","3001640013","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"GGMC Parking","Transportation","66 Boerum Place","718-802-0610",,"6am - 12am","8am - 8pm","8am - 8pm","(40.689519, -73.990322)","3","11201","40.689519","-73.990322","2","33","9","3002801","3002770001","Brooklyn Heights-Cobble Hill                                               "
"Dello Russo Laser Vision","Medical/Dental/Optical","100 Livingston Street","718-254-9263","www.dellorussolaservision.com",,,,"(40.691284, -73.990372)","3","11201","40.691284","-73.990372","2","33","9","3002654","3002690040","Brooklyn Heights-Cobble Hill                                               "
"O'Keefe's Bar & Grill","Food Service","62 Court Street","718-855-8751",,,,,"(40.692028, -73.991241)","3","11201","40.692028","-73.991241","2","33","9","3002552","3002657501","Brooklyn Heights-Cobble Hill                                               "
"Curves for Women","Health & Fitness","52 Court Street","718-237-9394","www.curves.com","7am - 8pm","8am - 1pm","8am - 1pm","(40.692267, -73.991122)","3","11201","40.692267","-73.991122","2","33","9","3002550","3002650049","Brooklyn Heights-Cobble Hill                                               "
"Red Mango","Food Service","125 Court Street","718-797-2133","www.redmangousa.com",,,,"(40.690112, -73.99215)","3","11201","40.690112","-73.99215","2","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill                                               "
"Danny & Andy Deli","Newsstands & Delis","229 Schermerhorn Street","718-797-4188",,"6am - 5pm","closed","closed","(40.688564, -73.98496)","3","11201","40.688564","-73.98496","2","33","37","3329443","3001650022","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Chase-ATM","Banking","86 Court Street",,"www.chase.com","24 hours","24 hours","24 hours","(40.691246, -73.991631)","3","11201","40.691246","-73.991631","2","33","9","3002639","3002680051","Brooklyn Heights-Cobble Hill                                               "
"B Lunch Bar","Food Service","129 Livingston Street","718-522-4500",,,,,"(40.690763, -73.988656)","3","11201","40.690763","-73.988656","2","33","37","3000429","3001540036","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Chase Bank","Banking","20 Flatbush Avenue","718-858-5305","www.chase.com",,,,"(40.68825, -73.980511)","3","11217","40.68825","-73.980511","2","33","37","3000483","3001620001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Tatyana's Nail Salon","Beauty Services","85 Livingston Street","718-855-1522",,"9am-8pm","9am-8pm","9am-8pm","(40.69143, -73.990826)","3","11201","40.69143","-73.990826","2","33","9","3002556","3002660012","Brooklyn Heights-Cobble Hill                                               "
"Fulany Fashions","Apparel & Footwear","301 Livingston Street","718-246-3777",,,,,"(40.688097, -73.981765)","3","11217","40.688097","-73.981765","2","33","37","3000474","3001610056","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Lenscrafters Optique","Medical/Dental/Optical","121 Court Street","718-858-7036","www.lenscrafters.com",,,,"(40.690244, -73.992089)","3","11201","40.690244","-73.992089","2","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill                                               "
"Foye Princess Braiding","Beauty Services","322 Livingston Street, 2nd Floor","718-858-2738",,,,,"(40.688121, -73.98187)","3","11217","40.688121","-73.98187","2","33","37","3000511","3001660032","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Diacks Variety","Newsstands & Delis","40 Hoyt Street",,,,,,"(40.689354, -73.985941)","3","11201","40.689354","-73.985941","2","33","37","3000489","3001640036","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Zap Wine & Spirits","Wine & Spirits","105 Court Street","718-643-3395","www.zapwine.com","F 8am - 10:30pm; 8am - 9:30pm","10am - 10:30pm","12pm - 8pm","(40.690793, -73.991825)","3","11201","40.690793","-73.991825","2","33","9","3002702","3002710023","Brooklyn Heights-Cobble Hill                                               "
"La Bagel Delight","Food Service","90 Court Street","718-522-0520","www.labageldelight.com","6am - 6pm","6am - 5pm","6am - 4pm","(40.691139, -73.991681)","3","11201","40.691139","-73.991681","2","33","9","3395715","3002680001","Brooklyn Heights-Cobble Hill                                               "
"Popeyes","Food Service","80 Court Street","718-422-0835","www.popeyes.com",,,,"(40.691402, -73.991551)","3","11201","40.691402","-73.991551","2","33","9","3002636","3002680048","Brooklyn Heights-Cobble Hill                                               "
"Sovereign Bank","Banking","215 Atlantic Avenue","718-637-2205","www.soverignbank.com","M 9am - 6pm, 9am - 5pm","9am - 1pm","Closed","(40.689583, -73.992013)","3","11201","40.689583","-73.992013","2","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill                                               "
"Enterprise Rental Car","Transportation","290 Livingston Street","718-488-8800","www.enterprise.com","7:30am - 6pm","9am - Noon","Closed","(40.688563, -73.983013)","3","11217","40.688563","-73.983013","2","33","37","3000503","3001660001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Brooklyn Fare Kitchen","Food Service","200-3 Schermerhorn Street",,,,,,"(40.688822, -73.985674)","3","11201","40.688822","-73.985674","2","33","41","3000541","3001710001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"One Stop Mobile","Electronics","255 Livingston Street","718-624-4700","www.t-mobile.com",,,,"(40.688745, -73.983438)","3","11217","40.688745","-73.983438","2","33","37","3000455","3001600001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"New Apollo Diner","Food Service","155 Livingston Street","718-858-5600","www.apollo-diner.com",,,,"(40.690403, -73.9877)","3","11201","40.690403","-73.9877","2","33","37","3000435","3001550001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Check Cashing","Banking","44 Hoyt Street","718-522-0774",,,,,"(40.689258, -73.986006)","3","11201","40.689258","-73.986006","2","33","37","3000494","3001640138","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Official Connection, Inc.","Book Stores","316 Livingston Street","718-488-0006",,"10am - 7pm","10am - 7 pm","Closed","(40.688185, -73.982036)","3","11217","40.688185","-73.982036","2","33","37","3000510","3001660029","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Greyhound Brooklyn","Transportation","288 Livingston Street","(718) 222-8470","www.greyhound.com","8:30am - 7:30pm","8:30am - 7:30pm","8:30am - 7:30pm","(40.688583, -73.983067)","3","11217","40.688583","-73.983067","2","33","37","3000503","3001660001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Optometrist: Dr. Aaron Mandel","Medical/Dental/Optical","228 Livingston Street",,,,,,"(40.689351, -73.985039)","3","11201","40.689351","-73.985039","2","33","37","3000499","3001650016","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"D-town Deli and Grill","Newsstands & Delis","26 Nevins Street","(718) 643-1770",,"24 hours","24 hours","24 hours","(40.688102, -73.981307)","3","11217","40.688102","-73.981307","2","33","37","3000471","3001610053","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"R&G Brenner Tax Consultants","Tax Services","206 Livingston Street","718-596-1188","www.rgbrenner.com",,,,"(40.68973, -73.986013)","3","11201","40.68973","-73.986013","2","33","37","3000488","3001640035","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Value Furniture Warehouse","Furniture","254 Livingston Street","718-243-2600",,"10am - 6pm","10am - 6pm","Closed","(40.689, -73.984138)","3","11201","40.689","-73.984138","2","33","37","3329446","3001650029","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Popeyes","Food Service","290 Livingston Street","718-243-9434","www.popeyes.com",,,,"(40.688563, -73.983013)","3","11217","40.688563","-73.983013","2","33","37","3000503","3001660001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Amy Nail & Salon","Beauty Services","303 Livingston Street","718-222-1848","no website ",,,,"(40.688075, -73.981708)","3","11217","40.688075","-73.981708","2","33","37","3000473","3001610055","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Fresco Tortilla Plus","Food Service","113 Court Street","718-237-3898",,,,,"(40.690593, -73.991923)","3","11201","40.690593","-73.991923","2","33","9","3339392","3002710020","Brooklyn Heights-Cobble Hill                                               "
"Livingston Diner","Food Service","372 Livingston Street","718-522-6941",,"5am - 6pm","5am-6pm","closed","(40.68763, -73.980608)","3","11217","40.68763","-73.980608","2","33","37","3335905","3001670016","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Eyvette Boutique","Apparel & Footwear","60 Court Street","718-254-9208","no website ",,,,"(40.692078, -73.991219)","3","11201","40.692078","-73.991219","2","33","9","3002552","3002657501","Brooklyn Heights-Cobble Hill                                               "
"Gamestop","Electronics","116A Court Street","718-488-0641","www.gamestop.com","10am - 8pm","10am - 8pm","11am - 6pm","(40.690118, -73.992172)","3","11201","40.690118","-73.992172","2","33","9",,,"Brooklyn Heights-Cobble Hill                                               "
"Livingston Newsstand","Newsstands & Delis","255 Livingston Street",,,,,,"(40.688745, -73.983438)","3","11217","40.688745","-73.983438","2","33","37","3000455","3001600001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Bell Tower Christian Gift & Bookstore","Book Stores","163 Livingston Street","718-290-2100","www.belltoweronline.com",,,,"(40.690296, -73.987423)","3","11201","40.690296","-73.987423","2","33","37","3335898","3001550005","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Eyes and Optics","Medical/Dental/Optical","314 Livingston Street","718-875-3351",,"M-Th 10am - 6pm; F 9am - 5pm","Closed","Closed","(40.688206, -73.98209)","3","11217","40.688206","-73.98209","2","33","37","3000509","3001660028","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Game Champ","Electronics","6 Nevins Street",,,,,,"(40.688511, -73.98103)","3","11217","40.688511","-73.98103","2","33","37","3329440","3001610047","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"NY Bail","Bail Bonds","75 Smith Street",,,"8:30am - 2am","8:30am - 2am","8:30am - 2am","(40.689201, -73.988739)","3","11201","40.689201","-73.988739","2","33","43","3395986","3001767501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Top Nail","Beauty Services","312 Livingston Street","718-246-9063",,"9:30am - 8pm","9:30am - 8pm","Closed","(40.688226, -73.982144)","3","11217","40.688226","-73.982144","2","33","37","3000508","3001660027","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"New Way Newstand & Candy","Newsstands & Delis","208 Livingston Street","973-767-5589",,,,,"(40.689706, -73.985951)","3","11201","40.689706","-73.985951","2","33","37","3000489","3001640036","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Renaissance Java Café","Food Service","200-2 Schermerhorn Street","718-222-8868","www.renaissancejavacafe.com","7am - 6pm","9am - 5pm","closed","(40.688822, -73.985674)","3","11201","40.688822","-73.985674","2","33","41","3000541","3001710001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Dallas BBQ","Food Service","180 Livingston Street","718-643-5700","www.dallasbbq.com",,,,"(40.690052, -73.986838)","3","11201","40.690052","-73.986838","2","33","37","3000484","3001647501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Z-7 Diner","Food Service","115 Court Street","718-596-6237",,,,,"(40.690541, -73.991948)","3","11201","40.690541","-73.991948","2","33","9","3339393","3002710020","Brooklyn Heights-Cobble Hill                                               "
"Diallo Hair Braiding","Beauty Services","301 Livingston Street, 2nd Floor","347-247-2627","no website ",,,,"(40.688097, -73.981765)","3","11217","40.688097","-73.981765","2","33","37","3000474","3001610056","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"ABRS Check Cashing","Banking","92 Court Street","718-875-0057",,,,,"(40.691087, -73.99171)","3","11201","40.691087","-73.99171","2","33","9","3002641","3002680054","Brooklyn Heights-Cobble Hill                                               "
"Greenline Newsstand","Newsstands & Delis","245 Schermerhorn Street",,,"8am - 8pm","9am - 6pm","9am - 6pm","(40.688393, -73.984527)","3","11201","40.688393","-73.984527","2","33","37","3329446","3001650029","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Psychic Answers by Marie","Psychic","304 Livingston Street","718-237-2644","no website ","9am - 10pm","9am - 10pm","9am - 10pm","(40.688311, -73.98236)","3","11217","40.688311","-73.98236","2","33","37","3000505","3001660023","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Subway","Food Service","288 Livingston Street","718-596-2530","www.subway.com","7am - 10pm","8am - 10pm","9am - 9pm","(40.688583, -73.983067)","3","11217","40.688583","-73.983067","2","33","37","3000503","3001660001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Mr. Rafaels Dry Cleaners & Tailoring","Dry Cleaners / Tailors","105 Court Street","718-858-5833","www.drycleanny.com",,,,"(40.690793, -73.991825)","3","11201","40.690793","-73.991825","2","33","9","3002702","3002710023","Brooklyn Heights-Cobble Hill                                               "
"200 Dry Cleaners ","Dry Cleaners / Tailors","200-4 Schermerhorn Street","718-855-1122",,"M-Th 8am-10pm, F 8am - 9pm","8am - 9pm","8am-9pm","(40.688822, -73.985674)","3","11201","40.688822","-73.985674","2","33","41","3000541","3001710001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"McDonalds","Food Service","82 Court Street","718-852-2626","www.mcdonalds.com",,,,"(40.69135, -73.99158)","3","11201","40.69135","-73.99158","2","33","9","3002637","3002680049","Brooklyn Heights-Cobble Hill                                               "
"Govinda's Luncheon","Food Service","305 Schermerhorn Street","718-875-6127","www.radhagovinda108.com","12pm - 3:30pm","closed","closed","(40.687562, -73.982389)","3","11217","40.687562","-73.982389","2","33","37","3000518","3001660043","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Angelica Pizza & Restaurant","Food Service","30 Nevins Street","718-852-2728",,,,,"(40.687858, -73.981473)","3","11217","40.687858","-73.981473","2","33","37","3000515","3001660037","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
