"bic_number","account_name","trade_name","application_type","application_industry","application_status","application_status_date","street","city","state","postcode","renewal_application","export_date","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"BIC-1754","PATRIOT WASTE","PATRIOT WASTE","CL2 - Broker","Trade Waste","Denied","2006-03-14T00:00:00.000","145-43 20TH AVENUE","WHITESTONE","NY","11357-","False","2022-08-29T00:00:00.000","QUEENS","40.781699","-73.821688","7","19","1039","4104809","4046300052","Whitestone"
"BIC-2124","O'CONNELL CONTRACTING CORP",,"CL2 - Exempt","Trade Waste","Denied","2013-01-14T00:00:00.000","85-25 68 RD","REGO PARK","NY","11374-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-154","CAPITOL CARTING CORP.","CAPITOL CARTING CORP.","License","Trade Waste","Denied","2002-08-15T00:00:00.000","P.O. BOX 960218","INWOOD","NY","11096-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-491119","B & A COMMERCIAL, INC.",,"CL2 - Exempt","Trade Waste","Denied","2018-02-20T00:00:00.000","70 NEW STREET","OCEANSIDE","NY","11572","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2668","ATLANTIC LEASING GROUP CORP.","ATLANTIC LEASING GROUP CORP.","CL2 - Exempt","Trade Waste","Denied","2010-03-18T00:00:00.000","2274  WEST STREET","BROOKLYN","NY","11223-","False","2022-08-29T00:00:00.000","BROOKLYN","40.593429","-73.970784","15","47","388","3193652","3071510085","Homecrest"
"BIC-188","DYNAMIC RUBBISH REMOVAL INC.","DYNAMIC RUBBISH REMOVAL INC.","License","Trade Waste","Denied","2001-12-27T00:00:00.000","PO BOX 2671","HUNTINGTON STATION","NY","11746-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-102","TOCCI BROTHERS INC.","TOCCI BROTHERS INC.","License","Trade Waste","Denied","1997-12-19T00:00:00.000","50 GOLD STREET","BROOKLYN","NY","11201","False","2022-08-29T00:00:00.000","BROOKLYN","40.703525","-73.982677","2","33","21","3000052","3000320026","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"BIC-488481","ASAP CLEAN OUTS INC",,"CL2 - Exempt","Trade Waste","Denied","2018-02-20T00:00:00.000","41 Saint Marks Place, FL. 1","Brooklyn","NY","11217-1911","False","2022-08-29T00:00:00.000","BROOKLYN","40.682278","-73.981096","2","33","127","3006012","3003890052","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"BIC-284","STATEN ISLAND CARTING CO. INC.","STATEN ISLAND CARTING CO. INC.","License","Trade Waste","Denied","1998-10-23T00:00:00.000","1239 E.85TH STREET","BROOKLYN","NY","11236-4925","False","2022-08-29T00:00:00.000","BROOKLYN","40.632273","-73.903377","18","46","1006","3226781","3080640019","Canarsie"
"BIC-1540","ALEX FIGLIOLIA PLUMBING CO.","ALEX FIGLIOLIA CONTRACTING","CL2 - Exempt","Trade Waste","Denied","2005-06-09T00:00:00.000","420 CARROLL STREET","BROOKLYN","NY","11215-","False","2022-08-29T00:00:00.000","BROOKLYN","40.677928","-73.988514","6","39","119","3330268","3004530001","Park Slope-Gowanus"
"BIC-4444","DOWNTOWN COMPLETE CONSTRUCTION CORP.","DOWNTOWN COMPLETE CONSTRUCTION CORP.","CL2 - Exempt","Trade Waste","Denied","2014-11-20T00:00:00.000","P. O. BOX. 526","BROOKLYN","NY","11217-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2444","VAL  P INC.","VAL  P INC.","CL2 - Exempt","Trade Waste","Denied","2010-03-18T00:00:00.000","397 TOMPKINS AVENUE","STATEN ISLAND","NY","10305-","False","2022-08-29T00:00:00.000","STATEN IS","40.615782","-74.073727","1","49","8","5155586","5028440003","Stapleton-Rosebank"
"BIC-167","P&F TRUCKING INC.","P&F TRUCKING INC.","License","Trade Waste","Denied","2002-08-15T00:00:00.000","60-02 30 AVENUE","WOODSIDE","NY","11377","False","2022-08-29T00:00:00.000","QUEENS","40.75938","-73.903102","1","22","297","4024503","4011140050","Woodside"
"FFM-150","BUS-TEV, LLC","EARLY MORNING SEAFOOD","Public Wholesale Market","Markets","Denied","2012-02-07T00:00:00.000","PO BOX 410","LEBANON","NJ","08833","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1970","ANCAR TRUCKING CORP.","ANCAR TRUCKING CORP.","CL2 - Exempt","Trade Waste","Denied","2011-08-02T00:00:00.000","1237 72ND STREET","BROOKLYN","NY","11228-","False","2022-08-29T00:00:00.000","BROOKLYN","40.622821","-74.006938","10","43","196","3157639","3061770059","Dyker Heights"
"BIC-485380","VERRAZANO TREE SERVICE INC.",,"CL1","Trade Waste","Denied","2016-06-22T00:00:00.000","2945 Richmond Terrace","Staten Island","NY","10303-2310","False","2022-08-29T00:00:00.000","STATEN IS","40.636827","-74.158188","1","49","223","5107151","5012060001","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"BIC-1358","AMERICAN COMPACTION SYSTEMS INC.","AMERICAN COMPACTION SYSTEMS INC.","License","Trade Waste","Denied","2006-06-20T00:00:00.000","44 N.SAW MILL RIVER ROAD","ELMSFORD","NY","10523-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-220","CANAL SANITATION INC.","CANAL SANITATION INC.","License","Trade Waste","Denied","2007-05-08T00:00:00.000","PO BOX 1474","BAYONNE","NJ","07002-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1137","D & D MASON CONTRACTORS INC.","D & D MASON CONTRACTORS INC.","CL2 - Exempt","Trade Waste","Denied","2005-02-10T00:00:00.000","158 11  96 STREET","HOWARD BEACH","NY","11414-","False","2022-08-29T00:00:00.000","QUEENS","40.660887","-73.837354","10","32","884","4295129","4141660055","Lindenwood-Howard Beach"
"BIC-485181","PARK SIDE CONSTRUCTION CONTRACTORS INC.",,"CL2 - Exempt","Trade Waste","Denied","2018-10-10T00:00:00.000","213-33 39TH AVENUE","BAYSIDE","NY","11361","False","2022-08-29T00:00:00.000","QUEENS","40.76537","-73.771686","11","19","1123","4137572","4062380001","Bayside-Bayside Hills"
"BIC-4435","BEST TRUCKING & DEMOLITION CO. INC.","BEST TRUCKING & DEMOLITION CO. INC.","CL2 - Exempt","Trade Waste","Denied","2013-05-15T00:00:00.000","49 EAST 89TH STREET","BROOKLYN","NY","11236-","False","2022-08-29T00:00:00.000","BROOKLYN","40.651482","-73.919829","17","45","934","3103299","3047100020","Rugby-Remsen Village"
"BIC-483110","GREASE OIL INC.",,"License","Trade Waste","Denied","2015-06-22T00:00:00.000","563 53RD STREET APT. 2F","BROOKLYN","NY","11220","False","2022-08-29T00:00:00.000","BROOKLYN","40.642644","-74.010752","7","38","100","3013969","3008080046","Sunset Park East"
"BIC-292","PRIME CARTING INC.","PRIME CARTING INC.","License","Trade Waste","Denied","1998-01-09T00:00:00.000","1-B QUAKER RIDGE ROAD","NEW ROCHELLE","NY","10804","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-85","CREST CARTING CO. INC.","CREST CARTING CO. INC.","License","Trade Waste","Denied","1997-07-25T00:00:00.000","P.O. BOX 200073","BROOKLYN","NY","11220","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3736","PARKSIDE RECYCLING INC.",,"License","Trade Waste","Denied","2015-11-09T00:00:00.000","6 OXFORD AVENUE","MASSAPEQUA","NY","11758-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-4297","OIL GORILLAS INC.",,"License","Trade Waste","Denied","2015-03-06T00:00:00.000","2258 84TH STREET FL 3","BROOKLYN","NY","11214-","True","2022-08-29T00:00:00.000","BROOKLYN","40.602323","-73.991364","11","47","296","3402225","3063360031","Bensonhurst West"
"BIC-1265","J C LANDSCAPE CONTRACTING CORP.","J C LANDSCAPE CONTRACTING CORP.","CL1","Trade Waste","Denied","2008-06-24T00:00:00.000","PO BOX 350-521","BROOKLYN","NY","11235-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1969","VALES CONSTRUCTION CORP.",,"CL2 - Exempt","Trade Waste","Denied","2006-03-14T00:00:00.000","64 CROSS POND ROAD","POUND RIDGE","NY","10576-","False","2022-08-29T00:00:00.000",,,,,,,,,
"HPP-115","C&S WHOLESALE PRODUCE, INC.",,"Public Wholesale Market","Markets","Denied","2007-05-08T00:00:00.000","3411 COUNTRY CLUB ROAD","BRONX","NY","10465","False","2022-08-29T00:00:00.000","BRONX","40.839803","-73.81559","10","13","27402","2075403","2054090428","Pelham Bay-Country Club-City Island"
"BIC-2434","DEMO BUSTER HAULAGE INC.","DEMO BUSTER HAULAGE INC.","CL2 - Exempt","Trade Waste","Denied","2010-03-18T00:00:00.000","PO BOX 66","BROOKLYN","NY","11719-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1164","SUPERIOR WASTE SERVICES INC.","SUPERIOR WASTE SERVICES INC.","License","Trade Waste","Denied","2000-12-15T00:00:00.000","2400 NATIONAL DRIVE","BROOKLYN","NY","11231-","False","2022-08-29T00:00:00.000","BROOKLYN","40.60404","-73.910501","18","46","70201","3242448","3085920084","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"BIC-363","CORPORATE RECYCLING CORP.",,"License","Trade Waste","Denied","1999-09-17T00:00:00.000","466 CARROLL STREET","BROOKLYN","NY","11215","False","2022-08-29T00:00:00.000","BROOKLYN","40.677354","-73.987046","6","39","119","3007671","3004530036","Park Slope-Gowanus"
"BIC-97","ROTONDO CONTRACTING CORP.","ROTONDO CONTRACTING CORP.","License","Trade Waste","Denied","2001-12-27T00:00:00.000","186 BROADWAY","HUNTINGTON STATION","NY","11746","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1514","MARRAFLO CONTRACTING,INC.","MARRAFLO CONTRACTING, INC.","License","Trade Waste","Denied","2005-02-10T00:00:00.000","10-91 JACKSON AVENUE","LONG ISLAND CITY","NY","11101-","False","2022-08-29T00:00:00.000","QUEENS","40.743109","-73.95161","2","26","7","4448531","4000440023","Hunters Point-Sunnyside-West Maspeth"
"BIC-110","PEARSALL CARTING CO. INC.","PEARSALL CARTING CO. INC.","License","Trade Waste","Denied","1998-10-02T00:00:00.000","P.O. BOX 524 B","BRONX","NY","10465","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-4110","R & B SERVICES INC.","R & B SERVICES INC.","CL2 - Exempt","Trade Waste","Denied","2013-05-15T00:00:00.000","120-78 131 STREET","SO. OZONE PARK","NY","11420-","False","2022-08-29T00:00:00.000","QUEENS","40.674477","-73.807421","10","28","818","4254961","4117540096","South Ozone Park"
"HPP-151","R AND S CIRCUS PRODUCE CORP.",,"Public Wholesale Market","Markets","Denied","2009-07-31T00:00:00.000","258-259 NYC TERM. MARKET HUNTS PT.","BRONX","NY","10474","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1477","R.A.L.I. ROLL-OFF CORP.","R.A.L.I. ROLL-OFF CORP.","License","Trade Waste","Denied","2002-06-27T00:00:00.000","43 BAILEY ROAD","MIDDLE ISLAND","NY","11953-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1004","TRIPLE M REALTY CORP.","TRIPLE M REALTY CORP.","CL2 - Exempt","Trade Waste","Denied","2005-06-09T00:00:00.000","107 NORTHERN BOULEVARD","GREAT NECK","NY","11021-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2637","CHELSEA TRANSFER STATION & RECYCLE CORP.","CHELSEA TRANSFER STATION & RECYCLE CORP.","CL2 - Exempt","Trade Waste","Denied","2012-09-24T00:00:00.000","335 CHELSEA ROAD","STATEN ISLAND","NY","10314-","False","2022-08-29T00:00:00.000","STATEN IS","40.61014","-74.188727","2","50","29102",,,"New Springville-Bloomfield-Travis"
"BIC-3906","WELL BUILT DEVELOPMENT CORP.","WELL BUILT DEVELOPMENT CORP.","CL2 - Exempt","Trade Waste","Denied","2013-12-18T00:00:00.000","30 PORTSMOUTH AVENUE","STATEN ISLAND","NY","10301-","True","2022-08-29T00:00:00.000","STATEN IS","40.604546","-74.104852","2","50","177","5017105","5006840101","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"BIC-630","LAQUILA INDUSTRIES INC.","LAQUILA INDUSTRIES INC.","CL2 - Exempt","Trade Waste","Denied","2004-03-23T00:00:00.000","1590 TROY AVENUE","BROOKLYN","NY","11234","False","2022-08-29T00:00:00.000","BROOKLYN","40.633425","-73.934252","18","45","726","3213364","3077270017","Flatlands"
"BIC-2233","LMC TRUCKING CORP.",,"CL2 - Exempt","Trade Waste","Denied","2020-07-31T00:00:00.000","3 JOHNSON STREET","OLD BRIDGE","NJ","08857","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1366","WALDORF HOLDING CORP.D/B/A/ WALDORF CARTING","WALDORF CARTING CORP.","License","Trade Waste","Denied","2005-02-10T00:00:00.000","240 WASHINGTON STREET","MOUNT VERNON","NY","10553-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-495339","ZUMBAS BUILDERS INC",,"CL2 - Exempt","Trade Waste","Denied","2022-05-17T00:00:00.000","9235 52 AVENUE","ELMHURST","NY","11373","False","2022-08-29T00:00:00.000","QUEENS","40.739482","-73.87082","4","25","459","4046150","4018670046","Elmhurst"
"BIC-153","A & D CARTING CORP.","A & D CARTING CORP.","License","Trade Waste","Denied","2001-12-27T00:00:00.000","1270 SAW MILL RIVER ROAD","YONKERS","NY","10710","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1587","STEP MAR CONTRACTING CORP.",,"CL2 - Exempt","Trade Waste","Denied","2020-02-25T00:00:00.000","321 FORT LEE ROAD","LEONIA","NJ","07605","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1303","ROYAL GM INC.","ROYAL GM INC.","CL2 - Exempt","Trade Waste","Denied","2005-06-09T00:00:00.000","242 NEVINS STREET","BROOKLYN","NY","11217-","False","2022-08-29T00:00:00.000","BROOKLYN","40.680917","-73.98618","6","33","71","3336103","3004180001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"BIC-114","GRASSO PUBLIC CARTING INC.","GRASSO PUBLIC CARTING INC.","License","Trade Waste","Denied","1997-08-08T00:00:00.000","1288 EAST 57 STREET","BROOKLYN","NY","11234","False","2022-08-29T00:00:00.000","BROOKLYN","40.622264","-73.920455","18","46","692","3218982","3078540001","Flatlands"
"BIC-2996","CAB II ENTERPRISES INC.","CAB II ENTERPRISES INC.","CL2 - Exempt","Trade Waste","Denied","2012-02-07T00:00:00.000","4 CARLYLE GREEN","STATEN ISLAND","NY","10312-","False","2022-08-29T00:00:00.000","STATEN IS","40.557001","-74.199294","3","51","17010","5078729","5060210175","Arden Heights"
"FFM-121","AL TUNA INC.",,"Public Wholesale Market","Markets","Denied","2006-06-20T00:00:00.000","33-34 FULTON FISH MARKET","NEW YORK","NY","10038","False","2022-08-29T00:00:00.000","MANHATTAN","40.706439","-74.001551","1","1","1501","1088319","1000730014","Battery Park City-Lower Manhattan"
"BIC-156","D.V. CARTING CO. INC.","D.V. CARTING CO. INC.","License","Trade Waste","Denied","1998-05-15T00:00:00.000","1379 UTICA AVENUE","BROOKLYN","NY","11203","False","2022-08-29T00:00:00.000","BROOKLYN","40.638805","-73.928989","17","45","932","3327635","3047850066","East Flatbush-Farragut"
"BIC-3487","MOISES LANDSCAPING",,"CL1","Trade Waste","Denied","2016-06-22T00:00:00.000","147-05 SANFORD AVENUE, 5H","FLUSHING","NY","11355-","True","2022-08-29T00:00:00.000","QUEENS","40.75989","-73.816898","7","20","1163","4114819","4050530021","Murray Hill"
"BIC-4102","NYC MATERIALS CORP.","NYC MATERIALS CORP.","CL2 - Exempt","Trade Waste","Denied","2014-11-20T00:00:00.000","PO BOX 502","WILLISTON PARK","NY","11596-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2514","G FORCE INDUSTRIES, LTD","G FORCE INDUSTRIES, LTD","CL2 - Exempt","Trade Waste","Denied","2009-04-14T00:00:00.000","1018 JOSELSON AVENUE","BAY SHORE","NY","11706-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1935","SJG SERVICES INC.","SJG SERVICES INC.","CL2 - Exempt","Trade Waste","Denied","2013-05-15T00:00:00.000","PO BOX 832","NORTH BERGEN","NJ","07047-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-163","CAPONE & DENILO INC.","CAPONE & DENILO INC.","License","Trade Waste","Denied","2000-12-15T00:00:00.000","5322 AVENUE N","BROOKLYN","NY","11234","False","2022-08-29T00:00:00.000","BROOKLYN","40.619143","-73.923675","18","46","682","3221122","3078980049","Flatlands"
"BIC-74","DECOSTELLO CARTING",,"License","Trade Waste","Denied","2002-07-15T00:00:00.000","1042 73RD STREET","BROOKLYN","NY","11228","False","2022-08-29T00:00:00.000","BROOKLYN","40.624852","-74.011845","10","43","204","3148068","3059240023","Dyker Heights"
"BIC-1418","WHITNEY TRUCKING, INC.","WHITNEY TRUCKING, INC.","CL2 - Exempt","Trade Waste","Denied","2004-03-23T00:00:00.000","636 SAW MILL RIVER ROAD","YONKERS","NY","10710-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1743","WILLIAMSBURG HAULING INC.","WILLIAMSBURG HAULING INC.","CL2 - Exempt","Trade Waste","Denied","2006-03-14T00:00:00.000","175 SKILLMAN AVENUE","BROOKLYN","NY","11211-2416","False","2022-08-29T00:00:00.000","BROOKLYN","40.716015","-73.943877","1","34","497","3068481","3027500034","East Williamsburg"
"BIC-2045","DECOSTOLE CARTING, INC.","DECOSTOLE CARTING, INC.","CL2 - Exempt","Trade Waste","Denied","2006-03-14T00:00:00.000","1481 TROY AVENUE","BROOKLYN","NY","11003-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2415","NICHOLAS J, LLC","NICHOLAS J, LLC.","CL2 - Exempt","Trade Waste","Denied","2013-01-14T00:00:00.000","P.O. BOX 453","LANDING","NJ","07850-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1866","K & S SANITATION INC","K & S SANITATION INC","CL2 - Exempt","Trade Waste","Denied","2006-06-20T00:00:00.000","178 MORRIS AVENUE","HOLTSVILLE","NY","11742-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3539","GREEN EARTH SOLUTIONS, INC.","GREEN EARTH SOLUTIONS, NJ","CL2 - Exempt","Trade Waste","Denied","2015-11-09T00:00:00.000","42-44 AVENUE C","NEWARK","NJ","07114-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-489545","J COFFEY CONTRACTING INC.",,"CL2 - Exempt","Trade Waste","Denied","2017-03-31T00:00:00.000","77-22 164TH STREET","FLUSHING","NY","11365","False","2022-08-29T00:00:00.000","QUEENS","40.723818","-73.804767","8","24","1257","4148292","4068490011","Kew Gardens Hills"
"BIC-4359","FORMICA CONSTRUCTION, INC.",,"CL2 - Exempt","Trade Waste","Denied","2019-06-17T00:00:00.000","11 FERRY STREET","STATEN ISLAND","NY","10302-","True","2022-08-29T00:00:00.000","STATEN IS","40.640944","-74.131894","1","49","207","5107016","5010680045","Port Richmond"
"BIC-103","ACWELL PRIVATE SANITATION SERVICE INC.","ACWELL PRIVATE SANITATION SERVICE INC.","License","Trade Waste","Denied","1999-08-27T00:00:00.000","P.O. BOX 389 OLD CHELSEA STATION","NEW YORK","NY","10011","False","2022-08-29T00:00:00.000",,,,,,,,,
"BMM-17","AGRIPROCESOR",,"Public Wholesale Market","Markets","Denied","2009-07-31T00:00:00.000","5600 FIRST AVENUE","BROOKLYN","NY","11220","False","2022-08-29T00:00:00.000","BROOKLYN","40.646985","-74.022721","7","38","18","3255737","3008190001","Sunset Park West"
"BIC-1840","JUDA CONSTRUCTION LTD.",,"CL2 - Exempt","Trade Waste","Denied","2010-06-28T00:00:00.000","1215 EAST BAY AVENUE","BRONX","NY","10474-","True","2022-08-29T00:00:00.000","BRONX","40.808122","-73.888943","2","17","93","2094476","2027710138","Hunts Point"
"BIC-2100","FRANK LIQUORI PLUMBING & HEATING, INC.","FRANK LIQUORI PLUMBING & HEATING, INC.","CL2 - Exempt","Trade Waste","Denied","2006-03-14T00:00:00.000","2173 GULF AVENUE","STATEN ISLAND","NY","10303-","False","2022-08-29T00:00:00.000","STATEN IS","40.62872","-74.184522","2","50","29102","5113284","5018650089","New Springville-Bloomfield-Travis"
"BIC-2019","S.R.D CONTRACTING CORP.","S.R.D CONTRACTING CORP.","CL2 - Exempt","Trade Waste","Denied","2008-06-24T00:00:00.000","20 LAMBERT STREET SUITE 2B","STATEN ISLAND","NY","10214-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-488216","ADVANCED RECYCLING AND WASTE SERVICE, INC.",,"License","Trade Waste","Denied","2019-10-21T00:00:00.000","21 Porter Avenue","Brooklyn","NY","11237-1415","True","2022-08-29T00:00:00.000","BROOKLYN","40.705678","-73.928298","1","34","453","3000000","3030100001","Bushwick North"
"BIC-2730","ELITE DEMOLITION CONTRACTING, CORP.",,"CL2 - Exempt","Trade Waste","Denied","2013-05-13T00:00:00.000","55-14 GRAND AVENUE 1ST FLOOR","MASPETH","NY","11378-","True","2022-08-29T00:00:00.000","QUEENS","40.718862","-73.914045","5","30","535","4440820","4026300201","Maspeth"
"BIC-2130","N. ZAPATA TRUCKING","N. ZAPATA TRUCKING","CL2 - Exempt","Trade Waste","Denied","2013-05-15T00:00:00.000","55 GRACE STREET","BLOOMFIELD","NJ","07003-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-882","SANO CONSTRUCTION CORP.","SANO CONSTRUCTION CORP.","CL2 - Exempt","Trade Waste","Denied","2013-01-14T00:00:00.000","14-07 113TH STREET","COLLEGE POINT","NY","11356-","True","2022-08-29T00:00:00.000","QUEENS","40.785483","-73.854163","7","19","929","4097920","4040480001","College Point"
"BIC-3315","PRECISION INDUSTRIES INC.","PRECISION INDUSTRIES INC.","CL2 - Exempt","Trade Waste","Denied","2013-12-18T00:00:00.000","26 MONROE DRIVE","HAMILTON","NJ","08619-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-171","SUNSET CARTING CORP.","SUNSET CARTING CORP.","License","Trade Waste","Denied","2000-12-15T00:00:00.000","900 EAST 92 STREET","BROOKLYN","NY","11236-","False","2022-08-29T00:00:00.000","BROOKLYN","40.646444","-73.910873","18","42","962","3228524","3081240075","Canarsie"
"BIC-1809","ZEUS WASTE MANAGEMENT INC.",,"License","Trade Waste","Denied","2021-04-28T00:00:00.000","15 CENTER DRIVE","MALBA","NY","11357-","True","2022-08-29T00:00:00.000","QUEENS","40.7907","-73.825954","7","19","945",,,"Whitestone"
"FFM-96","CARA SEAFOOD EXPRESS INC.",,"Wholesale Seafood Delivery","Markets","Denied","2011-08-02T00:00:00.000","210 MILTON AVENUE","STATEN ISLAND","NY","10306","True","2022-08-29T00:00:00.000","STATEN IS","40.561766","-74.106656","3","50","12806","5056265","5040570038","Oakwood-Oakwood Beach"
"BIC-2039","NIGHT HAWK ENTERPRISES",,"CL2 - Exempt","Trade Waste","Denied","2009-04-14T00:00:00.000","1111 HUSKA ROAD","DELANCY","NY","13753-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-623","T & S TRUCKING CO. INC.","T & S TRUCKING CO. INC.","CL2 - Exempt","Trade Waste","Denied","2010-11-22T00:00:00.000","53 2 AVENUE","BROOKLYN","NY","11215","True","2022-08-29T00:00:00.000","BROOKLYN","40.673721","-73.992437","6","39","121","3330544","3009960001","Park Slope-Gowanus"
"BIC-1163","RAGS CONTRACTING CORP.","RAGS CONTRACTING CORP.","License","Trade Waste","Denied","2004-03-23T00:00:00.000","212 KINGSTON BLVD.","ISLAND PARK","NY","11558-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1013","CROSSTOWN RECYCLING INC","RELIABLE SANITATION & DISPOSAL CO. INC.","License","Trade Waste","Denied","1999-03-12T00:00:00.000","15 WESTPORT LANE","STATEN ISLAND","NY","10314","False","2022-08-29T00:00:00.000","STATEN IS","40.583922","-74.15902","2","51","27702","5151017","5024100022","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"BIC-302","MULTI CARTING INC.","MULTI CARTING INC.","License","Trade Waste","Denied","2002-08-15T00:00:00.000","9614 DITMAS AVENUE","BROOKLYN","NY","11236-","False","2022-08-29T00:00:00.000","BROOKLYN","40.651135","-73.910027","17","42","960","3325411","3081220040","Canarsie"
"BIC-486426","FITZCON CONSTRUCTION/REN CORP.",,"CL2 - Exempt","Trade Waste","Denied","2016-06-22T00:00:00.000","7206 Caldwell Ave #2","Maspeth","NY","11378-2619","False","2022-08-29T00:00:00.000","QUEENS","40.724783","-73.888682","5","30","669","4063840","4028350071","Middle Village"
"BIC-1892","U S A WASTE INDUSTRIES L L C","U S A WASTE INDUSTRIES L L C","License","Trade Waste","Denied","2008-01-29T00:00:00.000","415 HUGVENOT STREET","NEW ROCHELLE","NY","10801-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-151","POLIDORI CARTING CO.","POLIDORI CARTING CO.","License","Trade Waste","Denied","2000-08-11T00:00:00.000","82 SHERADEN AVENUE","STATEN ISLAND","NY","10314","False","2022-08-29T00:00:00.000","STATEN IS","40.609303","-74.138213","1","50","18901","5018822","5007430012","Westerleigh"
"BIC-337","VICTORY SANITATION LTD.","VICTORY SANITATION LTD.","License","Trade Waste","Denied","1996-09-06T00:00:00.000","408 COSTER STREET","BRONX","NY","10474","False","2022-08-29T00:00:00.000","BRONX","40.808915","-73.885965","2","17","93","2006903","2027720067","Hunts Point"
"BIC-2110","ABSOLUTE TRUCKING INC.","ABSOLUTE TRUCKING INC.","CL2 - Exempt","Trade Waste","Denied","2012-06-05T00:00:00.000","301 MILL ROAD SUITE U6","HEWLETT","NY","11557-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-4553","CHUNG INDUSTRIES INC.","C.I.I. TRUCKING COMPANY","CL2 - Exempt","Trade Waste","Denied","2015-11-09T00:00:00.000","P.O. BOX 90353","STATEN ISLAND","NY","10309-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1696","IMBRIANO'S LANDSCAPING INC.","IMBRIANO'S LANDSCAPING INC.","CL2 - Exempt","Trade Waste","Denied","2004-03-23T00:00:00.000","98 OHIO AVENUE","MASSAPEQUA","NY","11758-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1746","MIKES EXTERIOR CONTRACTING CORP","MIKES EXTERIOR CONTRACTING CORP","CL2 - Exempt","Trade Waste","Denied","2013-01-14T00:00:00.000","37-17 60TH STREET","WOODSIDE","NY","11377-","True","2022-08-29T00:00:00.000","QUEENS","40.749227","-73.902763","2","26","259",,,"Woodside"
"BIC-1761","AMERICAN ENVIRONMENTAL GROUP LLC",,"CL2 - Broker","Trade Waste","Denied","2005-02-10T00:00:00.000","141-50 73 RD TERRACE","FLUSHING","NY","11367-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-487655","CYCLONE RECYCLING INC.",,"License","Trade Waste","Denied","2016-06-22T00:00:00.000","2258 84Th St 3RD FL","Brooklyn","NY","11214-3328","False","2022-08-29T00:00:00.000","BROOKLYN","40.602323","-73.991364","11","47","296","3402225","3063360031","Bensonhurst West"
"BIC-3658","A & S LEASING CORP","A & S LEASING CORP","CL2 - Exempt","Trade Waste","Denied","2015-03-06T00:00:00.000","P.O. BOX 960354","INWOOD","NY","11096-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-272","HOLLYWOOD CARTING CORP.","HOLLYWOOD CARTING CORP.","License","Trade Waste","Denied","2000-04-28T00:00:00.000","4108 BERRIAN BLVD","ASTORIA","NY","11105","False","2022-08-29T00:00:00.000","QUEENS","40.779559","-73.89623","1","22","12301","4442102","4008020045","Steinway"
