"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Character","Police Department - NYPD","Closed","2018-11-10T00:00:00.000","2018-11-29T00:00:00.000","6312","School Safety Agent","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Medical","Police Department - NYPD","Open","2018-11-10T00:00:00.000",,"7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-09T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-11-09T00:00:00.000",,"7302","School Safety Agent","2021-07-19T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-11-09T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-11-09T00:00:00.000",,"8517","Chief Marine Engineer (PROM)","2022-06-20T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-09T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-11-09T00:00:00.000",,"7012","Administrative Engineer","2021-12-27T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-09T00:00:00.000",,"8049","Associate Park Service Worker",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-08T00:00:00.000",,"8049","Associate Park Service Worker",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-11-07T00:00:00.000",,"8517","Chief Marine Engineer (PROM)","2022-06-20T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-11-06T00:00:00.000",,"7321","Police Communications Technician","2021-11-29T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-11-05T00:00:00.000",,"7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"HRA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-05T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-05T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-05T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Open","2018-11-05T00:00:00.000",,"6332","Correction Officer","2020-09-22T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Correction - DOC","Open","2018-11-05T00:00:00.000",,,,,,"DOC"
"Section 50","Psych","Department of Correction - DOC","Open","2018-11-05T00:00:00.000",,"6332","Correction Officer","2020-09-22T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Open","2018-11-04T00:00:00.000",,"5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-11-04T00:00:00.000",,"7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"HRA"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-11-03T00:00:00.000",,"7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"HRA"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-11-03T00:00:00.000","2018-12-18T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-11-02T00:00:00.000",,"4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2018-11-02T00:00:00.000",,"7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-02T00:00:00.000",,"8049","Associate Park Service Worker",,,"DCAS"
"Section 50",,"Fire Department - FDNY","Open","2018-11-02T00:00:00.000",,"7023","Fire Protection Inspector","2022-03-07T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-11-02T00:00:00.000",,"7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"HRA"
"Section 50","Score","Transit Authority - NYCTA","Open","2018-11-02T00:00:00.000",,"6601","Conductor","2022-02-14T00:00:00.000",,"NYCTA"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-11-01T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Psych","Police Department - NYPD","Closed","2018-11-01T00:00:00.000","2018-11-08T00:00:00.000","6302","School Safety Agent","2020-10-19T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-11-01T00:00:00.000",,"8049","Associate Park Service Worker",,,"DCAS"
"Section 50","Psych","Department of Probation - DOP","Open","2018-11-01T00:00:00.000",,,,,,"DOP"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-31T00:00:00.000",,"2309","Eligibility Specialist","2020-08-17T00:00:00.000",,"HRA"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-31T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-31T00:00:00.000",,"7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"HRA"
"Section 50","Character","Department of Correction - DOC","Open","2018-10-31T00:00:00.000",,"8319","Correction Officer","2022-06-27T00:00:00.000",,"DOC"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-30T00:00:00.000","2018-12-18T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-30T00:00:00.000",,"7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"HRA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-30T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Open","2018-10-30T00:00:00.000",,"7501","Firefighter","2021-10-11T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-29T00:00:00.000","2018-12-18T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-29T00:00:00.000","2018-12-18T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-29T00:00:00.000",,"8011","Inspector (Housing)",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Open","2018-10-29T00:00:00.000",,"4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Open","2018-10-29T00:00:00.000",,"5321","Police Officer","2021-07-03T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-29T00:00:00.000",,"8049","Associate Park Service Worker",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-28T00:00:00.000",,"8011","Inspector (Housing)",,,"DCAS"
"Section 76","Termination","Police Department - NYPD","Open","2018-10-26T00:00:00.000",,,,,,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2018-10-26T00:00:00.000",,"4332","Police Officer","2020-12-21T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-26T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-26T00:00:00.000",,"7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-26T00:00:00.000",,"7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"HRA"
"Section 50","Unauthorized Substance","Department of Sanitation - DSNY","Open","2018-10-25T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Waiting for Appeal Request",,"Fire Department - FDNY","Closed","2018-10-25T00:00:00.000","2018-12-18T00:00:00.000",,,,,"FDNY"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-25T00:00:00.000",,"7011","Administrative Community Relation Specialist","2021-09-20T00:00:00.000",,"HRA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2018-10-24T00:00:00.000",,"7030","City Tax Auditor","2022-05-23T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Open","2018-10-24T00:00:00.000",,"7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2018-10-24T00:00:00.000",,"7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Open","2018-10-24T00:00:00.000",,"8306","Traffic Enforcement Agent","2022-04-25T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-24T00:00:00.000","2018-12-18T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-24T00:00:00.000","2018-12-18T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-23T00:00:00.000","2018-11-28T00:00:00.000","4330","School Safety Agent","2020-04-29T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-23T00:00:00.000",,"5318","School Safety Agent","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-23T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-10-22T00:00:00.000",,"6323","School Safety Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-22T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-22T00:00:00.000",,"7030","City Tax Auditor","2022-05-23T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-22T00:00:00.000","2018-12-18T00:00:00.000","3314","Police Officer","2019-12-09T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-10-22T00:00:00.000",,"7608","Light Maintainer",,,"NYCTA"
"Section 50","Psych","Department of Correction - DOC","Open","2018-10-21T00:00:00.000",,"7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-19T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-10-19T00:00:00.000",,"3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-17T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-10-17T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-17T00:00:00.000",,"8011","Inspector (Housing)",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-10-16T00:00:00.000",,"5305","Police Officer","2021-03-02T00:00:00.000",,"NYPD"
"Section 50","Character","Human Resources Administration - HRA","Open","2018-10-16T00:00:00.000",,"1328","Principal Admin. Associate","2019-08-27T00:00:00.000",,"HRA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-15T00:00:00.000","2018-11-15T00:00:00.000","4306","Police officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-15T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2018-10-15T00:00:00.000",,"5306","Police Officer","2021-03-03T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-12T00:00:00.000","2018-11-05T00:00:00.000","5329","Police Officer","2021-07-07T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-10-12T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-10-12T00:00:00.000",,"8517","Promotion to Chief Marine Engineer","2022-06-20T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-12T00:00:00.000",,"8011","Inspector (Housing)",,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-10-11T00:00:00.000",,"5001","Sanitation worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-11T00:00:00.000",,"7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"HRA"
"Section 50","Medical","Police Department - NYPD","Open","2018-10-11T00:00:00.000",,"5306","Police Officer","2021-03-03T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-10-11T00:00:00.000","2018-12-18T00:00:00.000","7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-11T00:00:00.000","2018-10-29T00:00:00.000","7314","School Safety Agent","2022-03-08T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-10-10T00:00:00.000","2018-12-14T00:00:00.000","7019","Procurement Analyst","2022-08-29T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-10-10T00:00:00.000","2018-10-29T00:00:00.000","8309","Correction Officer","2022-06-06T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-10-10T00:00:00.000",,"7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"HRA"
"Section 50","Character","Transit Authority - NYCTA","Closed","2018-10-10T00:00:00.000","2018-12-13T00:00:00.000","3600","Track Worker","2018-12-17T00:00:00.000",,"NYCTA"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-10-10T00:00:00.000",,"7615","Car Inspector",,,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-09T00:00:00.000","2018-11-05T00:00:00.000","5300","Police Officer","2021-03-01T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-09T00:00:00.000","2018-10-23T00:00:00.000",,,,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-10-09T00:00:00.000",,"7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-10-09T00:00:00.000",,"8517","Promotion to Chief Marine Engineer","2022-06-20T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-10-08T00:00:00.000",,"5317","Police Officer","2021-06-29T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-05T00:00:00.000",,"5306","Police Officer","2021-03-03T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2018-10-05T00:00:00.000","2018-11-29T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Open","2018-10-05T00:00:00.000",,"5311","Police Officer","2021-04-12T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-05T00:00:00.000",,"8522","Promotion to Construction Laborer",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-05T00:00:00.000",,"8011","Inspector (Housing)",,,"DCAS"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-10-05T00:00:00.000","2018-11-30T00:00:00.000","6718","Maintenance Supervisor (Car Equipment)","2022-09-12T00:00:00.000",,"NYCTA"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-10-05T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-10-04T00:00:00.000","2018-11-07T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-04T00:00:00.000",,"4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-04T00:00:00.000",,"4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Open","2018-10-04T00:00:00.000",,"5330","Police Communications Technician","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-10-04T00:00:00.000",,"7615","Car Inspector",,,"NYCTA"
"Section 50","Score","Transit Authority - NYCTA","Open","2018-10-04T00:00:00.000",,"6612","Car Inspector","2022-06-20T00:00:00.000",,"NYCTA"
"Other",,"Department of Probation - DOP","Closed","2018-10-03T00:00:00.000","2018-10-03T00:00:00.000",,,,,"DOP"
"Section 50","Character","Police Department - NYPD","Open","2018-10-03T00:00:00.000",,"7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-10-03T00:00:00.000",,"8522","Promotion to Construction Laborer",,,"DCAS"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-10-03T00:00:00.000",,"7615","Car Inspector",,,"NYCTA"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-10-02T00:00:00.000","2018-10-19T00:00:00.000","7615","Car Inspector",,,"NYCTA"
"Section 50","Score","Transit Authority - NYCTA","Open","2018-10-02T00:00:00.000",,"6718","Maintenance Supervisor (Car Equipment)","2022-09-12T00:00:00.000",,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-01T00:00:00.000","2018-12-24T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-10-01T00:00:00.000","2018-12-19T00:00:00.000","7615","Car Inspector",,,"NYCTA"
"Other",,"Administration for Children's Services - ACS","Closed","2018-09-10T00:00:00.000","2018-09-11T00:00:00.000",,,,,"ACS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Open","2018-10-01T00:00:00.000",,"5031","Fire Protection Inspector","2020-01-20T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2018-10-01T00:00:00.000",,"4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-10-01T00:00:00.000","2018-11-05T00:00:00.000","4310","Police Officer","2019-12-28T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-10-01T00:00:00.000",,"7615","Car Inspector",,,"NYCTA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-10-01T00:00:00.000","2018-11-05T00:00:00.000","8009","Emergency Medical Specialist - EMT (Fire)","2022-03-28T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2018-10-01T00:00:00.000","2018-12-19T00:00:00.000","8316","Traffic Enforcement Agent","2022-06-13T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-10-01T00:00:00.000","2018-10-18T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Character","Police Department - NYPD","Open","2018-10-01T00:00:00.000",,"6302","School Safety Agent","2020-10-19T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-30T00:00:00.000","2018-10-19T00:00:00.000","5306","Police Officer","2021-03-03T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-29T00:00:00.000","2018-12-06T00:00:00.000","3319","Police Officer","2019-12-21T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Human Resources Administration - HRA","Closed","2018-09-28T00:00:00.000","2018-11-07T00:00:00.000",,,,,"HRA"
"Section 50","Psych","Department of Correction - DOC","Open","2018-09-28T00:00:00.000",,"7324","Correction Officer","2021-09-20T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-09-28T00:00:00.000","2018-11-28T00:00:00.000","7030","City Tax Auditor","2022-05-23T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-09-28T00:00:00.000",,"7615","Car Inspector",,,"NYCTA"
"Section 50","Character","Police Department - NYPD","Closed","2018-09-27T00:00:00.000","2018-11-27T00:00:00.000","6323","School Safety Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Medical","Human Resources Administration - HRA","Open","2018-09-27T00:00:00.000",,"8314","Special Officer",,,"HRA"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-09-26T00:00:00.000",,"8009","Emergency Medical Specialist - EMT (Fire)","2022-03-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-09-25T00:00:00.000","2018-11-20T00:00:00.000","8009","Emergency Medical Specialist - EMT (Fire)","2022-03-28T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-09-24T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2018-09-24T00:00:00.000","2018-12-27T00:00:00.000","4330","School Safety Agent","2020-04-29T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Open","2018-09-24T00:00:00.000",,"7611","Track Equipment Maintainer",,,"NYCTA"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Open","2018-09-21T00:00:00.000",,"4601","Bus Maintainer - Group B","2020-05-11T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-21T00:00:00.000","2018-11-05T00:00:00.000","6307","Traffic Enforcement Agent","2020-06-16T00:00:00.000",,"NYPD"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2018-09-21T00:00:00.000","2018-11-21T00:00:00.000",,,,,"NYCHA"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-09-21T00:00:00.000","2018-10-12T00:00:00.000","7615","Car Inspector",,,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Open","2018-09-21T00:00:00.000",,"3314","Police Officer","2019-12-09T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2018-09-18T00:00:00.000","2018-12-06T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-09-18T00:00:00.000","2018-12-18T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-09-18T00:00:00.000","2018-12-11T00:00:00.000","8004","Maintenance Worker","2022-08-22T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2018-09-17T00:00:00.000","2018-12-31T00:00:00.000","4321","School Safety Agent","2020-04-27T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-09-14T00:00:00.000","2018-11-07T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-14T00:00:00.000","2018-09-25T00:00:00.000","7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-14T00:00:00.000","2018-10-15T00:00:00.000","5318","School Safety Agent","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Open","2018-09-14T00:00:00.000",,"7014","EMT - Trainee","2021-11-22T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-09-14T00:00:00.000","2018-12-24T00:00:00.000","7615","Car Inspector",,,"NYCTA"
"Section 50","Character","Police Department - NYPD","Closed","2018-09-13T00:00:00.000","2018-12-19T00:00:00.000","5310","Police Officer","2021-03-06T00:00:00.000",,"NYPD"
"Waiting for Appeal Request",,"Department of Correction - DOC","Closed","2018-09-13T00:00:00.000","2019-01-02T00:00:00.000",,,,,"DOC"
"Section 76","Termination","Department of Correction - DOC","Closed","2018-09-13T00:00:00.000","2018-12-10T00:00:00.000",,,,,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-12T00:00:00.000","2018-12-27T00:00:00.000","4337","Police Communications Technician","2020-09-14T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Transit Authority - NYCTA","Closed","2018-09-12T00:00:00.000","2018-09-14T00:00:00.000",,,,,"NYCTA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-09-12T00:00:00.000","2018-11-20T00:00:00.000","7001","Firefighter",,,"DCAS"
"Section 50",,"Department of Citywide Administrative Services - DCAS","Closed","2018-09-11T00:00:00.000","2018-11-20T00:00:00.000","8009","Emergency Medical Specialist - EMT (Fire)","2022-03-28T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Closed","2018-09-11T00:00:00.000","2018-11-09T00:00:00.000","3600","Track Worker","2018-12-17T00:00:00.000",,"DCAS"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2018-09-10T00:00:00.000","2018-09-11T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-09-10T00:00:00.000",,"8027","Cement Mason",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-09-10T00:00:00.000",,"8027","Cement Mason",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-09-10T00:00:00.000",,"7532","Lieutenant (Police)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2018-09-10T00:00:00.000","2019-01-04T00:00:00.000","7324","Correction Officer","2021-09-20T00:00:00.000",,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-09-10T00:00:00.000",,"7532","Lieutenant (Police)","2022-05-16T00:00:00.000",,"DCAS"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2018-09-07T00:00:00.000","2018-10-26T00:00:00.000",,,,,"NYCHA"
"Section 50","Medical","Department of Correction - DOC","Open","2018-09-07T00:00:00.000",,"7327","Correction Officer","2021-10-25T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-07T00:00:00.000","2018-10-05T00:00:00.000","6321","Police Communications Technician","2021-02-01T00:00:00.000",,"NYPD"
