"agency","organization_name","organization_address","city","state","zip","building_number","school_number","community_board","council_district","project_title","project_description","amnt_requested","funded_amount","borough","latitude","longitude","census_tract","bin","bbl","nta"
"DOE","Quest to Learn ","351 West 18th Street, 4th Fl.","New York","NY","10011","02M422","M422","CB4","CD03","Rolling Carts of Macbook Pros and Smartboards Project","Purchase (4) carts of Macbook laptops  and (7) Smart Boards to bring classrooms into the 21st Century.","* 228,814.00","200000.00","MANHATTAN","40.742867","-74.002136","89","1013096","1007420007","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"DOE","Lower Lab School","1700 Third Avenue ","New York","NY","10128","02M198","M198","CB8","CD04","Auditorium Renovation Project","Repair/replace wood on entire stage floor (sanding/vanishing), replace old curtains with new ones, install safety rails to stairs leading to stage, remove/replace 422 seats, paint ceiling and floor under under seating, install new flooring on the walkways, install handicap lift and seating, (8) wall-ceiling fans mounted for ventillation, install any additional electric needs to support the current light and sound system.","$300,000.00 ",,"MANHATTAN","40.784826","-73.949611","15801","1048492","1015240023","Upper East Side-Carnegie Hill                                              "
"DOE","Maria Teresa Mirabal Middle School","21 Jumel Place, C202","New York","NY","10032","06M319","M319","CB12","CD07","21st Century Families in the Heights Technology Project ","Purchase 50 ActivTables (1 for every classroom). 10- Ultimate Polycarbonate Basketball System, (2) Pro premier Soccer Goal 8'Hx24'Wx3'Dx9', (10) Soccer Flags, (30)Mis-Size Laptop School Image Lenovo L430 for Classroom Use, (150 all in Ine Space Saving PC School Image Lenovo.","* 500,569.00","125000.00","MANHATTAN","40.839305","-73.936159","249","1076741","1021120058","Washington Heights South                                                   "
"DOE","Mott Hall II","234 West 109th Street","New York","NY","10025","03M862","M862","CB7","CD08","Mott Hall Teacher Resource and Media Center Upgrade","Replace tiles, remove sink, add a new shade, replace two doors, add outlets, install four light fixtures, and replace the ceiling walls, plaster and paint.  Current room is is disrepair.  (See attached image).","* 19,850.00","35000.00","MANHATTAN","40.802917","-73.965613","195","1056676","1018800013","Morningside Heights                                                        "
"DOE","Muscota New School","4862 Broadway","New York","NY","10034","06M314","M314","CB12","CD10","Auditorium and Technology Upgrade Project ","Upgrade their sound with accompanying microphones and lighting system in auditorium.","* 69,167.00","70000.00","MANHATTAN","40.866706","-73.923948","291","1064900","1022340007","Marble Hill-Inwood                                                         "
"DOE","NEST+m New Explorations into Science, Technology + Math","111 Columbia Street","New York","NY","10002","01M539","M539","CB2","CD02","NEST+m GreenLab Project","Build a science lab equipped with hydroponic farmingtechnology with nutrient film technique, vertical growing systems, integrated pest  management, a fish farm and a rain water cachment system.","* 836,344.00","200000.00","MANHATTAN","40.718895","-73.979308","2201","1004070","1003350001","Lower East Side                                                            "
"DOE","Norman Thomas Educational Campus","111 East 33rd Street, 8th Fl.","New York","NY","10016","02M432 02M620 02M500 02M427","M432 M620 M500 M427 ","CB6","CD02","School Student Locker and Elevator Upgrade","Purchase and install two new elevators and boys and girls lockers for gym.  Elevators are constantly breaking down, which causes a dangerous situation in an emergency.  Lockers are unsafe for students to secure their personal items such as jackets, coats, textbooks, etc.","* 4,000,000.00","0.00","MANHATTAN","40.746176","-73.981241","72","1087537","1008897501","Murray Hill-Kips Bay                                                       "
"DOE","P.S. 138","144-176 East 128th Street","New York","NY","10035","75M138","M138","CB11","CD08","Technology and Common Core Standards","Increase technology in their classrooms and computer labs.","* 250,000.00","80000.00","MANHATTAN","40.805953","-73.935179","242","1054502","1017760020","East Harlem North                                                          "
"DOE","P.S. M226","345 East 15th Street","New York","NY","10003","75M226","M226","CB6","CD02","Smart Board Technology Upgrade Project","Install and upgrade hardware in all classrooms, purchase additional iMac desktop computers,video equipment, digital cameras,  adaptive technology, add Macbook laptops to each classroom so that; students have an equal learning opportunity.","* 400,000.00","125000.00","MANHATTAN","40.732447","-73.983031","48","1020419","1009220008","Gramercy                                                                   "
"DOE","P.S./I.S. 217","645 Main Street","New York","NY","10044","02M217","M217","CB8","CD05","Green Roof Project ","Feasibility Study for project","* 35,000.00","35000.00","MANHATTAN","40.763894","-73.947916","23802","1084848","1013730001","Lenox Hill-Roosevelt Island                                                "
"DOE","Parents Association of Stuyvesant High School","345 Chambers Street","New York","NY","10282","02M475","M475","CB1","CD01","Theatre, Art and Music Wing Renovation Project","Redesign and Renovate the art and music wing at SHS = Assessment and design, theater multimedia control center, theater sound system, theater projector TV's (2), theatre lighting upgrade, theater painting, carpet and stage floor replacement, classroom sound system (3), Classroom interactive boards and accessories, classroom painting and other renovations (3), classroom instrument and sheet music storage (3), office renovation, musical instruments, and renovation labor cost.  ","* 300,000.00",,"MANHATTAN","40.71759","-74.013748","31703","1084587","1000160215","Battery Park City-Lower Manhattan                                          "
"DOE","Park East High School","230-24 East 105th Street","New York","NY","10029","04M495","M495","CB11","CD08","Gymatorium Project","Create an Auditorium/Performance/Community Space at Park East High School to organize school events, and student performances for the entire school population and the broader East Harlem Community.","* 300,000.00",,"MANHATTAN","40.790543","-73.944356","170","1075643","1016540033","East Harlem South                                                          "
"DOE","Patricia Mirabel Middle School","21 Jumel Place","New York","NY","10032","06M324","M324","CB12","CD07","Technology Upgrade and Locker Safety Renovation ","Purchase 380 Mid-size laptops,180 USB Headsets, 13 Laptop Security Carts, and 145 Lockers. Computers will allow students to develop essential skills; and the new lockers will replace the broken onesin the hallways.","* 366,759.40","150000.00","MANHATTAN","40.839305","-73.936159","249","1076741","1021120058","Washington Heights South                                                   "
"DOE","Patrick Henry School","19 East 103rd Street","New York","NY","10029","04M171","M171","CB11","CD08","Media/History Lab Project for Grades 7 & 8","Redesign existing classroom space with built in shelving, pucchase glass top computer tables with 30 desktop computers, 4 laser printers, electrical upgrade. ","* 357,430.00","300000.00","MANHATTAN","40.792122","-73.951961","168","1051497","1016090007","East Harlem South                                                          "
"DOE","Professional Performing Arts School","328 West 48th Street","New York","NY","10036","02M408","M408","CB4","CD04","Laptop and Projector Upgrade","Purchase 36 Lenovo X131e (yellow Cover) laptops with computrace, 2-datamation DS-Netvault Notebook wheeled carts to store and move them securely, 8-Epson projectors, 16-Epson Brightlink, 16-Epson Interactive Pen A for BrightLink, 8-Elite Whiteboard Universal Screen, 8-B&H Photo Projector Screen Mounting/Reg, 8- B&H Photo A/V Installation of Whiteboard Screen/Cables.  Current technology/computers are out of warranty or broken.","* 60,401.36","61000.00","MANHATTAN","40.761448","-73.988019","127","1025092","1010380014","Clinton                                                                    "
"DOE","Robert E. Simon School","234 West 109th Street","New York","NY","10025","03M165","M165","CB7","CD08","Playground Project","Paint and cement, replace the fencing around the entire yard to ensure better safety for the children, extend/replace the rubber matting that is already in place, oaint a mini-track to provide students with another sports option, paint a half court for basketball as a structured play option, 3 new backboards for basketball, paint bases for basketball/softball and a baseball diamond.","* 54,000.00","54000.00","MANHATTAN","40.802917","-73.965613","195","1056676","1018800013","Morningside Heights                                                        "
"DOE","Robert Louis Stevenson School","419 West 66th Street","New York","NY","10065","02M183","M183","CB8","CD06","Mobile Mac Laptop Classroom Integration","Purchase mobile wireless laptop cartsallowing integration into classroom instruction. Due to overcrowding their computer lab was converted into a  classroom 8 years ago. ","* 284,318.00","150000.00","MANHATTAN","40.776687","-73.988782","155",,,"Lincoln Square                                                             "
"DOE","Special Music School","129 West 67th Street","New York","NY","10314","03M859","M859","CB3","CD06","School Expansion - Sound Installation Rooms","Purchase and install (12) sound isolation rooms in the basement level of the Martin Luther King Jr. Campus.  Students will participate in private music instruction and ensemble courses  throughout the school day. ","* 329,220.58","165000.00",,,,,,,
"DOE","The Ellen Lurie School","3703 Tenth Avenue ","New York","NY","10034","06M005","M005","CB12","CD10","Laptop Cart Upgrade Project","Purchase Laptop computer carts and computers for the various grades Kindergarten through 5th Grade.  (Equipment = Lenovo x1 Carbon model or similar, 16 unit laptop mobile cart, printer, cables, extension cords, 6 outlet power strip, document scanner, extra key set for laptop carts, iPad 32 GB, integrator fees. ","* 200,000.00","200000.00","MANHATTAN","40.85899","-73.922894","299","1084201","1021500030","Marble Hill-Inwood                                                         "
"DOE","The Lexington Academy","131 East 104th Street","New York","NY","10029","04M072","M072","CB11","CD08","Green Roof Project","Conduct a Feasibility Study of Roof to ascertain whether their roofcan withstand the added weight of a Green Roof.","* 35,000.00","35000.00","MANHATTAN","40.791179","-73.947776","166","1081340","1016320011","East Harlem South                                                          "
"DOE","The Luis Belliard School","465 West 167th Street","New York","NY","10032","06M008","M008","CB12","CD","Safety & Security/ Technology Upgrade Project ",,,,"MANHATTAN","40.838954","-73.936838","249","1081842","1021120001","Washington Heights South                                                   "
"DOE","The Magnet School for Technology and Communication","150 West 105th Street","New York","NY","10025","03M145","M145","CB7","CD08"," Broadcast News Network System Project ","Conversion of (1) classroom into a news network consisting of a sound proof roomallowing editors to monitor the visual and audio displayed and heard on the monitors.","* 125,000.00","125000.00","MANHATTAN","40.799178","-73.964842","189","1076625","1018590001","Upper West Side                                                            "
"DOE","P.S. 290 - The Manhattan New School","311 East 82nd Street","New York","NY","10028","02M290","M290","CB8","CD05","Green Roof & Green House Project","Create an enclosed greenroof of 1200 square feet, new roof, pavers, relocation of vents, new bulkhead to roof for two means of access and chain-link fencing around the roof. This project will be ancillary to the school's science curriculum.","* 1,500,000.00",,"MANHATTAN","40.775078","-73.953096","138","1049876","1015450005","Yorkville                                                                  "
"DOE","The Sarah Anderson School & M.S. 243 The Center School","100 West 84th Street","New York","NY","10024","03M009 03M243","M009   M243           ","CB7","CD06","Auditorium Upgrade Project","Upgrade school auditorium technology and ventilation system  which is windowless to meet the technical needs of present theater productions providing technical training opportunities for the students. ","* 257,500.00","125000.00","MANHATTAN","40.785287","-73.97343","169","1032119","1012140029","Upper West Side                                                            "
"DOE","Urban Assembly Gateway School for Technology","439 West 49th Street","New York","NY","10019","02M507","M507","CB4","CD03","UA Gateway One-to-One Laptop Program","Outfitting of freshman class of 2017 with one-to-one laptops to be used throughout high school; computer storage carts, 125 Macbook Pro; and Dedicated Circuits.","* 166,571.95","125000.00","MANHATTAN","40.76337","-73.990593","127","1026646","1010590015","Clinton                                                                    "
"DOE","West Prep Academy","150 WEST 105 STREET","New York","NY","10025","03M421","M421","CB7","CD08","Auditorium Upgrade Project","Installall hard wood floors on the auditorium stage, mirrors for dance classes backstage, new control room/projection room, electrical wiring for AV equipment, accommodating seats, curtains, lighting deck, lighting equipment, surround sound system, video projection system with monitors on the side and main stage, AV rack to control sound and visual input and output, a PPD system to broadcast throughout building and into atrium and garden space directly next to auditorium, acoustical panels, proper ventillation/air conditioning, and mosiac mural that reflects the technology and arts theme that runs through the building.","* 1,000,000.00",,"MANHATTAN","40.799178","-73.964842","189","1076625","1018590001","Upper West Side                                                            "
"DOE","William Sherman School","160 West 78th Street","New York","NY","10024","03M087","M087","CB7","CD06","Auditorium Upgrade Project","Repair seats, replace drapes, upgrade sound and lighting system, purchase a technology cart/tv screens. ","* 300,000.00","150000.00","MANHATTAN","40.781958","-73.977638","161","1030196","1011490007","Upper West Side                                                            "
"DOS","Department of Sanitation","125 Worth Street, Rm. 728","New York","NY","10013",,,"CB","CD","DSNY Mobile Command Center","Used as a Communication and Operations hub during emergency situations such as major snow storms, natural disasters, and localized operations.","* 350,000.00","0.00","MANHATTAN","40.715428","-74.002673","31","1001831","1001680032","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"DOT","Department of Transportation, NYC","55 Water Street, ","New York","NY","10041",,,"CB1","CD02","Flatiron Plaza Construction Project","Copnstruction of curbs and pedestrian ramps for enhanced traffic delineation and tactile warnings for blind pedestrians.  Fixed seating, in-ground plantings, lighting are some of the amenities.","$1, 000,000.00","0.00","MANHATTAN","40.703597","-74.009781","9","1083346","1000327501","Battery Park City-Lower Manhattan                                          "
"DOT","Department of Transportation, NYC","55 Water Street, ","New York","NY","10041",,,"CB1","CD03","Times Square Rehabilitation Project","Improvements to Times and Duffy Squares bringing the roadway infrastructure up to a state of good repair which will enhance public safety.","* 100,000.00","0.00","MANHATTAN","40.703597","-74.009781","9","1083346","1000327501","Battery Park City-Lower Manhattan                                          "
"DOT","Department of Transportation, NYC","55 Water Street, ","New York","NY","10041",,,"CB1","CD03","Ninth Avenue/Gansevoort Plaza Reconstruction Project","Restoration of deteriorated roadways and sidewalks along Ninth Avenue, from Ganswvoort Street to West 16th Street.","* 650,000.00","0.00","MANHATTAN","40.703597","-74.009781","9","1083346","1000327501","Battery Park City-Lower Manhattan                                          "
"DOT","Department of Transportation, NYC","55 Water Street, ","New York","NY","10041",,,"CB1","CD10","Wadsworth Terrace Reconstruction Project ","Repairs to sinking roadways, curbs, and sidewalksalong Fairview Avenue to West 190th Street.  (project in final design at DDC).","* 500,000.00","0.00","MANHATTAN","40.703597","-74.009781","9","1083346","1000327501","Battery Park City-Lower Manhattan                                          "
"DOT","Fashion Center Business Improvement District ","209 West 38th Street","New York","NY","10018",,,"CB5","CD03","Fashion Center Information Kiosk Renovation Project","Complete structural renovation with technological upgrades to the information services offered.","* 309,275.00","0.00","MANHATTAN","40.753769","-73.98937","113","1014480","1007880037","Midtown-Midtown South                                                      "
"DOT","Fashion Center Business Improvement District (Fashion Center DMA, Inc.)","209 West 38th Street","New York","NY","10018",,,"CB5","CD03","Garment District Lamppost Unification and Modernization Project","Repalce 177 lampposts on City sidewalks in the Garment District from 35th Street to 40th Street, 5th Avenue to 9th Avenue; currentlighting styles are not energy efficient.","* 575,250.00","225000.00","MANHATTAN","40.753769","-73.98937","113","1014480","1007880037","Midtown-Midtown South                                                      "
"DOT","Friends of Bogardus Garden, Inc.","90 West Broadway, #4","New York","NY","10007",,,"CB1","CD01","Bogardus Capital Improvement Project","Purchase and Install site elements such as a comprehensive architectural site lighting package, landscape elements including bioswales and new plant materials.","* 300,000.00","300000.00","MANHATTAN","40.715282","-74.00944","21","1001499","1001370035","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"DOT","Friends of West 95th Street","c/o David Lopez, 17 West 95th Street, Apt 1","New York","NY","10025",,,"CB 7","CD06","West 95th Street Lampost Replacement","Purchase of 5 Bishop's Crook lampposts to replace the existing lampposts on West 95th Street, between Central Park West and Columbus Avenue. ","* 52,000","52000.00",,,,,,,
"DOT","Yeshiva University","500 West 185th Street","New York","NY","10033",,,"CB12","CD10","Street Lamps Project","Furnish and Install 28 lamp posts along Laurel Hill Terrace between 182nd Street thru 187th Streets to improve pedestrian safety and to add lighting to the Street during night hours.  Hire desigh consultants, expedite permits, excavation of the area, inst","* 500,000.00","500000.00","MANHATTAN","40.850603","-73.929417","269","1063719","1021560016","Washington Heights North                                                   "
"DPR","Asphalt Green, Inc.","555 East 90th Street","New York","NY","10128",,,"CB8","CD05","Pool Filtration System Replacement Project.","Replace (20 existing pool filtration system at the AquaCenter.  These filters provide clean water to both Warm water Therapy Pool and Olympic Pool which serves in excess of 1,400 people daily.","* 499,136.00","0.00","MANHATTAN","40.777961","-73.943995","152","1051374","1015870001","Yorkville                                                                  "
"DPR","Hudson Square District Management Association, Inc.","180 Varick Street, Suite 422","New York","NY","10014",,,"CB2","CD03","Streetscape Improvement Plan","Demolition and removal of 8 existing light poles and foundations of streetlights on Spring Street, cap conduit, remove junction boxes, asphalt repairs/resurfacing, permeable pavement, permeable concrete pavers, structural soil including excavation, repair","* 760,000.00","0.00","MANHATTAN","40.72748","-74.00548","37","1008117","1005190070","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"DPR","Outstanding Renewal Enterprises, Inc. (Lower East Side Ecology Center)","P.O. Box 20488","New York","NY","10009",,,"CB3","CD02","East River Park Constructed Wetland","Design and construct a wetland for its compost operation in EastRiver Park.  This will create a green infrastructure that will protect low-lying residential areas from floodwaters during storm events.","* 500,000.00","0.00",,,,,,,
"DPR","Riverside Park Conservancy","475 Riverside Drive, Suite 455","New York","NY","10115",,,"CB7","CD06","The Green Outlook Project","Create new Riverfront parkland by transforming an abandoned parking lot in Riverside Park into a landscaped overlook of the Hudson River and the Hudson River Greenway.  (development, design and construction, restrooms, maintenance building, solar power, c","* 800,000.00","0.00","MANHATTAN","40.811101","-73.964168","205","1059835","1019910001","Morningside Heights                                                        "
"DPR","Riverside Park Conservancy and Soldier's and Sailors' Memorial Association","475 Riverside Drive, Suite 455","New York","NY","10115",,,"CB7","CD06","Preservation Study and Assessment and Restoration of the Landmark Soldiers' Monument Project.","Phase I - Contract with preservation experts for a complete assessment of the Monument's overall condition, and make initial repairs to arrest the monument accelerating deterioration and eliminate public safety hazards.","* 1,000,000.00","0.00","MANHATTAN","40.811101","-73.964168","205","1059835","1019910001","Morningside Heights                                                        "
"DPR","The Battery Conservancy","1 Whitehall Street, 17th Fl.","New York","NY","10004",,,"CB1","CD01","Rebuild the Battery Family Comfort Station and Park Office","Create a new Battery Family Comfort Station and District One Park Office. Bathrooms are dilapidated and crumbling. Rusty stall doors and missing toilet seats, new attractions in the park desires better amenities.","* 500,000.00","0.00","MANHATTAN","40.703973","-74.013164","9","1000027","1000100023","Battery Park City-Lower Manhattan                                          "
"DPR","Union Square Partnership","4 Irving Place, Rm. 1428","New York","NY","10003",,,"CB5","CD02","Triangle Upgrade at Union Square Park Project","Installation of an irrigation system including water connection and improved drainage by re-grading the surface; removal of the wicket fence around the lawn perimeter, open space will be incorporated for Summer in the square program with weekly lunchtime ","* 140,000.00","140000.00","MANHATTAN","40.734163","-73.988627","50","1084936","1008700024","Gramercy                                                                   "
,"Isabella Geriatric Center, Inc.","515 Audubon Avenue","New York","NY","10040",,,"CB12","CD10","Recreation Hall Renovation Project","Partial Demolition of Recreation Hall existing space, removal of existing fixtures, ciling tiles, wallpaper, flooring, etc. Replacing with the washington Heights Assembly and telecommunications HUB, a state-of-the art, free-to-the-community meeting venue,","* 450,000.00","0.00","MANHATTAN","40.854783","-73.927909","277","1063861","1021600001","Washington Heights North                                                   "
"EDC","YM & YWHA of Washington Heights and Inwood, Inc.","54 Nagle Avenue ","New York","NY","10040",,,"CB12","CD10","Central HVAC Project","comprehensive plan of energy-efficiency and environmental soundness. Includes the purchase and installation of a) rooftop equipment that will provide central heating and air conditioning, eliminating need for individual air conditioning units in rooms; b) ""Low E"" thermally-broken windows with insulated glass; and c)rain screened cladding integrated with Trespa for the facade. ","* 500,000.00","513000.00","MANHATTAN","40.859993","-73.929129","285","1064146","1021720064","Washington Heights North                                                   "
"HPD","Asian Americans for Equality, Inc. ","108 Norfolk Street","New York","NY","10002",,,"CB3","CD01","Rehabilitation Project for Phase II Affordable Housing Tenement Preservation ","Installation of new windows, insulation, boiler and hot water heating systems, roof work, exterior pointing and waterproofing, and various apartment rehab. Low flow shower heads, Energy Star appliances and other upgrades  to enhance efficiency of utility ","* 500,000.00","0.00","MANHATTAN","40.718954","-73.987056","1402","1075815","1003530052","Lower East Side                                                            "
"HPD","Association to Benefit Children","419 East 86th Street","New York","NY","10028",,,"CB11","CD08","Building Rehabilitation Project","Renovation/Update of building, including the roofing, common areas, and interior of (8) apartment uniits.","* 99,799.00","0.00","MANHATTAN","40.776514","-73.948491","14402","1083281","1015660008","Yorkville                                                                  "
"HPD","Broadway Housing Communities, Inc.","583 Riverside Drive ","New York","NY","10031",,,"CB9","CD07","Completion of Sugar Hill Project","Org is seeking funding for components that were not included onto the project, such as enhancement to green components, including landscaping of the entrance, rooftop farm, and upgrading flooring materials. ","* 500,000.00","0.00","MANHATTAN","40.821356","-73.957193","22301","1059949","1020020002","Manhattanville                                                             "
"HPD","Harlem Dowling-West Side Center for Children & Family Services","2090 Adam Clayton Powell, Jr. Blvd.","New York","NY","10027",,,"CB10","CD09","A Home for Harlem Dowling Project","Construction of a 10-story building with 60 affordable rental units including 12 studio units set aside for youth aging out of foster care and veterans on the 9th and 10th floors.  The cellar will consists of 16,000 square feet of program and administrati","* 750,000.00","500000.00","MANHATTAN","40.808639","-73.948582","222","1058640","1019300030","Central Harlem South                                                       "
"HPD","Lenox Hill Neighborhood House, Inc.","331 East 70th Street","New York","NY","10021",,,"CB8","CD08","Elevator and Green-Roof Project","Installation of a much-needed Elevator and Green-Roof at Casa Mutua 54 unit walk-up supportive housing for formerly homeless, mentally ill single adults. This will help decrease isolation, increase socialization and improve the mental and physical health ","* 850,000.00","0.00","MANHATTAN","40.766925","-73.95795","126","1044838","1014450014","Lenox Hill-Roosevelt Island                                                "
"HPD","Riverbend Housing Company, Inc.","2289 Fifth Avenue ","New York","NY","10037",,,"CB11","CD09","Housing Upgrade Project","Replace curb and concrete sidewalk, asphalt and concrete replacement/repairs along the garage and plazaroofs and in the garage; disposal of brick planters; waterproofing membrane repair/replacement; refurbishment aof benches and trash receptacles; fence r","* 1,337,401.00","500000.00","MANHATTAN","40.815052","-73.935936","210","1054344","1017630001","East Harlem North                                                          "
,"Barrier Free Living, Inc.","270 East 2nd Street","New York","NY","10009",,,"CB3","CD02","Interior Safety and Structural Renovation Project","Renovate/upgrade (2) rtesident service elevators with new pumps, isolation pads, digital in-car operating stations, new flooring, car travel lanterns, hatchway door equipment, hall/call buttons with digital indicators, Fireman's service, hoist-way wiring ","* 600,000.00","0.00","MANHATTAN","40.720822","-73.980602","2202","1004377","1003720064","Lower East Side                                                            "
,"Catholic Charities Archdiocese of New York","1011 First Avenue","New York","NY","10022",,,"CB6","CD05","Kennedy Center Renovation Project","replacement of fire alarm and security systems and the auditorium floors and stage.","* 225,000.00","0.00","MANHATTAN","40.757271","-73.963692","108","1039972","1013480023","Turtle Bay-East Midtown                                                    "
,"Center for Alternative Sentencing and Employment Services","346 Broadway, 3rd Fl.","New York","NY","10013",,,"CB10","CD09","CASES Harlem Location Initial Outfitting","Purchase desktop computers and monitors, a photocopier, printers, file cabinets, desks, waiting room chairs and tables, stackable classroom chairs, classroom and computer tables, meeting room table and chairs, therapy room pneumatic chairs, and desk guest","* 85,670.00","0.00","MANHATTAN","40.716696","-74.004163","31","1001835","1001700006","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"EDC","Chinatown Manpower Project, Inc.","70 Mulberry Street, 3rd Fl.","New York","NY","10002",,,"CB1","CD01","Renovation of  infrastructure and interior space Project","CMP will renovate existing classroom space and expand bathroom facilities to accommodate the number of students that they serve. ","* 272,500.00","273000.00","MANHATTAN","40.716092","-73.999203","29","1066494","1002000001","Chinatown                                                                  "
"DDC","City Harvest, Inc.","6 East 32nd Street, 5th Fl.","New York","NY","10016",,,"CB5","CD05","Purchase of a 14-foot hybrid refrigerated truck.","Vehicle will support their food rescue and delivery operations.","* 91,489.00","94000.00","MANHATTAN","40.746958","-73.985059","74","1017003","1008610072","Midtown-Midtown South                                                      "
"DOT","Fourth Arts Block, Inc.","61 East 4th Street","New York","NY","10003",,,"CB3","CD02","East 4th Street Cultural District Green Infrastructure Program Project","Reconstruction of the sidewalk, expansion of treepits, and installation of permeable pavers in the street at the curb line as a means to address strom water overflow.","* 545,568.00","292000.00","MANHATTAN","40.726755","-73.990735","38","1082642","1004600056","East Village                                                               "
"HHC","Harlem Hospital Center","506 Lenox Avenue","New York","NY","10037",,,"CB 9,10,11","CD09","Dr. Muriel Petioni Geriatric Center of Excellence","Renovation of inpatient clinical areas = install handicapped accessible bathrooms for (5) inpatient rooms, demolition of 3,000 sq ft., carpentry, ceilings, bedroom finishes, HVAC Improvements, Sprinklers, Asbestos Abatement, etc.","* 600,000.00","500000.00","MANHATTAN","40.814358","-73.940659","212","1053899","1017330001","Central Harlem North-Polo Grounds                                          "
,"Hudson Guild, Inc.","441 West 26th Street","New York","NY","10001",,,"CB4","CD03","Hudson Guild Children's Renovation Project","Replacement of the current tile floor throughout the Center, replace existing doors with fire rated and unrated door openings, Wall repair, including: repairing, patching, priming and painting, upgrade elictrical systems, installation of door alarms on al","* 520,169.00","0.00","MANHATTAN","40.749196","-74.001815","97","1012827","1007240010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"DPR","Hudson River Park Trust","353 West Street @ Hudson Street (Pier 40, 2nd Fl.)","New York","NY","10014",,,"CB2","CD03","HRP Pier 40 Roof Repair & HRP Clinton Cove Lawn Upgrade","(1) - Strip existing roof surface to remove the remainingineffective waterproofing membrane, demolish seteriorated concrete structural planks, repair and patch the existing concrete from the mezzanine level to maintain structural capacity sufficient for c","* 650,000.00","500000.00","MANHATTAN","40.729719","-74.010622","69","1012249","1006560001","West Village                                                               "
,"Lenox Hill Hospital","100 East 77th Street","New York","NY","10075",,,"CB8","CD04","Moveable End of Life Equipment Replacement Project","Purchase moveable equipment for Urgent Care Center which will improve quality by reducing patient length of stay, avoiding the potential of complications and having improved surgical outcomes.","$186,872.00 ","0.00","MANHATTAN","40.774178","-73.961148","128","1082185","1014110001","Upper East Side-Carnegie Hill                                              "
,"Lenox Hill Hospital","100 East 77th Street","New York","NY","10075",,,"CB8","CD04","Emergency evacuation vehicle","The Medical Emergency Evacuation Vehicle is a multi-purpose vehicle capable of acting a mass evacuation ambulance for patients ranging from ambulatory to wheelchair and stretcher bound to patients requiring advanced life support treatments. It could also be utilized as mobile command center, triage and treatment center.","$285,000.00 ","0.00","MANHATTAN","40.774178","-73.961148","128","1082185","1014110001","Upper East Side-Carnegie Hill                                              "
"DDC","Lower Eastside Service Center, Inc.","80 Maiden Lane, 2nd Fl.","New York","NY","10038",,,"CB3","CD01","Electronic Health Record Upgrade","Expansion of LESC current electronic health record capabilities so its health care providers will know more about patients and be better able to coordinate and improve the quality of patient care","* 150,000.00","159000.00","MANHATTAN","40.707116","-74.007329","7","1001015","1000420031","Battery Park City-Lower Manhattan                                          "
,"Neighborhood Defender Service, Inc.","317 Lenox Avenue, 10th Fl.","New York","NY","10027",,,"CB10","CD09","Office Technology Project  ","Purchase (2) High Quality printers, (1) scanner, (25) Apple iPads, (2) Laptops, and presentation equipment (ELMO) for attorneys, social workers and paralegals, to print client letters, motions, research, etc. ","* 22,900.00","0.00","MANHATTAN","40.808291","-73.945122","222","1085673","1019107501","Central Harlem South                                                       "
,"Neighborhood Defender Service, Inc.","317 Lenox Avenue, 10th Fl.","New York","NY","10027",,,"CB10","CD09","Vehicle Purchase and stand Alone Equipment","Purchase 2-mid-sized four door sedan for use by criminal defense attorney, social workers, and investigators to interview incarcerated clients, interview witnesses, investigate crime scenes, serve process and the like. Clients are based in Upper manhattan","* 27,290.00","0.00","MANHATTAN","40.808291","-73.945122","222","1085673","1019107501","Central Harlem South                                                       "
,"New York Blood Center, Inc","310 East 67th Street","New York","NY","10065",,,"CB8","CD05","Purchase of an ImageStreamX Flow Cytometer machine","This equipment servesas a critical technology in biomedical research diagnostics, treat and prevent heartdisease, diabetes, sickle cell disease, thalassemia, HIV/AIDS, influenza, and SARS.","* 200,000.00","0.00","MANHATTAN","40.765386","-73.960171","118","1044750","1014410040","Lenox Hill-Roosevelt Island                                                "
,"New York City Mission Society","105 East 22nd Street","New York","NY","10010",,,"CB10","CD09","Roof Restoration Project","Structurally repair and restore the building's deteriorated roof to include a Teaching Kitchen and Roof garden assassible by elevator extending to the roof.","* 500,000.00","0.00","MANHATTAN","40.739265","-73.986215","68","1018010","1008780001","Gramercy                                                                   "
"DPR","New York Restoration Project","254 West 31st Street,    10th Fl","New York","NY","10001",,,"CB12","CD10","Peter J. Sharp Boathouse Repair Project","Renovation = Re-engineering of cathodic protection against corrosion, replacing corroded structural steel, and re-welding a failed structural pile, without this work the boathouse will sink.","* 250,000.00","257000.00","MANHATTAN","40.749734","-73.993532","101","1014347","1007800071","Midtown-Midtown South                                                      "
"EDC","Northern Manhattan Improvement Corporation","76 Wadsworth Street","New York","NY","10033",,,"CB12","CD10","Initial Outfitting Project","Provide all equipment , furniture, fixtures, and data, security and phone systems for new rented space at 45 Wadsworth Avenue.  ","* 500,000.00","500000.00",,,,,,,
