"loccode","prek_type","borough","locname","note","phone","address","zip","day_length","seats","spcoordx","spcoordy","email","website","meals","indoor_outdoor","extended_day","sems_code","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"KASR","NYCEEC","K","Glennwood Avenue Head Start","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-859-7720","3017 Glenwood Rd","11210","1","69","998938","170343","glenwood3017@gmail.com",,"3","3","1","22KASR","40.634022","-73.947517","17","45","786","3113939","3050050001","Flatbush                                                                   "
"KASZ","NYCEEC","K","East Midwood Hebrew Day School",,"718-253-1555","1256 East 21st St","11210","1","34","996742","166085","regina2@emhds.org","http://emhds.org","3","3","2","22KASZ","40.622596","-73.954755","14","45","760","3208324","3076200057","Midwood                                                                    "
"KATG","NYCEEC","K","Ahrc Francis Of Paola ELC",,"718-782-1462","201 Conselyea St","11211","1","6","1000019","199974","Teresa.DelPriore@ahrcnyc.org","http://schools.ahrcnyc.org","5","3","1","14KATG","40.715378","-73.943001","1","34","497","3070199","3028920007","East Williamsburg                                                          "
"KATR","NYCEEC","K","Warbasse Nursery School",,"718-266-5585","2785 West 5th St","11224","1","16","992605","150820","lauraok@warbassenurseryschool.com","http://warbassenurseryschool.com","5","7","1","21KATR","40.5804","-73.971636","13","47","35601","3320736","3072530001","West Brighton                                                              "
"KATZ","NYCEEC","K","Neptune Avenue Head Start","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-332-8524","293 Neptune Ave","11235","1","110","994173","151073","neptune293@gmail.com",,"3","3","1","21KATZ","40.581079","-73.964133","13","48","366","3196391","3072620017","Brighton Beach                                                             "
"KAUK","NYCEEC","K","NYL / WOC Midwood",,"718-382-1060","1520 East 13th St","11230","1","16","995048","162397","Jessica.Molina@yai.org","http://yai.org/agencies/nyl","5","3","2","21KAUK","40.612044","-73.960799","14","48","542","3329249","3067590001","Midwood                                                                    "
"KBIZ","NYCEEC","K","Shalva UPK I",,"718-438-0060","1363 50 St","11219","1","60","986780","170117","YYS@BobovSchool.com",,"5","9","3","20KBIZ","40.633685","-73.991389","12","44","236","3137765","3056420048","Borough Park                                                               "
"KAVQ","NYCEEC","K","Hebrew Educational Society","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-241-3000","9502 Seaview Ave","11236","1","63","1014511","169772","Alessandra@thehes.org","http://thehes.org","3","3","1","18KAVQ","40.632808","-73.89122","18","46","1028","3235056","3083180008","Canarsie                                                                   "
"KAWC","NYCEEC","K","Hanover Place CCC, LLC",,"347-916-0333","15 Hanover Pl","11201","1","160","989158","190182","rcacere@hanoverchildcare.com","http://hanoverchildcare.com","3","2","1","15KAWC","40.688827","-73.982454","2","33","37","3000462","3001610003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"KAWQ","NYCEEC","K","Macademy",,"718-221-5566","1313 Un St","11225","1","18","998505","183018","qkmacademy@aol.com","http://macademytech.org","5","8","1","17KAWQ","40.668857","-73.948787","9","35","319","3032953","3012690054","Crown Heights South                                                        "
"KAWX","NYCEEC","K","PAL World Of Creative Experiences Head Start","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-345-5219","280 Livonia Ave","11212","1","117","1010003","180674","dwhite@palnyc.org","http://palnyc.org","3","7","1","23KAWX","40.662765","-73.907449","16","42","918","3326581","3035900011","Brownsville                                                                "
"KAXC","NYCEEC","K","Bishop Sexton","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-778-0292","933 Herkimer St","11233","1","50","1005748","186420","aalleyne@stmarksheadstart.org","http://stmarksheadstart.org","3","7","2","16KAXC","40.678169","-73.922497","3","41","299","3329595","3017040025","Crown Heights North                                                        "
"KAXU","NYCEEC","K","University Settlement Children's Corner","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","212-453-4595","565 Livonia Ave","11207","1","68","1013032","181436","kcohen@universitysettlement.org","http://universitysettlement.org","2","3","2","19KAXU","40.664416","-73.896352","5","42","1130","3084621","3038030046","East New York (Pennsylvania Ave)                                           "
"KAXW","NYCEEC","K","Highlights Academy, Inc.",,"718-953-5555","1688 President St","11213","1","40","1003224","182225","highlightsacademy@yahoo.com","http://highlightsacademyinc.com","3","8","1","17KAXW","40.667031","-73.931702","9","35","351","3037942","3014080037","Crown Heights North                                                        "
"KAYF","NYCEEC","K","PAL La Puerta Abierta","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-373-1100","3001 West 37 St","11224","1","30","983647","147886","rbhattacharjee@palnyc.org","http://palnyc.org","2","6","1","21KAYF","40.573177","-74.002509","13","47","340","3189617","3070650001","Seagate-Coney Island                                                       "
"KAYL","NYCEEC","K","Puerto Rican Family Institute, Inc.",,"718-388-6060","185 Marcy Ave","11211","4","25","995872","197144","lisanchez@prfi.org",,"3","2","1","14KAYL","40.707729","-73.958337","1","33","529","3059752","3021510006","Williamsburg                                                               "
"KAYS","NYCEEC","K","Hawthorne Corners DCC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-282-7200","1950 Bedford Ave","11225","1","15","996233","178733","cornersdcc@verizon.net",,"3","6","1","17KAYS","40.65734","-73.956559","9","40","79601","3115676","3050450051","Prospect Lefferts Gardens-Wingate                                          "
"KAYU","NYCEEC","K","Bambi DCC, Inc.",,"718-771-1603","300 Rogers Ave","11225","1","58","997056","181950","bambicare@gmail.com","http://bambidcc.com","3","7","1","17KAYU","40.666084","-73.953652","9","35","323","3034151","3012950145","Crown Heights South                                                        "
"KAZC","NYCEEC","K","Talmud Torah Ohr Moshe",,"718-234-6100","1774 58th St","11204","1","20","988008","166331","ttohrmoshe@gmail.com",,"5","9","3","20KAZC","40.623606","-73.986815","12","44","244","3131451","3055040037","Borough Park                                                               "
"KAZM","NYCEEC","K","St. Francis Xavier",,"718-857-2559","763 President St","11215","1","36","990715","184947","taylordorothy763@yahoo.com","http://sfxsparkslope.org","7","3","1","15KAZM","40.674465","-73.977497","6","39","157","3020189","3009570017","Park Slope-Gowanus                                                         "
"KAZQ","NYCEEC","K","Bedford Stuyvesant ECDC",,"718-455-5565","281 Stuyvesant Ave","11221","1","18","1003046","188799","spiveys@bsecdc.org",,"5","9","3","16KAZQ","40.684933","-73.932441","3","36","295","3045801","3016560004","Stuyvesant Heights                                                         "
"KCQB","NYCEEC","K","Imaginarium Child",,"917-689-3300","1954 Ocean Ave","11230","1","12","996871","163066","info@imaginariumchild.com",,"5","9","3","22KCQB","40.614444","-73.954271","14","48","546","3181615","3067570042","Midwood                                                                    "
"KAZT","NYCEEC","K","Bushwick United HDFC 1","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-443-0134","136 Stanhope St","11221","1","65","1005666","193610","IRFANAK@BUSHWICKUNITED.ORG","http://bushwickunited.org","3","7","2","32KAZT","40.698099","-73.922976","4","37","421","3392942","3032660020","Bushwick South                                                             "
"KAZZ","NYCEEC","K","Cornerstone DCC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-574-8300","289 Lewis Ave","11221","1","20","1002163","189190","cornerstonedcc@aol.com",,"3","3","1","16KAZZ","40.68592","-73.935624","3","36","293","3045189","3016450076","Stuyvesant Heights                                                         "
"KBAE","NYCEEC","K","Block Institute",,"347-649-3601","133 27th Ave","11214","1","32","987750","154384","nwu@blockinstitute.org","http://blockinstitute.org","3","3","2","21KBAE","40.590852","-73.987369","13","47","306","3186885","3069000011","Gravesend                                                                  "
"KBAI","NYCEEC","K","Guild For Exceptional Children",,"718-435-2554","1273 57 St","11219","1","32","985107","169091","alice@gecbklyn.org","http://gecbklyn.org","2","3","2","20KBAI","40.630998","-73.997511","12","44","216","3140076","3056900042","Borough Park                                                               "
"KBAW","NYCEEC","K","Bet Yaakov Ohr Sarah",,"718-627-8758","1123 Ave N","11230","2","55","994613","163502","tsena@orotsarah.com",,"5","9","3","21KBAW","40.615246","-73.963056","14","48","768","3180770","3067400049","Midwood                                                                    "
"KBAY","NYCEEC","K","Bet Yaakov Ateret Torah",,"718-375-7100","2166 Coney Is Ave","11223","3","40","994746","159360","psoffice@ateret.net",,"4","3","1","21KBAY","40.6042","-73.961654","15","48","416","3394079","3066850034","Homecrest                                                                  "
"KBAZ","NYCEEC","K","Nat Azarow Children's Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-346-0924","232 Powell St","11212","1","40","1010873","182961","jcroskey@bksny.org","http://bksny.org","3","7","1","23KBAZ","40.668946","-73.903789","16","41","908","3084013","3037450001","Brownsville                                                                "
"KBBB","NYCEEC","K","Bambi Day Care IV",,"718-332-8656","405 81st St","11209","1","73","976957","167477","info@bambiacademy.com","http://bambidaycare.com","3","7","1","20KBBB","40.626187","-74.02632","10","43","138","3328847","3059890001","Bay Ridge                                                                  "
"KBBE","NYCEEC","K","PAL Carey Gardens","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-372-4044","2964 West 23rd St","11224","1","21","987018","148546","Kchase@palnyc.org","http://palnyc.org","3","7","1","21KBBE","40.574699","-73.989827","13","47","326","3321840","3070560014","Seagate-Coney Island                                                       "
"KBBL","NYCEEC","K","St. Peter's Preschool",,"718-647-1014","109 Highland Pl","11208","1","83","1017187","188019","claradv@aol.com",,"2","2","1","19KBBL","40.682594","-73.881465","5","37","1174","3087344","3039300032","Cypress Hills-City Line                                                    "
"KBBO","NYCEEC","K","Khyle Brenaj Kiddie Daycare Inc.",,"718-896-8108","9718 Flatlands Ave","11236","1","20","1011999","173864","parich@optonline.net",,"5","9","3","18KBBO","40.643812","-73.900416","18","46","988","3230136","3082050042","Canarsie                                                                   "
"KBBY","NYCEEC","K","Be Above #27","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","347-997-2488","779 East 49 St","11203","1","57","1003622","173410","beabove49street@yahoo.com",,"3","8","1","18KBBY","40.64264","-73.930408","17","45","840","3105709","3047700050","East Flatbush-Farragut                                                     "
"KBCV","NYCEEC","K","Tabernacle Church Of God DCC, Inc.",,"718-638-3209","34 Kosciuszko St","11205","3","60","997107","190731","tabernacleupk@verizon.net",,"3","7","1","13KBCV","40.690353","-73.953678","3","36","241","3049719","3017830023","Bedford                                                                    "
"KBCZ","NYCEEC","K","Pine Street Day Care",,"718-235-1150","872 - 874 Cres St","11208","2","78","1020888","181987","pinestreetdaycarecenter@verizon.net",,"5","9","3","19KBCZ","40.666179","-73.867696","5","42","1220","3000000","3045070017","East New York                                                              "
"KBDA","NYCEEC","K","Urban Strategies 1","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-235-6151","1091 Sutter Ave","11208","1","119","1018065","184170","usheadstart1@aol.com",,"3","7","2","19KBDA","40.671892","-73.878197","5","42","1194","3089620","3040390001","East New York                                                              "
"KBDC","NYCEEC","K","Cypress Hills CCC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-647-5005","108 Pne St","11208","1","38","1019317","188487","Jeromebass@yahoo.com","http://cypresshillschildcare.org","3","7","1","19KBDC","40.68407","-73.873386","5","37","117602","3327214","3041290008","Cypress Hills-City Line                                                    "
"KBDJ","NYCEEC","K","Cortelyou Academy",,"718-421-9581","2739 Bedford Ave","11210","1","18","997245","170999","sfrancis@mycecc.com","http://mycecc.com","5","9","3","22KBDJ","40.636256","-73.9535","14","45","770","3120796","3052250002","Flatbush                                                                   "
"KBDN","NYCEEC","K","Raven's ECC, Inc.",,"718-927-2316","1102 East 92nd St","11236","1","69","1010240","173314","info@ravensschool.org","http://ravensschool.org","3","2","1","18KBDN","40.6424","-73.906147","18","46","964","3229538","3081790076","Canarsie                                                                   "
"KBDT","NYCEEC","K","Mary Bobb Learning Academy",,"718-604-4400","1187 Nostrand Ave","11225","1","91","998081","179139","MaryBobbLearningAcademy@gmail.com","http://marybobb.com","3","2","1","17KBDT","40.65835","-73.95037","9","40","804","3107261","3048140007","Prospect Lefferts Gardens-Wingate                                          "
"KBDX","NYCEEC","K","BAbove Worldwide Institute - Tomer Devorah","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","347-402-5734","4500 9 Ave","11220","1","30","984552","173372","cklein@babove.com",,"3","5","1","15KBDX","40.642505","-73.998692","12","38","94","3337205","3007510048","Sunset Park East                                                           "
"KBOL","NYCEEC","K","Phebeana Preschool, Inc.",,"718-284-8147","160 Parkside Ave","11226","1","48","994507","177625","phebeanapreskool@aol.com",,"7","6","1","17KBOL","40.654449","-73.962962","14","40","50804","3115913","3050530018","Flatbush                                                                   "
"KBEB","NYCEEC","K","New Life CDC 4","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-366-1668","1307 Greene Ave","11237","1","74","1006606","193748","lilibeth_1307@hotmail.com",,"3","2","1","32KBEB","40.698371","-73.919235","4","37","431","3319570","3032870021","Bushwick North                                                             "
"KBEP","NYCEEC","K","Brooklyn Chinese American Assoc. Day Care","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-851-0869","713 43rd St","11232","1","93","983895","174718","acs@bca.net","http://bca.net","3","6","1","15KBEP","40.646062","-74.001308","7","38","92","3018327","3009247501","Sunset Park East                                                           "
"KBEQ","NYCEEC","K","Brooklyn Developmental Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-235-8800","888 Fountain Ave","11208","1","17","1021619","178530","shayswann@aol.com",,"3","3","1","19KBEQ","40.656717","-73.86441","5","42","1070","3327531","3045860300","East New York                                                              "
"KBES","NYCEEC","K","Bushwick United HDFC 6","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-453-5500","200 Central Ave","11221","1","64","1004804","193693","REGINAR@BUSHWICKUNITED.ORG","http://bushwickunited.org","3","2","1","32KBES","40.698397","-73.925727","4","34","423","3073408","3032280020","Bushwick South                                                             "
"KBEZ","NYCEEC","K","Friends Of Crown Heights Educational Center #11","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","929-234-5010","995 Carroll St","11225","1","57","996138","182583","Vgbenedio@foch.biz","http://fochdaycare.org","3","3","1","17KBEZ","40.66771","-73.957331","9","35","325","3033470","3012800054","Crown Heights South                                                        "
"KBFC","NYCEEC","K","Shirley Chisholm CCC Site 4 Somers","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-498-6200","33 Somers St","11233","1","36","1008674","186600","shirleychisholmdcc4@live.com",,"3","7","2","23KBFC","40.678664","-73.912016","16","41","371","3041852","3015380046","Ocean Hill                                                                 "
"KBFD","NYCEEC","K","St. Marks","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-287-7300","2017 Beverley Rd","11226","1","114","995491","174312","adenis@stmarksheadstart.org","http://stmarksheadstart.org","3","3","2","22KBFD","40.644891","-73.959742","14","40","51001","3117629","3051240057","Flatbush                                                                   "
"KBFN","NYCEEC","K","Strong Place For Hope DCC - 2nd Street","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-499-0747","333 2nd St","11215","1","27","988821","184821","strongplaceforhope2@hotmail.com","http://strongplaceforhopedaycare.com","3","6","1","15KBFN","40.673788","-73.983568","6","39","135","3346912","3009690052","Park Slope-Gowanus                                                         "
"KBFQ","NYCEEC","K","St. Andrews CDC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-492-9678","4917 Fourth Ave","11220","1","20","980895","174833",,"http://lutheranhealthcare.org/main/standrewscommunitydaycare.aspx","2","7","1","15KBFQ","40.646876","-74.01214","7","38","78","3012910","3007830001","Sunset Park West                                                           "
"KBGB","NYCEEC","K","Traditional Educational Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-443-2577","1469b Broadway","11221","1","29","1006823","189849","traditional1469@verizon.net",,"3","2","1","32KBGB","40.687556","-73.918636","4","34","397","3393150","3033730007","Bushwick South                                                             "
"KBGC","NYCEEC","K","Yeled V'Yalda",,"718-514-8930","1377 42nd St","11219","3","17","988159","171649","rherbst@yeled.org","http://yeled.org","6","6","1","20KBGC","40.638033","-73.98651","12","39","232","3135754","3055940046","Borough Park                                                               "
"KBGI","NYCEEC","K","Yeled V'Yalda 1257",,"718-514-8712","1257 38th St","11218","3","110","988054","173072","mhorowitz@yeled.org","http://yeled.org","3","3","1","15KBGI","40.641793","-73.986693","12","39","226","3394062","3052950047","Borough Park                                                               "
"KBGJ","NYCEEC","K","Mevakshei Hashem",,"718-435-8900","550 Ocean Pkwy","11226","1","36","991727","170485","pschiff@mevakshai.org",,"7","6","1","20KBGJ","40.63492","-73.972517","12","39","484","3127188","3053990032","Kensington-Ocean Parkway                                                   "
"KBGP","NYCEEC","K","Great Oaks Academy",,"718-915-3015","4718 Farragut Rd","11203","1","54","1003385","171412","rayed@mohdc.com","http://mohdcsmartstart.com","5","9","3","18KBGP","40.637305","-73.931174","17","45","932","3327647","3047860005","East Flatbush-Farragut                                                     "
"KBGS","NYCEEC","K","Urban Strategies 5 - Georgia L Mcmurray ECDC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-235-1215","675 Lincoln Ave","11208","1","40","1021389","184414","usdaycare3@optimum.net","http://childcarecenter.us","3","6","1","19KBGS","40.672675","-73.866436","5","42","1208","3095889","3042710005","East New York                                                              "
"KBGU","NYCEEC","K","New Life CDC 1","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-821-3432","295 Woodbine St","11237","1","65","1008316","192998","snewlife1@gmail.com",,"3","7","1","32KBGU","40.696412","-73.912941","4","37","435","3076869","3033620055","Bushwick North                                                             "
"KBGY","NYCEEC","K","Kreative Kare DCC, Inc.",,"718-386-3242","292 Palmetto St","11237","1","20","1008189","193091","kreativekare@aol.com",,"7","8","1","32KBGY","40.696805","-73.913702","4","37","435","3076842","3033620006","Bushwick North                                                             "
"KBIE","NYCEEC","K","All My Children Day Care Site 16",,"718-493-1100","739 East New York Ave","11203","1","18","1001497","180679","ckratz@amcearlylearn.com",,"3","6","1","17KBIE","40.662347","-73.938285","9","41","87401","3038483","3014280047","Prospect Lefferts Gardens-Wingate                                          "
"KBIS","NYCEEC","K","Yeled V'Yalda ECC, Inc.",,"718-514-8980","600 Mcdonald Ave","11218","3","45","989993","172288","Blemmer@yeled.org","http://yeled.org","5","9","3","20KBIS","40.639418","-73.978914","12","39","486","3125932","3053690006","Kensington-Ocean Parkway                                                   "
"KBJE","NYCEEC","K","Be Above 37","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-774-4131","570 Crown St","11213","1","60","1001038","181711","uly@yttl.org",,"3","7","1","17KBJE","40.665652","-73.939237","9","35","333","3393264","3014170007","Crown Heights South                                                        "
"KBJF","NYCEEC","K","Cooper Park CCC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-389-5959","292 Frost St","11222","1","14","1000976","201113","cooperpark@e-s-s.org","http://essnyc.org/ece","3","7","1","14KBJF","40.718895","-73.939633","1","34","449","3327829","3028670001","East Williamsburg                                                          "
"KBPV","NYCEEC","K","Ring Around The Rosie",,"718-492-7464","7104 13th Ave","11228","1","16","982762","166091","Ring7104@verizon.net",,"4","8","1","20KBPV","40.622487","-74.005169","10","43","196","3157619","3061770039","Dyker Heights                                                              "
"KBJH","NYCEEC","K","All My Children Day Care 10","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-576-6812","420 Lefferts Ave","11225","1","54","998876","180599","info@allmychildrendaycare.com","http://allmychildrendaycare.com","3","7","1","17KBJH","40.662571","-73.947213","9","40","806","3035444","3013310009","Prospect Lefferts Gardens-Wingate                                          "
"KBJI","NYCEEC","K","Marcy Children's Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-855-7252","494 Marcy Ave","11206","1","20","998055","193639","betinolr@e-s-s.org",,"3","7","1","14KBJI","40.698084","-73.949756","3","36","255","3325586","3017190001","Bedford                                                                    "
"KBJJ","NYCEEC","K","LSSMNY : Early Life Children's Center 8","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","347-689-8303","265 Marcus Garvey Blvd","11221","1","50","1001191","190131","SALLEYNE@LSSNY.ORG","http://early-life.org","3","1","1","16KBJJ","40.68862","-73.939152","3","36","279","3044209","3016240001","Stuyvesant Heights                                                         "
"KBJL","NYCEEC","K","Saratoga - Morris Koppelman Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-345-6666","774 Saratoga Ave","11212","1","40","1007616","180367","SAndrews@sco.org","http://sco.org","3","3","1","23KBJL","40.661915","-73.915578","16","41","894","3326658","3035680001","Brownsville                                                                "
"KBJO","NYCEEC","K","Yeled V'Yalda ECC, Inc.",,"718-854-6922","1349 / 53 50th St","11219","3","44","986692","170199","Sschwartz@yeled.org",,"3","3","1","20KBJO","40.63382","-73.991609","12","44","236","3137766","3056420053","Borough Park                                                               "
"KBJP","NYCEEC","K","PAL Arnold And Marie Schwartz Early Learn Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-342-4724","452 Pennsylvania Ave","11207","1","49","1013469","181965","ARudder@palnyc.org","http://palnyc.org","3","3","1","19KBJP","40.666064","-73.894388","5","42","1126","3084628","3038050026","East New York (Pennsylvania Ave)                                           "
"KBJQ","NYCEEC","K","Friends Of Crown Heights Educational Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","929-234-2866","921 Hegeman Ave","11208","1","53","1017772","181780","bobb@foch.biz","http://fochdaycare.org","3","4","1","19KBJQ","40.665508","-73.878716","5","42","1120","3097095","3043150040","East New York                                                              "
"KBJR","NYCEEC","K","Friends Of Crown Heights 19","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","929-234-2838","370 New Lots Ave","11207","1","61","1013858","180317","CSORIANO8@YAHOO.COM","http://fochdaycare.org","3","3","1","19KBJR","40.66168","-73.893433","5","42","1128","3096389","3042980007","East New York (Pennsylvania Ave)                                           "
"KBJS","NYCEEC","K","Friends Of Crown Heights 10","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","929-234-2821","1491 Bedford Ave","11216","1","51","996876","183970","Alexander@fochdaycare.org","http://fochdaycare.org","3","3","1","17KBJS","40.671739","-73.954672","8","35","219","3032188","3012530007","Crown Heights North                                                        "
"KBJU","NYCEEC","K","Shirley Chisholm DCC Site 5 Advent Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-452-1200","265 Sumpter St","11233","1","20","1007906","187363","advent265@aol.com",,"3","3","2","23KBJU","40.680601","-73.914761","16","41","371","3339185","3015200051","Ocean Hill                                                                 "
"KBJW","NYCEEC","K","YWCA - NYC Brownsville ELC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-342-2905","1592 East New York Ave","11212","1","9","1009505","184191","aalexander@ywcanyc.org","http://ywcanyc.org","3","7","1","23KBJW","40.672884","-73.909392","16","41","906","3339438","3034890001","Brownsville                                                                "
"KBJZ","NYCEEC","K","Saratoga II - Shirley Chisholm Center","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-443-4100","69 Saratoga Ave","11233","1","89","1007192","188674","ddavidson@sco.org","http://sco.org","3","7","1","23KBJZ","40.684487","-73.917493","16","41","373","3040195","3014980006","Ocean Hill                                                                 "
"KBKB","NYCEEC","K","Strong Place For Hope DCC - Atlantic","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-522-1351","460 Atlantic Ave","11217","1","32","988947","189201","Jrogers775@gmail.com","http://strongplaceforhopedaycare.com","3","3","1","15KBKB","40.686296","-73.983223","2","33","41","3000937","3001840025","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"KBKC","NYCEEC","K","Friends Of Crown Heights 16","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","929-234-2870","668 Logan St","11208","1","50","1018892","183179","gdublin4@foch.biz","http://fochdaycare.org","3","4","1","19KBKC","40.669503","-73.874884","5","42","1118","3098472","3044570001","East New York                                                              "
"KBON","NYCEEC","K","The Children's Center @ SUNY Brooklyn",,"718-221-6160","440 Lenox Rd","11203","1","16","999615","177570","maryann.moran@downstate.edu",,"5","9","3","18KBON","40.6545","-73.944495","17","40","816","3108105","3048560012","East Flatbush-Farragut                                                     "
"KBKE","NYCEEC","K","LSSMNY : Early Life Children's Center 9","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-443-4500","1175 Gates Ave","11221","1","71","1006405","191310","lsingh@lssny.org","http://lssny.org","3","1","1","32KBKE","40.691707","-73.919907","4","34","399","3076253","3033310025","Bushwick South                                                             "
"KBKF","NYCEEC","K","Williamsburg CCC","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","347-943-7682","110 Taylor St","11249","1","14","994313","196216","donatod@e-s-s.org","http://essny.org","3","7","1","14KBKF","40.705423","-73.963835","1","33","545","3341989","3021760001","Williamsburg                                                               "
"KBKH","NYCEEC","K","Bushwick United HDFC 9","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","347-497-3676","741 Flushing Ave","11206","1","29","1000023","194589",,"http://bushwickunited.org/","3","8","2","14KBKH","40.700603","-73.943003","1","33","507","3335515","3022760037","Bedford                                                                    "
"KBKJ","NYCEEC","K","Strong Place For Hope DCC - Clinton St.","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-624-2993","595 Clinton St","11231","1","39","983837","185141","strongplace@hotmail.com","http://strongplaceforhopedaycare.com","3","3","1","15KBKJ","40.675091","-74.001676","6","38","53","3008517","3005520005","Carroll Gardens-Columbia Street-Red Hook                                   "
"KBKK","NYCEEC","K","Friends Of Crown Heights 29","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-778-1498","1435 Prospect Pl","11213","1","42","1003982","184593","saunders@foch.biz","http://fochdaycare.org","7","3","2","16KBKK","40.673175","-73.929039","8","36","347","3036100","3013610066","Crown Heights North                                                        "
"KBKP","NYCEEC","K","All My Children # 11","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-576-6812","317 Rogers Ave","11225","1","47","997157","181800","info@amcearlylearn.com","http://allmychildrendaycare.com","3","7","1","17KBKP","40.665683","-73.953667","9","35","321","3034153","3012960001","Crown Heights South                                                        "
"KBKU","NYCEEC","K","Friends Of Crown Heights 15","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-638-8686","2505 Pitkin Ave","11208","1","72","1017610","185022","davis@foch.biz","http://fochdaycare.org","7","3","1","19KBKU","40.674284","-73.879746","5","37","1192","3089020","3040060037","East New York                                                              "
"KBKV","NYCEEC","K","United Academy - Wythe Avenue","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-935-9848","722 Wythe Ave","11249","1","20","994869","194894","sdsalamon@gmail.com",,"5","9","3","14KBKV","40.701848","-73.961662","1","33","539","3346162","3022030020","Williamsburg                                                               "
"KBKW","NYCEEC","K","Baais Yaakov Faigeh Of Schonberger Of Adas Yereim",,"718-435-5111","1169 43rd St","11219","3","36","986662","172538","yleifer@adasyereim.org",,"3","3","1","15KBKW","40.640281","-73.991741","12","39","224","3135866","3055970053","Borough Park                                                               "
