"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02290-0001","401 145 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"13","1910","10789","100337","9.3","235000","21.78","2-02285-0001","401 140 STREET
Bronx, NY 
(40.810411837191, -73.921897882772)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","14","1910","11510","107064","9.3","305000","26.5","0.25","2-02550-0007","218 ST ANNS AVENUE
Bronx, NY 
(40.806352785531, -73.917771344834)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","16","1910","13440","115858","8.62","271000","20.16","0.5"
"2-02615-0055","1225 BOSTON ROAD
Bronx, NY 
(40.829927670252, -73.901905456962)","2","10456","40.830039","-73.901727","3","16","149","2004311","2026150055","Morrisania-Melrose                                                         ",,,"25","1905","24930","229854","9.22","538000","21.58","2-02615-0029","622 169 STREET
Bronx, NY 
(40.831443554942, -73.901259160446)","MORRISANIA/LONGWOOD","C7-WALK-UP","24","1905","25790","237845","9.22","678000","26.3","0","2-02376-0049","3009 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","C7-WALK-UP","12","1905","11022","116136","10.54","361000","32.8","1"
"2-02474-0001","811 WALTON AVENUE
Bronx, NY 
(40.825435094622, -73.92526536183)","2","10451","40.825437","-73.925209","4","8","63","2002901","2024740001","West Concourse                                                             ",,,"150","1927","150640","1038831","6.9","2430000","16.13","2-02476-0022","975 WALTON AVENUE
Bronx, NY 
(40.829425898629, -73.922824572882)","MELROSE/CONCOURSE","D7-ELEVATOR","185","1927","279000","1839172","6.59","4310000","15.45","0.25","2-02458-0080","774 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","D1-ELEVATOR","86","1927","92950","686346","7.38","1610000","17.32","0.15"
"2-02931-0098","605 169 STREET
Bronx, NY 
(40.83190131863, -73.902344298592)","2",,,,,,,,,,,,"35","1931","41580","339708","8.17","795000","19.12","2-03237-0097","160 KINGSBRIDGE ROAD
Bronx, NY 
(40.870266345425, -73.904440241983)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","36","1927","39600","305614","7.72","715000","18.06","2.45","2-03298-0028","2986 BRIGGS AVENUE
Bronx, NY 
(40.871648293439, -73.884948880008)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1938","40381","283893","7.03","665000","16.47","2.75"
"2-02826-0011","1770 WALTON AVENUE
Bronx, NY 
(40.847569538062, -73.910185559477)","2","10453","40.847659","-73.910152","5","14","22701","2007880","2028260011","Mount Hope                                                                 ",,,"37","1925","29600","311984","10.54","730000","24.66","2-02829-0030","55 179 STREET
Bronx, NY 
(40.852197110553, -73.907498623411)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","33","1923","29655","302777","10.21","941000","31.7","0.35","2-02829-0042","2030 WALTON AVENUE
Bronx, NY 
(40.853239671904, -73.906614148806)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","36","1924","26835","282840","10.54","879000","32.8","0.35"
"2-05797-0213","525 238 STREET
Bronx, NY 
(40.888291972044, -73.908047846175)","2",,,,,,,,,,,,"70","1926","117929","1238254","10.5","3850000","32.6","2-05777-0714","3820 WALDO AVENUE
Bronx, NY 
(40.887612569628, -73.903677211778)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","66","1923","76677","897486","11.7","3100000","40.4","0.3","2-05776-0614","226 242 STREET
Bronx, NY 
(40.889516231727, -73.898878106594)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","61","1924","61500","635900","10.34","1980000","32.2","0.4"
"2-05909-0970","4555 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.892797","-73.908499","8","11","30701","2085806","2059090970","North Riverdale-Fieldston-Riverdale                                        ",,,"159","1953","217360","2717000","12.5","9370000","43.1","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2849258","12.02","9830000","41.5","0","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2293757","14.34","8370000","52","0.2"
"2-02740-0071","874 MANIDA STREET
Bronx, NY 
(40.818208731316, -73.889990566032)","2","10474","40.818053","-73.889945","2","17","93","2005981","2027400071","Hunts Point                                                                ",,,"19","1910","14880","168144","11.3","394000","26.5","2-02762-0049","1216 SENECA AVENUE
Bronx, NY 
(40.818697363291, -73.888472786965)","HUNTS POINT","C1-WALK-UP","26","1910","18470","159634","8.64","374000","20.25","0.05","2-02740-0073","1002 GARRISON AVENUE
Bronx, NY 
(40.818778317535, -73.890305881921)","HUNTS POINT","C1-WALK-UP","21","1910","15915","180151","11.32","560000","35.2","0"
"2-03271-0210","180 VAN CORTLANDT PARK
Bronx, NY 
(40.886350774414, -73.898948145431)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,"73","1956","78864","890658","11.29","2770000","35.1","2-02844-0105","1459 WYTHE PLACE
Bronx, NY 
(40.840478374278, -73.914245932949)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","73","1929","76000","890658","11.72","3070000","40.4","3.2","2-03343-0126","3320 RESERVOIR OVAL
Bronx, NY 
(40.877000183457, -73.876047771332)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","73","1959","75821","742035","9.79","2120000","28","1.4"
"2-05628-0008","30 CAROLL STREET
Bronx, NY 
(40.84513242904, -73.788873766273)","2",,,,,,,,,,,,"12","1920","6480","105624","16.3","418000","65","2-03143-0172","2245 WEBSTER AVENUE
Bronx, NY 
(40.85518064593, -73.896314711948)","FORDHAM","C1-WALK-UP","12","1911","9684","120466","12.44","416000","43","5.6","2-05333-0106","1235 BRADFORD AVENUE
Bronx, NY 
(40.836009927639, -73.830171089)","SCHUYLERVILLE/PELHAM BAY","C1-WALK-UP","13","1929","6510","106680","16.39","422000","65","2.25"
"2-03267-0060","3119 BAILEY AVENUE
Bronx, NY 
(40.87808240935, -73.902398859164)","2","10463","40.878401","-73.902104","8","14","277","2016156","2032670060","Van Cortlandt Village                                                      ",,,"66","1961","65000","685085","10.54","2130000","32.8","2-03156-0044","2056 ANTHONY AVENUE
Bronx, NY 
(40.852373569302, -73.902261586247)","FORDHAM","D1-ELEVATOR","66","1942","64963","678863","10.45","2110000","32.5","1.85","2-04348-0005","2310 HOLLAND AVENUE
Bronx, NY 
(40.85984893906, -73.865545616524)","PELHAM PARKWAY NORTH","D1-ELEVATOR","66","1951","65250","640626","9.82","1650000","25.3","2.3"
"2-03256-0156","2865 KINGSBRIDGE TERRACE
Bronx, NY 
(40.874151360829, -73.902725942062)","2","10463","40.874317","-73.902631","8","14","273","2015735","2032560156","Van Cortlandt Village                                                      ",,,"106","1965","111300","1315951","11.82","3080000","27.7","2-02483-0059","831 GERARD AVENUE
Bronx, NY 
(40.826378581411, -73.925646128036)","MELROSE/CONCOURSE","D3-ELEVATOR","100","1938","107250","943355","8.8","2430000","22.66","3.5","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1316992","11.72","4540000","40.4","3.45"
"2-04663-0028","724 216 STREET
Bronx, NY 
(40.881184813398, -73.863181192863)","2",,,,,,,,,,,,"19","1928","19292","159089","8.25","372000","19.28","2-03753-0044","1163 BEACH AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","SOUNDVIEW","C1-WALK-UP","19","1927","19200","220800","11.5","762000","39.7","3.55","2-04440-0007","2502 BARNES AVENUE
Bronx, NY 
(40.863234119288, -73.863560414398)","PELHAM PARKWAY NORTH","C1-WALK-UP","19","1924","17168","104730","6.1","245000","14.27","1.15"
"2-03283-0013","2716 MARION AVENUE
Bronx, NY 
(40.865770602573, -73.889241850695)","2","10458","40.865728","-73.889335","7","15","40502","2016495","2032830013","Bedford Park-Fordham North                                                 ",,,"74","1950","88400","891072","10.08","2540000","28.7","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1063504","10.52","3300000","32.7","0.55","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","685849","9.63","1960000","27.5","0.4"
"2-03105-0005","2420 BEAUMONT AVENUE
Bronx, NY 
(40.854741382788, -73.884114476924)","2","10458","40.854709","-73.884166","6","15","389","2012903","2031050005","Belmont                                                                    ",,,"17","1912","11580","127380","11","298000","25.7","2-03090-0036","691 188 STREET
Bronx, NY 
(40.855379579765, -73.88458475011)","BELMONT","C1-WALK-UP","20","1913","17845","220432","12.35","761000","42.6","0.05","2-03114-0075","775 185 STREET
Bronx, NY 
(40.852444165118, -73.882778161138)","BELMONT","C1-WALK-UP","20","1931","17200","178500","10.38","555000","32.3","0.15"
"2-03149-0061","2025 VALENTINE AVENUE
Bronx, NY 
(40.849455668917, -73.9009170266)","2","10457","40.851293","-73.900391","5","15","381","2013522","2031490061","Mount Hope                                                                 ",,,"36","1940","37350","356692","9.55","835000","22.36","2-03146-0023","2340 VALENTINE AVENUE
Bronx, NY 
(40.857919525087, -73.897691638469)","FORDHAM","D1-ELEVATOR","49","1927","38500","447009","11.61","1540000","40","0.45","2-03149-0118","253 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","FORDHAM","D1-ELEVATOR","37","1939","32175","292722","9.1","835000","26","0.25"
"2-03398-0044","4380 VIREO AVENUE
Bronx, NY 
(40.901068587196, -73.862781437345)","2","10470","40.901183","-73.862761","12","11","45102","2019824","2033980044","Woodlawn-Wakefield                                                         ",,,"127","1958","109206","1461293","13.38","5330000","48.8","2-04087-0033","1541 WILLIAMSBRIDGE ROAD
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRIS PARK/VAN NEST","D3-ELEVATOR","125","1928","107340","1220868","11.37","4210000","39.2","3.75","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1461293","10.85","4540000","33.7","2.3"
"2-03252-0052","3975 SEDGWICK AVENUE
Bronx, NY 
(40.8827465541, -73.889400427016)","2","10463","40.882649","-73.889491","8","11","281","2095200","2032520052","Van Cortlandt Village                                                      ",,,"317","1968","425070","3663456","8.62","8580000","20.18","2-02944-0001","1803 CROTONA PARK
Bronx, NY 
(40.842386268028, -73.893991003208)","CROTONA PARK","D3-ELEVATOR","281","1962","286346","3081083","10.76","7210000","25.2","2.8","2-04347-0007","2324 BOSTON ROAD
Bronx, NY 
(40.8599324848, -73.867191510629)","PELHAM PARKWAY NORTH","D1-ELEVATOR","322","1963","337570","3666010","10.86","11400000","33.8","1.95"
"2-05799-0073","3601 JOHNSON AVENUE
Bronx, NY 
(40.886696758224, -73.909690411599)","2","10463","40.886839","-73.909625","8","11","297","2084204","2057990073","Spuyten Duyvil-Kingsbridge                                                 ",,,"90","1955","115597","1329365","11.5","4590000","39.7","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1174179","11.68","4050000","40.3","0.2",,,,,,,,,,,,
"2-05738-0366","3030 JOHNSON AVENUE
Bronx, NY 
(40.882338063147, -73.910869436909)","2","10463","40.881515","-73.911289","8","11","295","2083416","2057380366","Spuyten Duyvil-Kingsbridge                                                 ",,,"60","1966","64310","707410","11","2200000","34.2","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","821627","11.32","2550000","35.1","0.3","2-05625-0065","30 PILOT STREET
Bronx, NY 
(40.840783040315, -73.786457638424)","CITY ISLAND","D1-ELEVATOR","79","1964","63000","652041","10.35","2030000","32.2","7.1"
"2-05802-1294","6035 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.891859","-73.897216","8","11","351","2084217","2058021294","North Riverdale-Fieldston-Riverdale                                        ",,,"103","1961","107627","1237710","11.5","4270000","39.7","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2104803","13.81","7680000","50","0.9","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1174179","11.68","4050000","40.3","0.85"
"2-02799-0022","1776 TOPPING AVENUE
Bronx, NY 
(40.846179276639, -73.905603932025)","2","10457","40.846019","-73.905636","5","15","22901","2007497","2027990022","Mount Hope                                                                 ",,,"25","1931","21080","239047","11.34","743000","35.2","2-02810-0050","219 ECHO PLACE
Bronx, NY 
(40.849817154069, -73.904938715567)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","31","1939","21600","244878","11.34","761000","35.2","0.3","2-02877-0458","1759 MONTGOMERY AVENUE
Bronx, NY 
(40.850763453977, -73.918129803818)","HIGHBRIDGE/MORRIS HEIGHTS","D9-ELEVATOR","21","1921","21250","252327","11.87","871000","41","0.8"
"2-05845-1825","5500 FIELDSTON ROAD
Bronx, NY 
(40.902813610491, -73.901326684701)","2","10471","40.903245","-73.901058","8","11","345","2112632","2058451825","North Riverdale-Fieldston-Riverdale                                        ",,,"180","1960","263206","3158472","12","10900000","41.4","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2849258","12.02","9830000","41.5","0.9","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2104803","13.81","7680000","50","1.1"
"2-02508-0041","1015 ANDERSON AVENUE
Bronx, NY 
(40.832546713584, -73.926988212131)","2","10452","40.832599","-73.926947","4","8","189","2003144","2025080041","Highbridge                                                                 ",,,"22","1922","23802","214218","9","502000","21.09","2-02536-0001","1406 MERRIAM AVENUE
Bronx, NY 
(40.842792773933, -73.924719708177)","HIGHBRIDGE/MORRIS HEIGHTS","D7-ELEVATOR","40","1922","36000","340718","9.46","972000","27","0.7",,,,,,,,,,,,
"2-04317-0037","2191 BOLTON STREET
Bronx, NY 
(40.856384615706, -73.868679391149)","2","10462","40.856062","-73.868659","11","13","22401","2049374","2043170037","Pelham Parkway                                                             ",,,"54","1941","44270","408169","9.22","1160000","26.2","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","652102","9.22","1530000","21.64","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","703486","10.02","2010000","28.6","0"
"2-03396-0021","4265 WEBSTER AVENUE
Bronx, NY 
(40.897991048131, -73.862487867703)","2","10470","40.89793","-73.862482","12","11","45101","2019775","2033960021","Woodlawn-Wakefield                                                         ",,,"53","1955","62015","663560","10.7","2060000","33.2","2-03256-0020","201 KINGSBRIDGE ROAD
Bronx, NY 
(40.866095430305, -73.894130937368)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","54","1998","76362","885799","11.6","3060000","40.1","2.7","2-04365-0064","1135 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY NORTH","D1-ELEVATOR","53","1955","57000","583553","10.24","1810000","31.8","2.65"
"2-04293-0010","2080 BARNES AVENUE
Bronx, NY 
(40.853641056481, -73.863863209565)","2","10462","40.853081","-73.863894","11","13","228","2048829","2042930010","Pelham Parkway                                                             ",,,"96","1951","127000","1068070","8.41","2760000","21.73","2-04222-0028","1540 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","61","1953","91705","771254","8.41","1990000","21.7","1.15","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1316992","11.72","4540000","40.4","1.15"
"2-03252-0237","3989 HILLMAN AVENUE
Bronx, NY 
(40.883458688577, -73.890844968398)","2","10463","40.883359","-73.890897","8","11","281","2092447","2032520237","Van Cortlandt Village                                                      ",,,"48","1941","30552","439884","14.4","1030000","33.7","2-03326-0060","3310 KOSSUTH AVENUE
Bronx, NY 
(40.879343142541, -73.881987730873)","BEDFORD PARK/NORWOOD","C1-WALK-UP","48","1928","34620","478851","13.83","1750000","51","0.6","2-04322-0043","2179 MATTHEWS AVENUE
Bronx, NY 
(40.856133797363, -73.862912097751)","PELHAM PARKWAY SOUTH","C9-WALK-UP","48","1948","35960","432598","12.03","1490000","41.4","2.4"
"2-03251-0420","3400 PAUL AVENUE
Bronx, NY 
(40.877088902777, -73.88957359898)","2","10468","40.87719","-73.889569","7","11","409","2015444","2032510420","Van Cortlandt Village                                                      ",,,"352","1967","381213","4287758","11.25","10000000","26.2","2-03668-0001","920 THIERIOT AVENUE
Bronx, NY 
(40.82404871944, -73.862582938457)","SOUNDVIEW","D3-ELEVATOR","459","1965","490000","4287758","8.75","11100000","22.65","3.95","2-03672-0001","1965 LAFAYETTE AVENUE
Bronx, NY 
(40.82229539387, -73.85643000838)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","353","1969","400932","2970226","7.41","6950000","17.33","4.15"
"2-05743-0203","2550 INDEPENDENCE AVENUE
Bronx, NY 
(40.880352956203, -73.920833635135)","2","10463","40.880369","-73.919741","8","11","29301","2083470","2057430203","Spuyten Duyvil-Kingsbridge                                                 ",,,"142","1959","200314","2403768","12","8290000","41.4","2-04222-0046","1560 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","177","1960","184500","1831024","9.92","5220000","28.3","4.4","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2849258","12.02","9830000","41.5","0.9"
"2-02810-0026","250 178 STREET
Bronx, NY 
(40.850245148692, -73.903860214205)","2",,,,,,,,,,,,"60","1936","70000","739900","10.57","1730000","24.71","2-02804-0052","215 MT HOPE PLACE
Bronx, NY 
(40.848372393423, -73.905774105232)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","73","1937","78000","824592","10.57","2350000","30.1","0.1","2-02807-0070","2015 CRESTON AVENUE
Bronx, NY 
(40.851983051778, -73.905583349029)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","67","1939","68000","462247","6.8","1080000","15.88","0.2"
"2-03252-0135","4016 HILLMAN AVENUE
Bronx, NY 
(40.883726885897, -73.890552839642)","2","10463","40.883811","-73.890516","8","11","281","2015454","2032520135","Van Cortlandt Village                                                      ",,,"30","1947","31150","268317","8.61","628000","20.16","2-03636-0001","1735 LAFAYETTE AVENUE
Bronx, NY 
(40.820880681418, -73.866932244877)","SOUNDVIEW","C1-WALK-UP","32","1929","31300","422237","13.49","1540000","49.2","4.4","2-04248-0026","2954 196 STREET
Bronx, NY 
(40.854141557314, -73.829667234241)","SCHUYLERVILLE/PELHAM BAY","C1-WALK-UP","33","1932","31500","354690","11.26","1100000","34.9","3.8"
"2-04256-0008","1954 UNIONPORT ROAD
Bronx, NY 
(40.850109890091, -73.868669223068)","2","10462","40.849999","-73.868754","11","15","230","2047875","2042560008","Van Nest-Morris Park-Westchester Square                                    ",,,"83","1928","63540","565506","8.9","1460000","22.98","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","724971","8.9","1870000","22.96","0.15","2-04285-0010","2036 CRUGER AVENUE
Bronx, NY 
(40.851373130657, -73.866758916347)","MORRIS PARK/VAN NEST","D1-ELEVATOR","43","1937","43854","418153","9.54","1190000","27.1","0.15"
"2-05953-0038","5700 ARLINGTON AVENUE
Bronx, NY 
(40.906488104898, -73.906727850299)","2","10471","40.906656","-73.906827","8","11","323","2086319","2059530038","North Riverdale-Fieldston-Riverdale                                        ",,,"437","1961","404890","5587482","13.8","20400000","50","2-05909-0825","630 246 STREET
Bronx, NY 
(40.892304399856, -73.911313521866)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8806810","19.87","38200000","86","1.15","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","3.8"
"2-02488-0036","1175 GERARD AVENUE
Bronx, NY 
(40.834743862967, -73.920728376782)","2","10452","40.834706","-73.920721","4","16","197","2003002","2024880036","West Concourse                                                             ",,,"44","1924","51000","459000","9","1070000","20.98","2-02463-0026","115 MC CLELLAN STREET
Bronx, NY 
(40.833498536994, -73.920143755574)","MELROSE/CONCOURSE","C1-WALK-UP","44","1924","38823","296414","7.64","765000","19.7","0.1","2-02456-0023","1057 SHERIDAN AVENUE
Bronx, NY 
(40.830516077408, -73.918890716154)","MELROSE/CONCOURSE","C7-WALK-UP","49","1924","34546","357593","10.35","1110000","32.1","0.3"
"2-03260-0005","2860 BAILEY AVENUE
Bronx, NY 
(40.874743714617, -73.904613998992)","2","10463","40.87506","-73.904503","8","14","273","2015884","2032600005","Van Cortlandt Village                                                      ",,,"78","1955","77760","1108525","14.26","4050000","52","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1108525","10.17","3160000","29","0.75","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1085344","11.7","3740000","40.3","0.85"
"2-02992-0018","1898 DALY AVENUE
Bronx, NY 
(40.840901476535, -73.884417621199)","2","10460","40.840393","-73.884744","6","17","359","2099916","2029920018","East Tremont                                                               ",,,"16","1993","15840","260295","16.43","1030000","65","2-03077-0050","2463 HUGHES AVENUE
Bronx, NY 
(40.856473248628, -73.885857632554)","BELMONT","C1-WALK-UP","16","2004","13520","260295","19.25","1130000","84","1.1","2-03199-0007","2392 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","16","2005","15712","302456","19.25","1310000","83","1.8"
"2-03092-0006","1974 CROTONA AVENUE
Bronx, NY 
(40.845958864518, -73.890627388925)","2","10457","40.845929","-73.890676","6","17","371","2012615","2030920006","East Tremont                                                               ",,,"25","1927","24100","234975","9.75","550000","22.82","2-03096-0052","2120 CROTONA AVENUE
Bronx, NY 
(40.848828938944, -73.88822348895)","EAST TREMONT","C1-WALK-UP","35","1914","24540","255131","10.4","793000","32.3","0.2","2-03107-0016","800 179 STREET
Bronx, NY 
(40.845173551374, -73.886736166802)","EAST TREMONT","C1-WALK-UP","29","1912","20300","233417","11.5","805000","39.7","0.2"
"2-02683-0100","1021 AVENUE ST
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"79","1925","61878","504924","8.16","1180000","19.07","2-02742-0043","952 ALDUS STREET
Bronx, NY 
(40.823101058499, -73.890691969354)","MORRISANIA/LONGWOOD","C1-WALK-UP","19","1925","15780","128700","8.16","332000","21.04","0.75","2-02757-0014","1244 WESTCHESTER AVENUE
Bronx, NY 
(40.82665396334, -73.888019489245)","MORRISANIA/LONGWOOD","C1-WALK-UP","58","1925","43565","388600","8.92","910000","20.89","1.05"
"2-05713-0107","290 232 STREET
Bronx, NY 
(40.881736548268, -73.906890975151)","2",,,,,,,,,,,,"117","1966","122000","1409100","11.55","3300000","27","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1503878","11.7","5190000","40.4","0.25","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1164030","12.57","4020000","43.4","0.25"
"2-04162-0002","1720 MAYFLOWER AVENUE
Bronx, NY 
(40.845309172067, -73.834490460713)","2","10461","40.845892","-73.83443","10","13","26601","2045913","2041620002","Pelham Bay-Country Club-City Island                                        ",,,"120","1966","127000","1445260","11.38","3380000","26.6","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1274936","11.38","4400000","39.3","0.3",,,,,,,,,,,,
"2-03112-0003","803 182 STREET
Bronx, NY 
(40.848809991318, -73.883928410382)","2",,,,,,,,,,,,"44","1931","35715","348221","9.75","815000","22.82","2-03084-0008","670 GARDEN STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","BELMONT","C1-WALK-UP","42","1923","33350","331037","9.93","944000","28.3","0.2","2-03089-0001","685 183 STREET
Bronx, NY 
(40.852212958769, -73.886180984148)","BELMONT","C1-WALK-UP","45","1913","37392","393435","10.52","1220000","32.6","0.3"
"2-02521-0001","127 170 STREET
Bronx, NY 
(40.839486520667, -73.915647120165)","2",,,,,,,,,,,,"40","1925","39432","437695","11.1","1020000","25.9","2-02510-0017","1230 WOODYCREST AVENUE
Bronx, NY 
(40.8374739703, -73.924208865337)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","41","1925","44743","449704","10.05","1280000","28.6","0.3","2-02510-0087","1165 SHAKESPEARE AVENUE
Bronx, NY 
(40.835832432137, -73.923567513044)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","37","1925","32898","365386","11.11","1140000","34.7","0.35"
