"vio_id","acct_num","acct_owner","violation_num","vio_law_num","vio_law_desc","vio_date","action","prem_addr","bin","communitydistrict","citycouncildistrict","bbl","cent_latitude","cent_longitude","zipcode","borough","number","street","census_tract","nta"
"192","37120532","CBRE/GLOBAL CORP SERVICE","E548221","OTHER0001","SEE FOLDER INFORMATION","2018-07-12T00:00:00.000","OPEN","200 VESEY ST","1000059","101","1","1000160140","40.71357","-74.014883","10281","MN","200","VESEY ST","31703","Battery Park City-Lower Manhattan"
"193","38277257","BROOKFIELD/AMERICAN EXP","E539603","OTHER0001","SEE FOLDER INFORMATION","2018-07-19T00:00:00.000","OPEN","200 VESEY ST","1000059","101","1","1000160140","40.71357","-74.014883","10281","MN","200","VESEY ST","31703","Battery Park City-Lower Manhattan"
"194","36241180","BROOKFIELD OFFICE PROPER","E459080","OTHER0001","SEE FOLDER INFORMATION","2016-06-22T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"195","29154010","BROOKFIELD FINAN. PROP.","E329373","OTHER0001","SEE FOLDER INFORMATION","2011-08-05T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"196","38294112","BROOKFIELD PROPERTY","E539882","OTHER0001","SEE FOLDER INFORMATION","2018-08-23T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"197","38119053","BROOKFIELD PROPERTIES","E431472","OTHER0001","SEE FOLDER INFORMATION","2017-11-25T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"198","91005199","WFP TOWER D.CO, LP","E467264","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2016-04-04T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"199","91005199","WFP TOWER D.CO, LP","E460317","EAP-2","FAILURE TO AMEND EAP PLAN","2017-01-30T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"200","35089754","BROOKFIELD OFFICE PROPER","E430123","OTHER0001","SEE FOLDER INFORMATION","2015-07-25T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"201","37287414","BROOKFIELD OFFICE","E523511","OTHER0001","SEE FOLDER INFORMATION","2018-03-07T00:00:00.000","OPEN","250 VESEY ST","1000060","101","1","1000160150","40.713987","-74.015878","10281","MN","250","VESEY ST","31703","Battery Park City-Lower Manhattan"
"202","35201144","DUNKIN DOUGHNUTS","E438277","OTHER0001","SEE FOLDER INFORMATION","2015-03-23T00:00:00.000","OPEN","19 RECTOR ST","1000794","101","1","1000187501","40.707871","-74.014085","10006","MN","19","RECTOR ST","13","Battery Park City-Lower Manhattan"
"203","89050348","88 GREENWICH OWNER LLC","E284366","HRU-13","RESTORE FIRE ALARM SYSTEM","2009-09-17T00:00:00.000","OPEN","19 RECTOR ST","1000794","101","1","1000187501","40.707871","-74.014085","10006","MN","19","RECTOR ST","13","Battery Park City-Lower Manhattan"
"204","89050348","88 GREENWICH OWNER LLC","E515728","HR-4","PROVIDE FSP FOR APPROVAL-OFFICE","2017-09-06T00:00:00.000","OPEN","19 RECTOR ST","1000794","101","1","1000187501","40.707871","-74.014085","10006","MN","19","RECTOR ST","13","Battery Park City-Lower Manhattan"
"205","33020173","GREENWICH CLUB RESIDENCE","E169997","OTHER0001","SEE FOLDER INFORMATION","2012-12-06T00:00:00.000","OPEN","88 GREENWICH ST","1000794","101","1","1000187501","40.707871","-74.014085","10006","MN","88","GREENWICH ST","13","Battery Park City-Lower Manhattan"
"206","35367325","GREENWICH CLUB RESIDENCE","E523133","OTHER0001","SEE FOLDER INFORMATION","2018-04-11T00:00:00.000","OPEN","88 GREENWICH ST","1000794","101","1","1000187501","40.707871","-74.014085","10006","MN","88","GREENWICH ST","13","Battery Park City-Lower Manhattan"
"207","35201144","DUNKIN DOUGHNUTS","E438277","OTHER0001","SEE FOLDER INFORMATION","2015-03-23T00:00:00.000","OPEN","19 RECTOR ST","1000794","101","1","1000187501","40.707871","-74.014085","10006","MN","19","RECTOR ST","13","Battery Park City-Lower Manhattan"
"208","95004123","46 TRINITY PLACE LLC","E282201","EAP-4","PROVIDE EAPD HOLDING A COF","2009-03-04T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"209","95004123","46 TRINITY PLACE LLC","E354905","EAP-1","PREPARE EAP PLAN AS PER GUIDELINE","2012-06-19T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"210","95004123","46 TRINITY PLACE LLC","E 482650","HR-3","NO FSD OR DFSD ON DUTY","2017-08-08T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"211","95004123","46 TRINITY PLACE LLC","E526874","OTHER0001","SEE FOLDER INFORMATION","2018-01-23T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"212","95004123","46 TRINITY PLACE LLC","E526874","HRU-22","REMOVE OBSTRUCTION FROM HALL/CORR","2018-01-23T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"213","95004123","46 TRINITY PLACE LLC","E526475","OTHER0001","SEE FOLDER INFORMATION","2018-01-23T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"214","95004123","46 TRINITY PLACE LLC","E526477","HRU-28","PROVIDE COMM FROM FCS TO ELEV.","2018-01-23T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"215","95004123","46 TRINITY PLACE LLC","E226533","HR-2","PROVIDE FSD & DEPUTY FSD","2008-01-16T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"216","95004123","46 TRINITY PLACE LLC","E526371","HRU-39","FAILURE TO MAINTAIN ELEVATORS","2018-03-08T00:00:00.000","OPEN","46 TRINITY PL","1000799","101","1","1000190019","40.707663","-74.013396","10006","MN","46","TRINITY PL","13","Battery Park City-Lower Manhattan"
"217","38009627","TRINITY MORRIS CORP","E548045","OTHER0001","SEE FOLDER INFORMATION","2018-05-21T00:00:00.000","OPEN","29 BROADWAY","1000802","101","1","1000200001","40.70616","-74.013583","10006","MN","29","BROADWAY","13","Battery Park City-Lower Manhattan"
"218","36291243","466-26 SOHO LLC","E464519","OTHER0001","SEE FOLDER INFORMATION","2016-08-25T00:00:00.000","OPEN","35 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","35","BROADWAY","13","Battery Park City-Lower Manhattan"
"219","30118145","39 CAMMEBY'S LLC","E305650","OTHER0001","SEE FOLDER INFORMATION","2010-06-22T00:00:00.000","OPEN","39 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","39","BROADWAY","13","Battery Park City-Lower Manhattan"
"220","31150287","39 CAM LLC","E346478","OTHER0001","SEE FOLDER INFORMATION","2012-06-27T00:00:00.000","OPEN","39 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","39","BROADWAY","13","Battery Park City-Lower Manhattan"
"221","89049415","39 CAM LLC","E302961","HRU-10","REMOVE OBSTRUCTION TO STAIRS","2010-09-15T00:00:00.000","OPEN","39 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","39","BROADWAY","13","Battery Park City-Lower Manhattan"
"222","89049415","39 CAM LLC","E302961","HRU-10","REMOVE OBSTRUCTION TO STAIRS","2010-09-15T00:00:00.000","OPEN","39 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","39","BROADWAY","13","Battery Park City-Lower Manhattan"
"223","89049415","39 CAM LLC","E30296110","HRU-8","V.O. ENFORCED-SUMMONS ISSUED","2018-09-24T00:00:00.000","OPEN","39 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","39","BROADWAY","13","Battery Park City-Lower Manhattan"
"224","89049415","39 CAM LLC","E30296110","HRU-8","V.O. ENFORCED-SUMMONS ISSUED","2018-09-24T00:00:00.000","OPEN","39 BROADWAY","1000803","101","1","1000200004","40.706348","-74.013417","10006","MN","39","BROADWAY","13","Battery Park City-Lower Manhattan"
"225","30273072","CAMMEBY'S MANAGEMENT CO","E305856","OTHER0001","SEE FOLDER INFORMATION","2010-08-23T00:00:00.000","OPEN","45 BROADWAY","1000804","101","1","1000200009","40.706545","-74.013261","10006","MN","45","BROADWAY","13","Battery Park City-Lower Manhattan"
"226","89040646","CAMMEBY'S MGMT CO LLC","E338180","EAP-1","PREPARE EAP PLAN AS PER GUIDELINE","2012-07-20T00:00:00.000","OPEN","45 BROADWAY","1000804","101","1","1000200009","40.706545","-74.013261","10006","MN","45","BROADWAY","13","Battery Park City-Lower Manhattan"
"227","26170514","45 BROADWAY LLC","E305041","OTHER0001","SEE FOLDER INFORMATION","2010-04-13T00:00:00.000","OPEN","45 BROADWAY","1000804","101","1","1000200009","40.706545","-74.013261","10006","MN","45","BROADWAY","13","Battery Park City-Lower Manhattan"
"228","23089998","PARAMOUNT GROUP","E275079","OTHER0001","SEE FOLDER INFORMATION","2010-01-07T00:00:00.000","OPEN","45 BROADWAY","1000804","101","1","1000200009","40.706545","-74.013261","10006","MN","45","BROADWAY","13","Battery Park City-Lower Manhattan"
"229","89047195","55 BROADWAY ASSOC. LLC","E516638","HRU-15","DISCONTINUE STORAGE-MER","2018-09-25T00:00:00.000","OPEN","1 EXCHANGE PLZ","1000807","101","1","1000200016","40.706863","-74.013033","10006","MN","1","EXCHANGE PLZ","13","Battery Park City-Lower Manhattan"
"230","89047195","55 BROADWAY ASSOC. LLC","E516638","HRU-22","REMOVE OBSTRUCTION FROM HALL/CORR","2018-09-25T00:00:00.000","OPEN","1 EXCHANGE PLZ","1000807","101","1","1000200016","40.706863","-74.013033","10006","MN","1","EXCHANGE PLZ","13","Battery Park City-Lower Manhattan"
"231","38330056","HARBOR GROUP MGMT CO","E539329","OTHER0001","SEE FOLDER INFORMATION","2018-09-18T00:00:00.000","OPEN","55 BROADWAY","1000807","101","1","1000200016","40.706863","-74.013033","10006","MN","55","BROADWAY","13","Battery Park City-Lower Manhattan"
"232","38039228","HARBOR GROUP MGMT COMPAN","E505997","OTHER0001","SEE FOLDER INFORMATION","2018-01-29T00:00:00.000","OPEN","55 BROADWAY","1000807","101","1","1000200016","40.706863","-74.013033","10006","MN","55","BROADWAY","13","Battery Park City-Lower Manhattan"
"233","35379874","RXR PROPERTY MGMT LLC","E419771","OTHER0001","SEE FOLDER INFORMATION","2015-10-01T00:00:00.000","OPEN","61 BROADWAY","1000808","101","1","1000210001","40.707105","-74.012824","10006","MN","61","BROADWAY","13","Battery Park City-Lower Manhattan"
"234","36286144","RXR 61 BWAY OWNER LLC","E539754","OTHER0001","SEE FOLDER INFORMATION","2018-08-30T00:00:00.000","OPEN","61 BROADWAY","1000808","101","1","1000210001","40.707105","-74.012824","10006","MN","61","BROADWAY","13","Battery Park City-Lower Manhattan"
"235","89027866","RXR 61 BROADWAY OWNER LL","E465663","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2016-03-22T00:00:00.000","OPEN","61 BROADWAY","1000808","101","1","1000210001","40.707105","-74.012824","10006","MN","61","BROADWAY","13","Battery Park City-Lower Manhattan"
"236","33229287","65 BROADWAY LLC","E418878","OTHER0001","SEE FOLDER INFORMATION","2013-08-23T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"237","32036337","65 BROADWAY LLC","E364265","OTHER0001","SEE FOLDER INFORMATION","2012-02-01T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"238","32036303","65 BROADWAY LLC","E364267","OTHER0001","SEE FOLDER INFORMATION","2012-02-01T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"239","89045546","65 BROADWAY OWNER LLC.","E482489","EAP-4","PROVIDE EAPD HOLDING A COF","2017-07-13T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"240","89045546","65 BROADWAY OWNER LLC.","E482899","HRU-4","REMOVE LOCK FROM EXIT DOOR","2017-08-08T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"241","32276164","65  BROADWAY LLC","E373218","OTHER0001","SEE FOLDER INFORMATION","2012-08-14T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"242","24109845","65 BROADWAY CO. INC","E479324","SPPA 4","NO PA PERMIT","2016-07-12T00:00:00.000","OPEN","65 BROADWAY","1000809","101","1","1000210004","40.707325","-74.012652","10006","MN","65","BROADWAY","13","Battery Park City-Lower Manhattan"
"243","38038964","EQUITY RESIDENTIAL","E539036","OTHER0001","SEE FOLDER INFORMATION","2018-09-13T00:00:00.000","OPEN","71 BROADWAY","1000810","101","1","1000210006","40.707483","-74.012515","10006","MN","71","BROADWAY","13","Battery Park City-Lower Manhattan"
"244","38038964","EQUITY RESIDENTIAL","E497013","OTHER0001","SEE FOLDER INFORMATION","2017-03-24T00:00:00.000","OPEN","71 BROADWAY","1000810","101","1","1000210006","40.707483","-74.012515","10006","MN","71","BROADWAY","13","Battery Park City-Lower Manhattan"
"245","31191182","BOARD OF EDUCATION","E462556","RH-53","SEMI ANNUAL INSPECTION & RECORDS REQ.","2016-06-22T00:00:00.000","OPEN","7 BEAVER ST","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","7","BEAVER ST","9","Battery Park City-Lower Manhattan"
"246","31191182","BOARD OF EDUCATION","E462556","RH-61","ANNUAL INSPECTIONS BY PERSONS WITH COF","2016-06-22T00:00:00.000","OPEN","7 BEAVER ST","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","7","BEAVER ST","9","Battery Park City-Lower Manhattan"
"247","31191182","BOARD OF EDUCATION","E462556","RH-85","REINSPECTION REQUIRED","2016-06-22T00:00:00.000","OPEN","7 BEAVER ST","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","7","BEAVER ST","9","Battery Park City-Lower Manhattan"
"248","38264826","BROADWAY 26 WATERVIEW LL","E523188","OTHER0001","SEE FOLDER INFORMATION","2018-05-17T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"249","38350567","BROADWAY 26 WATERVIEW","E539515","OTHER0001","SEE FOLDER INFORMATION","2018-09-19T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"250","32264236","NYC DEPT OF EDUCATION","E529385","SPPA 4","NO PA PERMIT","2018-09-05T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"251","29184959","URBAN ASSEMBLY SCHOOL","E534869","RH-53","SEMI ANNUAL INSPECTION & RECORDS REQ.","2018-09-13T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"252","29184959","URBAN ASSEMBLY SCHOOL","E534869","RH-85","REINSPECTION REQUIRED","2018-09-13T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"253","37053279","BROADWAY 26 WATERVIEW LL","E539098","OTHER0001","SEE FOLDER INFORMATION","2018-10-07T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"254","38253092","BROADWAY 26 WATERVIEW LL","E523835","OTHER0001","SEE FOLDER INFORMATION","2018-05-17T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"255","37320371","CAMPUS EDUCATION","E550400","PBU-69B","Fail to maint use group","2018-04-17T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"256","89036081","BROADWAY 26 WATER VIEW-","E540865","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2018-06-21T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"257","35378504","NYC DEPT OF EDUCATION","E528644","SPPA 1","PA PERMIT POSTED BUT MISSING PLANS","2018-07-20T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"258","38300364","BROADWAY 26 WATERVIEW","E548697","OTHER0001","SEE FOLDER INFORMATION","2018-08-14T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"259","35120476","BWAY 26 WATERVIEW LLC","E430794","OTHER0001","SEE FOLDER INFORMATION","2015-05-28T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"260","37202041","LOWER MANHATTAN","E557797","PBU-84","Prov clearance to light fixtures","2018-11-08T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"261","37202041","LOWER MANHATTAN","E557796","PBU-11B","Repair fire alarm system","2018-11-08T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"262","91088047","SOPHIE'S REST #3, LLC","E529968","SPPA 4","NO PA PERMIT","2018-12-03T00:00:00.000","OPEN","26 BROADWAY","1000811","101","1","1000220013","40.705474","-74.012836","10004","MN","26","BROADWAY","9","Battery Park City-Lower Manhattan"
"263","89040513","CAMMEBY'S MGT LLC","E483969","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-06-29T00:00:00.000","OPEN","42 BROADWAY","1000812","101","1","1000220020","40.705985","-74.012596","10004","MN","42","BROADWAY","9","Battery Park City-Lower Manhattan"
"264","31072374","CAMMEBY'S MGMT","E329215","OTHER0001","SEE FOLDER INFORMATION","2011-04-13T00:00:00.000","OPEN","42 BROADWAY","1000812","101","1","1000220020","40.705985","-74.012596","10004","MN","42","BROADWAY","9","Battery Park City-Lower Manhattan"
"265","36278729","50 BROADWAY REALTY CORP","E539082","OTHER0001","SEE FOLDER INFORMATION","2018-09-06T00:00:00.000","OPEN","50 BROADWAY","1000813","101","1","1000220024","40.706229","-74.012445","10004","MN","50","BROADWAY","9","Battery Park City-Lower Manhattan"
"266","38399366","50 BROADWAY REALTY CORP","E551531","OTHER0001","SEE FOLDER INFORMATION","2018-11-29T00:00:00.000","OPEN","50 BROADWAY","1000813","101","1","1000220024","40.706229","-74.012445","10004","MN","50","BROADWAY","9","Battery Park City-Lower Manhattan"
"267","38399390","50 BROADWAY REALTY CORP","E551530","OTHER0001","SEE FOLDER INFORMATION","2018-11-29T00:00:00.000","OPEN","50 BROADWAY","1000813","101","1","1000220024","40.706229","-74.012445","10004","MN","50","BROADWAY","9","Battery Park City-Lower Manhattan"
"268","34224097","BANK OF NY MELLON","E431639","OTHER0001","SEE FOLDER INFORMATION","2015-02-04T00:00:00.000","OPEN","1 WALL ST","1000815","101","1","1000237501","40.707138","-74.011804","10005","MN","1","WALL ST","7","Battery Park City-Lower Manhattan"
"269","89030555","20 BROAD OWNER,LLC.","E226890","OTHER0001","SEE FOLDER INFORMATION","2008-04-24T00:00:00.000","OPEN","20 BROAD ST","1000816","101","1","1000230050","40.70662","-74.011458","10005","MN","20","BROAD ST","7","Battery Park City-Lower Manhattan"
"270","24033805","20 BROAD STREET ASSOC","E305465","OTHER0001","SEE FOLDER INFORMATION","2010-04-21T00:00:00.000","OPEN","20 BROAD ST","1000816","101","1","1000230050","40.70662","-74.011458","10005","MN","20","BROAD ST","7","Battery Park City-Lower Manhattan"
"271","34017095","VORNADO OFFICE MGMT","E415837","OTHER0001","SEE FOLDER INFORMATION","2014-01-05T00:00:00.000","OPEN","20 BROAD ST","1000816","101","1","1000230050","40.70662","-74.011458","10005","MN","20","BROAD ST","7","Battery Park City-Lower Manhattan"
"272","89000483","PIEDMONT OFFICE MNGT LLC","E240949","EAP-4","PROVIDE EAPD HOLDING A COF","2009-01-08T00:00:00.000","OPEN","60 BROAD ST","1000817","101","1","1000240001","40.705348","-74.012026","10004","MN","60","BROAD ST","9","Battery Park City-Lower Manhattan"
"273","36009728","AT&T CORP","E419763","OTHER0001","SEE FOLDER INFORMATION","2015-09-18T00:00:00.000","OPEN","811 10 AVE","1000817",,,,,,,"MN","811","10 AVE","135","Clinton"
"274","89000483","PIEDMONT OFFICE MNGT LLC","E517460","HRU-22","REMOVE OBSTRUCTION FROM HALL/CORR","2018-12-12T00:00:00.000","OPEN","60 BROAD ST","1000817","101","1","1000240001","40.705348","-74.012026","10004","MN","60","BROAD ST","9","Battery Park City-Lower Manhattan"
"275","89000483","PIEDMONT OFFICE MNGT LLC","E 357602","HRU-16","PROVIDE FIREGUARD-OFFICE BLDG.","2012-12-11T00:00:00.000","OPEN","60 BROAD ST","1000817","101","1","1000240001","40.705348","-74.012026","10004","MN","60","BROAD ST","9","Battery Park City-Lower Manhattan"
"276","33205030","44 NEW STREET","E418993","OTHER0001","SEE FOLDER INFORMATION","2013-08-06T00:00:00.000","OPEN","44 NEW ST","1000818","101","1","1000240019","40.70583","-74.011956","10004","MN","44","NEW ST","9","Battery Park City-Lower Manhattan"
"277","34164947","GOTHAM BROAD LLC","E416683","OTHER0001","SEE FOLDER INFORMATION","2014-04-19T00:00:00.000","OPEN","30 BROAD ST","1000819","101","1","1000240029","40.706281","-74.01165","10004","MN","30","BROAD ST","9","Battery Park City-Lower Manhattan"
"278","38384962","30 BROAD ST VENTURES","E539115","OTHER0001","SEE FOLDER INFORMATION","2018-10-22T00:00:00.000","OPEN","30 BROAD ST","1000819","101","1","1000240029","40.706281","-74.01165","10004","MN","30","BROAD ST","9","Battery Park City-Lower Manhattan"
"279","89027429","30 BROAD STREET VENTURE","E483182","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-05-01T00:00:00.000","OPEN","30 BROAD ST","1000819","101","1","1000240029","40.706281","-74.01165","10004","MN","30","BROAD ST","9","Battery Park City-Lower Manhattan"
"280","38143236","CUSHMAN & WAKEFIELD INC","E523370","OTHER0001","SEE FOLDER INFORMATION","2018-05-04T00:00:00.000","OPEN","50 BROAD ST","1000820","101","1","1000240036","40.705751","-74.011893","10004","MN","50","BROAD ST","9","Battery Park City-Lower Manhattan"
"281","89047062","CUSHMAN WAKEFIELD","E515025","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-08-28T00:00:00.000","OPEN","50 BROAD ST","1000820","101","1","1000240036","40.705751","-74.011893","10004","MN","50","BROAD ST","9","Battery Park City-Lower Manhattan"
"282","33195702","CUSHMAN&WAKEFIELD","E419110","OTHER0001","SEE FOLDER INFORMATION","2013-07-23T00:00:00.000","OPEN","50 BROAD ST","1000820","101","1","1000240036","40.705751","-74.011893","10004","MN","50","BROAD ST","9","Battery Park City-Lower Manhattan"
"283","37247913","RUDEN MANAGEMENT","E501044","OTHER0001","SEE FOLDER INFORMATION","2017-04-26T00:00:00.000","OPEN","55 BROAD ST","1000821","101","1","1000250001","40.70528","-74.011031","10004","MN","55","BROAD ST","9","Battery Park City-Lower Manhattan"
"284","23096175","J CALDWELL CORP","E529320","PA 32","HAVE I.F.A. RESTORED TO WORKING ORDER","2018-08-22T00:00:00.000","OPEN","25 BROAD ST","1000824","101","1","1000250019","40.705803","-74.010762","10004","MN","25","BROAD ST","9","Battery Park City-Lower Manhattan"
"285","89053714","EXCHANGE PLACE CORP","E515375","EAP-2","FAILURE TO AMEND EAP PLAN","2017-09-20T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
"286","89053714","EXCHANGE PLACE CORP","E515376","HRU-3","PROVIDE LOA FOR ALARM SYSTEM","2017-09-20T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
"287","89053714","EXCHANGE PLACE CORP","E540817","EAP-5","NO FIRE SAFTEY EAPD ON DUTY","2018-06-12T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
"288","89053714","EXCHANGE PLACE CORP","E284716","EAP-3","FAILURE TO DESIGNATE EAP STAFF","2009-10-14T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
"289","89053714","EXCHANGE PLACE CORP","E284716","EAP-17","CONDUCT EAP DRILL AS PER SEC 6-02","2009-10-14T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
"290","89053714","EXCHANGE PLACE CORP","E284716","EAP-13","PROVIDE/MAINTAIN EAP LOGBOOK","2009-10-14T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
"291","89053714","EXCHANGE PLACE CORP","E284717","EAP-10","PREPARE/MAINTAIN BLDG INFO CARD","2009-10-14T00:00:00.000","OPEN","40 EXCHANGE PL","1000825","101","1","1000250027","40.705729","-74.010297","10005","MN","40","EXCHANGE PL","9","Battery Park City-Lower Manhattan"
