"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_create","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"BEYER LIGHTNING FISH COMPANY","MARK RUDES","info@afish.com","7188606323","800 FOOD CENTER DRIVE, 117,119,121","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS FISH","Tenant","13",,"13","2006-03-07T00:00:00.000","1210.23","60975.85","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Bigheavy Studios","Andrew Barnes","andrew@bigheavystudios.com","3472953222","1102 Atlantic Avenue","Brooklyn","NY","11238","Manufacturing","Manufacturer of visual displays for store windows","Tenant","8",,,"2016-03-15T00:00:00.000","607.87","2095.61","BROOKLYN","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"BILLIE-ANN PLASTICS PKGING CORP","Bill  Rubinstein","billieannplastics.com","7184975555","360 AND 372 TROUTMAN STREET","Brooklyn","NY","11237","Manufacturing","Plastic moldings","ICIP","21",,,"2007-09-28T00:00:00.000","4054.03","101242.32",,,,,,,,,
"BIMMY''''''''S LLC","ELLIOT FREAD","elliot@bimmys.com","7183613144","47-00 33rd Street","Long Island City","NY","11101","Manufacturing","MANUFACTURER","Relocator","23","15","23","2006-12-06T00:00:00.000","10394.68","157608.11","QUEENS","40.742386","-73.932148","402","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth"
"BIMMY''''''''S LLC","ELLIOT FREAD","elliot@bimmys.com","7183613144","47-00 33rd Street","Long Island City","NY","11101","Manufacturing","MANUFACTURER","Tenant","192",,,"2017-03-09T00:00:00.000","11385.42","26488.91","QUEENS","40.742386","-73.932148","402","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth"
"Birns Telecommunication, Inc.","Sol Birnbaum",,"2123257304","925-931 McDonald Avenue","Brooklyn","NY","11218","Commercial","Telecommunication system","ICIP","36",,,"2011-12-07T00:00:00.000","13124.06","94827.79","BROOKLYN","40.631548","-73.977306","314","44","478","3127550","3054080059","Borough Park"
"Bjork Carle Woodworking, Inc.","Deirdre   Jones Bjork","bjorkcarle@earthlink.net","7184842347","1102 Atlantic Avenue, Unit 1A","Brooklyn","NY","11238","Manufacturing","cabinetry and architectural milwork","Tenant","6",,,"2016-04-25T00:00:00.000","5252.87","16172.08","BROOKLYN","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"BLIND BUILDERS USA INC.","ERIC ROSENBERG",,"7182588102","140 58TH STREET, BLDG. A UNIT 7M","Brooklyn","NY","11220","Manufacturing","MANUFACTURER","Tenant","10",,"10","2006-08-31T00:00:00.000","57.76","23372.60","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"BLUE RIBBON FISH CO.","ARMANDO RODAS","blueribbonfish@verizon.net","7186208580","800 FOOD CENTER DRIVE UNIT 67","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS FISH","Tenant","35",,"11","2006-03-07T00:00:00.000","2262.35","105792.19","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Blumberg Excelsior, Inc.","Robert Blumberg","RB@blumb.com","2124315000","16 Court Street","Brooklyn","NY","11241","Manufacturing","Print & distribute legal form, supplies, form LLCs, etc","Relocator","48",,,"2013-07-08T00:00:00.000","10361.88","57787.75","BROOKLYN","40.693445","-73.990577","302","33","9","3002108","3002500044","Brooklyn Heights-Cobble Hill"
"Bo Bo Poultry Market, Inc.","Anita Lee","bobopoultry@gmail.com","7184170016","1311 Grand Street","Brooklyn","NY","11211","Manufacturing","Manufacture of poultry products and poultry processing plant","ICAP","32",,,"2013-02-01T00:00:00.000","25486.51","156011.83","BROOKLYN","40.715927","-73.924917","301","34","449",,,"East Williamsburg"
"BoyceTechnologies, Inc.","Charles Boyce","nmenon@boycetech.com","718685252","47-22 Pearson Place","Long Island City","NY","11101","Manufacturing","Life Saving Communication Devices","Relocator","73",,,"2017-03-09T00:00:00.000","60277.74","135464.12","QUEENS","40.742724","-73.942538","402","26","1","4000743","4000990010","Hunters Point-Sunnyside-West Maspeth"
"BRAGARD, INC.","BENJAMIN BRAGARD","BENJAMIN@BRAGARDUSA.COM","7184837720","30-00 47TH AVENUE","Queens","NY","11101","Wholesale/Warehouse/Distribution","EMBROIDERER OF UNIF","Relocator","16",,"16","2006-05-05T00:00:00.000","531.00","44992.63","QUEENS","40.743281","-73.937514","402","26","199","4436702","4002830022","Hunters Point-Sunnyside-West Maspeth"
"B-Reel Creative Agency, Inc.","Charles Ma","charles.ma@b-reel.com","2129666186","77 Sands St","Brooklyn","NY","11201","Commercial","marketing and advertising agency","Relocator","51",,,"2017-07-06T00:00:00.000","1221.57","1221.57","BROOKLYN","40.700092","-73.987529","302","33","13","3000171","3000770001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Breuckelen Distilling Co., Inc.","Bradford Estabrooke","info@brkdistilling.com","3477254985","75-77 19th St, 1A First Floor","Brooklyn","NY","11232","Manufacturing","Distiller of Spirits","Tenant","1",,,"2010-03-16T00:00:00.000","1616.54","25885.35","BROOKLYN","40.665937","-73.997971","307","38","18","3336793","3006320004","Sunset Park West"
"Bronx Westchester Tempering, Inc","Myles Kehoe","myleskehoe@bwtglass.com","2017414848","160 South MacQuesten Pkwy","Mt. Vernon","NY","10550","Manufacturing","glass and tempering","ICIP","15",,,"2009-09-29T00:00:00.000","33417.25","364147.60",,,,,,,,,
"Brooklyn Immuno Therapeutics LLC","Cheryl Rau","crau@brooklynitx.com","2125821199","140 58th Street, Building A, Suite 2100","Brooklyn","NY","11220","Manufacturing","Drugs to fight cancer and other viral diseases","Tenant","8",,,"2016-11-14T00:00:00.000","5371.82","9676.18","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Brooklyn Nets","Jeffrey Gewirtz","jgewitrtzbrooklynnets.com","7189429544","146-168 39th Street","Brooklyn","NY","11216","Commercial","Administrative Back office","Relocator","62",,,"2016-06-13T00:00:00.000","80922.82","170745.69","BROOKLYN","40.655973","-74.01167","307","38","18",,,"Sunset Park West"
"BROOKLYN UNION GAS COMPANY","ROBERT BEDNARZ","robert.bednarz@us.ngrid.com","7184032727","Keyspan Energy Delivery","Brooklyn","NY","11236","Commercial","ADMINISTRATIVE OFFICE","ICIP","515",,"515","2006-05-12T00:00:00.000","136551.09","3788991.12",,,,,,,,,
"Brooklyn Wholesale Bakery LLC","Seth Zalkin","zalkin@brooklynbrands.com","2126331399","828 East 144th Street","Bronx","NY","10454","Wholesale/Warehouse/Distribution","Commercial bakery","Tenant","252",,,"2018-02-08T00:00:00.000","13843.46","18247.15","BRONX","40.808975","-73.907159","201","8","31","2097197","2025990035","Mott Haven-Port Morris"
"BROOKLYNPHONO, LLC","FERN BERNICH","fern@brooklynphono.com","7187885777","270 42ND STREET","Brooklyn","NY","11232","Manufacturing","MANUFACTURER","Tenant","2","6","4","2007-02-23T00:00:00.000","3627.10","84391.07","BROOKLYN","40.652712","-74.010851","307","38","2","3378228","3007220032","Sunset Park West"
"Brunetti & Brunetti LLC","Cheryl Brunetti",,"2129513501","40 Rector Street","NY","NY","10006","Commercial",,"LMEP","123",,,"2013-01-02T00:00:00.000","9955.63","24143.29","MANHATTAN","40.708356","-74.014814","101","1","13","1088750","1000557501","Battery Park City-Lower Manhattan"
"Burden, LLC","Janathan Burden","info@jonathanburden.com","2129418247","47-20 33rd Street","Long Island City","NY","11101","Manufacturing","Manufacture and refurbisher of furniture","Relocator","6",,,"2016-12-07T00:00:00.000","666.20","1465.67","QUEENS","40.742122","-73.932203","402","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth"
"C. KENNETH IMPORTS, INC.","KANG JUNG","cki.accounting@ckennethimports.com","7183788400","250 COSTER STREET","Bronx","NY","10474","Wholesale/Warehouse/Distribution","IMPORTER/WHOLESALE DIST.","ICIP","31","5","31","2007-03-06T00:00:00.000","8201.18","219052.14","BRONX","40.805769","-73.88514","202","17","93","2007012","2027770196","Hunts Point"
"CALEB HALEY & CO.","ROBBY DEVINCENZI",,"7186177474","800 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOODS","Tenant","40",,"40","2006-03-07T00:00:00.000","2111.11","111341.38","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"CALYPSO ST. BARTH, INC.","Jennifer Foyle","info@calypsostbarth.com","2122198900","33-01 SKILLMAN AVENUE","LONG ISLAND CITY","NY","11101","Wholesale/Warehouse/Distribution","WAREHOUSE","ICIP","83","30","249","2007-02-06T00:00:00.000","3893.53","160514.61","QUEENS","40.746741","-73.93113","402","26","171",,,"Hunters Point-Sunnyside-West Maspeth"
"CAMEO METAL PRODUCTS, INC.","Vito DiMaio","vito@cameometal.com","7187881106","127 12TH STREET","BROOKLYN","NY","11215","Manufacturing","Mfg and finisher of metal components for the cosmetic, fragrance and beverage industries","ICIP","32",,,"2008-02-11T00:00:00.000","14567.68","274478.95","BROOKLYN","40.670218","-73.993677","306","39","117","3022774","3010200052","Park Slope-Gowanus"
"CANDID LITHO PRINTING LTD.","FRAN WATLER","fw@candidlitho.com","2124313800","25-11 HUNTERS POINT AVENUE","Queens","NY","11101","Manufacturing","COMMERCIAL","IDA","99",,"198","2007-04-06T00:00:00.000","11405.08","665010.22","QUEENS","40.74153","-73.944033","402","26","1","4000746","4001000012","Hunters Point-Sunnyside-West Maspeth"
"Caples Jefferson Architects, PC","Sara  Caples","sarac@capjeff.com","2127799772","37-18 Northern Blvd.","Queens","NY","11101","Commercial","architectural services, bldg design","Relocator","6",,,"2011-10-30T00:00:00.000","802.78","4791.94","QUEENS","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"CARNEGIE LINEN SERVICES, INC.","ERIC SCHWEITZER","ericschweitzer@carnegielinen.com","7184022499","874 EAST 139TH STREET","Bronx","NY","10454","Commercial","COMMERCIAL","ICIP","20","15","60","2006-11-06T00:00:00.000","60516.95","1351616.34","BRONX","40.803371","-73.907629","201","17","19","2004038","2025980001","Mott Haven-Port Morris"
"CASCON CHEESECAKE CORP.","ANDREW GIOE","CASCONBAKERY1@AOL.COM","7187675700","7-02/30 149TH STREET","Whitestone","NY","11357","Manufacturing","MANUFACTURER","ICIP","7","15","35","2007-05-03T00:00:00.000","3164.92","86914.14",,,,,,,,,
"CAVCO ROOFING, INC.","Robert Cavallino","rob@cavcoroofing.com","7182652551","338 37TH STREET","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","roof fabricator & contractor","ICIP","8",,,"2009-06-12T00:00:00.000","379.49","4047.17","BROOKLYN","40.654403","-74.006109","307","38","84","3000000","3007000019","Sunset Park West"
"Center For Automotive Education and Training","Mark Schienberg","mark@gnyada.com","7187465900","139-10 15TH AVENUE AKA 15-30","Queens","NY","11357","Commercial","SERVICE","ICIP","7","30","14","2006-10-30T00:00:00.000","6986.85","203456.67","QUEENS","40.784639","-73.828927","407","19","945","4564828","4041250001","Whitestone"
"CENTRE INTERIORS WOODWORKING CO.","ALEX LEE","centre.interiors@verizon.net","7183231343","100-01 103RD AVENUE","Queens","NY","11417","Manufacturing","MANUFACTURER","ICIP","12",,"12","2006-09-25T00:00:00.000","2741.34","156364.46","QUEENS","40.683385","-73.841114","409","32","112",,,"Richmond Hill"
"CHARLES J. KING, INC.","WAYNE KING","wdking@att.net","7184971950","1301 GRAND STREET","Brooklyn","NY","11211","Wholesale/Warehouse/Distribution","WHOLESALER","ICIP","9",,"18","2007-03-07T00:00:00.000","4051.66","138537.47","BROOKLYN","40.71587","-73.925141","301","34","449","3070510","3029300120","East Williamsburg"
"Charles R.Gracie & Sons, Inc.","Michael Gracie","mike.gracie@graciestudio.com","2129246816","47-25 34th Street","Long Island City","NY","11101","Manufacturing",,"Relocator","14",,,"2013-05-07T00:00:00.000","1351.51","10658.76","QUEENS","40.741954","-73.931265","402","26","199","4003445","4002500001","Hunters Point-Sunnyside-West Maspeth"
"Chase Bank, N.A.","Edward P Rooney","edward.p.rooney@chase.com","2126220004","Three and Four Chase Metrotech Center","Brooklyn","NY","11201","Commercial","Financial Services","ICAP","3225",,,"2017-07-03T00:00:00.000","1324645.37","2233792.07","BROOKLYN","40.694059","-73.985741","302","33","11","3000000","3001420100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Chelsea Craft Brewing Co. LLC","Pat Greene","patg@chelseacraftbrewing.com","7184948850","463 E. 173rd Street","Bronx","NY","10457","Manufacturing","craft beer manufacturing","Tenant","10",,,"2016-10-28T00:00:00.000","862.80","6217.80","BRONX","40.841778","-73.901638","203","15","165","2124550","2029060093","Claremont-Bathgate"
"Chelsea Plastics Corp/Plexi-Craft Quality Products","Allen Frechter","allen@plexi-craft.com","2129243244","30-02 48th Avenue","Long Island City","NY","11101","Manufacturing","Acrylic furniture","Relocator","15",,,"2016-03-31T00:00:00.000","10898.72","24280.72","QUEENS","40.741426","-73.937833","402","26","199","4003546","4002870011","Hunters Point-Sunnyside-West Maspeth"
"Child Center of NY, Inc.","Stephen Donowitz","stevedonowitz@childcenterny.com","7186517770","118-35 Queens Blvd.","Forest Hills","NY","11375","Commercial",,"Tenant","123",,,"2017-02-27T00:00:00.000","4250.46","8140.92","QUEENS","40.71513","-73.830545","406","29","75701","4052811","4022700041","Forest Hills"
"Christie''s Fine Art Storage Services, Inc","Tim Yule","tyule@christies.com","2126362479","62 Imlay Street","Brooklyn","NY","11231","Wholesale/Warehouse/Distribution",,"ICAP","9",,,"2012-11-28T00:00:00.000","82262.61","439253.06","BROOKLYN","40.682405","-74.008148","306","38","53","3008286","3005150050","Carroll Gardens-Columbia Street-Red Hook"
"Christie''''''''''''''''s Inc.","Edward Dolman","jkuduk@christies.com","2126362602","32-35 48th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Commercial Auction house and warehouse","Tenant","40",,,"2011-06-07T00:00:00.000","42820.79","327271.58","QUEENS","40.740902","-73.933139","402","26","199","4003446","4002520001","Hunters Point-Sunnyside-West Maspeth"
"Chromation, Inc.","Ioannis Kymissis","ioannis@chromationspec.com","3478500235","1361 Amsterdam Avenue","New York","NY","10027","Commercial","Technology enhancement device","Tenant","40",,,"2014-09-09T00:00:00.000","2872.68","12140.13","MANHATTAN","40.814216","-73.95564","109","7","21303","1081781","1019670040","Manhattanville"
"CITARELLA OPERATING, LLC","JOSEPH GURRERA","tflanagan@citarella.com","2128740383","600 FOOD CENTER DRIVE","Bronx","NY","10474","Manufacturing","MFG. GOURMET FOOD","Relocator","175",,"350","2005-06-03T00:00:00.000","70.53","673333.67","BRONX","40.804854","-73.87187","202","17","117","2115237","2027810500","Hunts Point"
"Citibank, N.A.","Keith Owen","keith.owen@citi.com","7182484939","ONE COURT SQUARE/ 25-01 JACKSON AVE","Queens","NY","11120","Commercial","ADMINIST. OFFICES","ICIP","699",,,"2009-10-06T00:00:00.000","66076.00","1270560.36",,,,,,,,,
"City Aquarium LLC","Michael kriak","Michael@cityaquarium.com","7183882000","44 Dobbin Street","Brooklyn","NY","11222","Manufacturing","Mfg. of Aquariums","Tenant","4",,,"2009-12-04T00:00:00.000","3335.52","32364.73","BROOKLYN","40.723636","-73.953709","301","33","569","3065961","3026430045","Greenpoint"
"City Baking LLC aka Bakery City LLC","Barry Blaine","citybaking@aol.com","7183928514","10-41 45th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Commercial Baker","ICIP","19",,,"2014-07-08T00:00:00.000","7028.31","32314.91","QUEENS","40.748069","-73.951216","402","26","7","4000427","4000510016","Hunters Point-Sunnyside-West Maspeth"
"Classic Cooking LLC","Elliot Hess","David@classic-cooking.com","7184390200","165-35 145th Drive","Jamaica","NY","11434","Manufacturing",,"ICIP","37",,,"2009-04-16T00:00:00.000","22787.95","436614.95","QUEENS","40.662029","-73.775424","413","31","306","4285071","4132810029","Springfield Gardens South-Brookville"
"CLEARWATER FISH CO., INC.","JAMES DEVITO","ClearwaterFishCompany@newfultonfishmarket.com","7189437051","800 FOOD CTR. DRIVE, UNITS 125, 127","Bronx","NY","10474","Wholesale/Warehouse/Distribution","WAREHOUSE AND DISTRIBUTOR","Tenant","6","2","6","2006-06-02T00:00:00.000","712.91","25293.15",,,,,,,,,
"CN MANAGEMENT LLC","PETER PAPAGIANAKIS",,"9174780570","25-40 27TH ST.","QUEENS","NY","11102","Commercial","Real estate holding co.","ICIP","1",,,"2013-02-01T00:00:00.000","238.37","1621.04","QUEENS","40.771363","-73.920956","401","22","69","4018553","4008610076","Old Astoria"
"Collins Building Services, Inc.","Arthur J. Viviani","Aviviani@cbs-collins.com","2128965144","24-01 44th Road","Long Island City","NY","11101","Commercial","Janitorial services firm","Tenant","2424",,,"2008-10-03T00:00:00.000","2678.76","39526.55","QUEENS","40.748206","-73.943731","402","26","19","4005157","4004350001","Hunters Point-Sunnyside-West Maspeth"
"Color Tex, Inc.","Rivky Weiss","colortex18@gmail.com","7188580505","347-365 Flushing Avenue","Brooklyn","NY","11205","Commercial","Dye house and textile finishing company","ICIP","36",,,"2011-05-02T00:00:00.000","-1634.05","107403.50","BROOKLYN","40.698242","-73.961625","301","33","537","3335407","3022600035","Williamsburg"
"COMFORT BEDDING","Mosses Kohn","mark@comfortbeddinginc.com","7184587662","13 CHRISTOPHER AVENUE","Brooklyn","NY","11212","Manufacturing","MFG. MATR. BX SPRINGS","ICIP","35",,,"2015-02-23T00:00:00.000","1591.17","8604.41","BROOKLYN","40.673568","-73.906839","316","37","908","3083411","3036760005","Brownsville"
"COMFORT BEDDING","Mosses Kohn","mark@comfortbeddinginc.com","7184587662","13 CHRISTOPHER AVENUE","Brooklyn","NY","11212","Manufacturing","MFG. MATR. BX SPRINGS","IDA","38","20","76","2006-04-21T00:00:00.000","1350.51","70429.40","BROOKLYN","40.673568","-73.906839","316","37","908","3083411","3036760005","Brownsville"
"Computer Services Group, Inc.","Boris Khutoretsky","Computer Services Group, Inc.","2128190122","37-24 24th Street, Suite 340","Long Island City","NY","11101","Manufacturing","Provides IT solutions to businesses","Relocator","20",,,"2016-09-01T00:00:00.000","1378.98","2615.73","QUEENS","40.757018","-73.935833","401","26","33","4439111","4003660001","Queensbridge-Ravenswood-Long Island City"
"Concept Farm, Inc.","Griffin Stenger","angel@conceptfarm.com","2124639939","11-25 44th Road","Long Island City","NY","11101","Manufacturing","Advertsing service and video production","Relocator","18",,,"2018-03-08T00:00:00.000","961.44","4857.17","QUEENS","40.749237","-73.949061","402","26","19","4005223","4004460021","Hunters Point-Sunnyside-West Maspeth"
"Constitution Realty LLC (Ldmk)","Joe Dorio",,"2123442151","26 Broadway","New York","NY","10004","Landlord",,"LMEP","2675",,,"2009-03-05T00:00:00.000","322248.64","2595983.16","MANHATTAN","40.70568","-74.013302","101","1","9","1000811","1000220013","Battery Park City-Lower Manhattan"
"CONTROL ELECTROPOLISHING CORP.","NANCY ZAPATA","nzapata@controlelectropolishing.com","7188586634","109 WALWORTH STREET, PO BOX 050237","Brooklyn","NY","11205","Manufacturing","MANUFACTURER","ICIP","15","4","30","2007-04-25T00:00:00.000","6420.91","62039.46","BROOKLYN","40.695654","-73.954468","303","33","1237","3048474","3017360050","Bedford"
"COOL WIND VENTILATION CORP.","David Sullivan","david@coolwind.biz","7183618787","83-12 72nd Drive","GLENDALE","NY","11385","Manufacturing","mfg and install sheet metal duct work for HVAC systems","IDA","120",,,"2008-11-17T00:00:00.000","13889.97","198616.51","QUEENS","40.708643","-73.864953","405","30","637","4315194","4038100420","Glendale"
"CORONET PARTS MANUFACTURING CO. INC","Jeffrey Rodolitz","jeff@coronetparts.com","7186490710","883-901 Elton St","Brooklyn","NY","11208","Manufacturing","Brass fittings for te automotive, plumbing and refrigeration industries","IDA","78",,,"2007-10-17T00:00:00.000","14290.72","289962.90","BROOKLYN","40.661508","-73.877722","305","42","1116","3327447","3043830003","East New York"
"COSMOS COMMUNICATIONS","Jack   Weiss","jweiss@cosmoscommunications.com","7184821800","11-05 44TH DRIVE","Queens","NY","11101","Manufacturing","MFG. (PRINTING)","ICIP","65",,,"2008-02-06T00:00:00.000","22096.20","453192.11","QUEENS","40.748483","-73.949285","402","26","19","4005233","4004470021","Hunters Point-Sunnyside-West Maspeth"
"Cotronics Corporation","Renee Bernstein","Renee@cotronics.com","7187885533","131 47th Street","Brooklyn","NY","11232","Manufacturing",,"ICIP","18",,,"2013-05-15T00:00:00.000","3405.84","22175.81","BROOKLYN","40.65163","-74.016574","307","38","18","3322614","3007350120","Sunset Park West"
"Crepini, LLC","Eric Shkolnik","paula@crepini.com","7183720505","5600 1st Avenue","Brooklyn","NY","11220","Manufacturing","mfg branded line of crepes","Relocator","5",,,"2011-10-13T00:00:00.000","20038.22","146148.17","BROOKLYN","40.646985","-74.022721","307","38","18","3255737","3008190001","Sunset Park West"
"CROWN FISH CO.","RICHARD JULICH","crownfishco.@aol.com","7189437056","800 FOOD CENTER DRIVE, 86,88,90,92","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOOD","Tenant","9",,"9","2006-03-07T00:00:00.000","997.43","52694.28","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Crystal Lake Trading, Inc.","Peter Fung","pfung@crystallaketrading.com","7187590088","140 58th Street Bldg. B Unit 4B","Brooklyn","NY","11220","Manufacturing","Mfg. of Dresses","Relocator","3",,,"2010-11-01T00:00:00.000","12191.09","98597.18","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Cyracom International, Inc.","Jeremy Woan","kleeper@cyracom.com","5202321673","41-61 Kissena Blvd.","Flushing","NY","11354","Other",,"Relocator","76",,,"2015-07-01T00:00:00.000","9809.84","34963.22","QUEENS","40.757519","-73.827755","407","20","853","4114293","4050450001","Flushing"
"D.   C. CENTER CORP","Albert Lee","dccentercorp@gmail.com","7184725600","47-75 48th St.","Queens","NY","11377","Commercial","Commercial Dry Cleaning Plant","IDA","28",,,"2008-10-14T00:00:00.000","29283.15","349179.95","QUEENS","40.739689","-73.917486","402","26","235","4052953","4022860053","Hunters Point-Sunnyside-West Maspeth"
"D.V. TRADING CO., INC.","I. VAINER",,"7184398262","140 58TH ST., BLDG. A UNIT 7L","Brooklyn","NY","11220","Wholesale/Warehouse/Distribution","DISTRIBUTOR","Tenant","19","4","19","2007-03-06T00:00:00.000","1046.12","9775.66","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"DAIRYLAND USA CORP.","Ken Clark","kclark@chefswarehouse.com","7188428700","240 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","WHLS. FOOD DIST. AND MFG.","Tenant","30","12","30","2005-02-03T00:00:00.000","114553.50","789055.54","BRONX","40.810305","-73.873691","202","17","117","2127434","2027700001","Hunts Point"
"Daniel Scuderi","David Scuderi","danielscuderi@Danielscuderi.com","2129472499","47-15 Barnett  Avenue","Queens","NY","11101","Manufacturing","Antique Furniture","Relocator","5",,,"2016-10-14T00:00:00.000","3611.41","7633.85","QUEENS","40.750033","-73.915867","402","26","171","4001325","4001420227","Hunters Point-Sunnyside-West Maspeth"
"Dart Medical Labortory, Inc.","Zina Korposh","info@dartmedicallab.com","7189341918","140 58th Street Bldg. A Unit 3L","Brooklyn","NY","11220","Commercial","Clinical Laboratory testing facility","Tenant","22",,,"2015-03-19T00:00:00.000","6424.82","30402.36","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Dasny Mechanical Inc.","George Wu","info@dasnymech.com","7183660123","112-20 14th Avenue","Queens","NY","11356","Manufacturing","HVAC systems","IDA","26",,,"2011-09-30T00:00:00.000","9074.11","66871.92","QUEENS","40.785665","-73.854823","407","19","929","4566577","4040470001","College Point"
"DBAB Wall Street, LLC.","Diana Sweeney",,"2126165116","100 William Street, Ste 2002","New York","NY","10038","Commercial","48 story building","LMEP",,,,"2011-07-01T00:00:00.000","1785871.15","15141119.57","MANHATTAN","40.708497","-74.007477","101","1","1502","1001116","1000680036","Battery Park City-Lower Manhattan"
"DCD Marketing Ltd.","Mitchell Vilinsky","mitch@dcdad.com","7186473000","2744 Atlantic Avenue","Brooklyn","NY","11207","Commercial","Advertising and marketing, collating, graphics, printing.","IDA","19",,,"2008-08-04T00:00:00.000","18681.78","163122.16","BROOKLYN","40.676158","-73.89293","305","37","1198","3083582","3036910008","East New York"
"Deep Draw Silver, Inc.","David Haber","david@habersilver.com","7189936405","820 E. 141st Street","Bronx,","NY","10454","Manufacturing","Mfg. of silver plating","ICIP","45",,,"2009-07-10T00:00:00.000","8150.00","99185.39","BRONX","40.805545","-73.908265","201","17","19","2004023","2025920021","Mott Haven-Port Morris"
"Delvi Realty Corp.","Walter Villacis","villacisw@gmail.com","9174181083","18-48 Steinway Street","Astoria","NY","11105","Landlord","SEP & engineering consultant svcs","ICAP","2",,,"2018-04-10T00:00:00.000","50.14","80.38","QUEENS","40.779245","-73.898267","401","22","12301","4448619","4008130063","Steinway"
"DEPOSITORY TRUST COMPANY","Devika khusial","Dkhusial@DTCC.com","2128558287","140 58TH STREET","Brooklyn","NY","11220","Commercial","DATA PROCESSING","Tenant","100",,,"2013-07-03T00:00:00.000","284821.66","1781112.76","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Deutsche Bank Securities, Inc.","Chandra Gopalakrishnan","chandra.gopalakrishnan@db.com","2122500109","4 Chase Metrotech Center, 8th Fl","Brooklyn","NY","11201","Commercial","financial services including securities trading, corporate and investment","Tenant","3",,,"2017-07-03T00:00:00.000","31674.89","56148.41","BROOKLYN","40.694059","-73.985741","302","33","11","3000000","3001420100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"DI DOMENICO & PARTNERS LLP","Andrew Berger","aberger@ddp-ny.com","2123770400","38-17 CRESCENT STREET","LONG ISLAND CITY","NY","11101","Commercial","Architectural firm applyig for back office operation","Relocator","31",,,"2008-09-02T00:00:00.000","3826.53","45413.62","QUEENS","40.755514","-73.936048","401","26","31","4004700","4003870009","Queensbridge-Ravenswood-Long Island City"
"DIAMOND STREET PROPERTIES","Gina Argento","lunabella3939@aol.com","7183499146","203 Meserole Ave","BROOKLYN","NY","11222","Manufacturing","film, television production","ICIP","44",,,"2008-03-04T00:00:00.000","25367.74","590972.03","BROOKLYN","40.728643","-73.948045","301","33","573","3065441","3026020024","Greenpoint"
"Dinas Distribution Corp.","Carlos Cordoba","ccordoba@dinascorp.com","7186289899","104-46 Dunkirk Street","Queens","NY","11412","Wholesale/Warehouse/Distribution","Distributor of foods","IDA","18",,,"2010-04-20T00:00:00.000","12830.36","105251.24","QUEENS","40.704634","-73.774736","412","27","444","4440678","4103430085","Jamaica"
"DLX INDUSTRIES, INC.","Mark Stewart","mstewart@dlxonline.com","7185226630","1970 INDUSTRIAL PARK ROAD","Brooklyn","NY","11207","Manufacturing","MFG. OF BLINDS","IDA","80","3","80","2005-09-21T00:00:00.000","-56.42","185244.10",,,,,,,,,
"Down East & Seafood, Inc.","Michael Jacobs","mike1downeast@hotmail.com","3475908007","311 Manida Street","Bronx","NY","10474","Manufacturing","Distributor of seafood","ICIP","36",,,"2008-06-03T00:00:00.000","7062.51","140816.76","BRONX","40.806967","-73.886435","202","17","93","2006949","2027740258","Hunts Point"
