"acronym","agency","appeal_subtype","appeal_type","date_closed","date_filed","exam_no","expiration","extension","status","title"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-08-23T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Open","Emergency Medical Specialist Trainee"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-03-29T00:00:00.000","2019-03-21T00:00:00.000","8522","2022-10-10T00:00:00.000",,"Closed","Construction Laborer (PROM)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-04-15T17:00:20.000","8006","2023-03-27T00:00:00.000",,"Open","Auto Mechanic"
"NYPD","Police Department","Psych","Section 50","2020-01-15T00:00:00.000","2019-09-18T09:35:53.000","5300","2021-03-01T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Score","Section 50","2019-07-31T00:00:00.000","2019-03-22T00:00:00.000","6718","2022-09-12T00:00:00.000",,"Closed","Maintenance Supervisor (Car Equipment)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-09-17T00:00:00.000","9001","2023-09-11T00:00:00.000",,"Open","Probation Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-06T00:00:00.000","2019-01-04T00:00:00.000","8609",,,"Closed","Structure Maintainer Group B"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-17T00:00:00.000","2019-05-30T13:17:03.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-06-27T00:00:00.000","2019-04-01T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50",,"2019-11-13T09:34:50.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-29T00:00:00.000","2019-05-16T00:00:00.000","6310","2020-12-28T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-13T00:00:00.000","2019-10-30T00:00:00.000","9015",,,"Closed","Maintenance Worker"
"NYPD","Police Department","Psych","Section 50","2020-01-07T00:00:00.000","2019-08-19T00:00:00.000","5310","2021-03-06T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-31T00:00:00.000","2019-08-06T16:24:24.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"HRA","Human Resources Administration","Demotion","Section 76","2020-03-12T00:00:00.000","2019-07-03T13:57:26.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-06T00:00:00.000","2019-06-25T00:00:00.000","8070",,,"Closed","Recreation Supervisor"
"HRA","Human Resources Administration","Termination","Section 76",,"2019-09-16T00:00:00.000",,,,"Open",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2020-01-08T00:00:00.000","2019-11-22T00:00:00.000","9015",,,"Closed","Maintenance Worker"
"NYPD","Police Department","Psych","Section 50","2019-03-11T00:00:00.000","2019-02-10T21:35:41.000","4325","2020-04-28T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-22T15:03:22.000","8036","2023-10-23T00:00:00.000",,"Open","Administrative Education Analyst"
"DCAS","Department of Citywide Administrative Services","Score","Section 50",,"2019-07-22T00:00:00.000","8000","2023-01-30T00:00:00.000",,"Open","Machinist Practical"
"NYPD","Police Department","Character","Section 50","2019-04-11T00:00:00.000","2019-01-21T14:17:56.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority",,"Section 50","2019-04-25T00:00:00.000","2019-03-06T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-16T11:53:07.000","8042",,,"Open","Administrative Project Manager"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-01-21T00:00:00.000","2019-12-26T16:04:37.000","8053",,,"Closed","Computer Specialist (Operation)"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-05-22T00:00:00.000","2019-03-22T00:00:00.000","8017",,,"Closed","Housing Manager"
"NYPD","Police Department","Psych","Section 50","2019-09-24T00:00:00.000","2019-09-23T00:00:00.000","3319","2019-12-21T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Unauthorized Substance","Section 50","2019-08-22T00:00:00.000","2019-05-16T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Psych","Section 50","2019-12-06T00:00:00.000","2019-05-07T00:00:00.000","8309","2022-06-06T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2020-01-10T00:00:00.000","2019-08-24T12:56:18.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-06-26T09:32:13.000","9000","2023-07-03T00:00:00.000",,"Open","Crime Analyst"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-20T00:00:00.000","2019-03-22T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DOC","Department of Correction",,"Waiting for DQ","2019-06-27T00:00:00.000","2019-05-09T00:00:00.000",,,,"Closed",
"NYCTA","Transit Authority",,"Section 50","2019-05-24T00:00:00.000","2019-04-02T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2020-01-13T00:00:00.000","2019-10-15T00:00:00.000","9058",,,"Closed","Administrative Staff  Analyst"
"NYPD","Police Department","Psych","Section 50",,"2019-12-10T13:41:19.000","5312","2020-09-14T00:00:00.000",,"Open","School Safety Agent"
"DEP","Department of Environmental Protection","Psych","Section 50","2019-12-18T00:00:00.000","2019-11-27T00:00:00.000","6300","2020-11-23T00:00:00.000",,"Closed","Environmental Police Officer"
"DOC","Department of Correction","Termination","Section 76",,"2019-06-24T00:00:00.000",,,,"Open",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-31T00:00:00.000","2019-04-22T00:00:00.000","8052","2023-08-14T00:00:00.000",,"Closed","Assistant Plan Examiner (Buildings)"
"NYPD","Police Department","Medical","Section 50","2019-08-08T00:00:00.000","2019-06-03T00:00:00.000","8332","2023-02-20T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-05-14T20:42:20.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-14T00:00:00.000","2019-09-11T09:31:17.000","8070",,,"Closed","Recreation Supervisor"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-10-29T00:00:00.000","2019-09-19T00:00:00.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYCTA","Transit Authority",,"Section 50","2019-05-06T00:00:00.000","2019-03-06T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-06T00:00:00.000","2019-12-06T00:00:00.000","9015",,,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-05-03T00:00:00.000","2019-03-04T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"FDNY","Fire Department","Minimum Requirements","Section 50",,"2019-12-02T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Open","Emergency Medical Specialist - Trainee"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-07-16T00:00:00.000","2019-02-26T00:00:00.000","3347","2019-12-09T00:00:00.000",,"Closed","Job Opportunity Specialist"
"NYPD","Police Department","Psych","Section 50",,"2019-11-03T07:49:40.000","5326","2021-07-06T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-06T00:00:00.000","2019-11-30T15:24:57.000","9015",,,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-16T14:31:58.000","8053","2023-11-13T00:00:00.000",,"Open","Computer Specialist Operations"
"NYPD","Police Department","Psych","Section 50","2020-03-12T00:00:00.000","2019-11-27T10:18:02.000","4312","2020-06-22T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-07-09T13:53:18.000","8020","2023-05-22T00:00:00.000",,"Open","Public Health Sanitarian"
"NYPD","Police Department","Psych","Section 50","2019-09-05T00:00:00.000","2019-08-30T14:34:29.000","4306","2019-12-23T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-21T00:00:00.000","2019-03-07T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50",,"2019-11-12T12:57:05.000","8323","2022-11-28T00:00:00.000",,"Open","School Safety Agent"
"NYPD","Police Department","Medical","Section 50",,"2019-06-13T16:53:47.000","8331","2022-10-17T00:00:00.000",,"Open","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Score","Section 50",,"2019-09-19T10:06:57.000","7041","2022-12-26T00:00:00.000",,"Open","Administrative Procurement Analyst"
"NYPD","Police Department","Psych","Section 50",,"2019-10-14T18:38:58.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-06-19T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DOC","Department of Correction","Medical","Section 50","2020-01-02T00:00:00.000","2019-08-14T00:00:00.000","9303","2023-05-01T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-01-24T00:00:00.000","2019-03-13T15:45:19.000","8071","2023-03-20T00:00:00.000",,"Closed","Administrative Quality Assurance Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-05-31T14:12:56.000","7042",,,"Closed","Customer Information Representative"
"NYCTA","Transit Authority","Education and Experience","Section 50","2020-01-17T00:00:00.000","2019-07-30T00:00:00.000","9601","2023-09-18T00:00:00.000",,"Closed","Collecting Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-11-11T22:39:47.000","8043","2023-11-13T00:00:00.000",,"Open","Computer Associate (Operations)"
"NYPD","Police Department","Psych","Section 50","2019-11-12T00:00:00.000","2019-07-15T06:49:12.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-01-23T00:00:00.000","2019-07-01T00:00:00.000","9000","2023-07-03T00:00:00.000",,"Closed","Crime Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-05-10T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Open","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-05-10T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Open","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-26T00:00:00.000","2019-10-11T21:32:56.000","8036","2023-10-23T00:00:00.000",,"Closed","Administrative Education Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-03-13T00:00:00.000","2019-05-14T13:50:56.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-05-30T16:40:09.000","7042","2023-03-20T00:00:00.000",,"Open","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-28T00:00:00.000","2019-05-24T16:14:26.000","8041",,,"Closed","Administrative Contract Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-03-09T00:00:00.000","2019-10-16T00:00:00.000","8053","2023-11-13T00:00:00.000",,"Closed","Computer Specialist (Operations)"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-05T00:00:00.000","2019-06-24T00:00:00.000","8053",,,"Closed","Computer Specialist (Operations)"
"NYPD","Police Department","Psych","Section 50","2019-07-09T00:00:00.000","2019-05-07T16:11:43.000","8311","2022-09-12T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-07T20:59:16.000","9075",,,"Closed","Emergency Medical Specialist Trainee"
"DCAS","Department of Citywide Administrative Services","Age","Section 50","2019-03-29T00:00:00.000","2019-03-13T11:45:11.000","8314",,,"Closed","SPECIAL OFFICER"
"NYPD","Police Department","Psych","Section 50","2019-07-17T00:00:00.000","2019-07-12T14:32:01.000","3316","2019-12-14T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-11-01T00:00:00.000","2019-04-01T00:00:00.000","5321","2021-07-03T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2020-01-14T00:00:00.000","2019-09-12T16:12:50.000","5300","2021-03-01T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-07-03T00:00:00.000","2019-03-25T21:05:09.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50",,"2019-10-15T21:17:40.000","5329","2021-07-07T00:00:00.000",,"Open","Police Officer"
"NYPD","Police Department","Psych","Section 50","2020-01-03T00:00:00.000","2019-10-26T08:36:21.000","4320","2020-08-25T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Unauthorized Substance","Section 50","2019-10-17T00:00:00.000","2019-10-03T00:00:00.000","7326","2023-03-06T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-26T00:00:00.000","2019-03-25T21:29:02.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-10-31T00:00:00.000","2019-09-25T16:24:26.000",,,,"Closed",
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-31T00:00:00.000","2019-03-28T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DOC","Department of Correction","Character","Section 50","2020-01-14T00:00:00.000","2019-08-05T00:00:00.000","7329","2021-02-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-02T00:00:00.000","2019-01-31T00:00:00.000","8026",,,"Closed","Business Promotion Coordinator"
"NYCTA","Transit Authority","Education and Experience","Section 50","2020-02-21T00:00:00.000","2019-12-20T00:00:00.000","9616",,,"Closed","Structure Maintainer Group E"
"DOC","Department of Correction","Character","Section 50","2019-07-26T00:00:00.000","2019-03-13T00:00:00.000","7329","2021-02-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-16T16:44:55.000","8053","2023-11-13T00:00:00.000",,"Open","Computer Specialist (Operations)"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-05T00:00:00.000","2019-07-08T18:43:10.000",,,,"Closed",
"NYCTA","Transit Authority",,"Section 50","2019-05-03T00:00:00.000","2019-03-14T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50",,"2019-11-16T14:53:49.000","5326","2021-07-06T00:00:00.000",,"Open","Police Officer"
"NYPD","Police Department","Psych","Section 50",,"2019-10-14T16:56:32.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"FDNY","Fire Department","Medical","Section 50",,"2019-12-20T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Open","FireFighter"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-08-06T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Open","Emergency Medical Specialist - Trainee"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-19T00:00:00.000","2019-05-10T17:40:35.000","7042",,,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-06T00:00:00.000","2019-03-07T12:40:07.000","8071","2023-03-20T00:00:00.000",,"Closed","Administrative Quality Assurance Specialist"
"NYPD","Police Department","Psych","Section 50","2019-08-16T00:00:00.000","2019-04-26T07:49:36.000","5305","2021-03-02T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Medical","Section 50","2019-05-30T00:00:00.000","2019-02-12T00:00:00.000","7320","2021-01-11T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-18T00:00:00.000","2019-02-19T20:39:16.000","8061",,,"Closed","Administrative Housing Development Specialist"
"DOP","Department of Probation","Psych","Section 50","2019-09-27T00:00:00.000","2019-01-19T10:15:43.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-23T00:00:00.000","2019-07-11T20:26:07.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-06-14T00:00:00.000","2019-04-25T09:39:32.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-05T00:00:00.000","2019-06-13T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-05-15T00:00:00.000","2019-03-25T14:00:07.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Psych","Section 50","2019-09-27T00:00:00.000","2019-01-24T00:00:00.000","8309","2022-06-06T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-19T00:00:00.000","2019-05-20T00:00:00.000","7042",,,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-09-27T00:00:00.000","2019-05-14T14:43:12.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2020-02-25T00:00:00.000","2019-08-08T00:24:36.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"HRA","Human Resources Administration","Suspension","Section 76",,"2019-10-09T13:19:41.000",,,,"Open",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-20T00:00:00.000","2019-11-07T00:00:00.000","8036",,,"Closed","Administrative Education Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-07-19T00:00:00.000","9019","2023-07-24T00:00:00.000",,"Open","Counselor ( Addiction Treatment )"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-03T00:00:00.000","2019-03-06T08:52:36.000","8020","2023-05-20T00:00:00.000",,"Closed","Public Health Sanitarian"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-08-23T00:00:00.000","2019-08-05T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2020-02-27T00:00:00.000","2019-05-26T13:02:50.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-09-12T00:00:00.000","2019-07-16T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-06-12T00:00:00.000","2019-03-25T21:49:12.000","4300","2019-12-22T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-08-01T00:00:00.000","2019-03-06T00:00:00.000","5300","2021-03-01T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department",,"Waiting for Appeal Request","2019-09-24T00:00:00.000","2019-07-11T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50",,"2019-12-10T13:54:17.000","5305","2021-03-02T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-26T00:00:00.000","2019-10-18T00:00:00.000","8036",,,"Closed","Administrative Education Anayst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-18T00:00:00.000","9015",,,"Open","Maintenance Worker"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-24T00:00:00.000","2019-03-16T14:26:23.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-06-04T00:00:00.000","2019-05-30T00:00:00.000","3316","2019-12-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Premature","Jurisdictional Issue","2019-08-30T00:00:00.000","2019-08-30T06:22:53.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50",,"2019-10-14T18:23:42.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"NYCTA","Transit Authority",,"Section 50","2019-07-08T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-10T00:00:00.000","2019-02-13T16:56:36.000","8026","2023-01-20T00:00:00.000",,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-11T00:00:00.000","2019-10-04T00:00:00.000","9061",,,"Closed","Associate Staff Analyst"
"NYPD","Police Department","Psych","Section 50",,"2019-12-18T12:55:36.000","5306","2021-03-03T00:00:00.000",,"Open","Police Officer"
"FDNY","Fire Department","Character","Section 50",,"2019-11-26T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Open","Firefighter"
"NYCTA","Transit Authority","Education and Experience","Section 50","2020-01-27T00:00:00.000","2019-11-18T00:00:00.000","9611",,,"Closed","Structure Maintainer Group D"
"NYCTA","Transit Authority","Education and Experience","Section 50",,"2019-12-18T00:00:00.000","8607",,,"Open","Car Inspector"
"NYPD","Police Department","Psych","Section 50","2019-10-23T00:00:00.000","2019-08-30T15:16:14.000","8305","2022-05-16T00:00:00.000",,"Closed","School Safety Agent"
"NYPD","Police Department","Psych","Section 50","2019-10-03T00:00:00.000","2019-07-30T17:25:05.000","8323","2022-11-28T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-29T00:00:00.000","2019-03-13T00:00:00.000","7019","2022-08-29T00:00:00.000",,"Closed","Procurement Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-14T00:00:00.000","2019-02-12T15:48:49.000","8061","2023-03-13T00:00:00.000",,"Closed","Administrative Housing Development Specialist"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-09T00:00:00.000","2019-06-18T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Closed","Firefighter"
"FDNY","Fire Department","Age","Section 50",,"2019-09-30T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Open","Firefighter"
"NYPD","Police Department","Character","Section 50",,"2019-10-17T00:00:00.000","8305","2022-05-16T00:00:00.000",,"Open","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-31T00:00:00.000","2019-03-01T00:00:00.000","8026",,,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-16T00:00:00.000","2019-05-28T00:00:00.000","9006","2023-05-01T00:00:00.000",,"Closed","Deckhand"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-04-03T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"NYPD","Police Department","Character","Section 50","2019-08-26T00:00:00.000","2019-02-27T08:55:49.000","4329","2020-11-25T00:00:00.000",,"Closed","Police Officer"
"DYCD","Department of Youth and Community Development","Suspension","Section 76","2019-11-25T00:00:00.000","2019-09-08T18:57:42.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-11-19T00:00:00.000","2019-07-11T12:21:34.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-16T00:00:00.000","7041","2022-12-26T00:00:00.000",,"Open","Administrative Procurement Analyst"
"DOP","Department of Probation","Unauthorized Substance","Section 50",,"2019-12-19T00:00:00.000","9001","2023-09-11T00:00:00.000",,"Open","Probation Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2020-01-07T00:00:00.000","2019-12-30T14:44:23.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-09-17T00:00:00.000","2019-09-05T12:23:35.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-05-23T00:00:00.000","2019-03-25T21:02:16.000","4310","2019-12-28T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-07T12:50:59.000","8041",,,"Closed","Administrative Contract Specialist"
"NYPD","Police Department","Psych","Section 50",,"2019-06-06T11:26:49.000","7323","2021-12-13T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-08-09T00:00:00.000","2019-05-30T00:00:00.000","9006","2023-05-01T00:00:00.000",,"Closed","Deckhand"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-17T14:36:51.000","8042",,,"Open","Administrative Project Manager"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-26T11:39:10.000","8042",,,"Open","Administrative Project Manager"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-30T00:00:00.000","2019-08-07T00:00:00.000","9006","2023-05-01T00:00:00.000",,"Closed","Deckhand"
"NYPD","Police Department","Character","Section 50","2019-08-16T00:00:00.000","2019-04-12T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-11-01T16:49:08.000","8036","2023-10-23T00:00:00.000",,"Open","Administrative Education Analyst"
"NYPD","Police Department","Psych","Section 50",,"2019-10-30T01:39:05.000","7326","2023-03-06T00:00:00.000",,"Open","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-10-23T12:02:18.000","8053","2023-11-13T00:00:00.000",,"Open","Computer Specialist (Operations)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-24T00:00:00.000","2019-07-12T13:17:35.000","9000",,,"Closed","Crime Analyst"
"NYPD","Police Department","Psych","Section 50",,"2019-06-13T16:41:34.000","5300","2021-03-01T00:00:00.000",,"Open","Police Officer"
"NYPD","Police Department","Psych","Section 50",,"2019-07-18T00:00:00.000","7315","2022-03-07T00:00:00.000",,"Open","Traffic Enforcement Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-28T00:00:00.000","2019-07-10T00:00:00.000","9000","2023-07-03T00:00:00.000",,"Closed","Crime Analyst"
"DOC","Department of Correction","Medical","Section 50","2019-03-22T00:00:00.000","2019-02-12T00:00:00.000","8319","2022-06-27T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-25T00:00:00.000","2019-02-19T00:00:00.000","4328","2020-11-23T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50",,"2019-12-31T11:44:29.000","8042",,,"Open","Administrative Project Manager"
