DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
0915927-DCA,Business,02/28/2023,Active,10/07/2013,Home Improvement Contractor,B. ALTMAN'S REMODELING INC,B. ALTMAN'S WATERPROOFING,304,GOWER ST,,STATEN ISLAND,NY,10314,718-698-0222,Staten Island,5,502,50,5019245,5007520662,,,,-74.12379208532361,40.605141403489974,"(40.605141403489974, -74.12379208532361)"
2045226-DCA,Business,02/28/2023,Active,11/02/2016,Home Improvement Contractor,"JDP DESIGN CONSTRUCTION, INC.",,142,HENRY ST,,NEW YORK,NY,10002,212-274-8887,Manhattan,1,,,,,,,,,,
0736060-DCA,Business,02/28/2023,Active,01/28/2003,Home Improvement Contractor,SURE HEET CHIMNEY REPAIR AND CLEANING COMPANY INC.,,9443,222ND ST,,QUEENS VILLAGE,NY,11428,7184684455,Queens,4,413,23,4230256,4107410164,,,,-73.73251694246987,40.720501928965554,"(40.720501928965554, -73.73251694246987)"
0673645-DCA,Business,02/28/2023,Active,12/30/2002,Home Improvement Contractor,BASCHNAGEL BROS INC,ROOFING & SHEET METAL,15025,14TH AVE,,WHITESTONE,NY,11357,7187671919,Queens,4,407,19,4438055,4045180051,,,,-73.81307309117643,40.789018944527335,"(40.789018944527335, -73.81307309117643)"
1471145-DCA,Business,02/28/2023,Active,08/12/2013,Home Improvement Contractor,NABA CONSTRUCTION INC,,463,JEROME ST,,BROOKLYN,NY,11207,7188546165,Brooklyn,3,305,42,3089729,3040460018,,,,-73.88592486870392,40.67015080335041,"(40.67015080335041, -73.88592486870392)"
2065733-DCA,Business,02/28/2023,Active,02/06/2018,Home Improvement Contractor,MANHATTAN PREMIER CONSTRUCTION INC.,,7203,69TH PL,,GLENDALE,NY,11385,917-655-0770,Queens,4,405,30,4445455,4037050014,,,,-73.88186028530083,40.70176649372383,"(40.70176649372383, -73.88186028530083)"
1270078-DCA,Business,02/28/2023,Active,10/10/2007,Home Improvement Contractor,"PERFECT CONSTRUCTION, ROOFING AND SONS, CORP.",,238,IONIA AVE,,STATEN ISLAND,NY,10312,7184770455,Staten Island,5,503,51,5162258,5062610015,,,,-74.18197629025809,40.543432046690825,"(40.543432046690825, -74.18197629025809)"
0850217-DCA,Business,02/28/2023,Active,10/29/2002,Home Improvement Contractor,L NEW HIGH INSTALLATION INC,,285,E 165TH ST,,BRONX,NY,10456,7185887227,Bronx,2,204,16,2002405,2024370038,,,,-73.91575966849427,40.829078226590894,"(40.829078226590894, -73.91575966849427)"
2012476-DCA,Business,02/28/2023,Active,08/26/2014,Home Improvement Contractor,"HUCKABEE, WILLIAM A.",,455,HUMBOLDT ST,,BROOKLYN,NY,11211,9176011972,Brooklyn,3,301,34,3068223,3027400021,,,,-73.9432767299672,40.71811704058461,"(40.71811704058461, -73.9432767299672)"
1174126-DCA,Business,02/28/2023,Active,07/16/2004,Home Improvement Contractor,MROK KASHMIR S,UNITED SIDING & REMODELING,54,MACARTHUR AVE,,LODI,NJ,07644,9737733893,Outside NYC,,,,,,,,,,,
2015495-DCA,Business,02/28/2023,Active,11/13/2014,Home Improvement Contractor,CHATA CONSTRUCTION CO. INC.,,8004,25TH AVE,,EAST ELMHURST,NY,11370,7182040178,Queens,4,403,22,4023223,4010570001,,,,-73.88842292546691,40.762868579925424,"(40.762868579925424, -73.88842292546691)"
1385416-DCA,Business,02/28/2023,Active,03/21/2011,Home Improvement Contractor,A.S.P. HOUSING ENTERPRISE INC.,,5510,68TH ST,,MASPETH,NY,11378,7186087073,Queens,4,405,30,4055402,4023960067,,,,-73.89658183277476,40.727592413402526,"(40.727592413402526, -73.89658183277476)"
2046996-DCA,Business,02/28/2023,Active,01/04/2017,Home Improvement Contractor,jennosa pools inc,"JENNOSA POOLS, INC",51,WINDSOR PL,,CENTRAL ISLIP,NY,11722,,Outside NYC,,,,,,,,,,,
2020371-DCA,Business,02/28/2023,Active,04/02/2015,Home Improvement Contractor,LOYOLA PAINTING & CONSTRUCTION CORP,,674,W 161ST ST,,NEW YORK,NY,10032,6463617994,Manhattan,1,112,07,1063328,1021360120,,,,-73.94577318972136,40.83768719509005,"(40.83768719509005, -73.94577318972136)"
1281879-DCA,Business,02/28/2023,Active,04/14/2008,Home Improvement Contractor,"FAS BUILDING, CORP.",,7,COLITA CT,,STATEN ISLAND,NY,10307,9173642980,Staten Island,5,503,51,5146587,5078000185,,,,-74.2316018107189,40.50240635354264,"(40.50240635354264, -74.2316018107189)"
1074374-DCA,Business,02/28/2023,Active,03/02/2001,Home Improvement Contractor,"HIGGINS JR, WILLIAM J",,410,BEACH 127TH ST,,ROCKAWAY PARK,NY,11694,7189457863,Queens,4,414,32,4304330,4162080045,,,,-73.84757620525714,40.578814524258135,"(40.578814524258135, -73.84757620525714)"
1305706-DCA,Business,02/28/2023,Active,12/09/2008,Home Improvement Contractor,"BODIA, INC.",,306,E 11TH ST,,NEW YORK,NY,10003,2122282790,Manhattan,1,103,02,1006437,1004520011,,,,-73.98590321222055,40.73017140279598,"(40.73017140279598, -73.98590321222055)"
1400431-DCA,Business,02/28/2023,Active,07/14/2011,Home Improvement Contractor,"CARDO WINDOWS, INC.",CASTLE THE WINDOW PEOPLE,109,GAITHER DR,,MOUNT LAUREL,NJ,08054,8562354441,Outside NYC,,,,,,,,,,,
2093402-DCA,Business,02/28/2023,Active,01/07/2020,Home Improvement Contractor,PLRS RESTORATION LLC,PAUL DAVIS RESTORATION OF METRO NEW YORK,24125,BRADDOCK AVE,,BELLEROSE,NY,11426,7185596060,Queens,4,413,23,4167579,4079890001,,,,-73.72701319288107,40.72632164954489,"(40.72632164954489, -73.72701319288107)"
1121988-DCA,Business,02/28/2023,Active,09/05/2002,Home Improvement Contractor,MV KITCHENS INC,,4611,15TH AVE,,BROOKLYN,NY,11219,7188536910,Brooklyn,3,312,44,3327482,3054360006,,,,-73.98608567377657,40.63392049722509,"(40.63392049722509, -73.98608567377657)"
1465613-DCA,Business,02/28/2023,Active,05/21/2013,Home Improvement Contractor,NAPOLI HOME IMPROVEMENT INC.,,1600,E 51ST ST,,BROOKLYN,NY,11234,9178159311,Brooklyn,3,318,46,3219975,3078750047,,,,-73.92610113287571,40.62105746119245,"(40.62105746119245, -73.92610113287571)"
2009915-DCA,Business,02/28/2023,Active,06/23/2014,Home Improvement Contractor,R. SUTTON & CO. LLC,,478,7TH ST,,BROOKLYN,NY,11215,7184901220,Brooklyn,3,306,39,3025742,3010880009,,,,-73.97993978706384,40.667787462489116,"(40.667787462489116, -73.97993978706384)"
1321081-DCA,Business,02/28/2023,Active,06/22/2011,Home Improvement Contractor,"SCHERILLO & SONS CONSTRUCTION, CORP",PRESTIGE CUSTOM BUILDERS,7,PUMPKIN ST,,EAST NORTHPORT,NY,11731,6318581580,Outside NYC,,,,,,,,,,,
1345890-DCA,Business,02/28/2023,Active,03/01/2010,Home Improvement Contractor,PLANT CONSTRUCTION LLC,,181,BROADWAY,,NEW YORK,NY,10007,2126936600,Manhattan,1,101,1,1001075,1000630017,,,,-74.00977496174727,40.7100719800528,"(40.7100719800528, -74.00977496174727)"
2087239-DCA,Business,02/28/2023,Active,06/15/2019,Home Improvement Contractor,NEW SAHIL HOME IMPROVEMENT INC.,,9540,114TH ST,,SOUTH RICHMOND HILL,NY,11419,6464629225,Queens,4,409,28,4198139,4094150025,,,,-73.83123010329543,40.690921923741016,"(40.690921923741016, -73.83123010329543)"
2003772-DCA,Business,02/28/2023,Active,02/21/2014,Home Improvement Contractor,"MARIO'S GENERAL CONTRACTING, INC.",,1140,BROADWAY,,NEW YORK,NY,10001,2124940011,Manhattan,1,105,02,1015649,1008280033,,,,-73.9889786369824,40.743906480880845,"(40.743906480880845, -73.9889786369824)"
2006980-DCA,Business,02/28/2023,Active,04/28/2014,Home Improvement Contractor,HI TECH CONTRACTING & RESTORATION CORP,Hi Tech Contracting & Restoration Corp,8767,24TH AVE,,BROOKLYN,NY,11214,7185106000,Brooklyn,3,311,47,3186000,3068760012,,,,-73.99265428496095,40.5961088332872,"(40.5961088332872, -73.99265428496095)"
2105845-DCA,Business,02/28/2023,Active,05/09/2022,Home Improvement Contractor,NORTHERN GENERAL F. CORP.,,10462,43RD AVE,,CORONA,NY,11368,,Queens,4,404,21,4048910,4019870024,,,,-73.86015293594794,40.74795570285937,"(40.74795570285937, -73.86015293594794)"
1289616-DCA,Business,02/28/2023,Active,06/19/2008,Home Improvement Contractor,C.I. CONTRACTING CORP.,,676,SAW MILL RIVER RD,,YONKERS,NY,10710,7188850203,Bronx,2,210,13,2096039,2056340019,,,,,,
0926726-DCA,Business,02/28/2023,Active,12/17/2002,Home Improvement Contractor,C & M HOME IMPROVEMENT INC.,,24,BAY 31ST ST,,BROOKLYN,NY,11214,7185413700,Brooklyn,3,311,47,3167105,3063810053,,,,-73.99365486300643,40.60090405461691,"(40.60090405461691, -73.99365486300643)"
0921388-DCA,Business,02/28/2023,Active,06/04/2007,Home Improvement Contractor,GOLDEN TOUCH CONSTRUCTION CORP.,,320,E SHORE RD,,GREAT NECK,NY,11023,9175771013,Outside NYC,,,,,,,,,,,
2031615-DCA,Business,02/28/2023,Active,12/23/2015,Home Improvement Contractor,EMPIRE CITY CONSTRUCTION & DEVELOPMENT CORP,,2538,MATTHEWS AVE,,BRONX,NY,10467,9172913639,Bronx,2,211,13,2051543,2044410022,,,,-73.86262451815094,40.86376695562768,"(40.86376695562768, -73.86262451815094)"
1468940-DCA,Business,02/28/2023,Active,07/09/2013,Home Improvement Contractor,TRI-COLOR INTERIORS INC.,,29,S LEXOW AVE,,NANUET,NY,10954,6462356995,Outside NYC,,,,,,,,,,,
2002565-DCA,Business,02/28/2023,Active,01/14/2014,Home Improvement Contractor,SHYAM CONSTRUCTION INC,,9021,215TH ST,,QUEENS VILLAGE,NY,11428,917-548-8043,Queens,4,413,23,4227467,4106490005,,,,-73.74630520235863,40.72331907848706,"(40.72331907848706, -73.74630520235863)"
2077356-DCA,Business,02/28/2023,Active,08/23/2018,Home Improvement Contractor,SOHOME WORK INC.,,338,BROOME ST,,NEW YORK,NY,10002,2129661629,Manhattan,1,103,01,1005652,1004247501,,,,-73.99409452794565,40.71930561983265,"(40.71930561983265, -73.99409452794565)"
1404484-DCA,Business,02/28/2023,Active,08/16/2011,Home Improvement Contractor,"FAMILY MAINTENANCE CO., INC.",,2207,NEWBRIDGE RD,,BELLMORE,NY,11710,5167834904,Outside NYC,,,,,,,,,,,
2105942-DCA,Business,02/28/2023,Active,05/11/2022,Home Improvement Contractor,JORGE EXPRESS CORP,,4167,JUDGE ST,,ELMHURST,NY,11373,3474008963,Queens,4,404,25,4037224,4015060062,,,,-73.88195329804067,40.74496637152183,"(40.74496637152183, -73.88195329804067)"
1026727-DCA,Business,02/28/2023,Active,02/01/2000,Home Improvement Contractor,"FAYZO MASONARY, INC.",,3088,HYLAN BLVD,,STATEN ISLAND,NY,10306,917-622-3882,Staten Island,5,503,50,5063599,5047210025,,,,-74.12299141874087,40.5595428238257,"(40.5595428238257, -74.12299141874087)"
1462139-DCA,Business,02/28/2023,Active,04/10/2013,Home Improvement Contractor,"R H CONSTRUCTION USA, INC.",,553,E 2ND ST,,BROOKLYN,NY,11218,7188712584,Brooklyn,3,312,39,3126673,3053860081,,,,-73.97721417411194,40.63745436751971,"(40.63745436751971, -73.97721417411194)"
1312144-DCA,Business,02/28/2023,Active,03/24/2009,Home Improvement Contractor,"HUDSON LANDSCAPING, LLC",,24,BROOKSIDE PL,,NEW ROCHELLE,NY,10801,9146368349,Outside NYC,,,,,,,,,,,
2053948-DCA,Business,02/28/2023,Active,06/05/2017,Home Improvement Contractor,KEJDI CORP.,,5,Highlawn Ave,,Brooklyn,NY,11223,7189545936,Brooklyn,3,,,,,,,,-73.96933134229434,40.79274832526885,"(40.79274832526885, -73.96933134229434)"
2105963-DCA,Business,02/28/2023,Active,05/12/2022,Home Improvement Contractor,Express Construction USA INC,,2718,YOUNG AVE,,BRONX,NY,10469,6466450955,Bronx,2,211,13,2054315,2045290018,,,,-73.84810466456885,40.86563710910727,"(40.86563710910727, -73.84810466456885)"
1124381-DCA,Business,02/28/2023,Active,06/27/2009,Home Improvement Contractor,"R & S CONSTRUCTION, CORP.",,2915,THROOP AVE,,BRONX,NY,10469,7184055187,Bronx,2,211,12,2055284,2045620060,,,,-73.85093738114138,40.86804790517581,"(40.86804790517581, -73.85093738114138)"
2059227-DCA,Business,02/28/2023,Active,10/11/2017,Home Improvement Contractor,FLORENTON RIVER LLC,,147,VALLEY ST,,SLEEPY HOLLOW,NY,10591,9173865050,Outside NYC,,,,,,,,,,,
0895937-DCA,Business,02/28/2023,Active,11/29/2002,Home Improvement Contractor,"DIVITA, JOSEPH",JD CONSTRUCTION,2224,W 6TH ST,,BROOKLYN,NY,11223,7187145177,Brooklyn,3,315,47,3193297,3071440016,,,,-73.97700582760181,40.59379564696217,"(40.59379564696217, -73.97700582760181)"
2095349-DCA,Business,02/28/2023,Active,03/12/2020,Home Improvement Contractor,DG CONSTRUCTION & CONSULTING LLC,,551,BOLTON AVE,,BRONX,NY,10473,9177364125,Bronx,2,209,18,2021559,2035260055,,,,-73.85803974566875,40.816590780317235,"(40.816590780317235, -73.85803974566875)"
1325288-DCA,Business,02/28/2023,Active,07/15/2009,Home Improvement Contractor,RENECO HOME IMPROVEMENTS LLC,,98,N OCEAN AVE,,FREEPORT,NY,11520,5167918503,Outside NYC,,,,,,,,,,,
1274333-DCA,Business,02/28/2023,Active,12/17/2007,Home Improvement Contractor,"BNY CONSTRUCTION, INC.",,63,FLUSHING AVE,,BROOKLYN,NY,11205,7182224422,Brooklyn,3,302,33,3335129,3020230001,,,,-73.97498639134133,40.69802015906762,"(40.69802015906762, -73.97498639134133)"
2000473-DCA,Business,02/28/2023,Active,11/06/2013,Home Improvement Contractor,EMERGENCY FIRE SERVICES LLC,,6133,GRAND AVE,,MASPETH,NY,11378,7187876720,Queens,4,405,30,4060627,4027120035,,,,-73.90401864439592,40.72200503382978,"(40.72200503382978, -73.90401864439592)"
1451203-DCA,Business,02/28/2023,Active,11/30/2012,Home Improvement Contractor,"MNC DEVELOPMENT, INC.",,575,CLASSON AVE,,BROOKLYN,NY,11238,8777323492,Brooklyn,3,303,36,3057698,3020160004,,,,-73.95844741594607,40.68110484672922,"(40.68110484672922, -73.95844741594607)"
2103873-DCA,Business,02/28/2023,Active,02/09/2022,Home Improvement Contractor,UPGRADE NEWYORK LLC,,253,PARKVILLE AVE,,BROOKLYN,NY,11230,3475748435,Brooklyn,3,314,40,3127943,3054240071,,,,-73.96965752476821,40.63174620810542,"(40.63174620810542, -73.96965752476821)"
0953697-DCA,Business,02/28/2023,Active,01/29/2003,Home Improvement Contractor,SAWYER CONSTRUCTION CORP.,,20,GANSEVOORT BLVD,,STATEN ISLAND,NY,10314,9083472758,Staten Island,5,501,50,5018154,5007170012,,,,-74.12772345340295,40.61199909672706,"(40.61199909672706, -74.12772345340295)"
1205225-DCA,Business,02/28/2023,Active,08/01/2005,Home Improvement Contractor,BEST & FAST CONSTRUCTION CORP.,HOPE CONSTRUCTION CO,6012,170TH ST,,FRESH MEADOWS,NY,11365,7184618717,Queens,4,407,20,4534685,4068660392,,,,-73.79907920012607,40.73881589250852,"(40.73881589250852, -73.79907920012607)"
2100218-DCA,Business,02/28/2023,Active,07/19/2021,Home Improvement Contractor,AGE CONTRACTING CORP,,7119,80TH ST,,GLENDALE,NY,11385,7185703478,Queens,4,405,30,4439862,4038100350,,,,-73.86935924449136,40.707662468588005,"(40.707662468588005, -73.86935924449136)"
2016952-DCA,Business,02/28/2023,Active,12/31/2014,Home Improvement Contractor,ARORA CONSTRUCTION INC,,45,RIVERSIDE DR,,ROCKVILLE CENTRE,NY,11570,6466422685,Outside NYC,,,,,,,,,,,
0958719-DCA,Business,02/28/2023,Active,11/02/2006,Home Improvement Contractor,ZHN CONTRACTING CORP,,30,MEADOW ST,,BROOKLYN,NY,11206,7188213111,Brooklyn,3,301,34,3070851,3030300017,,,,-73.93613745939986,40.710754595135064,"(40.710754595135064, -73.93613745939986)"
1243808-DCA,Business,02/28/2023,Active,01/09/2013,Home Improvement Contractor,"ICON CONTRACTING, LLC",NINO STONE CARE,40,CHERRY LN,,FLORAL PARK,NY,11001,7185690772,Outside NYC,,,,,,,,,,,
1093940-DCA,Business,02/28/2023,Active,03/14/2003,Home Improvement Contractor,AQUACADE POOL BUILDING INC.,,200,LEVITTOWN PKWY,,HICKSVILLE,NY,11801,5164335230,Outside NYC,,,,,,,,,,,
1235982-DCA,Business,02/28/2023,Active,08/15/2006,Home Improvement Contractor,"HOQUE, MOHAMMED-MOJIBUL",M HOQUE CONTRACTING,755,E 9TH ST,,BROOKLYN,NY,11230,3477828606,Brooklyn,3,314,40,3170209,3064970065,,,,-73.9681810592329,40.63034596669858,"(40.63034596669858, -73.9681810592329)"
2105821-DCA,Business,02/28/2023,Active,05/09/2022,Home Improvement Contractor,"Opus Design Builders, Inc.",Opus Builders,2333,35TH ST,,ASTORIA,NY,11105,6463618835,Queens,4,401,22,4016271,4008200026,,,,-73.91266951205957,40.77176326227356,"(40.77176326227356, -73.91266951205957)"
2090978-DCA,Business,02/28/2023,Active,09/27/2019,Home Improvement Contractor,ZN BUILDERS CORP,,14,CYPRESS CT,,BROOKLYN,NY,11208,9174008461,Brooklyn,3,305,37,3090984,3041060009,,,,-73.87300058519781,40.687676383573816,"(40.687676383573816, -73.87300058519781)"
1004403-DCA,Business,02/28/2023,Active,03/05/1999,Home Improvement Contractor,DIMARCO CONTRACTING INC,,15744,26TH AVE,,FLUSHING,NY,11354,7183498626,Queens,4,407,19,4110150,4048670026,,,,-73.80642605026117,40.77365663216704,"(40.77365663216704, -73.80642605026117)"
0942810-DCA,Business,02/28/2023,Active,12/18/2002,Home Improvement Contractor,CALISI LANDSCAPING CORP.,,15414,28TH AVE,,FLUSHING,NY,11354,7187465146,Queens,4,407,19,4109758,4048510030,,,,-73.80963189342532,40.772476243468184,"(40.772476243468184, -73.80963189342532)"
1459858-DCA,Business,02/28/2023,Active,03/15/2013,Home Improvement Contractor,"PUCCIARELLI, RONALD",PELLE CONTRACTING,319,GUYON AVE,,STATEN ISLAND,NY,10306,9173489503,Staten Island,5,503,50,5055548,5040190005,,,,-74.11911595330487,40.559835113558734,"(40.559835113558734, -74.11911595330487)"
2105986-DCA,Business,02/28/2023,Active,05/12/2022,Home Improvement Contractor,Advanced One Interiors Inc,,88,BERGLUND AVE,,STATEN ISLAND,NY,10314,4849510596,Staten Island,5,502,50,5036928,5022310328,,,,-74.16895048131259,40.60991748591944,"(40.60991748591944, -74.16895048131259)"
2105987-DCA,Business,02/28/2023,Active,05/12/2022,Home Improvement Contractor,GM PROJECTS CORP,GM PROJECTS CORP,3710,REVIEW AVE,,LONG ISLAND CITY,NY,11101,3478359052,Queens,4,402,26,4436720,4003120039,,,,-73.93697821911128,40.73330599893755,"(40.73330599893755, -73.93697821911128)"
2059678-DCA,Business,02/28/2023,Active,10/20/2017,Home Improvement Contractor,JEVOB'S CORP.,,6771,136TH ST,,FLUSHING,NY,11367,3478372168,Queens,4,408,24,4595752,4064820003,,,,-73.8328340672903,40.73003171269948,"(40.73003171269948, -73.8328340672903)"
1395039-DCA,Business,02/28/2023,Active,06/03/2011,Home Improvement Contractor,NTICE DESIGNS CORP.,,311,JERUSALEM AVE,,HICKSVILLE,NY,11801,5168220080,Outside NYC,,,,,,,,,,,
2091193-DCA,Business,02/28/2023,Active,10/07/2019,Home Improvement Contractor,"OKOL GROUP HOLDINGS, LLC",OKOL GROUP SMART INTEGRATION,519,W 23RD ST,,NEW YORK,NY,10011,2122060152,Manhattan,1,104,03,1087672,1006957505,,,,-74.00515012370617,40.74811184891866,"(40.74811184891866, -74.00515012370617)"
2085408-DCA,Business,02/28/2023,Active,05/02/2019,Home Improvement Contractor,AFRA SOMA CONSTRUCTION CORP,,2480,ELM PL,,BRONX,NY,10458,347-942-5444,Bronx,2,205,15,2011032,2030230071,,,,-73.8941542234625,40.86127231816096,"(40.86127231816096, -73.8941542234625)"
0924655-DCA,Business,02/28/2023,Active,02/10/1995,Home Improvement Contractor,ACHILLE & SON INC.,,1556,74TH ST,,BROOKLYN,NY,11228,9179034334,Brooklyn,3,311,43,3159517,3062130029,,,,-74.00119586235316,40.61750748764272,"(40.61750748764272, -74.00119586235316)"
1102938-DCA,Business,02/28/2023,Active,03/01/2002,Home Improvement Contractor,"SACIROVSKI, MUAMET",,366,BRADFORD AVE,,STATEN ISLAND,NY,10309,7183170434,Staten Island,5,503,51,5084740,5069060006,,,,-74.20453236615472,40.53054832596158,"(40.53054832596158, -74.20453236615472)"
2015131-DCA,Business,02/28/2023,Active,10/31/2014,Home Improvement Contractor,HONOR CONSTRUCTION INC.,,14,MONROE ST,,NEW YORK,NY,10002,9175576202,Manhattan,1,103,01,1077585,1002530001,,,,-73.99550198050821,40.71146939130224,"(40.71146939130224, -73.99550198050821)"
1418413-DCA,Business,02/28/2023,Active,01/27/2012,Home Improvement Contractor,FLAG CONTRACTING CORP.,,261,CHESTERTON AVE,,STATEN ISLAND,NY,10306,7189804500,Staten Island,5,503,50,5063516,5047180015,,,,-74.12621225381174,40.557554831515965,"(40.557554831515965, -74.12621225381174)"
1417982-DCA,Business,02/28/2023,Active,01/24/2012,Home Improvement Contractor,RAZZINO RENOVATIONS INC.,,7,COUNTRY LN,,MANALAPAN,NJ,07726,7322525802,Outside NYC,,,,,,,,,,,
2011477-DCA,Business,02/28/2023,Active,08/01/2014,Home Improvement Contractor,USA RESTORATION INC.,,8047,257TH ST,,GLEN OAKS,NY,11004,9177216965,Queens,4,413,23,4178032,4087130060,,,,-73.71347880495968,40.74337769301846,"(40.74337769301846, -73.71347880495968)"
2082411-DCA,Business,02/28/2023,Active,02/20/2019,Home Improvement Contractor,EMPIRE BUILDERS & RESTORATION CORP,,70,E SUNRISE HWY,,VALLEY STREAM,NY,11581,5166938413,Outside NYC,,,,,,,,,,,
2029121-DCA,Business,02/28/2023,Active,10/02/2015,Home Improvement Contractor,CHUCKS IRON WORK INC,,19527,SAGAMORE AVE,,HOLLIS,NY,11423,7184644029,Queens,4,412,27,4231521,4108220016,,,,-73.76429492672564,40.71164812302424,"(40.71164812302424, -73.76429492672564)"
2105802-DCA,Business,02/28/2023,Active,05/06/2022,Home Improvement Contractor,K&R Home Renovation LLC,,276,BERRIMAN STREET,,BROOKLYN,NY,11208,3474074527,Brooklyn,3,305,42,3089601,3040370030,,,,-73.87932113884298,40.67195561977186,"(40.67195561977186, -73.87932113884298)"
2020353-DCA,Business,02/28/2023,Active,04/02/2015,Home Improvement Contractor,JM METAL FRAME INC,,8753,109TH ST,,RICHMOND HILL,NY,11418,9175395993,Queens,4,409,28,4194744,4092990051,,,,-73.83857172716847,40.69544211889186,"(40.69544211889186, -73.83857172716847)"
0898243-DCA,Business,02/28/2023,Active,10/22/2002,Home Improvement Contractor,MAIN CONTRACTING CORP.,,8218,192ND ST,,HOLLIS,NY,11423,9174068978,Queens,4,408,23,4156547,4072760019,,,,-73.77680549337713,40.72638227260177,"(40.72638227260177, -73.77680549337713)"
2067991-DCA,Business,02/28/2023,Active,03/19/2018,Home Improvement Contractor,FLORENZIA STONE & MARBLE INC.,,2322,30TH RD,,ASTORIA,NY,11102,7182676439,Queens,4,401,22,4311890,4005717501,,,,-73.92689082212107,40.76830930078517,"(40.76830930078517, -73.92689082212107)"
2026239-DCA,Business,02/28/2023,Active,07/28/2015,Home Improvement Contractor,Preference Painting & Wallpapering Corp.,Preference Painting & Wallpapering Corp.,6703,53RD RD,,MASPETH,NY,11378,9173269442,Queens,4,405,30,4055701,4024060039,,,,-73.89756195751123,40.730744271234194,"(40.730744271234194, -73.89756195751123)"
2054008-DCA,Business,02/28/2023,Active,06/06/2017,Home Improvement Contractor,DAPPER CONSTRUCTION CORP.,,4,JANET LN,,BREEZY POINT,NY,11697,9176420074,Queens,4,414,32,4466228,4163500400,,,,-73.9106920316216,40.55834428017164,"(40.55834428017164, -73.9106920316216)"
2024893-DCA,Business,02/28/2023,Active,06/25/2015,Home Improvement Contractor,360 GENERAL CONTRACTING INC.,,1409,35TH ST,,BROOKLYN,NY,11218,6462434876,Brooklyn,3,312,39,3125149,3053510059,,,,-73.98139986156852,40.64133624845001,"(40.64133624845001, -73.98139986156852)"
1214779-DCA,Business,02/28/2023,Active,11/18/2005,Home Improvement Contractor,NEW WAY REMODELING INC.,,1318,HEMPSTEAD TPKE,,ELMONT,NY,11003,516-616-6000,Outside NYC,,,,,,,,,,,
1450946-DCA,Business,02/28/2023,Active,11/28/2012,Home Improvement Contractor,JM MECHANICAL HVAC LLC,,11,ARDLEY STREET,,STATEN ISLAND,NY,10306,9172088983,Staten Island,5,503,50,5062910,5046620016,,,,-74.12348144089138,40.56180127669444,"(40.56180127669444, -74.12348144089138)"
0809010-DCA,Business,02/28/2023,Active,10/24/1997,Home Improvement Contractor,DECK MASTER HOME IMPROVEMENT CORP.,,113,CHELSEA PLACE AVE,,ORMOND BEACH,FL,32174,7183560095,Outside NYC,,,,,,,,,,,
1316754-DCA,Business,02/28/2023,Active,05/05/2009,Home Improvement Contractor,OBJECT DESIGN INC.,,2775,W 5TH ST,,BROOKLYN,NY,11224,9176827310,Brooklyn,3,313,47,3320736,3072530001,,,,-73.97158518336737,40.580553514923174,"(40.580553514923174, -73.97158518336737)"
1362440-DCA,Business,02/28/2023,Active,07/28/2011,Home Improvement Contractor,R & L GENERAL CONTRACTORS MASONRY INC.,,80,SAND LN,,STATEN ISLAND,NY,10305,347-552-0957,Staten Island,5,502,50,5047986,5032670078,,,,-74.07141707270426,40.59759651589628,"(40.59759651589628, -74.07141707270426)"
2060524-DCA,Business,02/28/2023,Active,11/08/2017,Home Improvement Contractor,SKYVIEW CONSTRUCTION GROUP INC,,2145,OCEAN AVE,,BROOKLYN,NY,11229,718-787-1125,Brooklyn,3,315,48,3182572,3067830057,,,,-73.95331652889598,40.6095134087368,"(40.6095134087368, -73.95331652889598)"
1457272-DCA,Business,02/28/2023,Active,02/14/2013,Home Improvement Contractor,SAMY CONSTRUCTION CORP.,,17,SANDY BROOK DR,,SPRING VALLEY,NY,10977,8455905721,Outside NYC,,,,,,,,,,,
2056500-DCA,Business,02/28/2023,Active,08/01/2017,Home Improvement Contractor,"HASAN, MD",Aslam Genreral Construction Corp,9931,213TH ST,,QUEENS VILLAGE,NY,11429,6462476228,Queens,4,413,27,4238842,4110870008,,,,-73.74544916884292,40.71413592953863,"(40.71413592953863, -73.74544916884292)"
1164273-DCA,Business,02/28/2023,Active,04/29/2004,Home Improvement Contractor,"MONELLO ENTERPRISES, INC.",,3191,RICHMOND RD,,STATEN ISLAND,NY,10306,6468720132,Staten Island,5,502,50,5037025,5022420081,,,,-74.12733746667585,40.575806567728485,"(40.575806567728485, -74.12733746667585)"
1400548-DCA,Business,02/28/2023,Active,07/15/2011,Home Improvement Contractor,A & W IRON WORK INC.,,254,52ND ST,,BROOKLYN,NY,11220,9178177337,Brooklyn,3,307,38,3395830,3008050031,,,,-74.01692611514532,40.64725975241636,"(40.64725975241636, -74.01692611514532)"
2067568-DCA,Business,02/28/2023,Active,03/10/2018,Home Improvement Contractor,KHAN REALESTATE DESIGN CORPORATION,,14820,86TH AVE,,JAMAICA,NY,11435,7186583220,Queens,4,408,24,4208128,4097250007,,,,-73.80959551543286,40.708171997816194,"(40.708171997816194, -73.80959551543286)"
