"program_type","program","site_name","borough_community","agency","contact_number","grade_level_age_group","location_1","number_and_street_address","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"After-School Programs","High School","Samuel J. Tilden High School - H.S. 415","Brooklyn","Church Avenue Merchants Block Association, Inc.","718.629.4523",,"5800 Tilden Avenue
Brooklyn, NEW YORK 11203
(40.648631368632, -73.922285497256)","5800 Tilden Avenue","11203","40.648657","-73.922171","17","45","936","3104598","3047420001","Rugby-Remsen Village                                                       "
"After-School Programs","High School","Intermediate School 43","Queens","Federation Employment & Guidance Services (FEGS)","718.471.7875","High School","160 Beach 29th Street
Queens, NEW YORK 11691
(40.594515128003, -73.761826540295)","160 Beach 29th Street","11691","40.593834","-73.76174","14","31","99802","4467711","4158200001","Far Rockaway-Bayswater                                                     "
"After-School Programs","High School","Loisaida, Inc.","New York","Loisaida, Inc.","212.353.0272","High School","710 9th Street
New York, NEW YORK 10009
(40.725137287259, -73.977695683633)","710 East 9th Street","10009","40.725093","-73.977534","3","2","2602","1004530","1003780010","Lower East Side                                                            "
"After-School Programs","High School","Citizens Advice Bureau / Girls Club of New York","Bronx","Citizens Advice Bureau, Inc.","718.293.0727","High School","1130 Grand
Bronx, NEW YORK 10456
(40.831694143639, -73.916041046959)","1130 Grand Concourse","10456","40.832331","-73.91959","4","16","18102","2002833","2024620042","East Concourse-Concourse Village                                           "
"After-School Programs","High School","Community Association of Progressive Dominicans","Bronx","Community Association of Progressive Dominicans","212.781.5500","High School","1865 Morris Avenue
Bronx, NEW YORK 10453
(40.848548418407, -73.908435068196)","1865 Morris Avenue","10453","40.848516","-73.908427","5","14","23301","2007902","2028270001","Mount Hope                                                                 "
"After-School Programs","High School","Police Athletic League #1A (PAL) ","Brooklyn","Police Athletic League, Inc.","212.477.9450",,"127 Pennsylvania Avenue
Brooklyn, NEW YORK 11207
(40.674740211809, -73.896576353025)","127 Pennsylvania Avenue","11207","40.674814","-73.896606","5","37","1198","3083515","3036870001","East New York                                                              "
"After-School Programs","High School","Secondary School of Law Research & Journalism ","Brooklyn","Project Reach Youth, Inc.","718.768.0778","High School","237 7th Avenue
Brooklyn, NEW YORK 11215
(40.669623280409, -73.979240969103)","237 7th Avenue","11215","40.669629","-73.979287","6","39","155","3025510","3010820001","Park Slope-Gowanus                                                         "
"After-School Programs","High School","Henry Street School for International Studies","New York","Loisaida, Inc.","212.353.0272","High School","220 Henry Street
New York, NEW YORK 10002
(40.713663660512, -73.986511242953)","220 Henry Street","10002","40.713684","-73.986336","3","1","201","1003223","1002690041","Lower East Side                                                            "
"After-School Programs","High School","Rafael Academy School ","Bronx","Simpson Street Development Association, Inc.","718.589.1510",,"977 Fox Street
Bronx, NEW YORK 10459
(40.822428225918, -73.89392410103)","977 Fox Street","10459","40.822443","-73.893902","2","17","159","2005660","2027140004","Hunts Point                                                                "
"After-School Programs","High School","Central Harlem Services","New York","Northside Center For Child Development, Inc.","212.426.3400","High School","247 249 West 135th Street
New York, NEW YORK 10030
(40.818435176043, -73.942765303576)","247-249 West 135th Street","10030","40.815905","-73.945101","10","9","228","1082378","1019410001","Central Harlem North-Polo Grounds                                          "
"After-School Programs","High School","STEPS, Inc ","New York","Support For Training and Educational Services, Inc.","212.831.9080",,"1325 5th Avenue
New York, NEW YORK 10029
(40.797578953153, -73.948664533901)","1325 5th Avenue","10029","40.797706","-73.948608","11","9","17402","1086046","1016170001","East Harlem South                                                          "
"After-School Programs","High School","Southside Community Mission","Brooklyn","Southside Community Mission, Inc.                           ","718.541.9555","High School","280 Marcy Avenue
Brooklyn, NEW YORK 11211
(40.704994493888, -73.95589166068)","280 Marcy Avenue","11211","40.705055","-73.955919","1","33","533","3060375","3022060034","Williamsburg                                                               "
"After-School Programs","High School","Public School 314 - Luis Munoz Marin Elementary School","Brooklyn","Turning Point","718.439.0077","High School","330 59th Street
Brooklyn, NEW YORK 11220
(40.642201614799, -74.019175801725)","330 59th Street","11220","40.642121","-74.018997","7","38","74","3016258","3008620012","Sunset Park West                                                           "
"After-School Programs","High School","Jewish Community Center of Staten Island, Inc.","Staten Island","Jewish Community Center of Staten Island, Inc.","718.981.1500","High School","475 Victory Boulevard Staten Island
NEW YORK,  10301
(40.630627751644, -74.088519564089)","475 Victory Boulevard","10301","40.630635","-74.088475","1","49","75","5002887","5001200112","New Brighton-Silver Lake                                                   "
"After-School Programs","High School","P.S. 92","Queens","La Asociaciï¿½n Benï¿½fica Cultural Father Billini","718.651.8427","High School","99 01 34th Ave
Queens, NEW YORK 11368
(40.749678220374, -73.853040688577)"," 99-01 34th Ave","11368","40.755418","-73.869017","3","21","377","4042496","4017140018","North Corona                                                               "
"After-School Programs","High School","Intermediate School 96 - Seth Low School ","Brooklyn","Federation of Italian-American Organizations of Brooklyn","718.259.2829","High School","99 Avenue
Brooklyn, NEW YORK 11204
(40.619055848049, -73.984798598876)","99 Avenue P","11204","40.60754","-73.984661","11","44","430","3174076","3065950033","Bensonhurst East                                                           "
"After-School Programs","High School","Make the Road New York -Brooklyn","Brooklyn","Make the Road New York","718.418.7690 ","High School","301 Grove Street
Brooklyn, NEW YORK 11237
(40.698428502523, -73.915623474994)","301 Grove Street","11237","40.698448","-73.915629","4","37","433","3075926","3033170041","Bushwick North                                                             "
"After-School Programs","High School","Oasis Community Corporation","Brooklyn","Oasis Community Corporation","718.596.4900","High School","180 Chauncey Street
Brooklyn, NEW YORK 11233
(40.680598605112, -73.9274984332)","180 Chauncey Street","11233","40.680727","-73.926597","3","36","381","3047914","3016920017","Crown Heights North                                                        "
"After-School Programs","High School","Public School 173 ","New York","Childrens Arts & Science Workshops, Inc.","212.923.7766","High School","306 Fort
New York, NEW YORK 10033
(40.856219929206, -73.945859000193)","306 Fort Washington","10033",,,,,,,,
"After-School Programs","High School","Mott Hall Bronx H.S.","Bronx","South Bronx Overall Economic Development Corp.","718.585.2600","High School","1595 Bathgate Avenue
Bronx, NEW YORK 10457
(40.839639584081, -73.90113044101)","1595 Bathgate Avenue","10457","40.839244","-73.901316","3","16","167","2009555","2029130001","Claremont-Bathgate                                                         "
"After-School Programs","High School","Public School 247","Brooklyn","St. Rosalia-Regina Pacis Neighborhood Improvement","718.236.5266","High School","7000 21st Avenue
Brooklyn, NEW YORK 11204
(40.612350730897, -73.986664031314)","7000 21st Avenue","11204","40.612273","-73.986713","11","47","258","3157466","3061740036","Bensonhurst West                                                           "
"After-School Programs","High School","Prospect Heights High School - H.S. 440","Brooklyn","Research Foundation of CUNY","718.951.5015","High School","883 Classon Avenue
Brooklyn, NEW YORK 11225
(40.670458657699, -73.961628275734)","883 Classon Avenue","11225","40.670349","-73.961695","9","35","213","3029686","3011870001","Crown Heights South                                                        "
"After-School Programs","High School","Public School 122 - Mamie Fay Elementary School ","Queens","Sports and Arts In Schools Foundation, Inc.","718.417.8135","High School","21 21 Ditmars Boulevard
Queens, NEW YORK 11105
(40.780092072491, -73.90960650024)","21-21 Ditmars Boulevard","11105","40.780347","-73.916655","1","22","103","4019633","4008800001","Steinway                                                                   "
"After-School Programs","High School","YWCA of Queens","Queens","YWCA of Queens                                              ","718.353.4553",,"42 07 Parsons Boulevard
Queens, NEW YORK 11355
(40.751299796948, -73.821478547897)","42-07 Parsons Boulevard","11355","40.757857","-73.819077","7","20","861","4583346","4053750006","East Flushing                                                              "
"After-School Programs","High School","Italian American Civil Rights League (Italian American Civil)","Brooklyn","Italian American Civil Rights League (Italian American Civil)","718.642.2180",,"1460 Pennsylvania Avenue
Brooklyn, NEW YORK 11239
(40.646077795287, -73.879950181902)","1460 Pennsylvania Avenue","11239","40.646068","-73.879786","5","42","105804","3340241","3044520020","Starrett City                                                              "
"After-School Programs","High School","P.S. 12 ","Brooklyn","Ralph Lincoln Service Center, Inc.","718.604.1358","High School","430 Howard Avenue
Brooklyn, NEW YORK 11213
(40.67307365826, -73.919630480731)","430 Howard Avenue","11213","40.673073","-73.919594","16","41","363","3039174","3014570032","Ocean Hill                                                                 "
"After-School Programs","High School","William H. Taft High School - H.S. 410 ","Bronx","Woodycrest Center For Human Development","718.992.2178",,"240 172nd Street
Bronx, NEW YORK 10457
(40.84038797721, -73.910881644448)","240 East 172nd Street","10457","40.840422","-73.91091","4","16","225","2007806","2028170002","East Concourse-Concourse Village                                           "
"After-School Programs","High School","Bnos Yakov Educational Center","Brooklyn","Bnos Yakov Educational Center","718.963.1212","High School","62 Harrison Avenue
Brooklyn, NEW YORK 11211
(40.705097775655, -73.952713601158)","62 Harrison Avenue","11211","40.704892","-73.952445","1","33","529","3060902","3022200038","Williamsburg                                                               "
"After-School Programs","High School","Associated Beth Rivkah Schools (Elementary/Middle School)","Brooklyn","Associated Beth Rivkah Schools, Inc","718.735.0400","High School","470 Lefferts Avenue
Brooklyn, NEW YORK 11225
(40.662639004905, -73.945647201026)"," 470 Lefferts Avenue","11225","40.662647","-73.945959","9","40","806","3035454","3013310019","Prospect Lefferts Gardens-Wingate                                          "
"After-School Programs","High School","MS 298","Bronx","Urban Youth Alliance International, Inc.","718.402.6872","High School","778 Forest Avenue
Bronx, NEW YORK 10454
(40.818884946864, -73.905899687729)","778 Forest Avenue","10454","40.818874","-73.905927","1","17","77","2004690","2026550030","Melrose South-Mott Haven North                                             "
"After-School Programs","High School","Police Athletic League (Brownsville Beacon)","Brooklyn","Police Athletic League, Inc.","212.477.9450",,"985 Rockaway Avenue
Brooklyn, NEW YORK 11212
(40.656451255408, -73.907322828305)","985 Rockaway Avenue","11212","40.656068","-73.907245","16","42","922","3082940","3036360007","Brownsville                                                                "
"After-School Programs","High School","Public School 192 - Jacob H. Schiff Elementary School","New York","Washington Heights- Inwood Coalition, Inc","212.781.6722","High School","500 138th Street
New York, NEW YORK 10031
(40.82157842401, -73.952641887445)","500 W. 138th Street","10031","40.820953","-73.951145","9","7","22301","1084132","1019880166","Manhattanville                                                             "
"After-School Programs","High School","Presbyterian Senior Services","Bronx","Presbyterian Senior Services","212.874.6633","High School","951 Prospect Avenue
Bronx, NEW YORK 10459
(40.822158575217, -73.900615388998)","951 Prospect Avenue","10459","40.822317","-73.900535","3","17","12901","2112796","2026780068","Longwood                                                                   "
"After-School Programs","High School","Boys & Girls Harbor, Inc.","New York","Boys & Girls Harbor, Inc.","212.427.2244","High School","1 104th Street
New York, NEW YORK 10029
(40.792983387231, -73.952000317419)","1 East 104th Street","10029","40.792888","-73.951826","11","8","168","1051499","1016100001","East Harlem South                                                          "
"After-School Programs","High School","Intermediate School 211 - John Wilson School ","Brooklyn","New York Junior Tennis League","718.786.7110","High School","1001 100th Street
Brooklyn, NEW YORK 11236
(40.643481644853, -73.896423713229)","1001 E. 100th Street","11236","40.643278","-73.896212","18","46","988","3326732","3082270001","Canarsie                                                                   "
"After-School Programs","High School","Mosholu Montefiore Community Center, Inc.","Bronx","Mosholu Montefiore Community Center, Inc.","718.882.4000","High School","3512 Dekalb Avenue
Bronx, NEW YORK 10467
(40.882590987765, -73.880114656115)","3512 Dekalb Avenue","10467","40.882728","-73.88006","7","11","431","2094751","2033280138","Norwood                                                                    "
"After-School Programs","High School","Turning Point","Brooklyn","Turning Point","718 439.0077","High School","5220 Fourth Avenue
Brooklyn, NEW YORK 11220
(40.645290640072, -74.013956489484)","5220 Fourth Avenue","11220","40.645191","-74.013924","7","38","76","3013857","3008060046","Sunset Park West                                                           "
"After-School Programs","High School","Unity Fiorentino Breukelen","Brooklyn","Groundwork Inc,","718.346.2200","High School","330 Alabama Avenue
Brooklyn, NEW YORK 11207
(40.66813827152, -73.897862392437)","330 Alabama Avenue","11207","40.668167","-73.897835","5","42","1134","3084283","3037680001","East New York (Pennsylvania Ave)                                           "
"After-School Programs","High School","Joy Center","New York","Greenwich Village Youth Council","646.935.1812","High School","213 Eldridge Street
New York, NEW YORK 10002
(40.722097392279, -73.989984762428)","213 Eldridge Street","10002","40.721532","-73.990252","3","1","3601","1077628","1004210052","Chinatown                                                                  "
"After-School Programs","High School","South Jamaica Outreach Clinic","Queens","The Child Center of NY","717.659.4000","High School","115 15 Sutphin Boulevard
Queens, NEW YORK 11436
(40.675718209128, -73.796465014948)","115-15 Sutphin Boulevard","11436","40.68439","-73.79263","12","28","272","4264187","4121880001","Baisley Park                                                               "
"After-School Programs","High School","Citizens Advice Bureau, Inc.","Bronx","Citizens Advice Bureau, Inc.","718.293.0727","High School","236 Tremont Avenue
Bronx, NEW YORK 10457
(40.84889764394, -73.904986858255)","236 East Tremont Avenue","10457","40.848936","-73.904562","5","15","23302","2007599","2028040021","Mount Hope                                                                 "
"After-School Programs","High School","Educational Center","Brooklyn","Turning Point","718.439.0077","High School","5013 Seventh Avenue
Brooklyn, NEW YORK 11220
(40.642353653563, -74.005963807531)","5013 Seventh Avenue","11220","40.642307","-74.006043","7","38","108","3013388","3007940004","Sunset Park East                                                           "
"After-School Programs","High School","Bronx River Art Center, Inc.","Bronx","Bronx River Art Center, Inc.","718.589.5819","High School","1087 Tremont Avenue
Bronx, NEW YORK 10460
(40.84006972385, -73.877718053393)","1087 E. Tremont Avenue","10460","40.840027","-73.878633","6","15","361","2118038","2031410001","East Tremont                                                               "
"After-School Programs","High School","The Young Womens Christian Association of Queens (YWCA) ","Queens","YWCA of Queens","718.353.4553","High School","42 07
Queens, NEW YORK 11355
(40.751299796948, -73.821478547897)","42-07 Parsons","11355",,,,,,,,
"After-School Programs","High School","The South Jamacia Child Guidance Clinic ","Queens","Queens Child Guidance Center","718.651.7770","High School","114 14 Sutphin Boulevard
Queens, NEW YORK 11436
(40.675718209128, -73.796465014948)","114-14 Sutphin Boulevard","11436","40.685868","-73.793592","12","28","190","4539584","4119800008","Baisley Park                                                               "
"After-School Programs","High School","Youth Employment Program ","Bronx","Mosholu Montefiore Community Center, Inc.","718.652.1471",,"3400 Reservoir Oval
Bronx, NEW YORK 10467
(40.878775054922, -73.875633562586)","3400 Reservoir Oval","10467","40.878889","-73.87581","7","11","423","2018218","2033430185","Norwood                                                                    "
"After-School Programs","High School","The Children's Aid Society","New York","The Children's Aid Society","212.865.6337",,"885 Columbus Avenue
New York, NEW YORK 10025
(40.797713348632, -73.963944750805)","885 Columbus Avenue","10025","40.797762","-73.963944","7","7","189","1081301","1018360001","Upper West Side                                                            "
"After-School Programs","High School","Intermediate School 238 - Susan B. Anthony School","Queens","New York Junior Tennis League","347.417.8135","High School","88 15 182nd Street
Queens, NEW YORK 11423
(40.717222295672, -73.76714149998)"," 88-15 182nd Street","11423","40.713094","-73.780468","12","27","470","4212425","4099190006","Jamaica                                                                    "
"After-School Programs","High School","Intermediate School 326/328","New York","Community Association of Progressive Dominicans","212.781.5500","High School","401 164th Street
New York, NEW YORK 10032
(40.836513047402, -73.937045609989)","401 West 164th Street","10032","40.836536","-73.937159","12","10","24301","1062636","1021110024","Washington Heights South                                                   "
"After-School Programs","High School","Mid Bronx Community Preservation Coalition, Inc.","Bronx","Mid Bronx Community Preservation Coalition, Inc.","718.590.0655","High School","489 St Pauls Place
Bronx, NEW YORK 10456
(40.836119255151, -73.90381884847)","489 St. Pauls Place","10456","40.836098","-73.903825","3","16","14702","2009542","2029110030","Claremont-Bathgate                                                         "
"After-School Programs","High School","Southern Queens Park Association","Queens","Southern Queens Park Association","718.276.4630","High School","177th Street Queens NEW YORK
,  11434
(40.664030989833, -73.770649922084)","177th Street & Baisley Boulevard","11434",,,,,,,,
"After-School Programs","High School","Bronx Community Resource Center","Bronx","Covenant House/Under 21","718 294. 7182",,"81 83C Featherbed Lane
Bronx, NEW YORK 10452
(40.837724263364, -73.923332211412)"," 81-83C Featherbed Lane","10452","40.846306","-73.917755","5","14","21502","2008809","2028760037","University Heights-Morris Heights                                          "
"After-School Programs","High School","Public School 5 - Ellen Lurie School","New York","Reading Excellence and Discovery (READ) Foundation","212.849.6840","High School","3703 10th Avenue
New York, NEW YORK 10034
(40.858992999808, -73.922870943873)","3703 10th Avenue","10034","40.85899","-73.922894","12","10","299","1084201","1021500030","Marble Hill-Inwood                                                         "
"After-School Programs","High School","Erasmus High School","Brooklyn","Research Foundation of CUNY","718.951.5015","High School","911 Flatbush Avenue
Brooklyn, NEW YORK 11226
(40.649532936565, -73.958457559936)","911 Flatbush Avenue","11226","40.649787","-73.95855","14","40","794","3336215","3051030010","Erasmus                                                                    "
"After-School Programs","High School","I.S 228 ","Brooklyn","New York Junior Tennis League","718.417.8135","High School","228 Avenue
Brooklyn, NEW YORK 11223
(40.596939623165, -73.973311472047)","228 Avenue S","11223","40.6013","-73.976953","11","47","410","3190273","3070840001","Bensonhurst East                                                           "
"After-School Programs","High School","Bnos Yakov Educational Center","Brooklyn","Bnos Yakov Educational Center","718.963.1212",,"62 Harrison Avenue
Brooklyn, NEW YORK 11211
(40.705097775655, -73.952713601158)","62 Harrison Avenue","11211","40.704892","-73.952445","1","33","529","3060902","3022200038","Williamsburg                                                               "
"After-School Programs","High School","Intermediate School 27 - Anning S. Prall","Staten Island","Sports and Arts In Schools Foundation, Inc.","347 417.8135","High School","11 Clove Lake Place Staten Island
NEW YORK,  10310
(40.628195604428, -74.117033282205)","11 Clove Lake Place","10310","40.628169","-74.116997","1","49","125","5008403","5003080001","West New Brighton-New Brighton-St. George                                  "
"After-School Programs","High School","Hoe Avenue Clubhouse ","Bronx","Madison Square Boys & Girls Club","212.760.9600","High School","1665 Hoe Avenue
Bronx, NEW YORK 10460
(40.836095735535, -73.887436241888)","1665 Hoe Avenue","10460","40.835837","-73.887567","3","17","161","2010612","2029830042","Crotona Park East                                                          "
"After-School Programs","High School","The Learning Tree Cultural Center, Inc.","Bronx","The Learning Tree Cultural Center, Inc.","718.944.0958","High School","801 Bartholdi Street
Bronx, NEW YORK 10467
(40.873859324546, -73.862805260903)","801 Bartholdi Street","10467","40.873827","-73.862622","12","12","372","2057044","2046330011","Williamsbridge-Olinville                                                   "
"After-School Programs","High School","Asian Outreach","Queens","Queens Child Guidance Center","718.651.7770","High School","87 08 Justice Avenue
Queens, NEW YORK 11373
(40.738710402563, -73.878351155182)","87-08 Justice Avenue","11373","40.737456","-73.876222","4","25","473","4045404","4018427501","Elmhurst                                                                   "
"After-School Programs","High School","St. Nicholas Neighborhood Preservation Corporation ","Brooklyn","St. Nicholas Neighborhood Preservation Corporation","718.388.5454","High School","306 Union Avenue
Brooklyn, NEW YORK 11211
(40.709531299983, -73.950845802033)","306 Union Avenue","11211","40.709587","-73.950877","1","34","513","3069651","3027910001","North Side-South Side                                                      "
"After-School Programs","High School","Citizens Advice Bureau, Inc.","Bronx","Citizens Advice Bureau, Inc.","718.293.0727","High School","632 Southern Boulevard
Bronx, NEW YORK 10455
(40.812893537386, -73.901332703215)","632 Southern Boulevard","10455","40.812991","-73.90108","2","8","83","2004141","2026030150","Longwood                                                                   "
"After-School Programs","High School","Highbridge Community Life Center AfterSchool and Summer Program ","Bronx","Highbridge Community Life Center","718.681.2222","High School","1248 Nelson Avenue
Bronx, NEW YORK 10452
(40.838724615971, -73.924634415896)","1248 Nelson Avenue","10452","40.83885","-73.924569","4","16","211","2096413","2025170001","Highbridge                                                                 "
"After-School Programs","High School","Boys & Girls Harbor, Inc","New York","Boys & Girls Harbor, Inc","212.427.2244",,"1 104th Street
New York, NEW YORK 10029
(40.792983387231, -73.952000317419)","1 East 104th Street","10029","40.792888","-73.951826","11","8","168","1051499","1016100001","East Harlem South                                                          "
"After-School Programs","High School","BCA Education Center ","Brooklyn","Brooklyn Chinese American Association","718.438.9312",,"5000 8th Avenue
Brooklyn, NEW YORK 11220
(40.641104606526, -74.003759923935)","5000 8th Avenue","11220","40.641036","-74.003809","7","38","108","3013418","3007940039","Sunset Park East                                                           "
"After-School Programs","High School","Junior High School 258 (K) - David Ruggles School","Brooklyn","Vannguard Urban Improvement Association, Inc.","718.453.3330","High School","141 Macon Street
Brooklyn, NEW YORK 11216
(40.681569834988, -73.945596139676)","141 Macon Street","11216","40.681572","-73.945446","3","36","269","3053075","3018450001","Bedford                                                                    "
"After-School Programs","High School","Variety Boys & Girls Club of Queens, Inc.","Queens","Variety Boys & Girls Club of Queens, Inc.","718.728.0946","High School","21 12 30th Road
Queens, NEW YORK 11102
(40.771524024514, -73.926435450735)","21-12 30th Road","11102","40.768955","-73.928269","1","22","79","4006319","4005500007","Old Astoria                                                                "
