"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","geocoded_column"
"SENIOR CENTER CONTRACTS","24R01","Independence Neighborhood Senior Center","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","114 TAYLOR STREET","BROOKLYN","NY","11211","BROOKLYN","718-388-9242","Y","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","00:00","00:00","00:00","00:00","40.705508","-73.963702","301","33","545","3059905","3021760001","Williamsburg","
,  
(40.705508, -73.963702)"
"SENIOR CENTER CONTRACTS","24S01","MARINE PARK ACTIVE ADULTS NEIGHBORHOOD SENIOR CENTER","BERGEN BEACH YOUTH ORGANIZATION INC","3000 FILLMORE AVENUE","BROOKLYN","NY","11234","BROOKLYN","718-336-0275","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.608592","-73.937467","318","46","666","3000000","3084960001","park-cemetery-etc-Brooklyn","
,  
(40.608592, -73.937467)"
"SENIOR CENTER CONTRACTS","24U01","Boro Park Y Neighborhood Senior Center","YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF BORO PARK","4912 14TH AVENUE","BROOKLYN","NY","11219","BROOKLYN","718-435-3804","Y","09:00","04:30","09:00","04:30","09:00","04:30","09:00","04:30","09:00","04:30","00:00","00:00","00:00","00:00","40.63357","-73.99006","312","44","236","3328617","3056420042","Borough Park","
,  
(40.63357, -73.99006)"
"SENIOR CENTER CONTRACTS","24V01","BCA Neighborhood Senior Center","BROOKLYN CHINESE-AMERICAN ASSOCIATION","545 60TH STREET","BROOKLYN","NY","11220","BROOKLYN","718-567-9311","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.638869","-74.015137","307","38","102","3337343","3008640001","Sunset Park East","
,  
(40.638869, -74.015137)"
"SENIOR CENTER CONTRACTS","24X01","CCNS The Bay Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","3643 NOSTRAND AVENUE","BROOKLYN","NY","11229","BROOKLYN","718-648-2053","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.594966","-73.940825","315","46","572","3344554","3074051001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","
,  
(40.594966, -73.940825)"
"SENIOR CENTER CONTRACTS","24Y01","CCNS Glenwood Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","5701 AVENUE H","BROOKLYN","NY","11234","BROOKLYN","718-241-7711","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.633288","-73.921555","318","45","94402","3331006","3079780001","Flatlands","
,  
(40.633288, -73.921555)"
"SENIOR CENTER CONTRACTS","24Z01","CCNS The Lodge Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","7711 18TH AVENUE","BROOKLYN","NY","11214","BROOKLYN","718-621-1081","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.612087","-73.997288","311","47","274","3161485","3062490006","Bensonhurst West","
,  
(40.612087, -73.997288)"
"SENIOR CENTER CONTRACTS","25801","CCNS Narrows Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","933 54th Street","BROOKLYN","NY","11219","BROOKLYN","718-232-3211","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.636979","-74.002882","312","38","116","3343065","3056660012","Borough Park","
,  
(40.636979, -74.002882)"
"SENIOR CENTER CONTRACTS","25901","PENN WORTMAN NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","895 PENNSYLVANIA AVENUE","BROOKLYN","NY","11207","BROOKLYN","347-318-3770","Y","07:30","03:00","07:30","03:00","07:30","03:00","07:30","03:00","07:30","03:00","00:00","00:00","00:00","00:00","40.655966","-73.888652","305","42","1104","3324011","3043690001","East New York","
,  
(40.655966, -73.888652)"
"SENIOR CENTER CONTRACTS","25A01","Penn Wortman Neighborhood Senior Center","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","895 PENNSYLVANIA AVENUE","BROOKLYN","NY","11207","BROOKLYN","347-318-3770","Y","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","07:30","03:30","00:00","00:00","00:00","00:00","40.655966","-73.888652","305","42","1104","3324011","3043690001","East New York","
,  
(40.655966, -73.888652)"
"SENIOR CENTER CONTRACTS","25E01","CCNS Northside Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","179 NORTH 6TH STREET","BROOKLYN","NY","11211","BROOKLYN","718-387-2316","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.716685","-73.957339","301","33","553","3062100","3023280025","North Side-South Side","
,  
(40.716685, -73.957339)"
"SENIOR CENTER CONTRACTS","25F01","CCNS Pete McGuinness Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","715 LEONARD STREET","BROOKLYN","NY","11222","BROOKLYN","718-383-1940","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","08:30","04:30","00:00","00:00","00:00","00:00","40.729007","-73.95276","301","33","575","3333076","3025740053","Greenpoint","
,  
(40.729007, -73.95276)"
"SENIOR CENTER CONTRACTS","25G01","CCNS St. Charles Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","55 PIERREPONT STREET","BROOKLYN","NY","11201","BROOKLYN","718-855-0326","Y","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","00:00","00:00","00:00","00:00","40.695783","-73.995117","302","33","501","3001825","3002367502","Brooklyn Heights-Cobble Hill","
,  
(40.695783, -73.995117)"
"SENIOR CENTER CONTRACTS","25H01","CCNS St. Louis Neighborhood Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","230 KINGSTON AVENUE","BROOKLYN","NY","11213","BROOKLYN","718-397-7171","Y","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","8 :30","4 :30","00:00","00:00","00:00","00:00","40.671821","-73.941982","308","35","339","3032045","3012500025","Crown Heights North","
,  
(40.671821, -73.941982)"
"SENIOR CENTER CONTRACTS","25J01","Williamsburg Satmar Neighborhood Senior Center","CONGREGATION YETEV LEV DSATMAR","125 HEYWARD STREET","BROOKLYN","NY","11206","BROOKLYN","718-625-1608","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","09:00","05:00","40.701627","-73.956235","301","33","533","3060997","3022250042","Williamsburg","
,  
(40.701627, -73.956235)"
"SENIOR CENTER CONTRACTS","25K01","Shalom Neighborhood Senior Center","CROWN HEIGHTS PRESERVATION CORP","483 ALBANY AVENUE","BROOKLYN","NY","11203","BROOKLYN","718 774-9213","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","02:00","00:00","00:00","00:00","00:00","40.663388","-73.939975","309","41","331","3038418","3014267501","Crown Heights South","
,  
(40.663388, -73.939975)"
"SENIOR CENTER CONTRACTS","25L01","Cypress Hills Fulton Street Senior Citizens Center","CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC","3208 FULTON STREET","BROOKLYN","NY","11208","BROOKLYN","718-235-0064","Y","08:15","04:15","08:15","04:15","08:15","04:15","08:15","04:15","08:15","04:15","00:00","00:00","00:00","00:00","40.682337","-73.876771","305","37","1178","3092631","3041400013","Cypress Hills-City Line","
,  
(40.682337, -73.876771)"
"SENIOR CENTER CONTRACTS","25L02","Cypress Hills Social Club","CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC","3208 FULTON STREET","BROOKLYN","NY","11208","BROOKLYN","718-235-0064","Y","08:15","04:15","08:15","04:15","08:15","04:15","08:15","04:15","08:15","04:15","00:00","00:00","00:00","00:00","40.682337","-73.876771","305","37","1178","3092631","3041400013","Cypress Hills-City Line","
,  
(40.682337, -73.876771)"
"SENIOR CENTER CONTRACTS","25M01","Dorchester Neighborhood Senior Citizens Center","DORCHESTER SENIOR CITIZENS CENTER INC","1419 DORCHESTER ROAD","BROOKLYN","NY","11226","BROOKLYN","718-941-6700","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.638972","-73.964689","314","40","520","3118688","3051570035","Flatbush","
,  
(40.638972, -73.964689)"
"SENIOR CENTER CONTRACTS","25N01","Bensonhurst Neighborhood Senior Center","EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST","7802 BAY PARKWAY","BROOKLYN","NY","11214","BROOKLYN","718 331-6800","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.606369","-73.989235","311","44","270","3162352","3062640030","Bensonhurst West","
,  
(40.606369, -73.989235)"
"SENIOR CENTER CONTRACTS","25P01","Albany Neighborhood Senior Center","FORT GREENE COUNCIL","196 ALBANY AVENUE","BROOKLYN","NY","11213","BROOKLYN","718-773-2600","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.67388","-73.938974","308","36","343","3031082","3012300044","Crown Heights North","
,  
(40.67388, -73.938974)"
"SENIOR CENTER CONTRACTS","25Q01","BLENMAN NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","720 EAST NEW YORK AVENUE","BROOKLYN","NY","11203","BROOKLYN","718-773-7400","Y","08:00","04:00","08:00","07:00","08:00","04:00","08:00","07:00","08:00","04:00","10:00","03:00","00:00","00:00","40.662289","-73.938916","309","41","87401","3106612","3047950016","Prospect Lefferts Gardens-Wingate","
,  
(40.662289, -73.938916)"
"SENIOR CENTER CONTRACTS","25R01","Grace Agard Harewood Neighborhood Senior Center","FORT GREENE COUNCIL","966 FULTON STREET","BROOKLYN","NY","11238","BROOKLYN","718-638-6910","Y","09:00","05:00","09:00","05:00","09:00","07:00","09:00","07:00","09:00","05:00","00:00","00:00","00:00","00:00","40.682487","-73.962178","302","35","201","3057638","3020140026","Clinton Hill","
,  
(40.682487, -73.962178)"
"SENIOR CENTER CONTRACTS","25R02","Marcus Garvey Social Club","FORT GREENE COUNCIL","1440 E NEW YORK AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-346-7167","Y","09:00","5 :00","09:00","5 :00","09:00","5 :00","09:00","5 :00","09:00","5 :00","00:00","00:00","00:00","00:00","40.670654","-73.914575","316","41","902","3080727","3034960013","Brownsville","
,  
(40.670654, -73.914575)"
"SENIOR CENTER CONTRACTS","25R03","Seth Low Social Club","FORT GREENE COUNCIL","137 BELMONT AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-485-4991","Y","09:30","04:30","09:30","04:30","09:30","04:30","09:30","04:30","09:30","04:30","00:00","00:00","00:00","00:00","40.669205","-73.905172","316","41","908","3327015","3037270001","Brownsville","
,  
(40.669205, -73.905172)"
"SENIOR CENTER CONTRACTS","25S01","Grant Square Neighborhood Senior Center","FORT GREENE COUNCIL","19 GRANT SQUARE","BROOKLYN","NY","11216","BROOKLYN","718-363-3133","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.676909","-73.952667","308","36","315","3030302","3012120006","Crown Heights North","
,  
(40.676909, -73.952667)"
"SENIOR CENTER CONTRACTS","25T01","Hazel Brooks Neighborhood Senior Center","FORT GREENE COUNCIL","961 OCEAN AVENUE","BROOKLYN","NY","11226","BROOKLYN","347-435-3287","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.638891","-73.958877","314","40","51601","3120264","3052060062","Flatbush","
,  
(40.638891, -73.958877)"
"SENIOR CENTER CONTRACTS","25U01","Maria Lawton Neighborhood Senior Center","FORT GREENE COUNCIL","400 HART STREET","BROOKLYN","NY","11206","BROOKLYN","718-452-7474","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.694725","-73.93519","303","36","287","3341752","3015950024","Stuyvesant Heights","
,  
(40.694725, -73.93519)"
"SENIOR CENTER CONTRACTS","25V01","Hugh Gilroy Neighborhood Senior Center","FORT GREENE COUNCIL","447 KINGSBOROUGH 4TH WALK","BROOKLYN","NY","11233","BROOKLYN","718-756-8400","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.675242","-73.924931","308","41","307","3035751","3013440175","Crown Heights North","
,  
(40.675242, -73.924931)"
"SENIOR CENTER CONTRACTS","25X01","Remsen Neighborhood Senior Center","FORT GREENE COUNCIL","3304 CLARENDON ROAD","BROOKLYN","NY","11203","BROOKLYN","718-282-1259","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.643428","-73.945697","317","45","830","3111409","3049500001","East Flatbush-Farragut","
,  
(40.643428, -73.945697)"
"SENIOR CENTER CONTRACTS","25Y01","Stuyvesant Heights Neighborhood Senior Center","FORT GREENE COUNCIL","562-574 MADISON STREET","BROOKLYN","NY","11221","BROOKLYN","718-230-0824","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.686471","-73.935295","303","36","293","3045125","3016450001","Stuyvesant Heights","
,  
(40.686471, -73.935295)"
"SENIOR CENTER CONTRACTS","25Z01","Teresa Moore Neighborhood Senior Center","FORT GREENE COUNCIL","2702 LINDEN BOULEVARD","BROOKLYN","NY","11208","BROOKLYN","347-663-7770","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","07:00","00:00","00:00","00:00","00:00","40.669208","-73.864514","305","42","1214","3326995","3044880001","East New York","
,  
(40.669208, -73.864514)"
"SENIOR CENTER CONTRACTS","26501","Willoughby Neighborhood Senior Center","FORT GREENE COUNCIL","105 North Portland Avenue","BROOKLYN","NY","11205","BROOKLYN","718-875-1011","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.694782","-73.976116","302","35","18501","3335258","3020410001","Fort Greene","
,  
(40.694782, -73.976116)"
"SENIOR CENTER CONTRACTS","26A01","Homecrest Bensonhurst Neighborhood Senior Center","HOMECREST COMMUNITY SERVICES INC","7907 NEW UTRECHT AVENUE","BROOKLYN","NY","11214","BROOKLYN","718-621-7960","Y","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","08:30","03:00","00:00","00:00","00:00","00:00","40.612279","-74.000933","311","43","276","3162717","3062720007","Bensonhurst West","
,  
(40.612279, -74.000933)"
"SENIOR CENTER CONTRACTS","26H01","Manhattan Beach Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","60 WEST END AVENUE","BROOKLYN","NY","11235","BROOKLYN","718-646-1118","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.580394","-73.953567","315","48","61004","3326901","3087130077","Brighton Beach","
,  
(40.580394, -73.953567)"
"SENIOR CENTER CONTRACTS","26J01","HES Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","9502 SEAVIEW AVENUE","BROOKLYN","NY","11236","BROOKLYN","718-251-3700","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.632808","-73.89122","318","46","1028","3235056","3083180008","Canarsie","
,  
(40.632808, -73.89122)"
"SENIOR CENTER CONTRACTS","26K01","Luna Park Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","2880 WEST  12TH STREET","BROOKLYN","NY","11224","BROOKLYN","718-996-6666","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.577347","-73.979625","313","47","350","3196559","3072660060","West Brighton","
,  
(40.577347, -73.979625)"
"SENIOR CENTER CONTRACTS","26L01","Scheuer House of Coney Island Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","3601 SURF AVENUE","BROOKLYN","NY","11224","BROOKLYN","718-373-3954","Y","10:00","6 :00","10:00","6 :00","10:00","6 :00","10:00","6 :00","10:00","6 :00","00:00","00:00","00:00","00:00","40.573144","-74.001587","313","47","342","3321762","3070450031","Seagate-Coney Island","
,  
(40.573144, -74.001587)"
"SENIOR CENTER CONTRACTS","26M01","Senior Alliance Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","161 CORBIN PLACE","BROOKLYN","NY","11235","BROOKLYN","718-646-4100","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.578026","-73.954127","315","48","61004","3245719","3087190073","Brighton Beach","
,  
(40.578026, -73.954127)"
"SENIOR CENTER CONTRACTS","26N01","Shorefront Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","3300 CONEY ISLAND AVENUE","BROOKLYN","NY","11235","BROOKLYN","718-646-1444","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.575607","-73.959463","313","48","36002","3326880","3086930001","Brighton Beach","
,  
(40.575607, -73.959463)"
"SENIOR CENTER CONTRACTS","26P01","JASA Starrett City Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","1540 VAN SICLEN AVENUE","BROOKLYN","NY","11239","BROOKLYN","718-642-1010","Y","7 :00","3 :00","7 :00","3 :00","7 :00","3 :00","7 :00","3 :00","7 :00","3 :00","00:00","00:00","00:00","00:00","40.648214","-73.877613","305","42","105801","3343608","3044520200","Starrett City","
,  
(40.648214, -73.877613)"
"SENIOR CENTER CONTRACTS","26Q01","Williamsburg Neighborhood Senior Center","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","202 GRAHAM AVENUE","BROOKLYN","NY","11206","BROOKLYN","718-388-6865","Y","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","8 :00","4 :00","00:00","00:00","00:00","00:00","40.708879","-73.943443","301","34","493","3344974","3030260001","Bushwick South","
,  
(40.708879, -73.943443)"
"SENIOR CENTER CONTRACTS","26Q02","Cooper Park Social Club","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","288 FROST STREET","BROOKLYN","NY","11222","BROOKLYN","718-408 6328","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.718837","-73.939856","301","34","449","3327829","3028670001","East Williamsburg","
,  
(40.718837, -73.939856)"
"SENIOR CENTER CONTRACTS","26R01","Haber House Neighborhood Senior Center","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","3024 WEST 24TH STREET","BROOKLYN","NY","11224","BROOKLYN","718-372-5775","Y","08:05","04:00","08:00","04:00","08:00","04:00","08:00","04:00","07:30","02:30","00:00","00:00","00:00","00:00","40.573171","-73.990645","313","47","352","3322050","3070700001","Seagate-Coney Island","
,  
(40.573171, -73.990645)"
"SENIOR CENTER CONTRACTS","26S01","Jay Harama Neighborhood Senior Center","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","2600 OCEAN AVENUE","BROOKLYN","NY","11229","BROOKLYN","718-891-1110","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.598158","-73.951186","315","48","578","3199766","3073520032","Madison","
,  
(40.598158, -73.951186)"
"SENIOR CENTER CONTRACTS","26T01","Marlboro Neighborhood Senior Center","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","2298 WEST 8TH STREET","BROOKLYN","NY","11223","BROOKLYN","718-373-6161","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.592081","-73.978468","313","47","382","3322179","3071400016","Gravesend","
,  
(40.592081, -73.978468)"
"SENIOR CENTER CONTRACTS","26U01","Council Center for Senior Citizens Neighborhood Senior Center","BROOKLYN SECTION NATIONAL COUNCIL OF JEWISH WOMEN INC.","1001 QUENTIN ROAD","BROOKLYN","NY","11223","BROOKLYN","718-627-7680","Y","08:30","04:30","08:30","04:30","08:30","04:30","08:30","07:00","08:30","04:30","00:00","00:00","00:00","00:00","40.607755","-73.962822","315","44","420","3176314","3066420045","Homecrest","
,  
(40.607755, -73.962822)"
"SENIOR CENTER CONTRACTS","26V01","Ocean Parkway Neighborhood Senior Center","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","1960 EAST 7TH STREET","BROOKLYN","NY","11223","BROOKLYN","718-449-5000","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.603084","-73.965083","315","47","418","3178703","3066820045","Homecrest","
,  
(40.603084, -73.965083)"
"SENIOR CENTER CONTRACTS","26Y01","Krakus Luncheon Club Neighborhood Senior Center","POLISH & SLAVIC CENTER INC","176 JAVA STREET","BROOKLYN","NY","11222","BROOKLYN","718-383-3324","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.731692","-73.953577","301","33","575","3064615","3025510014","Greenpoint","
,  
(40.731692, -73.953577)"
"SENIOR CENTER CONTRACTS","26Z01","Ridgewood Bushwick Neighborhood Senior Center","RISEBORO COMMUNITY PARTNERSHIP INC","319 STANHOPE STREET","BROOKLYN","NY","11237","BROOKLYN","718 366-3038","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.70285","-73.918336","304","37","443","3074237","3032590023","Bushwick North","
,  
(40.70285, -73.918336)"
"SENIOR CENTER CONTRACTS","27001","Borinquen Plaza Nutrition Neighborhood Senior Center","RISEBORO COMMUNITY PARTNERSHIP INC","80 SEIGEL STREET","BROOKLYN","NY","11206","BROOKLYN","718-782-6334","Y","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","00:00","00:00","40.704366","-73.943775","301","34","491","3071447","3030960030","East Williamsburg","
,  
(40.704366, -73.943775)"
"SENIOR CENTER CONTRACTS","27A01","ABE STARK NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU","10315 FARRAGUT ROAD","BROOKLYN","NY","11236","BROOKLYN","718-272-9515","Y","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.649668","-73.89929","318","42","1098","3229152","3081520201","East New York","
,  
(40.649668, -73.89929)"
"SENIOR CENTER CONTRACTS","27B01","Roundtable Neighborhood Senior Center","RISEBORO COMMUNITY PARTNERSHIP INC","1175 GATES AVENUE","BROOKLYN","NY","11221","BROOKLYN","718 443-1903","Y","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","00:00","00:00","00:00","00:00","40.691707","-73.919907","304","34","399","3076253","3033310025","Bushwick South","
,  
(40.691707, -73.919907)"
"SENIOR CENTER CONTRACTS","27B02","Saratoga Square Senior Center","RISEBORO COMMUNITY PARTNERSHIP INC","930 HALSEY STREET","BROOKLYN","NY","11233","BROOKLYN","347-425-0676","Y","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","9 :00","5 :00","00:00","00:00","00:00","00:00","40.685579","-73.916976","316","41","373","3339097","3014950013","Ocean Hill","
,  
(40.685579, -73.916976)"
"SENIOR CENTER CONTRACTS","27B03","Brevoort Social Club","RISEBORO COMMUNITY PARTNERSHIP INC","280 RALPH AVENUE","BROOKLYN","NY","11233","BROOKLYN","347-318-3383","Y","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","00:00","00:00","00:00","00:00","40.679794","-73.922153","303","41","381","3325173","3016880001","Crown Heights North","
,  
(40.679794, -73.922153)"
"SENIOR CENTER CONTRACTS","27B04","Stuyvesant Gardens Social Club","RISEBORO COMMUNITY PARTNERSHIP INC","150 MALCOLM X BOULEVARD","BROOKLYN","NY","11221","BROOKLYN","347-318-3313","Y","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","00:00","00:00","00:00","00:00","40.688335","-73.930144","303","36","293","3044658","3016360024","Stuyvesant Heights","
,  
(40.688335, -73.930144)"
"SENIOR CENTER CONTRACTS","27B05","Palmetto Gardens Social Club","RISEBORO COMMUNITY PARTNERSHIP INC","85 PALMETTO STREET","BROOKLYN","NY","11221","BROOKLYN","718-676-0876","Y","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","9 :00","7 :00","00:00","00:00","00:00","00:00","40.691599","-73.91884","304","34","399","3076429","3033400020","Bushwick South","
,  
(40.691599, -73.91884)"
"SENIOR CENTER CONTRACTS","27C01","Senior Citizens League of Flatbush Neighborhood Senior Center","SENIOR CITIZENS LEAGUE OF FLATBUSH INC","870 OCEAN PARKWAY","BROOKLYN","NY","11230","BROOKLYN","718-438-7771","Y","08:30","04:00","08:30","04:00","08:30","04:00","08:30","04:00","08:30","04:00","00:00","00:00","00:00","00:00","40.627218","-73.971057","312","44","46201","3170453","3065080006","Flatbush","
,  
(40.627218, -73.971057)"
"SENIOR CENTER CONTRACTS","27D01","Senior Citizens League of Midwood Neighborhood Senior Center","SENIOR CITIZENS LEAGUE OF FLATBUSH INC","1625 OCEAN AVENUE","BROOKLYN","NY","11230","BROOKLYN","718-253-0508","Y","09:00","04:30","09:00","04:30","09:00","04:30","09:00","04:30","09:00","04:30","00:00","00:00","00:00","00:00","40.622341","-73.955743","314","45","760","3208316","3076200025","Midwood","
,  
(40.622341, -73.955743)"
"SENIOR CENTER CONTRACTS","27E01","Los Sures David Santiago Neighborhood Senior Center","SOUTHSIDE UNITED HOUSING DEVELOPMENT FUND CORP","201 SOUTH  4TH STREET","BROOKLYN","NY","11211","BROOKLYN","718-384-2314","Y","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","00:00","00:00","40.710881","-73.96016","301","34","523","3321304","3024320025","North Side-South Side","
,  
(40.710881, -73.96016)"
"SENIOR CENTER CONTRACTS","27E02","SWINGING 60S SENIOR CENTER","SOUTHSIDE UNITED HOUSING DEVELOPMENT FUND CORP","211 Ainslie Street","BROOKLYN","NY","11211","BROOKLYN","718-963-3793","Y","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","00:00","00:00","40.712972","-73.945453","301","34","495","3069039","3027700001","East Williamsburg","
,  
(40.712972, -73.945453)"
