"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188862274","The Pharmacy Llc","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2541 Adam Clayton Powell Jr Boulevard",,"Manhattan","0","0","0","(212) 491-7900","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,,,,,"1",
"188861871","E.T. Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","706 E. 183rd Street",,"Bronx","10458","40.851911991799","-73.885297434785","(917) 373-5808","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"206","15","39100","2012821","2031010053","BX06"
"188862068","Luv Story","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","894 Wyckoff Avenue",,"Brooklyn","11237","40.697044775967","-73.90666897688","212-971-0626","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located to the right of the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook commun","19000101000000.000000000","19000101000000.000000000",,,,,"5:30 PM - 2:00 AM",,,"true","false","false",,,"304","37","43900","3393935","3033930054","BK77"
"188861909","Fatima Hair Braiding","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","18 Belmont Ave",,"Brooklyn","11212","40.668496115435","-73.909794745285","(718) 257-3404","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90600","3081132","3035260019","BK81"
"188861863","Dred Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","60 E. 174th Street",,"Bronx","10452","40.844898606978","-73.912742470862","(718) 299-8955","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"204","14","22702","2008151","2028470051","BX41"
"188861965","HASA Center #85 Greenwood","Free Safer Sex Products","Condoms and Lubricant",,"Government","Community Center","88 3rd Avenue,2nd Floor",,"Brooklyn","11217","40.683763673367","-73.981766594505","19292210431","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the 2nd floor reception area at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom F","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","false",,,"302","33","3900","3335918","3001970028","BK38"
"188861949","Hall of Fame Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","275 E. GunHill Road",,"Bronx","10467","40.879450240104","-73.875113439075","(347) 603-7897","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"207","11","43100","2018624","2033560003","BX43"
"188861980","Horizon Pharmacy III","Free Safer Sex Products","Condoms and Lubricant",,"Pharmacy","Other","81-14 Broadway",,"Queens","11373","40.743256599679","-73.883619466338","718-803-1188","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located back of the store counter at this location.Last Updated: 7/17/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYC","19000101000000.000000000","19000101000000.000000000","9:00 AM - 7:30 PM","9:00 AM - 7:30 PM","9:00 AM - 7:30 PM","9:00 AM - 7:30 PM","9:00 AM - 7:30 PM","9:00 AM - 7:30 PM","9:30 AM - 6:00 PM","true","false","true",,"""https://horizonpharmacy3.setmore.com""","404","25","48100","4038193","4015277501","QN29"
"188861839","DELICATE HAIR ONE","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1406 ST JOHN'S PLACE",,"Brooklyn","11213","40.670622139094","-73.931936549611","(917) 468-8183","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"308","35","35100","3037069","3013840034","BK61"
"188861663","3Coffee","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","30-27 Steinway Street",,"Queens","11103","40.763016737139","-73.915687528232","(347) 418-2906","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"401","22","14900","4011249","4006800039","QN70"
"188862328","Zt Mobile","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","259 Utica Avenue",,"Brooklyn","11213","40.669619754856","-73.931032768879","(718) 676-6205","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"308","41","34900","3037349","3013910010","BK61"
"188861894","EUPHORIK HAIR STUDIOS","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1661 Pitkin Ave",,"Brooklyn","11212","40.66949966278","-73.91198510445","(929) 404-7831","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","92400","3080745","3034980063","BK81"
"188861718","Betances Health Center","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Clinical Facility","280 Henry Street,1st Floor",,"Manhattan","10002","40.713942707565","-73.983536664737","(212) 227-8401","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at reception at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,"""http://www.betances.org""","103","2","202","1003220","1002670010","MN28"
"188861917","Flaming Saddles","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","793 9th Avenue,Ground",,"Manhattan","10019","40.765157770783","-73.987736827128",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located behind the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","2:00 PM - 4:00 AM","2:00 PM - 4:00 AM","true","true","true",,,"104","3","13300","1026751","1010620035","MN15"
"188862174","PRINCESS JANAE PLACE","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Housing","2526 Wallace Ave,Suite 201",,"Bronx","10467","40.863650545117","-73.86450679975","718-684-1688","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located at the front desk at this housing. Last Updated: 6/8/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo","19000101000000.000000000","19000101000000.000000000","12:00 PM - 5:00 PM","12:00 PM - 5:00 PM",,,"9:00 AM - 5:00 PM",,,"true","true","true",,"""http://www.princessjanaeplace.org""","211","13","32800","2051492","2044390012","BX07"
"188861896","Exclusive Touch Beauty Bar","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1132 Nostrand Avenue",,"Brooklyn","11225","40.659954499026","-73.950560011259","(646) 641-4807","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 2:00 AM","true","true","true",,,"309","40","80000","3115255","3050360039","BK60"
"188861960","HASA Center #41 Grand Concourse","Free Safer Sex Products","Condoms and Lubricant",,"Government","Community Center","1790 Grand Concourse",,"Bronx","10457","40.846709942455","-73.908959375582",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the waiting room at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook comm","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"205","15","22901","2094521","2027950014","BX41"
"188861780","Carmen Beauty Nails","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","5 E. 171st Street",,"Bronx","10452","40.841273005635","-73.916704737751","(312) 731-2053","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"204","14","22300","2008106","2028440001","BX63"
"188861807","Community Health Action of Staten Island- Community Food Pantry","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Social Service","166 Port Richmond Ave,n/a",,"Staten Island","10302","40.637146300217","-74.133983031566","718-808-1824","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a clear plastic drawer located near the front door at this social service. Last Updated: 6/8/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.face","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,,"true","true","true",,"""http://chasiny.org""","501","49","20700","5025377","5010770048","SI28"
"188862125","Northwell Health - Center for Young Adult, Adolescent and Pediatric HIV","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","None","37-03 92 Street,First Floor",,"Queens","11372","40.750576028402","-73.87497700624","(347) 906-1003","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located behind front desk - ask receptionist at this location.Last Updated: 6/3/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.c","19000101000000.000000000","19000101000000.000000000",,"2:30 PM - 7:00 PM",,,,,,"true","true","true",,"""https://pediatrics.northwell.edu/departments-services/pediatric-allergy-and-immunology/programs-services/center-for-young-adult-adolescent-pediatric-hiv""","403","21","27500","4036483","4014800078","QN28"
"188862000","Jairo's Barber Shop (Formerly: E & ?  Barber Shop)","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","808 E. Tremont Avenue",,"Bronx","10460","40.843649855195","-73.887588732145","(347) 610-5295","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"206","17","36502","2010068","2029560024","BX17"
"188862030","Kulley'S International Hair Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","997 Rutland Road",,"Brooklyn","11212","40.662584832055","-73.926527324639","(347) 299-6435","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"317","41","88200","3099438","3045960049","BK96"
"188861829","D'antigua Bar & Lounge","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","84-16 Northern Blvd",,"Queens","11372","40.755766868169","-73.883261841807","(718) 779-0128","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"403","25","28100","4035174","4014320006","QN28"
"188862185","Queens Center for Gay Seniors","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Senior Center","37-06 77th Street,n/a",,"Queens","11372","40.748899695739","-73.88901964009","718-533-6459","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located inside the center at this senior center. Last Updated: 6/8/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcon","19000101000000.000000000","19000101000000.000000000","11:00 AM - 4:30 PM","11:00 AM - 4:30 PM","11:00 AM - 4:30 PM","11:00 AM - 4:30 PM","11:00 AM - 4:30 PM",,,"true","true","true",,,"403","25","28700","4029864","4012870010","QN28"
"188861662","39Th & 9Th Grocery Inc.","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","526 9 Avenue",,"Manhattan","10018","40.75665774783","-73.993907099188","(646) 595-6718","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"104","3","11500","1013675","1007630002","MN15"
"188861677","Albatross Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","36-19 24 Avenue,Store",,"Queens","11103","40.770384165292","-73.91268162679","7326701252","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","1:00 PM - 4:00 AM","true","true","true",,,"401","22","11700","4016234","4008190075","QN72"
"188862168","Platinum Hand Boxing","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","69-32 Myrtle Avenue,Ground",,"Queens","11385","40.701858043018","-73.881719225824","(347) 356-6574","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"405","30","62900","4090370","4037050008","QN19"
"188861826","Danay's Income Tax Solution","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1800 Pitkin Ave",,"Brooklyn","11212","40.670291340903","-73.906544339577","(718) 495-3111","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90800","3083891","3037260013","BK81"
"188861901","EZ Pawn (95)","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","95-54 Roosevelt Ave.",,"Queens","11372","40.749077426842","-73.870071412809","(718) 565-8600","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"404","21","46500","4039787","4015940026","QN29"
"188862074","Maria Estilistas Profesionales","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","3785 Broadway",,"Manhattan","10032","40.834249661448","-73.944749155945","(212) 528-4924","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"112","7","24100","1076745","1021340180","MN36"
"188861789","Checks Cashed","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","8001 Flatlands Avenue",,"Brooklyn","11236","40.635583304827","-73.913168547178","(718) 629-1469","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"318","46","95400","3224283","3080010008","BK50"
"188862075","Marie's Crisis Café","Free Safer Sex Products","Condoms and Lubricant",,"Business","Café","59 Grove Street",,"Manhattan","10014","40.733135251667","-74.003287124204",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this café. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook commun","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"102","3","7300","1010203","1005910060","MN23"
"188861747","Branded Saloon","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","603 Vanderbilt Avenue",,"Brooklyn","11238","40.679278511872","-73.968262243572",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 2:00 AM","true","false","true",,,"308","35","20500","3028200","3011450013","BK64"
"188862092","Milk and Honey (Formerly Island Tattoo)","Free Safer Sex Products","Condoms and Lubricant",,"Business","Tattoo Parlor","819 Castleton Avenue",,"Staten Island","10310","40.634729335572","-74.109633219718",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back at this tattoo parlor. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"501","49","10500","5106579","5001510076","SI35"
"188861666","Abc Drugs","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2095 Madison Avenue",,"Manhattan","10037","40.809952087812","-73.937237465201","(212) 491-2501","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","true","true","true",,,"111","9","20600","1054327","1017560049","MN03"
"188862118","New Image Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1661 St Johns Place",,"Brooklyn","11233","40.670097087118","-73.922063438635","(347) 772-6572","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","36100","3039446","3014700080","BK79"
"188862124","Nortena Express","Free Safer Sex Products","Condoms and Lubricant",,"Business","Taxi/Car Service","507 Coney Island Avenue",,"Brooklyn","11218","40.645430519536","-73.970566627423",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this taxi/car service. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","true",,,"314","40","152200","3117426","3051120029","BK42"
"188862037","La Mia Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","289 E. 170th Street",,"Bronx","10456","40.837648348498","-73.91090890163","(718) 590-1753","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"204","16","22500","2007304","2027860030","BX14"
