"station_name","agency","no_of_ports","number","street","city","state","postcode","borough","latitude","longitude","community_district","council_district","census_tract","bin","bbl","nta"
"NYC FLEET / DOCCIBWESTFAC","DOC","2",,"West Facility CIB","Elmhurst","New York","11370",,,,,,,,,
"NYC FLEET / DOCCMUTRAILER01","DOC","2",,"Unnamed Road","Flushing","New York","11371",,,,,,,,,
"NYC FLEET / DOCCWOD3","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOCFLEETMT_1_L3","DOC","1","17-17","Hazen St","Flushing","New York","11370","QUEENS","40.789275","-73.884406","401","22","1","0","0","BX98"
"NYC FLEET / DOCFLEETMT_2_L3","DOC","1","17-17","Hazen St.","Flushing","New York","11370","QUEENS","40.789275","-73.884406","401","22","1","0","0","BX98"
"NYC FLEET / DOCTRANSARSEN01","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOCTRANSARSEN02","DOC","2",,"Hillside Ave","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOCWELLNES_1_L3","DOC","1",,"Hazen St","Bronx","New York","10474",,,,,,,,,
"NYC FLEET / DOE_ Q0001","DOE","1","165-65","84th Ave","Queens","New York","11432","QUEENS","40.715389","-73.800369","408","24","452","4211027","4098670002","QN35"
"NYC FLEET / DOE_ Q0002","DOE","1","165-65","84th Ave","Queens","New York","11432","QUEENS","40.715389","-73.800369","408","24","452","4211027","4098670002","QN35"
"NYC FLEET / DOE_ R0001","DOE","1","6581","Hylan Blvd","Staten Island","New York","10309","STATEN IS","40.509084","-74.22093","503","51","198","5123970","5076640001","SI01"
"NYC FLEET / DOE_131LIV-1","DOE","2","131","Livingston St","Downtown Brooklyn","New York","11201","BROOKLYN","40.690743","-73.988605","302","33","37","3000420","3001540001","BK38"
"NYC FLEET / DOE_131LIV-2","DOE","1","131","Livingston St","Brooklyn","New York","11201","BROOKLYN","40.690743","-73.988605","302","33","37","3000420","3001540001","BK38"
"NYC FLEET / DOE_B&GHS-1","DOE","1","1700","Fulton St","Brooklyn","New York","11213","BROOKLYN","40.67944","-73.932407","303","36","271","3047996","3017010001","BK61"
"NYC FLEET / DOE_BRONXX475","DOE","1","99","Terrace Ave.","Bronx","New York","10463",,,,,,,,,
"NYC FLEET / DOE_EDISONHS","DOE","1","165-65","84th Ave","Queens","New York","11432","QUEENS","40.715389","-73.800369","408","24","452","4211027","4098670002","QN35"
"NYC FLEET / DOE_JFKHS","DOE","1","Jan-49","Teunissen Pl","Bronx","New York","10463","BRONX","40.876606","-73.912839","208","10","309","0","0","MN01"
"NYC FLEET / DOE_K0001","DOE","1","50","Bedford Ave","Brooklyn","New York","11222","BROOKLYN","40.721981","-73.953281","301","33","517","3066698","3026700001","BK73"
"NYC FLEET / DOE_M466","DOE","1","549","Audubon Ave","New York","New York","10040","MANHATTAN","40.855855","-73.92712","112","10","277","1076751","1021600018","MN35"
"NYC FLEET / DOE_M646","DOE","1","321","E 96th St","New York","New York","10128","MANHATTAN","40.783638","-73.945626","111","8","15602","1083927","1016680001","MN33"
"NYC FLEET / DOE_MTWAIN-1","DOE","1","2401","Neptune Ave","Brooklyn","New York","11224","BROOKLYN","40.578188","-73.99203","313","47","330","3188221","3069650140","BK21"
"NYC FLEET / DOE_Q80101","DOE","2","5-1-5-41","44th Dr","LIC","New York","11101",,,,,,,,,
"NYC FLEET / DOE_Q80102","DOE","2","44-36","Vernon Blvd","LIC","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOE_SBCHS-1","DOE","1","173","Conover St","Brooklyn","New York","11231","BROOKLYN","40.677969","-74.014363","306","38","53","3398190","3005750003","BK33"
"NYC FLEET / DOE1230ZEREGAAV","DOE","1","1230","Zerega Ave","Bronx","New York","10462","BRONX","40.833586","-73.845099","209","13","96","2027195","2038420002","BX59"
"NYC FLEET / DOE4436VERNON#3","DOE","1","44-36","Vernon Blvd","New York","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOE715OCEANTSI1","DOE","1","715","Ocean Terrace","Staten Island","New York","10301","STATEN IS","40.608512","-74.102067","502","50","177","5113169","5006830001","SI24"
"NYC FLEET / DOE715OCEANTSI2","DOE","1","715","Ocean Terrace","Staten Island","New York","10301","STATEN IS","40.608512","-74.102067","502","50","177","5113169","5006830001","SI24"
"NYC FLEET / DOE90-27SUTPHIN","DOE","2","90-24-90-26","Sutphin Blvd","Jamaica","New York","11435",,,,,,,,,
"NYC FLEET / DOEFACILITIES 1","DOE","2","44-36","Vernon Blvd","Queens","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOEFACILITIES 2","DOE","2","44-36","Vernon Blvd","Queens","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOEM535","DOE","2","525","West 50th St","New York","New York","10019","MANHATTAN","40.76525","-73.993105","104","3","135","1083802","1010790029","MN15"
"NYC FLEET / DOEPETRIDESARC","DOE","1","21","Safety City Blvd","Todt Hill","New York","10301",,,,,,,,,
"NYC FLEET / DOEVERNON_1_L3","DOE","1","44-36","Vernon Blvd","LIC","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOEVERNONBLVD-1","DOE","1","May-40","44th Dr","LIC","New York","11101","QUEENS","40.749341","-73.954023","402","26","1","4518727","4000240007","QN31"
"NYC FLEET / DOEVERNONBLVD-2","DOE","1","44-36","Vernon Blvd","LIC","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOEVERNONBLVD-3","DOE","1","44-36","Vernon Blvd","LIC","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOEVERNONBLVD-4","DOE","1","44-36","Vernon Blvd","LIC","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOEVERNONBLVD-5","DOE","1","44-36","Vernon Blvd","LIC","New York","11101","QUEENS","40.749384","-73.952233","402","26","1","4005429","4004890001","QN31"
"NYC FLEET / DOH_56 DRIVE","DOH","1","56-17","56th Dr.","queens","New York","11378","QUEENS","40.72441","-73.914492","402","30","219","4058946","4025850002","QN31"
"NYC FLEET / DOH_BEDFORDHC","DOH","1","515","Putnam Ave","Bedford-Stuyvesant","New York","11221","BROOKLYN","40.685146","-73.940431","303","36","277","3051831","3018260070","BK35"
"NYC FLEET / DOT_29ST-S1","DOT","1","9","29th St","Greenwood","New York","11232","BROOKLYN","40.661018","-74.004859","307","38","18","3378171","3006620001","BK32"
"NYC FLEET / DOT_29ST-S2","DOT","1","9","29th St","Greenwood","New York","11232","BROOKLYN","40.661018","-74.004859","307","38","18","3378171","3006620001","BK32"
"NYC FLEET / DOT_32-11HARPER","DOT","1","32-11","Harper St","Queens","New York","11368","QUEENS","40.763816","-73.84207","407","21","38301","4444576","4017900001","QN99"
"NYC FLEET / DOT_HARPER ST C","DOT","1","32-1-32-11","Harper St","Queens","New York","11368",,,,,,,,,
"NYC FLEET / DOT_HARPER-S1","DOT","1","32-11","Harper St","Flushing","New York","11368","QUEENS","40.763816","-73.84207","407","21","38301","4444576","4017900001","QN99"
"NYC FLEET / DOT_HARPER-S2","DOT","1","32-1","Harper St","Corona","New York","11368","QUEENS","40.764388","-73.842368","407","21","38301","4045010","4017900001","QN99"
"NYC FLEET / DOT22STLOT-1","DOT","2","41-54","22nd St","Queens","New York","11101","QUEENS","40.752701","-73.942118","401","26","33","4542032","4004110010","QN68"
"NYC FLEET / DOT22STLOT-2","DOT","2","41-54","22nd St","Queens","New York","11101","QUEENS","40.752701","-73.942118","401","26","33","4542032","4004110010","QN68"
"NYC FLEET / DOT22STLOT-3","DOT","2","41-54","22nd St","Queens","New York","11101","QUEENS","40.752701","-73.942118","401","26","33","4542032","4004110010","QN68"
"NYC FLEET / DOT2811QNSPLAZA","DOT","1","28-11","Queens Plaza North","Queens","New York","11101","QUEENS","40.75008","-73.938208","401","26","33","4005022","4004170002","QN68"
"NYC FLEET / DOT3MASPETHQNS","DOT","1","57-50","57th Rd","Queens","New York","11378","QUEENS","40.722361","-73.912677","405","30","531","4567284","4026710001","QN30"
"NYC FLEET / DOT448HAMILTON","DOT","2","448","Hamilton Ave","brooklyn","New York","11232","BROOKLYN","40.670361","-73.997693","307","38","18","3336712","3006250002","BK32"
"NYC FLEET / DOT4MASPETHQNS","DOT","1","57-50","57th Rd","Queens","New York","11378","QUEENS","40.722361","-73.912677","405","30","531","4567284","4026710001","QN30"
"NYC FLEET / DOTFLATLANDS-S1","DOT","1","928","E 76th St","Canarsie","New York","11236","BROOKLYN","40.633144","-73.91573","318","46","998","3325351","3080120400","BK50"
"NYC FLEET / DOTPITKINAVE-1","DOT","1","88-26","Pitkin Ave","Queens","New York","11417","QUEENS","40.673779","-73.847565","410","32","58","4539787","4113680020","QN56"
"NYC FLEET / DOTPITKINAVE-2","DOT","1","88-26","Pitkin Ave","Queens","New York","11417","QUEENS","40.673779","-73.847565","410","32","58","4539787","4113680020","QN56"
"NYC FLEET / DOTPITKINAVEQN1","DOT","1","88-26","Pitkin Ave","Queens","New York","11417","QUEENS","40.673779","-73.847565","410","32","58","4539787","4113680020","QN56"
"NYC FLEET / DOTPITKINAVEQN2","DOT","1","88-26","Pitkin Ave","Queens","New York","11417","QUEENS","40.673779","-73.847565","410","32","58","4539787","4113680020","QN56"
"NYC FLEET / DOTQNSBLVD-1","DOT","1","34-2","Queens Blvd","Queens","New York","11101","QUEENS","40.744537","-73.930602","402","26","179","4003435","4002460001","QN31"
"NYC FLEET / DOTQNSBLVD-2","DOT","1","34-2","Queens Blvd","Queens","New York","11101","QUEENS","40.744537","-73.930602","402","26","179","4003435","4002460001","QN31"
"NYC FLEET / DOTQNSBLVD-3","DOT","1","34-2","Queens Blvd","Queens","New York","11101","QUEENS","40.744537","-73.930602","402","26","179","4003435","4002460001","QN31"
"NYC FLEET / DOTQNSBLVD-4","DOT","1","34-2","Queens Blvd","Queens","New York","11101","QUEENS","40.744537","-73.930602","402","26","179","4003435","4002460001","QN31"
"NYC FLEET / DOTSIDUBOIS","DOT","1","5","Dubois Ave","STATEN ISLAND","New York","10310","STATEN IS","40.631947","-74.129401","501","49","13302","5104536","5002150100","SI22"
"NYC FLEET / DOTWILLIAMSBR","DOT","2","1400","Williamsbridge Rd","Bronx","New York","10461","BRONX","40.842277","-73.844085","210","13","200","2044091","2040740001","BX37"
"NYC FLEET / DPR_5BORO-ARC1","DPR","1","37-49","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.800068","-73.925671","111","8","240","1088067","1018190203","MN99"
"NYC FLEET / DPR_5BORO-ARC2","DPR","1","37-49","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.800068","-73.925671","111","8","240","1088067","1018190203","MN99"
"NYC FLEET / DPR_5BORO-ARC3","DPR","1","14","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79872","-73.921194","111","8","240","1088069","1018190203","MN99"
"NYC FLEET / DPR_5BORO#10A-B","DPR","2","13","Bronx Shore Rd","New York","New York","10035",,,,,,,,,
"NYC FLEET / DPR_5BORO#11A-B","DPR","2","13","Bronx Shore Rd","New York","New York","10035",,,,,,,,,
"NYC FLEET / DPR_5BORO#12A-B","DPR","2","13","Bronx Shore Rd","New York","New York","10035",,,,,,,,,
"NYC FLEET / DPR_5BORO#1A-B","DPR","2","14","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79872","-73.921194","111","8","240","1088069","1018190203","MN99"
"NYC FLEET / DPR_5BORO#2A-B","DPR","2","14","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79872","-73.921194","111","8","240","1088069","1018190203","MN99"
"NYC FLEET / DPR_5BORO#3A-B","DPR","2","14","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79872","-73.921194","111","8","240","1088069","1018190203","MN99"
"NYC FLEET / DPR_5BORO#4A-B","DPR","2","14","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79872","-73.921194","111","8","240","1088069","1018190203","MN99"
"NYC FLEET / DPR_5BORO#5A-B","DPR","2","37-49","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.800068","-73.925671","111","8","240","1088067","1018190203","MN99"
"NYC FLEET / DPR_5BORO#6A-B","DPR","2","14","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79872","-73.921194","111","8","240","1088069","1018190203","MN99"
"NYC FLEET / DPR_5BORO#7A-B","DPR","2","13","Bronx Shore Rd","New York","New York","10035",,,,,,,,,
"NYC FLEET / DPR_5BORO#8A-B","DPR","2","13","Bronx Shore Rd","New York","New York","10035",,,,,,,,,
"NYC FLEET / DPR_5BORO#9A-B","DPR","2","13","Bronx Shore Rd","New York","New York","10035",,,,,,,,,
"NYC FLEET / DPR_5BORONORTH1","DPR","1","850","E 138th St","Bronx","New York","10454","BRONX","40.803141","-73.909049","201","17","19","2086438","2025890031","BX39"
"NYC FLEET / DPR_5BORONORTH2","DPR","1","850","E 138th St","Bronx","New York","10454","BRONX","40.803141","-73.909049","201","17","19","2086438","2025890031","BX39"
"NYC FLEET / DPR_5BORONORTH3","DPR","1","850","E 138th St","Bronx","New York","10454","BRONX","40.803141","-73.909049","201","17","19","2086438","2025890031","BX39"
"NYC FLEET / DPR_5BORONORTH4","DPR","1","850","E 138th St","Bronx","New York","10454","BRONX","40.803141","-73.909049","201","17","19","2086438","2025890031","BX39"
"NYC FLEET / DPR_AL ORTER #6","DPR","1","131-40","Fowler Ave","Flushing","New York","11355","QUEENS","40.751616","-73.834155","407","20","38302","4540092","4020180001","QN99"
"NYC FLEET / DPR_ALLIED #3","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#1","DPR","1","13","East Rd","Corona","New York","11368","QUEENS","40.753928","-73.838823","481","21","38302","4439847","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#10","DPR","1","15","East Rd","Flushing","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#11","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#12","DPR","1","13","East Rd","Corona","New York","11368","QUEENS","40.753928","-73.838823","481","21","38302","4439847","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#13","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#14","DPR","1","13","East Rd","Corona","New York","11368","QUEENS","40.753928","-73.838823","481","21","38302","4439847","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#2","DPR","1","13","East Rd","Corona","New York","11368","QUEENS","40.753928","-73.838823","481","21","38302","4439847","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#4","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#5","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#6","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#7","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#8","DPR","1","15","East Rd","Corona","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED#9","DPR","1","15","East Rd","Flushing","New York","11368","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED2A-B","DPR","2","15","East Rd","Flushing","New York","11355","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED3A-B","DPR","2","15","East Rd","Flushing","New York","11355","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALLIED4A-B","DPR","2","15","East Rd","Flushing","New York","11355","QUEENS","40.754021","-73.838509","481","21","38302","4541447","4020180001","QN99"
"NYC FLEET / DPR_ALOERTER4#5","DPR","2","131-40","Fowler Ave","Flushing","New York","11355","QUEENS","40.751616","-73.834155","407","20","38302","4540092","4020180001","QN99"
"NYC FLEET / DPR_CENTRALCOM1","DPR","2","313","Broome St","New York","New York","10002","MANHATTAN","40.718875","-73.992735","103","1","18","1086508","1004180001","MN27"
"NYC FLEET / DPR_CHELSEAPARK","DPR","1","437-401-437-407","W 27th St","New York","New York","10001",,,,,,,,,
"NYC FLEET / DPR_CIG-S1","DPR","1","1521-1529","E 102nd St","Brooklyn","New York","11236","BROOKLYN","40.635668","-73.885339","318","46","1034","0","0","BK50"
"NYC FLEET / DPR_CIG-S2","DPR","1","1521-1529","E 102nd St","New York","New York","11236","BROOKLYN","40.635668","-73.885339","318","46","1034","0","0","BK50"
"NYC FLEET / DPR_GRACIEMAN","DPR","2","181","East End Ave","New York","New York","10028","MANHATTAN","40.776309","-73.943758","108","5","14402","1085796","1015920001","MN32"
"NYC FLEET / DPR_ICAHN_1_L3","DPR","1","10","Central Rd","New York","New York","10035","MANHATTAN","40.792269","-73.923827","111","8","240","1085645","1018190203","MN99"
"NYC FLEET / DPR_ICAHN_2_L3","DPR","1","10","Central Rd","New York","New York","10035","MANHATTAN","40.792269","-73.923827","111","8","240","1085645","1018190203","MN99"
"NYC FLEET / DPR_ICAHN_3_L3","DPR","1","10","Central Rd","New York","New York","10035","MANHATTAN","40.792269","-73.923827","111","8","240","1085645","1018190203","MN99"
"NYC FLEET / DPR_LRP#1#2","DPR","2","42-12","Queens Plaza S","Long Island City","New York","11101",,,,,,,,,
"NYC FLEET / DPR_ORCH-BCH-S1","DPR","1",,"Park Dr","Bronx","New York","10464",,,,,,,,,
"NYC FLEET / DPR_SROOSEVELT1","DPR","2",,"Hester St","New York","New York","10002",,,,,,,,,
"NYC FLEET / DPR_SROOSEVELT2","DPR","2",,"Hester St","New York","New York","10002",,,,,,,,,
"NYC FLEET / DPR_VC-GAR-S1","DPR","1",,"Mosholu Ave","Bronx","New York","10471",,,,,,,,,
"NYC FLEET / DPR_VC-GAR-S2","DPR","1","5788","Broadway","North Riverdale","New York","10471","BRONX","40.884065","-73.901217","208","11","283","2016176","2032700009","BX29"
"NYC FLEET / DPR_WHRLMPIER","DPR","2","698","West 135th Street","New York","New York","10031","MANHATTAN","40.821351","-73.958067","109","7","22302","1076688","1020050027","MN06"
"NYC FLEET / DPR5BOROBB_1_L3","DPR","1","20","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","1085922","1018190203","MN99"
"NYC FLEET / DPR5BOROBB_2_L3","DPR","1","20","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","1085922","1018190203","MN99"
"NYC FLEET / DPR5BOROBB1A-B","DPR","2","20R","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","0","0","MN99"
"NYC FLEET / DPR5BOROBB2A-B","DPR","2","20R","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","0","0","MN99"
"NYC FLEET / DPR5BOROBB3A-B","DPR","2","20R","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","0","0","MN99"
"NYC FLEET / DPR5BOROBB4A-B","DPR","2","20R","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","0","0","MN99"
"NYC FLEET / DPR5BOROBB5A-B","DPR","2","20R","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","0","0","MN99"
"NYC FLEET / DPR5BOROBB6A-B","DPR","2","20R","Bronx Shore Rd","New York","New York","10035","MANHATTAN","40.79952","-73.92227","111","8","240","0","0","MN99"
"NYC FLEET / DPR86MNSHPS#1#2","DPR","2","50","85th St Transverse","New York","New York","10128","MANHATTAN","40.781339","-73.962508","164","6","143","0","0","MN99"
"NYC FLEET / DPRABRYAN-S1","DPR","1","3278","Middletown Rd","Bronx","New York","10465","BRONX","40.848118","-73.821238","210","13","27401","2075923","2054130059","BX10"
"NYC FLEET / DPRABRYAN-S2","DPR","1","3280","Middletown Rd","Bronx","New York","10465","BRONX","40.848238","-73.821007","210","13","27401","2000000","2054130114","BX10"
"NYC FLEET / DPRALOERTER#1","DPR","1","131-40","Fowler Ave","Flushing","New York","11355","QUEENS","40.751616","-73.834155","407","20","38302","4540092","4020180001","QN99"
"NYC FLEET / DPRALOERTER#2","DPR","1","131-40","Fowler Ave","Brooklyn","New York","11355","QUEENS","40.751616","-73.834155","407","20","38302","4540092","4020180001","QN99"
"NYC FLEET / DPRALOERTER#3","DPR","1","131-40","Fowler Ave","Flushing","New York","11355","QUEENS","40.751616","-73.834155","407","20","38302","4540092","4020180001","QN99"
"NYC FLEET / DPRARSENAL_1_L3","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#1","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#10","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#11","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#12","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#13","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#14","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#15","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#16","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#17","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#18","DPR","1",,"East Dr","New York","New York","10024",,,,,,,,,
"NYC FLEET / DPRARSENAL#19","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#2","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#3","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#4","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#5","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#6","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#7","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#8","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRARSENAL#9","DPR","1",,"East Dr","New York","New York","10019",,,,,,,,,
"NYC FLEET / DPRBKFORST#1A-B","DPR","2","95","Prospect Park West","Brooklyn","New York","11215","BROOKLYN","40.667391","-73.974508","355","39","177","3339260","3011170001","BK99"
"NYC FLEET / DPRBKFORST#2A-B","DPR","2","95","Prospect Park West","Brooklyn","New York","11215","BROOKLYN","40.667391","-73.974508","355","39","177","3339260","3011170001","BK99"
"NYC FLEET / DPRBKFORST#3A-B","DPR","2","95","Prospect Park West","Brooklyn","New York","11215","BROOKLYN","40.667391","-73.974508","355","39","177","3339260","3011170001","BK99"
"NYC FLEET / DPRBLUHERON1A-B","DPR","2","222","Poillon Ave","Annadale","New York","10312","STATEN IS","40.530065","-74.176447","503","51","176","5133519","5064610002","SI01"
"NYC FLEET / DPRBROOKFLD1A-B","DPR","2","575","Arthur Kill Rd","Staten Island","New York","10308","STATEN IS","40.56161","-74.160443","503","51","279","5153576","5055550001","SI24"
"NYC FLEET / DPRBROOKFLD2A-B","DPR","2","575","Arthur Kill Rd","Staten Island","New York","10308","STATEN IS","40.56161","-74.160443","503","51","279","5153576","5055550001","SI24"
"NYC FLEET / DPRBROOKFLD3A-B","DPR","2","575","Arthur Kill Rd","Staten Island","New York","10308","STATEN IS","40.56161","-74.160443","503","51","279","5153576","5055550001","SI24"
"NYC FLEET / DPRBROOKFLD4A-B","DPR","2","575","Arthur Kill Rd","Staten Island","New York","10308","STATEN IS","40.56161","-74.160443","503","51","279","5153576","5055550001","SI24"
"NYC FLEET / DPRBROOKLYNBPC","DPR","2","334","Furman St","Brooklyn Heights","New York","11201","BROOKLYN","40.693999","-73.999196","302","33","301","3423338","3002450015","BK09"
"NYC FLEET / DPRBUSHWINL#1#2","DPR","2","110","Kent Ave","Brooklyn","New York","11249","BROOKLYN","40.720795","-73.961226","301","33","557","3061864","3023160049","BK73"
"NYC FLEET / DPRBUSHWINL#3#4","DPR","2","Feb-42","N 10th St","Williamsburg","New York","11249","BROOKLYN","40.717655","-73.953014","301","33","519","3398096","3023070001","BK73"
"NYC FLEET / DPRBXFORST#1A-B","DPR","2","1","Bronx River Pkwy","Bronx","New York","10462","BRONX","40.847238","-73.87133","227","15","334","2101002","2043330001","BX99"
"NYC FLEET / DPRBXFORST#2A-B","DPR","2","1","Bronx River Pkwy","Bronx","New York","10462","BRONX","40.847238","-73.87133","227","15","334","2101002","2043330001","BX99"
"NYC FLEET / DPRBXFORST#3A-B","DPR","2","1","Bronx River Pkwy","Bronx","New York","10462","BRONX","40.847238","-73.87133","227","15","334","2101002","2043330001","BX99"
"NYC FLEET / DPRBXFORST#4A-B","DPR","2","1","Bronx River Pkwy","Bronx","New York","10462","BRONX","40.847238","-73.87133","227","15","334","2101002","2043330001","BX99"
"NYC FLEET / DPRBXFORST#5A-B","DPR","2","1831","Unionport Rd","East Bronx","New York","10462","BRONX","40.845802","-73.868694","211","15","220","2042490","2040110011","BX17"
"NYC FLEET / DPRBXFORST#6A-B","DPR","2","1831","Unionport Rd","East Bronx","New York","10462","BRONX","40.845802","-73.868694","211","15","220","2042490","2040110011","BX17"
"NYC FLEET / DPRBXFORST#7A-B","DPR","2","1831","Unionport Rd","East Bronx","New York","10462","BRONX","40.845802","-73.868694","211","15","220","2042490","2040110011","BX17"
"NYC FLEET / DPRBXFORST#8A-B","DPR","2","1831","Unionport Rd","BRONX","New York","10462","BRONX","40.845802","-73.868694","211","15","220","2042490","2040110011","BX17"
"NYC FLEET / DPRBXFORST#9A-B","DPR","2","1831","Unionport Rd","BRONX","New York","10462","BRONX","40.845802","-73.868694","211","15","220","2042490","2040110011","BX17"
"NYC FLEET / DPRBXFRST#10A-B","DPR","2","1831","Unionport Rd","BRONX","New York","10462","BRONX","40.845802","-73.868694","211","15","220","2042490","2040110011","BX17"
"NYC FLEET / DPRBXPEPNORTH-1","DPR","2",,"Westchester Av/Burr Av","Pelham Bay","New York","10461",,,,,,,,,
"NYC FLEET / DPRBXPEPNORTH-2","DPR","2",,"Westchester Av/Burr Av","Pelham Bay","New York","10461",,,,,,,,,
"NYC FLEET / DPRBXRANWIGWAM1","DPR","1","1","Bronx River Parkway-North East section","Bronx","New York","10462",,,,,,,,,
"NYC FLEET / DPRBXRANWIGWAM2","DPR","1","1","Bronx River Parkway-North East section","Bronx","New York","10462",,,,,,,,,
