BOROUGH,SITE_STATUS,SITE_NAME,SITE_NUMBER,STREET_NUMBER,STREET_SUFFIX,STREET_NAME,POSTCODE,CITY,VOTER_ENTRANCE,HANDICAP_ENTRANCE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
MANHATTAN,A,Armenian Church,10759,630,,2 Avenue,10016,New York,630 2 Avenue,East 35th Street (Between 1st & 2nd Ave),40.744994,-73.975622,6,2,78,1081682,1009400001,Murray Hill-Kips Bay,"(40.744994, -73.975622)",12078,71,4,50,9
MANHATTAN,A,Manhattanville Houses,11482,545,,West 126 Street,10027,New York,545 West 126 Street,545 West 126 Street,,,9,7,219,1084125,1019840001,Manhattanville,,,,,,
BROOKLYN,A,St. Thomas Sr Ctr,10470,725,,Evergreen Avenue,11207,Brooklyn,725 Evergreen Avenue,725 Evergreen Avenue,40.685842,-73.907548,4,37,411,3080124,3034460001,Bushwick South,"(40.685842, -73.907548)",17214,42,2,37,53
BROOKLYN,A,Caton Park NH,11150,1312,,Caton Avenue,11226,Brooklyn,1312 Caton Avenue,1312 Caton Avenue,40.649607,-73.967701,14,40,506,3116414,3050740004,Flatbush,"(40.649607, -73.967701)",17620,60,2,11,43
QUEENS,A,PS 17-Henry David Thoreau,Q0139,28-37,,29 Street,11102,Astoria,28-37 29 Street,Schoolyard Entrance on 29th Street & 30th Avenue,40.768678,-73.922635,1,22,71,4007663,4005940001,Old Astoria,"(40.768678, -73.922635)",16859,39,3,4,72
BROOKLYN,A,PS 20,B0126,225,,Adelphi Street,11205,Brooklyn,225 Adelphi Street,Enter on Clermont Avenue,40.690828,-73.971319,2,35,183,3058531,3020910003,Fort Greene,"(40.690828, -73.971319)",17212,68,2,48,55
QUEENS,A,IS 61-Leonardo Da Vinci,Q0191,98-50,,50 Avenue,11368,Corona,98-50 50 Avenue,Side Entrance on 99th Street through Gated Courtyard,40.742612,-73.86328,4,21,44302,4046834,4018910032,Corona,"(40.742612, -73.86328)",14510,66,3,21,68
BRONX,A,PS 175 City Island,X0075,200,,City Island Avenue,10464,Bronx,200 City Island Avenue,Back School entrance through School Yard,40.843868,-73.785132,10,13,516,2082444,2056410280,Pelham Bay-Country Club-City Island,"(40.843868, -73.785132)",11273,43,5,12,28
QUEENS,A,Kew Gardens Hills Library,10162,72-33,,Vleigh Place,11367,Flushing,72-33 Vleigh Place,72-33 Vleigh Place,40.725991,-73.820834,8,24,77907,4144059,4066610005,Kew Gardens Hills,"(40.725991, -73.820834)",14509,25,3,24,65
MANHATTAN,A,PS 28,M0240,475,,West 155 Street,10032,New York,475 West 155 Street,St. Nicholas Avenue,40.831565,-73.942628,12,7,239,1076739,1021070026,Washington Heights South,"(40.831565, -73.942628)",13090,47,4,23,21
MANHATTAN,A,PS 130,M0046,143,,Baxter Street,10013,New York,143 Baxter Street,Hester Street (Through Parking Lot),40.718661,-73.998514,2,1,41,1003086,1002360038,SoHo-TriBeCa-Civic Center-Little Italy,"(40.718661, -73.998514)",12076,57,4,32,2
MANHATTAN,A,PS 217,10517,645,,Main Street,10044,New York,645 Main Street,Through Schoolyard (Exit 7),40.763837,-73.94808,8,5,23802,1084848,1013730001,Lenox Hill-Roosevelt Island,"(40.763837, -73.94808)",13099,23,4,1,72
STATEN IS,A,Moore Catholic High School,11617,100,,Merrill Avenue,10314,Staten Island,100 Merrill Avenue,329 Arlene Street (Gymnasium doors),,,2,50,29103,5107367,5022360001,New Springville-Bloomfield-Travis,,,,,,
BROOKLYN,A,Plaza Sr Ctr,10556,297,,Wilson Avenue,11237,Brooklyn,297 Wilson Avenue,297 Wilson Avenue,40.697058,-73.919198,4,37,433,3346536,3033070004,Bushwick North,"(40.697058, -73.919198)",13828,42,2,37,53
BROOKLYN,A,PS 91,B0391,532,,Albany Avenue,11203,Brooklyn,Enter on Maple Street,Enter East New York Avenue,40.661869,-73.940017,9,41,806,3106599,3047940026,Prospect Lefferts Gardens-Wingate,"(40.661869, -73.940017)",16866,17,2,17,44
QUEENS,A,Dayton Beach Park 8200,Q0258,8200,,Shore Front Parkway,11693,Far Rockaway,82-00 Shore Front Parkway,82-00 Shore Front Parkway,40.586346,-73.807617,14,32,94203,4457810,4161300001,Hammels-Arverne-Edgemere,"(40.586346, -73.807617)",20531,51,3,41,58
STATEN IS,A,PS 4 Maurice Wollin,S0075,200,,Nedra Lane,10312,Staten Island,200 Nedra Lane,200 Nedra Lane,40.552954,-74.194483,3,51,17010,5079499,5060250030,Arden Heights,"(40.552954, -74.194483)",10699,15,1,9,77
MANHATTAN,A,The Alianza Dominicana Triangle Building,11511,530,,West 166 Street,10032,New York,530 West 166 Street,530 West 166 Street,,,12,10,251,1062988,1021240001,Washington Heights South,,,,,,
QUEENS,A,PS 115-Glen Oaks,Q0257,80-51,,261 Street,11004,Glen Oaks,80-51 261 Street,262 Street & 81st Avenue,40.744115,-73.709765,13,23,157902,4178127,4087170001,Glen Oaks-Floral Park-New Hyde Park,"(40.744115, -73.709765)",16098,63,3,16,63
QUEENS,A,Frank Sinatra HS,11182,35-12,,35 Avenue,11106,Astoria,35-12 35 Avenue,35-12 35 Avenue,40.756493,-73.925178,1,26,57,4009594,4006390016,Astoria,"(40.756493, -73.925178)",16863,39,3,33,72
QUEENS,A,Forest Hills HS,00060,67-01,,110 Street,11375,Forest Hills,67-01 110 Street,67-01 110 Street,40.729452,-73.845584,6,29,747,4052143,4021890002,Forest Hills,"(40.729452, -73.845584)",14786,40,3,28,70
BRONX,A,JHS 145 Arturo Toscanini,X0004,1000,,Teller Avenue,10456,Bronx,1000 Teller Avenue,Entrance Left of Main Entrance near 165 Street,40.827896,-73.914337,4,16,173,2097111,2024240001,East Concourse-Concourse Village,"(40.827896, -73.914337)",10934,50,5,42,27
BRONX,A,PS 93 Albert G. Oliver,X0039,1535,,Story Avenue,10473,Bronx,1535 Story Avenue,Entrance thru schoolyard from Boyton Avenue,40.821829,-73.876911,9,17,28,2097341,2036520001,Soundview-Castle Hill-Clason Point-Harding Park,"(40.821829, -73.876911)",11611,58,5,43,26
BROOKLYN,A,PS 221,B0337,791,,Empire Boulevard,11213,Brooklyn,791 Empire Boulevard,Empire Boulevard (Back of building),40.663774,-73.935989,9,35,355,3038372,3014230014,Crown Heights South,"(40.663774, -73.935989)",17615,17,2,48,44
MANHATTAN,A,PS 153,M0082,1750,,Amsterdam Avenue,10031,New York,1750 Amsterdam Avenue,1750 Amsterdam Avenue,40.826333,-73.946909,9,7,233,1081834,1020780019,Hamilton Heights,"(40.826333, -73.946909)",12428,37,4,23,19
QUEENS,A,PS 112-Dutch Kills,Q0128,25-05,,37 Avenue,11101,Long Island City,25-05 37 Avenue,25-05 37 Avenue,40.756935,-73.934468,1,26,33,4004170,4003440001,Queensbridge-Ravenswood-Long Island City,"(40.756935, -73.934468)",16863,39,3,33,72
BROOKLYN,A,IS 259,B0320,7301,,Fort Hamilton Parkway,11228,Brooklyn,7301 Ft Hamilton Pkwy,73 Street,40.626426,-74.01518,10,43,206,3148031,3059230001,Dyker Heights,"(40.626426, -74.01518)",13511,10,2,44,41
BRONX,A,Bronx House,X0216,990,,Pelham Parkway South,10462,Bronx,990 Pelham Parkway South near Hone Avenue,990 Pelham Parkway South near Hone Avenue,40.856692,-73.860635,11,13,248,2088568,2043287501,Pelham Parkway,"(40.856692, -73.860635)",11270,59,5,12,32
BRONX,A,PS 8 Issac Varian,X0118,3010,,Briggs Avenue,10458,Bronx,3010 Briggs Avenue,3010 Briggs Avenue,40.872546,-73.883548,7,11,415,2094734,2032990060,Bedford Park-Fordham North,"(40.872546, -73.883548)",10936,24,5,40,34
MANHATTAN,A,PS 452,11529,210,,West 61 Street,10023,New York,210 West 61st Street,Playground on West 60th St bet. 10th & 11th Avenues,,,7,6,147,1030320,1011520029,Lincoln Square,,,,,,
BROOKLYN,A,New Jerusalem United Methodist Church,11427,484,,Knickerbocker Avenue,11237,Brooklyn,482 Knickerbocker Avenue,482 Knickerbocker Avenue,40.698345,-73.917697,4,37,433,3075669,3033070034,Bushwick North,"(40.698345, -73.917697)",13828,42,2,37,53
QUEENS,A,JHS 67-Louis Pasteur,Q0193,51-60,,Marathon Parkway,11362,Little Neck,51-60 Marathon Parkway,51-60 Marathon Parkway,40.762686,-73.733767,11,19,150701,4170797,4082210012,Douglas Manor-Douglaston-Little Neck,"(40.762686, -73.733767)",14197,26,3,20,69
MANHATTAN,A,PS 152,M0302,93,,Nagle Avenue,10040,New York,93 NAGLE AVENUE (Ellwood Street),On Nagle Avenue,40.860449,-73.927642,12,10,283,1064149,1021730001,Washington Heights North,"(40.860449, -73.927642)",13098,47,4,39,22
STATEN IS,A,IS 24 Myra S. Barnes,S0026,225,,Cleveland Avenue,10308,Staten Island,225 Cleveland Avenue,731 Durant Avenue,40.545539,-74.146179,3,51,13203,5065854,5051530108,Great Kills,"(40.545539, -74.146179)",10695,15,1,9,76
BROOKLYN,A,Ridgewood Sr Center,10114,319,,Stanhope Street,11237,Brooklyn,319 Stanhope Street,319 Stanhope Street,40.702948,-73.918337,4,37,443,3074237,3032590023,Bushwick North,"(40.702948, -73.918337)",13828,42,2,37,53
BROOKLYN,A,PS 309,B0338,794,,Monroe Street,11221,Brooklyn,Enter on Madison Street,Enter on Madison Street,40.68839,-73.924603,3,41,385,3045047,3016430036,Stuyvesant Heights,"(40.68839, -73.924603)",18181,69,2,17,52
MANHATTAN,A,Martin Luther King Jr. Comm. Ctr.,11169,2,,West 115th Street,10026,New York,2 West 115th Street,2 West 115th Street,40.79994,-73.947108,10,9,186,1083316,1015960001,Central Harlem South,"(40.79994, -73.947108)",12423,18,4,36,18
QUEENS,A,Briarwood Library,Q0269,85-12,,Main Street,11435,Jamaica,85-12 Main Street,85-12 Main Street,40.712577,-73.817467,8,24,22001,4206518,4096510025,Briarwood-Jamaica Hills,"(40.712577, -73.817467)",24670,25,3,24,65
QUEENS,A,PS 178-Holliswood,Q0093,189-10,,Radnor Road,11423,Hollis,Enter on Avon Road,Enter on Avon Road,40.724387,-73.77741,8,23,1277,4156558,4072770001,Jamaica Estates-Holliswood,"(40.724387, -73.77741)",24332,25,3,16,65
BROOKLYN,A,Water View Tower,B0152,2630,,Cropsey Avenue,11214,Brooklyn,2630 Cropsey Avenue,Enter on 26 Avenue,40.589503,-73.991001,13,43,314,3336512,3069330055,Gravesend,"(40.589503, -73.991001)",17616,21,2,44,35
STATEN IS,A,Susan E. Wagner High School,S0045,50,,Brielle Avenue,10314,Staten Island,50 Brielle Avenue,50 Brielle Avenue,40.598287,-74.124581,2,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.598287, -74.124581)",10700,30,1,14,76
BROOKLYN,A,PS 316,B0323,750,,Classon Avenue,11238,Brooklyn,Use entrance on Sterling Place,Use entrance on Sterling Place,40.67448,-73.9603,8,35,215,3029246,3011670018,Prospect Heights,"(40.67448, -73.9603)",13829,16,2,48,49
STATEN IS,A,IS 61 William A. Morris,00067,445,,Castleton Avenue,10301,Staten Island,445 Castleton Ave,445 Castleton Ave,40.634047,-74.097355,1,49,67,5002227,5001000100,New Brighton-Silver Lake,"(40.634047, -74.097355)",10369,4,1,13,74
MANHATTAN,A,JHS 56,11592,220,,Henry Street,10002,New York,220 Henry Street,Montgormey Street (NASA Space Double Doors),,,3,1,201,1003223,1002690041,Lower East Side,,,,,,
QUEENS,A,PS 303-Academy for Excellence,00056,108-55,,69 Avenue,11375,Forest Hills,108-55 69 AVENUE,Through the school yard on 69 Ave,40.72519,-73.844996,6,29,739,4052265,4022180021,Forest Hills,"(40.72519, -73.844996)",14786,40,3,28,70
STATEN IS,A,Saint Christopher School,11648,15,,Lisbon Place,10306,Staten Island,15 Lisbon Place,Entrance on Midland Avenue,,,2,50,11402,5051508,5035760023,New Dorp-Midland Beach,,,,,,
QUEENS,A,PS 7-Louis F. Simeone,10453,80-55,,Cornish Avenue,11373,Elmhurst,80-55 Cornish Avenue,80-55 Cornish Avenue,40.73917,-73.882529,4,25,485,4467710,4015380075,Elmhurst-Maspeth,"(40.73917, -73.882529)",14784,66,3,5,68
BRONX,A,Throggs Neck Senior Center,10712,2705,,Schley Avenue,10465,Bronx,2705 Schley Avenue,2705 Schley Avenue,40.821721,-73.827071,10,13,144,2080423,2055680050,Schuylerville-Throgs Neck-Edgewater Park,"(40.821721, -73.827071)",11274,43,5,12,28
BRONX,A,Edenwald Community Center,X0014,1150,,East 229 Street,10466,Bronx,1150 East 229 Street,1150 East 229 Street,40.886094,-73.845047,12,12,458,2094178,2049050001,Eastchester-Edenwald-Baychester,"(40.886094, -73.845047)",11275,29,5,2,30
BRONX,A,PS 108 Philip J. Abinanti,X0017,1166,,Neill Avenue,10461,Bronx,1166 Neill Avenue,thru school yard via Yates Avenue,40.854668,-73.853191,11,13,288,2048608,2042750001,Pelham Parkway,"(40.854668, -73.853191)",11270,59,5,12,32
BROOKLYN,A,Shore Hill Housing,B0363,9000,,Shore Road,11209,Brooklyn,15- 91th Street,15- 91th Street,40.621832,-74.040089,10,43,5201,3322532,3060780010,Bay Ridge,"(40.621832, -74.040089)",17216,10,2,44,41
BRONX,A,PS 68 Bronx,X0152,4011,,Monticello Avenue,10466,Bronx,4011 Monticello Avenue,Via School Yard to the Right of the Main Entrance,40.891453,-73.838447,12,12,426,2067852,2049860081,Woodlawn-Wakefield,"(40.891453, -73.838447)",11275,29,5,2,30
MANHATTAN,A,PS 52,00028,650,,Academy Street,10034,New York,650 Academy Street,Broadway (Enter through the parking lot),40.865993,-73.924883,12,10,291,1076776,1022330020,Marble Hill-Inwood,"(40.865993, -73.924883)",13098,47,4,39,22
BRONX,A,Locust Point Civic Hall,X0235,3300,,Tierney Place,10465,Bronx,3300 Tierney Place at the corner of Locust Point Drive,3300 Tierney Place at the corner of Locust Point Drive,40.816582,-73.800238,10,13,118,2079274,2055290001,Schuylerville-Throgs Neck-Edgewater Park,"(40.816582, -73.800238)",11274,43,5,12,28
BROOKLYN,A,Sunset Park HS,11410,153,,35 Street,11232,Brooklyn,153 35th Street,153 35th Street,40.655987,-74.005472,7,38,84,3394175,3006880026,Sunset Park West,"(40.655987, -74.005472)",13515,9,2,7,45
MANHATTAN,A,Hunter College,10261,128,,East 68 Street,10065,New York,128 East 68 Street,128 East 68 Street,40.7681,-73.964849,8,4,120,1042468,1014020013,Upper East Side-Carnegie Hill,"(40.7681, -73.964849)",10090,23,4,51,11
QUEENS,A,Sand Castle,Q0243,711,,Seagirt Avenue,11691,Far Rockaway,711 Seagirt Avenue,711 Seagirt Avenue,40.595934,-73.742281,14,31,101002,4298968,4156100001,Far Rockaway-Bayswater,"(40.595934, -73.742281)",20529,51,3,47,59
MANHATTAN,A,Grace United Methodist Church,11270,125,,West 104 Street,10025,New York,125 West 104 Street,125 West 104 Street,40.798281,-73.964525,7,7,189,1081580,1018597501,Upper West Side,"(40.798281, -73.964525)",12422,20,4,23,15
MANHATTAN,A,Cabrini Houses,11743,220,,East 19 Street,10003,New York,East 19th St (bet. 2nd & 3rd Avenues),East 19th St (bet. 2nd & 3rd Avenues),,,6,2,48,1088779,1008990046,Gramercy,,,,,,
BROOKLYN,A,PS 142 JHS,B0294,610,,Henry Street,11231,Brooklyn,610 Henry Street,Henry Street and Coles Street (Left side of building),40.680054,-74.001459,6,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook,"(40.680054, -74.001459)",13514,14,2,27,48
STATEN IS,A,New Dorp High School,10012,465,,New Dorp Lane,10306,Staten Island,465 New Dorp Lane,Loading Dock,40.569215,-74.107273,2,50,11202,5055367,5039300010,New Dorp-Midland Beach,"(40.569215, -74.107273)",10693,30,1,14,76
BROOKLYN,A,PS 11 NEW,B0234,419,,Waverly Avenue,11238,Brooklyn,419 Waverly Avenue,Washington Avenue,40.685467,-73.966224,2,35,199,3332865,3019620010,Clinton Hill,"(40.685467, -73.966224)",13829,68,2,48,55
BROOKLYN,A,PS 273,B0367,923,,Jerome Street,11207,Brooklyn,Enter on Warwick Street,Wortman Avenue,40.65782,-73.879217,5,42,1078,3097973,3044010001,East New York,"(40.65782, -73.879217)",17214,45,2,25,47
QUEENS,A,PS 214-Cadwallader Colden,Q0142,31-15,,140 Street,11354,Flushing,31-15 140 Street,Rear Entrance from 31st Road,40.770081,-73.82854,7,20,88901,4100846,4044130020,Flushing,"(40.770081, -73.82854)",13832,22,3,3,67
BROOKLYN,A,PS 23,B0275,545,,Willoughby Avenue,11206,Brooklyn,545 Willoughby Avenue,545 Willoughby Avenue,40.694113,-73.94759,3,36,25901,3048818,3017590013,Bedford,"(40.694113, -73.94759)",17213,69,2,49,51
QUEENS,A,St. Sebastian's Catholic Academy,10203,39-76,,58 Street,11377,Woodside,39-76 58 Street,Rear Entrance through Parking Lot off 57th Street,40.746227,-73.906278,2,26,257,4437102,4012280001,Woodside,"(40.746227, -73.906278)",14787,53,3,33,66
BROOKLYN,A,IS 187,B0378,1171,,65 Street,11219,Brooklyn,1171 65th Street,Enter on 64th Street,40.627777,-74.004325,10,38,212,3142008,3057450029,Dyker Heights,"(40.627777, -74.004325)",17621,10,2,7,41
QUEENS,A,PS 85-Judge Charles Vallone,Q0124,23-70,,31 Street,11105,Astoria,23-70 31 Street,Through School Yard on 29th Street,40.772898,-73.914777,1,22,115,4017485,4008420031,Steinway,"(40.772898, -73.914777)",16862,39,3,4,72
BROOKLYN,A,PS 59,B0117,211,,Throop Avenue,11206,Brooklyn,211 Throop Avenue,Enter on Park Avenue,40.69704,-73.943634,3,36,28502,3048546,3017490001,Stuyvesant Heights,"(40.69704, -73.943634)",17213,69,2,49,51
BROOKLYN,A,Seacoast Towers,B0203,1311,,Brightwater Avenue,11235,Brooklyn,Enter on Riegelman Boardwalk,Enter on Riegelman Boardwalk,40.575749,-73.955488,13,48,61002,3245726,3087210375,Brighton Beach,"(40.575749, -73.955488)",13826,21,2,15,35
MANHATTAN,A,Washington Heights Academy (M366),M0106,202,,Sherman Avenue,10034,New York,202 Sherman Avenue,202 Sherman Avenue,40.865436,-73.92118,12,10,293,1081910,1022260041,Marble Hill-Inwood,"(40.865436, -73.92118)",13092,47,4,39,22
BROOKLYN,A,PS 136 JHS,B0228,4004,,4th Avenue,11232,Brooklyn,Enter on 41st Street,Enter on 41st Street,40.65206,-74.006975,7,38,82,3010580,3007130020,Sunset Park West,"(40.65206, -74.006975)",13515,9,2,7,45
BROOKLYN,A,PS 235 Annex,10041,5811,,Ditmas Avenue,11203,Brooklyn,5811 Ditmas Avenue,5811 Ditmas Avenue,40.643667,-73.921586,17,45,946,3221964,3079160001,Rugby-Remsen Village,"(40.643667, -73.921586)",13827,61,2,26,40
BROOKLYN,A,PS  133,B0216,610,,Baltic Street,11217,Brooklyn,610 Baltic Street,610 Baltic Street,40.679889,-73.981019,6,39,12901,3413716,3009400111,Park Slope-Gowanus,"(40.679889, -73.981019)",17619,14,2,27,50
BRONX,A,PS 81 Robert J. Christen,X0166,5550,,Riverdale Avenue,10471,Bronx,5550 Riverdale Avenue,Entrance in back of school via path on West 256th St,40.903515,-73.905179,8,11,337,2084806,2058501550,North Riverdale-Fieldston-Riverdale,"(40.903515, -73.905179)",11609,48,5,40,33
BROOKLYN,A,William E. Grady CTE High School,B0141,25,,Brighton 4 Road,11235,Brooklyn,25 Brighton 4 Road,Enter on left side of main entrance,40.582675,-73.963404,13,48,366,3196378,3072610201,Brighton Beach,"(40.582675, -73.963404)",13826,21,2,15,35
QUEENS,A,PS 354 - The STEM Institute of Queens,Q0029,126-10,,Bedell Street,11434,Jamaica,126-10 Bedell Street,126-10 Bedell Street,40.680351,-73.774576,12,28,33402,4270045,4124950065,Springfield Gardens North,"(40.680351, -73.774576)",24669,41,3,46,71
MANHATTAN,A,PS 33,M0155,281,,9 Avenue,10001,New York,281 9 Avenue,281 9 Avenue,40.748743,-73.999786,4,3,97,1012829,1007240023,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748743, -73.999786)",11722,12,4,10,6
BROOKLYN,A,Sister Lucian Lucchi Sr Housing,11203,415,,Bleecker Street,11237,Brooklyn,415 Bleecker Street,415 Bleecker Street,40.703148,-73.91353,4,37,441,3325698,3033030001,Bushwick North,"(40.703148, -73.91353)",13828,42,2,37,53
BROOKLYN,A,PS 196,B0112,207,,Bushwick Avenue,11206,Brooklyn,207 Bushwick Avenue,Enter on right side of Main Entrance Meserole St,40.708713,-73.939926,1,34,485,3071024,3030460001,Bushwick South,"(40.708713, -73.939926)",17213,36,2,30,56
BROOKLYN,A,Friends of Crown Heights,11229,671,,Prospect Place,11216,Brooklyn,671 Prospect Place,671 Prospect Place,40.674693,-73.95427,8,35,221,3030896,3012240045,Crown Heights North,"(40.674693, -73.95427)",17618,16,2,48,49
QUEENS,A,North Shore Towers,Q0136,272-40,,Grand Central Parkway,11005,Floral Park,272-40 Grand Central Parkway,272-40 Grand Central Parkway,40.759237,-73.713089,13,23,155101,4456885,4084890001,Glen Oaks-Floral Park-New Hyde Park,"(40.759237, -73.713089)",16099,63,3,16,63
MANHATTAN,A,Samuels Community Center,10768,669,,Malcolm X Boulevard,10037,New York,669 Malcolm X Blvd,669 Malcolm X Blvd,40.819451,-73.93715,10,9,232,1085366,1020120025,Central Harlem North-Polo Grounds,"(40.819451, -73.93715)",12427,18,4,36,20
BROOKLYN,A,Regina Pacis Housing,11148,2424,,Cropsey Avenue,11214,Brooklyn,2424 Cropsey Avenue,2424 Cropsey Avenue,40.594222,-73.995361,11,43,304,3187596,3069270060,Bensonhurst East,"(40.594222, -73.995361)",17616,1,2,44,37
QUEENS,A,Florence E Smith Community Center,10201,102-19,,34 Avenue,11368,Corona,102-19 34 Avenue,102-19 34 Avenue,40.7558,-73.86602,3,21,379,4042602,4017170033,North Corona,"(40.7558, -73.86602)",14510,65,3,21,73
QUEENS,A,Thomas A. Edison HS,10208,165-65,,84 Avenue,11432,Jamaica,165-65 84 Avenue,Parking Lot Entrance from Driveway off 84th Avenue,40.71553,-73.79973,8,24,452,4211027,4098670002,Briarwood-Jamaica Hills,"(40.71553, -73.79973)",24340,25,3,24,65
QUEENS,A,PS 177,Q0201,56-37,,188 Street,11365,Fresh Meadows,56-37 188 Street,Rear of school on 189 Street up ramp,40.743607,-73.787899,11,20,1417,4128231,4056740002,Auburndale,"(40.743607, -73.787899)",14507,26,3,3,69
BRONX,A,PS 102 Joseph O. Loretan,X0066,1827,,Archer Street,10460,Bronx,1827 Archer Street,Entrance on Taylor Avenue,40.837707,-73.865886,9,18,21601,2028640,2039210030,West Farms-Bronx River,"(40.837707, -73.865886)",11269,58,5,31,26
QUEENS,A,JASA Brookdale Village Senior Ctr.,Q0035,131,,Beach 19 Street,11691,Far Rockaway,131 Beach 19 Street,131 Beach 19 Street,40.593679,-73.753276,14,31,99802,4301622,4158100055,Far Rockaway-Bayswater,"(40.593679, -73.753276)",20529,51,3,47,59
BRONX,A,PS 47 John Randolph,X0062,1794,,East 172 Street,10472,Bronx,1794 East 172 Street,On Beach Avenue; Cafeteria 1,40.832845,-73.866805,9,18,76,2025622,2037860016,West Farms-Bronx River,"(40.832845, -73.866805)",11610,58,5,31,26
MANHATTAN,A,River Crossing,11265,1956,,1 Avenue,10029,New York,1956 1 Avenue (Through Walkway),1956 1 Avenue (Through Walkway),40.786053,-73.942572,11,8,162,1083932,1016940007,East Harlem South,"(40.786053, -73.942572)",12426,7,4,35,14
BROOKLYN,A,PS 506/503/314,B0288,343,,60 Street,11220,Brooklyn,343 60th Street,343 60th Street,40.641674,-74.019613,7,38,74,,,Sunset Park West,"(40.641674, -74.019613)",18180,9,2,7,45
BROOKLYN,A,PS 167,B0018,1025,,Eastern Parkway,11213,Brooklyn,1025 Eastern Parkway,Enter on schenectady Avenue through school yard,40.66923,-73.934389,8,35,353,3037303,3013890035,Crown Heights North,"(40.66923, -73.934389)",17615,16,2,48,49
MANHATTAN,A,Marseilles LLC,10438,230,,West 103 Street,10025,New York,230 West 103 Street,230 West 103 Street,40.799155,-73.96884,7,6,191,1056548,1018740052,Upper West Side,"(40.799155, -73.96884)",12422,20,4,19,15
BROOKLYN,A,PS 208,B0255,4801,,Avenue D,11203,Brooklyn,4801 Avenue D,East 48th Street,40.64208,-73.931147,17,45,840,3105680,3047690025,East Flatbush-Farragut,"(40.64208, -73.931147)",16866,61,2,26,40
BROOKLYN,A,Farragut Comm Ctr,11386,228,,York Street,11201,Brooklyn,228 York Street,228 York Street,40.701252,-73.982208,2,35,23,3325909,3000710001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.701252, -73.982208)",16865,68,2,48,54
BROOKLYN,A,Goodwin Sr Ctr,10258,55,,Goodwin Place,11221,Brooklyn,55 Goodwin Place,55 Goodwin Place,40.691643,-73.92378,4,34,395,3319576,3032940042,Bushwick South,"(40.691643, -73.92378)",18181,42,2,30,53
STATEN IS,A,PS 19 The Curtis School,S0056,780,,Post Avenue,10310,Staten Island,780 Post Avenue,Accessible Entrance in rear of building,40.631117,-74.127428,1,49,141,5006175,5002270024,West New Brighton-New Brighton-St. George,"(40.631117, -74.127428)",10697,4,1,13,74
QUEENS,A,PS 188-Kingsburry,Q0119,218-12,,Hartland Avenue,11364,Oakland Gardens,218-12 Hartland Avenue,218-12 Hartland Avenue,40.736253,-73.753261,11,23,129104,4164350,4077740165,Oakland Gardens,"(40.736253, -73.753261)",14506,26,3,16,69
BRONX,A,PS 41 Gun Hill Road,X0132,3352,,Olinville Avenue,10467,Bronx,3352 Olinville Avenue,2nd Olinville Ave Entrance; Right of Magenta Ave,40.87432,-73.868077,12,12,374,2056898,2046240015,Williamsbridge-Olinville,"(40.87432, -73.868077)",11605,29,5,2,30
MANHATTAN,A,Church Heavenly Rest,M0100,1085,,Fifth Avenue,10128,New York,1085 5th Ave,1085 5th Ave,40.783999,-73.958499,8,4,15002,1046979,1015010069,Upper East Side-Carnegie Hill,"(40.783999, -73.958499)",10099,23,4,51,11
BROOKLYN,A,Bishop Ford,11452,500,,19th Street,11215,Brooklyn,500 19th Street,500 19th Street,40.65636,-73.982385,7,38,1502,3017307,3008890001,Windsor Terrace,"(40.65636, -73.982385)",17617,9,2,7,45
BRONX,A,Harding Park Community Center,X0064,1820,,Gildersleeve Avenue,10473,Bronx,1820 Gildersleeve Avenue,1820 Gildersleeve Avenue,40.809033,-73.85712,9,18,2,2019980,2034420058,Soundview-Castle Hill-Clason Point-Harding Park,"(40.809033, -73.85712)",11611,58,5,31,26
STATEN IS,A,Stapleton Senior Center,S0020,189,,Gordon Street,10304,Staten Island,189 Gordon Street,189 Gordon Street,40.623175,-74.082746,1,49,29,5108860,5005450100,Stapleton-Rosebank,"(40.623175, -74.082746)",10691,4,1,13,74
BROOKLYN,A,PS 234 IS,B0096,1875,,East 17 Street,11229,Brooklyn,1875 East 17 Street,Enter on left side of main entrance,40.604215,-73.955394,15,48,558,3184057,3068210244,Madison,"(40.604215, -73.955394)",13512,32,2,15,36
BRONX,A,PS 218,11746,1220,,Gerard Avenue,10452,Bronx,1220 Gerard Avenue,1220 Gerard Avenue,,,4,16,197,2097130,2024800008,West Concourse,,,,,,
BRONX,A,PS 132 Garret A. Morgan,X0022,1245,,Washington Avenue,10456,Bronx,1245 Washington Avenue,Down alley Rt of Main Ent via basement to 1st Fl,40.831978,-73.906609,3,16,145,2001619,2023900001,Claremont-Bathgate,"(40.831978, -73.906609)",10934,34,5,42,25
BROOKLYN,A,JHS 51,B0205,350,,5th Avenue,11215,Brooklyn,Enter on 4th Street,Enter on 4th Street,40.672036,-73.984026,6,39,135,3021057,3009810111,Park Slope-Gowanus,"(40.672036, -73.984026)",17617,14,2,27,50
