"download_pdf_report","license_number","industry_sector","base_does_business_as","base_name","serving_areas","year_base_opened","green_taxi_service","on_demand_service","book_ahead_service","phone","website","email","booking_app","_24_hours","_2015_honor_roll_drivers","_2015_honor_roll_base","hosted_vision_zero_training","vehicle_safety_technology_used","base_provides_safety_training","fatal_crashes","fatal_crash_details","injury_crashes_per_vehicle","sector_average_injury_crashes_per_vehicle","vehicle_safety_violations_per_vehicle","sector_average_vehicle_safety_violations_per_vehicle","base_safety_violations_per_vehicle","sector_average_base_safety_violations_per_vehicle","affiliated_vehicles","average_vehicle_age","sector_average_average_vehicle_age","percent_hybrid_alt_fuel_vehicles","percent_wheelchair_accessible_vehicles","top_vehicle_models_1","top_vehicle_models_2","top_vehicle_models_3","top_vehicle_models_4","top_vehicle_models_5","address","latitude","longitude","location","postcode","borough","community_board","council_district","census_tract","bin","bbl","nta"
"http://www.nyc.gov/html/tlc/downloads/pdf/B00975.pdf","B00975","livery","T.J.Q. CAR SERVICE","(QUALITY CAR SERVICE)","Brooklyn","1982","No","Yes","Yes","718-629-2540","http://www.qualitycarsvce.com","TJQCARSERV@AOL.COM",,"Not Reported","1","No","No","No","Yes","0",,"0.2","0.05","0.04","0.1","0","0.03","26","7.1","7.3","8","0","Ford Crown Victoria","Lincoln Town Car","Chevrolet Impala","Ford C-Max ","Ford Fusion SE","4912 AVENUE D  BROOKLYN NY 11203","40.64196","-73.9298","(40.64196, -73.9298)","11203","BROOKLYN ","17","45","840","3106172","3047800006","East Flatbush-Farragut                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00448.pdf","B00448","black car","DIAL CAR ",,"New York City","1999","No","Not Reported","Not Reported","718-743-8383",,"CARLINE@DIALCAR.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.01","0.04","0.05","0.09","0","0.02","238","3.4","3.4","5","0","Toyota Avalon","Lincoln Town Car","Toyota Highlander","Chrysler 300","Honda Accord","2104 AVENUE X  BROOKLYN NY 11235","40.592698","-73.948855","(40.592698, -73.948855)","11235","BROOKLYN ","15","48","59401","3336740","3074220202","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00937.pdf","B00937","livery","RIVERSIDE RADIO DISPATCHER",,"New York City","1997","Yes","Not Reported","Not Reported","212-923-1111",,"RIVERSIDE@RIVERSIDECARLIMO.COM",,"Not Reported","5","No","Yes","No","Not Reported","0",,"0.04","0.05","0.06","0.1","0","0.03","350","5","7.3","23","1","Toyota Camry","Lincoln Town Car","Toyota Highlander","Honda Accord","Toyota Avalon","1642 ST NICHOLAS AVENUE  NEW YORK NY 10040","40.856313","-73.928389","(40.856313, -73.928389)","10040","MANHATTAN","12","10","277","1063868","1021610017","Washington Heights North                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01876.pdf","B01876","luxury limo","QUALITY EXECUTIVE LIMOUSINE ",,"New York City","1999","No","Not Reported","Yes","718-402-6200",,"MERCADO@QEL-LLC.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0","0.06","0","0.01","17","4.9","3.8","0","0","Lincoln Town Car","Ford Transit","Chevrolet Suburban","Chevrolet Tahoe","Ford E350","502 A SOUTHERN BOULEVARD  BRONX NY 10455","40.811237","-73.90542","(40.811237, -73.90542)","10455","BRONX    ","1","8","31","2098675","2026000131","Mott Haven-Port Morris                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01417.pdf","B01417","livery","NESHER EXPRESS CAR SERVICE 2 ",,"New York City","1997","Yes","Not Reported","Not Reported","718-871-6800",,"DENISGFX@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0","0.1","0","0.03","16","9.2","7.3","82","0","Toyota Prius","Chrysler Town and Country","Toyota Sienna",,,"1309   50 STREET  BROOKLYN NY 11219","40.634321","-73.992234","(40.634321, -73.992234)","11219","BROOKLYN ","12","44","236","3137749","3056420001","Borough Park                                                               "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00789.pdf","B00789","black car","VITAL TRANSPORTATION ",,"New York City","1983","No","Not Reported","Not Reported","718-472-2500",,"STEVE@GOVITAL.COM",,"Not Reported","1","No","No","No","Not Reported","0",,"0.01","0.04","0.07","0.09","0","0.02","267","3.6","3.4","10","0","Toyota Avalon","Toyota Highlander","Lincoln Town Car","Ford Taurus","Toyota Camry","41-24   38 STREET  LIC NY 11101","40.746697","-73.926818","(40.746697, -73.926818)","11101","QUEENS   ","2","26","179","4003125","4002160038","Hunters Point-Sunnyside-West Maspeth                                       "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01451.pdf","B01451","livery","LINDENBAUM SUPPLY ","(COURT EXPRESS CAR AND LIMO SERVICE)","New York City","1997","Yes","Not Reported","Not Reported","718-237-8888",,"COURTEXPRESS534@AOL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.05","0.05","0.05","0.1","0","0.03","21","8.3","7.3","34","0","Lincoln Town Car","Ford Escape","Toyota Prius","Ford Crown Victoria","Ford Fusion","534 COURT STREET  BROOKLYN NY 11231","40.675605","-73.99941","(40.675605, -73.99941)","11231","BROOKLYN ","6","39","65","3005679","3003810034","Carroll Gardens-Columbia Street-Red Hook                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00009.pdf","B00009","livery","T-D MAINTENANCE","(FOUR ONES CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-456-1111",,"FOURONESNY@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.03","0.05","0.03","0.1","0","0.03","29","6.6","7.3","0","0","Chevrolet Impala","Ford Fusion","Buick Century","Chevrolet Express","Chrysler Town and Country","69-90   73 PLACE  MIDDLE VILLAGE NY 11379","40.70681","-73.877681","(40.70681, -73.877681)","11379","QUEENS   ","5","30","619","4089229","4036670436","Middle Village                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01514.pdf","B01514","livery","LOS ANDES LIMO ",,"New York City","1997","No","Not Reported","Not Reported","718-777-6565",,"LOSANDESCAR@GMAIL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.07","0.05","0","0.1","0","0.03","15","8","7.3","0","0","Lincoln Town Car","Toyota Sienna","Chevrolet Tahoe","Lincoln Navigator","Nissan Quest","20-11 STEINWAY STREET  ASTORIA NY 11105","40.776102","-73.90208","(40.776102, -73.90208)","11105","QUEENS   ","1","22","12301","4015610","4007990028","Steinway                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01970.pdf","B01970","luxury limo","GRAFE STREET SERVICE ",,"New York City","2002","No","Not Reported","Not Reported","212-343-0300",,"GRAFELIMO@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0.06","0.06","0","0.01","16","3.5","3.8","0","0","Lincoln Town Car","Cadillac Escalade","Cadillac XTS","Chevrolet Tahoe","Chevrolet Suburban","282 AVENUE U  BROOKLYN NY 11223","40.596741","-73.973733","(40.596741, -73.973733)","11223","BROOKLYN ","15","47","398","3192645","3071230009","Gravesend                                                                  "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01311.pdf","B01311","livery","DISCOUNT CAR SERVICE",,"New York City","1997","No","Not Reported","Not Reported","718-740-0101",,"RAGAN.RAMSOONDAR@YAHOO.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0","0.05","0.09","0.1","0","0.03","11","6","7.3","0","0","Lincoln Town Car","Toyota Camry","Honda Accord","Honda CR-V","Honda Pilot","94-44  213 STREET  QUEENS VILLAGE NY 11428","40.71643","-73.74506","(40.71643, -73.74506)","11428","QUEENS   ","13","23","542","4226127","4106020029","Queens Village                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02424.pdf","B02424","luxury limo","FRIENDLY RIDE ",,"New York City","2010","No","Not Reported","Not Reported","718-545-5466",,"INFO@FRIENDLYRIDELIMO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0","0.06","0","0.01","25","2.1","3.8","0","0","Chevrolet Suburban","Cadillac Escalade","Mercedes-Benz Sprinter","BMW 7-Series","Cadillac XTS","167 LAWRENCE AVENUE  INWOOD NY 11096","40.619641","-73.737598","(40.619641, -73.737598)","11096",,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B01714.pdf","B01714","livery","BED STAR DRIVERS ASSOCIATES ",,"New York City","1997","No","Not Reported","Not Reported","718-771-2299",,"BEDSTAR96@YAHOO.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.08","0.05","0.08","0.1","0","0.03","37","8.2","7.3","0","0","Lincoln Town Car","Ford Crown Victoria","Toyota Camry","Toyota Sienna","Chevrolet Tahoe","528 EMPIRE BOULEVARD  BROOKLYN NY 11225","40.663967","-73.944671","(40.663967, -73.944671)","11225","BROOKLYN ","9","40","329","3035165","3013240035","Prospect Lefferts Gardens-Wingate                                          "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02080.pdf","B02080","livery","#1 MEXICALY CAR SERVICES","(4 U LUXURY CAR SERVICE)","New York City","2004","No","Not Reported","Not Reported","718-386-7777",,"PDRABRIL@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.05","0.05","0.16","0.1","0","0.03","19","9.5","7.3","0","0","Lincoln Town Car","Toyota Sienna","Ford Crown Victoria","Ford Explorer","Honda Accord","184 KNICKERBOCKER AVENUE  BROOKLYN NY 11237","40.703715","-73.927365","(40.703715, -73.927365)","11237","BROOKLYN ","4","34","427","3072099","3031650031","Bushwick North                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02470.pdf","B02470","luxury limo","CRI LIMO ",,"New York City","2011","No","Not Reported","Not Reported","201-755-7545",,"LIMOLUX0@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0","0.06","0","0.01","12","2","3.8","0","0","Mercedes-Benz S-Class","Mercedes-Benz S550","Mercedes-Benz Sprinter","BMW 7-Series","Cadillac Escalade","76 SCHRAALENBURG RD  HARRINGTON PARK NJ 07640","40.982526","-73.978549","(40.982526, -73.978549)",,,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B01651.pdf","B01651","livery","U.P.S. RADIO DISPATCH","(WIRELESS CAR SERVICE)","New York City","1996","Yes","Not Reported","Not Reported","718-328-5555",,"UPS.RADIO@VERIZON.NET",,"Not Reported","1","No","No","No","Not Reported","0",,"0.03","0.05","0.04","0.1","0.01","0.03","108","5.5","7.3","6","0","Toyota Camry","Lincoln Town Car","Toyota Highlander","Nissan Altima","Ford Crown Victoria","1303 BRONX RIVER AVENUE  BRONX NY 10472","40.831538","-73.88181","(40.831538, -73.88181)","10472","BRONX    ","9","17","56","2027316","2038610001","West Farms-Bronx River                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02133.pdf","B02133","black car","TWR CAR & LIMO",,"New York City","2005","No","Not Reported","Not Reported","718-643-2200",,"TLC@NYC2WAY.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.04","0.16","0.09","0.02","0.02","43","3.7","3.4","18","0","Toyota Camry","Toyota Highlander","Lincoln Town Car","Toyota Avalon","Lincoln MKS","335 BOND STREET  BROOKLYN NY 11231","40.678782","-73.989979","(40.678782, -73.989979)","11231","BROOKLYN ","6","39","75","3007478","3004450001","Carroll Gardens-Columbia Street-Red Hook                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02163.pdf","B02163","livery","JUNIORS EXPRESS CAR SERVICE ",,"New York City","2006","No","Not Reported","Not Reported","718-859-1155",,"JUNIORSEXPRESS1509@GMAIL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.1","0.05","0.14","0.1","0.05","0.03","21","7.9","7.3","5","0","Toyota Camry","Dodge Caravan","Ford Crown Victoria","Lincoln Town Car","Toyota Sienna","1509 CORTELYOU ROAD  BROOKLYN NY 11226","40.641619","-73.96416","(40.641619, -73.96416)","11226","BROOKLYN ","14","40","1522","3118441","3051460074","Flatbush                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02435.pdf","B02435","luxury limo","TEINETCO",,"New York City","2010","No","Not Reported","Not Reported","631-243-3800",,"JAFAUCI@TRANEXEC.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.04","0.01","0.07","0.06","0","0.01","27","2.8","3.8","0","0","Lincoln MKT","Lincoln Navigator","Lincoln Town Car","Chevrolet Tahoe","Hyundai Equus","321 BAY SHORE ROAD  DEER PARK NY 11729","40.743687","-73.310293","(40.743687, -73.310293)","11729",,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B02183.pdf","B02183","livery","BANGLA CAR & LIMO SERVICE ",,"New York City","2007","Yes","Not Reported","Not Reported","718-207-8085",,"BANGLACAR34@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.05","0.05","0.05","0.1","0.01","0.03","328","6.6","7.3","16","6","Lincoln Town Car","Toyota Camry","Ford Escape","Toyota Sienna","Dodge Caravan","10-02   38 AVENUE  LIC NY 11101","40.75839","-73.942365","(40.75839, -73.942365)","11101","QUEENS   ","1","26","85","4005375","4004740029","Queensbridge-Ravenswood-Long Island City                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01124.pdf","B01124","livery","COOPERATIVA CLBNA DE CON ",,"New York City","1996","Yes","Not Reported","Not Reported","718-699-0960",,"COOPERATIVACS@HOTMAIL.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.06","0.05","0.13","0.1","0","0.03","69","8.1","7.3","3","0","Lincoln Town Car","Toyota Camry","Ford Crown Victoria","Honda Odyssey","Mercury Grand Marquis","109-20 CORONA AVENUE  CORONA NY 11368","40.741837","-73.85361","(40.741837, -73.85361)","11368","QUEENS   ","4","21","439","4048135","4019550015","Corona                                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00220.pdf","B00220","livery","BIG EAST MULTI GROUP","(PREMIER CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-629-1038",,"PREMIERCARSERVICE@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.09","0.05","0.09","0.1","0.05","0.03","42","6.1","7.3","0","0","Toyota Sienna","Ford Crown Victoria","Lincoln Town Car","Toyota Camry","Honda Odyssey","4916 FOSTER AVENUE  BROOKLYN NY 11203","40.639594","-73.9295","(40.639594, -73.9295)","11203","BROOKLYN ","17","45","932","3106417","3047840006","East Flatbush-Farragut                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00222.pdf","B00222","livery","REYNO CAR SERVICE",,"New York City","1987","Yes","Yes","Yes","212-923-6800","http://www.reynocarservice.com","FENIX@REYNOCARSERVICE.COM",,"Not Reported","0","No","No","No","Yes","0",,"0.11","0.05","0.07","0.1","0.02","0.03","45","7.6","7.3","14","0","Toyota Camry","Lincoln Town Car","Ford Crown Victoria","Mercury Grand Marquis","Toyota Venza","199 AUDUBON AVENUE  NEW YORK NY 10033","40.844996","-73.9348","(40.844996, -73.9348)","10033","MANHATTAN","12","10","261","1063179","1021320001","Washington Heights South                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01045.pdf","B01045","livery","CAPRICE CAR SERVICE NO.2 ",,"New York City","1997","No","Not Reported","Not Reported","718-460-3434",,"CAPRICECARSERVICE3@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.05","0.05","0.07","0.1","0","0.03","57","5.7","7.3","15","0","Lincoln Town Car","Toyota Camry","Toyota Prius","Toyota Sienna","Toyota Prius V","147-15   45 AVENUE  FLUSHING NY 11355","40.755545","-73.814929","(40.755545, -73.814929)","11355","QUEENS   ","7","20","1189","4121969","4054060047","East Flushing                                                              "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01509.pdf","B01509","livery","BRUNWISH ENTERPRISES","(EASTLAND CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-382-6868",,"EASTLANDCS@VERIZON.NET",,"Not Reported","0","No","No","No","Not Reported","0",,"0.06","0.05","0.07","0.1","0.03","0.03","118","7.3","7.3","7","0","Lincoln Town Car","Toyota Camry","Toyota Sienna","Chevrolet Impala","Chevrolet Malibu","2982 NOSTRAND AVENUE  BROOKLYN NY 11229","40.611528","-73.944318","(40.611528, -73.944318)","11229","BROOKLYN ","15","48","642","3182780","3067920011","Madison                                                                    "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00277.pdf","B00277","black car","ALL CITY CORPORATE TRANSPORTATION",,"New York City","1999","No","Not Reported","Not Reported","718-402-0195",,"ALLCITYCAR@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.01","0.04","0.06","0.09","0","0.02","71","3.8","3.4","2","0","Toyota Highlander","Lincoln Town Car","Chrysler 300","Lincoln MKS","Lincoln MKT","1440   39 STREET  BROOKLYN NY 11218","40.638477","-73.983333","(40.638477, -73.983333)","11218","BROOKLYN ","12","39","228","3124940","3053460017","Borough Park                                                               "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01087.pdf","B01087","black car","ELITE LIMO PLUS ",,"New York City","1985","No","Yes","Yes","718-472-2400","http://WWW.ELITENY.COM","DRIVERRELATIONS@ELITENY.COM","SMARTAB","Not Reported","0","No","Yes","Yes","Yes","0",,"0.02","0.04","0.06","0.09","0","0.02","341","4","3.4","2","0","Lincoln Town Car","Lincoln MKT","Chevrolet Tahoe","Chevrolet Suburban","Lincoln Navigator","32-72 GALE AVENUE  LIC NY 11101","40.737893","-73.933857","(40.737893, -73.933857)","11101","QUEENS   ","2","26","199","4430174","4002610046","Hunters Point-Sunnyside-West Maspeth                                       "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01568.pdf","B01568","livery","N.Y. MEXICANA CAR & LIMO SERVICE","(N.Y. MEXICANA CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-592-1300",,"NYMEXICANA1@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.25","0.1","0.04","0.03","48","6.9","7.3","4","0","Lincoln Town Car","Toyota Camry","Toyota Corolla","Toyota Highlander","Toyota Sienna","49-06 JUNCTION BOULEVARD  ELMHURST NY 11373","40.741807","-73.86755","(40.741807, -73.86755)","11373","QUEENS   ","4","25","461","4437285","4018770029","Elmhurst                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00597.pdf","B00597","livery","WAKEFIELD LSG MAINT ",,"New York City","1997","No","Not Reported","Not Reported","718-325-8663",,"PWATJL@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0","0.1","0","0.03","12","8.3","7.3","0","0","Ford Crown Victoria",,,,,"711 EAST  241 STREET  BRONX NY 10470","40.903259","-73.849586","(40.903259, -73.849586)","10470","BRONX    ","12","11","442","2071828","2051110024","Woodlawn-Wakefield                                                         "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01200.pdf","B01200","livery","NEW YORK APPLE CAR SERVICE ","(N Y LIMO & CAR SERVICE)","New York City","1997","Yes","Not Reported","Not Reported","718-455-2121",,"NYLIMOCARSERVICE@AOL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.03","0.05","0.03","0.1","0","0.03","39","7.5","7.3","3","8","Lincoln Town Car","Toyota Camry","Toyota Sienna","Ford Crown Victoria","Ford Explorer","1126 BUSHWICK AVENUE  BROOKLYN NY 11221","40.689376","-73.91839","(40.689376, -73.91839)","11221","BROOKLYN ","4","34","397","3076936","3033660035","Bushwick South                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01642.pdf","B01642","livery","VICTORY CAR & LIMO SERVICE ",,"New York City","1997","No","Not Reported","Not Reported","718-836-6666",,"VICTORY8366666@YAHOO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.29","0.1","0","0.03","10","9.3","7.3","0","0","Lincoln Town Car","Ford Crown Victoria","Ford Expedition","Hyundai Sonata",,"8807    3 AVENUE  BROOKLYN NY 11209","40.621806","-74.031574","(40.621806, -74.031574)","11209","BROOKLYN ","10","43","60","3154053","3060620005","Bay Ridge                                                                  "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00095.pdf","B00095","livery","LIBERTY CAR SERVICE ",,"New York City","1997","No","Not Reported","Not Reported","718-366-6666",,"LIBERTYLIMONYC@MSN.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.03","0.05","0.06","0.1","0","0.03","99","6.8","7.3","5","0","Lincoln Town Car","Toyota Camry","Toyota Sienna","Dodge Caravan","Honda Odyssey","689 SENECA AVENUE  RIDGEWOOD NY 11385","40.70305","-73.907668","(40.70305, -73.907668)","11385","QUEENS   ","5","34","549","4082536","4034550001","Ridgewood                                                                  "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02243.pdf","B02243","black car","BARONAS LUXURY ",,"New York City","2008","No","Not Reported","Not Reported","718-424-4141",,"CEO@BARONASCARLIMO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.08","0.04","0.04","0.09","0.04","0.02","26","3.1","3.4","0","0","Honda Accord","Toyota Camry","Honda CR-V","Lincoln MKS","Nissan Altima","1804 RANDALL AVENUE  BRONX NY 10473","40.816803","-73.862557","(40.816803, -73.862557)","10473","BRONX    ","9","18","20","2021426","2035220038","Soundview-Castle Hill-Clason Point-Harding Park                            "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01048.pdf","B01048","livery","HILLSIDE 24 HOURS RADIO DISPATCH ",,"New York City","1999","No","Not Reported","Not Reported","718-739-2222",,"HILLSIDE24HOURS8752@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0","0.05","0.1","0.1","0","0.03","10","6.7","7.3","23","0","Lincoln Town Car","Toyota Sienna","Ford Crown Victoria","Honda Pilot","Nissan Altima","87-52  169 STREET  JAMAICA NY 11432","40.710957","-73.793225","(40.710957, -73.793225)","11432","QUEENS   ","8","24","454","4210146","4098230006","Briarwood-Jamaica Hills                                                    "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02005.pdf","B02005","black car","CAR LINE TRANSPORTATION","(CAR LINE TRANSPORTATION)","New York City","2003","No","Yes","Yes","718-729-2222","http://www.carlinelimo.com","GABE@CARLINELIMO.COM","Car Line","Not Reported","0","No","Yes","No","Yes","0",,"0","0.04","0.11","0.09","0","0.02","18","3.3","3.4","0","0","Chevrolet Suburban","Chrysler 300","Hyundai Sonata","Toyota Avalon","Chevrolet Tahoe","43-39 21 STREET 2 FLOOR LIC NY 11101","40.749703","-73.945981","(40.749703, -73.945981)","11101",,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B01194.pdf","B01194","livery","440 CAR SERVICE ",,"Brooklyn","1998","No","Yes","Yes","718-919-4040",,"440CARSERVICE@GMAIL.COM",,"Not Reported","0","No","No","No","Yes","0",,"0.07","0.05","0.16","0.1","0.03","0.03","70","7","7.3","9","0","Lincoln Town Car","Toyota Camry","Toyota Sienna","Ford Crown Victoria","Ford Explorer","1266 MYRTLE AVENUE  BROOKLYN NY 11221","40.697777","-73.926688","(40.697777, -73.926688)","11221","BROOKLYN ","4","34","423","3073401","3032270034","Bushwick South                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02160.pdf","B02160","black car","12TH STREET LUXURY CARS",,"New York City","2006","No","Not Reported","Not Reported","718-947-2500",,"BLACKYELLOW57@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.08","0.04","0.08","0.09","0.04","0.02","24","4.5","3.4","0","0","Lincoln Town Car","Toyota Camry","Cadillac Escalade","Toyota Sienna","Lincoln MKT","35-58   12 STREET  LIC NY 11106","40.761054","-73.93929","(40.761054, -73.93929)","11106","QUEENS   ","1","26","85","4003974","4003310050","Queensbridge-Ravenswood-Long Island City                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01264.pdf","B01264","livery","MEXICANA HIGH CLASS #2 ",,"New York City","1997","No","Not Reported","Not Reported","718-956-4474",,"LASIAVICHAY@GMAIL.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0","0.05","0.05","0.1","0","0.03","19","7.4","7.3","5","0","Lincoln Town Car","Toyota Camry","Chevrolet Tahoe","Chrysler 300","GMC Denali","31-08   21 STREET  ASTORIA NY 11106","40.767126","-73.930037","(40.767126, -73.930037)","11106","QUEENS   ","1","22","77","4005905","4005330047","Astoria                                                                    "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02099.pdf","B02099","luxury limo","SUNNY'S LIMOUSINE SERVICE","(SSS LIMO SERVICE)","New York City","2004","No","Not Reported","Not Reported","800-949-0949",,"MOE@SUNNYLIMO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0.31","0.06","0.06","0.01","36","3.4","3.8","3","0","Lincoln MKT","Cadillac Escalade",,,,"88-43   76 AVENUE  GLENDALE NY 11385","40.708035","-73.8608","(40.708035, -73.8608)","11385","QUEENS   ","5","30","637","4094430","4038560223","Glendale                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00149.pdf","B00149","livery","RAINBOW RADIO DISPATCH",,"New York City","1999","No","Not Reported","Not Reported","718-498-4444",,"RAINBOWCARSERVICE@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.07","0.05","0.17","0.1","0.12","0.03","42","8.2","7.3","0","0","Lincoln Town Car","Ford Crown Victoria","Toyota Camry","Ford Fusion","Dodge Caravan","1304 UTICA AVENUE  BROOKLYN NY 11203","40.640752","-73.929535","(40.640752, -73.929535)","11203","BROOKLYN ","17","45","840","3106182","3047800028","East Flatbush-Farragut                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00272.pdf","B00272","black car","BIG APPLE CAR ",,"New York City","1989","No","Yes","Yes","718-331-9500","http://www.bigapplecar.com","JACKIE@BIGAPPLECAR.COM",,"Not Reported","0","No","No","No","Yes","0",,"0.01","0.04","0.05","0.09","0","0.02","210","3.5","3.4","3","0","Toyota Highlander","Lincoln Town Car","Chrysler 300","Chevrolet Tahoe","Toyota Camry","169 BAY   17 STREET  BROOKLYN NY 11214","40.604428","-74.006622","(40.604428, -74.006622)","11214","BROOKLYN ","11","43","178","3167716","3064020009","Bath Beach                                                                 "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01606.pdf","B01606","livery","LA MEXICANA EXPRESS ",,"New York City","1996","No","Not Reported","Not Reported","718-437-5555",,"LAMEXICANAEXPRESS1997@GMAIL.COM",,"Not Reported","1","No","No","No","Not Reported","0",,"0.03","0.05","0.12","0.1","0.01","0.03","144","5.7","7.3","5","0","Toyota Sienna","Toyota Camry","Lincoln Town Car","Dodge Caravan","Toyota RAV4","4604    7 AVENUE  BROOKLYN NY 11220","40.644713","-74.00387","(40.644713, -74.00387)","11220","BROOKLYN ","7","38","96","3011990","3007580039","Sunset Park East                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01626.pdf","B01626","livery","LA NUEVA QUISQUEYA CAR SERVICE",,"New York City","1996","No","Not Reported","Not Reported","718-206-1616",,"FELIBERTOADRIAN@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.05","0.05","0.07","0.1","0.01","0.03","145","5.4","7.3","4","0","Toyota Camry","Toyota Sienna","Lincoln Town Car","Toyota Highlander","Honda Accord","87-38  148 STREET  JAMAICA NY 11435","40.706245","-73.80929","(40.706245, -73.80929)","11435","QUEENS   ","8","24","238","4438670","4097020055","Jamaica                                                                    "
