"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2021-05-01T15:20:00.000","2021-05-01T15:26:00.000","Bronx","Van Cortlandt Park","In front of the Nature Center","Domestic Duck","Public","Domestic","Healthy","1","Infant","Domestic;#Birds","311-06130357","Rehabilitator","1","false","false",,,"false","false",
"2021-04-30T16:00:00.000","2021-04-30T16:08:00.000","Bronx","Van Cortlandt Park","In front of the Nature Center","Domestic Rabbit","Public","Domestic","Healthy","1.5","Juvenile","Domestic;#Small Mammals-non RVS","311-061-211-52","ACC","1","false","false",,,"false","false","158125"
"2021-04-30T12:12:00.000","2021-04-30T12:15:00.000","Manhattan","Central Park","Mounted Command","Raccoon","Employee","Native","Healthy","2.25","Infant","Small Mammals-RVS",,"Relocated/Condition Corrected","1","true","true",,"0.5","false","false",
"2021-04-30T12:00:00.000","2021-04-30T12:00:00.000","Queens","Rockaway Beach and Boardwalk","Shoreline and Beach 56th Place","Great Black-backed Gull","Employee","Native","Injured","2.5","Adult","Birds","311-06119641","ACC","1","false","false",,,"false","false","115933"
"2021-04-29T10:30:00.000","2021-04-29T11:00:00.000","Manhattan","Central Park","Ball Field 5 behind North Meadow","Red-tailed Hawk","Conservancies/""Friends of"" Groups","Native","Injured","2","Juvenile","Raptors","311-06109119","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-04-29T09:20:00.000","2021-04-29T09:35:00.000","Bronx","Ewen Park","3060 Johnson Avenue","Raccoon","Central","Native","Injured","1","Juvenile","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-28T13:30:00.000","2021-04-28T13:45:00.000","Staten Island","Westerleigh Park","Under a tree by the gazebo","Eastern Gray Squirrel","Employee","Native","Injured","2","Juvenile","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","true",,"0.25","false","false",
"2021-04-28T11:00:00.000","2021-04-28T11:30:00.000","Manhattan","Central Park","South East of Lasker Rink","Red-tailed Hawk","Conservancies/""Friends of"" Groups","Native","Injured","0.5","Juvenile","Raptors",,"Monitored Animal","1","true","false",,,"false","false",
"2021-04-27T14:00:00.000","2021-04-27T16:00:00.000","Manhattan","Central Park","Central Park Pond South East of Gapstow Bridge","Canada Goose","Conservancies/""Friends of"" Groups","Native","Healthy","0.25","Adult","Birds",,"Monitored Animal","2","false","true",,"0.25","false","false",
"2021-04-28T10:30:00.000","2021-04-28T10:45:00.000","Bronx","Williamsbridge Oval","Tennis Courts","Raccoon","Employee","Native","Unhealthy","1.75","Adult","Small Mammals-RVS","311-06099144","ACC","1","false","false",,,"false","false","115756"
"2021-04-28T11:35:00.000","2021-04-28T11:35:00.000","Queens","Forest Park","Behind Forest Park Visitor Center","American Robin","Observed by Ranger","Native","DOA","0.15","Infant","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-26T15:25:00.000","2021-04-26T15:30:00.000","Queens","Forest Park","40.699907, -73.854678","Raccoon","Public","Native","DOA","0.25","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-26T16:00:00.000","2021-04-28T18:30:00.000","Staten Island","Willowbrook Park","Maintenance Office","Yellow-bellied Slider","Employee","Exotic","Injured","3.75","Adult","Terrestrial Reptile or Amphibian",,"ACC","1","false","false",,,"false","false","115669"
"2021-04-27T16:30:00.000","2021-04-28T09:00:00.000","Queens","Bayswater Park","Bay 32nd St and Beach Channel Dr","Cat","Central","Domestic","Unhealthy","1","Adult","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2021-04-27T18:00:00.000","2021-04-28T08:30:00.000","Queens","Forest Park","Golf course parking lot","Raccoon","Public","Native","DOA","0.5","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-27T17:00:00.000","2021-04-27T17:00:00.000","Queens","Forest Park","40.700348, -73.859968","Raccoon","Employee","Native","Injured","1.25","Juvenile","Small Mammals-RVS","311-06091747","ACC","1","false","false",,,"false","false","115735"
"2021-04-27T14:00:00.000","2021-04-27T14:10:00.000","Bronx","Williamsbridge Oval","Staircase by Tennis Courts","Raccoon","Central","Native","Unhealthy","0.5","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-27T10:00:00.000","2021-04-27T10:00:00.000","Manhattan","Carl Schurz Park","Gracie Mansion Back Yard","Eastern Cottontail Rabbit","Employee","Native","Healthy","0.5","Adult","Small Mammals-non RVS",,"Advised/Educated others","3","false","false",,,"false","false",
"2021-04-26T20:00:00.000","2021-04-27T10:00:00.000","Manhattan","Carl Schurz Park","Gracie Mansion Back Yard","Red-tailed Hawk","Public","Native","Injured","1.5","Juvenile","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2021-04-27T08:54:00.000","2021-04-27T09:15:00.000","Queens","Highland Park","Near the tennis courts, Jamaica Ave & Warwick St.","Virginia Opossum","Employee","Native","Unhealthy","1.25","Adult","Small Mammals-non RVS","311-06087023","ACC","1","false","false",,,"false","false","115680"
"2021-04-26T15:15:00.000","2021-04-26T15:20:00.000","Queens","Forest Park","Mary Whalen Playground","Raccoon","Employee","Native","Unhealthy","0.5","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-26T08:45:00.000","2021-04-26T08:50:00.000","Manhattan","Central Park","63rd St & Central Park West","Red-tailed Hawk","Central","Native","Injured","0.75","Adult","Raptors",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-04-25T14:40:00.000","2021-04-25T14:40:00.000","Queens","Baisley Pond Park","155th St and 121st Ave, near Mother Carter Garden","Dog","Observed by Ranger","Domestic","Healthy","2","Adult","Domestic","311-06071632","ACC","1","false","true",,"0.5","false","false","115612"
"2021-04-24T12:26:00.000","2021-04-24T12:30:00.000","Queens","Fort Totten Park","Building 134","Eastern Gray Squirrel","Public","Native","Healthy","3","Juvenile","Small Mammals-non RVS","311-06061449","Rehabilitator","3","false","false","Wild Bird Fund",,"false","false",
"2021-04-24T16:00:00.000","2021-04-24T16:00:00.000","Manhattan","Central Park","Jacqueline Kennedy Onassis Reservoir","Canada Goose","Public","Native","Healthy","0.25","Adult","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-04-23T14:45:00.000","2021-04-23T15:45:00.000","Manhattan","Morningside Park","120th St and Morningside Dr","Raccoon","Employee","Native","Healthy","1","Infant","Small Mammals-RVS",,"Relocated/Condition Corrected","1","true","false",,,"false","false",
"2021-04-23T14:00:00.000","2021-04-23T14:30:00.000","Manhattan","Central Park","Ramble","Eastern Coyote","Conservancies/""Friends of"" Groups","Native","Healthy","1","Adult","Coyotes",,"Unfounded","0","false","false",,,"false","false",
"2021-04-22T10:00:00.000","2021-04-22T10:05:00.000","Bronx","Williamsbridge Oval","Maintenance & Operations office","Red-tailed Hawk","Central","Native","Injured","2","Adult","Raptors","311-06040960","Rehabilitator","1","false","false","Bobby Horvath",,"false","false",
"2021-04-23T14:30:00.000","2021-04-23T14:30:00.000","Manhattan","Fort Tryon Park","196th and Broadway Dongan Field","Raccoon","Employee","Native","Healthy","0.5","Adult","Small Mammals-RVS",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-04-22T17:00:00.000","2021-04-22T18:00:00.000","Manhattan","High Line Park","Washington St and Gansevoort St","Red-Bellied Woodpecker","Employee","Native","Injured","2","Adult","Birds","311-06044060","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-04-23T08:09:00.000","2021-04-23T08:24:00.000","Queens","Baisley Pond Park","Lakeview Blvd E, between 118 Ave and 119 Ave","Raccoon","Employee","Native","Healthy","3","Infant","Small Mammals-RVS","311-06047542","Rehabilitator","5","false","false","Leslie Hyder",,"false","false",
"2021-04-22T17:00:00.000","2021-04-22T05:03:00.000","Queens","Flushing Meadows Corona Park","Tide Gate Bridge","Double-crested Cormorant","Public","Native","Injured","2","Adult","Birds","311-06043918","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-04-22T12:00:00.000","2021-04-22T12:00:00.000","Queens","Bayswater Park","40.59793021807102, -73.76807871895754","Atlantic Menhaden","Observed by Ranger","Native","DOA","0.5","Adult","Fish-numerous quantity",,"Advised/Educated others","75","false","false",,,"false","false",
"2021-04-22T07:30:00.000","2021-04-22T08:30:00.000","Manhattan","Central Park","West Drive Between West 59th and West 63rd","Raccoon","Central","Native","DOA","1.5","Adult","Small Mammals-RVS","311-06038237","ACC","1","false","false",,,"false","false","115408"
"2021-04-21T17:30:00.000","2021-04-21T17:40:00.000","Queens","Cunningham Park","210th St and 68th Ave","Eastern Gray Squirrel","Public","Native","DOA","1","Adult","Small Mammals-non RVS",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-04-21T14:45:00.000","2021-04-21T15:00:00.000","Manhattan","Sherman Creek","Swindlers Cove","Canada Goose","Conservancies/""Friends of"" Groups","Native","Injured","0.75","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2021-04-21T10:00:00.000","2021-04-21T11:00:00.000","Manhattan","Central Park","77 St and Central Park West","Raccoon","Conservancies/""Friends of"" Groups","Native","Healthy","2","Infant","Small Mammals-RVS","311-06031268","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-20T08:00:00.000","2021-04-20T08:00:00.000","Brooklyn","Owl's Head Park","Colonial Rd and 67th St","Chicken","Public","Domestic","Healthy","0.5","Adult","Domestic;#Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-19T17:00:00.000","2021-04-19T17:05:00.000","Queens","Alley Pond Park","Oakland Lake","Domestic Duck","Public","Domestic","Healthy","2.5","Adult","Birds;#Domestic","311-06014520","ACC","3","false","false",,,"false","false","115294, 115295, 115296"
"2021-04-19T17:45:00.000","2021-04-19T17:45:00.000","Brooklyn","Parade Ground","Bowling Green Cottage Field","Chicken","Observed by Ranger","Domestic","DOA","0.25","Adult","Domestic;#Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-19T11:00:00.000","2021-04-19T11:30:00.000","Manhattan","Central Park","The Mall","Red-tailed Hawk","Central","Native","Injured","1","Juvenile","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2021-04-19T15:15:00.000","2021-04-19T15:30:00.000","Brooklyn","Marine Park","Burnett St and Avenue U","Virginia Opossum","Public","Native","Unhealthy","0.25","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-19T12:25:00.000","2021-04-19T12:48:00.000","Staten Island","Cedar Grove Park","Cedar Grove field on Cedar Grove Rd","Brant Goose","Employee","Native","Injured","2","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2021-04-19T09:30:00.000","2021-04-19T09:45:00.000","Bronx","Macombs Dam Park","Upper level track area","Virginia Opossum","Central","Native","Healthy","1","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-18T15:50:00.000","2021-04-18T15:50:00.000","Queens","Forest Park","Golf Course","Striped Skunk","Central","Native","Injured","0.75","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-18T10:15:00.000","2021-04-18T10:45:00.000","Queens","Mafera Park","65th Pl and 68th Ave","Eastern Gray Squirrel","Central","Native","DOA","0.5","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-17T19:00:00.000","2021-04-18T09:30:00.000","Brooklyn","Brooklyn Bridge Park","Between Pier 3 and Pier 4","Red-throated Loon","Other","Native","Unhealthy","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-17T14:30:00.000","2021-04-17T15:30:00.000","Manhattan","Central Park","Wild West Playground","Raccoon","Central","Native","Injured","0.5","Adult","Small Mammals-RVS","311-05992835","Unfounded","0","false","false",,,"false","false",
"2021-04-16T10:25:00.000","2021-04-16T10:28:00.000","Manhattan","Carl Schurz Park","The gardens at Gracie Mansion","Domestic Rabbit","Employee","Domestic","Healthy","2","Adult","Domestic;#Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-16T08:30:00.000","2021-04-16T08:40:00.000","Manhattan","Central Park","Within the 79th Street Yards facilities","Dog","Conservancies/""Friends of"" Groups","Domestic","Injured","1.5","Adult","Domestic",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-15T09:30:00.000","2021-04-15T11:00:00.000","Brooklyn","Dyker Beach Park","Bay 8 Playground","Domestic Rabbit","Central","Domestic","Injured","1.5","Adult","Domestic;#Small Mammals-non RVS","311-05973365","ACC","1","false","false",,,"false","false","115004"
"2021-04-15T09:30:00.000","2021-04-15T09:30:00.000","Manhattan","Fort Tryon Park","Dongan Lawn","American Robin","Employee","Native","DOA","1","Adult","Birds",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2021-04-15T08:15:00.000","2021-04-15T08:30:00.000","Queens","Harvey Park","144th St and 20th Ave","European Starling","Public","Native","Healthy","0.5","Adult","Birds","311-05373062","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-14T16:00:00.000","2021-04-14T16:30:00.000","Brooklyn","Prospect Park","40.658018,-73.967023","Raccoon","Public","Native","Unhealthy","4","Adult","Small Mammals-RVS","311-05966602","ACC","1","false","false",,,"false","false","114976"
"2021-04-14T10:30:00.000","2021-04-14T10:40:00.000","Manhattan","Central Park","Inside Wollman Rink facilities","Cat","Central","Domestic","Unhealthy","1.5","Adult","Domestic",,"ACC","1","false","false",,,"false","false","114919"
"2021-04-14T11:30:00.000","2021-04-14T11:45:00.000","Staten Island","Wolfe's Pond Park","On beach at end of Holten Ave","Bottlenose Dolphin","Employee","Native","DOA","1","Adult","Marine Mammals-whales, Dolphin","311-05965439","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-14T09:00:00.000","2021-04-14T10:00:00.000","Manhattan","Central Park","86th Street Shops and Pinetum","Virginia Opossum","Employee","Native","Healthy","0.5","Juvenile","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-14T15:30:00.000","2021-04-13T16:30:00.000","Manhattan","Morningside Park","Cathedral of St. John the Divine, across Morningside Dr at 111th St","Red-tailed Hawk","Public","Native","DOA","0.5","Adult","Raptors",,"Submitted for DEC Testing","1","false","false",,,"false","false",
"2021-04-13T09:30:00.000","2021-04-13T09:45:00.000","Manhattan","Central Park","North Pump House Central Park Reservoir","Double-crested Cormorant","Public","Native","Injured","1","Adult","Birds",,"Monitored Animal","1","false","true",,"2","false","false",
"2021-04-13T10:23:00.000","2021-04-13T10:23:00.000","Queens","Forest Park","Picnic area by bandshell","Raccoon","Employee","Native","Injured","2","Adult","Small Mammals-RVS","311-05954633","ACC","1","false","false",,,"false","false","114863"
"2021-04-13T09:15:00.000","2021-04-13T11:00:00.000","Staten Island","Great Kills Park","Cedar Grove Beach","Duck (Unknown)","Employee","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-12T15:00:00.000","2021-04-12T15:00:00.000","Brooklyn","Belt Parkway/Shore Parkway","Ballfields across Belt Pkwy from Bensonhurst Park","Brant Goose","Public","Native","Injured","2","Adult","Birds",,"ACC","1","false","false",,,"false","false","114828"
"2021-04-12T12:00:00.000","2021-04-12T13:00:00.000","Manhattan","Jackie Robinson Recreation Center","Bradhurst Ave and 148th","Chicken","Central","Domestic","Healthy","2","Juvenile","Domestic;#Birds","311-05947241","ACC","1","false","false",,,"false","false","104354"
"2021-04-12T15:00:00.000","2021-04-12T15:15:00.000","Queens","Kissena Park","West side of Kissena Lake","Mute Swan","Public","Invasive","Healthy","0.75","Adult","Birds",,"Advised/Educated others","0","false","false",,,"false","false",
"2021-04-12T14:35:00.000","2021-04-12T02:51:00.000","Queens","Little Bay Park","Comfort Station","Cat","Central","Domestic","Healthy","0.25","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-12T11:44:00.000","2021-04-12T11:54:00.000","Queens","Flushing Meadows Corona Park","Olmstead Center behind the trailers","Cat","Employee","Domestic","Unhealthy","2","Adult","Small Mammals-non RVS","311-05946337","ACC","1","false","false",,,"false","false","114808"
"2021-04-12T09:00:00.000","2021-04-12T11:00:00.000","Staten Island","Seguine Mansion- Historical Building","Mansion House","Bird (Unknown)","Employee","Native","Healthy","3","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-11T14:45:00.000","2021-04-11T15:00:00.000","Manhattan","West Harlem Piers","132 St and Marginal St, sidewalk next to the water","Canada Goose","Employee","Native","Healthy","1","Adult","Birds","311-05939445","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-10T16:37:00.000","2021-04-11T12:45:00.000","Staten Island","LaTourette Park & Golf Course","Multi-purpose trail off Old Mill Rd","Little Brown Bat","Employee","Native","DOA","1","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-11T11:00:00.000","2021-04-11T11:28:00.000","Queens","Forest Park","Bandshell area","Raccoon","Central","Native","Injured","0.75","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-10T13:55:00.000","2021-04-10T14:00:00.000","Queens","Alley Pond Park","Alley Pond Environmental Center","Eastern Cottontail Rabbit","Central","Native","Healthy","1","Juvenile","Small Mammals-non RVS","311-05928593","Advised/Educated others","1","false","false",,,"false","false",
"2021-04-09T10:45:00.000","2021-04-09T11:00:00.000","Manhattan","Central Park","Reservior West of the North Pump House 40.788263, -73.963461","Canada Goose","Public","Native","DOA","1","Adult","Birds","311-05917541","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-09T09:30:00.000","2021-04-09T09:40:00.000","Bronx","Crotona Park","Chained to ballfield fence at Claremont Pkwy and Fulton Ave","Dog","Central","Domestic","Unhealthy","5.5","Adult","Domestic","311-05916971","ACC","1","true","true",,"4.75","true","true","114674"
"2021-04-09T14:50:00.000","2021-04-09T14:50:00.000","Staten Island","Willowbrook Park","Near park entrance","American Robin","Public","Native","Injured","0.5","Adult","Birds",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2021-04-09T09:35:00.000","2021-04-09T09:45:00.000","Queens","Forest Park","Forest Park Dr W, near where bandshell meets golf course","Raccoon","Employee","Native","Injured","0.75","Adult","Small Mammals-RVS",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2021-04-09T10:00:00.000","2021-04-09T10:45:00.000","Queens","MacDonald Park","Service road between 70 Ave and 70 Rd by Queens Blvd","Bird (Unknown)","Central","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-08T15:30:00.000","2021-04-08T15:20:00.000","Staten Island","Clove Lakes Park","Bard Ave and Clove Rd","Common Snapping Turtle","Public","Native","Healthy","1","Adult","Terrestrial Reptile or Amphibian",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2021-04-08T16:30:00.000","2021-04-08T17:30:00.000","Bronx","Pelham Bay Park","Overpass to Pelham Bay Park on Middletown Road","Virginia Opossum","Employee","Native","Healthy","1","Adult","Small Mammals-non RVS","311-05907333","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-08T12:00:00.000","2021-04-08T13:30:00.000","Bronx","Pelham Bay Park","Highway Fence next to Ballfields (Pelham Bay South)","Virginia Opossum","Central","Native","Healthy","1","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-08T14:00:00.000","2021-04-08T14:00:00.000","Staten Island","Brookfield Park","East mound","Garter Snake","Observed by Ranger","Native","Healthy","0.25","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","true",,"0.15","false","false",
"2021-04-07T15:30:00.000","2021-04-07T15:40:00.000","Bronx","Van Cortlandt Park","Barbecue area south of Van Cortlandt Nature Center","Raccoon","Central","Native","Healthy","0.25","Infant","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-07T09:30:00.000","2021-04-07T09:40:00.000","Queens","Forest Park","40.695629, -73.863802","Raccoon","Employee","Native","Unhealthy","1.25","Adult","Small Mammals-RVS","311-05896343","ACC","1","false","false",,,"false","false","114486"
"2021-04-06T13:00:00.000","2021-04-06T13:00:00.000","Queens","Forest Park","40.701434, -73.841249","Raccoon","Employee","Native","Unhealthy","1.25","Adult","Small Mammals-RVS","311-05889098","ACC","1","false","false",,,"false","false","114436"
"2021-04-07T09:15:00.000","2021-04-07T09:30:00.000","Manhattan","Central Park","East 107th St and 5th Ave","Northern Flicker","Conservancies/""Friends of"" Groups","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-06T14:00:00.000","2021-04-06T14:00:00.000","Bronx","Joseph Rodman Drake Park","Oak Point Ave and Hunts Point Ave","Rock Dove","Central","Native","Injured","1","Adult","Birds","311-05888733","ACC","3","false","false",,,"false","false","156037"
"2021-04-06T15:00:00.000","2021-04-06T15:30:00.000","Manhattan","Central Park","81st St and Central Park West 40.781848, -73.970265","Raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy","1","Infant","Small Mammals-RVS","311-05889978","ACC","2","false","false",,,"false","false","114461"
"2021-04-06T11:30:00.000","2021-04-06T11:30:00.000","Manhattan","Washington Square Park","park","Eastern Gray Squirrel","Employee","Native","Healthy","0.25","Infant","Small Mammals-non RVS",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-04-06T08:30:00.000","2021-04-06T11:00:00.000","Manhattan","Central Park","Harlem Meer","Mallard Duck","Public","Native","Injured","1.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-06T08:25:00.000","2021-04-06T08:25:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","White-throated Sparrow","Employee","Native","DOA","0.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-04T16:00:00.000","2021-04-04T16:30:00.000","Brooklyn","McCarren Park","Zone 3 near trailers","Eastern Red Bat","Public","Native","Injured","2.5","Adult","Small Mammals-RVS","311-05871597","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-04-04T11:45:00.000","2021-04-04T13:30:00.000","Bronx","Van Cortlandt Park","Van Cortlandt Lake by the blue bridge","Raccoon","Public","Native","DOA","0.5","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-04-04T10:45:00.000","2021-04-04T11:00:00.000","Bronx","Bill Rainey Park","Ramp at Beck St. and Intervale Ave","Rock Dove","Central","Native","Injured","2","Adult","Birds","311-0568","Rehabilitator","4","false","false","Wild Bird Fund",,"false","false",
"2021-04-04T10:00:00.000","2021-04-04T14:00:00.000","Manhattan","Central Park","Harlem Meer","Mallard Duck","Central","Native","Injured","1.5","Adult","Birds","311-05868749","Unfounded","0","false","false",,,"false","false",
"2021-04-03T17:00:00.000","2021-04-03T17:15:00.000","Queens","Alley Pond Park","Alley Pond Golf Center Mini Golf Course","Killdeer","Public","Native","Healthy","2","Adult","Birds","311-05863802","Unfounded","0","false","false",,,"false","false",
"2021-04-03T12:15:00.000","2021-04-03T12:15:00.000","Queens","Alley Pond Park","Oakland Lake","Mallard Duck","Central","Native","Unhealthy","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-04-03T14:00:00.000","2021-04-03T14:00:00.000","Manhattan","Central Park","Harlem Meer near Dana Discovery Center","Great Egret","Public","Native","Healthy","2","Adult","Birds","311-05861960","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-04-02T15:00:00.000","2021-04-02T15:45:00.000","Queens","Forest Park","Barbecue Area","Striped Skunk","Employee","Native","Injured","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-04-02T12:10:00.000","2021-04-02T13:50:00.000","Manhattan","Central Park","Harlem Meer, near 110th St & 5th Ave entrance","Mallard Duck","Public","Native","Injured","1.5","Adult","Birds",,"Monitored Animal","1","false","true",,"1.25","false","false",
"2021-04-01T16:00:00.000","2021-04-01T17:00:00.000","Brooklyn","Brooklyn Bridge Park","Pier 6 Playground","Eastern Gray Squirrel","Employee","Native","Healthy","1","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-31T11:30:00.000","2021-03-31T12:00:00.000","Brooklyn","Bush Terminal Park","Next to park path","Virginia Opossum","Employee","Native","Unhealthy","1.5","Adult","Small Mammals-non RVS","311-05836738","ACC","1","false","false",,,"false","false","114102"
"2021-03-31T16:30:00.000","2021-03-31T17:00:00.000","Brooklyn","Brooklyn Bridge Park","BBP Conservancy Office","House Sparrow","Conservancies/""Friends of"" Groups","Native","Healthy","0.5","Adult","Birds","311-05840373","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-31T09:50:00.000","2021-03-31T10:00:00.000","Staten Island","Bradys Pond Park","Along fence on Hylan Blvd","Wild Turkey","Central","Native","Healthy","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-03-31T10:00:00.000","2021-03-31T10:00:00.000","Bronx","Van Cortlandt Park","Broadway and Mosholu Ave, near horse stables","Dog","Public","Domestic","Healthy","1.5","Adult","Domestic","311-05836942","ACC","1","false","false",,,"false","false","114077"
"2021-03-30T15:30:00.000","2021-03-30T16:00:00.000","Brooklyn","Spring Creek Park","Near entrance to Shirley Chisholm State Park","Canada Goose","Conservancies/""Friends of"" Groups","Native","Unhealthy","1.5","Adult","Birds",,"ACC","1","false","false",,,"false","false","114060"
"2021-03-30T13:30:00.000","2021-03-30T14:00:00.000","Brooklyn","Prospect Park","Willink Hill","Red-tailed Hawk","Conservancies/""Friends of"" Groups","Native","DOA","1","Adult","Raptors","311-05829729","Submitted for DEC Testing","1","false","false",,,"false","false",
"2021-03-30T10:00:00.000","2021-03-30T10:00:00.000","Manhattan","Inwood Hill Park","Salt Marsh at the Peninsula","Dog","Observed by Ranger","Domestic","DOA","0.5","Adult","Domestic",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-29T10:00:00.000","2021-03-29T11:00:00.000","Brooklyn","Coney Island Beach &amp; Boardwalk","NY Aquarium","Herring Gull","Other","Native","Injured","2.5","Adult","Birds","311-0582-2282","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-03-29T12:14:00.000","2021-03-29T12:19:00.000","Queens","Kissena Park","West side of the lake on a path between the two staircases","Raccoon","Employee","Native","Unhealthy","1.25","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-03-29T10:15:00.000","2021-03-29T10:27:00.000","Queens","Kissena Park","Kissena Lake","Mute Swan","Central","Invasive","Healthy","1","Adult","Birds",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2021-03-28T14:00:00.000","2021-03-28T14:00:00.000","Manhattan","Inwood Hill Park","Payson Ave and Seaman Ave","Chicken","Public","Domestic","Healthy","1","Juvenile","Domestic;#Birds","311-05818665","ACC","1","false","false",,,"false","false","113939"
"2021-03-27T16:45:00.000","2021-03-27T16:52:00.000","Manhattan","Fort Tryon Park","192 St and Bennett Ave","Animal (Unknown)","Central","N/A","N/A","0.5","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-03-27T17:30:00.000","2021-03-27T17:31:00.000","Queens","Forest Park","Bandshell area","Striped Skunk","Central","Native","Healthy","1","Adult;#Juvenile","Small Mammals-RVS",,"Monitored Animal","2","false","true",,"0.5","false","false",
