"permit_type","accela","facility_name","address_no","address_st","bo","zip","inspection_date","inspection_type","of_all_violations","of_phh_violations","of_critical_violations","of_general_violations","docket","lat","long","x","y","x_property_coordinate","y_property_coordinate","community_board","council_district","census_tract","bin","nta"
"Indoor","40425781","YORK COLLEGE-HEALTH AND PHYSICAL EDUCATION","160-02","LIBERTY AVENUE","QU","11433","2019-03-27T00:00:00.000","Routine Inspection","3","1","1","1",,"40.70056108","-73.79657217","1040656","194578","1040919","194347","12","28","246","4000000","Jamaica"
"Indoor","40425781","YORK COLLEGE-HEALTH AND PHYSICAL EDUCATION","160-02","LIBERTY AVENUE","QU","11433","2019-04-09T00:00:00.000","Re-Inspection","1","0","1","0",,"40.70056108","-73.79657217","1040656","194578","1040919","194347","12","28","246","4000000","Jamaica"
"Indoor","40425783","89TH MADISON OWNERS CORP.","45","EAST 89 STREET","MA","10128","2019-04-05T00:00:00.000","Routine Inspection","0","0","0","0",,"40.78286231","-73.95709452","996132","224500","996250","224536","8","4","15002","1046972","Upper East Side-Carnegie Hill"
"Indoor","40425784","NYCP&R / EAST 54TH STREET","348","EAST 54 STREET","MA","10022","2019-08-13T00:00:00.000","Routine Inspection","1","0","0","1",,"40.75687506","-73.96553601","993798","215031","993910","214884","6","4","98","1039840","Turtle Bay-East Midtown"
"Indoor","40425786","NYCP&R / WEST 59 STREET","533","WEST 59 STREET","MA","10019","2019-08-01T00:00:00.000","Routine Inspection","1","1","0","0",,"40.77086971","-73.98868528","987384","220128","987371","220280","7","6","147","1086545","Lincoln Square"
"Indoor","40425786","NYCP&R / WEST 59 STREET","533","WEST 59 STREET","MA","10019","2019-08-20T00:00:00.000","Re-Inspection","0","0","0","0",,"40.77086971","-73.98868528","987384","220128","987371","220280","7","6","147","1086545","Lincoln Square"
"Indoor","40425787","NYCP&R / ST. MARY'S","450","ST. ANNE STREET","BX","10454","2019-09-05T00:00:00.000","Routine Inspection","1","0","1","0",,"40.81168028","-73.91444073","1007934","235008",,,,,,,
"Indoor","40425788","NYCP&R / ST.JOHNS","1251","PROSPECT PLACE","BK","11213","2019-11-29T00:00:00.000","Routine Inspection","2","1","0","1",,"40.67348112","-73.93479961","1002336","184653","1002348","184974","8","36","345","3393257","Crown Heights North"
"Indoor","40425789","NYCP&R / BROWNSVILLE RECREATION CENTER","1555","LINDEN BOULEVARD","BK","11212","2019-11-14T00:00:00.000","Routine Inspection","3","1","1","1",,"40.65544998","-73.90283863","1011209","178092","1011379","178481","16","42","922","3085992","Brownsville"
"Indoor","40425790","NYCP&R / METROPOLITAN","261","BEDFORD AVENUE","BK","11211","2019-11-14T00:00:00.000","Routine Inspection","0","0","0","0",,"40.71503781","-73.96070234","995144","199789","995251","199777","1","34","553","3062457","North Side-South Side"
"Indoor","40425793","ASPHALT GREEN INC. AQUACENTER","1750","YORK AVENUE","MA","10128","2019-03-14T00:00:00.000","Routine Inspection","1","0","1","0","04846-19S0","40.77937113","-73.9446035","999592","223230","999755","222964","8","5","152","1085696","Yorkville"
"Indoor","40425793","ASPHALT GREEN INC. AQUACENTER","1750","YORK AVENUE","MA","10128","2019-12-09T00:00:00.000","Complaint Inspection","1","0","1","0","23316-19S0","40.77937113","-73.9446035","999592","223230","999755","222964","8","5","152","1085696","Yorkville"
"Indoor","40425794","JEFF T.BLAU & DAVID WINE / TRIBECA TOWER","105","DUANE STREET","MA","10007","2019-10-15T00:00:00.000","Routine Inspection","0","0","0","0",,"40.71553295","-74.00606388","982569","199967","982593","200069","1","1","33","1001650","SoHo-TriBeCa-Civic Center-Little Italy"
"Indoor","40425795","IOWA SPORTS MANAGEMENT INC","200","EAST 94 STREET","MA","10028","2019-12-17T00:00:00.000","Routine Inspection","0","0","0","0",,"40.783735","-73.94995137","998110","224819","998097","224678","8","5","154","1048916","Yorkville"
"Indoor","40425796","THE HERBERT H. LEHMAN COLLEGE","250","BEDFORD PARK BOULEVARD","BX","10468","2019-04-24T00:00:00.000","Routine Inspection","0","0","0","0",,"40.87094236","-73.88645045","1015654","256608","1015582","256547","7","11","40702","2016944","Bedford Park-Fordham North"
"Indoor","40425798","GOTHAM CONDOMINIUM HEALTH CLUB","170","EAST 87 STREET","MA","10128","2019-09-24T00:00:00.000","Routine Inspection","2","1","0","1","18549-19S0","40.77983928","-73.95434143","996895","223399","996938","223265","8","5","14802","1047961","Upper East Side-Carnegie Hill"
"Indoor","40425798","GOTHAM CONDOMINIUM HEALTH CLUB","170","EAST 87 STREET","MA","10128","2019-10-07T00:00:00.000","Re-Inspection","0","0","0","0",,"40.77983928","-73.95434143","996895","223399","996938","223265","8","5","14802","1047961","Upper East Side-Carnegie Hill"
"Indoor","40425800","LA RIVE CONDOMINIUM MIDBORO MGT. INC","2521-23","PALISADE AVENUE","BX","10463","2019-09-04T00:00:00.000","Routine Inspection","2","0","0","2",,"40.8810534","-73.92206472","1005801","260281","1005719","260443","8","11","29301","2087530","Spuyten Duyvil-Kingsbridge"
"Indoor","40425802","92ND REALITY CO./THE BRITTANY","441","EAST 92 STREET","MA","10128","2019-11-08T00:00:00.000","Routine Inspection","1","0","0","1",,"40.78001357","-73.94496043","999493","223464","999609","223536","8","5","152","1050763","Yorkville"
"Indoor","40425803","PROMENADE CONDOMINIUM","530","EAST 76 STREET","MA","10021","2019-11-13T00:00:00.000","Routine Inspection","1","0","1","0","21814-19S0","40.76907023","-73.9510094","997820","219476","998076","219152","8","5","132","1072696","Lenox Hill-Roosevelt Island"
"Indoor","40425805","CDL(NEW YORK) LTD. L.P.","47","CHURCH STREET","MA","10007","2019-04-18T00:00:00.000","Routine Inspection","1","0","1","0","07792-19S0","40.7112645","-74.01062282","981305","198412","981410","198364","1","1","13","1075702","Battery Park City-Lower Manhattan"
"Indoor","40425806","NYC BD OF ED/LONG ISLAND CITY HIGH SCHOOL","14-30","BROADWAY","QU","11106","2019-09-10T00:00:00.000","Routine Inspection","1","0","0","1",,"40.76581945","-73.93279916","1002865","218295","1002542","218334","1","22","45","4467709","Astoria"
"Indoor","40425811","RIVERS BEND POOL CLUB INC","501","EAST 87 STREET","MA","10128","2019-11-04T00:00:00.000","Routine Inspection","1","1","0","0","21225-19S0","40.77645425","-73.94627043","999131","222167","999171","222253","8","5","14402","1051312","Yorkville"
"Indoor","40425811","RIVERS BEND POOL CLUB INC","501","EAST 87 STREET","MA","10128","2019-11-19T00:00:00.000","Re-Inspection","0","0","0","0",,"40.77645425","-73.94627043","999131","222167","999171","222253","8","5","14402","1051312","Yorkville"
"Indoor","40425812","CHURCH IN THE GARDENS COM. HOUSE","15","BORAGE PLACE","QU","11375","2019-10-18T00:00:00.000","Routine Inspection","1","0","0","1",,"40.71613101","-73.84097776","1028333","200225","1028242","200319","6","29","749","4437655","Forest Hills"
"Indoor","40425814","Y.M.C.A. OF NEW YORK","357","9 STREET","BK","11215","2019-09-30T00:00:00.000","Routine Inspection","3","0","2","1","18946-19S0","40.66841807","-73.98474472","988482","182802","988584","182847","6","39","137","3022136","Park Slope-Gowanus"
"Indoor","40425814","Y.M.C.A. OF NEW YORK","357","9 STREET","BK","11215","2019-10-21T00:00:00.000","Re-Inspection","0","0","0","0",,"40.66841807","-73.98474472","988482","182802","988584","182847","6","39","137","3022136","Park Slope-Gowanus"
"Indoor","40425815","Y.M.C.A. OF GREATER NEW YORK","224","EAST 47 STREET","MA","10017","2019-06-03T00:00:00.000","Routine Inspection","1","0","0","1",,"40.75362688","-73.97141737","992169","213847","992280","213697","6","4","90","1037605","Turtle Bay-East Midtown"
"Indoor","40425817","Y.M.C.A. OF NEW YORK M/ HARLEM YMCA","180","WEST 135 STREET","MA","10030","2019-05-23T00:00:00.000","Routine Inspection","3","0","2","1","10301-19S0","40.81510711","-73.94326222","999955","236250","1000026","236100","10","9","228","1058250","Central Harlem North-Polo Grounds"
"Indoor","40425817","Y.M.C.A. OF NEW YORK M/ HARLEM YMCA","180","WEST 135 STREET","MA","10030","2019-08-19T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.81510711","-73.94326222","999955","236250","1000026","236100","10","9","228","1058250","Central Harlem North-Polo Grounds"
"Indoor","40425818","YMCA OF GREATER NEW YORK","138-46","NORTHERN BOULEVARD","QU","11354","2019-01-25T00:00:00.000","Routine Inspection","2","1","1","0","01515-19S0","40.7641115","-73.82714133","1032134","217713","1032298","217499","7","20","865","4113292","Flushing"
"Indoor","40425818","YMCA OF GREATER NEW YORK","138-46","NORTHERN BOULEVARD","QU","11354","2019-02-08T00:00:00.000","Re-Inspection","1","0","1","0","01515-19S1","40.7641115","-73.82714133","1032134","217713","1032298","217499","7","20","865","4113292","Flushing"
"Indoor","40425818","YMCA OF GREATER NEW YORK","138-46","NORTHERN BOULEVARD","QU","11354","2019-02-22T00:00:00.000","Re-Inspection","0","0","0","0",,"40.7641115","-73.82714133","1032134","217713","1032298","217499","7","20","865","4113292","Flushing"
"Indoor","40425818","YMCA OF GREATER NEW YORK","138-46","NORTHERN BOULEVARD","QU","11354","2019-04-23T00:00:00.000","Investigation","0","0","0","0",,"40.7641115","-73.82714133","1032134","217713","1032298","217499","7","20","865","4113292","Flushing"
"Indoor","40425818","YMCA OF GREATER NEW YORK","138-46","NORTHERN BOULEVARD","QU","11354","2019-12-05T00:00:00.000","Investigation","1","0","0","1",,"40.7641115","-73.82714133","1032134","217713","1032298","217499","7","20","865","4113292","Flushing"
"Indoor","40425819","Y.M.C.A. OF NEW YORK","99","MESEROLE AVENUE","BK","11222","2019-02-01T00:00:00.000","Routine Inspection","1","0","1","0","01908-19S0","40.7269034","-73.95328464","997198","204113","997164","204182","1","33","561","3065312","Greenpoint"
"Indoor","40425820","Y.M.C.A. OF GREATER NEW YORK","570","JAMAICA AVENUE","BK","11208","2019-01-03T00:00:00.000","Routine Inspection","3","0","1","2","00096-19S0","40.6851077","-73.88271537","1016778","188904","1016801","188820","5","37","117202","3086687","Cypress Hills-City Line"
"Indoor","40425820","Y.M.C.A. OF GREATER NEW YORK","570","JAMAICA AVENUE","BK","11208","2019-01-17T00:00:00.000","Re-Inspection","0","0","0","0",,"40.6851077","-73.88271537","1016778","188904","1016801","188820","5","37","117202","3086687","Cypress Hills-City Line"
"Indoor","40425822","Y.M.C.A. OF NEW YORK","89-25","PARSONS BOULEVARD","QU","11432","2019-03-25T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.7054636","-73.80146957","1039294","196361","1039470","196245","12","24","44601","4208858","Jamaica"
"Indoor","40425822","Y.M.C.A. OF NEW YORK","89-25","PARSONS BOULEVARD","QU","11432","2019-08-05T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.7054636","-73.80146957","1039294","196361","1039470","196245","12","24","44601","4208858","Jamaica"
"Indoor","40425822","Y.M.C.A. OF NEW YORK","89-25","PARSONS BOULEVARD","QU","11432","2019-09-13T00:00:00.000","Routine Inspection","0","0","0","0",,"40.7054636","-73.80146957","1039294","196361","1039470","196245","12","24","44601","4208858","Jamaica"
"Indoor","40425823","THE FOREST HILLS JEWISH CENTER","106-06","QUEENS BOULEVARD","QU","11375","2019-09-06T00:00:00.000","Routine Inspection","2","0","0","2",,"40.72211227","-73.84733457","1026567","202401","1026521","202239","6","29","711","4077479","Forest Hills"
"Indoor","40425828","Y.M.C.A. OF NEW YORK","651","BROADWAY","SI","10310","2019-10-02T00:00:00.000","Routine Inspection","8","1","4","3","19100-19S0","40.62492869","-74.11424613","952536","166978","952793","167120","1","49","121","5008326","New Brighton-Silver Lake"
"Indoor","40425828","Y.M.C.A. OF NEW YORK","651","BROADWAY","SI","10310","2019-10-21T00:00:00.000","Re-Inspection","0","0","0","0",,"40.62492869","-74.11424613","952536","166978","952793","167120","1","49","121","5008326","New Brighton-Silver Lake"
"Indoor","40425829","KINSGWAY JEWISH CENTER","2810","NOSTRAND AVENUE","BK","11229","2019-01-23T00:00:00.000","Routine Inspection","1","0","0","1",,"40.61571694","-73.94477585","999582","163606","999465","163369","15","45","642","3211291","Madison"
"Indoor","40425831","THE CHILDREN'S AID SOCIETY","14","WEST 118 STREET","MA","10026","2019-08-19T00:00:00.000","Routine Inspection","0","0","0","0",,"40.80227137","-73.94625673","999129","231573","998910","231553","10","9","190","1051435","Central Harlem South"
"Indoor","40425833","HEBREW EDUCATIONAL SOCIETY","9502","SEAVIEW AVENUE","BK","11236","2019-06-05T00:00:00.000","Routine Inspection","1","0","0","1",,"40.63280057","-73.89122023","1014443","169844","1014597","169729","18","46","1028","3235056","Canarsie"
"Indoor","40425834","ST. BARTHOLOMEWS CHURCH","325","PARK AVENUE","MA","10022","2019-08-26T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.75736307","-73.97383418","991499","215208","991688","215164","5","4","100","1036450","Turtle Bay-East Midtown"
"Indoor","40425837","ST. SEBASTIANS R.C. CHURCH","39-60","57 STREET","QU","11377","2019-10-10T00:00:00.000","Routine Inspection","2","1","1","0","19607-19S0","40.74682678","-73.90684077","1010063","211382","1009901","211372","2","26","257","4028216","Woodside"
"Indoor","40425837","ST. SEBASTIANS R.C. CHURCH","39-60","57 STREET","QU","11377","2019-10-21T00:00:00.000","Re-Inspection","0","0","0","0",,"40.74682678","-73.90684077","1010063","211382","1009901","211372","2","26","257","4028216","Woodside"
"Indoor","40425841","CATHEDRAL COLLEGE IMMACULATE CONCEPTION","72-00","DOUGLASTON PARKWAY","QU","11362","2019-11-19T00:00:00.000","Routine Inspection","1","0","0","1",,"40.74685836","-73.735261","1057605","211491","1058093","211780","11","23","152901","4172700","Douglas Manor-Douglaston-Little Neck"
"Indoor","40425849","MADISON SQUARE BOYS & GIRLS CLUB","1665","HOE AVENUE","BX","10460","2019-02-07T00:00:00.000","Routine Inspection","1","0","0","1",,"40.83583007","-73.88756586","1015362","243815","1015275","243799","3","17","161","2010612","Crotona Park East"
"Indoor","40425869","SALON DU TOKYO INC","200","WEST 57 STREET","MA","10019","2019-01-14T00:00:00.000","Routine Inspection","0","0","0","0",,"40.7656206","-73.98031453","989703","218216","989640","218140","5","4","137","1024896","Midtown-Midtown South"
"Indoor","40425871","THE UNION LEAGUE CLUB","38","EAST 37 STREET","MA","10016","2019-01-24T00:00:00.000","Routine Inspection","0","0","0","0",,"40.74945136","-73.98110251","989486","212325","989652","212151","6","4","82","1017184","Murray Hill-Kips Bay"
"Indoor","40425906","CHURCHHILL OWNERS CORP.","300","EAST 40 STREET","MA","10016","2019-12-26T00:00:00.000","Routine Inspection","0","0","0","0",,"40.74847261","-73.97302203","991725","211969","991776","211795","6","4","88","1022051","Turtle Bay-East Midtown"
"Indoor","40425951","THE CORONADO CONDOMINIUM","155","WEST 70 STREET","MA","10023","2019-07-01T00:00:00.000","Routine Inspection","0","0","0","0",,"40.77681665","-73.9814305","989393","222295","989339","222414","7","6","157","1029749","Lincoln Square"
"Indoor","40425955","TSI LINCOLN INC","61","WEST 62 STREET","MA","10023","2019-12-26T00:00:00.000","Routine Inspection","1","0","0","1",,"40.77081682","-73.98273911","989031","220109","989004","220215","7","3","149","1027461","Lincoln Square"
"Indoor","40425958","TSI COBBLE HILL INC.","110","BOERUM PLACE","BK","11201","2019-07-23T00:00:00.000","Routine Inspection","4","0","3","1","14338-19S0","40.6882031","-73.99134964","986649","190010","986577","190040","2","33","43","3002816","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Indoor","40425958","TSI COBBLE HILL INC.","110","BOERUM PLACE","BK","11201","2019-08-06T00:00:00.000","Re-Inspection","2","0","2","0","14338-19S1","40.6882031","-73.99134964","986649","190010","986577","190040","2","33","43","3002816","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Indoor","40513139","CHELSEA PIERS LP BY CHELSEA PIERS MANAGEMENT","PIER 60","WEST 23 STREET","MA","10011","2019-02-11T00:00:00.000","Routine Inspection","2","1","1","0","02577-19S0","40.74231347","-73.9914292","986625","209724","986329","209727",,,,,
"Indoor","40513139","CHELSEA PIERS LP BY CHELSEA PIERS MANAGEMENT","PIER 60","WEST 23 STREET","MA","10011","2019-02-28T00:00:00.000","Re-Inspection","0","0","0","0",,"40.74231347","-73.9914292","986625","209724","986329","209727",,,,,
"Indoor","40524103","MURRAY HILL SKIN CARE CENTER INC.","567","3 AVENUE","MA","10016","2019-03-27T00:00:00.000","Routine Inspection","0","0","0","0",,"40.74788051","-73.97653389","990752","211753","990840","211711","6","4","78","1020334","Murray Hill-Kips Bay"
"Indoor","40524759","400 E 84TH STREET ASSOCIATES L.P","400","EAST 84 STREET","MA","10028","2019-01-14T00:00:00.000","Routine Inspection","0","0","0","0",,"40.77540469","-73.95000459","998097","221784","998053","221694","8","5","136","1085139","Yorkville"
"Indoor","40535235","BROADWAY EQUINOX INC. / EQUINOX","897","BROADWAY","MA","10003","2019-12-24T00:00:00.000","Routine Inspection","1","0","0","1",,"40.7389812","-73.98982742","987069","208510","986970","208537","5","2","52","1080760","Hudson Yards-Chelsea-Flatiron-Union Square"
"Indoor","40535237","EQUINOX 92ND STREET INC.","2465","BROADWAY","MA","10025","2019-03-11T00:00:00.000","Routine Inspection","1","0","1","0","04486-19S0","40.79168352","-73.97395426","991462","227712","991357","227808","7","6","179","1033599","Upper West Side"
"Indoor","40535237","EQUINOX 92ND STREET INC.","2465","BROADWAY","MA","10025","2019-03-27T00:00:00.000","Re-Inspection","0","0","0","0",,"40.79168352","-73.97395426","991462","227712","991357","227808","7","6","179","1033599","Upper West Side"
"Indoor","40545376","HOTEL 57 L.L.C.","57","EAST 57 STREET","MA","10022","2019-10-01T00:00:00.000","Routine Inspection","1","0","0","1",,"40.76205064","-73.97179277","992064","216916","992207","217012","5","4","11202","1077862","Midtown-Midtown South"
"Indoor","40564549","EQUINOX FITNESS CLUB INCORPORATED","344","AMSTERDAM AVENUE","MA","10024","2019-09-18T00:00:00.000","Routine Inspection","0","0","0","0",,"40.78146869","-73.97955515","989912","223990","989805","224064","7","6","163","1087660","Upper West Side"
"Indoor","40584245","BETH JACOB HEBREW TEACHERS COLLEGE INC","1213","ELM AVENUE","BK","11230","2019-11-25T00:00:00.000","Routine Inspection","1","0","0","1",,"40.61698122","-73.96245681","994673","164064","994767","164186","14","48","768","3180784","Midwood"
"Indoor","40584715","TORAH ACADEMY FOR GIRLS","636","LANETT AVENUE","QU","11691","2019-12-31T00:00:00.000","Routine Inspection","2","0","0","2",,"40.59964224","-73.7415294","1056027","157851","1055867","157859","14","31","101002","4463016","Far Rockaway-Bayswater"
"Indoor","40592464","EQUINOX 63RD SREET INC","140","EAST 63 STREET","MA","10021","2019-01-29T00:00:00.000","Routine Inspection","1","0","0","1",,"40.76458524","-73.96605184","993654","217840","993613","217770","8","4","11402","1042055","Upper East Side-Carnegie Hill"
"Indoor","40592467","142-148 EAST 57 STREET LLC","142-148","EAST 57 STREET","MA","10022","2019-02-14T00:00:00.000","Routine Inspection","0","0","0","0",,"40.76076806","-73.96879","992896","216449","992941","216313","6","4","11203","1085779","Turtle Bay-East Midtown"
"Indoor","40593089","THE PINNACLE CONDOMINIUM","112-01","QUEENS BOULEVARD","QU","11375","2019-05-29T00:00:00.000","Routine Inspection","3","1","2","0","10595-19S0","40.71891337","-73.83647976","1029578","201241","1029556","201206","6","29","75701","4312034","Forest Hills"
"Indoor","40593089","THE PINNACLE CONDOMINIUM","112-01","QUEENS BOULEVARD","QU","11375","2019-06-10T00:00:00.000","Re-Inspection","0","0","0","0",,"40.71891337","-73.83647976","1029578","201241","1029556","201206","6","29","75701","4312034","Forest Hills"
"Indoor","40595344","BROOKLYN RENAISSANCE CENTER","350","JAY STREET","BK","11201","2019-09-09T00:00:00.000","Routine Inspection","2","0","0","2",,"40.69350287","-73.98724881","987786","191941","987580","192051","2","33","11","3000259","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Indoor","40597349","ZAZABOROM INC","3701","MERMAID AVENUE","BK","11224","2019-01-31T00:00:00.000","Routine Inspection","2","0","0","2",,"40.574767","-74.00339089","983308","148682","983347","148766","13","47","336","3189317","Seagate-Coney Island"
"Indoor","40597349","ZAZABOROM INC","3701","MERMAID AVENUE","BK","11224","2019-03-18T00:00:00.000","Complaint Inspection","0","0","0","0",,"40.574767","-74.00339089","983308","148682","983347","148766","13","47","336","3189317","Seagate-Coney Island"
"Indoor","40604284","BEDFORD YMCA","139","MONROE STREET","BK","11216","2019-04-24T00:00:00.000","Routine Inspection","2","1","1","0","08198-19S0","40.68519374","-73.95298586","997289","188917","997091","189002","3","36","243","3329682","Bedford"
"Indoor","40604284","BEDFORD YMCA","139","MONROE STREET","BK","11216","2019-05-08T00:00:00.000","Re-Inspection","1","0","1","0","08198-19S1","40.68519374","-73.95298586","997289","188917","997091","189002","3","36","243","3329682","Bedford"
"Indoor","40604284","BEDFORD YMCA","139","MONROE STREET","BK","11216","2019-05-24T00:00:00.000","Re-Inspection","0","0","0","0",,"40.68519374","-73.95298586","997289","188917","997091","189002","3","36","243","3329682","Bedford"
"Indoor","40604284","BEDFORD YMCA","139","MONROE STREET","BK","11216","2019-07-12T00:00:00.000","Complaint Inspection","1","0","1","0","13633-19S0","40.68519374","-73.95298586","997289","188917","997091","189002","3","36","243","3329682","Bedford"
"Indoor","40609521","500 E 83 STREET CORP BELAIRE","500","EAST 83 STREET","MA","10028","2019-01-29T00:00:00.000","Routine Inspection","1","0","0","1",,"40.77381468","-73.94820417","998596","221205","998585","221116","8","5","136","1051175","Yorkville"
"Indoor","40611006","DOLPHIN SPORTS SCHOOL INC","2114","BROWN STREET","BK","11229","2019-05-22T00:00:00.000","Routine Inspection","2","0","0","2",,"40.6001186","-73.93988058","1000945","157924","1000819","157905","15","46","570","3200302","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"Indoor","40615420","WAGNER COLLEGE","631","HOWARD AVENUE","SI","10301","2019-09-04T00:00:00.000","Routine Inspection","2","1","0","1","17019-19S0","40.61612981","-74.09524893","957806","163766","958357","164543","1","49","47","5147163","Grymes Hill-Clifton-Fox Hills"
"Indoor","40615420","WAGNER COLLEGE","631","HOWARD AVENUE","SI","10301","2019-09-18T00:00:00.000","Re-Inspection","0","0","0","0",,"40.61612981","-74.09524893","957806","163766","958357","164543","1","49","47","5147163","Grymes Hill-Clifton-Fox Hills"
"Indoor","40618091","FOREST HILLS SPA INC.","59-21","CALLOWAY STREET","QU","11368","2019-03-26T00:00:00.000","Routine Inspection","4","2","1","1","05755-19S0","40.73757482","-73.85682546","1023927","208030","1024019","208077","4","21","43702","4047929","Corona"
"Indoor","40618091","FOREST HILLS SPA INC.","59-21","CALLOWAY STREET","QU","11368","2019-04-09T00:00:00.000","Re-Inspection","2","1","1","0","05755-19S1","40.73757482","-73.85682546","1023927","208030","1024019","208077","4","21","43702","4047929","Corona"
"Indoor","40618091","FOREST HILLS SPA INC.","59-21","CALLOWAY STREET","QU","11368","2019-04-24T00:00:00.000","Re-Inspection","0","0","0","0",,"40.73757482","-73.85682546","1023927","208030","1024019","208077","4","21","43702","4047929","Corona"
"Indoor","40635621","ASTORIA SPORTS COMPLEX INC","34-38","38 STREET","QU","11101","2019-06-27T00:00:00.000","Routine Inspection","2","1","0","1","12565-19S0","40.75639823","-73.92219308","1005806","214865","1005611","214790","1","26","57","4009645","Astoria"
"Indoor","40635621","ASTORIA SPORTS COMPLEX INC","34-38","38 STREET","QU","11101","2019-07-08T00:00:00.000","Re-Inspection","1","0","0","1",,"40.75639823","-73.92219308","1005806","214865","1005611","214790","1","26","57","4009645","Astoria"
"Indoor","40635621","ASTORIA SPORTS COMPLEX INC","34-38","38 STREET","QU","11101","2019-08-08T00:00:00.000","Complaint Inspection","1","0","0","1",,"40.75639823","-73.92219308","1005806","214865","1005611","214790","1","26","57","4009645","Astoria"
"Indoor","40650910","TOWN SPORTS INTERNATIONAL","1736","SHORE PARKWAY","BK","11214","2019-08-15T00:00:00.000","Routine Inspection","3","0","1","2","15892-19S0","40.59352215","-73.99681699","985134","155515","984935","155371","11","43","304","3170082","Bensonhurst East"
"Indoor","40650910","TOWN SPORTS INTERNATIONAL","1736","SHORE PARKWAY","BK","11214","2019-08-29T00:00:00.000","Re-Inspection","0","0","0","0",,"40.59352215","-73.99681699","985134","155515","984935","155371","11","43","304","3170082","Bensonhurst East"
"Indoor","40651656","BLDG MANAGEMENT CO. INC. / THE MONTANA","247","WEST 87 STREET","MA","10024","2019-05-07T00:00:00.000","Routine Inspection","1","0","0","1",,"40.78914221","-73.97547201","991042","226786","991079","226774","7","6","175","1080398","Upper West Side"
"Indoor","40657227","YMCA OF GREATER NEW YORK INC","3939","RICHMOND AVENUE","SI","10312","2019-04-23T00:00:00.000","Investigation","1","1","0","0","08115-19S0","40.54209759","-74.16307512","938925","136822","939028","136924","3","51","15601","5128445","Great Kills"
"Indoor","40657227","YMCA OF GREATER NEW YORK INC","3939","RICHMOND AVENUE","SI","10312","2019-05-06T00:00:00.000","Complaint Re-inspection","0","0","0","0",,"40.54209759","-74.16307512","938925","136822","939028","136924","3","51","15601","5128445","Great Kills"
"Indoor","40657227","YMCA OF GREATER NEW YORK INC","3939","RICHMOND AVENUE","SI","10312","2019-12-12T00:00:00.000","Routine Inspection","3","0","2","1","23620-19S0","40.54209759","-74.16307512","938925","136822","939028","136924","3","51","15601","5128445","Great Kills"
"Indoor","40657227","YMCA OF GREATER NEW YORK INC","3939","RICHMOND AVENUE","SI","10312","2019-12-26T00:00:00.000","Re-Inspection","0","0","0","0",,"40.54209759","-74.16307512","938925","136822","939028","136924","3","51","15601","5128445","Great Kills"
"Indoor","40660465","39TH REALTY LLC","240","EAST 39 STREET","MA","10016","2019-01-28T00:00:00.000","Routine Inspection","2","1","1","0","01674-19S0","40.74830553","-73.97454513","991303","211908","991262","211770","6","4","78","1087340","Murray Hill-Kips Bay"
"Indoor","40660465","39TH REALTY LLC","240","EAST 39 STREET","MA","10016","2019-02-11T00:00:00.000","Re-Inspection","2","1","1","0","01674-19S1","40.74830553","-73.97454513","991303","211908","991262","211770","6","4","78","1087340","Murray Hill-Kips Bay"
"Indoor","40660465","39TH REALTY LLC","240","EAST 39 STREET","MA","10016","2019-02-27T00:00:00.000","Re-Inspection","0","0","0","0",,"40.74830553","-73.97454513","991303","211908","991262","211770","6","4","78","1087340","Murray Hill-Kips Bay"
"Indoor","40669064","TOWN SPORTS INTERNATIONAL/ NYSC","300","WEST SERVICE ROAD","SI","10314","2019-01-31T00:00:00.000","Routine Inspection","2","0","1","1","01873-19S0","40.58626922","-74.19327831","930566","152932","930400","152952","2","50","29102","5041895","New Springville-Bloomfield-Travis"
"Indoor","40669064","TOWN SPORTS INTERNATIONAL/ NYSC","300","WEST SERVICE ROAD","SI","10314","2019-02-14T00:00:00.000","Re-Inspection","0","0","0","0",,"40.58626922","-74.19327831","930566","152932","930400","152952","2","50","29102","5041895","New Springville-Bloomfield-Travis"
"Indoor","40673460","SUNRISE TOWER CONDO","755","NARROWS ROAD NORTH","SI","10304","2019-08-31T00:00:00.000","Routine Inspection","2","0","0","2",,"40.61065809","-74.09356634","958271","161772","958428","161822","1","49","47","5089818","Grymes Hill-Clifton-Fox Hills"
"Indoor","40679650","LONG ISLAND CITY YMCA","32-23","QUEENS BOULEVARD","QU","11101","2019-01-30T00:00:00.000","Routine Inspection","1","0","0","1",,"40.74476419","-73.93244876","1002968","210624","1003045","210909","2","26","179","4537914","Hunters Point-Sunnyside-West Maspeth"
"Indoor","40679650","LONG ISLAND CITY YMCA","32-23","QUEENS BOULEVARD","QU","11101","2019-12-20T00:00:00.000","Complaint Inspection","1","0","0","1",,"40.74476419","-73.93244876","1002968","210624","1003045","210909","2","26","179","4537914","Hunters Point-Sunnyside-West Maspeth"
