Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
Stichting LEVANTOgroep;2;;;;;;;2
Stichting Levenseindekliniek;3;;;;;;;3
Stichting Lezen & Schrijven;2;;;;;;;2
Stichting LOC, Zeggenschap in zorg;2;;;;;;;2
Stichting Maatschappelijk Welzijn Rossum;5;;;;;;;5
Stichting Mantelzorgelijk;2;;;;;;;2
Stichting Milieu Platform Zorgsector;2;;;;;;;2
Stichting Moviera;2;;;;;;;2
Stichting MOVISIE;;;;;;;;
Stichting MVO Nederland;3;;;;;;;3
Stichting Nationaal ICT Instituut in de Zorg;3;;;;;;;3
Stichting Nederland Kennisland;2;;;;;;;2
Stichting Nederlands Centrum Jeugdgezondheid;3;;;;;;;3
Stichting Nederlands Gebarencentrum (NGc);1;;;;;;;1
Stichting Ocan;2;;;;;;;2
Stichting Omring;4;;;;;;;4
Stichting ONSbank;2;;;;;;;2
Stichting Out of the Box TV;1;;;;;;;1
Stichting Pensioenfonds Zorg en Welzijn;4;;2;;;;;4
Stichting PGOsupport;2;;7;;;;;7
Stichting Pleio;1;;;;;;;1
Stichting portaal voor patiÃ«ntveiligheid/CMR;;;4;;;;;4
Stichting Present Nederland;4;;;;;;;4
Stichting Raad Op Maat;2;;;;;;;2
Stichting Reinoud de Tweede;2;;;;;;;2
Stichting RISE;1;;;;;;;1
Stichting Samurau;1;;;;;;;1
Stichting Sensire;6;;;;;;;6
Stichting SEO Economisch Onderzoek;4;;4;;;;;5
Stichting Siriz;4;;;;;;;4
Stichting Sluyterman van Loo;2;;;;;;;2
Stichting Specifieke Jeugd Projecten;2;;;;;;;2
Stichting StiBCO;2;;;;;;;2
Stichting Stimular;;;1;;;;;1
Stichting STOMbP;2;;;;;;;2
Stichting STOOT;2;;;;;;;2
STICHTING STOP KINDERMISHANDELING;1;;;;;;;1
Stichting SVOZ;1;;;;;;;1
Stichting Theatergroep Drang;1;;;;;;;1
Stichting Thuisleefgids;2;;;;;;;2
Stichting TijdVoorActie;2;;;;;;;2
Stichting Turning Point;2;;;;;;;2
Stichting Vaccinvrij;1;;;;;;;1
Stichting Vilans;;;2;;;;;2
Stichting Villa Pinedo;2;;;;;;;2
Stichting Vitavalley;2;;;;;;;2
Stichting W.J.H. Mulier Inst., Sportonderzoek;3;;;;;;;3
Stichting Waarborgfonds voor de Zorgsector;;;5;;;;;5
Stichting Welzijn op Recept;3;;;;;;;3
Stichting Werken op Maat;;2;;;;;;2
Stichting Wie beter eet wordt sneller beter;3;;;;;;;3
Stichting Young Amsterdam;2;;;;;;;2
Stichting Zorgbelang Inclusief;2;;;;;;;2
Stichting Zorggroep Elde Maasduinen;6;;;;;;;6
Stop! Ander Woord;1;;;;;;;1
Strak;2;;;;;;;2
Strange B.V.;1;;;;;;;1
Stroes in beweging;;;1;;;;;1
Studio 38C;1;;;;;;;1
Studio Opmerkelijk;2;;;;;;;2
Synthetron;2;;;;;;;2
Tabula Rasa B.V.;2;;;;;;;2
Tappan Beheer B.V.;2;;;;;;;2
TBWA\NEBOKO B.V.;5;;;;;;;5
TD HVO-Querido;;;1;;;;;1
Team Sportservice;4;;;;;;;4
Tekstbureau Alfa;2;;;;;;;2
Tekstraket;1;;;;;;;1
Telgen Consultancy B.V.;1;;;;;;;1
Ten Holter Noordam advocaten;;;1;;;;;1
Tessa Heldens - Tolk Gebarentaal;1;;;;;;;1
teunentoebespraat;1;;;;;;;1
The Commonwealth Fund;2;;;;;;;2
The Curious Network;2;;;;;;;2
The Oddshop B.V.;1;;;;;;;1
The Office Operators Niasstraat B.V.;3;;;;;;;3
Thijs van Exel;2;;;;;;;2
Things To Make And Do B.V.;;;;;;1;;1
TiasNimbas Business School;2;;;;;;;2
Ties Keyzer;;;;;1;;;1
Tjongerschans;3;;;;;;;3
TNO B.V.;5;;;;;;;5
Tolk Wieteke;1;;;;;;;1
Top Class Investment B.V.;;;3;;;;;3
TOPdesk Nederland B.V.;2;;;;;;;2
Topgeschenken Nederland B.V.;1;;;;;;;1
Transformation Technologies B.V.;;;2;;;;;2
Transvision B.V.;11;;;;;;;11
Trijntje Kootstra Consultancy;2;;;;;;;2
Troje Training en Theater;1;;;;;;;1
True Blue CHC;;;2;;;;;2
t-talks;1;;;;;;;1
TWNQL;;;2;;;;;2
TwynstraGudde;3;;;;;;;3
UitverGroot;;;2;;;;;2
United Nations Office On Drugs and Crime;2;;;;;2;;3
Urban Senses;2;;;;;;;2
V.O.F. Bosman & Vos;;;1;;;;;1
Van de Bunt, adviseurs voor org. en beleid BV;;1;;;;;;1
Van de Vijfeijke Management B.V.;;;;;;;;
Van Montfort Advocatenkantoor;;;;;1;;;1
Van Tienermoeder Tot Powervrouw;1;;;;;;;1
Vanberkel Professionals B.V.;;;2;;;;;2
Vanberkel Professionals Holding B.V.;2;;2;;;;;3
VanBerlo B.V.;2;;;;;;;2
VDS huisartsenzorg;;;1;;;;;1
Vektis Beheer B.V.;3;;;;;;;3
Vektis C.V.;4;;;;;2;;4
Ver. Landel. Sam.werk.verband Act. Bewoners;1;;;;;;;1
Ver. Nederl. Organisaties Vrijwilligerswerk;4;;;;;;;4
Verdonck, Klooster & Associates B.V.;3;;;;;3;;4
Verdraaide Organisaties B.V.;1;;;;;;;1
Vereenigde Octrooibureaux N.V.;1;;;;;;;1
Vereniging Arts en Voeding;2;;;;;;;2
Vereniging LFB;2;;;;;;;2
VERNET verzuimnetwerk;3;;;;;;;3
Verpleegkundigen & Verzorgenden Nederland;4;;;;;;;4
Vertaalbureau Wilkens;1;;;;;;;1
VGVZ (Vereniging van Geestelijk VerZorgers);2;;;;;;;2
Victor Advocaten;1;;;;;;;1
Vierstroom Zorg Thuis B.V.;5;;;;;;;5
VIHCA;2;;;;;;;2
Visao;;;2;;;;;2
Vocal Company Muziekproducties;1;;;;;;;1
VoorMeerWaarde B.V.;1;;;;;;;1
Vorm Vijf Ontwerpteam B.V.;3;;;;;;;3
Vrijwilligerscentrale;2;;;;;;;2
Vulto Pharma Education & Consultancy (VuPEC);;;1;;;;;1
WagenaarHoes B.V.;2;;;;;;;2
Walter van Hulst;1;;;;;;;1
Warmolt Laméris Consultancy;;;;;;2;;2
Water Stewardship Academy&InnovationCentre BV;2;;;;;;;2
WebHare B.V.;2;;;;;;;2
Webhelp Nederland BV (SNT Nederland BV);;;;;;6;;6
WeDoTrust B.V.;2;;;;;;;2
Wemaron B.V.;3;;;;;;;3
Wepublic B.V.;2;;;;;;;2
Whitebox Systems B.V.;2;;;;;;;2
Wille BV Frank Wille;;;1;;;;;1
Wirtz, Film & Experience Agency B.V.;;;2;;;;;2
Xerox (Nederland) B.V.;5;;;;;;;5
Yalp Lappset Holding B.V.;2;;;;;;;2
Yellow Waves;3;;;;;;;3
Yorizon B.V.;;;2;;;;;2
Yosoy Video;1;;;;;;;1
Yxion B.V.;;;;;;1;;1
Zalen Pakhuis de Zwijger B.V.;2;;;;;;;2
Zanskar Training & Consultancy;2;;;;;;;2
Zet Solutions B.V.;;;;;;1;;1
Zhijn Coöperatie U.A.;2;;;;;;;2
Z-Index B.V.;2;;;;;;;2
Zinia B.V.;2;;;;;;;2
Zorg Zaken Groep;;;;;;2;;2
Zorgdoc Nederland B.V.;1;;;;;;;1
ZorgmarktAdvies;3;;2;;;;;3
Zorgmarkten;2;;;;;;;2
Zorgsprekers B.V.;1;;;;;;;1
ZorgTTP;4;;;;;;;4
Zorgverzekeraars Nederland;;;;;;6;;6
ZorgVuldig Advies;;;3;;;;;3
Zorgweb B.V.;3;;;;;;;3
Zunderdorp B.V.;3;;;;;;;3
Zwaan Advies & Onderzoek;2;;;;;;;2
Eindtotaal;12;4;9;2;7;8;5;12
