geo_shape;geo_point_2d;nr;adres;x;y;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelc;stadsdeeln
"{""coordinates"": [5.494749347252813, 51.47060354135487, 44.46901735197753], ""type"": ""Point""}";51.47060354135487, 5.494749347252813;115;Orionstraat 18;162472.608247;386843.708811;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.496616847397521, 51.4713643887708, 44.4677450992167], ""type"": ""Point""}";51.4713643887708, 5.4966168473975205;116;Planetenlaan 1;162602.237502;386928.547409;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.490856971900678, 51.4681630024965, 44.4729955131188], ""type"": ""Point""}";51.4681630024965, 5.490856971900678;121;Mercuriuslaan 12;162202.547288;386571.803487;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.493200109876521, 51.468078005142914, 44.47301601897925], ""type"": ""Point""}";51.468078005142914, 5.493200109876521;122;Neptunusweg 2;162365.374284;386562.581929;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.458445059068811, 51.437004166428146, 44.52277991734445], ""type"": ""Point""}";51.437004166428146, 5.458445059068811;126;Engelsbergenstraat 53;159953.79602;383102.640325;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.460088854524412, 51.43655317452483, 44.52340490743518], ""type"": ""Point""}";51.43655317452483, 5.460088854524412;127;Burgemeester Verdijkstraat 11;160068.143783;383052.580239;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.458173279580696, 51.435244697151106, 44.52551279217005], ""type"": ""Point""}";51.435244697151106, 5.458173279580696;129;Burgemeester Smits van Oyenstraat 5;159935.089385;382906.879086;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.455361287666444, 51.434907713045426, 44.52615712583065], ""type"": ""Point""}";51.434907713045426, 5.455361287666444;130;Habsburglaan 81;159739.591594;382869.202286;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.455890311400766, 51.43395298366749, 44.527610063552856], ""type"": ""Point""}";51.43395298366749, 5.455890311400766;131;Habsburglaan 1;159776.477985;382763.022256;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.488707713011994, 51.42818732506933, 44.53502573631704], ""type"": ""Point""}";51.42818732506933, 5.488707713011994;135;Pastoor Sickingstraat 111;162059.407086;382124.255671;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum
"{""coordinates"": [5.49223352834337, 51.42521190465026, 44.53945315349847], ""type"": ""Point""}";51.42521190465026, 5.49223352834337;136;Lupinestraat 47;162305.091389;381793.585163;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum
"{""coordinates"": [5.4943330701113, 51.42428977044023, 44.540776427835226], ""type"": ""Point""}";51.42428977044023, 5.4943330701113;137;Mimosalaan 7;162451.266843;381691.209671;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.496338369625095, 51.42327901864294, 44.54224034305662], ""type"": ""Point""}";51.42327901864294, 5.496338369625095;139;Akebiaweg 16;162590.908064;381578.969769;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.49711446899881, 51.421521019561894, 44.544916049577296], ""type"": ""Point""}";51.421521019561894, 5.49711446899881;141;Mimosaplein 2;162645.183729;381383.471973;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.496875539866605, 51.41982791924859, 44.547539826482534], ""type"": ""Point""}";51.41982791924859, 5.496875539866605;142;Lavendellaan 187;162628.848345;381195.087973;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.50273196731361, 51.41737257780091, 44.551042950712144], ""type"": ""Point""}";51.41737257780091, 5.50273196731361;148;Floralaan Oost 80;163036.648136;380922.559071;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.501510257724737, 51.416970899247616, 44.55172192770988], ""type"": ""Point""}";51.416970899247616, 5.501510257724737;149;Floralaan Oost 104;162951.732952;380877.737859;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.500213547723657, 51.41676442769199, 44.55210334993899], ""type"": ""Point""}";51.41676442769199, 5.500213547723657;150;Floralaan Oost 130;162861.565253;380854.626918;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.502724564728054, 51.416128818620805, 44.55296117346734], ""type"": ""Point""}";51.416128818620805, 5.502724564728054;154;Wegedoornlaan 5;163036.352664;380784.188971;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.501263363906729, 51.41210485642943, 44.55923488084227], ""type"": ""Point""}";51.41210485642943, 5.5012633639067285;161;Sporkenhoutlaan 39;162935.406462;380336.359784;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.429459212126248, 51.48195928789922, 44.45425011496991], ""type"": ""Point""}";51.48195928789922, 5.429459212126248;165;Leistraat 4;157935.422573;388102.379537;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.421934298099671, 51.478226562082746, 44.46036443579942], ""type"": ""Point""}";51.478226562082746, 5.421934298099671;169;Leemkuil 35;157412.909596;387686.831276;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.427132699123959, 51.478613413546945, 44.459552796557546], ""type"": ""Point""}";51.478613413546945, 5.427132699123959;173;Waalstraat 5;157774.018027;387730.054892;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.433816180141691, 51.47935600283952, 44.45812334027141], ""type"": ""Point""}";51.47935600283952, 5.433816180141691;177;Rijnstraat 21;158238.261209;387812.945663;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.435791041399431, 51.477461766631194, 44.460989098995924], ""type"": ""Point""}";51.477461766631194, 5.4357910413994315;180;Gebroeders Ganslaan 26;158375.59182;387602.299131;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.433673351412158, 51.47832082203242, 44.4597401721403], ""type"": ""Point""}";51.47832082203242, 5.433673351412158;182;Achtse Loop 2;158228.412818;387697.774018;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.431740316468623, 51.47481012689185, 44.465281310491264], ""type"": ""Point""}";51.47481012689185, 5.431740316468623;187;Willem Jan Jonkerlaan 15;158094.364946;387307.120292;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.436988982431206, 51.47462849294321, 44.46534653753042], ""type"": ""Point""}";51.47462849294321, 5.436988982431206;191;Verzetsheldenlaan 5;158459.029776;387287.149911;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.433519039302231, 51.473744685900996, 44.46686493139714], ""type"": ""Point""}";51.473744685900996, 5.433519039302231;193;Frans van Thoorlaan 11;158218.017277;387188.665823;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.495765635502867, 51.436427952079214, 44.52195309475064], ""type"": ""Point""}";51.436427952079214, 5.495765635502867;2;Kanaaldijk-Noord 9;162548.891334;383041.74157;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.502555626212907, 51.436975126706834, 44.520778173580766], ""type"": ""Point""}";51.436975126706834, 5.502555626212907;6;Terwestenstraat 42;163020.926952;383103.341312;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.501651064326119, 51.4388193324546, 44.51796963158995], ""type"": ""Point""}";51.4388193324546, 5.5016510643261185;12;Rembrandtplein 2;162957.707795;383308.41177;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.494854377954851, 51.44007411683307, 44.51635662280023], ""type"": ""Point""}";51.44007411683307, 5.494854377954851;15;Haviklaan 11;162484.928535;383447.286951;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.50004578668949, 51.44224169874445, 44.512751856818795], ""type"": ""Point""}";51.44224169874445, 5.50004578668949;16;Tongelresestraat 195;162845.502928;383688.979275;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.495044829798856, 51.4428652869862, 44.51202781870961], ""type"": ""Point""}";51.4428652869862, 5.495044829798856;20;Uiverlaan 11;162497.710324;383757.827108;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.494029612106651, 51.44188141660931, 44.513599312864244], ""type"": ""Point""}";51.44188141660931, 5.494029612106651;22;Leeuweriklaan 9;162427.289214;383648.266429;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.491637079515297, 51.44001309089105, 44.51660473458469], ""type"": ""Point""}";51.44001309089105, 5.491637079515297;25;Kwartelstraat 3;162261.24604;383440.171892;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.487987956944009, 51.44158131761934, 44.51435090508312], ""type"": ""Point""}";51.44158131761934, 5.487987956944009;27;Parklaan 54;162007.287991;383614.28108;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.487765316060648, 51.438297674992356, 44.51944212522358], ""type"": ""Point""}";51.438297674992356, 5.487765316060648;30;Gasfabriek 2;161992.313423;383248.951106;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.490447517242817, 51.438655477083536, 44.51876169163734], ""type"": ""Point""}";51.438655477083536, 5.490447517242817;31;Dommelhoefstraat 44;162178.752291;383289.018017;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre
"{""coordinates"": [5.454389316683317, 51.42979906288955, 44.53409539908171], ""type"": ""Point""}";51.42979906288955, 5.454389316683317;32;Telemannlaan 38;159672.529585;382300.79692;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel
"{""coordinates"": [5.45850916913814, 51.4279929588874, 44.536704955622554], ""type"": ""Point""}";51.4279929588874, 5.45850916913814;34;Rimsky-Korsakowlaan 1;159959.236217;382100.138813;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel
"{""coordinates"": [5.452871185788433, 51.428979635050595, 44.53542739804834], ""type"": ""Point""}";51.428979635050595, 5.452871185788433;35;Vivaldistraat 1;159567.035475;382209.538357;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel
"{""coordinates"": [5.454902952901325, 51.42873380442378, 44.53571869432926], ""type"": ""Point""}";51.42873380442378, 5.454902952901325;36;Gounodlaan 49;159708.360037;382182.318994;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel
"{""coordinates"": [5.453832749564829, 51.42787505668261, 44.53709182422608], ""type"": ""Point""}";51.42787505668261, 5.453832749564829;39;Donizettilaan 53;159634.01993;382086.713754;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel
"{""coordinates"": [5.449112062841007, 51.42530791728303, 44.541260512545705], ""type"": ""Point""}";51.42530791728303, 5.449112062841007;44;Galuppistraat 12;159305.955242;381800.826932;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel
"{""coordinates"": [5.459234720133754, 51.43117282601184, 44.53176023904234], ""type"": ""Point""}";51.43117282601184, 5.459234720133754;54;Maria van Bourgondiëlaan 79;160009.34542;382453.951831;713;Hagenkamp;71;Wijk Rozenknopje;7;Stadsdeel Gestel
"{""coordinates"": [5.462921409595713, 51.432106761339945, 44.53015355672687], ""type"": ""Point""}";51.432106761339945, 5.462921409595713;57;Clovislaan 87;160265.615532;382558.113367;713;Hagenkamp;71;Wijk Rozenknopje;7;Stadsdeel Gestel
"{""coordinates"": [5.461659439530695, 51.433238827799016, 44.52845985908061], ""type"": ""Point""}";51.433238827799016, 5.461659439530695;58;Maria van Bourgondiëlaan 25;160177.729074;382683.966339;713;Hagenkamp;71;Wijk Rozenknopje;7;Stadsdeel Gestel
"{""coordinates"": [5.463097084871856, 51.430481352342014, 44.532657539471984], ""type"": ""Point""}";51.430481352342014, 5.463097084871856;63;Karel de Grotelaan 193;160278.020646;382377.297751;712;Oude Spoorbaan;71;Wijk Rozenknopje;7;Stadsdeel Gestel
"{""coordinates"": [5.469516937748031, 51.431781518462195, 44.53036030754447], ""type"": ""Point""}";51.431781518462195, 5.469516937748031;69;Hoogstraat 118;160724.310569;382522.427863;712;Oude Spoorbaan;71;Wijk Rozenknopje;7;Stadsdeel Gestel
"{""coordinates"": [5.469191062843735, 51.43441099815864, 44.526310545392334], ""type"": ""Point""}";51.43441099815864, 5.469191062843735;71;Mecklenburgstraat 51;160701.319524;382814.934556;712;Oude Spoorbaan;71;Wijk Rozenknopje;7;Stadsdeel Gestel
"{""coordinates"": [5.497166940478, 51.46007381961094, 44.48525441158563], ""type"": ""Point""}";51.46007381961094, 5.497166940478;73;Amazonenlaan 1;162642.355616;385672.515799;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.492274613562689, 51.46048826855198, 44.48484560009092], ""type"": ""Point""}";51.46048826855198, 5.492274613562689;75;Aeneaslaan 26;162302.284746;385718.121484;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.4971025991165, 51.4661297682878, 44.47585540637374], ""type"": ""Point""}";51.4661297682878, 5.4971025991165;86;Dardanuspad 17;162636.866985;386346.240432;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.493669385455313, 51.465996091047984, 44.47622773516923], ""type"": ""Point""}";51.465996091047984, 5.493669385455313;88;Romuluslaan 22;162398.320828;386331.01409;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.487457375856732, 51.458743538998434, 44.4877812564373], ""type"": ""Point""}";51.458743538998434, 5.487457375856732;92;Muzenlaan 1;161967.769352;385523.546042;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.487564676244222, 51.46094950562987, 44.48435295838863], ""type"": ""Point""}";51.46094950562987, 5.487564676244222;96;Amatastraat 2;161974.888226;385768.972658;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.489946478692979, 51.46284788948188, 44.48129357397556], ""type"": ""Point""}";51.46284788948188, 5.489946478692979;97;Thomaslaan 18;162140.116198;385980.401076;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.48828352277649, 51.46429167652126, 44.47913052607328], ""type"": ""Point""}";51.46429167652126, 5.48828352277649;100;Euterpestraat 2;162024.328974;386140.862269;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid
"{""coordinates"": [5.495128058542989, 51.474166410298025, 44.46346017066389], ""type"": ""Point""}";51.474166410298025, 5.495128058542989;105;Kleine Beerpad 85;162498.333852;387240.121326;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.49944915968361, 51.4727518761777, 44.46545148268342], ""type"": ""Point""}";51.4727518761777, 5.49944915968361;108;Weegschaalstraat 44;162798.789142;387083.20673;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.497057409881603, 51.473215969905205, 44.46484537422657], ""type"": ""Point""}";51.473215969905205, 5.497057409881603;109;Kroonstraat 4;162632.536964;387134.584194;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.489632340787537, 51.47326536160716, 44.465123085305095], ""type"": ""Point""}";51.47326536160716, 5.489632340787537;112;Venuslaan 493;162116.65472;387139.326741;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.48974581814496, 51.47145589569506, 44.4679308058694], ""type"": ""Point""}";51.47145589569506, 5.48974581814496;113;Oberonstraat 7;162124.822465;386938.032509;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.491527844900364, 51.46969468135698, 44.47058360185474], ""type"": ""Point""}";51.46969468135698, 5.491527844900364;118;Mercuriuslaan 62;162248.918719;386742.271226;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.488676799090732, 51.468214655871584, 44.47301852144301], ""type"": ""Point""}";51.468214655871584, 5.488676799090732;120;Venuslaan 4;162051.049696;386577.336486;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.455370264333394, 51.435840811577556, 44.524713908322155], ""type"": ""Point""}";51.435840811577556, 5.455370264333394;124;Engelsbergenstraat 60;159740.118551;382973.011055;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.456704473093565, 51.436128953186824, 44.524209931492805], ""type"": ""Point""}";51.436128953186824, 5.4567044730935645;125;Engelsbergenstraat 71;159832.86143;383005.154889;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.460628997355472, 51.43549421198827, 44.52501861285418], ""type"": ""Point""}";51.43549421198827, 5.460628997355472;128;Burgemeester Wittestraat 32;160105.820599;382934.807327;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp
"{""coordinates"": [5.486601127972539, 51.42962117864537, 44.53291014675051], ""type"": ""Point""}";51.42962117864537, 5.486601127972539;132;Pastoor Harkxplein 2;161912.684461;382283.571116;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum
"{""coordinates"": [5.487821305276491, 51.429738659023336, 44.532671141438186], ""type"": ""Point""}";51.429738659023336, 5.4878213052764915;133;Pastoor Harkxplein 27;161997.522324;382296.757484;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum
"{""coordinates"": [5.495326031657074, 51.42448542082434, 44.54042677767575], ""type"": ""Point""}";51.42448542082434, 5.495326031657074;138;Petuniapad 19;162520.297038;381713.078054;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.500769886983149, 51.42124487458038, 44.54516522586346], ""type"": ""Point""}";51.42124487458038, 5.500769886983149;144;Lavendelplein 132;162899.488937;381353.140806;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.501392146585908, 51.419553073577326, 44.54774510581046], ""type"": ""Point""}";51.419553073577326, 5.501392146585908;146;Lavendellaan 97;162943.066363;381164.994127;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.503776379468916, 51.419297827492166, 44.548022504895926], ""type"": ""Point""}";51.419297827492166, 5.503776379468916;147;Edelweisstraat 1;163108.957357;381136.860565;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.498398016634261, 51.41657568711746, 44.55248233862221], ""type"": ""Point""}";51.41657568711746, 5.498398016634261;151;Floralaan Oost 164;162735.302514;380833.434912;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.497417459068176, 51.416747844909274, 44.55226423125714], ""type"": ""Point""}";51.416747844909274, 5.497417459068176;152;Floraplein 1;162667.062175;380852.4839;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.500276951787149, 51.41550171352784, 44.554047187790275], ""type"": ""Point""}";51.41550171352784, 5.500276951787149;153;Buntveld 1;162866.193995;380714.155741;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.505954563229012, 51.41815917121829, 44.54967198520899], ""type"": ""Point""}";51.41815917121829, 5.505954563229012;156;Antilopenlaan 8;163260.677658;381010.428886;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.503805346197296, 51.41433020381356, 44.555681170895696], ""type"": ""Point""}";51.41433020381356, 5.5038053461972964;159;Rendierveld 3;163111.857215;380584.211475;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.504190659047333, 51.412775721758756, 44.55805816408247], ""type"": ""Point""}";51.412775721758756, 5.504190659047333;160;Moslaan 2;163138.940326;380411.317138;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.500532510628342, 51.41390064839232, 44.55650285445154], ""type"": ""Point""}";51.41390064839232, 5.500532510628342;162;Sporkenhoutlaan 31;162884.249431;380536.063635;238;Schuttersbosch;23;Wijk Putten;2;Stadsdeel Stratum
"{""coordinates"": [5.430063461453785, 51.48375295561027, 44.4514324888587], ""type"": ""Point""}";51.48375295561027, 5.430063461453785;163;Swalmstraat 37;157977.278337;388301.952154;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.430731397659001, 51.48209652232364, 44.453984388150275], ""type"": ""Point""}";51.48209652232364, 5.4307313976590015;164;Amstelstraat 10;158023.784666;388117.69928;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.428529553892711, 51.477383425248746, 44.46140982396901], ""type"": ""Point""}";51.477383425248746, 5.4285295538927105;172;Cor Gehrelslaan 23;157871.13428;387593.271332;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.434867725619029, 51.47944410098264, 44.45794271118939], ""type"": ""Point""}";51.47944410098264, 5.434867725619029;178;Rijnstraat 12;158311.303584;387822.79408;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.435315021985587, 51.47789720643328, 44.46033135522157], ""type"": ""Point""}";51.47789720643328, 5.435315021985587;181;Gebroeders Ganslaan 12;158342.490242;387650.720407;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.431459498084503, 51.47756923131291, 44.461000837385654], ""type"": ""Point""}";51.47756923131291, 5.431459498084503;183;Dongelaan 2;158074.66813;387614.062473;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.434277438700343, 51.47605092318786, 44.46324671711773], ""type"": ""Point""}";51.47605092318786, 5.4342774387003425;188;Verzetsheldenlaan 36;158270.542097;387445.271681;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
"{""coordinates"": [5.4317016121328, 51.47148065632782, 44.470459857955575], ""type"": ""Point""}";51.47148065632782, 5.4317016121328;196;Sjaak Kruijssenlaan 14;158091.902855;386936.710588;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord
