objectid;zaaknummer;omschrijving;zaaktype_oms;zaakproduct_oms;zaaksubproduct_oms;status_oms;adres;postcode;ddindiening;ddbeschikking;geo_shape;geo_point_2d
175301;V22/48943-VGW-48943;wijzigen van de omgevingsvergunning Nieuw Bergen kenmerk V20-42110 mbt gebouw 5;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 4;5611KX;2022-04-14T02:00:00+00:00;2022-09-15T02:00:00+00:00;"{""coordinates"": [5.475423840266544, 51.43497429942245], ""type"": ""Point""}";51.43497429942245, 5.475423840266544
175304;V21/43649-OVR-43649;bouwen van een luifel aan een bestaande bedrijfshal;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Hurksestraat 16;5652AJ;2021-02-11T01:00:00+00:00;2021-03-30T02:00:00+00:00;"{""coordinates"": [5.442378815085933, 51.43295223155626], ""type"": ""Point""}";51.43295223155626, 5.442378815085933
175309;V20/42110-OVR-42110;realiseren plan Nieuw Bergen iz bestaande uit 7 gebouwen, één tweelaagse ondergrondse parkeergarage en 1850 m2 commercieel programma verdeelt over 5 g;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 82;5611KX;2020-10-01T02:00:00+00:00;2021-07-08T02:00:00+00:00;"{""coordinates"": [5.474635568202168, 51.4349523416666], ""type"": ""Point""}";51.4349523416666, 5.474635568202168
175310;V14/21717-OVR-24218;realiseren van een extra appartementen dmv een dakopbouw;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Hertogstraat 8;5611PB;2015-10-19T02:00:00+00:00;2016-01-25T01:00:00+00:00;"{""coordinates"": [5.485745756954498, 51.43367624304472], ""type"": ""Point""}";51.43367624304472, 5.485745756954498
175315;EHV-ZP2022-002384;kappen van 2 bomen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Vellen van houtopstanden (kappen);Zaak afgerond;Heezerweg 458;5646LC;2022-11-15T01:00:00+00:00;2023-01-05T01:00:00+00:00;"{""coordinates"": [5.507018820460848, 51.417952972038364], ""type"": ""Point""}";51.417952972038364, 5.507018820460848
175319;V21/47137-OVR-47137;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 77;5612MZ;2021-11-21T01:00:00+00:00;2022-07-18T02:00:00+00:00;"{""coordinates"": [5.479570043750555, 51.447174012749585], ""type"": ""Point""}";51.447174012749585, 5.479570043750555
175321;H16/28014-EXP-105072;horecabedrijf Latinos Burger B.V.;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Hermanus Boexstraat 26;5611AJ;2016-12-05T01:00:00+00:00;2017-02-24T01:00:00+00:00;"{""coordinates"": [5.478040311270016, 51.44043211514123], ""type"": ""Point""}";51.44043211514123, 5.478040311270016
175326;V20/40286-OVR-40286;bouwen van 17 nieuwbouw waterwoningen (blok C1 en C2), 138 appartementen (blok C6 en C7) en uitbreiden bestaande parkeergarage in Meerrijk;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Meerring 97;5658LC;2020-04-17T02:00:00+00:00;2020-09-14T02:00:00+00:00;"{""coordinates"": [5.408081812910429, 51.4415458581734], ""type"": ""Point""}";51.4415458581734, 5.408081812910429
175329;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Celsiusplein 2;5621BN;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.454175944215843, 51.45476113711944], ""type"": ""Point""}";51.45476113711944, 5.454175944215843
175333;09/1265-DHV-60620;Horecabedrijf Stichting Lumens Groep (UTA De Werf);Aanvraag beschikking regulier behandelen;Alcoholwet;Alcoholwetvergunning (paracommercieel);Beschikking vastgesteld;van der Werffstraat 14;5622KB;2009-05-19T02:00:00+00:00;2016-04-08T02:00:00+00:00;"{""coordinates"": [5.465184993770215, 51.46292502282009], ""type"": ""Point""}";51.46292502282009, 5.465184993770215
175342;EHV-ZP2022-001951;plaatsen van een dakkapel aan de voorgevel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Retiestraat 21;5628PC;2022-10-18T02:00:00+00:00;2022-11-07T01:00:00+00:00;"{""coordinates"": [5.476696882648576, 51.48053850999587], ""type"": ""Point""}";51.48053850999587, 5.476696882648576
175350;V21/45129-OVR-45129;bouwen van 72 woningen het Plateau fase 2 BBU;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Panorama 3;5629TT;2021-06-02T02:00:00+00:00;2021-09-17T02:00:00+00:00;"{""coordinates"": [5.475175053452024, 51.49504043113208], ""type"": ""Point""}";51.49504043113208, 5.475175053452024
175356;V19/39056-OVR-39056;verbouwen van de voormalige V&D Eindhoven;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Vrijstraat 9D;5611AT;2019-12-20T01:00:00+00:00;2020-03-30T02:00:00+00:00;"{""coordinates"": [5.47716489647536, 51.439016359967546], ""type"": ""Point""}";51.439016359967546, 5.47716489647536
175358;EHV-ZP2022-002953;verduurzamen van 5 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak gestart;Klipperstraat 2;5616KA;2022-12-23T01:00:00+00:00;2022-12-27T01:00:00+00:00;"{""coordinates"": [5.453000272819505, 51.44012764969634], ""type"": ""Point""}";51.44012764969634, 5.453000272819505
175359;V22/49027-OVR-49027;plaatsen van een dakkapel aan de achterzijde;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Rozemarijnstraat 26;5614GB;2022-04-23T02:00:00+00:00;2022-05-13T02:00:00+00:00;"{""coordinates"": [5.48892532383001, 51.42760443341717], ""type"": ""Point""}";51.42760443341717, 5.48892532383001
175361;V21/45011-OVR-45011;realisatie van een dakkapel op 2e verdieping (zolder) van een tussenwoning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Vinkenhofje 2;5613CN;2021-05-21T02:00:00+00:00;2021-07-09T02:00:00+00:00;"{""coordinates"": [5.495956199790117, 51.440379959374006], ""type"": ""Point""}";51.440379959374006, 5.495956199790117
175362;H19/38941-DHV-121921;horecabedrijf Miller Time Café;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Stratumseind 53;5611EP;2019-12-12T01:00:00+00:00;2020-04-14T02:00:00+00:00;"{""coordinates"": [5.481510296010417, 51.43655320594121], ""type"": ""Point""}";51.43655320594121, 5.481510296010417
175367;V22/47880-OVR-47880;vernieuwen en vergroten dakkapel voorzijde woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Jan Cellierslaan 28;5642NS;2022-01-20T01:00:00+00:00;2022-02-21T01:00:00+00:00;"{""coordinates"": [5.516164472727023, 51.43996251152949], ""type"": ""Point""}";51.43996251152949, 5.516164472727023
175370;V19/39023-OVU-39023;"realiseren van nieuwbouw 6 grondgebonden woningen en 59 appartementen; plan Kronehoef";Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Otterstraat 9;5622AL;2019-12-19T01:00:00+00:00;2020-11-25T01:00:00+00:00;"{""coordinates"": [5.468129945945204, 51.45307517292146], ""type"": ""Point""}";51.45307517292146, 5.468129945945204
175373;V21/45883-OVR-45883;realiseren van 73 grondgebonden woningen Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Elsthof 82;5651HS;2021-07-30T02:00:00+00:00;2021-11-29T01:00:00+00:00;"{""coordinates"": [5.440155728930862, 51.44896707667268], ""type"": ""Point""}";51.44896707667268, 5.440155728930862
175376;H20/39194-DHV-122279;horecabedrijf Ikigai Eindhoven;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Frederiklaan 10D;5616NH;2020-01-10T01:00:00+00:00;2020-03-23T01:00:00+00:00;"{""coordinates"": [5.466135205248591, 51.44206342348199], ""type"": ""Point""}";51.44206342348199, 5.466135205248591
175378;V21/47478-OVR-47478;verduurzamen van 38 woningen d.m.v. het vervangen van PH-schuiframen en vervangen van de voordeuren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Topaasring 139;5629GE;2021-12-17T01:00:00+00:00;2022-02-09T01:00:00+00:00;"{""coordinates"": [5.463136480401597, 51.484550078506466], ""type"": ""Point""}";51.484550078506466, 5.463136480401597
175384;H19/37349-DHV-119435;Cafetaria/Restaurant An'An;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;St Philomenastraat 1;5622CG;2019-07-01T02:00:00+00:00;2019-10-11T02:00:00+00:00;"{""coordinates"": [5.459785789596799, 51.45925087922136], ""type"": ""Point""}";51.45925087922136, 5.459785789596799
175393;EHV-ZP2022-001554;plaatsen van een mobiele kraan;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;Flitsvergunning gebruik openbare ruimte (container, steiger, etc.);Zaak afgerond;Ruusbroeclaan 8;5611LV;2022-09-22T02:00:00+00:00;2022-09-23T02:00:00+00:00;"{""coordinates"": [5.4814548386667585, 51.43036563442494], ""type"": ""Point""}";51.43036563442494, 5.4814548386667585
175394;EHV-ZP2023-000348;realiseren van 88 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Bouwen;Zaak gestart;Antony Moddermanstraat 2;5652GH;2023-01-27T01:00:00+00:00;2023-01-30T01:00:00+00:00;"{""coordinates"": [5.442923895667299, 51.44149625344011], ""type"": ""Point""}";51.44149625344011, 5.442923895667299
175396;EHV-ZP2022-000075;Onderhoud Klaartje Donzestraat te Eindhoven;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse kleine afwijking, Bouwen;Beschikking vastgesteld;Koning Arthurlaan 4;5625CB;2022-06-03T02:00:00+00:00;2022-09-01T02:00:00+00:00;"{""coordinates"": [5.464600148637493, 51.47302147809394], ""type"": ""Point""}";51.47302147809394, 5.464600148637493
175400;V21/47674-OVR-47674;verbouwen van het pand tot 3 wooneenheden en wordt op die manier verhuurd;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Klipperstraat 10B;5616KA;2021-12-31T01:00:00+00:00;2022-04-29T02:00:00+00:00;"{""coordinates"": [5.452572605877244, 51.44005019272026], ""type"": ""Point""}";51.44005019272026, 5.452572605877244
170735;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Gerard Philipslaan 188;5616TS;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.464649902096823, 51.44370484463379], ""type"": ""Point""}";51.44370484463379, 5.464649902096823
170737;V20/42999-OVU-42999;bouwen van 16 nieuwbouw seniorenwoningen en 57 gezinswoningen, verdeeld over 12 bouwblokken;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Sportlaan 3;5652CP;2020-12-15T01:00:00+00:00;2021-09-02T02:00:00+00:00;"{""coordinates"": [5.450530556294828, 51.43715523510444], ""type"": ""Point""}";51.43715523510444, 5.450530556294828
175408;V20/42110-OVR-42110;realiseren plan Nieuw Bergen iz bestaande uit 7 gebouwen, één tweelaagse ondergrondse parkeergarage en 1850 m2 commercieel programma verdeelt over 5 g;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 362;5611KX;2020-10-01T02:00:00+00:00;2021-07-08T02:00:00+00:00;"{""coordinates"": [5.475177084868449, 51.435464476838796], ""type"": ""Point""}";51.435464476838796, 5.475177084868449
175414;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 253;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.479484858769281, 51.44706168601649], ""type"": ""Point""}";51.44706168601649, 5.479484858769281
175417;V20/43054-OVR-43054;realiseren nieuwbouw Waaggebouw, 3 maisonnettewoningen 25 appartementen en buurtcentrum;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Celsiusplein 7B;5621BN;2020-12-18T01:00:00+00:00;2021-03-19T01:00:00+00:00;"{""coordinates"": [5.453795200926698, 51.4551977731072], ""type"": ""Point""}";51.4551977731072, 5.453795200926698
175420;V21/46510-OVR-46510;realiseren van een appartementencomplex binnen het plan Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Lochemstraat 84;5651EK;2021-09-30T02:00:00+00:00;2022-01-14T01:00:00+00:00;"{""coordinates"": [5.439919362941524, 51.44847093793268], ""type"": ""Point""}";51.44847093793268, 5.439919362941524
175421;V20/42110-OVR-42110;realiseren plan Nieuw Bergen iz bestaande uit 7 gebouwen, één tweelaagse ondergrondse parkeergarage en 1850 m2 commercieel programma verdeelt over 5 g;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 296;5611KX;2020-10-01T02:00:00+00:00;2021-07-08T02:00:00+00:00;"{""coordinates"": [5.475086436010687, 51.43517146958053], ""type"": ""Point""}";51.43517146958053, 5.475086436010687
175425;EHV-ZP2022-001997;plaatsen van een container;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;;Zaak afgerond;St Petrus Canisiuslaan 90;5643WH;2022-10-23T02:00:00+00:00;2022-10-24T02:00:00+00:00;"{""coordinates"": [5.508286385600983, 51.42687532632469], ""type"": ""Point""}";51.42687532632469, 5.508286385600983
175427;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Brugmanstraat 39;5621BV;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.453500580042468, 51.45600444884565], ""type"": ""Point""}";51.45600444884565, 5.453500580042468
175430;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Celsiusstraat 8;5621BT;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.453038708729942, 51.45519986662475], ""type"": ""Point""}";51.45519986662475, 5.453038708729942
175433;V21/46510-OVR-46510;realiseren van een appartementencomplex binnen het plan Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Lochemstraat 94;5651EK;2021-09-30T02:00:00+00:00;2022-01-14T01:00:00+00:00;"{""coordinates"": [5.440027440552221, 51.44852096469145], ""type"": ""Point""}";51.44852096469145, 5.440027440552221
175438;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Gerard Philipslaan 296;5616TS;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.464494461894035, 51.44395492285241], ""type"": ""Point""}";51.44395492285241, 5.464494461894035
175444;V21/47593-OVR-47593;verbouwen van het pand tbv een studio op de begane grond en een zelfstandige wooneenheid op de 1-ste en 2-de verdieping;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Hendrik Casimirstraat 1;5616BJ;2021-12-24T01:00:00+00:00;2022-04-01T02:00:00+00:00;"{""coordinates"": [5.4658005109247245, 51.43719125086203], ""type"": ""Point""}";51.43719125086203, 5.4658005109247245
175445;V21/47089-OVR-47089;aanbrengen van lichtreclame aan de westgevel van het gebouw;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Schimmelt 20;5611ZX;2021-11-17T01:00:00+00:00;2022-02-14T01:00:00+00:00;"{""coordinates"": [5.475331844819676, 51.442910836340566], ""type"": ""Point""}";51.442910836340566, 5.475331844819676
175447;V21/46542;Renoveren van de bestaande panden;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Beschikking vastgesteld;Strijpsestraat 198C;5616GW;2021-10-04T02:00:00+00:00;2022-06-28T02:00:00+00:00;"{""coordinates"": [5.453460781932738, 51.44122884206905], ""type"": ""Point""}";51.44122884206905, 5.453460781932738
175460;EHV-ZP2022-000938;plaatsen van een mobiele kraan/hoogwerker;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;Flitsvergunning gebruik openbare ruimte (container, steiger, etc.);Zaak afgerond;Strijpsestraat 132;5616GT;2022-08-02T02:00:00+00:00;2022-08-10T02:00:00+00:00;"{""coordinates"": [5.457987667867854, 51.44037132644923], ""type"": ""Point""}";51.44037132644923, 5.457987667867854
175465;EHV-ZP2022-001215;plaatsen van een mobiele kraan / hoogwerker en een afvalcontainer;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;Vergunning gebruik openbare ruimte (container, steiger, etc.);Zaak afgerond;Lodewijk Houbenstraat 1;5611TD;2022-08-29T02:00:00+00:00;2022-11-18T01:00:00+00:00;"{""coordinates"": [5.490385684312964, 51.435220630967336], ""type"": ""Point""}";51.435220630967336, 5.490385684312964
175466;V19/38294-OVR-38294;Nieuwbouw van een distributiecentrum met kantoren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Achtseweg Noord 4;5651GG;2019-10-11T02:00:00+00:00;2019-12-05T01:00:00+00:00;"{""coordinates"": [5.413582298780175, 51.47708565105477], ""type"": ""Point""}";51.47708565105477, 5.413582298780175
175467;V18/35356-OVR-35356;verbouwen van kamerverhuur-pand naar 3 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Tongelresestraat 126;5613DN;2018-12-14T01:00:00+00:00;2019-02-06T01:00:00+00:00;"{""coordinates"": [5.4947219646719825, 51.43914793154598], ""type"": ""Point""}";51.43914793154598, 5.4947219646719825
175469;V21/46347-OVR-46347;bouwen van een nieuwbouw bedrijfshal op industrieterrein Park Forum;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Park Forum 1134;5657HK;2021-09-20T02:00:00+00:00;2022-02-11T01:00:00+00:00;"{""coordinates"": [5.386028785915634, 51.44160841038838], ""type"": ""Point""}";51.44160841038838, 5.386028785915634
175471;V19/37945-OVR-37945;vervangen van de entree pui en het realiseren van een zelfstandige horeca op de begande grond;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Kennedyplein 103;5611ZS;2019-09-06T02:00:00+00:00;2019-12-19T01:00:00+00:00;"{""coordinates"": [5.479504775638248, 51.44413674887391], ""type"": ""Point""}";51.44413674887391, 5.479504775638248
175475;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Jan van der Heijdenhof 15;5621DZ;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.454620015610178, 51.45624495321206], ""type"": ""Point""}";51.45624495321206, 5.454620015610178
175479;V21/46924-OVR-46924;realiseren van 49 woningen Buurtschap te Veld Kamer D door Qyuubs;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Achterbosch 43;5629CK;2021-11-04T01:00:00+00:00;2022-03-18T01:00:00+00:00;"{""coordinates"": [5.452585672506124, 51.49327008590343], ""type"": ""Point""}";51.49327008590343, 5.452585672506124
175480;EHV-ZP2022-002418;verduurzamen dak 55 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Generaal Dibbetslaan 115;5623JN;2022-11-17T01:00:00+00:00;2022-12-23T01:00:00+00:00;"{""coordinates"": [5.482321979990365, 51.46145821561724], ""type"": ""Point""}";51.46145821561724, 5.482321979990365
175487;V21/46610-OVR-46610;realiseren van een dakopbouw op het huidige dakterras van de woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Zomereik 20;5616RZ;2021-10-08T02:00:00+00:00;2021-11-15T01:00:00+00:00;"{""coordinates"": [5.453450699286326, 51.442209907136956], ""type"": ""Point""}";51.442209907136956, 5.453450699286326
175490;V22/48958-VGW-48958;verbouwen van de panden;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Gemeentelijk monument, Bouwen;Beschikking vastgesteld;Wilhelminaplein 10A;5611HE;2022-04-15T02:00:00+00:00;2022-09-08T02:00:00+00:00;"{""coordinates"": [5.471280408977248, 51.43764514194495], ""type"": ""Point""}";51.43764514194495, 5.471280408977248
175494;V21/47478-OVR-47478;verduurzamen van 38 woningen d.m.v. het vervangen van PH-schuiframen en vervangen van de voordeuren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Topaasring 127;5629GE;2021-12-17T01:00:00+00:00;2022-02-09T01:00:00+00:00;"{""coordinates"": [5.464060631552349, 51.484639124720736], ""type"": ""Point""}";51.484639124720736, 5.464060631552349
175495;H20/40329-DHV-123974;horecabedrijf Bekkie's Wheelie Bar;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Stratumseind 45;5611EP;2020-04-20T02:00:00+00:00;2021-05-06T02:00:00+00:00;"{""coordinates"": [5.481189877535937, 51.43666698305848], ""type"": ""Point""}";51.43666698305848, 5.481189877535937
170740;V17/31928-OVU-31928;realiseren van een woontoren , kantoren en een grand cafe;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Aanleg, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 371;5612MZ;2017-12-21T01:00:00+00:00;2018-12-17T01:00:00+00:00;"{""coordinates"": [5.47965025612677, 51.44696900748559], ""type"": ""Point""}";51.44696900748559, 5.47965025612677
170741;EHV-ZP2022-000848;wijzigen van de gevel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Judas Taddeusplein 1;5622JX;2022-07-27T02:00:00+00:00;2022-08-25T02:00:00+00:00;"{""coordinates"": [5.464029062410458, 51.463001611042266], ""type"": ""Point""}";51.463001611042266, 5.464029062410458
170746;EHV-ZP2022-000980;wijzigen gebruik van het pand t.b.v. kamerverhuur;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking;Beschikking vastgesteld;Boschdijk 880;5627AB;2022-08-03T02:00:00+00:00;2023-01-23T01:00:00+00:00;"{""coordinates"": [5.4423162710385, 51.4744505229237], ""type"": ""Point""}";51.4744505229237, 5.4423162710385
170752;V19/37431-OVR-37431;realiseren van een appartementencomplex met 158 appartementen en een commerciele ruimte op de begane grond;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Stoomstraat 239;5617AS;2019-07-12T02:00:00+00:00;2019-10-24T02:00:00+00:00;"{""coordinates"": [5.461690322247813, 51.445734863076815], ""type"": ""Point""}";51.445734863076815, 5.461690322247813
170753;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Gerard Philipslaan 128;5616TS;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.464541194380916, 51.44367425659367], ""type"": ""Point""}";51.44367425659367, 5.464541194380916
170755;V19/39082-OVU-39082;bouwen van 14 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vuurvogel 25;5629KR;2019-12-19T01:00:00+00:00;2021-10-13T02:00:00+00:00;"{""coordinates"": [5.479646254425281, 51.487998752455994], ""type"": ""Point""}";51.487998752455994, 5.479646254425281
170762;V21/46673-OVR-46673;wijzigen mechanische installatie voor de renovatie van RG Aalst;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Velddoornweg 1;5644RW;2021-10-14T02:00:00+00:00;2022-01-24T01:00:00+00:00;"{""coordinates"": [5.472218217318013, 51.40660521246987], ""type"": ""Point""}";51.40660521246987, 5.472218217318013
170763;V21/45162-OVR-45162;verbouwen van voormalige kerk tot appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Gemeentelijk monument, Bouwen;Beschikking vastgesteld;Frederik Hendrikplein 35;5615RC;2021-06-04T02:00:00+00:00;2022-02-07T01:00:00+00:00;"{""coordinates"": [5.464398815825334, 51.430332867669826], ""type"": ""Point""}";51.430332867669826, 5.464398815825334
170764;H21/45684-DHV-131619;horecabedrijf Lekker Luuks;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Hortensiastraat 4;5644KP;2021-07-14T02:00:00+00:00;2021-08-09T02:00:00+00:00;"{""coordinates"": [5.488202600467342, 51.41999031610199], ""type"": ""Point""}";51.41999031610199, 5.488202600467342
170766;V21/47492-OVR-47492;realiseren van 7 compacte duurzame zelfbouw woningen op het project Minitopia op Buurtschap te Veld;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Boslust 29;5629CP;2021-12-19T01:00:00+00:00;2022-06-01T02:00:00+00:00;"{""coordinates"": [5.460999695305784, 51.49448996273792], ""type"": ""Point""}";51.49448996273792, 5.460999695305784
