FID,district,complexnaam,objectnaam,objectomschrijving,complexcode,objectcode,object,bouwjaar,monument,foto,kleur,pdf,rce_link,x,y,gdb_geomattr_data,shape
rws_monumenten_beschermd.49,MN District Noord,Lorentzsluizen,Lorentzsluizen west 2,,10B 001,10B-001-21,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen west 2.pdf,https://cultureelerfgoed.nl/monumenten/516527,151031.8244,565129.5402,,POINT (151031.82440000027 565129.5401999988)
rws_monumenten_beschermd.50,MN District Noord,Lorentzsluizen,Lorentzsluizen west 3,,10B 001,10B-001-22,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen west 3.pdf,https://cultureelerfgoed.nl/monumenten/516527,151031.8244,565129.5402,,POINT (151031.82440000027 565129.5401999988)
rws_monumenten_beschermd.51,MN District Noord,Lorentzsluizen,Lorentzsluizen west 4,,10B 001,10B-001-23,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen west 4.pdf,https://cultureelerfgoed.nl/monumenten/516527,151031.8244,565129.5402,,POINT (151031.82440000027 565129.5401999988)
rws_monumenten_beschermd.52,MN District Noord,Lorentzsluizen,Lorentzsluizen west 5,,10B 001,10B-001-24,Spui/uitwaterings sluis,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4891.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen west 5.pdf,https://cultureelerfgoed.nl/monumenten/516527,151031.8244,565129.5402,,POINT (151031.82440000027 565129.5401999988)
rws_monumenten_beschermd.53,MN District Noord,Lorentzsluizen,Lorentzsluizen- Sluiswachtershuisje tussen de grote en kleine sluis,,10B 001,10B-001-05,Overige,1931,Rijksmonument (nummer(s): 516527),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4859.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Lorentzsluizen Sluiswachtershuisje.pdf,https://cultureelerfgoed.nl/monumenten/516527,151637.6438,564753.8295,,POINT (151637.6438000016 564753.8295000009)
rws_monumenten_beschermd.54,RWS Corporate Dienst,Marken,Het Paard van Marken,,Geen complexcode,Geen objectcode,Vuurtoren,1839,Rijksmonument (nummer(s): 28274),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/TA1.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Marken.pdf,https://cultureelerfgoed.nl/monumenten/28274 ,138130.5039,496922.8416,,POINT (138130.50389999896 496922.84160000086)
rws_monumenten_beschermd.55,RWS Corporate Dienst,Stavoren,Vuurtoren Stavoren,,Geen complexcode,Geen objectcode,Lichtopstand,1884,Rijksmonument (nummer(s): 513618),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSCN2090.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stavoren.pdf,https://cultureelerfgoed.nl/monumenten/513618,153007.205,544541.226,,POINT (153007.2049999982 544541.2259999998)
rws_monumenten_beschermd.56,MN District Noord,Stevinsluizen,Sluiswachtershuisje,,14E 001,14E-001-01,Overige,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4934.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen Sluiswachtershuisje.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132117.3644,549357.4714,,POINT (132117.36439999938 549357.4714000002)
rws_monumenten_beschermd.57,MN District Noord,Stevinsluizen,Stevinsluizen centraal 1,,14E 001,14E-001-31,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen centraal 1.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132095.8237,550022.3705,,POINT (132095.8236999996 550022.3704999983)
rws_monumenten_beschermd.58,MN District Noord,Stevinsluizen,Stevinsluizen centraal 2,,14E 001,14E-001-32,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen centraal 2.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132095.8237,550022.3705,,POINT (132095.8236999996 550022.3704999983)
rws_monumenten_beschermd.59,MN District Noord,Stevinsluizen,Stevinsluizen centraal 3,,14E 001,14E-001-33,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen centraal 3.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132095.8237,550022.3705,,POINT (132095.8236999996 550022.3704999983)
rws_monumenten_beschermd.60,MN District Noord,Stevinsluizen,Stevinsluizen centraal 4,,14E 001,14E-001-34,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen centraal 4.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132095.8237,550022.3705,,POINT (132095.8236999996 550022.3704999983)
rws_monumenten_beschermd.61,MN District Noord,Stevinsluizen,Stevinsluizen centraal 5,,14E 001,14E-001-35,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen centraal 5.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132095.8237,550022.3705,,POINT (132095.8236999996 550022.3704999983)
rws_monumenten_beschermd.62,MN District Noord,Stevinsluizen,Stevinsluizen oost 1,,14E 001,14E-001-36,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen oost 1.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132243.5096,550131.7344,,POINT (132243.5095999986 550131.7344000004)
rws_monumenten_beschermd.63,MN District Noord,Stevinsluizen,Stevinsluizen oost 2,,14E 001,14E-001-37,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen oost 2.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132243.5096,550131.7344,,POINT (132243.5095999986 550131.7344000004)
rws_monumenten_beschermd.64,MN District Noord,Stevinsluizen,Stevinsluizen oost 3,,14E 001,14E-001-38,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen oost 3.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132243.5096,550131.7344,,POINT (132243.5095999986 550131.7344000004)
rws_monumenten_beschermd.65,MN District Noord,Stevinsluizen,Stevinsluizen oost 4,,14E 001,14E-001-39,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen oost 4.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132243.5096,550131.7344,,POINT (132243.5095999986 550131.7344000004)
rws_monumenten_beschermd.66,MN District Noord,Stevinsluizen,Stevinsluizen oost 5,,14E 001,14E-001-40,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen oost 5.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,132243.5096,550131.7344,,POINT (132243.5095999986 550131.7344000004)
rws_monumenten_beschermd.67,MN District Noord,Stevinsluizen,Stevinsluizen west 1,,14E 001,14E-001-26,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen west 1.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,131958.3103,549918.6383,,POINT (131958.3103 549918.6383000016)
rws_monumenten_beschermd.68,MN District Noord,Stevinsluizen,Stevinsluizen west 2,,14E 001,14E-001-27,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen west 2.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,131958.3103,549918.6383,,POINT (131958.3103 549918.6383000016)
rws_monumenten_beschermd.69,MN District Noord,Stevinsluizen,Stevinsluizen west 3,,14E 001,14E-001-28,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen west 3.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,131958.3103,549918.6383,,POINT (131958.3103 549918.6383000016)
rws_monumenten_beschermd.70,MN District Noord,Stevinsluizen,Stevinsluizen west 4,,14E 001,14E-001-29,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen west 4.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,131958.3103,549918.6383,,POINT (131958.3103 549918.6383000016)
rws_monumenten_beschermd.71,MN District Noord,Stevinsluizen,Stevinsluizen west 5,,14E 001,14E-001-30,Spui/uitwaterings sluis,1930,Rijksmonument (nummer(s): 510382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMGP4973.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Stevinsluizen west 5.pdf,https://cultureelerfgoed.nl/monumenten/510382 ,131958.3103,549918.6383,,POINT (131958.3103 549918.6383000016)
rws_monumenten_beschermd.72,RWS Corporate Dienst,Urk,Vuurtoren,,Geen complexcode,Geen objectcode,Vuurtoren,1844,Rijksmonument (nummer(s): 35880),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSCN2333.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Vuurtoren Urk.pdf,https://cultureelerfgoed.nl/monumenten/35880 ,168855.6681,519312.1336,,POINT (168855.66809999943 519312.1336000003)
rws_monumenten_beschermd.73,ZN District Zuid-Oost,Brug Bunde,Brug Bunde,,61F 105,61F-105-01,Brug Vast,1930,Rijksmonument (nummer(s): 507221),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8147.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brug Bunde.pdf,https://cultureelerfgoed.nl/monumenten/507221 ,178712.3485,324058.4064,,POINT (178712.34849999845 324058.4063999988)
rws_monumenten_beschermd.74,ZN District Zuid-Oost,Brug Geulle,Brug Geulle,,60C 314,60C-314-01,Brug Vast,1930,Rijksmonument (nummer(s): 507220),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8141.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brug Geulle.pdf,https://cultureelerfgoed.nl/monumenten/507220 ,179877.4624,326044.1861,,POINT (179877.46240000054 326044.18609999865)
rws_monumenten_beschermd.75,ZN District Zuid-Oost,Brug Itteren,Brug Itteren,,61F 119,61F-119-01,Brug Vast,1933,Rijksmonument (nummer(s): 506651),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8154.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brug Itteren.pdf,https://cultureelerfgoed.nl/monumenten/506651 ,177945.5933,322486.2872,,POINT (177945.59329999983 322486.28720000014)
rws_monumenten_beschermd.76,ZN District Zuid-Oost,Brug Obbicht,Brug Obbicht,,60C 103,60C-103-01,Brug Vast,1934,Rijksmonument (nummer(s): 521971),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8111.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brug Obbicht.pdf,https://cultureelerfgoed.nl/monumenten/521971 ,183074.7801,336707.4662,,POINT (183074.78009999916 336707.46620000154)
rws_monumenten_beschermd.77,ZN District Zuid-Oost,Sluis/stuwcomplex Borgharen,Brug Borgharen,,61F 004,61F-004-03,Brug Vast,1928,Rijksmonument (nummer(s): 506744),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8222.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Borgharen Brug.pdf,https://cultureelerfgoed.nl/monumenten/506744,176865.6073,319978.4407,,POINT (176865.6072999984 319978.4406999983)
rws_monumenten_beschermd.78,ZN District Zuid-Oost,Sluis/stuwcomplex Borgharen,Brug over stuw,,61F 004,61F-004-03,Brug Vast,1928,Rijksmonument (nummer(s): 506744),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8236.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Borgharen Brug over stuw.pdf,https://cultureelerfgoed.nl/monumenten/506744 ,176781.3666,319922.4584,,POINT (176781.36659999937 319922.4583999999)
rws_monumenten_beschermd.79,ZN District Zuid-Oost,Sluis/stuwcomplex Borgharen,Elektriciteitshuisje,,61F 004,61F-004-02,Overige,1928,Gemeentelijk monument,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8224.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Borgharen Electriciteitshuisje.pdf,https://cultureelerfgoed.nl/monumenten/506744,176781.3666,319922.4584,,POINT (176781.36659999937 319922.4583999999)
rws_monumenten_beschermd.80,ZN District Zuid-Oost,Sluis/stuwcomplex Borgharen,Sluis Borgharen,,61F 004,61F-004-02,Schutsluis,1928,Rijksmonument (nummer(s): 506744),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8227.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Borgharen Sluis.pdf,,176851.4336,320000.6307,,POINT (176851.43360000104 320000.63069999963)
rws_monumenten_beschermd.81,ZN District Zuid-Oost,Sluis/stuwcomplex Borgharen,Stuw Borgharen,,61F 004,61F-004-01,Stuw,1928,Rijksmonument (nummer(s): 506744),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8228.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Borgharen Stuw.pdf,https://cultureelerfgoed.nl/monumenten/506744,176781.3666,319922.4584,,POINT (176781.36659999937 319922.4583999999)
rws_monumenten_beschermd.82,ZN District Zuid-Oost,Sluiscomplex Born,Afsluiter uitlaat gemaal Born,,60A 001,60A-001-01,Spui/uitwaterings sluis,1934,Rijksmonument (nummer(s): 521969),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8095.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Born Afsluiter.pdf,https://cultureelerfgoed.nl/monumenten/521969,183773.2479,338535.8771,,POINT (183773.2479000017 338535.8770999983)
rws_monumenten_beschermd.83,ZN District Zuid-Oost,Sluiscomplex Born,Sluis Born west,,60A 001,60A-001-06,Schutsluis,1934,Rijksmonument (nummer(s): 521969),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8081.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Born.pdf,https://cultureelerfgoed.nl/monumenten/521969,183773.2479,338535.8771,,POINT (183773.2479000017 338535.8770999983)
rws_monumenten_beschermd.84,ZN District Zuid-Oost,Sluiscomplex Bosscherveld,Brug over sluis Bosscherveld,,61F 002,61F-002-02,Brug Vast,1932,Rijksmonument (nummer(s): 506743),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8191.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Sluis Bosscherveld Brug.pdf,https://cultureelerfgoed.nl/monumenten/506743,176070.8529,319797.1268,,POINT (176070.85289999843 319797.12680000067)
rws_monumenten_beschermd.85,ZN District Zuid-Oost,Sluiscomplex Bosscherveld,Elektrictiteitshuisje,,61F 002,61F-002-01,Overige,1934,Gemeentelijk monument,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8196.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Sluis Bosscherveld Elektriciteitshuisje.pdf,,176204.9321,319719.8017,,POINT (176204.93210000172 319719.8016999997)
rws_monumenten_beschermd.86,ZN District Zuid-Oost,Sluiscomplex Bosscherveld,Loods,,61F 002,61F-002-01,Overige,1934,Rijksmonument (nummer(s): 506743),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8198.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Sluis Bosscherveld Loods.pdf,https://cultureelerfgoed.nl/monumenten/506743,176204.9321,319719.8017,,POINT (176204.93210000172 319719.8016999997)
rws_monumenten_beschermd.87,ZN District Zuid-Oost,Sluiscomplex Bosscherveld,Sluis Bosscherveld,,61F 002,61F-002-01,Schutsluis,1930,Rijksmonument (nummer(s): 506743),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8201.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Sluis Bosscherveld Sluis.pdf,https://cultureelerfgoed.nl/monumenten/506743,176204.9321,319719.8017,,POINT (176204.93210000172 319719.8016999997)
rws_monumenten_beschermd.88,ZN District Zuid-Oost,Sluiscomplex Bosscherveld,Sluiswachtershuisje,,61F 002,61F-002-01,Overige,1934,Rijksmonument (nummer(s): 506743),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8188.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Sluis Bosscherveld Sluiswachtershuisje.pdf,https://cultureelerfgoed.nl/monumenten/506743,176204.9321,319719.8017,,POINT (176204.93210000172 319719.8016999997)
rws_monumenten_beschermd.89,ZN District Zuid-Oost,St. Servaasbrug,St. Servaas hefbrug,,61F-106,61F-106-03,Brug beweegbaar,1932,Rijksmonument (nummer(s): 28026),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_8169.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/St. Servaas hefbrug.pdf,https://cultureelerfgoed.nl/monumenten/28026,176741.1508,317775.155,,POINT (176741.15080000088 317775.1550000012)
rws_monumenten_beschermd.90,WNZ District Zuid,Helsluis,Brug over de Helsluis,,44B 353,44B-353-02,Brug beweegbaar,1937,Rijksmonument (nummer(s): 522277),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7648.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Brug over de Helsluis.pdf,https://cultureelerfgoed.nl/monumenten/522277,113278.4237,424859.4456,,POINT (113278.42370000109 424859.4455999993)
rws_monumenten_beschermd.91,WNZ District Zuid,Helsluis,Gaslantaarns (2),,44B 353,44B-353-01,Overige,1863,Rijksmonument (nummer(s): 522277),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/DSC01987.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Helsluis Gaslantaarns.pdf,https://cultureelerfgoed.nl/monumenten/522277,113298.9268,424837.023,,POINT (113298.92680000141 424837.0229999982)
rws_monumenten_beschermd.92,WNZ District Zuid,Helsluis,Schotbalkenloods,,44B 353,44B-353-01,Overige,0,Rijksmonument (nummer(s): 522277),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7651.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Helsluis Schotbalkenloods.pdf,https://cultureelerfgoed.nl/monumenten/522277,113298.9268,424837.023,,POINT (113298.92680000141 424837.0229999982)
rws_monumenten_beschermd.93,WNZ District Zuid,Helsluis,Sluis in de Helsloot,,44B 353,44B-353-01,Schutsluis,1863,Rijksmonument (nummer(s): 522277),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7652.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Helsluis Sluis.pdf,https://cultureelerfgoed.nl/monumenten/522277,113298.9268,424837.023,,POINT (113298.92680000141 424837.0229999982)
rws_monumenten_beschermd.94,ZN District West,Wilhelminasluis,Monument,,44F 002,44F-002-01,Overige,1904,Rijksmonument (nummer(s): 521382),https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7557.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Wilhelminasluis Monument.pdf,https://monumentenregister.cultureelerfgoed.nl/monumenten/521382,131641.0692,422915.7552,,POINT (131641.06920000166 422915.7551999986)
rws_monumenten_beschermd.95,ZN District West,Wilhelminasluis,Sluis in de Afgedamde Maas,,44F 002,44F-002-01,Schutsluis,1896,"Rijksmonument (nummer(s): 529916, 529917)",https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7565.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Wilhelminasluis Sluis.pdf,https://monumentenregister.cultureelerfgoed.nl/monumenten/521382,131641.0692,422915.7552,,POINT (131641.06920000166 422915.7551999986)
rws_monumenten_beschermd.96,WNZ District Noord ,Hollandsche IJssel,Algerabrug - Brug vast,,37H 001,37H-001-01,Brug Vast,1958,Gemeentelijk monument,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/IMG_7671.jpg,Rood,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/regios/projecten/rws_monumenten_beschermd/productinfo/Algerabrug Brug vast.pdf,https://cultureelerfgoed.nl/monumenten/532245,99424.5289,436799.0231,,POINT (99424.5289000012 436799.0230999999)
