FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,begintijd,eindtijd,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
maximum_snelheden_wegvak_overdag.948,130,H,460559140,2019-03-01T00:00:00,0,4,0,0,046055914020190301,KLK0009962215,R,I,,"LINESTRING (230403.6169999987 579655.9979999997, 230407.4910000004 579654.8929999992)"
maximum_snelheden_wegvak_overdag.949,130,H,460559143,2019-03-01T00:00:00,0,13,0,0,046055914320190301,KLK0009962215,R,I,,"LINESTRING (230407.4910000004 579654.8929999992, 230420.03299999982 579651.318)"
maximum_snelheden_wegvak_overdag.950,80,H,219449043,2019-03-01T00:00:00,0,34,0,0,021944904320190301,KLK0008080698,R,I,,"LINESTRING (109594.90199999884 524726.7789999992, 109596.72399999946 524700.8020000011, 109602.32299999893 524694.8139999993)"
maximum_snelheden_wegvak_overdag.951,100,H,600148026,2019-04-01T00:00:00,0,23,0,0,060014802620190401,KLK0008811840,L,I,,"LINESTRING (197504.1490000002 573497.9890000001, 197482.90210000053 573489.3731999993)"
maximum_snelheden_wegvak_overdag.952,100,H,600124584,2019-07-01T00:00:00,0,156,6,19,060012458420190701,KLK0009843140,L,I,,"LINESTRING (122630.52800000086 417438.70699999854, 122619.33900000155 417429.66899999976, 122605.99700000137 417423.2129999995, 122595.23800000176 417403.84699999914, 122577.16299999878 417368.55700000003, 122560.80900000036 417345.31700000167, 122551.77100000158 417329.3929999992, 122553.92300000042 417311.31799999997)"
maximum_snelheden_wegvak_overdag.954,100,H,245235007,2019-07-01T00:00:00,0,142,6,19,024523500720190701,KLK0009925995,R,I,,"LINESTRING (122759.82200000063 417575.4549999982, 122771.63699999824 417584.4910000004, 122786.23200000077 417594.22100000083, 122789.3590000011 417603.9510000013, 122789.3590000011 417617.8509999998, 122798.74199999869 417644.95600000024, 122815.59600000083 417678.6640000008, 122824.63100000098 417696.0390000008)"
maximum_snelheden_wegvak_overdag.956,100,H,600147213,2019-02-01T00:00:00,0,69,6,19,060014721320190201,KLK0008630671,L,I,,"LINESTRING (203498.66299999878 469314.0639999993, 203433 469294)"
maximum_snelheden_wegvak_overdag.958,100,H,600147214,2019-02-01T00:00:00,0,16,6,19,060014721420190201,KLK0008630671,L,I,,"LINESTRING (203155 469161, 203149 469156, 203142.3590000011 469151.3509999998)"
maximum_snelheden_wegvak_overdag.960,80,H,600151286,2019-02-01T00:00:00,0,76,0,0,060015128620190201,KLK0010041256,L,I,,"LINESTRING (227429.4140000008 440550.8020000011, 227418.02899999917 440548.62999999896, 227396.48900000006 440544.2729999982, 227360.04100000113 440532.506000001, 227358.0089999996 440528.66699999943)"
maximum_snelheden_wegvak_overdag.961,30,H,600153538,2019-02-01T00:00:00,0,50,0,0,060015353820190201,KLK0008770876,L,I,,"LINESTRING (267738.186999999 481881.0450000018, 267715.7879999988 481858.72300000116, 267699.7765999995 481849.70270000026)"
maximum_snelheden_wegvak_overdag.962,130,H,600153538,2019-02-01T00:00:00,50,57,0,0,060015353820190201,KLK0008770875,L,I,,"LINESTRING (267699.7765999995 481849.70270000026, 267693.8770000003 481846.37900000066)"
maximum_snelheden_wegvak_overdag.963,100,H,600119981,2019-07-01T00:00:00,0,25,6,19,060011998120190701,KLK0008479972,L,I,,"LINESTRING (106513.82999999821 429113.2100000009, 106491.91899999976 429125.7809999995)"
maximum_snelheden_wegvak_overdag.965,100,H,600146713,2019-02-01T00:00:00,0,20,0,0,060014671320190201,KLK0009772201,L,I,,"LINESTRING (204471 504573, 204451.77199999988 504568.4759999998)"
maximum_snelheden_wegvak_overdag.966,30,H,600146727,2019-02-01T00:00:00,7,285,0,0,060014672720190201,KLK0009940165,L,I,,"LINESTRING (199778.7366000004 409770.55409999937, 199751.5159999989 409771.54300000146, 199718.20100000128 409768.8370000012, 199584.2109999992 409772.6889999993, 199501.063000001 409775.9930000007)"
maximum_snelheden_wegvak_overdag.968,100,H,600147228,2019-02-01T00:00:00,0,210,6,19,060014722820190201,KLK0008569272,L,I,,"LINESTRING (195115.7340000011 496260.87999999896, 195098 496231, 195069 496215, 195057 496176, 195070 496134, 195060.45199999958 496077.3520000018)"
maximum_snelheden_wegvak_overdag.969,100,H,600149917,2019-02-01T00:00:00,0,44,6,19,060014991720190201,KLK0008569633,L,I,,"LINESTRING (221223 522045, 221183.3040000014 522026.8040000014)"
maximum_snelheden_wegvak_overdag.972,100,H,600149920,2019-02-01T00:00:00,0,77,6,19,060014992020190201,KLK0008569633,L,I,,"LINESTRING (221624.5610000007 522186.0689999983, 221549 522174)"
maximum_snelheden_wegvak_overdag.973,60,H,240488024,2019-07-01T00:00:00,35,46,0,0,024048802420190701,KLK0008782712,R,I,,"LINESTRING (120340.47129999846 544470.0934000015, 120350.20600000024 544474.0529999994)"
maximum_snelheden_wegvak_overdag.974,70,H,240488024,2019-07-01T00:00:00,0,35,0,0,024048802420190701,KLK0008825232,R,I,,"LINESTRING (120306.14400000125 544469.8469999991, 120313.77499999851 544468.2329999991, 120321.3200000003 544466.9389999993, 120329.72700000182 544467.3709999993, 120337.48800000176 544468.879999999, 120340.47129999846 544470.0934000015)"
maximum_snelheden_wegvak_overdag.975,50,H,600151339,2019-02-01T00:00:00,0,61,0,0,060015133920190201,KLK0009962288,L,I,,"LINESTRING (234137.65199999884 580478.9420000017, 234113.85500000045 580470.8859999999, 234098.73200000077 580464.4750000015, 234083.0300000012 580452.8889999986)"
maximum_snelheden_wegvak_overdag.976,70,H,600151352,2019-02-01T00:00:00,0,22,0,0,060015135220190201,KLK0009962296,L,I,,"LINESTRING (234480.4200000018 580608.5190000013, 234459.47100000083 580603.2690000013)"
maximum_snelheden_wegvak_overdag.977,70,H,600151358,2019-02-01T00:00:00,0,111,0,0,060015135820190201,KLK0009962317,L,I,,"LINESTRING (235218.55299999937 581238.1420000009, 235182.69799999893 581185.0989999995, 235165.2740000002 581165.5179999992, 235147.46499999985 581154.3399999999)"
maximum_snelheden_wegvak_overdag.978,70,H,600151359,2019-02-01T00:00:00,0,47,0,0,060015135920190201,KLK0009962317,L,I,,"LINESTRING (235147.46499999985 581154.3399999999, 235107.72899999842 581128.7679999992)"
maximum_snelheden_wegvak_overdag.979,100,H,600151382,2019-02-01T00:00:00,0,35,0,0,060015138220190201,KLK0008647225,L,I,,"LINESTRING (237250 554434, 237233.7800000012 554423.2259999998, 237218.9360000007 554417.504999999)"
maximum_snelheden_wegvak_overdag.980,80,H,600152412,2019-02-01T00:00:00,0,17,0,0,060015241220190201,KLK0010140534,L,I,,"LINESTRING (231642.33799999952 486623.0709999986, 231625.7960000001 486624.7960000001)"
maximum_snelheden_wegvak_overdag.981,80,H,600152426,2019-02-01T00:00:00,0,24,0,0,060015242620190201,KLK0010041256,L,I,,"LINESTRING (237709.60399999842 446796.83900000155, 237690.61400000006 446782.0370000005)"
maximum_snelheden_wegvak_overdag.982,70,H,240488031,2019-07-01T00:00:00,0,18,0,0,024048803120190701,KLK0008825232,R,I,,"LINESTRING (120289.27899999917 544464.9759999998, 120295.66800000146 544464.568, 120301.48800000176 544466.0769999996, 120306.14400000125 544469.8469999991)"
maximum_snelheden_wegvak_overdag.983,60,H,600124515,2019-07-01T00:00:00,0,41,0,0,060012451520190701,KLK0008825233,L,I,,"LINESTRING (120350.20600000024 544474.0529999994, 120340.07499999925 544474.6999999993, 120328.86499999836 544474.6999999993, 120320.67399999872 544475.9930000007, 120309.81100000069 544480.5430000015)"
maximum_snelheden_wegvak_overdag.984,60,H,600124991,2019-07-01T00:00:00,0,20,0,0,060012499120190701,KLK0008825233,L,I,,"LINESTRING (120304.82699999958 544491.2859999985, 120301.91899999976 544493.8850000016, 120296.8740000017 544495.7210000008, 120291.17000000179 544495.9250000007, 120285.94700000063 544494.5769999996)"
maximum_snelheden_wegvak_overdag.985,60,H,600124992,2019-07-01T00:00:00,0,12,0,0,060012499220190701,KLK0008825233,L,I,,"LINESTRING (120309.81100000069 544480.5430000015, 120309.03299999982 544485.6939999983, 120306.24599999934 544490.0170000009, 120304.82699999958 544491.2859999985)"
maximum_snelheden_wegvak_overdag.986,100,H,600120000,2019-07-01T00:00:00,0,31,6,19,060012000020190701,KLK0008096836,L,A,,"LINESTRING (106513.82999999821 429113.2100000009, 106490.54500000179 429134.37900000066)"
maximum_snelheden_wegvak_overdag.988,100,H,600148955,2019-02-01T00:00:00,0,58,6,19,060014895520190201,KLK0009968231,L,I,,"LINESTRING (209568.92399999872 439204.54199999943, 209554.48600000143 439191.9310000017, 209523.4609999992 439168.05099999905)"
maximum_snelheden_wegvak_overdag.990,100,H,600148956,2019-02-01T00:00:00,0,63,6,19,060014895620190201,KLK0009968231,L,I,,"LINESTRING (209874.80099999905 439365.938000001, 209846.50200000033 439355.14400000125, 209827.32299999893 439351.76000000164, 209814.2030000016 439350.4849999994)"
maximum_snelheden_wegvak_overdag.992,30,H,600148978,2019-02-01T00:00:00,0,42,0,0,060014897820190201,KLK0009831784,L,I,,"LINESTRING (212351.6090000011 377740.1730000004, 212313.14600000158 377758.23099999875)"
maximum_snelheden_wegvak_overdag.993,50,H,600149452,2019-02-01T00:00:00,0,126,0,0,060014945220190201,KLK0008306850,L,I,,"LINESTRING (208612 434982, 208609 434986, 208595 435006, 208560 435060, 208542.5639999993 435087.11199999973)"
maximum_snelheden_wegvak_overdag.994,50,H,600149453,2019-02-01T00:00:00,0,95,0,0,060014945320190201,KLK0008306850,L,I,,"LINESTRING (208542.5639999993 435087.11199999973, 208527.78700000048 435092.0240000002, 208450.2175000012 435109.10550000146)"
maximum_snelheden_wegvak_overdag.995,130,H,600149453,2019-02-01T00:00:00,95,213,0,0,060014945320190201,KLK0008306849,L,I,,"LINESTRING (208450.2175000012 435109.10550000146, 208444.29800000042 435110.40900000185, 208398.78599999845 435120.0540000014, 208357.7960000001 435130.9050000012, 208338.2039999999 435142.0560000017)"
maximum_snelheden_wegvak_overdag.996,100,H,600151398,2019-02-01T00:00:00,0,29,0,0,060015139820190201,KLK0008122569,R,I,,"LINESTRING (238945.186999999 489680.0240000002, 238946 489681, 238964.52600000054 489701.31700000167)"
maximum_snelheden_wegvak_overdag.997,100,H,600151419,2019-02-01T00:00:00,0,63,6,19,060015141920190201,KLK0009844472,L,I,,"LINESTRING (239595.6499999985 525992.5480000004, 239583.87299999967 525983.0989999995, 239550.36800000072 525959.1090000011, 239544.34699999914 525955.2699999996)"
maximum_snelheden_wegvak_overdag.999,100,H,600151420,2019-02-01T00:00:00,0,110,6,19,060015142020190201,KLK0009844472,L,I,,"LINESTRING (240101.05299999937 526221.5480000004, 240086.86499999836 526216.563000001, 240038.38599999994 526210.0989999995, 239992.85300000012 526207.1479999982)"
maximum_snelheden_wegvak_overdag.1001,100,H,600151452,2019-02-01T00:00:00,0,95,6,19,060015145220190201,KLK0008567224,L,I,,"LINESTRING (243959.2199999988 578528.5130000003, 243925 578567, 243911 578588, 243902 578604)"
maximum_snelheden_wegvak_overdag.1003,100,H,600151453,2019-02-01T00:00:00,0,46,6,19,060015145320190201,KLK0008567224,L,I,,"LINESTRING (243602 578848, 243598 578848, 243589 578850, 243575 578857, 243560.22199999914 578865.4499999993)"
maximum_snelheden_wegvak_overdag.1006,100,H,600152447,2019-02-01T00:00:00,0,25,6,19,060015244720190201,KLK0009844472,L,I,,"LINESTRING (239814.84699999914 526119.5269999988, 239792.57600000128 526108.4750000015)"
maximum_snelheden_wegvak_overdag.1008,100,H,600152449,2019-02-01T00:00:00,0,15,6,19,060015244920190201,KLK0009844472,L,I,,"LINESTRING (239828.79899999872 526125.9600000009, 239814.84699999914 526119.5269999988)"
maximum_snelheden_wegvak_overdag.1010,100,H,600152451,2019-02-01T00:00:00,0,189,6,19,060015245120190201,KLK0009844472,L,I,,"LINESTRING (239992.85300000012 526207.1479999982, 239941.84200000018 526166.1039999984, 239883.7509999983 526135.4050000012, 239867.97800000012 526129.8969999999, 239859.71700000018 526130.2729999982, 239842.83399999887 526132.4310000017, 239828.79899999872 526125.9600000009)"
maximum_snelheden_wegvak_overdag.1011,100,H,600142406,2019-05-01T00:00:00,0,128,6,19,060014240620190501,KLK0008564050,R,I,,"LINESTRING (180083 533038, 180081 533059, 180078 533068, 180075 533075, 180066 533093, 180061 533112, 180054 533139, 180052 533149, 180053 533161)"
maximum_snelheden_wegvak_overdag.1013,50,H,600146237,2019-02-01T00:00:00,0,46,0,0,060014623720190201,KLK0008668965,L,I,,"LINESTRING (201066 502348, 201063 502302)"
maximum_snelheden_wegvak_overdag.1014,30,H,600146867,2019-02-01T00:00:00,0,229,0,0,060014686720190201,KLK0008309192,L,I,,"LINESTRING (198757.39699999988 465067.7129999995, 198744.90900000185 465022.6039999984, 198745.67300000042 464996.3539999984, 198738.53700000048 464972.65199999884, 198727.54300000146 464961.4829999991, 198714 464873, 198708.90199999884 464847.7179999985)"
maximum_snelheden_wegvak_overdag.1015,30,H,600146868,2019-02-01T00:00:00,0,373,0,0,060014686820190201,KLK0008309192,L,I,,"LINESTRING (198708.90199999884 464847.7179999985, 198704.76900000125 464824.0709999986, 198678 464730, 198646 464627, 198636.97700000182 464595.2100000009, 198612.51099999994 464523.0859999992, 198600 464491)"
maximum_snelheden_wegvak_overdag.1016,100,H,600148990,2019-02-01T00:00:00,37,100,6,19,060014899020190201,KLK0008569501,L,I,,"LINESTRING (207891.18789999932 506528.61499999836, 207891 506528, 207889 506521, 207885 506507, 207874.3999999985 506467.46499999985)"
maximum_snelheden_wegvak_overdag.1017,30,H,600148990,2019-02-01T00:00:00,0,37,0,0,060014899020190201,KLK0008569497,L,I,,"LINESTRING (207902 506564, 207891.18789999932 506528.61499999836)"
maximum_snelheden_wegvak_overdag.1019,100,H,600148991,2019-02-01T00:00:00,0,76,6,19,060014899120190201,KLK0008569502,L,I,,"LINESTRING (208047.60599999875 506914.2729999982, 208034 506888, 208004 506853)"
maximum_snelheden_wegvak_overdag.1022,100,H,600149013,2019-02-01T00:00:00,0,66,6,19,060014901320190201,KLK0008569547,R,I,,"LINESTRING (210508.09800000116 515639.4609999992, 210496.6710000001 515687.6020000018, 210488.95859999955 515702.21279999986)"
maximum_snelheden_wegvak_overdag.1024,30,H,600149014,2019-02-01T00:00:00,0,35,0,0,060014901420190201,KLK0008569545,R,I,,"LINESTRING (210519.99799999967 515595.881000001, 210517 515609, 210510.95699999854 515629.6779000014)"
maximum_snelheden_wegvak_overdag.1025,100,H,600149014,2019-02-01T00:00:00,35,45,6,19,060014901420190201,KLK0008569547,R,I,,"LINESTRING (210510.95699999854 515629.6779000014, 210508.09800000116 515639.4609999992)"
maximum_snelheden_wegvak_overdag.1026,100,H,245235008,2019-07-01T00:00:00,0,52,6,19,024523500820190701,KLK0009925995,R,I,,"LINESTRING (122727.85099999979 417534.1030000001, 122750.78599999845 417566.7679999992, 122759.82200000063 417575.4549999982)"
maximum_snelheden_wegvak_overdag.1028,100,H,245235005,2019-07-01T00:00:00,0,29,6,19,024523500520190701,KLK0009925995,R,I,,"LINESTRING (122892.9149999991 417931.2989999987, 122896.3900000006 417960.1420000009)"
maximum_snelheden_wegvak_overdag.1030,100,H,245235006,2019-07-01T00:00:00,0,245,6,19,024523500620190701,KLK0009925995,R,I,,"LINESTRING (122824.63100000098 417696.0390000008, 122832.97100000083 417729.3999999985, 122864.07299999893 417825.3110000007, 122888.22399999946 417905.58399999887, 122892.9149999991 417931.2989999987)"
maximum_snelheden_wegvak_overdag.1032,100,H,600149056,2019-02-01T00:00:00,8,107,6,19,060014905620190201,KLK0010040149,L,I,,"LINESTRING (208058.32310000062 435531.9373999983, 208004.35599999875 435580.38800000027, 208000.47199999914 435593.65199999884, 207999.16899999976 435606.0219999999)"
maximum_snelheden_wegvak_overdag.1034,100,H,600151560,2019-02-01T00:00:00,0,51,6,19,060015156020190201,KLK0008569821,L,I,,"LINESTRING (228946 540094, 228945 540087, 228935.436999999 540044.563000001)"
maximum_snelheden_wegvak_overdag.1036,100,H,600151561,2019-02-01T00:00:00,0,39,6,19,060015156120190201,KLK0008569821,L,I,,"LINESTRING (229187.91699999943 540536.1160000004, 229182 540528, 229164 540512, 229160 540509)"
maximum_snelheden_wegvak_overdag.1038,30,H,600147449,2019-02-01T00:00:00,173,292,0,0,060014744920190201,KLK0009573214,L,I,,"LINESTRING (199887.71440000087 356066.2773000002, 199881.17700000107 356062.27800000086, 199867.09200000018 356050.90199999884, 199858.96599999815 356037.8999999985, 199851.92399999872 355994.5610000007, 199852.46599999815 355982.1020000018, 199861.1330000013 355962.05700000003)"
maximum_snelheden_wegvak_overdag.1039,50,H,600147449,2019-02-01T00:00:00,101,173,0,0,060014744920190201,KLK0009573215,L,I,,"LINESTRING (199945.46880000085 356108.30270000175, 199944.01799999923 356105.6160000004, 199927.2250000015 356090.4479999989, 199887.71440000087 356066.2773000002)"
maximum_snelheden_wegvak_overdag.1040,100,H,600147449,2019-02-01T00:00:00,0,101,0,0,060014744920190201,KLK0009573216,L,I,,"LINESTRING (199978.14699999988 356203.1279999986, 199969.48000000045 356161.95699999854, 199958.64499999955 356132.7030000016, 199945.46880000085 356108.30270000175)"
maximum_snelheden_wegvak_overdag.1041,100,H,600151580,2019-02-01T00:00:00,0,42,6,19,060015158020190201,KLK0008570018,L,I,,"LINESTRING (232474.13199999928 559149.0119999982, 232456.9450000003 559110.818)"
maximum_snelheden_wegvak_overdag.1043,100,H,600151581,2019-02-01T00:00:00,0,51,6,19,060015158120190201,KLK0008570018,L,I,,"LINESTRING (232831.76199999824 559603.0700000003, 232791.25 559571.7230000012)"
maximum_snelheden_wegvak_overdag.1045,30,H,600147453,2019-02-01T00:00:00,0,56,0,0,060014745320190201,KLK0009573214,L,I,,"LINESTRING (199861.1330000013 355962.05700000003, 199888.76199999824 355913.8429999985)"
maximum_snelheden_wegvak_overdag.1046,30,H,600147454,2019-02-01T00:00:00,0,150,0,0,060014745420190201,KLK0009573214,L,I,,"LINESTRING (199888.76199999824 355913.8429999985, 199897.97100000083 355898.1330000013, 199899.59600000083 355888.3819999993, 199874.67700000107 355805.4970000014, 199861.67500000075 355772.9930000007)"
maximum_snelheden_wegvak_overdag.1047,80,H,600147940,2019-02-01T00:00:00,0,16,0,0,060014794020190201,KLK0008572162,R,I,,"LINESTRING (198016.51399999857 544130.3390000015, 198013.44399999827 544145.7850000001)"
maximum_snelheden_wegvak_overdag.1048,100,H,600147945,2019-02-01T00:00:00,0,48,0,0,060014794520190201,KLK0008117546,R,I,,"LINESTRING (201685.02100000158 572206.4340000004, 201672.46700000018 572212.245000001, 201643.40700000152 572230.9560000002)"
maximum_snelheden_wegvak_overdag.1049,100,H,600149573,2019-02-01T00:00:00,0,354,6,19,060014957320190201,KLK0008569633,L,I,,"LINESTRING (221549 522174, 221529 522169, 221509 522161, 221493 522152, 221478 522140, 221422 522118, 221407 522113, 221389 522108, 221319 522094, 221308 522090, 221293 522085, 221279 522080, 221260 522070, 221242 522058, 221223 522045)"
maximum_snelheden_wegvak_overdag.1051,100,H,600150161,2019-02-01T00:00:00,0,87,6,19,060015016120190201,KLK0008567224,L,I,,"LINESTRING (243902 578604, 243851 578636, 243829 578651)"
maximum_snelheden_wegvak_overdag.1053,100,H,600150165,2019-02-01T00:00:00,0,302,6,19,060015016520190201,KLK0008567224,L,I,,"LINESTRING (243829 578651, 243810 578665, 243780 578690, 243722 578738, 243613 578831, 243608 578835, 243602 578848)"
maximum_snelheden_wegvak_overdag.1055,100,H,600152587,2019-02-01T00:00:00,0,149,6,19,060015258720190201,KLK0009962627,L,I,,"LINESTRING (258400 578424, 258299 578345, 258283 578332)"
maximum_snelheden_wegvak_overdag.1057,100,H,600152588,2019-02-01T00:00:00,0,194,6,19,060015258820190201,KLK0009962627,L,I,,"LINESTRING (258283 578332, 258269 578322, 258243 578297, 258218 578276, 258190 578256, 258180 578250, 258155 578237, 258145 578230, 258129 578216)"
maximum_snelheden_wegvak_overdag.1059,100,H,600150230,2019-02-01T00:00:00,0,467,6,19,060015023020190201,KLK0008569821,L,I,,"LINESTRING (229160 540509, 229148 540487, 229107 540405, 229089 540371, 229084 540363, 229038 540271, 229022 540244, 228979 540160, 228971 540142, 228946 540094)"
maximum_snelheden_wegvak_overdag.1062,100,H,600153308,2019-02-01T00:00:00,21,115,6,19,060015330820190201,KLK0009962627,L,I,,"LINESTRING (258565.63080000132 578521.0720999986, 258488.86199999973 578467.3570000008)"
maximum_snelheden_wegvak_overdag.1063,100,H,600153309,2019-02-01T00:00:00,0,99,6,19,060015330920190201,KLK0009962627,L,I,,"LINESTRING (258488.86199999973 578467.3570000008, 258461 578450, 258432 578435, 258422 578431, 258411 578427, 258400 578424)"
maximum_snelheden_wegvak_overdag.1065,100,H,600153310,2019-02-01T00:00:00,0,88,6,19,060015331020190201,KLK0009962627,L,I,,"LINESTRING (258129 578216, 258089 578172, 258068.14400000125 578152.9310000017)"
maximum_snelheden_wegvak_overdag.1068,100,H,262255013,2019-07-01T00:00:00,0,244,6,19,026225501320190701,KLK0008480420,R,I,,"LINESTRING (131207.01099999994 427960.9690000005, 131232 427951, 131249 427941, 131266 427932, 131282 427930, 131320 427931, 131443.05000000075 427945.7490000017)"
maximum_snelheden_wegvak_overdag.1069,100,H,600144945,2019-02-01T00:00:00,0,119,6,19,060014494520190201,KLK0008572213,R,I,,"LINESTRING (194653 547921, 194625.82400000095 547935.9299999997, 194580.2049999982 547957.6680000015, 194546.94900000095 547975.0469999984)"
maximum_snelheden_wegvak_overdag.1072,100,H,600144947,2019-02-01T00:00:00,0,322,6,19,060014494720190201,KLK0008569231,L,I,,"LINESTRING (187869.60599999875 490302.3819999993, 187823 490278, 187787 490265, 187770 490257, 187743 490242, 187720 490223, 187693 490195, 187654 490148, 187617.90900000185 490110.4050000012)"
maximum_snelheden_wegvak_overdag.1074,50,H,600144955,2019-02-01T00:00:00,12,47,0,0,060014495520190201,KLK0008569255,L,I,,"LINESTRING (191024.71669999883 492831.42179999873, 190991.28810000047 492821.0524000004)"
maximum_snelheden_wegvak_overdag.1075,100,H,600144955,2019-02-01T00:00:00,0,12,6,19,060014495520190201,KLK0008569260,L,I,,"LINESTRING (191036.17799999937 492834.9770000018, 191024.71669999883 492831.42179999873)"
maximum_snelheden_wegvak_overdag.1076,30,H,600144955,2019-02-01T00:00:00,47,273,0,0,060014495520190201,KLK0008569254,L,I,,"LINESTRING (190991.28810000047 492821.0524000004, 190975 492816, 190955 492806, 190888 492758, 190878 492749, 190869 492738, 190826.87799999863 492674.01399999857)"
maximum_snelheden_wegvak_overdag.1077,100,H,600147061,2019-02-01T00:00:00,0,54,6,19,060014706120190201,KLK0008572213,R,I,,"LINESTRING (195103.4299999997 547693.5119999982, 195057.83399999887 547723.0709999986)"
maximum_snelheden_wegvak_overdag.1079,30,H,600148636,2019-02-01T00:00:00,0,20,0,0,060014863620190201,KLK0008569497,L,I,,"LINESTRING (207963 506767, 207961 506747)"
maximum_snelheden_wegvak_overdag.1080,100,H,600148639,2019-02-01T00:00:00,0,35,6,19,060014863920190201,KLK0008569502,L,I,,"LINESTRING (208004 506853, 207989.1202000007 506821.3205000013)"
maximum_snelheden_wegvak_overdag.1082,100,H,361371017,2019-08-01T00:00:00,0,61,6,19,036137101720190801,KLK0008569165,R,I,,"LINESTRING (180833.188000001 485910.95600000024, 180893.01000000164 485921.1070000008)"
maximum_snelheden_wegvak_overdag.1083,50,H,143263006,2019-01-01T00:00:00,0,163,0,0,014326300620190101,KLK0008546961,L,I,,"LINESTRING (71955 431965, 72042 432050, 72063.82699999958 432085.31500000134)"
maximum_snelheden_wegvak_overdag.1085,100,H,600141446,2019-08-01T00:00:00,0,230,6,19,060014144620190801,KLK0009692617,L,I,,"LINESTRING (180960 486192, 180945 486192, 180915 486190, 180881 486187, 180819 486177, 180790 486170, 180782 486168, 180767 486163, 180742 486140)"
maximum_snelheden_wegvak_overdag.1087,100,H,362371003,2019-08-01T00:00:00,0,118,6,19,036237100320190801,KLK0008569165,R,I,,"LINESTRING (181069 485989, 181080 485997, 181102 486009, 181132 486023, 181177.0390000008 486031.95899999887)"
maximum_snelheden_wegvak_overdag.1123,30,H,509355015,2020-04-01T00:00:00,69,113,0,0,050935501520200401,KLK0008770765,R,I,,"LINESTRING (254788.76060000062 477954.1620000005, 254804 477963, 254818 477967, 254830 477967)"
maximum_snelheden_wegvak_overdag.1089,100,H,361371008,2019-08-01T00:00:00,0,132,6,19,036137100820190801,KLK0008569165,R,I,,"LINESTRING (180749.5610000007 485945.0610000007, 180771.4210000001 485967.94299999997, 180778.05900000036 485969.35500000045, 180796.2800000012 485969.8220000006, 180812.1640000008 485961.4129999988, 180818.938000001 485951.3680000007, 180829.68400000036 485940.6229999997, 180832.48699999973 485926.1400000006, 180833.188000001 485910.95600000024)"
maximum_snelheden_wegvak_overdag.1090,100,H,600142678,2019-08-01T00:00:00,0,186,6,19,060014267820190801,KLK0009692617,L,I,,"LINESTRING (180626.28799999878 485982.4530000016, 180518.27199999988 485941.8060000017, 180478.94399999827 485925.16800000146, 180455.5196999982 485910.0362999998)"
maximum_snelheden_wegvak_overdag.1093,100,H,600142698,2019-08-01T00:00:00,0,241,6,19,060014269820190801,KLK0009692617,L,I,,"LINESTRING (181154.64200000092 486067.5370000005, 181149 486068, 181120 486072, 181093 486079, 181059 486093, 181050 486098, 181037 486108, 181022 486120, 181004 486138, 180960 486192)"
maximum_snelheden_wegvak_overdag.1095,100,H,361371013,2019-08-01T00:00:00,0,246,6,19,036137101320190801,KLK0008569165,R,I,,"LINESTRING (180509.89200000092 485892.26900000125, 180529.51399999857 485896.47399999946, 180580.438000001 485907.2190000005, 180633.69799999893 485914.2270000018, 180673.8759999983 485921.7019999996, 180707.51399999857 485930.5780000016, 180749.5610000007 485945.0610000007)"
maximum_snelheden_wegvak_overdag.1097,100,H,361371004,2019-08-01T00:00:00,0,193,6,19,036137100420190801,KLK0008569165,R,I,,"LINESTRING (180893.01000000164 485921.1070000008, 180902.5700000003 485936.8660000004, 180923.41200000048 485943.88599999994, 180983.62299999967 485958.1429999992, 181030.34200000018 485973.0929999985, 181056.58799999952 485984.98099999875, 181069 485989)"
maximum_snelheden_wegvak_overdag.1099,100,H,600142697,2019-08-01T00:00:00,0,208,6,19,060014269720190801,KLK0009692617,L,I,,"LINESTRING (180742 486140, 180734 486098, 180725 486068, 180715 486049, 180708 486041, 180687 486017, 180649 485991, 180626.28799999878 485982.4530000016)"
maximum_snelheden_wegvak_overdag.1100,100,H,600149262,2019-08-01T00:00:00,0,9,0,0,060014926220190801,KLK0009930057,L,I,,"LINESTRING (205358.4549999982 568264.9389999993, 205357.53319999948 568273.6006999984)"
maximum_snelheden_wegvak_overdag.1101,100,H,410536006,2019-08-01T00:00:00,0,17,0,0,041053600620190801,KLK0009930055,R,I,,"LINESTRING (205336.34259999916 568278.9420999996, 205339.25400000066 568261.7630000003)"
maximum_snelheden_wegvak_overdag.1102,130,H,600198510,2019-08-01T00:00:00,0,12,0,0,060019851020190801,KLK0008201491,R,I,,"LINESTRING (179589.3740000017 320337.2989999987, 179599.7936999984 320342.69579999894)"
maximum_snelheden_wegvak_overdag.1103,100,H,600260611,2020-04-01T00:00:00,0,71,6,19,060026061120200401,KLK0008824551,R,A,,"LINESTRING (189631.99670000002 327003.3555999994, 189646.90239999816 326995.9710999988, 189663.3123999983 326990.3643999994, 189699.6686999984 326983.3645000011)"
maximum_snelheden_wegvak_overdag.1105,80,H,600260611,2020-04-01T00:00:00,71,137,0,0,060026061120200401,KLK0006848996,R,I,,"LINESTRING (189699.6686999984 326983.3645000011, 189732.91789999977 326976.96290000156, 189764.50710000098 326970.94590000063)"
