"SORT","Begrotingsprogramma","THEMA","Variabele","Label","Labelkort","Definitie","Bron","Peildatum","Verschijningsfrequentie","Rekeneenheid","Symbool","GROEP","format","Berekende variabelen","Thema Kerncijfertabel","Tussenkopje_kerncijfertabel","Kleurenpalet","LegendaCode","SD minimum Bevtotaal","SD minimum WvoorrBAG","Topic area","Label_1","Definition","Reference date","Frequency"
"1380","Bevolking","Bevolking leeftijd","BEV17AUTO","NL 0-17 jaar","0-17 Nederlands","Aantal Amsterdammers van 0 t/m 17 jaar van wie beide ouders in Nederland zijn geboren.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","jongeren naar migratie3","F8.","","","","9","3","","","Population age","Dutch 0-17 years","Number of people registered in the area aged 17 years or younger with no migration background.","1 January ","once a year"
"1390","Bevolking","Bevolking leeftijd","BEV18_22NL","NL 18-22 jaar ","NL 18-22 jaar ","Aantal Amsterdammers van 18 t/m 22 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Dutch 18-22 years","Number of people registered in the area aged 18 to 22  with no migration background.","1 January ","once a year"
"1400","Bevolking","Bevolking leeftijd","BEV23_39NL","NL 23-39 jaar ","NL 23-39 jaar ","Aantal Amsterdammers van 23 t/m 39 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Dutch 23-39 years","Number of people registered in the area aged 23 to 39 with no migration background.","1 January ","once a year"
"1410","Bevolking","Bevolking leeftijd","BEV40_64NL","NL 40-64 jaar ","NL 40-64 jaar ","Aantal Amsterdammers van 40 t/m 64 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Dutch 40-64 years","Number of people registered in the area aged 40 to 64 with no migration background.","1 January ","once a year"
"1420","Bevolking","Bevolking leeftijd","BEV65PLUSNL","NL 65+","NL 65+","Aantal Amsterdammers van 65 jaar en ouder zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Dutch 65+ years","Number of people aged 65 and over with no migration background.","1 January ","once a year"
"1430","Bevolking","Bevolking leeftijd","BEV65_79NL","NL 65-79 jaar ","NL 65-79 jaar ","Aantal Amsterdammers van 65 t/m 79 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Dutch 65-79 years","Number of people registered in the area aged 65 to 79 with no migration background.","1 January ","once a year"
"1440","Bevolking","Bevolking leeftijd","BEV80PLUSNL","NL 80+","NL 80+","Aantal Amsterdammers van 80 jaar en ouder zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Dutch 80+ years","Number of people aged 80 and over with no migration background.","1 January ","once a year"
"1450","Bevolking","Bevolking leeftijd","BEV17W","Westers 0-17 jaar","0-17 Westers","Aantal Amsterdammers van 0 t/m 17 jaar met een westerse migratieachtergrond.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","jongeren naar migratie3","F8.","","","","9","3","","","Population age","Western 0-17 years","Number of people registered in the area aged 17 and under with a western migration background.","1 January ","once a year"
"1460","Bevolking","Bevolking leeftijd","BEV18_22W","Westers 18-22 jaar ","Westers 18-22 jaar ","Aantal Amsterdammers van 18 t/m 22 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Western 18-22 years","Number of people registered in the area aged 18 to 22 years  with a western migration background.","1 January ","once a year"
"1470","Bevolking","Bevolking leeftijd","BEV23_39W","Westers 23-39 jaar ","Westers 23-39 jaar ","Aantal Amsterdammers van 23 t/m 39 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Western 23-39 years","Number of people registered in the area aged 23 to 39 with a western migration background.","1 January ","once a year"
"1480","Bevolking","Bevolking leeftijd","BEV40_64W","Westers 40-64 jaar ","Westers 40-64 jaar ","Aantal Amsterdammers van 40 t/m 64 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Western 40-64  years","Number of people registered in the area aged 40 to 64 with a western migration background.","1 January ","once a year"
"1490","Bevolking","Bevolking leeftijd","BEV65PLUSW","Westers 65+","Westers 65+","Aantal Amsterdammers van 65 jaar en ouder met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Western 80+  years","Number of people registered in the area aged 65 and over with a western migration background.","1 January ","once a year"
"1500","Bevolking","Bevolking leeftijd","BEV65_79W","Westers 65-79 jaar ","Westers 65-79 jaar ","Aantal Amsterdammers van 65 t/m 79 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Western 65-79  years","Number of people registered in the area aged 65 to  79 with a western migration background.","1 January ","once a year"
"1510","Bevolking","Bevolking leeftijd","BEV80PLUSW","Westers 80+","Westers 80+","Aantal Amsterdammers van 80 jaar en ouder met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Western 80+  years","Number of people registered in the area aged 80 and over with a western migration background.","1 January ","once a year"
"1520","Bevolking","Bevolking leeftijd","BEV17NW","Niet-westers 0-17 jaar","0-17 Niet-westers","Aantal Amsterdammers van 0 t/m 17 jaar met een niet-westerse migratieachtergrond.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","jongeren naar migratie3","F8.","","","","9","3","","","Population age","Non-western 0-17  years","Number of people registered in the area aged17 years and under with a non-western migration background.","1 January ","once a year"
"1530","Bevolking","Bevolking leeftijd","BEV18_22NW","Niet-westers 18-22 jaar ","Niet-westers 18-22 jaar ","Aantal Amsterdammers van 18 t/m 22 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Non-western 18-22 years","Number of people registered in the area aged 18 to 22 with a non-western migration background.","1 January ","once a year"
"1540","Bevolking","Bevolking leeftijd","BEV23_39NW","Niet-westers  23-39 jaar ","Niet-westers  23-39 jaar ","Aantal Amsterdammers van 23 t/m 39 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Non-western 23-39  years","Number of people registered in the area aged 23 to  39 with a non-western migration background.","1 January ","once a year"
"1550","Bevolking","Bevolking leeftijd","BEV40_64NW","Niet-westers  40-64 jaar ","Niet-westers  40-64 jaar ","Aantal Amsterdammers van 40 t/m 64 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Non-western 40-64  years","Number of people registered in the area aged 40 to  64 with a non-western migration background.","1 January ","once a year"
"1560","Bevolking","Bevolking leeftijd","BEV65PLUSNW","Niet-westers  65+","Niet-westers  65+","Aantal Amsterdammers van 65 jaar en ouder met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Non-western 65+  years","Number of people registered in the area aged 65 and over with a non-western migration background.","1 January ","once a year"
"1570","Bevolking","Bevolking leeftijd","BEV65_79NW","Niet-westers  65-79 jaar ","Niet-westers  65-79 jaar ","Aantal Amsterdammers van 65 t/m 79 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Non-western 65-79  years","Number of people registered in the area aged 65 to  79 with a non-western migration background.","1 January ","once a year"
"1580","Bevolking","Bevolking leeftijd","BEV80PLUSNW","Niet-westers  80+","Niet-westers  80+","Aantal Amsterdammers van 80 jaar en ouder met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","1","","","9","3","","","Population age","Non-western 80+  years","Number of people registered in the area aged 80 and over with a non-western migration background.","1 January ","once a year"
"1590","Bevolking","Bevolking leeftijd","BEV17AUTO_P","NL 0-17 jaar (%)","0-17 Nederlands (%)","Aandeel Amsterdammers van 0 t/m 17 jaar waarvan beide ouders in Nederland zijn geboren. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","jongeren naar migratie3%","F5.1","1","","","3","2","","","Population age","Dutch 0-17  years  (%)","Percentage of the population aged 17 and under with no migration background.","1 January ","once a year"
"1600","Bevolking","Bevolking leeftijd","BEV18_22NL_P","NL 18-22 jaar  (%)","NL 18-22 jaar  (%)","Aandeel Amsterdammers van 18 t/m 22 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Dutch 18-22  years  (%)","Percentage of the population aged 18 to 22 with no migration background.","1 January ","once a year"
"1610","Bevolking","Bevolking leeftijd","BEV23_39NL_P","NL 23-39 jaar (%)","NL 23-39 jaar (%)","Aandeel Amsterdammers van 23 t/m 39 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Dutch 23-39 years  (%)","Percentage of the population aged 23 to 39 with no migration background.","1 January ","once a year"
"1620","Bevolking","Bevolking leeftijd","BEV40_64NL_P","NL 40-64 jaar (%)","NL 40-64 jaar (%)","Aandeel Amsterdammers van 40 t/m 64 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Dutch 40-64  years  (%)","Percentage of the population aged 40 to 64 with no migration background.","1 January ","once a year"
"1630","Bevolking","Bevolking leeftijd","BEV65PLUSNL_P","NL 65+ (%)","NL 65+ (%)","Aandeel Amsterdammers van 65 jaar en ouder zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Dutch 65+  years  (%)","Percentage of the population aged 65 and over with no migration background.","1 January ","once a year"
"1640","Bevolking","Bevolking leeftijd","BEV65_79NL_P","NL 65-79 jaar (%)","NL 65-79 jaar (%)","Aandeel Amsterdammers van 65 t/m 79 jaar zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Dutch 65-79  years  (%)","Percentage of the population aged 65 to 79 with no migration background.","1 January ","once a year"
"1650","Bevolking","Bevolking leeftijd","BEV80PLUSNL_P","NL 80+ (%)","NL 80+ (%)","Aandeel Amsterdammers van 80 jaar en ouder zonder migratieachtergrond. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Dutch 80+  years  (%)","Percentage of the population aged 80 and over with no migration background.","1 January ","once a year"
"1660","Bevolking","Bevolking leeftijd","BEV17W_P","Westers 0-17 jaar (%)","0-17 Westers (%)","Aandeel Amsterdammers van 0 t/m 17 jaar met een westerse migratieachtergrond.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","jongeren naar migratie3%","F5.1","1","","","3","2","","","Population age","Western 0-17  years  (%)","Percentage of the population aged 17 and under with a western migration background.","1 January ","once a year"
"1670","Bevolking","Bevolking leeftijd","BEV18_22W_P","Westers 18-22 jaar (%)","Westers 18-22 jaar (%)","Aandeel Amsterdammers van 18 t/m 22 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F8.","1","","","3","2","","","Population age","Western 18-22  years  (%)","Percentage of the population aged 18 to 22 with a western migration background.","1 January ","once a year"
"1680","Bevolking","Bevolking leeftijd","BEV23_39W_P","Westers 23-39 jaar (%)  ","Westers 23-39 jaar (%)  ","Aandeel Amsterdammers van 23 t/m 39 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F8.","1","","","3","2","","","Population age","Western 23-39  years (%)","Percentage of the population aged 23 to 39 with a western migration background.","1 January ","once a year"
"1690","Bevolking","Bevolking leeftijd","BEV40_64W_P","Westers 40-64 jaar (%)","Westers 40-64 jaar (%)","Aandeel Amsterdammers van 40 t/m 64 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F8.","1","","","3","2","","","Population age","Western 40-64 years  (%)","Percentage of the population aged 40 to 64 with a western migration background.","1 January ","once a year"
"1700","Bevolking","Bevolking leeftijd","BEV65PLUSW_P","Westers 65+ (%)","Westers 65+ (%)","Aandeel Amsterdammers van 65 jaar en ouder met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F8.","1","","","3","2","","","Population age","Western 65+  years  (%)","Percentage of the population aged 65 and over with a western migration background.","1 January ","once a year"
"1710","Bevolking","Bevolking leeftijd","BEV65_79W_P","Westers 65-79 jaar (%)","Westers 65-79 jaar (%)","Aandeel Amsterdammers van 65 t/m 79 jaar met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F8.","1","","","3","2","","","Population age","Western 65-79  years (%)","Percentage of the population aged 65 to 79 with a western migration background.","1 January ","once a year"
"1720","Bevolking","Bevolking leeftijd","BEV80PLUSW_P","Westers 80+ (%)","Westers 80+ (%)","Aandeel Amsterdammers van 80 jaar en ouder met een westerse migratieachtergrond.

Men heeft een westerse migratieachtergrond als men zelf of een van de ouders geboren is in een westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Westerse landen zijn landen in Europa (exclusief Turkije en Nederland), Noord-Amerika en Oceanië, of Indonesië of Japan.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F8.","1","","","3","2","","","Population age","Western 80+  years  (%)","Percentage of the population aged 80 and over with a western migration background.","1 January ","once a year"
"1730","Bevolking","Bevolking leeftijd","BEV17NW_P","Niet-westers 0-17 jaar (%)","0-17 Niet-westers (%)","Aandeel Amsterdammers van 0 t/m 17 jaar met een niet-westerse migratieachtergrond.","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","jongeren naar migratie3%","F5.1","1","","","3","2","","","Population age","Non-western 0-17  years (%)","Percentage of the population aged 17 and under with a non-western migration background.","1 January ","once a year"
"1740","Bevolking","Bevolking leeftijd","BEV18_22NW_P","Niet-westers 18-22 jaar (%)","Niet-westers 18-22 jaar (%)","Aandeel Amsterdammers van 18 t/m 22 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Non-western 18-22 years  (%)","Percentage of the population aged 18 to 22 with a non-western migration background.","1 January ","once a year"
"1750","Bevolking","Bevolking leeftijd","BEV23_39NW_P","Niet-westers  23-39 jaar (%)","Niet-westers  23-39 jaar (%)","Aandeel Amsterdammers van 23 t/m 39 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Non-western 23-39  years (%)","Percentage of the population aged  23 to  39 with a non-western migration background.","1 January ","once a year"
"1760","Bevolking","Bevolking leeftijd","BEV40_64NW_P","Niet-westers  40-64 jaar (%)","Niet-westers  40-64 jaar (%)","Aandeel Amsterdammers van 40 t/m 64 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Non-western 40-64  years (%)","Percentage of the population aged 40 to  64 with a non-western migration background.","1 January ","once a year"
"1770","Bevolking","Bevolking leeftijd","BEV65PLUSNW_P","Niet-westers  65+ (%)","Niet-westers  65+ (%)","Aandeel Amsterdammers van 65 jaar en ouder met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Non-western 65+  years (%)","Percentage of the population aged 65 and over with a non-western migration background.","1 January ","once a year"
"1780","Bevolking","Bevolking leeftijd","BEV65_79NW_P","Niet-westers  65-79 jaar (%)","Niet-westers  65-79 jaar (%)","Aandeel Amsterdammers van 65 t/m 79 jaar met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Non-western 65-79  years  (%)","Percentage of the population aged 65 to 79 with a non-western migration background.","1 January ","once a year"
"1790","Bevolking","Bevolking leeftijd","BEV80PLUSNW_P","Niet-westers  80+ (%)","Niet-westers  80+ (%)","Aandeel Amsterdammers van 80 jaar en ouder met een niet-westerse migratieachtergrond.

Men heeft een niet-westerse migratieachtergrond als men zelf of een van de ouders is geboren in een niet-westers land. Het geboorteland van de moeder is bepalend voor de migratieachtergrond, tenzij de moeder in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader. Niet-westerse landen zijn Marokko, Turkije, Suriname, de (voormalige) Nederlandse Antillen en de overige landen in de werelddelen Afrika, Latijns-Amerika en Azië (exclusief Indonesië en Japan) of Turkije. ","Basisinformatie / O&S","1  januari","1 keer per jaar","1","%","","F5.1","1","","","3","2","","","Population age","Non-western 80+  years (%)","Percentage of the population aged 80 and over with a non-western migration background.","1 January ","once a year"
"1800","Wonen en Groen","Wonen","WVOORRBAG","Woningvoorraad","Woningvoorraad","Adressen die op de peildatum zijn geregistreerd in de Basisregistraties Adressen en Gebouwen (BAG) met het gebruiksdoel wonen, exclusief ligplaatsen en standplaatsen. ","Basisinformatie / O&S","1  januari","1 keer per jaar","2","","","F8.","","Stedelijke ontwikkeling en wonen","Woningvoorraad","9","3","","","Housing","Housing stock","Housing stock: addresses registered on the key date with the purpose 'home' (wheel estates and houseboats are excluded.)

Since 2015 housing stock also includes relatively small rental homes, like student homes. ","1 January ","once a year"
"1810","Wonen en Groen","Wonen","W_PROG","Woningprognose ","Woningprognose","Prognose uit 2022 voor de omvang van de woningvoorraad op 1 januari. 
De woningvoorraad is het aantal adressen dat geregistreerd is in de Basisregistraties Adressen en Gebouwen (BAG) met het gebruiksdoel wonen, exclusief ligplaatsen en standplaatsen. ","O&S","1  januari","eenmalig","2","","","F8.","","","","9","3","","","Housing","Projection housing stock 20121","Projection in 2021 for the housing stock on January 1st in future years. ","1 January ","one-off"
"1820","Wonen en Groen","Wonen","WDICHT","Woningdichtheid","Woningdichtheid","Aantal woningen per vierkante kilometer land. De oppervlakte is vastgesteld op het peiljaar -1.","Basisinformatie / O&S","1  januari","1 keer per jaar","2","/km2","","F8.","1","","","3","2","","","Housing","Housing density","Housing density: Number of homes per square kilometre land.","1 January ","once a year"
