Rijlabels;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
Kariman;;;;;;;1;1
Kelly de Vries;;;;;;;1;1
Kentie Nederland B.V.;;1;1;;;;;1
Khamooshian CTC;;;;;;;1;1
Kick Smeets Fotografie;;;;;;;1;1
KijkOpMedia;;;1;;1;;;1
Kinderfysiotherapie Abeln;;;;;;;1;1
"Kinderfysiotherapiepraktijk ""De Acrobaat""";;;;;;;1;1
kk huisarts;;;;;;;1;1
KKgradient;;;;;;;1;1
KMO Solutions B.V.;;;;;1;;;1
Knipmeijer & Blok Elektrotechniek B.V.;;;;;;;1;1
Kno-Tech Productbeveiliging;;;1;;;;;1
Kodision B.V.;;1;;;;;;1
Koffer- en Lederwarenfabriek Lejan B.V.;1;;;;;;;1
Komplett NL;;;1;;;;;1
Koopmans Oogzorg B.V.;;;;;;;1;1
Koos B.V.;;;;;;;1;1
Kop Beveiliging B.V.;;;;;1;;;1
Kovoks;;;;;;;1;1
KPN B.V. Telecom Facturering Vaste Telefonie;;;;;;1;;1
KPN B.V. Zakelijk Internet / ADSL;;;;;;1;;1
Kramer Gieten B.V.;1;;;;;;;1
Kruizinga B.V.;1;;;;;;;1
KSG B.V.;;;;;;;1;1
L.A.M. Verkouteren, Huisarts;;;;;;;1;1
La Haye Instituut voor Psychologische Diensten;;;;;;;1;1
Labvantage;;;;1;;;;1
Laskar Hardinxveld B.V.;1;;;;;;;1
LDC Uitgeverij B.V.;;;;1;;;;1
LeaseWeb Netherlands B.V.;1;;;1;;;;1
Leba 'Bakker' Sport B.V.;1;;;;;;;1
Lebara Limited;;;;;;;1;1
LeftClick B.V.;;;1;1;;;;1
Lenting Project Loodgieters;1;;;;;;;1
Letro Lichtreclame B.V.;1;;;;;;;1
Lexima B.V.;;;;1;;;;1
Limesco;;;;;;;1;1
Linguistic Data Consortium;;;;1;;;;1
Logopediepraktijk Zuilen;;;;;;;1;1
Lomitel Zuid B.V.;;;;1;;;;1
Loodgietersbedrijf Lantsink & Koning B.V.;1;;;;;;;1
Luna.nl B.V.;;;;;;;1;1
Lycamobile Netherlands Ltd.;;;;;;;1;1
M. Emmelkamp;;;;;;;1;1
M. Molenaar;;;;;;1;;1
M. van Helsdingen;1;;;;;;;1
M.F.M. van Doorn, huisartspraktijk;;;;;;;1;1
M.J.N. Bruins;;;1;;;;;1
M.T. Huisartswaarneming;;;;;;;1;1
M7 Group S.A.;;;;;;;1;1
Maatschap Anesthesiologen Diakonessenhuis;;;;;;;1;1
Maatschap Bakker en van Vliet;;;;;;;1;1
Maatschap Cardiologen Drechtsteden;;;;;;;1;1
Maatschap Cardiologen Martini ZKH;;;;;;;1;1
Maatschap Cardiologie Catharina Ziekenhuis;;;;;;;1;1
Maatschap Cardiologie CWZ;;;;;;;1;1
Maatschap Cardiologie SFG;;;;;;;1;1
Maatschap Cardiologie Utrecht/Zeist;;;;;;;1;1
Maatschap Cardioresearch Vlietland Ziekenhuis Schiedam;;;;;;;1;1
Maatschap Deneer & van Gaalen;;;;;;;1;1
Maatschap Dermatologie en Flebologie MCA;;;;;;;1;1
Maatschap Dr Oelrich en Dr Wit;;;;;;;1;1
Maatschap F.A. Ritter en N.M.C. Kuipers;;;;;;;1;1
Maatschap FariNi;;;;;;;1;1
Maatschap Gynaecologie CZE;;;;;;;1;1
Maatschap H.C. Nijdam J.S. Nijdam Roelands;;;;;;;1;1
Maatschap Huisartsen 's Hertogenbosch Noord;;;;;;;1;1
Maatschap Huisartsenpraktijk Barten & Dorhout;;;;;;;1;1
Maatschap Huisartsenpraktijk Boersma en Dekkers;;;;;;;1;1
Maatschap Huisartsenpraktijk Groenkamp;;;;;;;1;1
Maatschap Huisartsenpraktijk Oonincx-Teunissen;;;;;;;1;1
Maatschap Huisartsenpraktijk Rijnten en Schmidt;;;;;;;1;1
Maatschap Huisartsenpraktijk ter Apel;;;;;;;1;1
Maatschap Huisartspraktijk Staal;;;;;;;1;1
Maatschap J. Visser, J.H. Vervloet, K.H. Adams en A.J. Manschot;;;;;;;1;1
Maatschap Kaakchirurgen Leeuwarden / Sneek;;;;;;;1;1
Maatschap KNO-artsen Medisch Centrum Haaglanden;;;;;;;1;1
Maatschap Longartsen;;;;;;;1;1
Maatschap MSB Almere e.o.;;;;;;;1;1
maatschap MSB Gooi en Eemland;;;;;;;1;1
Maatschap Neurologie Eindhoven;;;;;;;1;1
Maatschap Neurologie Scheperziekenhuis Emmen;;;;;;;1;1
Maatschap O & G St. Antonius Ziekenhuis;;;;;;;1;1
Maatschap Oogheelkunde Alkmaar;;;;;;;1;1
Maatschap Oogheelkunde Stadskanaal;;;;;;;1;1
Maatschap Orthopedie Ikazia;;;;;;;1;1
Maatschap P. Gijsbers & R. Rondeel;;;;;;;1;1
Maatschap plast.chir. azr/sfg;;;;;;;1;1
Maatschap Praktijk voor Plastische Chirurgie;;;;;;;1;1
Maatschap Psychiatrie Amphia Ziekenhuis;;;;;;;1;1
Maatschap Statenweg;;;;;;;1;1
Maatschap Streppel-Zwartjes;;;;;;;1;1
Maatschap Terwindt Blessing;;;;;;;1;1
Maatschap Universitaire Orthopaedische Groep Nijmegen.;;;;;;;1;1
Maatschap van den Hombergh de Boer;;;;;;;1;1
Maatschap Westdorp;;;;;;;1;1
Maatwerk Interieurbetimmering;1;;;;;;;1
MadLogic B.V.;;;;;;;1;1
Management Drives Netherlands B.V.;;;;1;;;;1
Martini Zknhs/C.B. Tandheelk. Martini Zknhs;;;;;;;1;1
Marzan Security;;1;;;;;;1
Masco Kantoor Installaties B.V.;1;;;;;;;1
Master It Solutions B.V.;;;;1;;;;1
Matrix IT B.V.;;1;;;;1;;1
Mavention Beheer en Producten B.V.;;;1;;;;;1
Max ICT B.V.;1;;;;;;;1
MC Zuiderzee;;;;;;;1;1
MDL Zuidoost Friesland;;;;;;;1;1
Med. Spec. Bdr. Spaarne Gasths H'lem/Hoofddrp;;;;;;;1;1
Mediant locatie Roessinghsbleekweg;;;;;;;1;1
Medicas Beheer B.V.;;;;;;;1;1
Medicor Gezondheidszorg Hobbemaplein B.V.;;;;;;;1;1
MediCor Gezondheidszorg Rijswijkseplein B.V.;;;;;;;1;1
Medifix B.V.;1;;;;;;;1
Medisch Centrum Kruisstraat5402;;;;;;;1;1
Medisch Centrum Leeuwarden B.V.;;;;;;;1;1
Medisch Centrum Molenvliet;;;;;;;1;1
Medisch Centrum Mook;;;;;;;1;1
Medisch Centrum Oud West;;;;;;;1;1
Medisch Centrum Zwanenburg;;;;;;;1;1
Medisch Specialisten CoÃ¶peratief RDGG UA;;;;;;;1;1
Medisch Specialisten Coöperatief Haga UA;;;;;;;1;1
Medisch Specialisten Noord West;;;;;;;1;1
Medisch Specialistisch Bedrijf HMC;;;;;;;1;1
Megally Management B.V.;;;;;;;1;1
Meijman en Pijbes;;;;;;;1;1
Menarini Benelux NV/SA;;1;;;;;;1
MerkPC;;;;;;;1;1
Metaregistrar B.V.;;;;;;1;;1
Metrohm Nederland B.V.;1;;;;;;;1
Mett;;;;1;;;;1
michelpenterman.com;;;;;;;1;1
MichielB.com;;;;;;;1;1
Microfix;;1;;;;;;1
Milieu Service Nederland B.V.;1;;;;;;;1
Millisecond;;;;1;;;;1
Moduli Print B.V.;;;;1;;;;1
Mondriaan;;;;;;;1;1
Moneypenny.nl B.V.;;;;;;;1;1
Montani - creatief strategisch online;;;1;;;;;1
More4Apps;;;;1;;;;1
Motto Voip B.V.;;;;;;;1;1
Mr. Carrie;;;;;;;1;1
MSB St. Jansdal B.V.;;;;;;;1;1
Mts Friese Longartsen;;;;;;;1;1
Mts. Huisartsenpraktijk Hertroijs, Koch en Lintermans;;;;;;;1;1
Mulder Wagenbouw B.V.;1;;;;;;;1
Multi-Post Mail Systems B.V.;1;1;;;;;;1
Mundio Mobile (Netherlands) LTD;;;;;;;1;1
MV Loopbaanontwikkeling & Advies;;;;;;;1;1
mw. E.A.M. Bouwmeester R.R. de Vries Huisartsen;;;;;;;1;1
My Facilities B.V.;1;;;;;;;1
N & N Partners B.V.;;;1;;1;;;1
N. Aarnoudse B.V.;1;;;;1;;;1
Nbd biblion B.V.;;;;1;;;;1
Ned. ICT, V.b. Inf.techn., Telec.&aanv. sect.;;;;;;;1;1
Nedcomp Hosting B.V.;;;1;;;;;1
Nederlands Kleuren Centrum;;;;1;;;;1
Nedzone Internet B.V.;;;;;;;1;1
Nesh Media;;;;1;1;;;1
Netaffairs Internetdiensten B.V.;;;;;;;1;1
Netco Technology;;;;;;1;;1
Netexpo Internet B.V.;;;;;;;1;1
Netstar;1;;;;;;;1
NetwerkShop;1;;;;;;;1
Networking4all B.V.;;;;;;1;;1
Neuland Nederland;;1;1;;;;;1
Nextpertise B.V.;;;;;;;1;1
NFG Net Facilities Group B.V.;;;;1;;;;1
Nijkerk en Wesseling huisartsen;;;;;;;1;1
Nimsys B.V.;;;;;;;1;1
NL Hosting Internet B.V.;;;;;1;;;1
Nmedia;;;;1;;;;1
Nocepta vof;;;;;;;1;1
Notice Branded Media B.V.;;;;;1;;;1
NovÃƒÂ¡ccent ICT Solutions B.V.;;;;1;;;;1
Novagraaf Nederland B.V.;;;;;;;1;1
NovoServe B.V.;;;;;;;1;1
NSDSK, specialist voor taal en gehoor;;;;;;;1;1
Ntwali And Company Advocates;;;;;;;1;1
Nuus Kassasystemen B.V.;;;;1;;;;1
O. s.P.L. Nederland B.V.;1;;;;;;;1
ODSecurity B.V.;;;;1;;;;1
Office Athletes B.V.;;1;;;;;;1
Olssen B.V.;1;;;;;;;1
Olympus Nederland B.V.;1;;;;;;;1
Ommelander Ziekenhuis Groningen;;;;;;;1;1
Onderwijsbureau Groei;;;;1;;;;1
One World Health GGZ;;;;;;;1;1
One.com Nederland;;;1;;;;;1
OneXS Nederland B.V.;;;;;;;1;1
Online Marketing Coach;;;;1;;;;1
Ons Medisch Centrum Oss;;;;;;;1;1
On-Site B.V.;;;1;;;;;1
Ooperon Services B.V.;1;;;;;;;1
Optelec;1;;;;;;;1
Optelec Nederland B.V.;;;;1;;;;1
Optim-Eyes B.V.;;;;;;;1;1
Orbis Software Benelux B.V.;;;;1;;;;1
Orcavoice B.V.;;;1;;;1;;1
Osperon B.V.;;;;;;;1;1
Oss Nokalva Inc.;;;;1;;;;1
Oxford Wave Research Ltd.;;;;1;;;;1
P. Jonker-Bakker;;;;;;;1;1
P.D.M. de Buck;;;;;;;1;1
P.M. Elte;;;;;;;1;1
P.M. Nijhof, huisarts;;;;;;;1;1
P.Th. van Alkemade;;;;;;;1;1
Pact Eilander;;;;;;;1;1
Pactechno;;1;;;;;;1
Pan Medical;;;;;;;1;1
Panhuijsen Verpakking;1;;;;;;;1
Pantea B.V.;;;;;;;1;1
Paperwork I.T. B.V.;;;;;;;1;1
Paralax B.V.;;;;1;;;;1
Pardon Consult;;;;1;;;;1
Parkhuis Lombok;;;;;;;1;1
Parnassia B.V.;;;;;;;1;1
Parthen Group B.V.;;;;;;;1;1
Payeasy Internet Solutions B.V.;;;;;;;1;1
Payvision B.V.;;;;;1;;;1
PC-Media & Talendomein;1;;;;;;;1
Pe Netlogics B.V.;;;;;;;1;1
Peak Analysis & Automation;;;;1;;;;1
PeerCode;;;;;1;;;1
PHB Facility;1;;;;;;;1
Phecap;1;;;;;;;1
Phil Nijhuis Fotografie;;;;;;;1;1
Phone MediQ;;1;1;;;1;;1
PIT Partner in IT;;;;;;;1;1
Planon B.V.;;;;1;;;;1
Plato Group B.V.;;;1;;;;;1
Plex B.V.;;;;;;;1;1
PLINQ B.V.;;;;;;;1;1
Plusport B.V.;;;;1;;;;1
PlusPulse B.V.;;;;;;;1;1
POCOS;;;;;;;1;1
Poliklinische apotheek Alkmaar;;;;;;;1;1
Postcode.NL B.V.;;;;1;;;;1
PPC B.V.;;;;;1;;;1
PPC Cardsystems;;;;;1;;;1
Praktijk Abrazos;;;;;;;1;1
Praktijk de Binnentuin;;;;;;;1;1
Praktijk dr. Kamaran Saeed;;;;;;;1;1
Praktijk Iscanli;;;;;;;1;1
Praktijk Lorewtz - Levert;;;;;;;1;1
Praktijk R.J.A. Bollen;;;;;;;1;1
Praktijk vanNoord;;;;;;;1;1
praktijk Zuidwest oefentherapie;;;;;;;1;1
Prestige Reclame B.V.;1;;;;;;;1
Pretium Telecom;;;;;;;1;1
Previder;;;;;;;1;1
Pro Conference B.V.;;;;;;1;;1
Pro Persona GGz;;;;;;;1;1
Professional Control Systems B.V.;;;;;;1;;1
Promis Electro-Optics B.V.;1;;;;;;;1
Promostore Merchandising B.V.;;;;;;1;;1
Promptus Cursussoftware B.V.;;;;1;;;;1
Props Applications B.V.;;;;;;1;;1
Psychiatriepraktijk Sneek;;;;;;;1;1
Psychodiagnostica;;;;;;;1;1
Psychologen Groepspraktijk Amsterdam;;;;;;;1;1
Psychologiepraktijk De Meeuwen;;;;;;;1;1
PsyQ Breda;;;;;;;1;1
PubliContact B.V.;;;;;;;1;1
Q-Fast Telecom B.V.;;;;;;;1;1
Quality Systems B.V.;;;;;;;1;1
Quis Products B.V.;;;;1;;;;1
R. Baykir;;;;;;;1;1
Raatwerk B.V.;;;;1;1;;;1
Radiation Experts B.V.;1;;;;;;;1
Radik;;;;;;;1;1
Rado Vleugel Media.;;;;1;;;;1
RAPIDE Internet;;;;;;;1;1
RBS Showequipment;;;1;;;;;1
Reade;;;;;;;1;1
Rechtnet B.V.;;;1;;;;;1
Redplume;;;;;;;1;1
Redworks B.V.;;;;;;;1;1
Refractiecentrum Haaglanden B.V.;;;;;;;1;1
Regiovakgroep Chirurgen Noordoost B.V.;;;;;;;1;1
Reinier de Graaf Groep;;;;;;;1;1
Reis Huisarts B.V.;;;;;;;1;1
Rene Verleg Fotografie;;;;;;;1;1
Reparatie Almelo;;;;;;1;;1
Republicom;;;;;;;1;1
Research Link;;;;;;1;;1
Research Noord B.V.;;;;;;;1;1
Réseaux IP Européens Network Coordination Centre (RIPE NCC);;;1;;;;;1
Respect Zorggroep Scheveningen;;;;;;;1;1
Restyle Groep Nederland;1;;;;;;;1
RFK;;;;;1;;;1
RGO Storage Solutions;1;;;;;;;1
Rhenus Data Office Netherlands B.V.;;;;;1;;;1
Richard Sluijs ontwerpen;;;;;;;1;1
RIQ software development B.V.;;;;1;;;;1
Rivierduinen;;;;;;;1;1
RoadTripp B.V.;;;;;;;1;1
Robert Bosch B.V.;;;;1;;;;1
Roeters Tuin- en Parkmachines B.V.;1;;;;;;;1
Rosamund O. Bakare & Co.;;;;;;;1;1
Runway Group B.V.;;;;;;;1;1
Ruys Handelsvereniging B.V.;;1;;;;;;1
RvA-Bethaniestraat 2;;;;;;;1;1
S. Kamperman;;;;;;;1;1
S.P.E. B.V.;1;;;;;;;1
S.R. Koopman;;;;;;;1;1
Safety Parts;;;;;1;;;1
SafetyCulture Pty Ltd;;;;1;;;;1
Sailor Telecom B.V.;;;;;;;1;1
Salves Testservices West B.V.;;;;;1;;;1
SchÃƒÂ¤fer Shop B.V.;1;;;;;;;1
Schildersbedrijf Mijnheer B.V.;1;;;;;;;1
Schiphol Connect B.V.;;;;;;1;;1
Schoondergang Van Zwanenburg Grootkeukentechniek;;;;;1;;;1
SchrijfOp.nl;;;;;1;;;1
Schuttelaar & Partners, Maatsch. Comm. B.V.;;;;;1;;;1
ScreenCheck Europe B.V.;;1;;1;;;;1
Sdu Uitgevers B.V.;1;;;;;;;1
Seceurtronics Security Systems;1;;;;;;;1
Second Opinion Centrum Nederland B.V.;;;;;;;1;1
SecureLink Nederland B.V.;;;;;;;1;1
Security Lab Sagl;;;1;;;;;1
Security Monitoring Centre;;;1;;;;;1
Sentebibupraktijk;;;;;;;1;1
Sentia Netherlands B.V.;;;;;;;1;1
Service Equipe Nederland B.V.;1;;;;;;;1
SET Telecom B.V.;;;1;;;;;1
Siemens Healthcare Nederland B.V.;;;;1;;;;1
Signet;;;;;;;1;1
Sim Adviesbureau;;;;;;;1;1
Simonis Verf B.V.;1;;;;;;;1
Simpel.nl B.V.;;;;;;;1;1
SinnerG B.V.;;;;;;;1;1
Sint Antonius Ziekenhuis Locatie Nieuwegein;;;;;;;1;1
SiPPoint B.V.;;;;;;;1;1
Siptrunking B.V.;;;;;;;1;1
Site By Site B.V.;;;;1;;;;1
Sky Lite Holland B.V.;1;;;;;;;1
SLASH2 B.V.;;;1;;;;;1
Slotervaartziekenhuis B.V.;;;;;;;1;1
SLTN Inter Acces bv.;;;;1;;;;1
Sluyter & Essink Huisartsen;;;;;;;1;1
SMA LEGAL;;;;;;;1;1
Software Borg (1);;;;1;;;;1
Softwarehosting.nl B.V.;;;;;;;1;1
Sogeti Nederland B.V.;;;;1;1;;;1
Solcon Internetdiensten N.V.;;;;;;;1;1
Sollie.Comm. B.V.;;;;;;;1;1
Solvinity BV;;;;1;;;;1
Sophia Revalidatie Gouda;;;;;;;1;1
Sortimo Service Center Bergambacht;1;;;;;;;1
SPEAKAP B.V.;;;;;;1;;1
Speakup;;;;;;;1;1
Spectrometry Vision B.V.;;;;1;;;;1
SPIE TB Zwolle B.V.;;;;;;1;;1
Spirit of the age;;;;;;;1;1
Spotler Nederland B.V.;;;1;1;;;;1
St. Jans Gasthuis;;;;;;;1;1
St. Lentis;;;;;;;1;1
St. Neurologie Flevoziekenhuis;;;;;;;1;1
St. Plast.-Reconstr.-Handchirurgie;;;;;;;1;1
Staples Nederland B.V.;1;1;1;;;;;1
STB Automatisering & Advies B.V.;;;;;1;;;1
Steigerdeals B.V.;1;;;;;;;1
Stemmenbank.nl;;;;;1;;;1
STG Kruispost;;;;;;;1;1
Stg. Amsterdamse Gezondheidscentra (S.A.G.);;;;;;;1;1
Stg. Buruli Ulcer Groningen;;;;;;;1;1
Stg. Christ. Algemeen Ziekenh. NW-Veluwe;;;;;;;1;1
Stg. Forensisch Ps. Centrum Dr. S. van Mesdag;;;;1;;;;1
Stg. Geestelijke Gezondheidszorg Friesland;;;;;;;1;1
Stg. Georganiseerde Eerstelijnszorg Z'meer;;;;;;;1;1
Stg. Interzorg Noord-Nederland;;;;;;;1;1
Stg. Service Centrum Auteurs & Nabur. rechten;;;;1;;;;1
Stg. Transmur. Spec. Zorg Dokkum/C.C. Dokkum;;;;;;;1;1
Sticht. GGZ Westelijk Noord-Brabant (GGZ-WNB);;;;;;;1;1
Sticht. International Health Centre The Hague;;;;;;;1;1
Stichting Alrijne Zorggroep;;;;;;;1;1
Stichting Amsta/Dr. Sarphatihuis;;;;;;;1;1
Stichting Antonius Zorggroep;;;;;;;1;1
Stichting Bougie Art Foundation;1;;;;;;;1
Stichting Breedband Delft;;;;;;;1;1
Stichting Centrum Certificering ACT en FACT;;;;;;;1;1
Stichting De Cultuurkantine;1;;;;;;;1
Stichting Eindelijk! Theater;;;;;;;1;1
Stichting Equator Foundation;;;;;;;1;1
Stichting Esdégé-Reigersdaal;;;;;;;1;1
Stichting Expertisecentrum ETV.nl;1;;;;;;;1
Stichting Flevoziekenhuis;;;;;;;1;1
Stichting G.O.Z.L.;;;;;;;1;1
Stichting Gezondheidscentra Eindhoven;;;;;;;1;1
Stichting Gezondheidscentrum Diemen Noord;;;;;;;1;1
Stichting GGNet;;;;;;;1;1
Stichting GGz Breburg Groep;;;;;;;1;1
Stichting GGZ Noord-Holland-Noord;;;;;;;1;1
stichting government roaming nederland;;;;1;1;;;1
Stichting HagaZiekenhuis;;;;;;;1;1
Stichting Kruisen en Kapellen Tegelen;;;;;;;1;1
Stichting Laurens;;;;;;;1;1
Stichting Laurentius Ziekenhuis;;;;;;;1;1
Stichting Livio / Verpleeghuis De Cromhoff;;;;;;;1;1
"Stichting Maastricht Radiation Oncology ""Maastro-Clinic"",";;;;;;;1;1
Stichting Medisch Spectrum Twente;;;;;;;1;1
Stichting met ggz;;;;;;;1;1
Stichting MRI Diagnostiek;;;;;;;1;1
Stichting Nephron;;;;;;;1;1
Stichting Netwerk Gerechtsdeurwaarders;;;;;1;;;1
Stichting OLVG, OLVG Oost;;;;;;;1;1
Stichting Ondersteuning Tuchtcolleges Advocatuur;;1;;;;;;1
Stichting OVZ-CMSR;;;;;;;1;1
Stichting PARLAN;;;;1;;;;1
Stichting Reos Foundation Europe;;;;;;;1;1
Stichting Revalidatie Friesland, locatie Beetsterzwaag;;;;;;;1;1
Stichting Revant;;;;;;;1;1
Stichting Sims;;;;;;;1;1
Stichting Sint Franciscus Vlietland Groep;;;;;;;1;1
Stichting Sint Maartenskliniek;;;;;;;1;1
Stichting Stemra;;;;1;;;;1
Stichting Telefonische Hulpdienst Utrecht;;;1;;;;;1
Stichting Toegepast Criminologisch Onderzoek;;;;;;;1;1
Stichting Treant Ziekenhuiszorg;;;;;;;1;1
Stichting Verslavingszorg Noord Nederland;;;;;;;1;1
Stichting Videma;;;;;;1;;1
Stichting Villa Pinedo;;;;;;;1;1
Stichting Vrienden van Hoeve Boschoord;;;;;;;1;1
Stichting W.A.M.U.-Wetenschappelijke Activiteiten Maastrichtse Urologie;;;;;;;1;1
Stichting Young in Prison (Yip);;;;;;;1;1
Stichting Ziekenhuis Gelderse Vallei;;;;;;;1;1
Stichting Ziekenhuisgroep Twente;;;;;;;1;1
Stichting Zorggroep Zonnestraal;;;;;;;1;1
Stolkpsycholoogonline.nl;;;;;;;1;1
Stollfub Medien;;;1;;;;;1
Stratfor Enterprises;;;;1;;;;1
Streekziekenhuis Koningin Beatrix;;;;;;;1;1
Strukton Worksphere B.V.;1;;;;1;;;1
Suprieur B.V.;;;;;;;1;1
SurveyMonkey Europe;;;1;;;;;1
Swaan-Vrolijk;;;;;;;1;1
Sweco Nederland;;;;1;;;;1
Synthese iGGz B.V.;;;;;;;1;1
Systeemtherapie Relatief;;;1;;;;;1
Systemec B.V.;;;;;;;1;1
T. Tavakolnia;;;;;;;1;1
TÃƒÅ“V Nederland QA B.V.;;;;;;1;1;1
Tangram Onderzoek B.V.;;;;;;1;;1
Tappan Communicatie B.V.;;;;;1;;;1
Taylor & Francis Group;;;;;;1;;1
Teamwork.com;;;1;;;;;1
Technische Handelsonderneming P. van Leeuwen;;1;;;;;;1
Teleena Nederland B.V.;;;;;;;1;1
Telfort Zakelijk;;;;;;1;;1
Tempcontrol Industrial Electronic Products B.V.;1;;;;;;;1
Ter Hoeven & Partners B.V.;;1;;;;;;1
Termeer Infra Service;;;;;;;1;1
Terpstra, N.C.;;;;;;;1;1
TES Installatietechniek Tilburg B.V.;;1;;;;;;1
Test IT B.V.;;;;1;;;;1
The Music Marketeers B.V.;;;;;;1;;1
The Next Speaker;;;;;;;1;1
The One Minute Company;;;1;;;;;1
The Phone House Epe B.V.;;1;;;;;;1
The Solutions Factory B.V.;;;;;1;;;1
The Surgery Ltd;;;;;;;1;1
Thermopatch B.V.;1;;;;;;;1
Thoraxcentrum Research B.V.;;;;;;;1;1
Threema GmbH;;;;1;;;;1
TimeTell B.V.;;;;1;;;;1
TMSH B.V.;1;;;;;;;1
TNT Express Nederland B.V.;;;;1;;;;1
Toner Webshop;;;1;;;;;1
Tony de Bree Advies;;;;;;;1;1
TRAC;;;;;;1;;1
Tranquilo;;;;1;;;;1
TranZ B.V.;;;;;;;1;1
Travis Holding B.V.;;;;;1;;;1
Trendcall Nederland;;;;;;;1;1
TrendCall Nederland B.V.;;;;;;;1;1
Tres Telecom Projecten B.V.;1;;;;;;;1
Trilogic Technologies B.V.;;;;;;1;;1
TriNed;;;;;;;1;1
Triptic B.V.;;;;1;;;;1
TSV Groep B.V.;;;;;;1;;1
TSV-Contact Centers;;;;;;1;;1
Tweesteden Ziekenhuis;;;;;;;1;1
TWS Networkconcepts;;;;;;;1;1
Tyco Fire and Security Nederland B.V.;;1;;;;;;1
UGC Heyendael;;;;;;;1;1
UKB - Uwe Krumm Burbach Gmbh;1;;;;;;;1
Unet B.V.;;;;;;;1;1
Unipas B.V.;;;;;1;;;1
Urban Senses;;;;;;;1;1
Urologenmaatschap De Nieuwe Waterweg;;;;;;;1;1
Urologie Groep Limburg;;;;;;;1;1
USG HR Professionals;;;;;;;1;1
UTS Nederland;;;;1;;;;1
UW Werkmaatschappij B.V.;;;;;;;1;1
V.O.F. Ripperda Advocaten;;;;;;;1;1
Vakgroep interne Geneeskunde;;;;;;;1;1
Van der Put/DatabaseMarketing;;;;;;;1;1
van der Voo Illustrator;;;;;1;;;1
Van Rossum IJzerhandel B.V.;;;1;;;;;1
Van Schaik Meubelmakerij;1;;;;;;;1
Van Slobbe B.V.;;;1;;;;;1
Vandeputte Medical;1;;;;;;;1
VB Telecom;;;;;;;1;1
Vellance B.V.;;;;;1;;;1
Velzart;;;;;;;1;1
Venema Communicatie B.V.;1;;;;;;;1
Veolia Gebouwenbeheer B.V.;1;;;;1;;;1
Vereniging Coin;;;1;;;;;1
Verloskundigenpraktijk Katwijk;;;;;;;1;1
Verloskundigenpraktijk Portland;;;;;;;1;1
Vermaat - A. van Leeuwenhoek Ziekenhuis A'dam;;;;;;;1;1
Vermaat - Diakonessenhuis Utrecht;;;;;;;1;1
Vertimart Consultants B.V.;;;;;1;;;1
Via-Sophia;;;;;;;1;1
Vicrea Solutions B.V.;;;;1;;;;1
Videotronic Infosystems Nederland B.V.;1;;;;;;;1
Vink Lisse B.V.;;1;;;;;;1
Virenze Riagg B.V.;;;;;;;1;1
Virtual Vision;;1;;;;;;1
VisionBI B.V.;;;;1;;;;1
Vision-Box Netherlands B.V.;;;;1;;;;1
Visions Connected Netherlands B.V.;1;;;;;;;1
Visuall;;;;1;;;;1
Vitreous;;;;;;;1;1
Vivon Nederland B.V.;1;;;;;;;1
Vivre;1;;;;;;;1
VNSG Diensten B.V.;;;;1;;;;1
Vogellanden, centrum voor Revalidatie en Bijzondere Tandheelkunde;;;;;;;1;1
VoiceData;;;;;;;1;1
Voiceworks B.V.;;;;;;;1;1
Voip4all B.V.;;;;;;;1;1
Voipro Communications Company B.V.;;;;;;;1;1
Voizz Nederland B.V.;;;;;;;1;1
Volkswagen AG;;;;;;1;;1
Voornenet B.V.;;;;;;;1;1
W. Schrikker Stg. Jeugdbesch. & Jeugdreclass.;;;;;;;1;1
W.H. Lionarons;;;;;;;1;1
WÃƒÂ¼rth-Nederland B.V.;1;;;;;;;1
Warp Industries B.V.;1;;;;;;;1
Watermelon B.V.;;1;;;;;;1
We are Online B.V.;;;;1;;;;1
We Make It Work B.V.;1;;;;;;;1
Webelect;;1;;1;;;;1
West Hosting+ B.V.;1;;;;;;;1
Westerborg Huisartsenpraktijk;;;;;;;1;1
Westfriesgasthuis;;;;;;;1;1
Wetenschapsmaatschap Haagse Neurochirurgen;;;;;;;1;1
WEWO EUROPE B.V.;;1;;;;;;1
WiFly Wireless Solutions;;;;;;;1;1
Wijk Gezondheidscentrum Lunetten;;;;;;;1;1
Wilt-Cyrox Groep BV;1;;;;;;;1
Wolters Kluwer Belgium NV;;;1;;;;;1
Worldline B.V.;1;;;;;;;1
Wuestman B.V.;;;;;1;;;1
X2Com B.V.;;;;;;;1;1
Xenosite B.V.;;;;;;;1;1
Xentech B.V.;;;;;;;1;1
X-ict B.V.;;1;;;;;;1
XOIP B.V.;;;;;;;1;1
XRC®services B.V.;;;;;;;1;1
XS 2 Knowledge B.V.;;;1;;;;;1
X-support B.V.;;;;;;;1;1
XTANDIT B.V.;;1;1;;;;;1
Youfone;;;;;;;1;1
Your Hosting B.V.;;;;1;1;;;1
YTEC Development B.V.;;;;1;;;;1
Zaalverhuur7;;;1;;;;;1
Zalencentrum 'De Trije Doarpen';;;;;;;1;1
