FID,omschr,aant_msk,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
mengstroken_wegvak.439,Invoegstrook,1 -> 1,H,600241934,2022-01-01T00:00:00,0,225,060024193420220101,KLK0008432661,L,A,4,,"LINESTRING (116708.39200000092 480150.4503999986, 116744.12640000135 480132.47289999947, 116779.90700000152 480115.07129999995, 116816.09079999849 480098.01669999957, 116855.86699999869 480079.95380000025, 116892.44359999895 480063.7626999989, 116912.22100000083 480055.27050000057)"
mengstroken_wegvak.440,Uitrijstrook,1 -> 1,H,600241934,2022-01-01T00:00:00,1584,1825,060024193420220101,KLK0008432620,L,I,4,,"LINESTRING (118217.07979999855 479686.81969999894, 118230.67399999872 479681.809799999, 118249.30829999968 479674.54509999976, 118262.80050000176 479669.02910000086, 118281.13170000166 479661.15249999985, 118299.30029999837 479652.78810000047, 118317.2965000011 479644.06109999865, 118325.94469999894 479639.7597000003, 118343.68470000103 479630.5656000003, 118361.27210000157 479621.03649999946, 118378.64020000026 479611.11890000105, 118395.84070000052 479600.9043999985, 118431.63589999825 479578.8231000006)"
mengstroken_wegvak.441,Uitrijstrook,1 -> 1,H,600123406,2022-01-01T00:00:00,154,276,060012340620220101,KLK0008433629,L,I,4,,"LINESTRING (115614.83430000022 481112.9048999995, 115613.31960000098 481106.9464999996, 115610.93809999898 481100.09959999844, 115606.69590000063 481090.35009999946, 115601.26300000027 481078.9633000009, 115593.82070000097 481066.3114, 115586.45279999822 481054.4780000001, 115583.1037000008 481050.0870999992, 115547.82299999893 481012.8929999992)"
mengstroken_wegvak.442,Uitrijstrook,1 -> 1,H,600123406,2022-01-01T00:00:00,93,154,060012340620220101,KLK0008080094,L,I,3,,"LINESTRING (115622.52959999815 481173.18189999834, 115622.7751000002 481170.66330000013, 115622.86080000177 481165.6640000008, 115622.48119999841 481158.8599999994, 115621.6427000016 481148.8372000009, 115618.502700001 481129.08370000124, 115616.95800000057 481121.2591999993, 115614.83430000022 481112.9048999995)"
mengstroken_wegvak.443,Weefstrook,2 -> 2,H,230363013,2022-01-01T00:00:00,0,576,023036301320220101,KLK0008432684,L,I,5,,"LINESTRING (115281.85599999875 481817.6810000017, 115345.90659999847 481725.47890000045, 115352.05710000172 481716.3772, 115358.01150000095 481707.29289999977, 115368.85619999841 481690.4882000014, 115385.60240000114 481663.80000000075, 115406.44009999931 481629.6592000015, 115428.45470000058 481592.7456, 115448.49130000174 481558.3953999989, 115462.36219999939 481534.0377999991, 115481.94060000032 481499.1314000003, 115498.83370000124 481468.2936999984, 115517.71519999951 481433.05110000074, 115536.23200000077 481397.59369999915, 115545.39070000127 481379.811900001, 115574.47819999978 481322.12860000134)"
mengstroken_wegvak.444,Uitrijstrook,1 -> 1,H,600478340,2022-01-01T00:00:00,210,337,060047834020220101,KLK0008436702,R,I,2,,"LINESTRING (130355.18710000068 453897.39180000126, 130395.12060000002 453881.383200001, 130470.32360000163 453854.09739999846, 130474.34079999849 453853.06720000133)"
mengstroken_wegvak.445,Uitrijstrook,2 -> 2,T,271304050,2022-01-01T00:00:00,0,65,027130405020220101,KLK0008436984,R,I,1,,"LINESTRING (135647.82699999958 452252.1275999993, 135713 452254)"
mengstroken_wegvak.446,Uitrijstrook,1 -> 1,H,271304050,2022-01-01T00:00:00,0,65,027130405020220101,KLK0008436982,R,I,4,,"LINESTRING (135647.82699999958 452252.1275999993, 135713 452254)"
mengstroken_wegvak.447,Uitrijstrook,2 -> 2,H,600478791,2022-02-01T00:00:00,0,40,060047879120220201,KLK0008522849,R,I,3,,"LINESTRING (108571.99340000004 428254.6887000017, 108555.38560000062 428232.16209999844, 108550.85500000045 428221.03610000014)"
mengstroken_wegvak.448,Uitrijstrook,1 -> 1,T,600478794,2022-02-01T00:00:00,91,182,060047879420220201,KLK0008522866,R,I,1,,"LINESTRING (108511.67060000077 428119.19689999893, 108480.1072999984 428033.8460999988)"
mengstroken_wegvak.449,Weefstrook,1 -> 1,H,600119432,2022-02-01T00:00:00,0,523,060011943220220201,KLK0008523084,R,I,3,,"LINESTRING (105852.94830000028 422915.22949999943, 105829.26379999891 422883.0855999999, 105817.63879999891 422866.81109999865, 105806.24210000038 422850.37420000136, 105794.17599999905 422832.2371000014, 105783.26529999822 422815.5221000016, 105772.5262000002 422798.63639999926, 105762.0159999989 422781.6158000007, 105741.52120000124 422747.2646000013, 105582.51429999992 422467.7170000002)"
mengstroken_wegvak.450,Uitrijstrook,2 -> 2,H,600112226,2022-02-01T00:00:00,0,12,060011222620220201,KLK0007641793,R,I,3,,"LINESTRING (103868 420701, 103856.07899999991 420701.8260000013)"
mengstroken_wegvak.451,Weefstrook,1 -> 1,H,213246011,2022-02-01T00:00:00,0,674,021324601120220201,KLK0008474447,L,I,3,,"LINESTRING (106544.7611999996 423424.55050000176, 106580.8759999983 423438.4290000014, 106599.63080000132 423445.37000000104, 106618.52180000022 423451.9376000017, 106637.49760000035 423458.2624000013, 106661.74529999867 423466.04100000113, 106719.33309999853 423482.8834999986, 106841.54329999909 423516.5009999983, 106901.81379999965 423533.60060000047, 106920.98570000008 423539.2884000018, 106941.07770000026 423545.7877999991, 106959.92660000175 423552.53510000184, 106971.38120000064 423557.0749000013, 106989.77800000086 423564.94729999825, 107004.12009999901 423571.7463000007, 107021.88690000027 423580.95589999855, 107039.31390000135 423590.78759999946, 107043.74390000105 423593.46240000054, 107060.67599999905 423604.1053000018, 107067.03819999844 423608.4114000015, 107083.20450000092 423620.0174999982, 107099.01150000095 423632.2718999982, 107114.34039999917 423645.1319000013, 107123.65309999883 423653.4895000011, 107137.99139999971 423667.2595000006, 107155.91070000082 423686.0379999988)"
mengstroken_wegvak.452,Uitrijstrook,1 -> 1,T,600403583,2022-02-01T00:00:00,0,12,060040358320220201,KLK0008523302,L,I,1,,"LINESTRING (107489.95439999923 423952.0533000007, 107497 423962)"
mengstroken_wegvak.453,Uitrijstrook,1 -> 2,T,600480021,2022-02-01T00:00:00,54,69,060048002120220201,KLK0008534029,R,I,1,,"LINESTRING (84764.19299999997 457701.2404000014, 84766.0998999998 457699.2208000012, 84774.98490000144 457690.65630000085)"
mengstroken_wegvak.454,Uitrijstrook,1 -> 1,H,167317032,2022-02-01T00:00:00,0,27,016731703220220201,KLK0008534050,R,I,3,,"LINESTRING (83978.54410000145 458511.3625999987, 83997.97910000011 458492.6019000001)"
mengstroken_wegvak.455,Uitrijstrook,1 -> 1,H,600106922,2022-02-01T00:00:00,0,8,060010692220220201,KLK0008814746,R,I,3,,"LINESTRING (84523.56399999931 457994.43499999866, 84516.53460000083 457990.8211000003)"
mengstroken_wegvak.456,Uitrijstrook,1 -> 1,H,238388007,2021-12-01T00:00:00,232,289,023838800720211201,KLK0008263963,L,I,2,,"LINESTRING (119463.01880000159 494138.5406000018, 119474.61470000073 494110.5832999982, 119478.72540000081 494101.46649999917, 119485.9279000014 494086.36349999905)"
mengstroken_wegvak.457,Uitrijstrook,1 -> 1,H,238388007,2021-12-01T00:00:00,289,454,023838800720211201,KLK0008263962,L,I,3,,"LINESTRING (119485.9279000014 494086.36349999905, 119489.49240000173 494078.88899999857, 119514.0047999993 494029.4741999991, 119534.41120000184 493986.0278999992, 119558.8925999999 493938.28009999916)"
mengstroken_wegvak.458,Invoegstrook,1 -> 1,H,240386021,2021-12-01T00:00:00,0,234,024038602120211201,KLK0008263856,L,I,3,,"LINESTRING (120037.9523999989 493326.0254999995, 120052.72659999877 493300.7426000014, 120065.13289999962 493279.06120000035, 120072.40549999848 493265.93829999864, 120079.49350000173 493252.7078999989, 120088.69189999998 493234.9204000011, 120099.12280000001 493213.86250000075, 120109.74980000034 493191.2300999984, 120115.89589999989 493177.5469999984, 120119.7921999991 493168.3343999982, 120125.26630000025 493154.46449999884, 120128.54820000008 493145.01839999855, 120130.04270000011 493140.2448000014, 120133.27459999919 493128.6695000008, 120134.44959999993 493123.8597000018, 120136.29639999941 493114.73380000144)"
mengstroken_wegvak.459,Uitrijstrook,1 -> 1,H,221358005,2021-12-01T00:00:00,1193,1335,022135800520211201,KLK0008259839,L,I,5,,"LINESTRING (111438.59189999849 480297.03660000116, 111439.14790000021 480298.48959999904, 111446.10119999945 480317.2419999987, 111453.43549999967 480337.70479999855, 111459.97619999945 480356.6160000004, 111466.35240000114 480375.5727000013, 111472.5278000012 480394.59809999913, 111484.01350000128 480431.20059999824)"
mengstroken_wegvak.461,Weefstrook,1 -> 1,H,600105885,2022-01-01T00:00:00,0,735,060010588520220101,KLK0008429328,R,I,4,,"LINESTRING (82735.58430000022 450151.4884000011, 82601.56280000135 450015.0843999982, 82542.63100000098 449954.6823000014, 82525.81569999829 449937.2274999991, 82519.11059999838 449930.2362000011, 82477.76110000163 449886.4919999987, 82437.13049999997 449842.3425000012, 82421.25490000099 449824.7697999999, 82394.71090000123 449794.8491999991, 82380.4327000007 449778.6345000006, 82359.88709999993 449754.89820000157, 82321.05810000002 449709.15520000085, 82295.50719999894 449678.372299999, 82264.60060000047 449640.4855000004, 82239.75769999996 449609.35830000043)"
mengstroken_wegvak.462,Weefstrook,1 -> 1,H,164299029,2022-01-01T00:00:00,0,842,016429902920220101,KLK0009563305,L,I,4,,"LINESTRING (82243.61230000108 449584.9365000017, 82268.4497999996 449616.27010000125, 82293.5716000013 449647.40459999815, 82322.95919999853 449683.1303999983, 82348.6790000014 449713.7661000006, 82374.68439999968 449744.1592000015, 82406.93439999968 449781.1682999991, 82433.52939999849 449811.0476000011, 82470.90879999846 449852.2302000001, 82511.77549999952 449896.16120000184, 82530.31289999932 449915.6539000012, 82559.42080000043 449945.83900000155, 82710.23039999977 450099.75389999896, 82813.46049999818 450204.72260000184)"
mengstroken_wegvak.463,Splitsing,1 -> 1,H,163296012,2022-01-01T00:00:00,60,475,016329601220220101,KLK0008429355,L,I,4,,"LINESTRING (81578.28460000083 448436.44370000064, 81583.15069999918 448447.9285000004, 81706.50169999897 448712.46440000087, 81733.08720000088 448768.1867999993, 81754.46310000122 448811.6644000001)"
mengstroken_wegvak.464,Invoegstrook,1 -> 1,H,600146423,2022-01-01T00:00:00,0,256,060014642320220101,KLK0008455389,L,I,3,,"LINESTRING (205611.12040000036 378508.5573000014, 205569.91319999844 378509.5011, 205529.92940000072 378510.6464000009, 205492.90179999918 378511.9571999982, 205452.9279000014 378513.5282999985, 205355.30739999935 378518.07189999893)"
mengstroken_wegvak.465,Uitrijstrook,1 -> 1,H,600146423,2022-01-01T00:00:00,1937,2166,060014642320220101,KLK0008455366,L,I,3,,"LINESTRING (203676.42830000073 378602.4882999994, 203601.98800000176 378606.23149999976, 203562.0175999999 378607.8145999983, 203520 378608.95540000126, 203500 378609.3251999989, 203447.8114 378609.42280000076)"
mengstroken_wegvak.466,Invoegstrook,1 -> 1,H,369158007,2022-01-01T00:00:00,0,343,036915800720220101,KLK0008143372,R,I,3,,"LINESTRING (184800.13940000162 379462.18620000035, 184835.40780000016 379445.7404999994, 184871.76040000096 379429.04670000076, 184913.09750000015 379410.3691999987, 184967.94139999896 379386.03510000184, 185052.1009999998 379349.1994000003, 185113.46559999883 379322.66789999977)"
mengstroken_wegvak.467,Weefstrook,1 -> 1,H,419157036,2022-01-01T00:00:00,0,621,041915703620220101,KLK0008312632,R,I,3,,"LINESTRING (209642.435899999 378812.82550000027, 209689.37860000134 378807.7762000002, 209709.2322999984 378805.3535999991, 209749.15129999816 378800.0934000015, 209788.74659999833 378794.18659999967, 209808.50429999828 378791.0795999989, 209830.26049999893 378787.4200000018, 209869.65419999883 378780.38430000097, 209909.25439999998 378772.6607000008, 209943.34219999984 378765.5111999996, 209962.8803000003 378761.23750000075, 209993.11419999972 378754.3350000009, 210022.12889999896 378747.3189000003, 210061.05909999833 378737.3682000004, 210099.68050000072 378726.8876999989, 210118.92819999903 378721.45149999857, 210144.57580000162 378713.9274000004, 210182.8649000004 378702.2179999985, 210220.91279999912 378689.873300001, 210247.6623999998 378680.89290000126)"
mengstroken_wegvak.468,Uitrijstrook,1 -> 1,T,295238019,2022-01-01T00:00:00,306,503,029523801920220101,KLK0010210395,R,I,1,,"LINESTRING (147645.8403000012 418813.6660999991, 147644.88230000064 418808.7857000008, 147644.08320000023 418803.8205000013, 147643.5001000017 418798.8530000001, 147643.19959999993 418791.0025999993, 147643.42529999837 418785.9437999986, 147643.99280000106 418780.9759999998, 147645.0463999994 418775.29100000113, 147646.28060000017 418770.4070000015, 147647.77059999853 418765.8343000002, 147649.55169999972 418761.1424999982, 147654.3724000007 418750.41310000047, 147660.89730000123 418736.9167000018, 147713.2509999983 418632.11300000176)"
mengstroken_wegvak.469,Splitsing,2 -> 2,H,600135214,2022-01-01T00:00:00,33,719,060013521420220101,KLK0010173236,R,I,4,,"LINESTRING (150867.2960000001 409444.6000000015, 150827.12939999998 409420.0375000015, 150517.6675999984 409229.7646000013, 150483.47260000184 409209.0069999993, 150466.2023999989 409198.9195000008, 150451.33529999852 409190.4754000008, 150433.82710000128 409180.8269999996, 150416.1948999986 409171.3861999996, 150398.42179999873 409162.21339999884, 150380.54399999976 409153.23999999836, 150363.73310000077 409145.1174999997, 150345.65069999918 409136.65040000156, 150327.41849999875 409128.4241999984, 150298.91000000015 409116.1451999992, 150272.04250000045 409105.1715000011)"
mengstroken_wegvak.470,Uitrijstrook,1 -> 1,H,303228031,2022-01-01T00:00:00,11,150,030322803120220101,KLK0008424526,R,I,2,,"LINESTRING (151580.08540000021 414111.1666000001, 151581.19429999962 414107.2745000012, 151583.01429999992 414098.52600000054, 151583.48310000077 414093.5700000003, 151583.79190000147 414083.5700000003, 151582.42689999938 414072.3537000008, 151579.9578000009 414062.66120000184, 151578.38910000026 414057.90729999915, 151576.5753000006 414053.22100000083, 151574.85819999874 414049.32140000165, 151570.0925000012 414040.6015000008, 151565.38149999827 414034.1356999986, 151562.9472000003 414030.96070000157, 151554.30710000172 414022.3150999993, 151544.74120000005 414015.06489999965, 151519.5469999984 413999.7270000018)"
mengstroken_wegvak.471,Weefstrook,2 -> 2,H,600123850,2022-01-01T00:00:00,239,479,060012385020220101,KLK0008432729,R,I,4,,"LINESTRING (115515.55260000005 481491.5293000005, 115499.04129999876 481523.3814000003, 115480.22740000114 481558.69579999894, 115460.77569999918 481593.94040000066, 115449.63259999827 481613.49269999936, 115429.43620000035 481647.9626000002, 115408.23290000111 481682.8649000004, 115397.5885999985 481699.86879999936, 115397.31960000098 481700.2890000008)"
mengstroken_wegvak.472,Weefstrook,1 -> 2,H,600123850,2022-01-01T00:00:00,0,239,060012385020220101,KLK0008432682,R,I,4,,"LINESTRING (115623.08529999852 481278.0947000012, 115559.37460000068 481402.7100000009, 115518.1136999987 481486.5887000002, 115515.55260000005 481491.5293000005)"
mengstroken_wegvak.473,Invoegstrook,1 -> 1,H,600413631,2021-12-01T00:00:00,0,118,060041363120211201,KLK0008308549,R,I,3,,"LINESTRING (162079.9070999995 388550.0359000005, 162069.34699999914 388596.13699999824, 162066.05139999837 388605.58879999816, 162057.81709999964 388634.43930000067, 162048.8916000016 388663.80530000106)"
mengstroken_wegvak.474,Uitrijstrook,2 -> 2,H,600413631,2021-12-01T00:00:00,1075,1372,060041363120211201,KLK0008308553,R,I,3,,"LINESTRING (161578.95850000158 389493.5978000015, 161577.9673999995 389495.0802000016, 161546.79100000113 389540.33370000124, 161492.7014000006 389617.7611999996, 161452.73840000108 389674.19310000166, 161408.1768000014 389736.2098999992)"
mengstroken_wegvak.475,Uitrijstrook,1 -> 1,H,600137723,2021-12-01T00:00:00,1721,1933,060013772320211201,KLK0008277120,L,I,3,,"LINESTRING (163313.0874999985 402210.7675999999, 163331.49280000106 402184.1664999984, 163355.5412000008 402148.6711000018, 163366.6411000006 402132.0106000006, 163377.58659999818 402115.2686999999, 163388.32539999858 402098.39620000124, 163398.817400001 402081.36769999936, 163409.10660000145 402064.2109999992, 163427.24419999868 402032.5883000009)"
mengstroken_wegvak.476,Invoegstrook,1 -> 1,H,600137723,2021-12-01T00:00:00,0,271,060013772320211201,KLK0008222011,L,I,3,,"LINESTRING (163021.19110000134 403828.7360999994, 163012.73840000108 403805.5610000007, 163006.15289999917 403786.67610000074, 162999.8311999999 403767.6975999996, 162989.50400000066 403734.96829999983, 162983.7901000008 403715.8018999994, 162975.12999999896 403684.9743000008, 162971.69179999828 403671.69590000063, 162964.09420000017 403640.7430000007, 162958.35830000043 403615.7696999982, 162954.23259999976 403596.2696999982, 162950.4813000001 403577.4565999992, 162948.7201000005 403567.9583999999)"
mengstroken_wegvak.477,Uitrijstrook,1 -> 1,H,600474691,2021-12-01T00:00:00,172,444,060047469120211201,KLK0008275491,L,I,2,,"LINESTRING (95070.94280000031 429056.6548999995, 95070.57690000162 429053.2842000015, 95069.69720000029 429043.3227000013, 95052.23220000044 428800.1228, 95051.72830000147 428785.3484000005)"
mengstroken_wegvak.478,Invoegstrook,1 -> 1,H,600474702,2021-12-01T00:00:00,0,256,060047470220211201,KLK0008275475,R,I,2,,"LINESTRING (94813.05689999834 428803.6141999997, 94813.44460000098 428806.5331000015, 94816.72630000114 428849.85009999946, 94829.01379999891 429018.8029999994, 94830.45120000094 429058.9924999997)"
mengstroken_wegvak.479,Uitrijstrook,1 -> 1,H,600474706,2021-12-01T00:00:00,208,471,060047470620211201,KLK0008446287,R,I,2,,"LINESTRING (94822.04309999943 429067.49859999865, 94819.4924999997 429044.7608000003, 94817.56540000066 429024.8531000018, 94813.78680000082 428974.99230000004, 94810.95729999989 428941.8407000005, 94801.51449999958 428812.85830000043, 94801.32030000165 428805.5254999995)"
mengstroken_wegvak.480,Uitrijstrook,1 -> 1,H,600474707,2021-12-01T00:00:00,0,3,060047470720211201,KLK0008446287,R,I,2,,"LINESTRING (94801.32030000165 428805.5254999995, 94801.24080000073 428802.52650000155)"
mengstroken_wegvak.481,Uitrijstrook,1 -> 1,H,600119767,2021-12-01T00:00:00,210,377,060011976720211201,KLK0008271625,R,I,3,,"LINESTRING (105406.8797999993 496806.8894000016, 105402.22780000046 496835.3484000005, 105397.70439999923 496853.7113999985, 105387.95749999955 496900.29199999943, 105384.83410000056 496917.3088000007, 105384.03669999912 496921.02160000056, 105372.23009999841 496970.55480000004)"
mengstroken_wegvak.482,Uitrijstrook,1 -> 1,H,600120806,2021-12-01T00:00:00,419,672,060012080620211201,KLK0008271742,R,I,3,,"LINESTRING (105612.6671999991 495802.8854999989, 105603.02189999819 495822.0854999982, 105594.92430000007 495840.3739, 105575.058699999 495886.5428000018, 105567.44110000134 495905.04740000144, 105552.5887000002 495942.1994000003, 105538.29540000111 495979.5599000007, 105531.40560000017 495998.3359999992, 105517.83240000159 496036.7564999983)"
mengstroken_wegvak.483,Invoegstrook,1.6 -> 1,H,600254019,2021-12-01T00:00:00,0,1,060025401920211201,KLK0008271588,R,I,3,,"LINESTRING (105400.30889999866 496563.45259999856, 105399.94570000097 496564.38430000097)"
mengstroken_wegvak.484,Weefstrook,3 -> 3,H,169274021,2021-12-01T00:00:00,0,364,016927402120211201,KLK0010083516,R,I,3,,"LINESTRING (84746.92990000173 437410.3073000014, 84749.4299999997 437367.60759999976, 84753.40150000155 437307.7360999994, 84756.8478000015 437263.53449999914, 84760.37759999931 437223.6904999986, 84765.85539999977 437169.4659000002, 84771.26370000094 437121.97520000115, 84776.19429999962 437082.2793000005, 84780.88940000162 437048.01029999927)"
mengstroken_wegvak.485,Weefstrook,3 -> 3,H,169274021,2021-12-01T00:00:00,364,702,016927402120211201,KLK0009684850,R,I,4,,"LINESTRING (84780.88940000162 437048.01029999927, 84783.36320000142 437029.95439999923, 84789.246199999 436990.38919999823, 84796.66299999878 436945.0131999999, 84806.06069999933 436892.5218000002, 84813.73180000111 436853.2633999996, 84819.9792000018 436822.9331, 84824.19720000029 436803.38369999826, 84834.63679999858 436764.7666000016, 84845.99399999902 436717.0047999993)"
mengstroken_wegvak.486,Uitrijstrook,1 -> 1,T,169273028,2021-12-01T00:00:00,316,720,016927302820211201,KLK0008065538,R,I,1,,"LINESTRING (84938.31199999899 436414.8590000011, 84940.61969999969 436407.74390000105, 84972.9635999985 436307.07459999993, 84978.97850000113 436287.99549999833, 84983.33410000056 436273.4116999991, 84988.94940000027 436254.2465999983, 84994.30079999939 436234.9752999991, 85000.5513000004 436210.97630000114, 85005.18730000034 436191.5740999989, 85009.52149999887 436172.04940000176, 85014.36230000108 436147.9888000004, 85017.96400000155 436128.371199999, 85021.22610000148 436108.62000000104, 85024.11360000074 436088.82349999994, 85026.67399999872 436068.98739999905, 85028.9653000012 436049.11879999936, 85031.4001000002 436022.9307000004)"
mengstroken_wegvak.488,Uitrijstrook,1.6 -> 2,H,169273045,2021-12-01T00:00:00,178,208,016927304520211201,KLK0008262026,R,I,3,,"LINESTRING (84881.56789999828 436542.79769999906, 84885.48050000146 436527.6499999985, 84889.10350000113 436513.7595999986)"
mengstroken_wegvak.489,Uitrijstrook,1 -> 1.6,H,169273045,2021-12-01T00:00:00,0,178,016927304520211201,KLK0008262025,R,I,3,,"LINESTRING (84845.99399999902 436717.0047999993, 84849.16099999845 436685.78240000084, 84870.58889999986 436588.5648000017, 84876.30330000073 436564.22199999914, 84881.05249999836 436544.79300000146, 84881.56789999828 436542.79769999906)"
mengstroken_wegvak.490,Weefstrook,1.6 -> 2,H,600105975,2022-01-01T00:00:00,49,125,060010597520220101,KLK0009563338,R,I,4,,"LINESTRING (81499.50510000065 448314.83100000024, 81489.80420000106 448296.08410000056, 81472.37469999865 448260.0744000003, 81465.9263000004 448246.65769999847)"
mengstroken_wegvak.491,Weefstrook,2 -> 2,H,600105975,2022-01-01T00:00:00,125,271,060010597520220101,KLK0009563343,R,I,4,,"LINESTRING (81465.9263000004 448246.65769999847, 81456.22459999844 448226.47199999914, 81403.61250000075 448114.33669999987)"
mengstroken_wegvak.492,Weefstrook,1 -> 1.6,H,600105975,2022-01-01T00:00:00,0,49,060010597520220101,KLK0009563325,R,I,4,,"LINESTRING (81521.69610000029 448358.51209999993, 81517.37209999934 448349.3590000011, 81499.50510000065 448314.83100000024)"
mengstroken_wegvak.493,Uitrijstrook,1 -> 1,T,600476901,2022-01-01T00:00:00,252,385,060047690120220101,KLK0008455578,R,I,1,,"LINESTRING (154435.57229999825 378299.18400000036, 154444.3984999992 378304.2452000007, 154547.64200000092 378370.125500001)"
mengstroken_wegvak.494,Uitrijstrook,2 -> 2,H,600476908,2022-01-01T00:00:00,2685,2947,060047690820220101,KLK0008455109,R,I,3,,"LINESTRING (157460.1777999997 379399.70340000093, 157492.80310000107 379410.1697999984, 157526.182599999 379420.4408, 157545.40370000154 379425.9754000008, 157564.72690000013 379431.13500000164, 157591.49799999967 379437.41899999976, 157611.02450000122 379441.4079999998, 157630.72899999842 379444.8575000018, 157650.5188000016 379447.7533, 157662.02160000056 379449.17540000007, 157681.8911000006 379451.2456, 157701.83370000124 379452.7661000006, 157716.04149999842 379453.54250000045)"
mengstroken_wegvak.495,Uitrijstrook,1 -> 2,H,600476908,2022-01-01T00:00:00,2496,2685,060047690820220101,KLK0008455108,R,I,3,,"LINESTRING (157281.49289999902 379338.46599999815, 157319.34169999883 379353.38219999894, 157356.78720000014 379367.4706000015, 157395.24920000136 379378.682599999, 157416.6347000003 379385.7346000001, 157460.1777999997 379399.70340000093)"
mengstroken_wegvak.496,Invoegstrook,1 -> 1,H,600476908,2022-01-01T00:00:00,0,349,060047690820220101,KLK0008455036,R,I,3,,"LINESTRING (154934.4101999998 378548.0687999986, 154946.44440000132 378550.7377000004, 154985.63659999892 378558.73600000143, 155019.56969999894 378565.12739999965, 155053.77809999883 378570.98800000176, 155093.28620000184 378577.3205000013, 155122.79069999978 378581.50730000064, 155167.62840000167 378587.2558000013, 155227.21310000122 378594.3073000014, 155279.315200001 378600.0639999993)"
mengstroken_wegvak.497,Uitrijstrook,1 -> 1,H,600143991,2022-01-01T00:00:00,1108,1368,060014399120220101,KLK0008427150,R,I,4,,"LINESTRING (185787.41580000147 339600.9332000017, 185779.97049999982 339535.1928999983, 185757.67859999835 339342.5012000017)"
mengstroken_wegvak.498,Invoegstrook,1 -> 1,H,600143991,2022-01-01T00:00:00,0,330,060014399120220101,KLK0008427134,R,I,4,,"LINESTRING (185809.6860000007 340704.40139999986, 185815.35280000046 340664.9004999995, 185820.65670000017 340625.23999999836, 185823.09380000085 340605.37519999966, 185826.59409999847 340573.50979999825, 185830.43730000034 340533.694600001, 185833.79809999838 340493.8346000016, 185836.22590000182 340461.4096999988, 185838.68609999865 340421.4908000007, 185840.6072999984 340381.5368999988, 185840.81540000066 340376.0425999984)"
mengstroken_wegvak.499,Uitrijstrook,1 -> 1,T,600433040,2022-01-01T00:00:00,27,115,060043304020220101,KLK0008447479,M,I,2,,"LINESTRING (235381.1710000001 486275.2399000004, 235387.38340000063 486273.0610000007, 235406.18989999965 486266.2520000003, 235421.76199999824 486260.3537000008, 235442.53940000013 486251.74639999866, 235460.7688000016 486243.5155999996, 235462.81579999998 486242.5284000002)"
mengstroken_wegvak.500,Uitrijstrook,1 -> 1,T,600433040,2022-01-01T00:00:00,0,27,060043304020220101,KLK0008447478,M,I,3,,"LINESTRING (235355.63289999962 486284.001699999, 235368.55299999937 486279.6653999984, 235381.1710000001 486275.2399000004)"
mengstroken_wegvak.501,Uitrijstrook,1 -> 1,H,600433040,2022-01-01T00:00:00,0,27,060043304020220101,KLK0008447472,M,I,1,,"LINESTRING (235355.63289999962 486284.001699999, 235368.55299999937 486279.6653999984, 235381.1710000001 486275.2399000004)"
mengstroken_wegvak.502,Uitrijstrook,1 -> 1,H,472371020,2022-01-01T00:00:00,355,531,047237102020220101,KLK0008447524,R,I,2,,"LINESTRING (236419.8286000006 485560.4558000006, 236562.63210000098 485457.9065000005)"
mengstroken_wegvak.503,Invoegstrook,1 -> 1,H,600151844,2022-01-01T00:00:00,0,288,060015184420220101,KLK0008781942,L,I,2,,"LINESTRING (236532.061999999 485498.254900001, 236348.54399999976 485630.03390000015, 236332.24560000002 485641.62530000135, 236305.55590000004 485660.05849999934, 236297.5091000013 485665.35440000147)"
mengstroken_wegvak.504,Uitrijstrook,1 -> 1,H,600433039,2022-01-01T00:00:00,0,73,060043303920220101,KLK0008447472,M,I,1,,"LINESTRING (235285.76639999822 486305.48479999974, 235308 486299, 235341.76319999993 486288.1977000013, 235355.63289999962 486284.001699999)"
mengstroken_wegvak.505,Splitsing,2 -> 2,H,600125914,2022-01-01T00:00:00,0,45,060012591420220101,KLK0008426079,L,I,6,,"LINESTRING (125484.2404000014 476775.3049999997, 125464.62370000035 476815.7591000013)"
mengstroken_wegvak.506,Splitsing,1 -> 1,H,250353008,2022-01-01T00:00:00,212,1405,025035300820220101,KLK0008426078,R,I,7,,"LINESTRING (125531.09219999984 476569.85649999976, 125545.0896999985 476540.3289999999, 125568.72300000116 476488.76359999925, 125575.0207999982 476472.8920000009, 125591.07869999856 476436.2879999988, 125606.74780000001 476399.4835000001, 125622.0791000016 476362.5320000015, 125629.59910000116 476343.992899999, 125644.32499999925 476306.77809999883, 125658.14499999955 476271.04949999973, 125672.16849999875 476233.58630000055, 125685.83449999988 476195.9932000004, 125698.44209999964 476160.2734000012, 125711.35709999874 476122.4243000001, 125717.66209999844 476103.44359999895, 125736.04149999842 476046.32770000026, 125746.77950000018 476011.55490000173, 125758.22450000048 475973.23750000075, 125769.51639999822 475933.9118000008, 125780.16690000147 475895.3546000011, 125828.8236999996 475715.7351000011, 125839.63399999961 475677.22199999914, 125850.81480000168 475638.8093000017, 125865.56760000065 475590.21449999884, 125883.76280000061 475533.0278999992, 125896.38320000097 475495.07009999827, 125902.83909999952 475476.14070000127, 125914.83769999817 475441.8524999991)"
