Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Groenhof Coaching;;;;;;1;;;1
Groepsaccommodatie Seven Hills B.V.;;;;;;;;1;1
Groningen Airport Eelde N.V.;;;;;;;;1;1
GroupSupport.com B.V.;1;;;;;;;;1
Guus Jongen Praktijk voor Zijnsoriëntatie;;;;;;1;;;1
Haagse Taxi Mobilofoon Centrale B.V.;;;;1;;;;1;1
Haai B.V.;1;;;;1;2;;;2
HabiTask B.V.;;;;;2;;;;2
Hagen Groothandel;1;;;;;;;;1
Hague Corporate Affairs B.V.;1;;;;;;;;1
Hampshire Exploitatie I B.V.;1;;;2;;;;1;2
Han Vermeer Ontwikkel. van Mens & Organisatie;1;;;;1;;;;1
Hannah King Productions;;;;;;1;;;1
HappinessBureau;;;;;;1;;;1
Happy Meat B.V.;1;;;;;;;;1
HaskoningDHV Nederland B.V.;1;;;;;;;;1
Hatech Gasdetectietechniek B.V.;;;;;;1;;;1
Hauber Management Advies;1;;;;;;;;1
Haus der Technik;;;;;;1;;;1
HAVANA DEN HAAG;1;;;;;;;;1
Havenbedrijf Rotterdam N.V.;;;;1;;;;;1
Heemskerk Bloemisten;1;;;1;;;;;1
Helicopteres Guimbal - S.A.S.;;;;;;1;;;1
Henriëtte van Dueren den Hollander;;;;;1;3;;;3
Het Atma Instituut;;;;;;1;;;1
Het Bakkertje;1;;;;;;;;1
Het Glazen Huis;;;;;;;;1;1
Het Grootste Kennisfestival;;;;1;;1;;;1
Het Kookplein;1;;;2;;;;;2
Het Nederlandse Rode Kruis Afdeling Zwolle;1;;;;;;;;1
het Ngi: voorh. Ned. Genootsch. Informatica;1;;;;;;;;1
Het Pakhuis;;;;1;;;;;1
Het Pleidooi;;;;1;;;;;1
High Security International B.V.;1;;;;;;;;1
Himalayan Restaurant;;;;1;;;;;1
HMSHost Nederland B.V.;;;;1;;;;;1
Hocarest B.V.;1;;;;;;;;1
Hodac B.V.;;;;;;1;;;1
Hoek Consultants B.V.;;;;;1;;;;1
Hoeve Kromwijk;1;;;;;;;;1
Hofstad Events B.V.;;;;1;;1;;;1
Hofstad Tours B.V.;;;;1;;;;1;1
HOG-Line Exploitatie B.V.;;;;1;;;;;1
Holapress Communicatie;;;;;;1;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;2;;;;;2
Holland America Line N.V.;;;;;;;;1;1
Holland Tour Guides B.V.;;;;1;;;;;1
Home food & drinks;;;;1;;;;;1
Hoogland Consulting B.V.;;;;;1;1;;;1
Horeca Exploitatie Roosendaal B.V.;;;;1;;;;;1
Horeca Exploitatie Schiedamse Vest B.V.;;;;1;;;;;1
Horecaexploitatie Moeke B.V.;;;;1;;;;;1
Hotel De Vigilante B.V.;;;;;;;;1;1
Hotel Drachten B.V.;;;;1;;;;;1
Hotel Exploitatie Huisduinen B.V.;;;;;;;;1;1
Hotel Gorinchem B.V.;;;;1;;;;;1
Hotel Groningen-Hoogkerk B.V.;;;;;;;;1;1
Hotel Harlingen V B.V.;;;;;;;;1;1
Hotel Le Plaza Brussels;;;;;;1;;1;1
Hotel Leeuwarden Centre B.V.;;;;;;;;1;1
Hotel New York B.V.;1;;;1;;1;;1;2
Hotel Oepkes-de Schoener B.V.;1;;;;;;;;1
Hotel Pension Buren;;;;1;;;;1;1
Hotel Zaltbommel Exploitatie B.V.;;;;;;;;1;1
Hotel/Restaurant Corona;;;;1;;;;;1
Hotel-Café-Restaurant De Biltsche Hoek;;;;1;;;;;1
Hotel-Café-Restaurant Haarhuis;;;;;;;;1;1
Hotel-Café-Restaurant 'Zeezicht';;;;;;;;1;1
Hotel-Café-Restaurant 'Zwolle' B.V.;;;;;;;;1;1
Hotelexpl.mij. Atlanta Rotterdam B.V.;;;;;;;;1;1
Hotel-Restaurant 'Oud London';;;;1;;;;;1
House of Lords B.V.;;;;1;;;;;1
HTM Specials;;;;1;;;;;1
Hudson Danzig B.V.;;;;1;;;;;1
Huize Eykenburg;;;;1;;;;;1
Human Dimensions B.V.;;;;;;1;;;1
Human Quality Management;;;;;;1;;;1
Humphrey's Restaurant;;;;1;;;;;1
Humphrey's Utrecht B.V.;;;;1;;;;;1
Hutten Business Catering B.V.;;;;1;;;;;1
Hvk horeca exploitatie B.V.;;;;1;;;;;1
ICM Administratie B.V.;;;;;;1;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;2
IDGift B.V.;;;;1;;;;;1
IIASA INTERNATIONAL INSTITUTE FOR;;;;;;1;;1;1
IJsselconsult;;;;;;1;;;1
IKA Nederland;2;;;;;;;;2
IMD -INTERNATIONAL INSTITUTE FOR MA;;;;;;2;;;2
IMK Opleidingen B.V.;;;;;;1;;;1
ImpactAbility;;;;;;1;;;1
IMPAHLA B.V.;1;;;;;;;;1
Impero Romano Holding B.V.;;;;1;;;;;1
In de Steigers B.V.;;;;1;;;;;1
In Pace B.V.;;;;1;;;;;1
In2Talent B.V.;1;;;;;2;;;2
Incentro Nederland B.V.;;;;;1;;;;1
Indian Restaurant Maharani B.V.;;;;1;;;;;1
Indisch Restaurant Garoeda;;;;1;;;;;1
Indonesisch Restaurant Poentjak;;;;1;;;;;1
Inflow Consultancy B.V.;;;;;1;1;;;1
Info Support B.V.;;;;;;2;;;2
Informa B.V.;1;;;;;;;;1
ING Bank N.V.;1;;;;;;;1;1
innovatief LerenLeren;;;;;1;1;;;1
Innovention Change Management B.V.;1;;;;;1;;;1
Inprevo;;;;;;1;;;1
INSTITUT F�R PHYSIK DER ATMOSPH�RE;;;;;;;;1;1
Instituut van Internal Auditors Nederland;;;;;;1;;;1
Instituut voor Mens. Gedrag / De Leugenacad.;;;;1;;;;;1
Instituut voor Psychotrauma Nederland B.V.;1;;;;;1;;;1
Instituut voor vastgoed en duurzaamheid B.V.;;;;;;1;;;1
Instituut voor Wijsbegeerte B.V.;;;;1;;1;;1;1
Instock Den Haag;;;;1;;;;;1
Int. Ass. for Organ. and Soc. Developm. B.V.;;;;;;1;;;1
Int. Brookx;;;;1;;;;;1
INTER;;;1;;;;;;1
INTERNATIONAL AIR TRANSPORT ASSOCIA;1;;;;;1;;1;1
International Publishing & Sales B.V.;;;;;;1;;;1
INTERNATIONAL TRAINING CENTRE OF IL;;;;;;1;;;1
Interscience B.V.;;;;;;1;;;1
Intop Zorgsector B.V.;;;;;;1;;;1
IOP PUBLISHING LTD;1;;;;;;;;1
IPMA Certificering B.V.;1;;;;;;;;1
Ipol B.V.;;;;;;3;;;3
Ipse de Bruggen;;;;1;;;;;1
Irodion;;;;1;;;;;1
Isabel de Bloemenwinkel;;;;1;;;;;1
ISAC CNR;;;;;;;;1;1
Iselmar Sporthotel en Recreatiecentrum B.V.;;;;1;;;;;1
ISS Catering Services B.V.;;;;1;;;;;1
ISS Integrated Facility Services B.V.;1;;;2;;1;;;2
Istana Indonesisch Restaurant;;;;1;;;;;1
Italiaans Specialiteitenrestaurant Sorrento;;;;1;;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;1
Jaarbeurs Catering Services B.V.;;;;1;;;;;1
JaBa Sup;;;;1;;;;;1
Jacques Handelé Antwoorden en Vragen;;;;;;1;;;1
Jaffar Consultancy;;;;1;;;;;1
Janskerkhof B.V.;;;;1;;;;;1
jij bent beter dan je denkt;;;;;;1;;;1
JIM (Jong IenM);2;;;;;;;;2
JO Events;;;;;1;;;;1
Joan's Vitality Solutions;;;;;;1;;;1
Jopen Horeca Exploitatie B.V.;;;;1;;;;;1
JR-Entertainment;1;;;;;;;;1
JS Consultancy;;;;;2;;;;2
K&T Productions;;;;;;1;;;1
K. Nijst, loopbaanbeg., coach. en reintegrat.;;;;;1;;;;1
Ka Lun B.V.;;;;1;;;;;1
Kaapse Brouwers B.V.;;;;1;;;;;1
Kaaswinkeltje B.V.;;;;1;;;;;1
Kamera Express;;;;1;;;;;1
Kazerne B.V.;1;;;;;;;;1
Keizer Culinair B.V.;;;;1;;1;;1;1
Kempe Career Coaching B.V.;;;;;;1;;;1
Kenniscocreatie, onderzoek & advies;;;;;2;;;;2
Kern Konsult B.V.;1;;;;;1;;;1
KESSELS & SMIT;;;;;;1;;;1
Kessels & Smit, the Learning Company B.V.;;;;;1;2;;;2
King Arthur B.V.;;;;1;;;;;1
KIT Intercultural Professionals;2;;;;;;;;2
Kiwa Register B.V.;1;;;;;;;;1
Kjenning B.V.;;;;;;1;;;1
Klankveld B.V.;;;;1;;;;;1
Klein Centraal B.V.;1;;;;;;;;1
KLM;;;;;;2;;;2
KM Consult;;;;;;1;;;1
Kochen Lasance Brave Business Behavior;;;;;;2;;;2
Koers Bedrijfspsychologie B.V.;1;;;;1;;;;1
Koffie- en Eetsalon 't Achterommetje;;;;1;;;;;1
Koi Amersfoort B.V.;;;;1;;;;;1
Kok Party-Catering Service;1;;;1;1;1;;;1
Kompaan;;;;1;;;;;1
Kon. Nederlands Aardrijkskundig Genootschap;;;;1;;;;;1
Koninklijk Instituut van Ingenieurs;1;;;1;;1;1;;1
Koninklijke Holl. Maatsch. der Wetenschappen;;;;;;1;;;1
Koninklijke Vereniging van Nederlandse Reders;;;;;;1;;;1
Kookkunsten;1;;;1;;;;;1
Kookmeesters B.V.;;;;1;;;;;1
Kookplaats B.V.;1;;;1;;;;;1
Kookstudio De Kombuis;1;;;;;;;;1
Koolhaas Concepts B.V.;;;;1;;;;;1
Koops - NOVL Beroepsopleidingen;;;;;;1;;;1
Korbee & Hovelynck B.V.;;;;;;1;;;1
KOREA ASSOCIATION OF AIDS TO NAVIGA;;;;;;1;;;1
Korevaar Letselschade B.V.;1;;;;;;;;1
Korte Poten 1-3 B.V.;1;;;1;;;;;1
Kossencom;;;;1;;1;;;1
KPN Consulting B.V.;1;;;;;;;;1
KPN Mobile International B.V.;;;;;;1;;;1
Kraakman Coaching;;;;;1;1;;;1
Kremer Communicatie;1;;;;;;;;1
KSG Trainers & Consultants;1;;;;;5;;1;5
Kwaliteitsslagerij VAN Loo;;;;;;1;;;1
Kweekel B.V.;;;;;;1;;;1
Kwibus Funbus B.V.;;;;1;;;;1;1
KWR Water B.V.;1;;;;;;;;1
L.C.M. Stegmann, praktijk psychotherapie;;;;;;1;;;1
La Cantina di David B.V.;1;;;;;;;;1
La Red B.V.;;;;;1;1;;;1
La Señorita;;;;1;;;;;1
Ladybuq;;;;;2;;;;2
Lagerweij & Partner Consultants B.V.;;;;;1;2;;1;2
Lancae loopbaanoriëntatie & counseling B.V.;;;;;1;;;;1
Landgut Stober GmbH & Co. KG;;;;;;;;1;1
Landhotel De Hoofdige Boer B.V.;;;;;;;;1;1
Language Partners;;;;;;1;;;1
Latijnhouwers Media en Communicatie;;;;;;1;;;1
Lavendi Coffee;;;;1;;;;;1
Le Bistroquet B.V.;;;;1;;;;;1
Le Journal B.V.;;;;1;;;;;1
Le Strasbourg;2;;;2;;;;;2
LeadersInformed B.V.;;;;;;1;;;1
Lean Six Sigma Partners B.V.;;;;;;1;;;1
Learn it B.V.;;;;;;1;;;1
Leaseplan Nederland N.V.;;;;;;;;1;1
Leeuwendaal Advies B.V.;1;;;;1;2;;;2
Leids Student. Koor en Ork. 'Colleg. Musicum';;;;1;;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;1
Leike van Oss Organisatievragen;;;;;;1;;;1
Lelie Consultancy;;;;;;1;;;1
Lemonakis Restaurant Groep B.V.;;;;1;;;;;1
Leonidas;;;;1;;;;;1
Leren Filosoferen;;;;1;;;;;1
LiberationTour;;;;1;;;;;1
Life Impact Company;;;;;;1;;;1
Litehauz ApS;;;;;;1;;;1
Little V Den Haag B.V.;1;;;1;;;;;1
Lloyd's Register EMEA;;;;;;1;;;1
Lloyd's Register Nederland B.V.;;;;;;2;;;2
Loevin Beheer B.V.;;;;1;;;;;1
Lofar C.V.;;;;;;;;2;2
Logeion;1;;;;;1;;;1
Lokaal 58 B.V.;;;;;;1;;;1
Lokaal Negen;;;;1;;;;;1
Lomans & De Roy B.V.;;;;;;1;;;1
Loof training en advies B.V.;;;;;;1;;;1
Lotte Batelaan Art Critic and Editor;;;;;;1;;;1
LPD;;;;;3;;;;3
Luid en Duidelijk;;;;;;1;;;1
Lumenz;1;;;;;;;;1
Lumina Learning Nederland B.V.;;;;;;1;;;1
LUND UNIVERSITY;;;;;;1;;;1
M. Mesu Holding B.V.;;;;1;;;;;1
M. Ringelberg Touringcars B.V.;;;;;;;;1;1
Maas groep Re-integratie en Outplacement B.V.;;;;;1;;;;1
Maatschap Oogheelkunde Amphia Ziekenhuis;1;;;;;;;;1
Mackel&Bergh Training & Coaching;;;;;1;1;;;1
MACMILLAN PUBLISHERS;1;;;;;;;;1
Mad Science Gelderland;1;;;;;;;;1
Madurodam B.V.;;;;1;;;;;1
Magazijn 'De Bijenkorf' B.V.;;;;1;;;;;1
Maguise Partycatering;;;;2;;;;;2
Mainpress B.V.;1;;;;;;;1;1
MaJe 2015 B.V.;;;;1;;;;;1
MaMa Kelly B.V.;;;;1;;;;;1
Management Drives Netherlands B.V.;;;;;;1;;;1
Management- en Adviesbureau Voordijk B.V.;;;;;;1;;;1
Management Producties B.V.;;;;;;1;;;1
ManageMentor B.V.;;;;;;1;;;1
Manutan B.V.;;;;1;;;;;1
Marco Santos Music;;;;1;;;;;1
Marcus Evans (Holland) Limited;;;;;;1;;;1
Maria Daniëls Opleidingen en Trainingen;;;;;;1;;;1
Maritiem Instituut Willem Barentsz;;;;;;1;;;1
Maritiem Museum Rotterdam;1;;;;;;;;1
Marleen van Amersfoort;1;;;;;;;;1
Marosel B.V.;;;;;;1;;;1
Martinair Vestiging Vliegveld Lelystad B.V.;;;;;;1;;;1
Mavim B.V.;;;;;;1;;;1
Maxgoud;1;;;;;;;;1
Maximes Denneweg 10B B.V.;1;;;1;;;;;1
Maximum;;;;;;1;;;1
MCI SCANDINAVIA;;;;;;;;1;1
MCTI;;;;;;1;;;1
Media Academy;;;;;;2;;;2
Mediavrouw;;;;;;2;;;2
MeeKaane;1;;;;;;;;1
meereffect;;;;;;1;;;1
Meet Berlage B.V.;;;;1;;;;;1
MEETINGONE SA;;;;;;1;;;1
Meetingselect B.V.;;;;1;;1;;1;2
Megagadgets B.V.;1;;;;;;;;1
Merkator B.V.;1;;;;;;;;1
Merlijn B.V.;;;;;;2;;;2
Met en Co. B.V.;;;;;;;;1;1
METEO SERVICE;;;;;;;;2;2
Metier Academy Benelux B.V.;;;;;;1;;;1
Mg Books Media;;;;;;1;;;1
Mica Yoga;;;;;;1;;;1
Middin;1;;;1;;;;1;1
Mies/Tekst en Training;;;;;;2;;;2
Millers;;;;1;;;;2;2
Mind at Work B.V.;;;;;;1;;;1
Mindcampus B.V.;;;;;;1;;;1
MingleMush B.V.;;;;1;;;;;1
Minigigs B.V.;;;;1;;;;;1
mis-s B.V.;1;;;;;1;;;1
Mobility Mixx B.V.;;;;;;;;6;6
Moduli Print B.V.;;;;1;;;;;1
Mokum Events B.V.;;;;1;;;;;1
Molen De Ster;;;;1;;;;;1
Monsterevents;1;;;1;;;;;1
Motivaction International B.V.;;;;2;;;;;2
Munckhof Business Travel;;;;;;;;1;1
Museum Beelden aan Zee;;;;1;;;;;1
Museum Catering B.V.;;;;1;;;;;1
Museum Catering Den Haag B.V.;1;;;1;;;;;1
Museumkwartier B.V.;;;;1;;;;;1
MW & V;;;;;;2;;;2
Mwee beeld licht geluid;1;;;;;;1;;1
N.V. Elektr. Produktiemij. Zuidnederland EPZ;;;;;;1;;;1
N.V. Nederlandse Spoorwegen;;;;;;;;4;4
Namahn bvba-sprl;;;;;;1;;;1
Napule è By Donato Ristorante-Pizzeria;;;;1;;;;;1
Nassau Executive B.V.;;;;;;1;;;1
Nationale Handelsacademie B.V.;;;;;;1;;;1
Natural High Activities B.V.;;;;1;;;;;1
Navigatiestemmen.nl;;;;1;;;;;1
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;2;;;2
NCOI Techniek Trainingen B.V.;;;;;;1;;;1
Ned. Ver. ter Bevordering van de Meteorologie;;;;;1;;;;1
Ned.Org.voor toegepast-nat.wetensch. o.z. TNO;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;1
Nederlandse Beroepsver. van Prof. Organizers;;;;;;1;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;1;4;;;4
Nederlands-Vlaams Instituut in Cair;;;;;;1;;;1
Nestas Communicatie B.V.;;;;;;1;;;1
Netherlands Maritime Technology B.V.;;;;;;2;;;2
NEVI-Purspective B.V.;1;;;;;2;;;2
Next Step Management B.V.;;;;;;1;;;1
NH Den Haag;;;;;;;;2;2
NHL Stenden Hogeschool;;;;;1;1;;;1
Nic&Mic;1;;;;;;;;1
Nieuwe of Litteraire Sociëteit De Witte;;;;1;;;;;1
Niv Zuid-Holland B.V.;;;;;;2;;;2
Nivoo Opleidingen B.V.;;;;;;1;;;1
NNEK Service B.V.;1;;;;;;;;1
Noordhoff Uitgevers;1;;;;;;;;1
Nooteboom Tours;;;;;;;;1;1
Norwegian Environment Agency;;;;;;1;;;1
NORWEGIAN METEOROLOGICAL INSTITUTE;;;;;;;;3;3
Notuleren.nl;;;;;;1;;;1
Novotel Den Haag;1;;;;;;;;1
Novotel Den Haag World Forum;;;;;;;;1;1
NRC Media;;;;;;1;;;1
NS Reizigers B.V.;;;;;;;;3;3
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;;;;1;;;;;1
Nsob;;;;;;3;;;3
Nudge;;;;;;2;;;2
NWC Events B.V.;2;;;;;;;;2
Ockeloen B.V.;;;;;1;1;;;1
Odyssee B.V.;;;;;;1;;;1
OIB Holding B.V.;;;;1;;;;;1
Oiltraining B.V.;;;;;;1;;;1
Oker B.V.;;;;1;;;;;1
Olympia Kitchen Bar;;;;1;;;;;1
Ond.ver. Reg. A'dam, Ver. scheepv., ih/z d.v.;;;;1;;1;;;1
OneClick;;;;1;;;;;1
OneMeeting B.V.;;;;;;;1;;1
Ontwerpwerk B.V.;;;;2;;;;;2
Oosten Transport Opleiding O.T.O.;;;;;;1;;;1
Open Ateliers B.V.;;;;;;1;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;1;;;1
Opleidingscentrum Westpoort B.V.;;;;;;1;;;1
Orange Olive;;;;1;;;;;1
Orange5 Catering & Events B.V.;;;;1;;;;;1
Organisatie ID;;;;;;1;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;1
Oxalex Catering B.V.;;;;;;;;1;1
Paagman B.V.;1;;;1;;1;;;1
Paardekooper;;;;;;;1;;1
Paardenveld Vastgoed B.V.;;;;;;;;1;1
Pandahallen;;;;1;;;;;1
Parkking Exploitatie B.V.;;;;;;;;1;1
Park-line B.V.;1;;;;;;;1;1
Partycentrum Bowling Valkenswaard;;;;1;;;;;1
Paviljoen Malieveld;;;;1;;;;;1
PBLQ B.V.;;;;;;1;;;1
PCO Kennis B.V.;;;;;;1;;;1
PDS Professional Driving Solutions B.V.;;;;;;2;;;2
Pellenaer Events B.V.;;;;2;;;;;2
Penta Scope B.V.;;;;;;3;;;3
pentahotel Braunschweig;;;;;;;;1;1
Percuris B.V.;;;;;;1;;;1
Performa Uitgeverij B.V.;1;;;;;1;;;1
Perron 4/5 volgens Tollius;;;;1;;;;;1
Personenvervoer W.H.P. van Oijen;;;;;;;;2;2
Petit Pain Lunchverzorging;;;;1;;;;;1
Phaos Advies B.V.;1;;;;;2;;;2
Pharmacie & Welzijn B.V.;;;;;1;;;;1
PI Europe gGmbH;;;;;;1;;;1
Pieter Thielen Bedrijfsopleiding en training;;;;2;;1;;;3
PKT Vastgoed;;;;1;;;;;1
Plastic Whale B.V.;;;;1;;;;;1
Plein 9 A B.V.;;;;2;;;;;2
Pluk de Dag B.V.;;;;1;;;;;1
PMT, Ground Crew Training Centre B.V.;;;;;;1;;;1
Podium onder de Dom B.V.;;;;;;;;1;1
POLIS AISBL;;;;;;1;;;1
Pomp 41 V.O.F.;1;;;1;;;;;1
Portobello Beheer B.V.;;;;1;;;;;1
POSG;1;;;;;;;;1
Pouw Vervoer B.V.;1;;;;;;;;1
PR Products;1;;;;;;;;1
Pré Consultants B.V.;;;;;;1;;;1
Prachtig B.V.;;;;1;;;;;1
Praktijk Achter de Horizon;1;;;;;;;;1
Praktijk Petra van Mourik;;;;;;1;;;1
Premium & Promotion Partners B.V.;;;;1;;;;;1
PROCentrum B.V.;;;;;;2;;;2
Proef Amsterdam;1;;;;;;;;1
Proeflokaal Reijngoud B.V.;;;;1;;;;;1
Promio;;;;1;;;;;1
Prosound;1;;;;;;;;1
Psydos;;;;1;;;;;1
Public Partners B.V.;;;;;1;1;;;1
Public Support & More B.V.;;;;;;1;;;1
PubliContact B.V.;;;;;;2;;;2
Publique;;;;1;;;;;1
Pubquizfabriek;;;;1;;;;;1
Puschkin, Ontbijt&Lunch;1;;;;;;;;1
Puur Amsterdam;1;;;1;1;1;;;1
Q-Link Bemiddeling & Advies;1;;;;;2;;;2
QO Storm Utrecht B.V.;;;;1;;;;;1
Q-Park Beheer B.V.;;;;1;;;;;1
Quality Bookings B.V.;;;;;;1;;;1
Quint Wellington Redwood Nederland B.V.;;;;;;1;;;1
Qumo Trainingen;;;;;;1;;;1
RöstConsult;;;;;1;1;;;1
RAAKuitroepteken;;;;1;;;;;1
RailConnect;2;;;;;2;;;2
Railforum Nederland;;;;;;1;;;1
Rainbow Serpent B.V.;;;;;;1;;;1
Rajapack Benelux;;;;;1;;;;1
Rakos Management en Training;;;;1;;;;;1
RDP Services B.V.;;;;;;2;;;2
Reaktie Safety Shops B.V.;;;;1;;;;;1
Real-life Xcape;;;;1;;;;;1
Rechtsdraaiende-Organisatie B.V.;;;;;1;;;;1
Reijnders Advies & Ontwikkeling B.V.;;;;;;1;;;1
Reines Communicatie & Training;;;;;1;;;;1
Re-integratiebureau re-turn B.V.;;;;;1;;;;1
Reinwout Beheer B.V.;;;;;;1;;;1
Rendement Uitgeverij B.V.;1;;;;;;;;1
Resia AB/Uppsala;;;;;;1;;;1
Restaurant Alexander;;;;1;;;;;1
Restaurant Amigo's Rotterdam B.V.;;;;1;;;;;1
Restaurant Bar NIVOO B.V.;;;;1;;;;;1
Restaurant C'est ça B.V.;;;;1;;;;;1
Restaurant De Basiliek B.V.;;;;2;;;;;2
Restaurant De Cantine;;;;1;;;;;1
Restaurant de Dyck Woubrugge B.V.;;;;1;;;;;1
Restaurant De Knip;;;;1;;;;;1
Restaurant 'De Lier';;;;1;;;;;1
Restaurant De Lindehof B.V.;;;;1;;;;;1
Restaurant De Ripper;;;;1;;;;;1
Restaurant 'De Stadstuin';;;;1;;;;;1
Restaurant Eemlust V.O.F.;;;;1;;;;;1
Restaurant Fouquet;;;;1;;;;;1
Restaurant Grevelingen B.V.;1;;;;;;;;1
Restaurant Het Hooihuis;;;;1;;;;;1
Restaurant Het Vermeertje;;;;1;;;;;1
Restaurant in den Doofpot;;;;1;;;;;1
Restaurant In den Rustwat;;;;1;;;;;1
Restaurant Karakter;;;;1;;;;;1
Restaurant La Diva;;;;1;;;;;1
Restaurant La Passione;;;;1;;;;;1
Restaurant La Viña;;;;1;;;;;1
Restaurant Meneer Buscourr;;;;1;;;;;1
Restaurant ML B.V.;;;;1;;;;;1
Restaurant Nu;;;;1;;;;;1
Restaurant Onz;;;;1;;;;;1
Restaurant Porte de Provence;;;;1;;;;;1
Restaurant Saigon;;;;1;;1;;;1
Restaurant Vietnam V.O.F.;;;;1;;;;;1
Restaurant-Café 'Onder de Eiken';;;;1;;;;;1
Rijksvastgoedbedrijf;;;;1;;;;;1
Rijwielshop-Station Nijmegen-V.O.F.;;;;1;;;;;1
Ristorante Tanta Roba B.V.;;;;1;;;;;1
Robert van Sluis - photographic;;;;;;1;;;1
Rock City Escape;1;;;;;;;;1
Roeland B.V.;;;;1;;;;;1
Roggebotstaete Landgoed;;;;1;;;;;1
Rokin 65 Horeca B.V.;;;;1;;;;;1
Ron AV Rentals;;;;;;1;;;1
Rood Wit Rood;;;;;1;;;;1
Room2Meet;1;;;;;;;;1
Rosco Catering / Party-Service;;;;1;;;;;1
Routine;1;;;;;;;;1
ROVC Technische Opleidingen B.V.;;;;;;1;;;1
Rubber Design B.V.;;;;;;1;;;1
Safe Site B.V.;;;;;;1;;;1
SAMR;1;;;;;;;;1
Sancy Tres B.V.;1;;;2;;;;;2
SAP Nederland B.V.;;;;;;1;;;1
Sapore Den Haag B.V.;;;;1;;;;;1
Savant Performing Partners B.V.;;;;;;2;;;2
SBI Formaat Opleiding en Advies B.V.;;;;;;1;;;1
SBI Training en Advies/FNV Formaat B.V.;;;;;;;;1;1
SCC Comfort;;;;;;;;1;1
Schiphol Nederland B.V.;1;;;;;1;;2;2
SchoolvoorCoaching B.V.;;;;;;1;;;1
Schouten & Nelissen Nederland B.V.;;;;;;1;;;1
Schuttevaer B.V.;;;;1;;;;;1
Schworks;;;;;;1;;;1
Sdu Uitgevers B.V.;;;;;;1;;;1
Sea to Sky Meeting Management Ltd.;;;;;;1;;;1
Seminars Op Maat B.V.;;;;;;1;;;1
Sennie's Feestartikelen;1;;;;;;;;1
Sense Organisatie & Coaching B.V.;;;;;;1;;;1
SenSo Sushi & Grill;;;;;;1;;;1
Sentiero Training & Coaching;1;;;;1;1;;;1
Serire;;;;;1;;;;1
Service Financier;;;;;;1;;;1
SGE Werkt B.V.;;;;;;1;;;1
SGS Nederland B.V.;;;;;;1;;;1
SGS Search Milieu;;;;;;1;;;1
Shabu Shabu 's Gravenhage B.V.;;;;1;;;;;1
SheCompany;;;;;1;1;;;1
Shopping & Incoming Services Valenc;;;;1;;;;;1
SHSH Schiphol Hotel Exploitatie B.V.;;;;;;;;1;1
Shuttel B.V.;;;;;;;;8;8
Sijf B.V.;;;;1;;;;;1
Silverstone B.V.;;;;1;;;;;1
Silvola B.V.;;;;1;;;;;1
Simon Groen International;;;;;1;;;;1
Simon Peter Been;1;;;;;1;;;1
Simonis Oude Visafslag B.V.;;;;1;;;;;1
Sjouke Training en Coaching;;;;;;1;;;1
Skeye B.V.;;;;;;1;;;1
Skils B.V.;1;;;;;;1;;1
Slabbers De Lange Office Support B.V.;1;;;;;1;;;1
Slagerij Rob Keller;;;;1;;;;;1
Slovak Hydrometeorological Institut;;;;;;;;1;1
Smara Opleidingen;;;;;;1;;;1
SMHI (SWEDISH METEORLOGICAL AND;;;;;;;;2;2
SMT Simple Management Technologies B.V.;;;;;;1;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;;1;3;;1;3
Social Impact Factory Utrecht B.V.;1;;;;;;;;1
SolBeach B.V.;1;;;1;;;;;1
Solex Betuwe;;;;1;;;;;1
Solid Sense B.V.;;;;;2;2;;;2
Solux apartments;;;;;;;;1;1
SOOLancelot;;;;;;1;;;1
Soomers;;;;2;;;;;2
Source-in Civiel;;;;;;1;;;1
Spa Opleidingen B.V.;;;;;;2;;;2
Speakers Academy®;;;;;;1;;;1
Speciaal Bakkerij van der Grijn B.V.;;;;1;;;;;1
Speech Republic B.V.;;;;;;1;;;1
Spellenhuis;;;;1;;;;;1
Spiegels in de Ruimte;;;;;1;1;;;1
'Spirit' Biologisch Eten & Drinken;;;;1;;;;;1
SPITZ congres & event B.V.;1;;;;;1;;;1
SpiZe B.V.;1;;;1;;;;;1
Sporttainment Center De Uithof B.V.;;;;1;;;;;1
Sprengers Advocaten;;;;;;1;;;1
Springhaver Theater Café B.V.;;;;1;;;;;1
SRON;;;;;;;;1;1
