Leverancier;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
Denit Internet Services B.V.;;2;;;;;;;2
Denkschets.nl;;;;;;;;1;1
Dental Partners Rotterdam B.V.;;2;;;;;;;2
Dentalair Consumables B.V.;;;2;;;;;;2
Dentalair Products Nederland B.V.;;2;;;;;;;2
Dentalbouw B.V.;;2;;;;;;;2
Detron Business Communcations;;;;;2;;2;;2
Detron Communication Solutions;;3;4;;1;;6;;6
Diakonessenhuis Orthopaedie B.V.;;;;;;;;1;1
Dianet;;;;;;;;1;1
Digicert, Inc.;;;;;1;;;;1
Digital Development Group B.V.;;;;1;;;;;1
Digital Infrastructures B.V.;;;;;;;;1;1
Digital Revolution B.V.;;;1;;;;1;;1
Dirksen Bedrijfskleding B.V.;;;;;3;;;;3
Discountoffice.nl B.V.;;1;1;;;;1;;1
Diversey B.V.;;2;;;;;;;2
djik Beheer B.V.;;;;;;;;2;2
DMG Meubelen B.V.;;1;;;;;;;1
DNV GL Business Assurance;;;1;;;;;1;2
Doclogic B.V.;;;;1;2;;;;2
DocNK;;;;;;;;1;1
Downsized;;1;;;;;;;1
Dr.D.J. Vinkers, Psychiater;;;;;;;;1;1
Dröge & Van Drimmelen;;;;;;;;1;1
Drone Flight Operations;;1;;;;;;;1
DSD Automatisering B.V.;;;;;;;;1;1
DSP-Groep B.V.;;;;;;;;2;2
DTG B.V.;;;;1;;;1;;1
DTV Consultants B.V.;;;;;;;;1;1
DVTadvies B.V.;;;;;;;;2;2
DXC Technology;;;;;2;4;;;4
Dyna-Tech;;;1;;;;;;1
Eagle ICT Consultancy;;;;;;;;1;1
Easy Office Online B.V.;;;;;;;;1;1
Easy Solutions B.V.;;;;;;;;1;1
Easylocate;;1;;;;;;;1
Ecniv Concepts B.V.;;;;;;;;1;1
Edpnet B.V.;;;;;;;;1;1
Eefsway;;;;;;;;2;2
Eenmalige crediteur IND;;;;;;;;1;1
Eenvoud;;;;2;2;;;;2
Effectory Holding B.V.;;;;;;;;2;2
eFormity;;1;;;;;;;1
EHRM Vision;;;;1;1;;;;1
Eijsbouts Fabriek van Torenuurwerken B.V.;;;;;1;;;;1
Eijsink Afrekensystemen;;;;;1;;;;1
Eilie Telecom B.V.;;;;;;;;1;1
Electrocar B.V.;;2;;;;;;;2
Electrolux Professional B.V.;;2;;;;;;;2
Electronic Works B.V.;;;;;;;1;;1
Elemental Scientific Instrumetns Ltd.;;1;;;;;;;1
Ellie Roetgerink Consultancy;;;;;;;;1;1
Elmar Hellendoorn;;;;;;;;2;2
Elsto Drives & Lifting;;1;;;;;;;1
Em Kantoorsystemen B.V.;;1;;;;;;;1
Emango Internet Services B.V.;;;;;;;;1;1
eMates;;;;1;;;;;1
EMC Computer Systems (Benelux) B.V.;;;2;;;;;;2
Emergis;;;;;;;;1;1
EMMA Communicatie B.V.;;;;;;;;2;2
Energetics Technology Limited;;5;;;;;;;5
ENGIE Services Noord locatie Leeuwarden;;;;;;;1;;1
ENGIE Services West B.V.;;2;;;;;;;2
Enigmatry B.V.;;;;;;3;;;3
Enjoy your office B.V.;;1;;;;;;;1
Enliven Media;;;;;;;;2;2
Ensura Solutions B.V.;;2;;;;;;;2
Entopic B.V.;;;;;1;;;;1
e-Quest IT Diensten B.V.;;;;;;;;1;1
Equinix (Netherlands) B.V.;;;5;;;7;;;7
Ergo2Work B.V.;;1;1;;;;;;1
Eringa Audiovisueel;;1;;;;;;;1
Ernst & Young Accountants LLP;;;;;;;;4;4
Escal Institute of Advanced Technologies;;;;;;;;4;4
Espresso Service West;;2;;;;;;;2
Esra Handelmaatschappij B.V.;;2;;;;;;;2
EU Law Live S.L.;;;;1;;;;;1
Euro Events B.V.;;1;;;;1;;;1
Euronet Communications B.V.;;;;;;;;1;1
Evenement SOE;;;1;;;;;;1
Evers Kassasystemen B.V.;;1;1;;2;;;;3
every media;;;;;;;;3;3
EXA-Grid;;;;;;1;;;1
Exertus Applications B.V.;;;;1;;;;;1
Experian Nederland B.V.;;;;1;;;2;;2
Eylo B.V.;;;;;;;;1;1
E-Zorg;;;;;;;;;
Facilicom Solutions B.V.;;;;;;2;;;2
Facilion B.V.;;;;;;1;;;1
Facility Trade Group;;1;;;;;;;1
Factiva Limited;;;;;2;;3;;3
Fairview Indoor Media B.V.;;;;;1;;;;1
Familieperspectief;;;;;;;;1;1
FDR Projectmanagement & Advies;;;;;;;;3;3
Fenêtre B.V.;;;;;;1;;;1
Ferro Explore B.V.;;;;;;;;2;2
FG2010;;;;;;;;1;1
FiberXS Holding B.V.;;;;;;;;1;1
Fietje Schelling;;;;;;;;1;1
FireEye Ireland Limited;;;;;5;;;;5
FIRST.Org;;;;;;1;;;1
Fit-for-Purpose Advies;1;;;;;;;;1
Fivoor B.V.;;;;;;;;2;2
Flamingo Television Bonaire B.V.;;;;;;;1;;1
Flash Rental Services B.V.;;1;1;2;;2;1;;3
Flex-I.D. B.V.;;;;;1;;;;1
FLO Legal;;;;1;;;;;1
FMMU Advies B.V.;;;;;;;;7;7
FMO - MMO;;;;;;;;2;2
FMO12;;;;;;;;2;2
Follow the Beat B.V.;;;;;;;;7;7
Forensisch Milieuonderzoek Nijboer;;;;;;;;2;2
Formzet B.V.;;;;;;;;1;1
Foster & Freeman Netherlands B.V.;;2;;;;;;;2
Fotografie Jurgen Huiskes;;;;;;;;1;1
Four Lemons B.V.;;2;;;;;;;2
Fox Crypto B.V.;;3;;;3;;;;4
Fox-IT;;;3;;4;3;;4;5
FOXX AV Projects;;;1;;;;;;1
FRAEY;;;;;;;;2;2
Frama Nederland;;;1;;;;;;1
FrankVanemanAutomotive 2 B.V.;;3;;;;;;;3
Freddy Dezeure BVBA;;;;;;;;1;1
Fujitsu Technology Solutions B.V.;;;;1;3;;1;7;7
Fusernet ICT Services B.V.;;;1;;;;;;1
Fusix Networks B.V.;;;;;;;;2;2
Fysiotherapie Cranial;;;;;;;;1;1
Fysiotherapie Hoek van Holland;;;;;;;;1;1
G. Oehlers;;;;;;;;1;1
G2 Speech B.V.;;;;;2;;;;2
G4S Cash Management B.V.;;;;;;1;;;1
G4S Cash Solutions B.V.;;;;;;7;;;7
Gaastra Management;;;;;;;;1;1
Galaxy Business Networks;;;;;;;;1;1
Galjema B.V. Technisch Adviesbureau;;;;;;;;1;1
Gamma Infrastructure III B.V.;;;;;;;;2;2
Gannexion B.V.;;1;;1;;2;1;;2
Garansys B.V.;;3;;;;;;;3
Gartner Nederland B.V.;;;;5;5;;;2;6
Gauddi B.V.;;1;;1;;;1;;2
GE Solutions;;2;;;;;;;2
GÉANT Vereniging;;;;;;1;;;1
Geefirm B.V.;;;;;;;;1;1
Gemnet B.V.;;;;1;;1;;;1
Geofabrik GmbH;;;1;;;;;;1
Geostick Self-Adhesive Labels;;;;;;;;1;1
Gerda de Boer, Praktijk voor kind, ouders;;;;;;;;2;2
Gerson Papier B.V.;;;;;;;1;;1
Gezondheidscentrum Aalsmeer Oost;;;;;;;;1;1
Gezondheidscentrum De Spil;;;;;;;;1;1
Gezondheidscentrum Dokter aan de Lek;;;;;;;;1;1
Gezondheidscentrum Heer;;;;;;;;1;1
Gezondheidscentrum Venserpolder;;;;;;;;1;1
Gezondheidszorg Asielzoekers Nederland B.V.;;;;;;;;1;1
GGz Centraal locatie Zon & Schild;;;;;;;;1;1
GGZ Dennenweg;;;;;;;;1;1
GGZ inGeest Overschiestraat;;;;;;;;;
GGZ Nederland;;;;;;;;2;2
GGZ Oost Brabant Landgoed Coudewater;;;;;;;;1;1
GGZ-Reflection Haaglanden B.V.;;;;;;;;1;1
GH+O;;;;;;;;2;2
Gibas Numeriek B.V.;;;1;;;;;;1
Gispen Kantoorinrichting;;4;;;;1;;;4
GJC Smid, huisarts;;;;;;;;1;1
Glasvezelnetwerk Texel B.V.;;;;;;;;1;1
Global-e ICT solutions B.V.;;;;;;;;1;1
Globe Telecom;;;;;;;;1;1
GnTel B.V.;;;;;;;;1;1
GoodtobeBetter B.V.;;;;;;;;3;3
Gosler huisarts waarnemingen;;;;;;;;1;1
Go-Trex B.V.;;;;;;;;1;1
govroam;;;;;1;1;;;1
GPM B.V.;;4;;;;;;;4
Grenkefinance N.V.;;;2;;;;;;2
GreyNoise Intelligence Inc;;;;;;;;3;3
Grip Multimedia B.V.;;;1;;1;;;;1
GripNet B.V.;;;;;1;;;;1
Groeiruimte;;;;;;;;1;1
Groepspraktijk De Bres;;;;;;;;1;1
Groepspraktijk het Roosendael;;;;;;;;1;1
GSM Reparatie Centrum B.V.;;;;;;;1;;1
GSM-Centrum;;;;;;;1;;1
GTD consulting;;;;;;;;2;2
Guapamano Ltd.;;;;;;;;1;1
GW Cross Media B.V.;;;;1;2;1;;;2
H. Chtatou, huisarts;;;;;;;;1;1
H. Worst Holding B.V.;;1;;;;;;;1
H.a.praktijk H.A.M. vd Lugt en K. Kuschbert;;;;;;;;1;1
Hackdefense B.V.;;;;;;;;2;2
Hamilton Germany GmbH;;4;;;;;;;4
Hamilton Storage GmbH;;1;;;;;;;1
Hart 4 Technology;;;1;;;;;;1
Haute Equipe Partners in Public B.V.;;;;;;;;2;2
Havana Orange B.V.;;;;;;;;4;4
Hay United B.V.;;;;;;;;1;1
Hbsoftware B.V.;;;;;1;;;;1
HeadFirst B.V.;;;;;;;;4;4
Health Angels B.V.;;;;;;;;5;5
Health2Work B.V.;;2;1;1;1;1;1;;2
Hedi International B.V.;;;1;;;;;;1
Hefmatic B.V.;;2;;;;;;;2
Heijmans Utiliteit;;4;;;1;;;;4
Heijsteeg Psychologie & Mediation;;;;;;;;1;1
HeldenVan.nu;;;;;;;1;;1
Helms HealthCare;;;;;;;;1;1
Hertzinger Satelliet Ontvangst B.V.;;;;;;;1;;1
Hestec;;;;;;;;1;1
Heuvelman Sound & Vision B.V.;;;;1;;;;;1
HEYDAY Facility Management;;;;;;;;1;1
Hilf Telecom B.V.;;;;;;;;1;1
HMC Westeinde;;;;;6;;;1;6
Hogrefe Uitgevers B.V.;;;;1;;;;;1
Holmatro Rescue Equipment;;2;;;;;;;2
Holtrop & Jansma B.V.;;1;;;;;;;1
Hooghiemstra & Partners B.V.;;;;;;;;1;1
HORIBA Scientific;;2;;;;;;;2
Hospitality Group B.V.;;;;;;;;2;2
Hospitality Interim B.V.;;;;;;;;3;3
Hostnet B.V.;;;;1;;;;;1
Huisarts M.W.C.M. Beltman;;;;;;;;1;1
Huisarts Obaidy;;;;;;;;1;1
Huisartsen Buitenlust;;;;;;;;1;1
Huisartsen Doude van Troostwijk en Gooskens;;;;;;;;1;1
Huisartsen Faber en Falke;;;;;;;;1;1
Huisartsen Gezondheidscentrum Schalkwijk;;;;;;;;1;1
Huisartsen N.G. van Vliet en F.J. v.d. Brule;;;;;;;;1;1
Huisartsencentrum Pniël;;;;;;;;1;1
Huisartsengroep Nieuw Gastel;;;;;;;;1;1
Huisartsenmaatschap Hendriks en Tempelman;;;;;;;;1;1
Huisartsenmaatschap J. Spies & M. ten Napel;;;;;;;;1;1
Huisartsenmaatschap Mosae Forum;;;;;;;;1;1
Huisartsenmaatschap Terwinselen;;;;;;;;1;1
Huisartsenprak. Gezondheidscentrum Zevenkamp;;;;;;;;1;1
Huisartsenpraktijk Afiya;;;;;;;;1;1
Huisartsenpraktijk Amsteldijk;;;;;;;;1;1
Huisartsenpraktijk Avecinna;;;;;;;;1;1
Huisartsenpraktijk Bac;;;;;;;;1;1
Huisartsenpraktijk Bassa;;;;;;;;1;1
Huisartsenpraktijk Bergerhoef;;;;;;;;1;1
Huisartsenpraktijk Biddinghuizen;;;;;;;;1;1
Huisartsenpraktijk Binnenstad;;;;;;;;1;1
Huisartsenpraktijk Bloemendaal;;;;;;;;1;1
Huisartsenpraktijk Bos;;;;;;;;1;1
Huisartsenpraktijk Brouwer & Truin;;;;;;;;1;1
Huisartsenpraktijk Busser en Leeuw;;;;;;;;1;1
Huisartsenpraktijk C. Alferink en I. Spel;;;;;;;;1;1
Huisartsenpraktijk C. Hofman-van Vliet;;;;;;;;1;1
Huisartsenpraktijk de Back & de Jong;;;;;;;;1;1
Huisartsenpraktijk De Hoed;;;;;;;;1;1
Huisartsenpraktijk de Rode Hoed;;;;;;;;1;1
Huisartsenpraktijk De Schans;;;;;;;;1;1
Huisartsenpraktijk De Weerark;;;;;;;;1;1
Huisartsenpraktijk De Westereen B.V.;;;;;;;;1;1
Huisartsenpraktijk De Zandbloem;;;;;;;;1;1
Huisartsenpraktijk Drs. F. Ogbuli;;;;;;;;1;1
Huisartsenpraktijk Filius;;;;;;;;1;1
Huisartsenpraktijk Ghedri B.V.;;;;;;;;1;1
Huisartsenpraktijk Helmond Centrum;;;;;;;;1;1
Huisartsenpraktijk Het Kompas;;;;;;;;1;1
Huisartsenpraktijk Kadoelerbreek;;;;;;;;1;1
Huisartsenpraktijk Keizer Karelpark;;;;;;;;1;1
Huisartsenpraktijk Kersten;;;;;;;;1;1
Huisartsenpraktijk Kramers en Westra;;;;;;;;1;1
Huisartsenpraktijk KROON;;;;;;;;1;1
Huisartsenpraktijk Maessen B.V.;;;;;;;;1;1
Huisartsenpraktijk Meerlo;;;;;;;;1;1
Huisartsenpraktijk Merwezorg;;;;;;;;1;1
Huisartsenpraktijk Mostart;;;;;;;;1;1
Huisartsenpraktijk Nasseri-van Houts;;;;;;;;1;1
Huisartsenpraktijk 'Onder de Luifel';;;;;;;;1;1
Huisartsenpraktijk P.H.M. Maas;;;;;;;;1;1
Huisartsenpraktijk Pannerden;;;;;;;;1;1
Huisartsenpraktijk Ramcharan;;;;;;;;1;1
Huisartsenpraktijk Roomburgh;;;;;;;;1;1
Huisartsenpraktijk Smedes;;;;;;;;1;1
Huisartsenpraktijk Spaubeek B.V.;;;;;;;;1;1
Huisartsenpraktijk Stoppels;;;;;;;;1;1
Huisartsenpraktijk 't Rak;;;;;;;;1;1
Huisartsenpraktijk 't Voorhuis;;;;;;;;1;1
Huisartsenpraktijk ten Kate;;;;;;;;1;1
Huisartsenpraktijk van Berckel Smit;;;;;;;;1;1
Huisartsenpraktijk van Bracht en Dorgelo;;;;;;;;1;1
Huisartsenpraktijk Van der Hoek/Tirtotaroeno;;;;;;;;1;1
Huisartsenpraktijk van Verseveld;;;;;;;;1;1
Huisartsenpraktijk Verdilaan B.V.;;;;;;;;1;1
Huisartsenpraktijk Vernhout;;;;;;;;1;1
Huisartsenpraktijk Volendam;;;;;;;;1;1
Huisartsenpraktijk Vondellaan;;;;;;;;1;1
Huisartsenpraktijk Vos & Van Aalen;;;;;;;;1;1
Huisartsenpraktijk Vrijheidslaan;;;;;;;;1;1
Huisartsenpraktijk Weerdsingel;;;;;;;;1;1
Huisartsenpraktijk Zoon;;;;;;;;1;1
Huisartsenpraktijk Zwerver;;;;;;;;1;1
Huisartsenpraktijken Medi-Mere;;;;;;;;1;1
Huisartspraktijk Andeweg;;;;;;;;1;1
Huisartspraktijk Bulbul;;;;;;;;1;1
Huisartspraktijk de Wit;;;;;;;;1;1
Huisartspraktijk Dekeukeleire;;;;;;;;1;1
Huisartspraktijk R.C. Jansen;;;;;;;;1;1
Huisartspraktijk van Troost;;;;;;;;1;1
Huisartspraktijk Wisselink;;;;;;;;1;1
Human Content Media Producties B.V.;;;;;;;;;
HVMP Marketing B.V.;;;;2;;;;;2
Hygiene Consult Nederland;;;;;;;;;
Hyki Interior Affairs;;1;;;;;;;1
I&K, Informatie & Kennis;;;;1;;;;;1
i4IP B.V.;;;;;;;;1;1
iBabs B.V.;;;;;2;2;;;2
IBM Nederland B.V.;;;;;2;1;;;2
ICM;;;1;;;1;2;;3
ICMP Headquarters;;;;;;2;;;2
ICT Concept B.V.;;;;;;;;1;1
ID Ware International B.V.;;;;;;1;1;;1
idd.nl;;;;;1;;;;1
IDEMIA Identity & Security France;;3;;;;;;;3
Idemia Identity et Security France;;2;;;;5;;;5
IDEMIA The Netherlands B.V.;;;;2;;;;;2
IIVII;;;;;;;;2;2
IJsselland Ziekenhuis;;;;;;;;1;1
ILUMY Prototyping B.V.;;;;3;;;;;3
Impres B.V.;;;;1;;;;;1
Improvement-IT B.V.;;1;;;2;;;;2
Improven B.V.;;;;;;2;;;2
Impulse Info Systems;;;;;6;3;;;6
Imtech Nederland B.V.;;;;;;;5;;5
In de Roos eventmanagement;;;;;;;;3;3
Inbraakpreventie 'M.I.B.' B.V.;;;;1;;;;;1
Infection Control Nederland B.V.;;;;;;;;1;1
Infoland;;;;;1;;;;1
Infopact Netwerkdiensten B.V.;;;;;;;;1;1
Informatique Computers & Componenten;;;1;;;;;;1
Informaxion B.V.;;;;;;;;1;1
Infotron B.V.;;;;;;;;2;2
Infracom Internet B.V.;;;;;1;;;1;2
Ingenico e-Commerce Solutions B.V.;;;;;2;;;;2
Ingressus B.V.;;;;;4;;;;4
Initiative Media B.V.;;;;;;;;;
Inkesta B.V.;;;;;1;;;;1
Innovative Cable Management bvba;;;1;;;;;;1
Innovattic B.V.;;;;;;;;2;2
Inoxation;;1;;;;;;;1
Inperon B.V.;;;;;;;;1;1
InPromo B.V.;;1;1;;;;;;1
Insight Enterprises Netherlands B.V.;;;;4;6;;;;6
InsightsWorld B.V.;;;;;1;;;;1
Inspiratiebrigade;;;;;;;;1;1
Intelligence Group B.V.;;;;;1;;;3;3
INTER;;7;4;;2;1;2;1;7
Interactive Affairs B.V.;;;;;1;;;;1
InterAlter interieurarchitecten;;;;;;;;1;1
Intercity Zakelijk;;;;;;;;1;1
InterConnect Services B.V.;;;;;;;;1;1
Interflow B.V.;;2;;;;;;;2
Intermax Cloudsourcing;;;;;;;;1;1
International Pagerservices;;;1;;;;;;1
Interscience B.V.;;4;;;;;;;4
Interstroom Informatietechnologie B.V.;;;;;;;;1;1
Intimus International Netherlands B.V.;;2;1;;;;;1;2
Intos B.V.;;4;;;;;;;4
InTouch N.V.;;;;;;;;1;1
inVision Ondertiteling;;;;;;1;;;1
Iolan B.V.;;1;;;2;;;;2
IP Visie;;;;;;;;1;1
ipBT B.V.;;;;;;;;1;1
IP-ONE B.V.;;;;1;;;;;1
Ipsos B.V.;;;;;;;;4;4
i-psy PsyQ Brijder B.V.;;;;;;;;1;1
Isero Utrecht Lage Weide;;1;;;;;;;1
ISSOS B.V.;;1;;;;;;;1
IT Brouwerij;;;;;;;;3;3
ITT Desk B.V.;;;;;;;;1;1
J.G.B.M. Rohlof Psychiater;;;;;;;;1;1
Jaap Boonstra & Associat Strateg. Org.advies;;;;;;;;2;2
Jabalis B.V.;;;;;;;;2;2
JAM visueel denken B.V.;;;;;;;;1;1
Janse de Jonge Advies;;;;;;;;2;2
JFK projectinrichting;;1;;;;;;;1
Johnson Health Tech. Netherlands B.V.;;2;;;;;;;2
Jonker Montage-Installatiebedrijf;;;;;;1;;;1
JooSign;;;1;;;;;;1
Jos ten Berg's Handelmaatschappij B.V.;;1;;;;;;;1
Juma International B.V.;;1;;;;;;;1
Jumbo Supermarkt;;;;;;;;1;1
Jurisquare NV;;;;1;;;;;1
JustForYou;;;;;;;;2;2
K.H. Hoeksema, huisarts;;;;;;;;1;1
K.L. Hartog B.V.;;;;;;;;2;2
K2 Marketing B.V.;;;;;;;;1;1
Kabel Noord B.V.;;;;;;;;1;1
Kamera Express;;;1;;;;;;1
Kantar Netherlands B.V.;2;;;;;;;2;3
Kariman;;;;;;;;1;1
KCM Survey B.V.;;;;;1;;;1;1
KeenSystems V.O.F.;;;;;;;;1;1
Kembit B.V.;;;;;2;;;;2
Kentie Nederland B.V.;;;1;;;;;;1
Kentie Rotaform;;;1;;;;;;1
Keyence International (Belgium) NV/SA;;2;;;;;;;2
Khonraad Software Engineering B.V.;;;;;2;;;;2
Kinly Benelux;;3;1;;;1;;;4
Kistler B.V.;;2;;;;;;;2
Klinkenbijl & Vreugdenhil;;;;;;;;1;1
Knipmeijer & Blok Elektrotechniek B.V.;;;;;;;;1;1
Kno-Tech Productbeveiliging;;;;1;;;;;1
Knowledge Exchange B.V.;;;;1;;;2;;2
Koch Illustraties & Animaties;;;;;;1;;;1
Kodision B.V.;;;;;1;;;;1
Koel- & Elektrotechn. Instal.bedr. v. Loon BV;;1;;;;;;;1
kommago.nl;;;1;;;;1;;1
Kompactor B.V.;;1;;;;;;;1
Koning & Hartman B.V.;;;1;;;;2;;2
Koninklijke Fabrieken Posthumus B.V.;;1;1;;;;;;1
Kop Beveiliging B.V.;;2;;1;;;;;2
Korton Group B.V.;;;;;;;;1;1
Kovoks;;;;;;;;1;1
KplusV B.V.;;;;;;;;2;2
KPMG Accountants N.V.;;;;;;;;2;2
KPMG Audit;;;;3;;2;;5;5
KPN B.V.;;3;4;4;2;4;6;2;7
KPN B.V. Telecom Facturering Vaste Telefonie;;;;;;;1;;1
KPN Consulting B.V.;;;;;;;;4;4
krijn van beek;;;;;;;;1;1
Kropman Installatietechniek;;1;;;;;;;1
KSG Trainers & Consultants;;;;;;;;1;1
KSP Kunstgras B.V.;;3;;;;;;;3
K-Vision B.V.;;;;;1;;;;1
Kwebbl B.V.;;;;;;;;1;1
KWS Infra Rotterdam;;2;;;;;;;2
KwS Touch B.V.;;;;;;2;;;2
Laanbroek Schoeman Adviseurs B.V.;;;;;;;;3;3
LaMark B.V.;;;;;;;;2;2
Landuwasco B.V.;;5;;;;;;;5
Langhenkel - Talenter;;;;;;;;3;3
Langhout Intern Transport B.V.;;2;;;;;;;2
Lanting consult;;;;;;;;2;2
Lasaulec B.V.;;2;;;;;;;2
Laura O'Neill;;2;;;;;;;2
LBVD Consultancy B.V.;;;;;;;;1;1
LeaseWeb Netherlands B.V.;;;;;1;;;;1
Leen Bakker;;1;;;;;;;1
Leeuwendaal Advies B.V.;;;;;;;;2;2
Lef Interim;;;;;;;;2;2
Leica Microsystems B.V.;;4;;;;;;;4
Leidsche Rijn Julius Gezondheidscentra;;;;;;;;1;1
Leike van Oss Organisatievragen;;;;;;;;2;2
Leo Kwarten-Middle East Consultancy;;;;;;;;1;1
Leus Specials B.V.;;;;;;;1;;1
Lexima B.V.;;;;;1;;;;1
LexisNexis Univentio B.V.;;;;2;;;1;;2
Leza Efficiency B.V.;;;;;1;;;;1
Liander N.V.;;;;1;;;;;1
LIMINA;;;;;;;;2;2
Linde Gas Cryoservices B.V.;;1;;;;;;;1
Lindendokters, huisartsen;;;;;;;;1;1
LINKIT B.V.;;;;;2;2;;2;3
Livestream Facilities;;;;1;;;;;1
Lloyd's Register Nederland B.V.;;;;;;;;2;2
Localyse B.V.;;;;2;;;;;2
Locatie Marketing en Management Company B.V.;;;;;;;;2;2
Lohman Kwaliteitszorg;;;;;;;;2;2
LokaleZaken B.V.;;;;;;;;2;2
Lost Lemon B.V.;;;;;;;;2;2
Louwman & Parqui B.V.;;3;;;;;;;3
LTP Advies B.V.;;;;;;;;1;1
Lucas Cardiologie B.V.;;;;;;;;1;1
LUKAS SOUND;;;;;;1;;;1
Luna.nl B.V.;;;;;;;;1;1
LvN;;;;;;;;3;3
Lycamobile Netherlands Ltd.;;;;;;;;1;1
Lyreco Nederland B.V.;;;1;;;;;;1
M & I /Partners B.V.;;;;;;;;1;1
M&R Micro-Imaging;;;;;;;;2;2
Maasmond B.V.;;2;;;;;;;2
Maastro-Clinic;;;;;;;;1;1
Maasziekenhuis Pantein B.V.;;;;;;;;1;1
Maatkamp Neurologie Holding B.V.;;;;;;;;1;1
Maatschap Cardiologie CWZ;;;;;;;;1;1
Maatschap Chirurgen IJsselland Ziekenhuis;;;;;;;;1;1
Maatschap D. Witsel en P.M. Veldhoen;;;;;;;;1;1
Maatschap Deneer & van Gaalen;;;;;;;;1;1
Maatschap Friese Longartsen;;;;;;;;1;1
Maatschap Huisartsen Schelfhoed;;;;;;;;1;1
Maatschap Huisartsen W.G.C. Heikant;;;;;;;;1;1
Maatschap Huisartsenteam de Keen;;;;;;;;1;1
Maatschap Interne Geneeskunde MDL;;;;;;;;1;1
Maatschap Interne-Pulmonologie;;;;;;;;1;1
Maatschap Internisten IJsselland Ziekenhuis;;;;;;;;1;1
Maatschap Longartsen Ikazia;;;;;;;;1;1
maatschap MSB Gooi en Eemland;;;;;;;;1;1
Maatschap Neurologen Maasstadziekenhuis;;;;;;;;1;1
Maatschap Neurologie Eindhoven;;;;;;;;1;1
Maatschap Neurologie Scheperziekenhuis Emmen;;;;;;;;1;1
Maatschap Orthopedie MCH;;;;;;;;1;1
Maatschap Slockers en van Meer;;;;;;;;1;1
Maatschap Urologen voor U;;;;;;;;1;1
Maatschap Urologie Emmen Hardenberg;;;;;;;;1;1
Maatschap van den Hombergh de Boer;;;;;;;;1;1
Maatschap Wollersheim-Gielen;;;;;;;;1;1
MachtigingOnline;;;;;2;;1;;2
Manav Telecom;;;1;;;;2;;2
Manutan B.V.;;1;1;;;1;1;;1
Marc Meijers Design h.o.d.n. MMD;;1;;;;;;;1
Marieke Kleinjan Advies & Projectmanagement;;;;;;;;2;2
Mars Machines;;2;;;;;;;2
Martini Zknhs/C.B. Tandheelk. Martini Zknhs;;;;;;;;1;1
Maruda;;;;;;;;1;1
Matrix IT B.V.;;;1;;;;1;;1
Matters Most B.V.;;;;;;;;2;2
Mavention B.V.;;;;;2;3;;;3
Max ICT B.V.;;;1;;;;1;;1
Máxima Medisch Centrum;;;;;;;;1;1
MaxiTEL Telecom B.V.;;;;;;;;1;1
MaxMind, Inc.;;;;;;;1;;1
MCB Medisch Centrum Balans B.V.;;;;;;;;1;1
MDxHealth Research B.V.;;;;;2;;;;2
Meander Medisch Centrum;;;;;;;;1;1
Med. Centr. Alkmaar/Nw Ziekenhuisgrp, Alkmaar;;;;;;;;1;1
Media Markt Cruquius B.V.;;1;;;;;;;1
Media Markt Den Bosch B.V.;;;;;;;1;;1
Media Markt Hengelo B.V.;;;;;;;1;;1
Mediant locatie Roessinghsbleekweg;;;;;;;;1;1
MediCor Gezondheidszorg Erasmusplein B.V.;;;;;;;;1;1
Medicor Gezondheidszorg Hobbemaplein B.V.;;;;;;;;1;1
MediFirst B.V.;;;;;;;;4;4
Medisch Centrum Leeuwarden B.V.;;;;;;;;1;1
Medisch Centrum Mook;;;;;;;;1;1
Medisch Centrum Oud West;;;;;;;;1;1
Medisch Specialisten Coöperatief Haga U.A.;;;;;;;;1;1
Medisch Specialisten Coöperatief RDGG UA;;;;;;;;1;1
Medisch Specialisten Noord West;;;;;;;;1;1
Medisch Specialistisch Bedrijf HMC;;;;;;;;1;1
Medisch Specialistisch Bedrijf Isala;;;;;;;;1;1
medTzorg B.V.;;;;;;;;6;6
Meer van Tekst;;;;;;;;2;2
Meetingselect B.V.;;;;;;;1;;1
MEGA Elektra Groep Amsterdam B.V.;;;1;;;;;;1
Mehler Vario System GmbH;;6;;;;;;;6
menno denkt;;;;;1;;;;1
Mensch Creative Agency B.V.;;;;;;;;2;2
Mentimeter AB;;;;1;1;1;;;1
Meridian Digital Solutions;;;;;;;;2;2
Merkenbureau Knijff & Partners B.V.;;1;;;;;;;1
MerkPC B.V.;;;;;;;;1;1
Messer Handelsonderneming;;;;;;;1;;1
Mestrelab Research;;;;;1;;;;1
Metabolic B.V.;;;;;;;;2;2
Metaregistrar B.V.;;;;;;;1;;1
Metis IT B.V.;;;;;;1;;7;7
Metrohm Nederland B.V.;;3;;;;;;;3
Mettler-Toledo B.V.;;2;;;;;;;2
Meuleman Engineering B.V.;;1;;;;;;;1
Miele Nederland B.V.;;2;;;;;;;2
mijnpartnergroep.nl;;;;;1;;;;1
Mitel Gebruikersgroep Nederland;;;;1;;;;;1
