x;y;Locatienaam;Organisatie;Straat;Nummer;Letter;Toevoeging;Adres;Postcode;Woonplaats;PCPlaats;Wijknaam;Buurtnaam;Domein;Hoofdfunctie;Functie;Kaart;Doelgroep;Telefoon;Email;Website1;Website2;Toegankelijkheid
135386;458875;Peutercentrum Marcus;Spelenderwijs;Mayadreef;1;;;Mayadreef 1;3563 XC;Utrecht;3563 XC Utrecht;Overvecht;Vechtzoom-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-52315075;marcus@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOvervecht/MarcusDePapegaai.aspx;http://www.spelenderwijsutrecht.nl;
137334;458797;Peutercentrum Op Dreef;Spelenderwijs;Dianadreef;27;;;Dianadreef 27;3561 AA;Utrecht;3561 AA Utrecht;Overvecht;Donaudreef, Wolgadreef e.o.;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-52074534;opdreef@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOvervecht/OpDreef.aspx;http://www.spelenderwijsutrecht.nl;
135686;459466;Peutercentrum De Schakel;Spelenderwijs;Bangkokdreef;4;;;Bangkokdreef 4;3564 SC;Utrecht;3564 SC Utrecht;Overvecht;Tigrisdreef e.o.;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-52314994;deschakel@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOvervecht/DeSchakel.aspx;http://www.spelenderwijsutrecht.nl;
136520;457942;Peutercentrum Teun de Jager;Spelenderwijs;Van Brammendreef;2;;;Van Brammendreef 2;3561 XD;Utrecht;3561 XD Utrecht;Overvecht;Taagdreef, Rubicondreef e.o.;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-52074504;teundejager@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOvervecht/TeundeJager.aspx;http://www.spelenderwijsutrecht.nl;
136355;459155;Peutercentrum Wezerdreef;Spelenderwijs;Stroyenborchdreef;2;;;Stroyenborchdreef 2;3562 GN;Utrecht;3562 GN Utrecht;Overvecht;Neckardreef e.o.;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-50730143;wezerdreef@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOvervecht/Wezer.aspx;http://www.spelenderwijsutrecht.nl;
137583;455577;Peutercentrum De Rommelpot;Spelenderwijs;Bloesemstraat;25;A;;Bloesemstraat 25A;3581 XA;Utrecht;3581 XA Utrecht;Oost;Oudwijk;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135738;rommelpot@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOost/Rommelpot.aspx;http://www.spelenderwijsutrecht.nl;
137730;454976;Peutercentrum Pluto;Spelenderwijs;Notebomenlaan;137;;;Notebomenlaan 137;3582 CJ;Utrecht;3582 CJ Utrecht;Oost;Rubenslaan e.o.;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-50511920;pluto@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesOost/Pluto.aspx;http://www.spelenderwijsutrecht.nl;
129031;455775;Peutercentrum Speelleertuin;Spelenderwijs;Kweektuinlaan;1-3;;;Kweektuinlaan 1-3;3452 SR;Vleuten;3452 SR Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135826;speelleertuin@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesVleuten-DeMeern/DeSpeelleertuin.aspx;http://www.spelenderwijsutrecht.nl;
129631;455022;Peutercentrum Speelhuis;Spelenderwijs;St. Pietersberg;12;A;;St. Pietersberg 12A;3453PH;De Meern;3453PH De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135832;speelhuis@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesVleuten-DeMeern/Speelhuis.aspx;http://www.spelenderwijsutrecht.nl;
128621;456503;Peutercentrum Speelwereld;Spelenderwijs;Teunisbloemlaan;44;;;Teunisbloemlaan 44;3452 CB;Vleuten;3452 CB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135823;speelwereld@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesVleuten-DeMeern/Speelwereld.aspx;http://www.spelenderwijsutrecht.nl;
130991;454563;Peutercentrum Spelenderwijs De Meern;Spelenderwijs;Mereveldlaan;10;A;;Mereveldlaan 10A;3454 CG;De Meern;3454 CG De Meern;Vleuten - De Meern;De Meern-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135822;demeern@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesVleuten-DeMeern/SpelenderwijsDeMeern.aspx;http://www.spelenderwijsutrecht.nl;
129844;457815;Peutercentrum De Tol;Spelenderwijs;Kortland;21;;;Kortland 21;3451 VD;Vleuten;3451 VD Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135825;detol@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesVleuten-DeMeern/DeTol.aspx;http://www.spelenderwijsutrecht.nl;
134056;455136;Peutercentrum Oog en Al;Spelenderwijs;Petristraat;2;A;;Petristraat 2A;3533 SW;Utrecht;3533 SW Utrecht;West;Halve Maan-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13131061 ;ooginal@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesWest/OogInAl.aspx;http://www.spelenderwijsutrecht.nl;
134877;455824;Peutercentrum Kadodder;Spelenderwijs;Billitonkade;45;;;Billitonkade 45;3531 TH;Utrecht;3531 TH Utrecht;West;Halve Maan-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;030-13138047;kadodder@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesWest/Kadodder.aspx;http://www.spelenderwijsutrecht.nl;
135223;456280;Peutercentrum De Nova;Spelenderwijs;Staringstraat;1;;;Staringstraat 1;3532 VM;Utrecht;3532 VM Utrecht;West;Halve Maan-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-10995836;denova@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesWest/DeNova.aspx;http://www.spelenderwijsutrecht.nl;
135231;455783;Peutercentrum Peuterpark;Spelenderwijs;Van Riebeeckstraat;40;;;Van Riebeeckstraat 40;3531 EJ;Utrecht;3531 EJ Utrecht;West;Halve Maan-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135842;peuterpark@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesWest/Peuterpark.aspx;http://www.spelenderwijsutrecht.nl;
134436;456348;Peutercentrum Toontje;Spelenderwijs;Vleutenseweg;515;;;Vleutenseweg 515;3532 HK;Utrecht;3532 HK Utrecht;West;Halve Maan-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-18637568;toontje@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesWest/Toontje.aspx;http://www.spelenderwijsutrecht.nl;
137795;452905;Peutercentrum Winnie de Pooh;Spelenderwijs;Hondsrug;19;;;Hondsrug 19;3524 BP;Utrecht;3524 BP Utrecht;Zuid;Lunetten-noord;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-34948225;winniedepoeh@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuid/WinniedePooh.aspx;http://www.spelenderwijsutrecht.nl;
136728;452932;Peutercentrum De Vliegende Beestenboel;Spelenderwijs;Duurstedelaan;14-24;;;Duurstedelaan 14-24;3525 AR;Utrecht;3525 AR Utrecht;Zuid;Nieuw Hoograven-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-27132255;vliegendebeestenboel@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuid/DeVliegendeBeestenboel.aspx;http://www.spelenderwijsutrecht.nl;
136751;453406;Peutercentrum Puk;Spelenderwijs;Rijnhuisenlaan;2-4;;;Rijnhuisenlaan 2-4;3523 JA;Utrecht;3523 JA Utrecht;Zuid;Nieuw Hoograven-noord;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-41903985;puk@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuid/Puk.aspx;http://www.spelenderwijsutrecht.nl;
136357;454256;Peutercentrum De Blokkendoos;Spelenderwijs;Noordzeestraat;20;;;Noordzeestraat 20;3522 PK;Utrecht;3522 PK Utrecht;Zuidwest;Rivierenwijk;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135789;deblokkendoos@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/DeBlokkendoos.aspx;http://www.spelenderwijsutrecht.nl;
135673;453004;Peutercentrum Al Hambra;Spelenderwijs;Australiëlaan;1;;;Australiëlaan 1;3526 AB;Utrecht;3526 AB Utrecht;Zuidwest;Bedrijvengebied Kanaleneiland-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13138009;alhambra@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/AlHambra.aspx;http://www.spelenderwijsutrecht.nl;
135214;454419;Peutercentrum Anne Frank;Spelenderwijs;Van Bijnkershoeklaan;280;;;Van Bijnkershoeklaan 280;3527 XL;Utrecht;3527 XL Utrecht;Zuidwest;Transwijk-noord;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;030-2966020;annefrank@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/AnneFrank.aspx;http://www.spelenderwijsutrecht.nl;
135012;453557;Peutercentrum Da Costa;Spelenderwijs;Afrikalaan;28;B;;Afrikalaan 28B;3526 VN;Utrecht;3526 VN Utrecht;Zuidwest;Kanaleneiland-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-10994453;dacosta@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/DaCosta.aspx;http://www.spelenderwijsutrecht.nl;
134712;454291;Peutercentrum Hart van Noord;Spelenderwijs;Trumanlaan;60;C;;Trumanlaan 60C;3527 BR;Utrecht;3527 BR Utrecht;Zuidwest;Kanaleneiland-noord;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135796;hartvannoord@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/HartvanNoord.aspx;http://www.spelenderwijsutrecht.nl;
134870;453647;Peutercentrum Kaleidoskoop Columbus;Spelenderwijs;Columbuslaan;40;;;Columbuslaan 40;3526 EP;Utrecht;3526 EP Utrecht;Zuidwest;Kanaleneiland-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-15237767;kaleidoskoopcolumbus@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/KaleidoskoopColumbus.aspx;http://www.spelenderwijsutrecht.nl;
135012;453557;Peutercentrum Kaleidoskoop Marco Polo;Spelenderwijs;Afrikalaan;28;B;;Afrikalaan 28B;3526 VN;Utrecht;3526 VN Utrecht;Zuidwest;Kanaleneiland-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;030-2882440 / 06-13135869;kaleidoskoopmarcopololaan@spelenderwijsutrecht.nl;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/KaleidoskoopMarcoPolo.aspx;http://www.spelenderwijsutrecht.nl;
135399;453276;Peutercentrum Schateiland;Spelenderwijs;Fernandezlaan;100;;;Fernandezlaan 100;3526 GW;Utrecht;3526 GW Utrecht;Zuidwest;Kanaleneiland-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen 2,5 tot 4 jaar;06-13135838;hetschateiland@spelenderwijsutrecht;http://spelenderwijsutrecht.nl/Spelenderwijslocaties/LocatiesZuidwest-Kanaleneiland/Schateiland.aspx;http://www.spelenderwijsutrecht.nl;
135184;457641;Leger des Heils Lunchroom Diep;Leger des Heils;Thorbeckelaan;18;B;;Thorbeckelaan 18B;3552 CS;Utrecht;3552 CS Utrecht;Noordwest;Ondiep;Welzijn;Maaltijdservice;Eettafel;Maaltijdservice;;030-2238325;5050foodutrecht@legerdesheils.nl;http://www.5050-food.nl;http://www.legerdesheils.nl/midden-nederland;
137012;455958;U Centraal;U Centraal;Pieterskerkhof;16;;;Pieterskerkhof 16;3512 JR;Utrecht;3512 JR Utrecht;Binnenstad;Domplein, Neude, Janskerkhof;Welzijn;Advisering en ondersteuning;Activering, advisering, ondersteuning, ontmoeting, algemene hulp, bevorderen sociale contacten, vriendschapsbemiddeling, netwerkcoaching, buddyhulp, georganiseerde burenhulp, buurtbemiddeling;Advisering en ondersteuning;;030-2361717;info@u-centraal.nl;http://www.u-centraal.nl;;
134502;457280;Asha, ontmoetingsproject voor Hidostaanse Surinaamse ouderen (Trefcentrum Oase);;Cartesiusweg;11;;;Cartesiusweg 11;3534 BA;Utrecht;3534 BA Utrecht;West;Schepenbuurt, Bedrijvengebied Cartesiusweg;Welzijn;Advisering en ondersteuning;Advisering, ondersteuning, ontmoeting;Advisering en ondersteuning;Ouderen;;;http://www.stichtingasha.nl;;
134502;457280;Moria, ontmoetingsproject voor Surinaamse Creoolse ouderen (Treftpunt Oase);;Cartesiusweg;11;;;Cartesiusweg 11;3534 BA;Utrecht;3534 BA Utrecht;West;Schepenbuurt, Bedrijvengebied Cartesiusweg;Welzijn;Advisering en ondersteuning;Advisering, ondersteuning, ontmoeting;Advisering en ondersteuning;Ouderen;;;;;
136785;455364;Gilde Utrecht;;Lange Smeestraat;7;;;Lange Smeestraat 7;3511 PS;Utrecht;3511 PS Utrecht;Binnenstad;Springweg e.o., Geertebuurt;Welzijn;Advisering en ondersteuning;Advisering, ondersteuning, ontmoeting;Advisering en ondersteuning;;030-2343252;post@gildeutrecht.nl;http://www.gildeutrecht.nl;;
136002;453160;Sociale Verzekeringsbank (SVB);;Eendrachtlaan;10;;;Eendrachtlaan 10;3526 LB;Utrecht;3526 LB Utrecht;Zuidwest;Bedrijvengebied Kanaleneiland-zuid;Welzijn;Advisering en ondersteuning;Advisering, ondersteuning, ontmoeting;Advisering en ondersteuning;;030-2648200 / 030-2648209;pgb@svb.nl;http://www.svb.nl/pgb;;
135022;454037;Per Saldo (PGB);;Churchillaan;11;;;Churchillaan 11;3527 GV;Utrecht;3527 GV Utrecht;Zuidwest;Kanaleneiland-noord;Welzijn;Advisering en ondersteuning;Informatie, advisering, ondersteuning, belangenbehartiging;Advisering en ondersteuning;Mensen met een lichamelijke beperking of chronische ziekte;0900-7424857;helpdesk@pgb.nl;http://www.pgb.nl;;
131374;457034;Winkelcentrum Terwijde;;;;;; ;;Utrecht; Utrecht;Leidsche Rijn;Terwijde-west;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.winkelcentrumterwijde.nl;;
132228;455577;Winkelcentrum Parkwijk;;;;;; ;;Utrecht; Utrecht;Leidsche Rijn;Parkwijk-zuid;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.winkelcentrumparkwijk.nl;;
137664;457604;Winkelcentrum De Gaard;;;;;; ;;Utrecht; Utrecht;Noordoost;Tuindorp-oost;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.winkelenindegaard.nl;;
136150;455865;Winkelcentrum Hoog Catharijne;;Stationsplein;97;;;Stationsplein 97;3511 ED;Utrecht;3511 ED Utrecht;Binnenstad;Hoog Catharijne, NS, Jaarbeurs;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.hoogcatharijne.nl;;
136181;458348;Winkelcentrum Overvecht;;Roelantdreef;;;;Roelantdreef ;;Utrecht; Utrecht;Overvecht;Zamenhofdreef e.o.;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.scovervecht.nl;;
134956;454080;Winkelcentrum Kanaleneiland;;;;;; ;;Utrecht; Utrecht;Zuidwest;Kanaleneiland-noord;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.kanaleneiland.com;;
137241;458623;Winkelcentrum Overkapel;;Euterpedreef;8;;;Euterpedreef 8;3561 CV;Utrecht;3561 CV Utrecht;Overvecht;Donaudreef, Wolgadreef e.o.;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.winkelcentrumoverkapel.nl;;
132543;457412;Winkelcentrum The Wall;;Hertogswetering;183;;;Hertogswetering 183;3543 AS;Utrecht;3543 AS Utrecht;Leidsche Rijn;Bedrijvengebied De Wetering;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.thewallutrecht.nl;;
135285;459088;Winkelcentrum De Klop;;Andesdreef;7;;;Andesdreef 7;3563 GA;Utrecht;3563 GA Utrecht;Overvecht;Vechtzoom-zuid;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;;;
136638;453177;Winkelcentrum Hart van Hoograven;;;;;; ;;Utrecht; Utrecht;Zuid;Oud Hoograven-noord;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;;;
137831;454969;Winkelcentrum Ina Boudier Bakkerlaan;;Ina Boudier Bakkerlaan;;;;Ina Boudier Bakkerlaan ;;Utrecht; Utrecht;Oost;Rubenslaan e.o.;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.ibbhof.nl;;
137831;452999;Winkelcentrum Lunetten;;Zevenwouden;;;;Zevenwouden ;;Utrecht; Utrecht;Zuid;Lunetten-noord;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.lunetten.nl/pub/winkels2.html;;
134585;458427;Winkelcentrum Rokade;;Doornburglaan;7;;;Doornburglaan 7;3554 EP;Utrecht;3554 EP Utrecht;Noordwest;Schaakbuurt e.o.;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.rokade-utrecht.nl;;
131030;454641;Winkelcentrum De Meern;;Mereveldlaan;;;;Mereveldlaan ;;De Meern; De Meern;Vleuten - De Meern;De Meern-zuid;Welzijn;Winkelcentrum;Ontmoeting;Winkelcentrum;;;;http://www.centrumdemeern.nl;;
135852;455758;Wijkbureau West;;Stadsplateau;1;;;Stadsplateau 1;3521 AZ;Utrecht;3521 AZ Utrecht;Binnenstad;Hoog Catharijne, NS, Jaarbeurs;Welzijn;Wijkbureau en wijkservicecentrum;Informatie;Wijkbureau en wijkservicecentrum;Bewoners, ondernemers;030-2860000;west@utrecht.nl;http://www.utrecht.nl/wijk-west/wijkbureau-west/;;http://www.toegankelijkutrecht.nl/toegankelijk/toe_view.asp?ac=info&toe_permanent_guid={7705D0A4-5DB2-4A64-A6F9-153459281CEA}&lan_id=1
129239;457733;Wijkbureau Leidsche Rijn;;Dorpsplein;1;;;Dorpsplein 1;3512 JC;Vleuten;3512 JC Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Wijkbureau en wijkservicecentrum;Informatie;Wijkbureau en wijkservicecentrum;Bewoners, ondernemers;030-2860000;leidscherijn@utrecht.nl;http://www.utrecht.nl/wijk-leidsche-rijn/wijkbureau/;;http://www.toegankelijkutrecht.nl/toegankelijk/toe_view.asp?ac=info&toe_permanent_guid={DE8402D1-AAA5-4A69-8C65-ECE3DDF847A3}&lan_id=1
137976;456433;Wijkbureau Noordoost;;FC Donderstraat;1;;;FC Donderstraat 1;3572 JA;Utrecht;3572 JA Utrecht;Noordoost;Zeeheldenbuurt, Hengeveldstraat e.o.;Welzijn;Wijkbureau en wijkservicecentrum;Informatie;Wijkbureau en wijkservicecentrum;Bewoners, ondernemers;030-2860000;noordoost@utrecht.nl;http://www.utrecht.nl/wijk-noordoost/wijkbureau/;;http://www.toegankelijkutrecht.nl/toegankelijk/toe_view.asp?ac=info&toe_permanent_guid={28C4DD3E-F982-463C-9CEC-4055D6EBC41C}&lan_id=1
135446;457136;Buurtsteunpunt Bij Bosshardt;Leger des Heils;Acaciastraat;42;;;Acaciastraat 42;3551 BH;Utrecht;3551 BH Utrecht;Noordwest;2e Daalsebuurt e.o.;Welzijn;Advisering en ondersteuning;Ontmoeting, huiskamer;Advisering en ondersteuning;;030-2422809;middennederland@legerdesheils.nl;http://www.legerdesheils.nl/midden-nederland;;
137589;454382;Het Nederlandse Rode Kruis Kruis, district Utrecht Midden;Rode Kruis;Koningsweg;2;;;Koningsweg 2;3582 GE;Utrecht;3582 GE Utrecht;Oost;Lodewijk Napoleonplantsoen e.o.;Welzijn;Advisering en ondersteuning;Advisering, ondersteuning, ontmoeting;Advisering en ondersteuning;Mensen in een sociaal isolement;030-2520134;info@rodekruisutrechtmidden.nl;http://www.rodekruis.nl/utrecht;;
136408;456545;VC Utrecht, partner voor vrijwillige inzet;VC Utrecht;Bemuurde Weerd Oostzijde;3;;;Bemuurde Weerd Oostzijde 3;3514 AN ;Utrecht;3514 AN  Utrecht;Noordoost;Lauwerecht;Welzijn;Advisering en ondersteuning;Vrijwilligerswerk, scholing, advisering, ontmoeting;Advisering en ondersteuning;;030-2312289;info@vcutrecht.nl;http://www.vcutrecht.nl;;
135761;454251;Prago Centraal Bureau;Stichting Prago;Koningin Wilhelminalaan;8;;;Koningin Wilhelminalaan 8;3527 LD;Utrecht;3527 LD Utrecht;Zuidwest;Transwijk-zuid;Welzijn;Volwasseneneducatie;Basiseducatie aan volwassenen;Volwasseneneducatie;Volwassenen die moeite hebben met leren;06-45010504;info@prago.nl;http://www.prago.nl;;
129340;455275;Prago Leidsche Rijn;Stichting Prago;Bovenpolder;80;;;Bovenpolder 80;3453 NP;De Meern;3453 NP De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Volwasseneneducatie;Basiseducatie aan volwassenen;Volwasseneneducatie;Volwassenen die moeite hebben met leren;06-45010504;info@prago.nl;http://www.prago.nl;;
136362;457858;Prago Utrecht;Stichting Prago;Vader Rijndreef;7-9;;;Vader Rijndreef 7-9;3561 XB;Utrecht;3561 XB Utrecht;Overvecht;Taagdreef, Rubicondreef e.o.;Welzijn;Volwasseneneducatie;Basiseducatie aan volwassenen;Volwasseneneducatie;Volwassenen die moeite hebben met leren;06-45010504;info@prago.nl;http://www.prago.nl;;
134015;455485;Peuterspeelzaal Dreumes Dribbel;Stichting Peuterspeelzaal Dreumes Dribbel;Victor Hugoplantsoen;33;;;Victor Hugoplantsoen 33;3533 CJ;Utrecht;3533 CJ Utrecht;West;Halve Maan-zuid;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen van 2,5 - 4 jaar;06-22546487;info@dreumesdribbel.nl;http://www.dreumesdribbel.nl/;;
138327;455208;Peuterspeelzaal De Poeh;Stichting Peuterspeelzaal De Poeh;Frans Halsstraat;22;A;;Frans Halsstraat 22A;3583 BP;Utrecht;3583 BP Utrecht;Oost;Schildersbuurt;Welzijn;Peuterspeelzaal;Spelen, ontmoeting, vrijwilligerswerk;Peuterspeelzaal;Kinderen van 2,5 - 4 jaar;06-12118842 / 0346-553219;info@pszdepoeh.nl;http://www.pszdepoeh.nl/;;
136983;455622;Volksuniversiteit Utrecht (hoofdlocatie);Volksuniversiteit Utrecht;Nieuwegracht;41;;;Nieuwegracht 41;3512 LE;Utrecht;3512 LE Utrecht;Binnenstad;Lange Nieuwstraat e.o.;Welzijn;Volwasseneneducatie;Basiseducatie aan volwassenen, scholing en persoonlijke ontwikkeling;Volwasseneneducatie;Volwassenen;030-2313395;info@volksuniversiteitutrecht.nl;http://www.volksuniversiteitutrecht.nl/;;http://www.toegankelijkutrecht.nl/toegankelijk/toe_view.asp?ac=info&toe_permanent_guid={D66E411D-A5EB-48BE-909E-7F1B5EAACD69}&lan_id=1
138044;454286;Volksuniversiteit Utrecht, Kranenburg Praktijkonderwijs (cursuslocatie);Volksuniversiteit Utrecht;Tamboersdijk;9;;;Tamboersdijk 9;3582 TZ;Utrecht;3582 TZ Utrecht;Oost;Lodewijk Napoleonplantsoen;Welzijn;Volwasseneneducatie;Basiseducatie aan volwassenen, scholing en persoonlijke ontwikkeling;Volwasseneneducatie;Volwassenen;030-2313395;info@volksuniversiteitutrecht.nl;http://www.volksuniversiteitutrecht.nl/;;
