Leverancier;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Anoniem_J & V_400;1;;;;;;;;;1
Anoniem_J & V_4002;;;;;1;;;;;1
Anoniem_J & V_4021;1;;;;;;;;;1
Anoniem_J & V_4033;1;;;;;;;;;1
Anoniem_J & V_4046;;;;;;;;;1;1
Anoniem_J & V_407;1;;;;;;;;;1
Anoniem_J & V_4076;;;;;;;1;;;1
Anoniem_J & V_4086;1;;;;;;;;;1
Anoniem_J & V_4087;1;;;;;;;;;1
Anoniem_J & V_4089;;;;;1;;;;;1
Anoniem_J & V_4090;1;;;;;;;;;1
Anoniem_J & V_411;;;;;1;;;;;1
Anoniem_J & V_4114;1;;;;;;;;;1
Anoniem_J & V_4127;;;;;;;;1;;1
Anoniem_J & V_413;1;;;;;;;;;1
Anoniem_J & V_4130;1;;;;;;;;;1
Anoniem_J & V_414;1;;;;;;;;;1
Anoniem_J & V_4143;;;;;1;;;;;1
Anoniem_J & V_4145;1;;;;;;;;;1
Anoniem_J & V_4146;;;;;;;;1;;1
Anoniem_J & V_4181;;;;;1;;;1;;1
Anoniem_J & V_4182;;;;;;;;1;;1
Anoniem_J & V_4195;;;;;;;;1;;1
Anoniem_J & V_4222;1;;;;;;;;;1
Anoniem_J & V_4226;1;;;;;;1;1;;1
Anoniem_J & V_4228;;;;;;;;1;;1
Anoniem_J & V_4229;1;;;;;;;;;1
Anoniem_J & V_4230;1;;;;;;;;;1
Anoniem_J & V_4231;1;;;;;;;;;1
Anoniem_J & V_4237;1;;;;;;;;;1
Anoniem_J & V_4253;;;;;;;;1;;1
Anoniem_J & V_4254;1;;;;;;;;;1
Anoniem_J & V_4255;;;;;;;;1;;1
Anoniem_J & V_426;;;;;1;;;;;1
Anoniem_J & V_4270;1;;;;;;;;;1
Anoniem_J & V_4276;1;;;;;;;;;1
Anoniem_J & V_428;;;;;;;;1;;1
Anoniem_J & V_4290;;;;;;;;1;;1
Anoniem_J & V_430;;;;;1;;;;;1
Anoniem_J & V_4305;1;;;;;;;;;1
Anoniem_J & V_4315;;;;1;;;;;;1
Anoniem_J & V_4317;1;;;1;;;;;;1
Anoniem_J & V_4322;;;1;;;;;;;1
Anoniem_J & V_4324;1;;;;;;;;;1
Anoniem_J & V_4329;1;;;;;;;;;1
Anoniem_J & V_4347;;;;;1;;;;;1
Anoniem_J & V_4355;;;1;;;;;;;1
Anoniem_J & V_4356;;;;;;;;1;;1
Anoniem_J & V_4386;1;;;;;;;;;1
Anoniem_J & V_4410;1;;;;;;;;;1
Anoniem_J & V_4417;1;;;;;;;1;;1
Anoniem_J & V_4418;;;;;;;;1;;1
Anoniem_J & V_4422;1;;;;;;;;;1
Anoniem_J & V_4434;1;;;;;;;;;1
Anoniem_J & V_4440;1;;;;;;;;;1
Anoniem_J & V_4449;;;;;1;;;;;1
Anoniem_J & V_4450;1;;;;;;;;;1
Anoniem_J & V_4451;1;;;;;;;;;1
Anoniem_J & V_4461;1;;;;;;;;;1
Anoniem_J & V_4462;1;;;;;;;;;1
Anoniem_J & V_4482;1;;;;;;1;;;1
Anoniem_J & V_4483;;;;;1;;;;;1
Anoniem_J & V_4485;;;;;1;;;;;1
Anoniem_J & V_4522;1;;;;;;;;;1
Anoniem_J & V_4530;;;;;1;;;;;1
Anoniem_J & V_4535;;;;;;;;1;;1
Anoniem_J & V_4542;;;;1;;;;;;1
Anoniem_J & V_4548;1;;;;;;;;;1
Anoniem_J & V_455;1;;;;;;;;;1
Anoniem_J & V_4571;;;;;;;;1;;1
Anoniem_J & V_4582;1;;;;;;;;;1
Anoniem_J & V_46;1;;;;;;;;;1
Anoniem_J & V_4615;;;;;;;1;;;1
Anoniem_J & V_4619;1;;;;;;;;;1
Anoniem_J & V_4624;1;;;;;;;;;1
Anoniem_J & V_4685;1;;;;;;;;;1
Anoniem_J & V_4724;;;;;1;;;;;1
Anoniem_J & V_4733;1;;;;;;;1;;1
Anoniem_J & V_4743;;;;;1;;;;;1
Anoniem_J & V_4753;;;;;;;;1;;1
Anoniem_J & V_4766;1;;;;;;;;;1
Anoniem_J & V_4774;;;;;;;;1;;1
Anoniem_J & V_4775;1;;;;;;;;;1
Anoniem_J & V_478;;;;;1;;;;;1
Anoniem_J & V_4780;1;;;;;;;;;1
Anoniem_J & V_4796;;;;;;;;1;;1
Anoniem_J & V_4800;;1;;;;;;;;1
Anoniem_J & V_4806;1;;;;;;;;;1
Anoniem_J & V_4808;;;;;;;;1;;1
Anoniem_J & V_4810;;;;;1;;;;;1
Anoniem_J & V_4826;1;;;;;;;;;1
Anoniem_J & V_4832;1;;;;;;;;;1
Anoniem_J & V_484;1;;;;;;;;;1
Anoniem_J & V_4844;;;;;;;1;;;1
Anoniem_J & V_4853;;;;;;;;1;;1
Anoniem_J & V_4857;;;;;;;;1;;1
Anoniem_J & V_4862;;;;;1;;;;;1
Anoniem_J & V_4868;;;;;;;;1;;1
Anoniem_J & V_4887;;;;;1;;;;;1
Anoniem_J & V_4893;1;;;;;;;;;1
Anoniem_J & V_4898;1;;;;;;;;;1
Anoniem_J & V_4911;;;;;1;;;;;1
Anoniem_J & V_4922;1;;;;;;;;;1
Anoniem_J & V_4930;;;;;1;;;;;1
Anoniem_J & V_4956;;;;;1;;;;;1
Anoniem_J & V_4982;;;1;;;;;;;1
Anoniem_J & V_4986;;;;;;;;1;;1
Anoniem_J & V_499;;;;;1;;;;;1
Anoniem_J & V_4996;;;;;;;;1;;1
Anoniem_J & V_5000;1;;;;;;;;;1
Anoniem_J & V_5004;1;;;;;;;;;1
Anoniem_J & V_5006;1;;;1;;;;;;1
Anoniem_J & V_5022;;;;;;;;1;;1
Anoniem_J & V_5023;;1;;;;;;;;1
Anoniem_J & V_5034;1;;;;;;;;;1
Anoniem_J & V_5065;1;;;;;;;;;1
Anoniem_J & V_5069;;;;;1;;;;;1
Anoniem_J & V_5081;1;;;;;;;;;1
Anoniem_J & V_5087;;;;;;;;1;;1
Anoniem_J & V_5090;;;;;1;;;;;1
Anoniem_J & V_5141;;;;;1;;;;;1
Anoniem_J & V_5149;;;;;1;;;;;1
Anoniem_J & V_5151;;;;;1;;;;;1
Anoniem_J & V_5152;1;;;;;;;;;1
Anoniem_J & V_5159;;;;;1;;;;;1
Anoniem_J & V_5181;;;;;1;;;;;1
Anoniem_J & V_5194;;;;;;;;1;;1
Anoniem_J & V_5201;;;;;;;;1;;1
Anoniem_J & V_5213;;;;;;;;1;;1
Anoniem_J & V_5220;1;;;;;;;;;1
Anoniem_J & V_5244;;;;;1;;;;;1
Anoniem_J & V_5280;1;;;;;;;;;1
Anoniem_J & V_5295;;;1;;;;;;;1
Anoniem_J & V_5305;;;;;;;;1;;1
Anoniem_J & V_5313;;;;;;;;1;;1
Anoniem_J & V_5320;1;;;;;;;;;1
Anoniem_J & V_5330;1;;;;;;;;;1
Anoniem_J & V_5336;1;;;;;;;;;1
Anoniem_J & V_5345;1;;1;;;;1;1;;1
Anoniem_J & V_5350;;;1;;;;;;;1
Anoniem_J & V_5356;;;;;;;;1;;1
Anoniem_J & V_5363;;;;;;;;1;;1
Anoniem_J & V_5368;;;;;1;;;;;1
Anoniem_J & V_537;;;;;;;;1;;1
Anoniem_J & V_5370;1;;;;;;;;;1
Anoniem_J & V_5385;1;;;;;;;;;1
Anoniem_J & V_5386;;;;;1;;;;;1
Anoniem_J & V_5409;1;;;;;;;;;1
Anoniem_J & V_5429;;;;;1;;;;;1
Anoniem_J & V_5443;;;;;;;;1;;1
Anoniem_J & V_5450;;;;;;;;1;;1
Anoniem_J & V_5455;1;;;;;;1;;;1
Anoniem_J & V_5463;1;;;;;;;1;;1
Anoniem_J & V_5482;1;;;;;;;;;1
Anoniem_J & V_5503;1;;;;;;;;;1
Anoniem_J & V_5509;1;;;;;;;;;1
Anoniem_J & V_5520;1;;;;;;;;;1
Anoniem_J & V_5527;;;1;;;;;;;1
Anoniem_J & V_5537;;;;;;;;1;;1
Anoniem_J & V_5567;1;;;;;;;;;1
Anoniem_J & V_5574;;;;;;;;1;;1
Anoniem_J & V_5575;1;;;;;;;;;1
Anoniem_J & V_5576;1;;;;;;;;;1
Anoniem_J & V_5588;1;;;;;;;;;1
Anoniem_J & V_5606;;;;;;;;1;;1
Anoniem_J & V_5610;;;;;;;;1;;1
Anoniem_J & V_5612;1;;;;;;;;;1
Anoniem_J & V_5617;1;;;;;;;;;1
Anoniem_J & V_5632;;;;;;;;1;;1
Anoniem_J & V_5634;;;;;1;;;;;1
Anoniem_J & V_5659;1;;;;;;;;;1
Anoniem_J & V_566;;;;;;;1;;;1
Anoniem_J & V_5667;1;;;;;;;;;1
Anoniem_J & V_5679;1;;;;;;;;;1
Anoniem_J & V_5690;;;;;1;;;;;1
Anoniem_J & V_5713;1;;;;;;;;;1
Anoniem_J & V_5739;;;;;;;;1;;1
Anoniem_J & V_5748;1;;;;;;;;;1
Anoniem_J & V_5753;1;;;;;;;;;1
Anoniem_J & V_5769;1;;;;;;;;;1
Anoniem_J & V_5793;;;;;1;;;;;1
Anoniem_J & V_5796;1;;;;;;;;;1
Anoniem_J & V_5809;;;;;1;;;;;1
Anoniem_J & V_581;;;;;;;;1;;1
Anoniem_J & V_5817;1;;;;;;;;;1
Anoniem_J & V_5825;;;;;;;;1;;1
Anoniem_J & V_5843;1;;;;1;;;;;1
Anoniem_J & V_5855;1;;;;;;;;;1
Anoniem_J & V_587;1;;;;;;;;;1
Anoniem_J & V_5934;;;1;;1;;;;;1
Anoniem_J & V_5939;;1;;;;;;;;1
Anoniem_J & V_5941;;;1;;;;;;;1
Anoniem_J & V_5990;1;;;;;;;;;1
Anoniem_J & V_6015;;;;;1;;;;;1
Anoniem_J & V_6021;;;;;;;1;;;1
Anoniem_J & V_604;;;;;1;;;;;1
Anoniem_J & V_6046;;;;;;;;1;;1
Anoniem_J & V_6070;;;;;;;;1;;1
Anoniem_J & V_6071;1;;;;;;;;;1
Anoniem_J & V_6072;1;;;;;;;;;1
Anoniem_J & V_6076;;;;;1;;;;;1
Anoniem_J & V_6096;;;;;;;;1;;1
Anoniem_J & V_6105;1;;;;;;;;;1
Anoniem_J & V_6121;1;;;;;;;;;1
Anoniem_J & V_6130;;;;;;;;1;;1
Anoniem_J & V_6131;;;;;;;;1;;1
Anoniem_J & V_6141;;;;;1;;;;;1
Anoniem_J & V_617;1;;;;;;;;;1
Anoniem_J & V_6173;1;;;;;;;;;1
Anoniem_J & V_6187;1;;;;;;;;;1
Anoniem_J & V_6190;;;1;;;;;;;1
Anoniem_J & V_62;;;;;;;;1;;1
Anoniem_J & V_6201;1;;;;;;;;;1
Anoniem_J & V_6211;1;;;;;;;;;1
Anoniem_J & V_6234;;;;;;;;1;;1
Anoniem_J & V_6239;;;;;;;1;;;1
Anoniem_J & V_6260;;;;;;;1;;;1
Anoniem_J & V_6263;;;;;;;;1;;1
Anoniem_J & V_6268;1;;;;;;;;;1
Anoniem_J & V_6273;1;;;1;1;;;;;1
Anoniem_J & V_6279;1;;;;;;;;;1
Anoniem_J & V_6283;;;;;1;;;;;1
Anoniem_J & V_6295;;;;;;;;1;;1
Anoniem_J & V_631;;;;;;;1;;;1
Anoniem_J & V_6328;;;;;;;;1;;1
Anoniem_J & V_6360;;;;;;;1;;;1
Anoniem_J & V_6361;;;;;;;;1;;1
Anoniem_J & V_6383;;;;1;;;;;;1
Anoniem_J & V_6408;1;;;;;;;;;1
Anoniem_J & V_6418;;;;;1;;;;;1
Anoniem_J & V_6425;;;;1;;;;;;1
Anoniem_J & V_6427;;;;;;;1;;;1
Anoniem_J & V_6435;;;;;1;;;;;1
Anoniem_J & V_6453;1;;;;;;;;;1
Anoniem_J & V_6468;1;;;;1;;;;;1
Anoniem_J & V_6471;;;;;;;;1;;1
Anoniem_J & V_6480;;;;;;;;1;;1
Anoniem_J & V_6489;;;;;;;;1;;1
Anoniem_J & V_6499;;;;;;;;1;;1
Anoniem_J & V_6507;1;;;;;;;;;1
Anoniem_J & V_6510;;;;;;;;;;
Anoniem_J & V_6518;;;1;;1;;;;;1
Anoniem_J & V_6519;1;;;;;;;;;1
Anoniem_J & V_6521;;;;;;;;1;;1
Anoniem_J & V_6524;1;;;;;;;;;1
Anoniem_J & V_6526;;;;;;;1;1;;1
Anoniem_J & V_6539;1;;;;;;;;;1
Anoniem_J & V_6550;;;;;;;1;;;1
Anoniem_J & V_6552;;;;;;;;1;;1
Anoniem_J & V_6554;;;;;;;1;;;1
Anoniem_J & V_6556;1;;;;;;;;;1
Anoniem_J & V_6569;1;;;;;;;;;1
Anoniem_J & V_6589;;;;;1;;;;;1
Anoniem_J & V_6590;1;;;;;;;;;1
Anoniem_J & V_6602;1;;;;;;;;;1
Anoniem_J & V_6604;;;;;;;;1;;1
Anoniem_J & V_6605;;;;;1;;;;;1
Anoniem_J & V_6606;1;;;;;;;;;1
Anoniem_J & V_6612;;;;;;;;1;;1
Anoniem_J & V_6622;;;;;1;;;;;1
Anoniem_J & V_6627;1;;;;;;;;;1
Anoniem_J & V_6640;1;;;;;;;;;1
Anoniem_J & V_6641;;;;;;;;1;;1
Anoniem_J & V_6644;;;;;;;1;;;1
Anoniem_J & V_6660;;;;;;;;1;;1
Anoniem_J & V_6672;1;;;;;;;;;1
Anoniem_J & V_6680;1;;;;;;;;;1
Anoniem_J & V_6693;;;;;1;;;;;1
Anoniem_J & V_6694;;;;;1;;;;;1
Anoniem_J & V_6712;1;;;;;;;;;1
Anoniem_J & V_6718;;;;;;;1;;;1
Anoniem_J & V_6723;1;;;;;;;;;1
Anoniem_J & V_6724;;;;;;;;1;;1
Anoniem_J & V_6725;1;;;;;;;;;1
Anoniem_J & V_673;1;;;;;;;;;1
Anoniem_J & V_6749;1;;;;;;;;;1
Anoniem_J & V_6754;;;;;;;;1;;1
Anoniem_J & V_6774;;;;;1;;;;;1
Anoniem_J & V_6805;1;;;;;;;;;1
Anoniem_J & V_6821;1;;;;;;;1;;1
Anoniem_J & V_6825;1;;;;;;;;;1
Anoniem_J & V_6826;;;;;;;1;;;1
Anoniem_J & V_6831;1;;;;;;;;;1
Anoniem_J & V_6847;;;;;;;;1;;1
Anoniem_J & V_6849;;;;;1;;;;;1
Anoniem_J & V_6855;;;;;;;;1;;1
Anoniem_J & V_6871;;;;;;;;1;;1
Anoniem_J & V_6881;;;;;;;1;;;1
Anoniem_J & V_6894;;;;;1;;;;;1
Anoniem_J & V_6896;1;;;;;;;;;1
Anoniem_J & V_6897;;;;;1;;;;;1
Anoniem_J & V_6915;;;;;1;;;;;1
Anoniem_J & V_6918;1;;;;;;;;;1
Anoniem_J & V_6924;1;;;;;;;;;1
Anoniem_J & V_6962;;;;;1;;;;;1
Anoniem_J & V_6982;;;;;;;1;;;1
Anoniem_J & V_6984;;;;;;;;1;;1
Anoniem_J & V_6996;;;;;1;;;;;1
Anoniem_J & V_700;;;;;;;;1;;1
Anoniem_J & V_7061;;;;;1;;;;;1
Anoniem_J & V_709;;;;;;;;1;;1
Anoniem_J & V_7108;1;;;;;;;;;1
Anoniem_J & V_7117;;;;;;;;1;;1
Anoniem_J & V_7135;1;;;;;;;;;1
Anoniem_J & V_7143;;;1;;;;;;;1
Anoniem_J & V_7154;;;;;;;;1;;1
Anoniem_J & V_7157;1;;;;;;;;;1
Anoniem_J & V_7186;1;;;;;;;;;1
Anoniem_J & V_7188;;;;;;;;1;;1
Anoniem_J & V_7196;;;;;;;;1;;1
Anoniem_J & V_7199;;;;;;;1;;;1
Anoniem_J & V_720;;;1;;;;;1;;1
Anoniem_J & V_7228;;;;;;;;1;;1
Anoniem_J & V_7245;;;;;;;;1;;1
Anoniem_J & V_7262;;;;;;;1;;;1
Anoniem_J & V_733;1;;;;;;;;;1
Anoniem_J & V_7343;;;;;;;;1;;1
Anoniem_J & V_7364;;;;;1;;;;;1
Anoniem_J & V_7365;1;;;;;;;;;1
Anoniem_J & V_7367;1;;;;;;;;;1
Anoniem_J & V_7375;1;;;;;;;;;1
Anoniem_J & V_7376;;;;;1;;;;;1
Anoniem_J & V_7388;1;;;;;;;;;1
Anoniem_J & V_74;1;;;;;;;;;1
Anoniem_J & V_7404;1;;;;;;;;;1
Anoniem_J & V_7411;1;;;;;;;;;1
Anoniem_J & V_7415;;;;;1;;;;;1
Anoniem_J & V_742;;;;;;;;1;;1
Anoniem_J & V_7435;;;;;;;;1;;1
Anoniem_J & V_7455;;;;;;;;1;;1
Anoniem_J & V_7456;;;;;;;;1;;1
Anoniem_J & V_7480;;;;;1;;;;;1
Anoniem_J & V_7490;1;;;;;;;;;1
Anoniem_J & V_750;;;;;1;;;;;1
Anoniem_J & V_7500;1;;;;;;;;;1
Anoniem_J & V_7505;1;;;;;;;;;1
Anoniem_J & V_7555;1;;;;;;;;;1
Anoniem_J & V_7565;;;;;;;;1;;1
Anoniem_J & V_7574;1;;;;;;;1;;1
Anoniem_J & V_758;;;;;;;1;;;1
Anoniem_J & V_7597;1;;;;;;;;;1
Anoniem_J & V_7600;1;;;;;;;;;1
Anoniem_J & V_7608;1;;;1;;;;;;1
Anoniem_J & V_7628;1;;;;;;;;;1
Anoniem_J & V_7637;1;;;;;;;;;1
Anoniem_J & V_7648;;;;;;;;1;;1
Anoniem_J & V_767;;;;;1;;;;;1
Anoniem_J & V_7714;;;;;;;;1;;1
Anoniem_J & V_772;;;;;;;1;;;1
Anoniem_J & V_7720;1;;;;;;;;;1
Anoniem_J & V_7722;;;;;;;;1;;1
Anoniem_J & V_7745;1;;;;;;;;;1
Anoniem_J & V_7755;;;;;;;1;;;1
Anoniem_J & V_7773;;;;;;;1;;;1
Anoniem_J & V_7786;1;;;;;;;;;1
Anoniem_J & V_780;;;;;;;1;;;1
Anoniem_J & V_7801;;;;;;;;1;;1
Anoniem_J & V_7815;1;;;;;;;;;1
Anoniem_J & V_785;;;;;;;1;;;1
Anoniem_J & V_7855;1;;;;;;;;;1
Anoniem_J & V_7870;1;;;;;;;;;1
Anoniem_J & V_7885;;;;;;;;1;;1
Anoniem_J & V_7905;1;;;;;;;;;1
Anoniem_J & V_792;;;;;;;1;;;1
Anoniem_J & V_793;;;;;;;1;;;1
Anoniem_J & V_7933;1;;;;;;;;;1
Anoniem_J & V_7948;;;;;1;;;;;1
Anoniem_J & V_8;;;;;;;;1;;1
Anoniem_J & V_8009;;;;1;;;;;;1
Anoniem_J & V_801;;;;;;;1;;;1
Anoniem_J & V_8035;;;1;;;;;;;1
Anoniem_J & V_8042;;1;;;1;;;;;1
Anoniem_J & V_8043;;;;;;;;1;;1
Anoniem_J & V_805;;;;;;;1;;;1
Anoniem_J & V_8066;1;;;;;;;;;1
Anoniem_J & V_8091;1;;;;;;;;;1
Anoniem_J & V_8105;;;;;1;;;;;1
Anoniem_J & V_8111;;;;;;;1;;;1
Anoniem_J & V_8121;;;;1;;;;;;1
Anoniem_J & V_8123;;;;;;;;1;;1
Anoniem_J & V_8136;;;;;;;1;;;1
Anoniem_J & V_8143;1;;;;;;;;;1
Anoniem_J & V_815;;;;;;;1;;;1
Anoniem_J & V_8152;1;;;;;;;;;1
Anoniem_J & V_819;;;;;1;;;;;1
Anoniem_J & V_8201;1;;;;;;;;;1
Anoniem_J & V_8206;;;;;1;;;;;1
Anoniem_J & V_8219;1;;;;;;;;;1
Anoniem_J & V_8236;1;;;;;;;;;1
Anoniem_J & V_8249;1;;;;;;;;;1
Anoniem_J & V_8267;;;;;1;;;;;1
Anoniem_J & V_8272;1;;;;;;;;;1
Anoniem_J & V_8283;;;;;1;;;;;1
Anoniem_J & V_8285;;;;;;;1;;;1
Anoniem_J & V_8302;1;;;;1;;;;;1
Anoniem_J & V_8312;;;;;;;;1;;1
Anoniem_J & V_8315;;;;;1;;;;;1
Anoniem_J & V_836;1;;;;;;;;;1
Anoniem_J & V_8387;;;1;;;;;;;1
Anoniem_J & V_8388;1;;;;;;;;;1
Anoniem_J & V_8399;1;;;;;;;1;;1
Anoniem_J & V_8417;1;;;;;;;;;1
Anoniem_J & V_8423;;;;;;;;1;;1
Anoniem_J & V_8426;1;;;;;;;;;1
Anoniem_J & V_8454;1;;;;;;;;;1
Anoniem_J & V_8465;;;;;;;;1;;1
Anoniem_J & V_8475;;;;;1;;;;;1
Anoniem_J & V_8495;1;;;;;;;;;1
Anoniem_J & V_8505;1;;;;;;;;;1
Anoniem_J & V_8509;;;;;;;1;;;1
Anoniem_J & V_8529;;;;;;;;1;;1
Anoniem_J & V_8561;;;1;;;;;;;1
Anoniem_J & V_8573;;;;;1;;;;;1
Anoniem_J & V_8644;1;;;;;;;;;1
Anoniem_J & V_8645;1;;;;;;;;;1
Anoniem_J & V_8665;1;;;;;;;;;1
Anoniem_J & V_8670;1;;;;;;;;;1
Anoniem_J & V_869;1;;;;;;;;;1
Anoniem_J & V_8711;;;;;;;;;;
Anoniem_J & V_8714;;;;;;;;1;;1
Anoniem_J & V_8715;1;;;;;;;;;1
Anoniem_J & V_8727;1;;;;;;;;;1
Anoniem_J & V_8728;;;;;1;;;;;1
Anoniem_J & V_873;1;;;;;;;;;1
Anoniem_J & V_8746;;;;;;;;1;;1
Anoniem_J & V_8751;;;;1;;;;;;1
Anoniem_J & V_8753;1;;;;;;;;;1
Anoniem_J & V_8829;1;;;;;;;1;;1
Anoniem_J & V_8851;1;;;;;;;;;1
Anoniem_J & V_8863;1;;;;;;;;;1
Anoniem_J & V_8932;;;;;;;;1;;1
Anoniem_J & V_8949;;;;;1;;;;;1
Anoniem_J & V_8967;;;;;;;1;;;1
Anoniem_J & V_897;;;;;;;;1;;1
Anoniem_J & V_9023;;;;;;;;1;;1
Anoniem_J & V_9041;;;;;;;1;;;1
Anoniem_J & V_9055;1;;;;;;;;;1
Anoniem_J & V_9085;1;;;;;;;;;1
Anoniem_J & V_9107;1;;;;;;;1;;1
Anoniem_J & V_9176;;;;;;;;1;;1
Anoniem_J & V_92;;;;;;;;1;;1
Anoniem_J & V_923;1;;;;;;;;;1
Anoniem_J & V_9246;;;;;1;;;;;1
Anoniem_J & V_9249;;;;;;;1;;;1
Anoniem_J & V_925;1;;;;;;;1;;1
Anoniem_J & V_9255;1;;;;;;;;;1
Anoniem_J & V_9260;;;;;1;;;;;1
Anoniem_J & V_9296;1;;;;;;;;;1
Anoniem_J & V_9299;;;;;;;1;;;1
Anoniem_J & V_930;;;;1;;;;;;1
Anoniem_J & V_9302;1;;;;;;;;;1
Anoniem_J & V_9372;1;;;;;;;;;1
Anoniem_J & V_9469;1;;;;;;;;;1
Anoniem_J & V_947;;;;;1;;;;;1
Anoniem_J & V_9471;;;;;;;;1;;1
Anoniem_J & V_9495;1;;;;;;;;;1
Anoniem_J & V_9497;;;;;;;;1;;1
Anoniem_J & V_961;1;;;;;;;;;1
Anoniem_J & V_9614;;;;;;;;1;;1
Anoniem_J & V_9625;1;;;;;;;;;1
Anoniem_J & V_9626;;;;;;;;1;;1
Anoniem_J & V_9646;;;;;;;1;;;1
Anoniem_J & V_9667;1;;;;;;;;;1
Anoniem_J & V_9735;1;;;;;;;;;1
Anoniem_J & V_974;;;;;;;;1;;1
Anoniem_J & V_9745;;;;;1;;;;;1
Anoniem_J & V_9811;;;;1;;;;;;1
Anoniem_J & V_9861;;;;1;;;;;;1
Anoniem_J & V_989;;;;;;;;1;;1
Anoniem_J & V_9918;;;;;;;;1;;1
Anoniem_J & V_9955;;;;;;;;1;;1
Anoniem_J & V_9973;;;;;;;;1;;1
Anoniem_J & V_9988;;;;;;;;1;;1
Antalis B.V.;;;;;;;;1;;1
Anticimex;;;2;;;;;;;2
Any Lamp;;;;;;;;1;;1
A-One Spoedkoeriers B.V.;;;;1;;;;;;1
APAC Services B.V.;;;;;;;;1;;1
Apartus Sales B.V.;;;;;;;1;;;1
apetito B.V.;1;;;;;;;;;1
Apotheek Rosmalen;;;1;;;;;;;1
Appel B.V.;2;;;;;;;;;2
Applied Biosystems;;;;;;;;4;;4
Aqua Chain Holland B.V.;1;;;;;;;;;1
Arbo Safe B.V.;;2;;;;;;;;2
Architektenburo en Bouwburo Coors B.V.;;2;;;;;1;;;2
Archi-toys;;;;;;;;2;;2
Arenda Oomen Fotografie;;;;;1;;;;;1
Argus Etiketten B.V.;;;;;1;;;;;1
Arie Kievit;;;;;1;;;;;1
Arjan Ligtelijn en Vrienden;;;;;1;;;;;1
Arnauld Geschenken B.V.;1;;;;2;;;;;2
Arob Antennebouw B.V.;;;;;;;;1;;1
ARQ IVP B.V.;;;;;1;;;;;1
Art & Dining;;;;;1;;;;;1
Art 4 U;;;;;;;2;;;2
Artige B.V.;;;;;;;;1;;1
Artihove Regina B.V.;;;;;1;;;;;1
ArtiMedès B.V.;;;;;;;1;1;;1
arvato Finance B.V.;;;;;;;;1;;1
ASB Security B.V.;;2;;;;;;;;2
Ascom (Nederland) B.V.;;1;;;;;1;2;;2
ASSA ABLOY Entrance Systems;;;;;;;1;;;1
ASSA ABLOY Nederland B.V.;;2;;;;;;1;;2
Asser Glas- en Verfhandel B.V.;;;;;;;;1;;1
At Your Service Music;;;;;1;;;;;1
Athenas B.V.;;;;;1;;;;;1
ATIR;;;1;;;;;;;1
Atlas Copco Tools Nederland;;;;;;;;1;;1
Atrium Vastgoedmanagement B.V.;;;2;;;;;;;2
ATTERO B.V.;;;;;;;;;;
August;;;;;1;;;;;1
Auke Rauwerda B.V.;;;;;;;;1;;1
Ausma Vorkheftrucks B.V.;;;;;;;;1;;1
Automatic Signal Rijsenhout B.V.;;3;;;;;;;;3
AV Brothers B.V.;;;;;2;;;;;2
AV Partners;;;;;;;;1;;1
AVDD B.V.;;1;;;;;;;;1
Avex B.V.;;;;;;;;1;;1
AWVN;;;;;1;;;;;1
Azough Adv. Debat Maatsch. vraagstukken;;;;;1;;;;;1
B & V Bedrijfshulpverlening B.V.;;1;;;;;;;;1
B & V Brandbeveiliging B.V.;;1;;;;;;;;1
B&V Media B.V.;;;;;1;;;;;1
B.L. Mulder B.V.;;;;;;;;1;;1
B.T.B. Fire & Medical Support B.V.;;;;;;;1;;;1
B.V. Algemeen Nederlands Persbureau ANP;;;;;1;;;;;1
B.V. Haagsche Sportpryzenhand HSH;;;;;1;;;;;1
B.V. Technisch Bureau Jacot;;;;;;;;1;;1
B.V. Twentsche Kabelfabriek;;;;;;;;1;;1
B.V. Verenigde Instrumenthandel Salm & Kipp;;;;;;;;1;;1
B.V.D.A. International B.V.;;;;;;;;1;;1
B+B Vakmedianet B.V.;;1;;;;;;;;1
B2B-LAB;;;;;;;;2;;2
Bagageonline B.V.;;;;;;;;1;;1
Bakker Derks 'Der Deutsche Backer';1;;;;;;;;;1
Bakker Klink;1;;;;;;;;;1
Bakker Vakkeuken;1;;;;;;;1;;2
Bakker van de Ven B.V.;1;;;;;;;;;1
Bakkerij Berghuis;;;;;1;;;;;1
Bakkerij Beukeveld B.V.;;;;;1;;;;;1
Bakkerij de Kok;1;;;;;;;;;1
Bakkerij Koppejan B.V.;;;;;1;;;;;1
Bakkerij Lakerveld;;;;;1;;;;;1
Bakkerij Loven B.V.;1;;;;;;;;;1
Bakkerij Lubbers;;;;;1;;;;;1
Bakkerij Maron B.V.;1;;;;1;;;;;1
Bakkerij Paulissen B.V.;1;;;;;;;;;1
Bakkerij Pots;1;;;;;;;;;1
Bakkerij Schuurmans;1;;;;;;;;;1
Bakkerij Timmer;;;;;1;;;;;1
Bakkerij Van Esch;;;;;1;;;;;1
Ballonnenservice.nl;;;;;1;;;;;1
BAM Bouw en Techniek regio Zuidwest;;;;;;;1;;;1
